"","Table 2#4#4U# Price Indexes for Personal Consumption Expenditure","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216","F217","F218","F219"
"924","90","            Vegetables (fresh)","DVEGRG3",72.416,72.122,68.128,78.425,75.326,73.536,72.602,68.674,71.937,70.723,68.14,69.41,67.402,68.704,72.528,74.816,70.669,70.486,71.007,71.223,68.9,69.627,70.235,66.823,66.361,72.391,71.965,69.159,68.621,70.611,71.297,74.29,73.861,73.168,76.546,76.029,81.109,76.841,78.337,79.278,83.427,79.7,80.343,78.204,77.193,80.346,79.301,77.879,77.99,76.408,75.01,75.083,76.371,75.635,76.776,77.475,79.167,78.578,77.327,78.21,77.18,76.812,76.923,78.578,80.601,81.116,80.785,82.036,82.33,81.926,83.287,87.297,81.963,87.407,86.487,85.972,83.434,84.243,84.243,84.722,85.641,85.678,84.979,83.361,87.959,92.447,95.942,94.618,88.584,89.063,90.35,90.093,88.842,87.15,89.43,88.548,89.394,88.548,90.056,88.989,91.27,94.213,93.955,93.919,94.139,93.477,94.029,93.919,92.925,92.778,94.176,91.895,93.22,93.183,92.815,94.397,94.618,100.025,107.42,105.139,94.597,93.063,96.649,102.587,104.216,100.951,102.283,100.635,101.266,100.827,100.978,102.783,104.809,102.599,101.715,101.568,102.415,103.446,103.52,105.95,111.99,110.885,105.803,102.047,104.713,110.41,111.099,110.55,109.903,107.489,106.406,105.308,106.944,107.686,109.812,109.391,111.657,109.001,109.533,109.596,110.621,115.035,117.716,118.657,116.892,115.982,116.519,113.305,112.98,111.906,110.678,111.235,109.915,110.872,110.272,108.92,107.412,106.54,107.773,109.102,109.001,110.635,114.832,117.412,115.317,112.158,110.616,111.539,112.125,111.456,109.388,110.568,112.918,120.435,126.117,122.721,119.814,118.617,117.181,118.184,119.43,116.604,114.897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"925","91","          Processed fruits and vegetables","DPFVRG3",78.291,78.336,78.505,78.721,78.922,78.878,79.186,79.2,78.878,79.068,78.957,79.273,79.244,80.255,80.484,80.972,81.684,81.762,82.76,83.164,83.515,83.399,83.631,83.779,84.129,83.55,83.983,83.685,83.634,83.946,83.482,83.825,83.31,83.303,83.974,83.964,84.995,84.58,85.822,85.496,85.755,86.066,85.983,86.317,86.816,86.122,86.605,86.573,86.825,86.825,86.992,87.411,87.579,87.328,87.83,87.83,87.579,88.166,88.417,87.83,87.83,87.914,88.166,88.082,88.249,88.501,88.333,88.585,88.668,89.087,88.585,89.507,90.093,90.093,90.009,90.345,90.261,91.099,91.35,91.434,92.105,92.356,93.11,93.697,93.948,94.367,93.613,95.205,94.619,93.865,94.703,94.87,95.541,95.038,94.954,96.295,94.284,94.954,95.289,94.703,96.127,96.463,95.96,96.379,95.708,95.96,96.044,95.373,96.211,96.463,96.882,96.546,96.63,96.295,96.714,97.217,96.63,97.301,97.72,96.798,98.64,97.887,97.551,100.401,99.65,100.07,100.654,100.069,101.242,100.904,100.908,101.913,101.996,102.415,102.667,102.499,102.583,102.583,102.751,103.086,102.834,102.667,104.092,104.594,104.706,105.025,105.235,105.472,105.516,106.577,107.04,107.434,107.908,107.985,107.807,108.901,109.593,111.064,110.36,113.7,114.366,115.438,116.697,118.571,120.649,122.357,124.302,123.703,124.339,124.058,125.157,125.38,125.673,125.484,124.993,123.501,123.968,123.903,123.506,123.409,124.311,123.551,123.154,123.13,122.853,123.144,122.519,122.851,122.638,121.916,121.569,122.303,123.7,123.469,124.574,124.26,124.979,125.175,126.611,125.859,127.518,129.338,130.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"926","92","          Sugar and sweets","DSWERG3",82.689,82.788,83.179,83.199,83.601,83.756,84.211,84.741,84.433,84.913,85.031,85.081,85.935,86.192,86.53,86.429,87.16,87.393,87.882,88.018,88.476,88.714,88.38,88.808,89.004,89.411,88.649,89.832,89.69,90.027,90.605,89.937,90.201,90.045,90.364,90.463,90.823,90.658,91.001,90.92,90.628,91.33,90.972,91.262,91.372,91.362,91.519,91.612,91.309,91.37,91.128,91.854,92.46,92.157,92.217,92.46,92.762,92.944,93.005,92.883,93.186,93.186,93.307,92.278,93.005,93.126,93.186,93.55,93.428,93.247,93.55,93.61,93.852,93.973,93.852,93.428,94.216,94.216,94.337,94.337,94.7,94.821,94.639,95.305,95.548,95.548,94.821,96.759,95.427,96.032,96.698,96.577,96.577,96.94,96.759,97.243,97.061,97.546,98.03,97.788,98.151,98.454,98.151,98.091,98.272,98.575,98.575,98.394,98.575,98.878,98.696,98.454,98.938,98.394,98.696,99.12,99.06,98.696,99.302,98.575,98.576,99.18,98.332,99.665,98.817,100.212,100.696,99.303,100.453,100.997,101.241,102.51,102.389,101.178,102.934,103.237,103.661,103.964,104.448,104.69,104.266,104.811,104.932,105.114,105.697,105.309,105.567,105.987,106.109,106.777,107.485,107.735,108.005,107.825,108.517,108.747,109.698,109.938,110.928,112.55,112.683,112.964,113.882,114.337,115.625,115.982,116.737,117.684,120.191,119.732,120.013,120.113,119.566,119.935,118.789,118.974,119.928,119.775,120.676,120.972,121.62,122.938,121.705,122.228,123.048,121.596,122.474,121.96,123.259,123.559,122.113,123.642,123.368,124.293,125.107,124.059,124.973,126.426,126.213,127.71,129.871,130.036,127.867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"927","93","          Food products, not elsewhere classified","DOFDRG3",82.304,82.456,82.841,83.043,83.339,83.227,83.299,83.822,83.392,83.981,83.411,83.879,84.185,84.59,85.215,85.575,85.589,85.988,86.588,86.264,86.863,87.53,87.678,87.957,87.788,88.534,88.14,88.871,88.343,88.825,88.876,89.095,89.199,89.57,89.033,89.435,89.521,89.741,89.635,90.196,89.908,90.373,90.486,91.083,90.683,90.693,91.158,91.292,91.716,91.689,91.683,92.34,91.927,92.278,92.388,92.661,92.277,92.237,92.673,92.833,93.004,93.416,93.936,93.324,94.192,94.548,94.453,94.775,95.01,94.463,94.822,94.536,95.186,95.397,95.889,95.187,96.338,95.94,96.299,96.89,96.218,97.135,97.248,97.494,97.196,96.696,96.463,97.221,96.257,96.685,96.25,96.493,96.722,97.109,97.545,97.244,97.454,97.346,97.677,97.54,97.077,98.198,97.357,98.005,98.201,97.887,97.891,98.777,97.585,97.989,98.483,98.651,98.39,98.506,98.47,98.806,98.188,98.819,98.575,98.006,98.913,98.441,99.082,100.318,99.484,100.075,99.848,100.526,100.331,100.895,100.941,101.146,101.153,101.185,101.079,100.98,101.329,101.323,101.979,101.701,101.315,101.496,101.508,101.053,101.622,101.986,102.327,103.006,102.677,103.36,103.477,103.688,103.667,104.051,104.022,104.061,104.403,105.161,105.573,107.595,107.798,108.588,109.307,110.094,110.605,111.437,112.196,112.855,113.506,113.764,113.655,113.303,112.776,112.909,112.816,113.116,112.667,113.312,112.917,113.006,112.863,112.949,112.799,112.851,112.779,112.603,112.701,113.128,112.485,112.288,112.573,112.327,112.218,113.053,113.834,114.556,114.615,115.048,115.54,116.644,116.731,117.337,117.504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"928","94","        Nonalcoholic beverages purchased for off-premises consumption","DNBVRG3",91.302,92.564,92.741,93.285,92.184,92.811,92.674,92.977,93.305,92.9,93.009,92.534,92.373,91.592,91.58,92.21,92.24,91.907,91.636,92.507,91,90.956,90.865,91.063,91.122,90.342,90.235,90.932,92.172,91.593,92.205,92.372,92.292,92.644,91.831,91.607,92.127,91.802,91.715,91.914,91.563,91.556,91.43,91.066,91.436,91.718,91.831,91.725,91.938,92.005,92.322,92.627,93.004,93.034,93.058,93.138,93.127,93.214,93.041,94.029,94.567,95.065,95.369,95.075,95.447,95.38,96.15,96.058,95.954,95.292,96.378,95.538,96.56,96.544,96.406,96.346,96.306,96.636,96.556,97.744,97.137,97.274,97.747,97.066,96.86,96.793,97.141,97.627,96.593,96.079,96.214,96.043,97.967,97.813,97.465,97.886,97.432,97.339,96.966,97.746,98.118,97.753,96.037,97.486,97.138,97.726,96.381,97.326,97.565,97.816,97.41,97.362,97.69,97.848,98.213,98.043,97.832,97.635,97.624,98.222,98.064,98.197,99.192,100.623,100.094,99.877,100.352,100.013,100.655,100.56,101.081,101.294,101.609,101.448,101.905,101.501,101.618,102.17,101.752,102.104,102.496,102.941,103.841,103.381,104.104,104.572,106.385,105.394,106.234,106.548,106.724,107.56,107.685,107.792,107.756,107.013,108.743,109.379,109.095,111.028,109.807,109.885,110.558,110.72,112.244,113.736,114.218,114.215,114.034,113.861,115.155,113.848,113.955,113.946,113.456,113.5,113.489,113.424,113.024,113.029,113.164,112.758,112.759,112.902,112.217,111.936,112.356,112.614,112.31,112.017,112.8,111.339,113.073,113.125,113.94,115.007,114.772,115.096,116.08,116.112,116.075,116.857,117.106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"929","95","          Coffee, tea, and other beverage materials","DCTMRG3",99.86,97.487,96.048,95.028,94.671,94.165,93.838,94.11,92.966,91.449,90.757,90.165,88.189,88.306,88.142,87.434,87.131,86.174,85.295,85.466,85.256,84.532,83.793,83.964,84.26,84.758,87.823,93.69,96.328,100.771,103.782,104.498,103.914,102.234,99.938,98.001,98.473,98.175,97.945,98.315,97.85,96.724,96.623,95.567,95.347,95.069,94.745,94.608,94.413,94.315,94.315,94.217,94.706,94.315,94.51,94.51,94.413,95.096,94.315,94.608,95.779,95.975,95.877,96.072,95.877,95.975,95.779,95.682,95.487,95.291,95.096,94.706,95.262,95.125,95.291,94.813,94.491,93.963,94.598,94.598,94.813,94.637,94.608,94.227,93.827,93.924,93.534,93.632,93.632,93.339,93.827,93.729,94.51,94.51,94.901,95.096,95.291,95.194,95.389,95.291,95.096,95.975,94.901,95.096,94.217,94.51,94.51,95.096,95.096,95.194,95.096,94.706,94.803,94.803,95.194,95.096,95.291,95.584,95.487,96.463,97.724,97.529,97.915,99.872,100.061,100.841,100.837,100.651,100.746,101.232,101.625,100.835,100.835,101.421,101.909,101.226,101.519,100.933,100.738,101.031,101.616,101.421,102.885,103.569,103.322,104.267,104.577,105.147,105.6,106.036,106.224,106.626,106.779,106.816,106.208,107.28,108.123,106.609,108.528,109.825,110.144,110.594,110.992,111.348,110.959,112.044,111.24,111.063,111.363,110.91,111.215,109.974,110.072,110.148,109.758,110.772,110.975,110.692,110.396,110.662,110.594,110.813,110.876,111.09,110.883,110.7,110.906,110.494,112.656,111.938,112.744,111.64,113.077,113.54,115.719,118.326,120.094,120.998,121.956,121.92,121.96,121.424,122.581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"930","96","          Mineral waters, soft drinks, and vegetable juices","DJNBRG3",90.34,92.042,92.403,93.13,91.897,92.659,92.532,92.826,93.354,93.106,93.334,92.883,93.005,92.098,92.116,92.953,93.041,92.813,92.646,93.635,91.929,91.992,92.006,92.215,92.245,91.269,90.677,90.618,91.662,90.392,90.682,90.773,90.756,91.377,90.761,90.766,91.285,90.949,90.877,91.05,90.712,90.854,90.722,90.45,90.9,91.258,91.431,91.329,91.6,91.691,92.052,92.414,92.776,92.866,92.866,92.957,92.957,92.957,92.866,93.951,94.403,94.946,95.308,94.946,95.398,95.308,96.212,96.121,96.031,95.308,96.574,95.669,96.754,96.754,96.574,96.574,96.574,97.026,96.845,98.201,97.478,97.659,98.201,97.478,97.297,97.207,97.659,98.201,97.026,96.483,96.574,96.393,98.472,98.292,97.84,98.292,97.749,97.659,97.207,98.111,98.563,98.02,96.212,97.84,97.568,98.201,96.664,97.659,97.93,98.201,97.749,97.749,98.111,98.292,98.653,98.472,98.201,97.93,97.93,98.472,98.109,98.289,99.373,100.728,100.095,99.732,100.275,99.912,100.635,100.456,100.996,101.357,101.719,101.447,101.9,101.538,101.628,102.352,101.9,102.261,102.623,103.165,103.979,103.346,104.222,104.617,106.664,105.42,106.317,106.614,106.793,107.702,107.827,107.949,108.01,106.981,108.857,109.851,109.211,111.253,109.787,109.808,110.527,110.658,112.491,114.043,114.734,114.756,114.49,114.36,115.818,114.493,114.597,114.57,114.061,113.936,113.886,113.859,113.442,113.403,113.576,113.065,113.057,113.189,112.424,112.127,112.584,112.956,112.24,112.018,112.799,111.279,113.06,113.041,113.632,114.451,113.896,114.131,115.117,115.158,115.11,116.098,116.204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"931","97","      Alcoholic beverages purchased for off-premises consumption (5)","DAOPRG3",82.519,82.666,82.798,82.937,83.076,82.992,82.788,83.263,83.129,83.25,83.452,83.227,83.62,84.155,84.581,84.584,84.763,84.992,85.27,85.387,85.689,85.797,85.683,85.993,86.071,86.204,86.217,86.3,86.421,86.318,86.327,86.528,86.516,86.518,86.257,86.393,86.499,86.31,86.35,86.556,86.56,86.733,86.669,86.765,87.014,87.206,87.314,87.497,87.573,87.993,87.746,88.057,88.33,88.434,88.738,88.851,89.115,89.117,89.573,89.951,90.08,90.323,90.797,90.969,90.872,91.325,91.538,91.743,91.563,91.808,92.087,92.337,92.475,92.516,92.525,92.691,92.868,93.089,93.368,93.542,93.889,93.985,94.057,93.888,94.332,94.622,94.31,94.667,94.962,95.092,95.249,95.439,95.227,95.684,95.55,95.721,95.937,95.853,96.101,96.082,96.28,96.369,96.473,96.642,97.018,97.082,97.409,97.79,97.86,97.628,98.056,98.725,98.59,98.854,98.602,98.911,99.601,99.481,99.756,99.963,99.655,99.798,99.796,99.955,99.706,99.792,99.791,100.026,100.303,100.302,100.474,100.404,100.756,100.993,101.103,101.074,101.362,101.568,101.421,101.385,101.344,101.636,101.726,101.8,102.105,102.566,103.111,103.199,103.643,104.23,104.109,104.479,104.314,104.64,104.68,104.895,105.857,106.569,106.386,107.237,107.169,106.992,107.365,107.738,108.401,108.788,109.095,109.267,109.957,110.068,110.079,109.993,110.433,110.661,110.788,111.378,111.091,111.362,111.761,111.119,111.017,111.009,110.776,110.856,111.09,111.068,111.582,111.669,111.864,111.789,111.26,111.269,111.593,111.888,111.554,112.107,112.064,111.99,111.644,111.876,112.06,112.228,111.868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"932","98","        Spirits","DLIQRG3",81.772,81.794,81.911,82.303,82.266,82.247,82.281,82.499,82.665,82.667,82.494,82.387,82.707,82.555,82.833,82.839,82.849,83.106,83.347,83.476,83.551,83.651,83.993,84.117,84.159,84.5,84.403,84.584,84.857,84.917,84.995,85.376,85.258,85.595,85.718,86.027,85.692,85.641,85.578,85.877,85.97,85.885,85.728,86.005,86.397,86.652,86.764,86.688,86.688,87.139,87.308,87.421,87.534,87.703,87.985,88.154,88.718,88.718,88.999,89.901,90.014,90.352,90.69,90.972,91.085,91.648,91.818,92.043,91.93,92.043,92.268,92.719,93.058,93.339,93.621,93.959,94.467,94.467,95.087,95.143,95.425,95.65,95.819,96.045,96.27,96.214,96.327,96.27,96.609,96.834,96.778,96.778,96.834,96.947,96.778,96.552,96.609,96.721,97.003,97.229,97.341,97.51,97.51,97.792,97.849,98.187,98.525,98.638,99.089,97.792,98.018,99.089,98.299,98.412,98.694,98.976,99.201,99.145,99.483,99.539,99.483,99.649,100.154,99.758,99.814,99.587,99.419,100.095,100.32,100.486,100.429,100.711,101.218,101.556,101.105,101.218,101.218,101.331,101.105,100.824,101.049,101.274,101.5,101.669,101.09,101.544,101.788,101.643,101.907,102.474,102.472,102.174,101.424,102.295,102.157,102.423,104.126,104.792,104.181,105.614,106.025,104.902,105.139,105.996,106.682,105.822,106.029,105.22,106.795,106.876,107.147,107.63,107.914,107.49,107.251,108.557,108.643,109.3,108.387,107.067,107.53,107.82,107.936,107.29,107.269,107.223,107.604,108.246,108.653,107.738,106.342,106.495,107.253,107.962,107.127,107.386,107.757,107.796,107.766,108.04,108.338,108.112,107.262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"933","99","        Wine","DWINRG3",85.569,85.597,85.797,86.066,86.297,86.355,86.013,86.8,86.613,86.867,87.627,86.831,87.952,88.141,88.405,88.684,89.321,89.803,89.786,90.081,90.609,91.362,91.356,92.037,92.26,92.66,93.173,93.359,93.667,93.637,94.101,94.352,94.369,94.379,94.212,93.985,94.271,94.058,94.039,94.353,94.482,95.067,94.505,94.538,94.676,94.507,94.58,94.808,94.68,95.128,95.064,95.32,95.384,95.384,95.768,96.152,96.024,96.024,96.152,96.408,96.6,96.28,96.792,96.856,96.92,96.92,96.984,97.112,97.496,97.944,97.624,97.24,97.24,97.304,97.048,97.176,96.856,96.984,96.728,96.728,96.856,96.92,96.92,97.048,97.112,97.496,97.368,97.048,97.176,97.24,97.304,97.752,97.432,97.688,98.136,98.457,98.393,97.88,98.008,97.816,98.329,98.265,98.457,98.072,98.201,97.56,97.432,98.072,98.008,98.008,98.329,98.649,98.265,98.521,98.265,98.136,98.201,98.905,99.481,98.905,98.903,99.218,99.023,99.28,99.791,99.915,100.234,100.615,101.063,100.615,100.679,100.552,101,101.896,101.896,101.768,102.152,103.305,102.92,102.472,101.896,102.536,102.536,102.536,102.977,103.083,104.175,104.171,103.655,103.699,103.873,104.378,104.773,105.088,105.492,105.897,106.222,106.164,106.197,107.184,107.656,107.848,108.243,108.676,109.047,109.526,109.604,109.852,110.275,110.488,110.436,109.85,110.117,110.336,110.068,110.11,110.542,110.141,110.081,109.775,108.981,108.945,108.77,108.626,108.748,108.52,109.087,108.547,108.198,108.829,108.374,108.379,108.813,109.276,108.579,108.39,108.505,108.302,107.714,107.541,106.467,106.666,106.831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"934","100","        Beer","DMLTRG3",81.342,81.57,81.684,81.691,81.862,81.71,81.468,81.93,81.709,81.829,81.981,81.899,82.082,82.962,83.487,83.399,83.488,83.626,84.011,84.067,84.371,84.276,83.979,84.232,84.277,84.259,84.152,84.171,84.184,84.006,83.853,83.978,83.991,83.883,83.473,83.663,83.851,83.624,83.714,83.852,83.785,83.911,84.038,84.089,84.32,84.606,84.723,84.981,85.151,85.548,85.095,85.491,85.888,86.002,86.285,86.285,86.569,86.569,87.192,87.419,87.532,87.929,88.439,88.61,88.383,88.95,89.233,89.46,89.063,89.29,89.8,90.197,90.31,90.254,90.254,90.367,90.594,90.934,91.274,91.558,92.011,92.068,92.124,91.671,92.351,92.748,92.181,92.975,93.315,93.428,93.712,93.882,93.598,94.279,93.939,94.222,94.619,94.619,94.902,94.846,94.959,95.072,95.186,95.526,96.15,96.376,96.887,97.283,97.227,97.397,97.964,98.587,98.871,99.211,98.701,99.211,100.401,99.891,100.005,100.628,100.062,100.118,99.947,100.345,99.608,99.834,99.777,99.72,99.948,100.061,100.4,100.173,100.4,100.287,100.74,100.684,101.081,100.91,100.91,101.194,101.251,101.421,101.477,101.534,102.263,102.892,103.352,103.613,104.606,105.464,105.138,105.834,105.742,105.755,105.724,105.821,106.66,107.767,107.728,108.178,107.577,107.771,108.212,108.276,109.064,110.133,110.605,111.322,111.609,111.684,111.572,111.392,112.006,112.62,113.156,113.589,112.736,113.113,114.509,114.105,114.005,113.833,113.364,113.987,114.429,114.521,115.087,115.157,115.499,115.571,115.526,115.451,115.457,115.419,115.566,116.669,116.3,116.223,115.811,116.224,116.983,117.372,117.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"935","101","      Food produced and consumed on farms (6)","DFFDRG3",83.021,84.148,81.047,79.287,78.229,81.457,82.497,82.819,82.845,82.051,80.484,82.05,79.701,79.553,79.536,78.557,79.33,80.81,82.626,83.456,85.371,86.232,86.705,87.356,86.601,86.543,86.518,86.365,87.07,87.497,87.548,87.751,88.414,87.159,87.561,88.167,84.582,81.967,80.6,79.078,80.274,80.174,77.142,77.275,74.788,75.832,74.058,68.084,73.518,73.215,72.956,71.56,72.087,73.295,72.162,75.624,76.248,77.267,78.187,76.472,76.819,77.757,77.712,80.448,78.696,78.833,78.788,76.647,77.207,78.066,79.042,80.985,81.963,82.498,85.333,86.124,85.788,87.702,87.015,87.086,85.906,81.258,77.838,76.142,78.378,79.252,77.913,73.725,72.19,71.819,73.247,71.889,70.475,72.795,74.555,75.882,77.555,78.271,76.289,78.32,80.144,81.025,82.82,86.388,90.023,95.252,96.286,92.087,86.704,87.709,94.552,96.629,102.041,102.751,100.359,99.132,98.006,98.564,100.098,100.163,100.935,100.617,101.858,102.469,100.299,97.701,96.901,96.667,99.435,100.567,100.84,102.241,103.173,100.892,97.123,91.999,90.632,95.092,95.842,96.591,97.269,97.596,96.382,96.501,97.172,100.435,104.588,105.174,105.279,105.464,106.123,107.209,105.172,104.925,106.197,106.894,104.653,105.265,102.787,99.497,105.006,106.199,107.851,109.204,104.635,100.753,97.658,94.36,93.425,89.993,90.045,90.952,88.901,87.45,87.497,85.743,85.836,88.84,92.18,95.684,99.449,101.209,103.788,104.176,104.375,102.539,104.134,105.838,105.631,104.754,109.427,110.355,116.383,129.102,124.418,118.874,118.777,119.781,123.165,124.03,120.391,123.393,127.783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"936","102","    Clothing and footwear","DCLORG3",116.238,115.096,115.418,115.448,115.139,114.309,114.566,114.809,114.972,115.054,114.549,114.322,114.631,114.424,114.881,114.472,114.346,113.656,113.161,111.679,112.883,112.758,113.134,113.28,113.659,113.187,113.176,114.607,115.061,114.428,114.098,113.022,113.38,112.973,113.013,113.121,112.682,111.556,111.221,110.866,111.465,111.534,111.541,113.017,111.471,111.335,111.551,110.667,110.286,109.641,109.411,110.405,110.386,110.551,110.201,109.763,110.053,110.296,109.917,110.274,109.695,109.324,109.349,108.783,108.825,108.618,108.31,108.349,108.848,108.571,108.466,108.316,108.475,108.754,108.618,107.586,106.827,106.733,106.552,105.806,105.576,105.281,104.939,104.434,104.045,104.543,104.836,104.706,104.277,103.723,103.48,104.275,103.298,102.95,103.04,102.713,102.279,101.966,101.112,100.741,100.533,100.931,101.393,101.136,101.227,101.466,101.315,100.853,100.727,100.652,100.867,100.983,101.24,101.554,101.393,100.818,100.51,100.821,101.113,100.181,100.696,100.524,100.902,100.476,100.367,100.03,99.594,99.924,99.374,99.364,99.648,99.101,99.258,98.394,99.529,99.979,99.931,100.178,99.144,99.796,100.178,99.755,99.313,99.654,99.723,99.641,99.437,99.004,98.831,97.984,98.204,97.719,97.694,97.932,98.387,98.869,98.976,98.122,97.377,97.62,97.598,97.357,97.949,98.605,98.405,97.663,97.787,97.035,97.314,98.596,98.646,98.483,98.504,98.937,98.947,99.18,99.379,99.051,98.593,98.983,99.065,98.636,98.167,97.516,97.686,98.276,98.503,98.336,97.753,97.561,97.474,97.419,98.491,97.521,96.904,96.928,98.225,99.69,100.976,102.084,100.932,101.199,102.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"937","103","      Garments","DGARRG3",118.144,116.734,116.984,117.03,116.845,115.829,116.147,116.352,116.274,116.572,116.085,116.048,116.516,115.981,116.217,116.029,115.768,114.896,114.414,112.959,114.176,114.114,114.606,114.831,115.326,114.715,114.668,116.38,116.889,116.372,115.885,114.474,114.86,114.228,114.532,114.566,114.003,112.966,112.776,112.364,112.84,112.78,112.905,114.616,112.753,112.925,113.074,112.118,111.68,111.138,110.808,111.936,112.156,112.393,111.805,111.514,111.989,112.358,111.824,112.374,111.674,111.211,111.15,110.414,110.453,110.26,110.223,110.325,110.454,110.376,110.194,109.925,110.191,110.442,110.277,109.294,108.3,108.275,107.762,106.915,106.783,106.356,106.114,105.667,105.525,105.833,105.906,105.776,105.114,104.648,104.335,105.393,104.318,103.837,103.934,103.553,102.869,102.667,102.02,101.701,101.394,101.636,102.008,101.891,102.075,102.309,102.106,101.661,101.643,101.54,101.677,101.756,102.082,102.477,102.481,101.56,100.906,101.459,101.723,100.49,101.028,100.724,101.294,100.705,100.535,100.037,99.518,99.75,98.821,98.949,99.598,99.041,98.814,97.856,99.18,99.749,99.605,100.035,99.028,99.766,100.126,99.608,99.139,99.449,99.598,99.558,99.397,99.044,98.799,97.78,97.866,97.323,97.354,97.607,98.009,98.699,98.768,97.655,96.728,96.863,96.823,96.494,97.051,98.079,97.87,96.915,96.966,96.098,96.505,97.885,97.874,97.571,97.556,98.056,97.917,98.149,98.374,97.924,97.262,97.663,97.738,97.298,96.886,96.08,96.285,96.922,97.245,97.075,96.282,95.978,96.097,96.039,97.151,96.042,95.323,95.487,96.754,98.451,100.055,101.284,99.861,100.369,101.408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"938","104","        Women's and girls' clothing (10)","DWGCRG3",121.211,119.037,119.911,120.064,119.786,118.579,119.332,119.34,118.753,119.217,118.739,118.706,119.196,117.836,117.966,117.744,117.467,116.377,115.97,113.521,115.471,115.037,115.308,116.014,116.294,116.423,116.367,117.634,118.343,118.167,117.26,115.069,115.494,114.725,115.37,114.977,114.448,113.487,112.799,112.596,113.649,113.44,113.461,115.675,112.909,112.628,112.578,111.967,111.308,110.234,110.171,111.263,111.75,111.877,111.046,111.371,111.426,111.913,111.453,111.48,110.369,109.846,110.089,109.485,109.223,109.006,109.259,109.331,109.783,110.64,109.927,109.566,110.153,110.694,111.218,109.602,107.526,107.778,107.291,106.28,106.271,105.305,105.07,105.052,104.838,105.479,105.255,105.328,104.905,104.321,103.674,105.373,104.197,103.716,103.836,103.491,103.069,102.907,101.524,101.417,101.355,101.894,102.466,102.421,101.955,102.316,101.941,101.389,101.54,101.29,101.818,102.184,102.552,102.756,102.684,101.994,101.036,102.544,102.701,100.374,100.865,100.407,101.462,100.384,100.191,99.862,99.665,99.794,99.007,99.149,100.115,99.236,98.773,97.595,99.536,100.206,100.348,101.071,99.368,100.562,100.991,100.43,100.037,100.366,101.347,101.618,101.386,100.9,100.683,98.792,98.297,97.976,97.652,97.91,98.37,99.596,99.63,97.501,96.2,96.29,96.106,95.993,96.944,98.816,98.393,96.724,96.835,95.829,95.87,96.95,96.765,97.106,97.037,98.051,98.3,98.382,98.965,98.463,97.536,98.412,98.409,97.927,97.417,96.353,96.521,96.493,97.121,97.021,95.98,95.744,96.036,96.074,97.544,96.338,95.512,95.77,97.008,98.34,99.718,101.821,99.587,100.173,101.113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
