"","Table 2#3#6# Real Personal Consumption Expenditures by Major Typ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17"
"21","14","  Housing","A174RX1",802.2,820.1,832.7,841.8,869.3,887.5,901.1,922.5,948.8,978.6,1006.5,1033.9,1061.9,1085.6
"22","15","  Household operation","A186RX1",266.4,269.9,277.4,291.1,303.3,312.9,327.3,340.4,357.1,371.9,390.1,390.2,394.5,396.2
"23","16","    Electricity and gas","A175RX1",117.4,121.1,120.4,126.8,128.8,130.2,134.7,133.7,136.7,138.1,143.3,141.2,145.2,145.1
"24","17","    Other household operation","A176RX1",149.4,149.2,157.4,164.8,175,183.2,193,207,220.7,233.8,246.8,249.2,249.2,251.2
"25","18","  Transportation","A177RX1",195.7,186.3,194.2,202.5,218.4,231.8,247.5,263.2,272,283.4,291.3,289.6,284.8,278.2
"26","19","  Medical care","A494RX1",797.6,824.5,863.6,877.2,887.1,906.4,922.5,942.8,970.7,989,1026.8,1070.9,1132.1,1190
"27","20","  Recreation","A490RX1",170.6,171.6,184,195.4,204.8,219.2,228.6,235.7,245,257.8,268.3,274.4,284.8,291.1
"28","21","  Other","A178RX1",621.9,631.3,653.2,680.9,696.2,704.5,730.7,764.7,821.9,877.6,945.9,963.3,983.2,983.3
"29","22","Residual","A963RX1",-45.3,-50.5,-49.7,-42.6,-34,-27.9,-19.7,-13.6,-7.4,-2.1,-0.1,-0.4,-2.8,-10.4
"30",NA,"Addenda:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","23","  Energy goods and services \1\","BA02RX1",276.2,278.5,283.5,294.3,299,303.6,311.6,313.7,323.1,330.5,334.8,335.8,344.4,344
"32","24","  Personal consumption expenditures excluding food and energy","BA03RX1",3715.3,3722.2,3869.1,4009.1,4175,4307.3,4477.1,4675.8,4939.4,5215.3,5479.4,5631.9,5838,6027
"33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","1. Consists of gasoline, fuel oil, and other energy goods and of electricity and gas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","Note. Chained (2000) dollar series are calculated as the product of the chain-type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","quantity index and the 2000 current-dollar value of the corresponding series, divided by",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","100. Because the formula for the chain-type quantity indexes uses weights of more than",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","one period, the corresponding chained-dollar estimates are usually not additive. The",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","residual line is the difference between the first line and the sum of the most detailed lines.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
