"","Table 3#15#5# Government Consumption Expenditures and Gross Inve","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14"
"61","43","  Executive and legislative","W612RC1","1,945.0","2,149.0","2,219.0","2,468.0","2,577.0","2,649.0","3,014.0","2,964.0","2,651.0","1,421.0","1,998.0"
"62","44","  Tax collection and financial management","W613RC1","59.0","49.0","50.0","55.0","97.0","151.0","140.0","103.0","180.0","1,483.0","1,654.0"
"63","45","  Other \2\","W614RC1",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....","....."
"64","46","National defense","A824RC1","60,940.0","60,899.0","64,541.0","69,704.0","69,988.0","69,724.0","70,575.0","82,474.0","95,027.0","101,356.0","102,070.0"
"65","47","Public order and safety","W615RC1","339.0","358.0","382.0","401.0","429.0","450.0","479.0","507.0","547.0","598.0","718.0"
"66","48","  Police","W616RC1","210.0","219.0","233.0","242.0","252.0","267.0","282.0","306.0","326.0","366.0","443.0"
"67","49","  Fire","W617RC1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"68","50","  Law courts","W618RC1","78.0","84.0","91.0","99.0","107.0","117.0","125.0","132.0","142.0","156.0","184.0"
"69","51","  Prisons","W619RC1","51.0","55.0","58.0","60.0","70.0","66.0","72.0","69.0","79.0","76.0","91.0"
"70","52","Economic affairs","W620RC1","7,874.0","6,851.0","7,089.0","9,343.0","11,010.0","13,439.0","14,921.0","15,413.0","15,723.0","17,071.0","18,199.0"
"71","53","  Transportation","W625RC1","1,193.0","1,339.0","1,450.0","1,520.0","1,568.0","1,609.0","1,711.0","1,864.0","1,993.0","2,134.0","2,388.0"
"72","54","    Highways","W626RC1","82.0","112.0","119.0","134.0","149.0","146.0","183.0","195.0","189.0","205.0","223.0"
"73","55","    Air","W627RC1","473.0","528.0","629.0","665.0","647.0","685.0","665.0","741.0","797.0","820.0","989.0"
"74","56","    Water","W628RC1","609.0","651.0","652.0","657.0","689.0","703.0","751.0","827.0","926.0","977.0","1,009.0"
"75","57","    Transit and railroad","W629RC1","29.0","48.0","50.0","64.0","83.0","75.0","112.0","101.0","81.0","132.0","167.0"
"76","58","  Space","W631RC1","368.0","906.0","1,482.0","2,711.0","5,152.0","7,065.0","8,548.0","9,299.0","8,105.0","7,665.0","7,125.0"
"77","59","  Other economic affairs","W632RC1","6,313.0","4,606.0","4,157.0","5,112.0","4,290.0","4,765.0","4,662.0","4,250.0","5,625.0","7,272.0","8,686.0"
"78","60","    General economic and labor affairs","W621RC1","427.0","642.0","622.0","705.0","841.0","960.0","1,034.0","1,313.0","1,711.0","1,929.0","1,898.0"
"79","61","    Agriculture","W622RC1","3,677.0","1,738.0","990.0","1,705.0","954.0","1,058.0","795.0","-247.0","219.0","1,651.0","2,600.0"
"80","62","    Energy","W623RC1","873.0","1,000.0","1,129.0","1,280.0","1,127.0","1,262.0","1,193.0","1,291.0","1,654.0","2,090.0","2,414.0"
"81","63","    Natural resources","W624RC1","1,169.0","1,006.0","1,184.0","1,199.0","1,109.0","1,129.0","1,263.0","1,536.0","1,739.0","1,335.0","1,503.0"
"82","64","    Postal service","W630RC1","167.0","220.0","232.0","223.0","259.0","356.0","377.0","357.0","302.0","267.0","271.0"
"83","65","Housing and community services","W633RC1","49.0","86.0","163.0","223.0","286.0","244.0","208.0","277.0","383.0","199.0","209.0"
"84","66","Health","W634RC1","1,557.0","1,695.0","1,836.0","1,969.0","2,074.0","2,280.0","2,196.0","2,699.0","3,131.0","3,810.0","4,196.0"
"85","67","Recreation and culture","W635RC1","119.0","157.0","173.0","206.0","240.0","211.0","246.0","265.0","279.0","334.0","411.0"
"86","68","Education","W636RC1","240.0","227.0","258.0","315.0","371.0","422.0","451.0","767.0","862.0","797.0","726.0"
"87","69","  Elementary and secondary","W637RC1","22.0","22.0","24.0","26.0","25.0","27.0","-31.0","46.0","87.0","72.0","33.0"
"88","70","  Higher","W638RC1","1.0","22.0","27.0","30.0","34.0","38.0","63.0","81.0","222.0","210.0","183.0"
"89","71","  Other","W639RC1","217.0","183.0","207.0","259.0","312.0","357.0","419.0","640.0","553.0","515.0","510.0"
"90","72","Income security","W640RC1","426.0","370.0","643.0","808.0","762.0","653.0","919.0","1,074.0","1,176.0","848.0","965.0"
"91","73","  Disability","W641RC1","46.0","37.0","66.0","69.0","69.0","80.0","93.0","135.0","94.0","94.0","95.0"
"92","74","  Retirement \1\","W642RC1","169.0","194.0","242.0","256.0","284.0","298.0","324.0","310.0","408.0","420.0","466.0"
"93","75","  Welfare and social services","W643RC1","201.0","95.0","233.0","403.0","364.0","234.0","465.0","593.0","633.0","263.0","296.0"
"94","76","  Unemployment","W644RC1","10.0","44.0","102.0","80.0","45.0","41.0","37.0","36.0","41.0","34.0","35.0"
"95","77","  Other","W645RC1",".....",".....",".....",".....",".....",".....",".....",".....",".....","37.0","73.0"
"96","78","      State and local","A829RC1","45,333.0","48,183.0","52,490.0","55,439.0","60,045.0","65,303.0","71,736.0","79,849.0","88,107.0","98,841.0","109,255.0"
"97","79","General public service","W646RC1","3,279.0","3,568.0","3,943.0","4,181.0","4,456.0","4,908.0","5,455.0","6,015.0","6,879.0","8,216.0","10,002.0"
"98","80","  Executive and legislative","W647RC1","592.0","628.0","645.0","662.0","696.0","745.0","808.0","887.0","984.0","1,190.0","1,329.0"
"99","81","  Tax collection and financial management","W648RC1","1,197.0","1,324.0","1,402.0","1,492.0","1,486.0","1,576.0","1,667.0","1,844.0","2,082.0","2,312.0","3,144.0"
"100","82","  Other \3\","W649RC1","1,490.0","1,616.0","1,896.0","2,027.0","2,274.0","2,586.0","2,980.0","3,284.0","3,813.0","4,714.0","5,529.0"
"101","83","Public order and safety","W650RC1","4,354.0","4,719.0","5,090.0","5,283.0","5,621.0","6,071.0","6,565.0","7,185.0","7,895.0","9,243.0","10,281.0"
"102","84","  Police","W651RC1","1,981.0","2,158.0","2,302.0","2,446.0","2,613.0","2,801.0","3,057.0","3,358.0","3,720.0","4,533.0","4,987.0"
"103","85","  Fire","W652RC1","1,099.0","1,197.0","1,304.0","1,333.0","1,398.0","1,501.0","1,601.0","1,725.0","1,822.0","2,063.0","2,292.0"
"104","86","  Law courts","W653RC1","611.0","653.0","693.0","703.0","752.0","810.0","885.0","992.0","1,116.0","1,280.0","1,453.0"
"105","87","  Prisons","W654RC1","663.0","710.0","791.0","800.0","858.0","959.0","1,022.0","1,111.0","1,236.0","1,368.0","1,549.0"
"106","88","Economic affairs","W655RC1","13,176.0","13,274.0","14,331.0","15,032.0","16,619.0","17,368.0","18,846.0","20,563.0","22,129.0","23,887.0","25,180.0"
"107","89","  Transportation","W660RC1","11,093.0","11,017.0","11,804.0","12,565.0","13,787.0","14,182.0","15,211.0","16,804.0","17,853.0","19,469.0","20,407.0"
"108","90","    Highways","W661RC1","10,713.0","10,568.0","11,282.0","12,101.0","13,172.0","13,568.0","14,523.0","15,945.0","16,726.0","18,105.0","18,918.0"
"109","91","    Air","W662RC1","173.0","222.0","266.0","221.0","231.0","264.0","266.0","260.0","365.0","474.0","550.0"
"110","92","    Water","W663RC1","118.0","116.0","166.0","155.0","202.0","156.0","186.0","227.0","250.0","279.0","275.0"
"111","93","    Transit and railroad","W664RC1","89.0","110.0","89.0","88.0","182.0","194.0","235.0","372.0","512.0","610.0","664.0"
"112","94","  Other economic affairs","W665RC1","2,083.0","2,257.0","2,527.0","2,467.0","2,832.0","3,186.0","3,634.0","3,759.0","4,277.0","4,418.0","4,772.0"
"113","95","    General economic and labor affairs","W656RC1","647.0","684.0","769.0","826.0","864.0","930.0","1,058.0","1,184.0","1,310.0","1,345.0","1,497.0"
"114","96","    Agriculture","W657RC1","332.0","335.0","363.0","391.0","422.0","441.0","485.0","572.0","660.0","602.0","657.0"
"115","97","    Energy","W658RC1","531.0","584.0","716.0","541.0","647.0","831.0","910.0","743.0","924.0","959.0","1,038.0"
"116","98","    Natural resources","W659RC1","529.0","615.0","659.0","687.0","837.0","891.0","1,100.0","1,172.0","1,298.0","1,447.0","1,491.0"
"117","99","    Other","W686RC1","44.0","40.0","21.0","21.0","62.0","93.0","81.0","89.0","84.0","64.0","89.0"
"118","100","Housing and community services","W666RC1","2,707.0","2,745.0","2,978.0","3,362.0","3,098.0","3,662.0","3,894.0","4,001.0","4,188.0","5,108.0","5,004.0"
"119","101","  Water","W667RC1","655.0","707.0","754.0","748.0","951.0","1,009.0","1,327.0","1,138.0","1,353.0","1,607.0","1,431.0"
"120","102","  Sewerage","W668RC1","918.0","894.0","926.0","1,084.0","962.0","1,340.0","1,212.0","1,319.0","1,076.0","1,577.0","1,374.0"
"121","103","  Sanitation","W669RC1","616.0","633.0","641.0","671.0","673.0","724.0","758.0","818.0","892.0","1,045.0","1,102.0"
"122","104","  Housing and other","W670RC1","517.0","511.0","657.0","859.0","512.0","588.0","598.0","726.0","867.0","879.0","1,097.0"
"123","105","Health (net)","W671RC1","3,065.0","3,225.0","3,507.0","3,568.0","3,826.0","4,079.0","4,357.0","4,644.0","5,127.0","5,776.0","6,612.0"
"124","106","  Gross expenditures","Y650RC1","4,032.0","4,239.0","4,568.0","4,837.0","5,189.0","5,621.0","6,175.0","6,789.0","7,713.0","8,997.0","10,175.0"
"125","107","  Less: Sales to other sectors","Y651RC1","967.0","1,014.0","1,061.0","1,268.0","1,364.0","1,542.0","1,819.0","2,145.0","2,585.0","3,220.0","3,562.0"
"126","108","Recreation and culture","W672RC1","826.0","846.0","936.0","964.0","1,039.0","1,112.0","1,177.0","1,273.0","1,446.0","1,673.0","1,937.0"
"127","109","Education","W673RC1","17,236.0","19,080.0","20,920.0","22,207.0","24,454.0","27,019.0","30,162.0","34,662.0","38,661.0","42,804.0","47,663.0"
"128","110","  Elementary and secondary","W674RC1","14,435.0","16,026.0","17,449.0","18,468.0","20,067.0","22,158.0","24,558.0","27,775.0","30,517.0","33,534.0","37,018.0"
"129","111","  Higher","W675RC1","2,251.0","2,456.0","2,802.0","3,016.0","3,558.0","3,921.0","4,468.0","5,481.0","6,463.0","7,380.0","8,464.0"
"130","112","  Libraries and other","W677RC1","550.0","598.0","669.0","723.0","829.0","940.0","1,137.0","1,406.0","1,682.0","1,890.0","2,181.0"
"131","113","    Libraries","W676RC1","285.0","307.0","340.0","364.0","426.0","448.0","494.0","554.0","592.0","643.0","707.0"
"132","114","    Other","W683RC1","265.0","292.0","330.0","359.0","403.0","492.0","643.0","852.0","1,089.0","1,247.0","1,474.0"
"133","115","Income security","W678RC1","689.0","727.0","786.0","842.0","932.0","1,085.0","1,279.0","1,506.0","1,780.0","2,132.0","2,577.0"
"134","116","  Disability","W679RC1","46.0","47.0","50.0","55.0","61.0","69.0","74.0","79.0","81.0","88.0","97.0"
"135","117","  Welfare and social services","W680RC1","643.0","680.0","736.0","788.0","871.0","1,016.0","1,206.0","1,428.0","1,700.0","2,044.0","2,480.0"
"136",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","1. Consists of consumption expenditures to administer social insurance funds, including",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","old age and survivors insurance (social security) and railroad retirement. Excludes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","government employee retirement plans.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2. Consists of consumption expenditures to administer federal revenue sharing grants to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","state and local governments beginning with 1972 and ending with 1987.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","3. Consists primarily of unallocable state and local government consumption expenditures",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","and gross investment.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
