"","Table 2BUI# Implicit Price Deflators for Manufacturing and Trade","F2","F3","F4","F5","F6","F7","F8","F9","F10"
"56","49","      Beer, wine, and distilled alcoholic beverages wholesalers","PK42283",96.137,96.224,97.241,100,103.425,104.593,105.8
"57","50","      Miscellaneous nondurable goods wholesalers","PK42293",92.914,92.048,96.328,100,104.188,105.19,108.309
"58","51","  Retail trade industries","PK443",99.322,97.854,98.253,100,99.77,98.276,97.745
"59","52","    Motor vehicle and parts dealers","PK4413",99.248,98.675,99.034,100,100.861,99.373,97.023
"60","53","    Furniture, furnishings, electronics, and appliance stores","PK44233",121.602,113.584,105.495,100,92.779,86.271,79.823
"61","54","    Building material and garden equipment and supplies dealers","PK4443",102.144,100.404,100.702,100,99.435,98.961,99.669
"62","55","    Food and beverage stores","PK4453",93.277,94.943,97.369,100,103.025,104.775,106.266
"63","56","    Clothing and clothing accessories stores","PK4483",105.403,103.373,101.555,100,98.437,95.878,93.385
"64","57","    General merchandise stores","PK4523",101.006,100.572,100.178,100,99.735,98.567,96.983
"65","58","      Department stores","PK45213",103.445,102.356,101.12,100,98.656,96.583,93.855
"66","59","      Other general merchandise stores","PK45293",97.158,97.882,98.83,100,101.104,100.937,100.445
"67","60","    Other retail stores","PK44X3",95.227,91.71,93.625,100,98.823,96.411,98.963
"68",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","Note. Estimates in this table are based on the North American Industry Classification System (NAICS).",NA,NA,NA,NA,NA,NA,NA,NA,NA
