"","Table 3#15#6# Real Government Consumption Expenditures and Gross","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17"
"47","29","Public order and safety","W650RX1","180,444.0","187,175.0","193,834.0","201,919.0","209,626.0","213,212.0","221,124.0","227,104.0","224,185.0","223,814.0","225,876.0","229,481.0","236,725.0","240,916.0"
"48","30","Economic affairs","W655RX1","205,519.0","206,094.0","212,686.0","217,222.0","229,260.0","237,547.0","249,399.0","254,191.0","254,561.0","249,530.0","240,143.0","237,621.0","236,048.0","232,397.0"
"49","31","  Transportation","W660RX1","162,718.0","163,716.0","169,324.0","173,530.0","182,819.0","189,097.0","198,345.0","201,209.0","201,292.0","197,555.0","188,563.0","184,915.0","180,513.0","179,139.0"
"50","32","  Other economic affairs","W665RX1","42,810.0","42,422.0","43,428.0","43,785.0","46,525.0","48,525.0","51,126.0","53,017.0","53,296.0","52,012.0","51,580.0","52,737.0","55,764.0","53,343.0"
"51","33","Housing and community services","W666RX1","38,736.0","40,856.0","41,916.0","41,502.0","42,975.0","41,041.0","44,333.0","47,621.0","48,375.0","47,544.0","46,893.0","52,591.0","53,223.0","50,749.0"
"52","34","Health","W671RX1","44,039.0","43,504.0","40,272.0","38,877.0","42,420.0","40,699.0","38,634.0","46,213.0","49,365.0","51,308.0","58,098.0","56,062.0","56,612.0","56,169.0"
"53","35","Recreation and culture","W672RX1","23,093.0","24,249.0","25,430.0","26,258.0","27,195.0","28,952.0","30,714.0","32,070.0","30,648.0","30,012.0","29,982.0","29,355.0","31,023.0","31,141.0"
"54","36","Education","W673RX1","507,650.0","522,641.0","545,512.0","567,004.0","587,755.0","611,075.0","631,713.0","640,403.0","644,082.0","651,269.0","652,273.0","662,838.0","679,809.0","687,570.0"
"55","37","  Elementary and secondary","W674RX1","404,838.0","417,695.0","435,866.0","451,358.0","468,258.0","484,931.0","496,402.0","506,570.0","511,917.0","513,494.0","512,695.0","520,944.0","532,007.0","532,588.0"
"56","38","  Higher","W675RX1","83,661.0","85,240.0","89,431.0","94,503.0","97,510.0","102,714.0","110,317.0","108,615.0","107,073.0","112,701.0","114,366.0","116,471.0","122,132.0","129,167.0"
"57","39","  Libraries and other","W677RX1","19,493.0","20,214.0","20,693.0","21,429.0","22,333.0","23,618.0","24,743.0","25,238.0","25,252.0","25,087.0","25,212.0","25,423.0","25,710.0","26,023.0"
"58","40","Income security","W678RX1","51,823.0","52,524.0","55,236.0","59,044.0","62,376.0","64,938.0","69,587.0","74,176.0","72,401.0","69,275.0","67,451.0","66,654.0","67,515.0","68,750.0"
"59","41","Residual","W687RX1","-700.0","-600.0","-900.0","-500.0","-800.0","-500.0","-500.0","-800.0","-800.0","-100.0","-200.0","-200.0","-500.0","-2,600.0"
"60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","Note. Government consumption expenditures and gross investment is net of sales to other sectors.  Thus, growth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","in the prices or quantities of sales to other sectors may partially, exactly, or more than offset the growth in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","the prices or quantities of gross consumption expenditures and gross investment.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","    The residual line is the difference between the first line and the sum of the most detailed lines.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
