"","Table 1#5#4# Price Indexes for Gross Domestic Product, Expanded ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44"
"33","26","Gross private domestic investment","B006RG3",15.943,15.259,13.941,11.64,10.57,10.523,10.351,10.456,11.251,10.888,10.803,11.07,11.882,13.153,13.677,14.092,14.465,15.838,18.837,20.397,20.653,21.075,22.978,23.396,23.432,23.597,23.94,25.345,26.199,26.244,26.477,26.607,26.533,26.548,26.463,26.613,27.037,27.592,28.32,29.378,30.77
"34","27","  Fixed investment","B007RG3",11.256,10.796,9.986,8.822,8.677,9.111,9.154,9.245,10.047,10.184,10.129,10.384,11.151,12.227,12.761,13.191,13.608,15.005,17.622,19.127,19.5,19.933,21.653,22.182,22.366,22.535,22.904,24.252,25.094,25.156,25.394,25.53,25.449,25.465,25.391,25.545,25.981,26.528,27.271,28.367,29.767
"35","28","    Nonresidential","B008RG3",14.967,14.265,13.281,12.022,11.817,12.229,12.355,12.336,13.369,13.474,13.33,13.637,14.534,16.066,16.584,16.918,17.35,19.192,22.326,24.249,24.811,25.319,27.749,28.377,28.632,28.907,29.3,31.608,33.223,33.386,33.824,33.978,33.783,33.788,33.784,33.955,34.342,34.854,35.741,36.999,38.527
"36","29","      Structures","B009RG3",4.65,4.402,4.027,3.495,3.531,3.543,3.708,3.702,4.206,4.126,4.081,4.147,4.438,4.951,5.381,5.5,5.744,6.433,7.798,8.675,8.645,8.753,9.761,10.021,10.217,10.093,10.295,11.176,11.655,11.468,11.53,11.516,11.446,11.537,11.636,11.801,12.143,12.58,12.973,13.621,14.518
"37","30","      Equipment and software","B010RG3",24.423,23.444,22.221,20.959,20.136,21.272,21.084,21.051,22.256,22.792,22.551,23.155,24.628,27.086,27.228,27.751,28.219,30.891,34.996,37.519,38.967,39.944,43.338,44.215,44.321,45.385,45.815,49.219,52.009,53.025,53.998,54.445,54.146,53.878,53.581,53.558,53.607,53.749,54.94,56.416,57.985
"38","31","        Information processing equipment and software","A679RG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223.505,254.565,260.124,261.978,267.625,283.623,278.589,277.626,280.352,283.597,291.649,305.778,309.317,312.09,310.384,306.116,298.87,288.242,283.871,276.444,262.656,259.012,257.158,259.297
"39","32","          Computers and peripheral equipment","B935RG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,496986.194,390212.067,288275.275,204487.975,134306.512,112349.361,92834.959,65070.732,52869.906,45116.45,40849.551
"40","33","          Software \4\","B985RG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157.855,149.653,146.999,141.353,135.995,137.107,133.618,129.357,127.722,127.897,129.05
"41","34","          Other","A937RG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.227,45.817,46.818,47.152,48.168,51.047,50.141,49.968,50.459,51.043,52.492,55.035,55.672,56.208,56.279,56.311,56.124,56.446,56.829,56.886,57.549,59.294,60.845,62.881
"42","35","        Industrial equipment","A680RG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.231,10.002,10.838,11.359,11.825,13.336,13.42,13.801,14.056,14.57,16.092,17.296,17.705,18.107,18.469,18.316,18.315,18.373,18.537,18.814,19.312,20.152,20.998,21.708
"43","36","        Transportation equipment","A681RG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.974,17.362,18.602,19.463,19.809,21.066,22.325,21.487,22.435,21.995,24.146,25.231,25.596,26.132,26.091,26.034,25.754,25.634,25.409,25.341,25.315,25.726,26.438,27.241
"44","37","        Other equipment","A862RG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.887,12.612,13.63,14.082,14.396,15.565,15.686,16.008,16.247,16.408,16.978,17.83,18.252,18.535,18.796,18.803,19.001,19.134,19.307,19.484,19.928,20.6,21.368,22.127
"45","38","    Residential","B011RG3",5.275,5.161,4.672,3.808,3.756,4.169,4.109,4.31,4.728,4.877,4.91,5.057,5.524,5.935,6.424,7.048,7.524,8.169,9.784,10.606,10.747,11.012,11.801,12.125,12.212,12.261,12.516,12.835,12.868,12.836,12.875,12.962,12.983,13.003,12.901,13.003,13.372,13.857,14.339,15.1,16.144
"46","39","  Change in private inventories","ZZZZZZ3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","40","    Farm","ZZZZZZ3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","41","    Nonfarm","ZZZZZZ3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","42","Net exports of goods and services","ZZZZZZ3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","43","  Exports","B020RG3",15.647,14.166,11.146,9.667,9.667,11.209,11.494,11.882,12.671,12.086,11.923,12.932,14.119,17.06,18.662,21.019,20.846,20.148,23.395,24.642,23.173,22.565,25.496,25.651,25.579,25.231,25.447,26.298,27.295,27.019,27.073,27.453,27.871,27.94,27.877,28.107,29.001,29.877,31.022,31.698,32.771
"51","44","    Goods","B253RG3",18.901,16.908,12.978,11.189,11.706,13.694,14.029,14.367,15.227,14.088,13.778,14.775,15.835,19.279,21.255,24.34,24.246,23.009,27.378,29.142,26.998,26.102,29.924,29.792,29.49,29.071,29.346,30.459,31.45,31.106,31.408,31.619,32.22,31.969,31.866,32.082,33.198,34.332,35.771,36.325,37.453
"52","45","    Services","B646RG3",7.857,7.859,7.318,6.568,4.981,5.432,5.605,6.152,6.811,7.738,8.01,9.23,11.067,13.008,13.912,14.984,14.636,15.221,15.468,15.3,15.637,15.792,16.622,17.571,18.095,17.9,17.982,18.218,19.361,19.23,18.779,19.437,19.503,20.176,20.189,20.446,20.91,21.297,21.888,22.76,23.708
"53","46","  Imports","B021RG3",11.31,9.644,7.794,6.247,5.987,6.802,6.915,7.399,8.257,7.63,8.009,8.543,9.022,10.334,11.124,11.685,12.013,13.394,16.046,17.439,16.621,17.655,21.338,20.565,19.682,19.95,19.844,20.194,20.423,19.575,19.752,19.941,19.941,19.706,20.088,20.512,20.797,21.281,21.364,21.689,22.254
"54","47","    Goods","B255RG3",11.545,9.526,7.45,5.839,5.843,6.671,6.779,7.277,8.131,7.288,7.421,7.921,8.495,9.841,10.671,11.396,11.674,13.152,16.15,17.834,16.883,18.262,22.927,21.796,20.862,21.31,21.253,21.67,21.863,20.721,20.872,21.094,20.893,20.394,20.582,21.137,21.241,21.72,21.751,22.043,22.665
"55","48","    Services","B656RG3",9.883,9.462,8.402,7.121,6.026,6.724,6.843,7.217,8.013,8.271,9.591,10.205,10.203,11.405,12.16,12.517,12.921,14.113,15.766,16.324,15.872,15.903,16.842,16.878,16.151,16.106,15.934,16.15,16.416,16.075,16.276,16.394,16.71,16.928,17.624,17.773,18.393,18.855,19.038,19.409,19.805
"56","49","Government consumption expenditures and gross investment","B822RG3",6.389,6.192,5.88,5.352,5.511,5.929,5.979,6.159,6.29,6.303,6.201,6.129,6.507,6.539,6.645,6.559,6.633,8.213,8.875,9.218,9.482,9.488,10.118,10.321,10.429,10.65,11.093,11.716,12.234,12.602,12.653,12.809,13.065,13.398,13.69,14.07,14.444,15.044,15.671,16.52,17.517
"57","50","  Federal","B823RG3",6.924,6.617,6.566,6.253,6.321,6.755,6.834,7.463,7.584,7.713,7.568,7.27,7.651,7.506,7.577,7.444,7.512,9.584,10.168,10.074,10.503,10.442,10.898,11.005,11.08,11.337,11.947,12.562,13.125,13.663,13.564,13.677,13.908,14.202,14.506,14.995,15.379,15.914,16.386,17.287,18.226
"58","51","    National defense","B824RG3",7.046,6.803,6.716,6.577,6.428,6.773,6.974,7.133,7.37,7.4,7.345,6.984,7.457,7.297,7.371,7.251,7.298,9.36,10.037,9.986,10.322,10.313,10.737,10.779,10.825,11.114,11.732,12.397,12.957,13.45,13.34,13.44,13.633,13.897,14.209,14.62,15.024,15.535,15.994,16.834,17.757
"59","52","      Consumption expenditures","B997RG3",5.885,5.696,5.663,5.585,5.449,5.698,5.867,6.009,6.093,6.127,6.087,5.637,5.888,5.713,5.778,5.903,6.187,8.159,8.706,8.614,8.918,8.877,9.151,9.152,9.279,9.579,10.187,10.681,11.138,11.631,11.462,11.577,11.753,12.004,12.323,12.771,13.193,13.696,14.133,14.942,15.764
"60","53","      Gross investment","B788RG3",15.934,14.682,13.316,12.028,11.999,13.373,13.775,13.973,15.392,15.377,15.216,15.544,17.143,16.92,17.044,15.872,14.68,16.4,19.05,20.208,20.686,21.174,23.092,23.463,22.922,23.167,23.858,25.938,27.354,27.72,28.154,28.143,28.471,28.844,29.084,29.067,29.15,29.545,30.056,30.842,32.506
"61","54","    Nondefense","B825RG3",6.975,6.591,6.576,6.089,6.321,6.802,6.834,7.635,7.719,7.883,7.707,7.428,7.654,7.875,7.666,7.185,8.018,9.788,10.052,9.815,10.475,10.262,10.807,11.375,11.671,11.679,12.181,12.421,12.942,13.739,13.775,13.946,14.359,14.783,15.037,15.798,16.104,16.708,17.215,18.327,19.284
"62","55","      Consumption expenditures","B542RG3",5.533,5.209,5.339,5.144,5.214,5.53,5.493,6.353,6.398,6.58,6.415,6.098,6.171,6.234,6.216,5.564,6.667,8.538,8.718,8.36,9.015,8.832,9.239,9.719,10.018,10.077,10.582,10.738,11.147,12.002,11.981,12.133,12.57,12.958,13.164,13.858,14.301,14.9,15.294,16.339,17.217
"63","56","      Gross investment","B798RG3",19.607,18.801,17.288,14.661,15.888,17.576,17.948,18.708,19.154,19.096,18.881,19.303,20.744,22.016,20.288,22.063,20.279,20.417,20.922,22.192,22.601,22.028,23.665,24.961,25.175,24.496,24.383,25.71,27.285,27.214,27.962,28.277,28.407,29.092,29.733,31.03,30.372,31.09,32.455,34.034,35.549
"64","57","  State and local","B829RG3",4.809,4.675,4.395,3.956,4.096,4.42,4.451,4.432,4.541,4.505,4.441,4.48,4.781,5.284,5.675,5.895,6.09,6.654,7.466,8.346,8.418,8.494,9.365,9.768,9.958,10.123,10.32,10.981,11.456,11.608,11.851,12.066,12.357,12.743,13.028,13.293,13.662,14.334,15.137,15.945,17.013
"65","58","    Consumption expenditures","B991RG3",4.13,4.087,3.94,3.699,3.718,3.924,4.005,3.851,3.952,3.917,3.885,3.94,4.143,4.507,4.844,5.061,5.248,5.735,6.376,7.131,7.256,7.445,8.07,8.476,8.735,9.056,9.292,9.751,10.2,10.485,10.812,11.158,11.528,11.952,12.258,12.554,12.915,13.602,14.505,15.321,16.346
"66","59","    Gross investment","B799RG3",7.401,6.961,6.238,5.071,5.792,6.742,6.487,7.015,7.167,7.122,6.949,6.938,7.679,8.965,9.578,9.391,9.331,10.207,11.947,13.336,13.122,12.691,14.579,14.967,14.878,14.478,14.555,15.953,16.546,16.27,16.259,16.046,16.084,16.375,16.611,16.795,17.222,17.905,18.462,19.31,20.612
"67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","1. Net expenses of NPISHs, defined as their gross operating expenses less primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","sales to households.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2. Gross output is net of unrelated sales, secondary sales, and sales to business,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","to government, and to the rest of the world; excludes own-account investment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","(construction and software).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","3. Excludes unrelated sales, secondary sales, and sales to business, to government,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","and to the rest of the world; includes membership dues and fees.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","4. Excludes software ""embedded,"" or bundled, in computers and other equipment.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
