"","Table 6#19C# Corporate Profits After Tax by Industry            ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17"
"44","37","    Transportation","A3237C0",1760,3102,-827,-1522,-950,-238,3570,6953,8048,11998,14181,16193,11769,11137
"45","38","      Railroad transportation","B3238C0",418,604,-998,27,296,354,482,1840,2110,1950,652,267,-97,1987
"46","39","      Local and interurban passenger transit","B3239C0",4,30,158,-47,279,274,183,279,396,556,483,701,438,666
"47","40","      Trucking and warehousing","B3240C0",1313,1532,1316,1854,2587,3487,3937,4152,2730,3506,4583,6988,6316,6276
"48","41","      Water transportation","B3241C0",-92,251,287,326,369,103,245,205,208,475,487,635,230,619
"49","42","      Transportation by air","B3242C0",-456,102,-2216,-4305,-5442,-5370,-2387,-489,1346,3764,6377,5770,3861,1271
"50","43","      Pipelines, except natural gas","B3243C0",526,513,481,477,439,409,425,403,485,477,433,597,134,-291
"51","44","      Transportation services","B3244C0",46,69,145,146,523,505,685,564,773,1270,1164,1236,887,609
"52","45","    Communications","A3245C0",12176,12170,10240,11979,15500,19061,22630,25415,22049,22442,14590,8089,-9940,-12909
"53","46","      Telephone and telegraph","B3246C0",12823,13465,12234,13425,15554,17916,20270,22712,20480,22623,15162,9653,1539,-11557
"54","47","      Radio and television","B3247C0",-646,-1294,-1994,-1446,-55,1144,2361,2704,1569,-181,-572,-1564,-11479,-1352
"55","48","    Electric, gas, and sanitary services","B3248C0",10492,13085,15296,15727,17608,18834,19416,24325,27222,28137,26790,22137,21254,17093
"56","49","  Wholesale trade","B3249C0",14994,19599,18699,15434,16668,19270,21284,26559,24644,28895,33948,34289,40295,45749
"57","50","  Retail trade","B3250C0",16616,16189,16931,16370,20625,21905,31290,36370,35532,41461,47251,55413,57734,53478
"58","51","  Finance, insurance, and real estate","A3251C0",23072,29020,31237,39610,64783,83531,67459,67233,83509,90752,107211,74468,108171,106474
"59","52","    Depository institutions","B3291C0",26701,27976,31250,40220,56695,62357,52103,50026,54375,56933,54437,53291,71783,92465
"60","53","      Federal Reserve banks","B3253C0",-1492,711,-1000,-1791,-53,1517,700,-1958,-447,2461,3619,-966,1264,5871
"61","54","      Commercial and mutual depository institutions","B3292C0",28193,27264,32251,42011,56748,60840,51403,51984,54822,54472,50818,54257,70519,86594
"62","55","    Nondepository institutions","B3293C0",2063,3405,5152,6189,8227,11076,11576,11387,14189,15540,14691,15359,20537,19999
"63","56","    Security and commodity brokers","B3256C0",231,-3091,-5070,-2452,-6586,-4449,-3411,-10600,-9616,-6310,4531,-8180,-13872,-32798
"64","57","    Insurance carriers","B3257C0",-4758,4426,8489,1766,9206,15078,4257,24670,12490,13325,7696,-3311,-4791,-11834
"65","58","    Insurance agents, brokers, and service","B3258C0",2328,1898,2177,2446,2501,2627,2768,3322,3502,3807,3889,5005,4921,6944
"66","59","    Real estate","B3259C0",-2276,-2102,-4088,-5735,-7338,-4919,-2967,-1161,916,1830,3841,4540,5142,6989
"67","60","    Holding and other investment offices","B3260C0",-1218,-3491,-6672,-2824,2078,1761,3133,-10412,7654,5627,18126,7763,24451,24709
"68","61","  Services","A3261C0",9298,10393,9919,14776,18891,26358,30050,35722,40218,44725,46898,35570,36431,1121
"69","62","    Hotels and other lodging places","B3262C0",-850,-820,-1256,-1621,-1211,-514,377,852,1593,1982,1787,1034,2355,2906
"70","63","    Personal services","B3263C0",625,784,1290,1279,1162,1335,1495,1912,2180,2097,2347,2967,2955,3815
"71","64","    Business services","B3264C0",2481,3853,4093,5305,5734,8986,9462,11696,12421,14182,16402,5214,-4105,-40439
"72","65","    Auto repair, services, and parking","B3265C0",-231,-420,-667,-429,-391,-194,490,298,178,274,1106,1770,1441,1206
"73","66","    Miscellaneous repair services","B3266C0",430,619,666,692,649,678,785,832,903,1096,1016,1083,1202,1229
"74","67","    Motion pictures","B3267C0",-858,-369,-1735,-1091,-1439,-159,-159,-758,-551,-388,-1567,-2394,149,-600
"75","68","    Amusement and recreation services","B3268C0",-745,-167,308,30,336,1409,1139,1242,1096,1952,2217,266,434,31
"76","69","    Other services","A3269C0",8447,6912,7220,10611,14053,14818,16462,19647,22398,23533,23592,25630,32000,32974
"77","70","      Health services","B3270C0",5069,4097,3857,6312,9633,9517,10658,12323,13133,13458,12636,12378,17154,21665
"78","71","      Legal services","B3271C0",1464,1026,1126,1316,1279,1916,1791,2130,2801,2934,3514,3810,4389,5660
"79","72","      Educational services","B3272C0",313,346,336,474,692,594,489,710,809,686,650,1315,1080,1010
"80","73","      Other \1\","B3273C0",1600,1443,1902,2508,2448,2791,3524,4485,5655,6454,6792,8127,9377,4638
"81","74","Rest of the world \2\","A3274C0",48012,56984,67129,76088,76469,73090,76930,77966,92947,101971,107556,102762,121516,145624
"82","75","  Receipts from the rest of the world","B3275C0",58923,71580,75510,80919,75489,78328,88948,104525,127364,139359,155496,146786,176806,202481
"83","76","  Less: Payments to the rest of the world","B3276C0",10911,14596,8381,4831,-980,5238,12018,26559,34417,37388,47940,44024,55290,56857
"84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","1. Consists of social services; membership organizations; engineering and management services,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","except for commercial research and testing services and for management and public relations;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","and services, not elsewhere classified.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2. Consists of receipts by all U.S. residents, including both corporations and persons, of",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","dividends from foreign corporations, and, for U.S. corporations, their share of reinvested earnings of",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","their incorporated foreign affiliates, and earnings of unincorporated foreign affiliates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","(line 75), net of corresponding payments (line 76).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","Note.  Estimates in this table are based on the 1987 Standard Industrial Classification (SIC).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
