"","Table 1#7#6# Relation of Real Gross Domestic Product, Real Gross","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44"
"11","4","Equals: Gross national product","A001RX1",984.6,900,840.7,730.5,720.3,797.7,868.9,981.1,1032.5,997.4,1077.8,1170.8,1371.5,1623.5,1887.9,2040.2,2016.6,1798.2,1784.8,1864.8,1854.2,2016.5,2174.3,2257.4,2360.1,2346.2,2515.8,2566.9,2619.2,2592.9,2778.1,2848.2,2916.1,3094.1,3230.1,3417.5,3636.4,3869.8,3967.7,4160.6,4288
"12","5","Less: Consumption of fixed capital","A262RX1",84.7,86.6,86.5,84.3,82.1,80.4,80.6,81.9,84.5,85.8,86.8,89,94.2,105.4,123.2,143.8,156.6,158.2,154.9,153.7,154.5,156.9,162.5,170.3,179.3,187.6,194.7,201.7,208.4,216.2,220.8,225.1,231.5,239.3,248.7,259,272,287.5,303.1,318.2,333.6
"13","6","        Private","A024RX1",82.2,83.8,83.2,80.5,77.7,75.6,75.2,75.9,78,78.7,79,80.4,82.9,83.1,80.6,79.3,79.8,84.4,91.8,98.8,104.7,110.2,115.6,119.7,124.5,129.4,134.9,140.6,146,152.5,155.2,157.3,161.5,166.6,173.3,181,191.6,204.3,216.5,228.3,241.4
"14","7","        Government","A264RX1",8.1,8.6,9,9.4,9.7,10.1,10.5,11.2,11.7,12.4,13.1,13.8,16.7,27.4,47.8,70.9,84.5,81,69.1,59.6,53.5,49.5,49.4,53.7,58.5,62.2,64,65.2,66.4,67.6,69.7,72.3,74.5,77.5,80.4,83.1,85.3,88,91.6,94.8,96.9
"15","8","          General government","A265RX1",6.6,6.9,7.2,7.5,7.8,8,8.5,9,9.5,10,10.6,11.2,13.9,24.1,43.6,65.8,78.9,75.5,64.1,54.8,48.8,44.7,44.5,48.5,52.9,56.4,57.9,58.9,59.9,60.9,62.7,64.8,66.6,69.2,71.8,74.1,75.9,78.1,81.2,83.8,85.5
"16","9","          Government enterprises","A266RX1",1.9,2.1,2.2,2.4,2.5,2.5,2.6,2.7,2.8,3,3.1,3.3,3.4,3.5,3.5,3.5,3.5,3.5,3.5,3.7,3.8,4,4.2,4.5,4.7,4.9,5.1,5.3,5.6,5.8,6.2,6.5,6.9,7.3,7.7,8.1,8.6,9,9.5,10.1,10.7
"17","10","Equals: Net national product","A027RX1",904.4,816.7,756.8,647.1,639.3,720.2,792.8,905.9,955.4,917.7,999.2,1092.4,1292.7,1538.2,1788,1918.2,1877.4,1651.7,1642,1726.3,1714.3,1879.4,2035.6,2111.2,2205.4,2179.6,2346,2389.3,2434.3,2395.8,2582.3,2649.3,2711.1,2885.3,3013.6,3194.1,3403.7,3624.7,3705.2,3884.8,3996.2
"18",NA,"Addenda:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","11","  Gross domestic income \1\","A261RX1",968.9,896,825.8,721.5,708.9,788.9,866.7,963.1,1027.5,983.9,1056.8,1153.3,1361.4,1625.6,1898.5,2009.6,1975.8,1781.3,1758.1,1856.1,1830.6,1994.9,2136.5,2224.7,2320.8,2311.2,2483.8,2557.9,2599.2,2570.2,2757.5,2833.6,2897.5,3068.1,3208.3,3385.4,3599.6,3811.9,3917.8,4110.2,4245.7
"20","12","  Gross national income \2\","A023RX1",977.4,904.1,832.3,726.8,713.4,792.9,871.5,967.1,1032.8,989.5,1062.7,1158.3,1367.9,1632.3,1905,2016.4,1981.6,1788.9,1768.2,1868.1,1841.7,2007.2,2151.5,2240.2,2335.5,2327.1,2501.4,2577.2,2619.5,2587.7,2775.5,2853.4,2919.2,3092.5,3234.3,3413.5,3629,3839.6,3946.4,4140.9,4275.5
"21","13","  Net domestic product","A362RX1",895.9,808.6,750.1,641.8,634.8,716.2,788.1,901.8,950,912.1,993.3,1087.4,1286.1,1531.5,1781.6,1911.4,1871.6,1644.2,1631.8,1714,1703.1,1867,2020.4,2095.5,2190.4,2163.6,2328.1,2369.7,2413.6,2378.1,2564.1,2629.3,2689.1,2860.6,2987.1,3165.5,3373.8,3596.6,3676.2,3853.7,3966
"22","14","  Net domestic income \3\","W256RX1",888.6,812.7,741.6,638,627.7,711.3,790.7,887.5,950.4,903.9,977.7,1074.6,1282.3,1540.5,1799.1,1886.7,1835.9,1634.6,1614.7,1717.6,1690,1857.2,1996.6,2077.6,2164.9,2143.7,2313.2,2380.5,2414,2372.6,2561.4,2634.6,2692.4,2858.9,2991.5,3161.4,3365.9,3565.4,3654.1,3833.5,3953.1
"23","15","  Net domestic purchases","W367RX1",912.9,826.6,768.8,659.2,652.9,734.3,815.5,930.4,975.3,926.6,1009.3,1100,1312.5,1583.1,1861.6,1995.6,1939.8,1624.5,1591.3,1716.7,1704,1896.8,2035.6,2125.5,2238.7,2201.4,2370,2402.6,2440.8,2429.2,2619.4,2664.8,2724.3,2906.4,3028.1,3198.2,3422,3661.1,3751.6,3946.1,4062.9
"24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","1. Gross domestic income deflated by the implicit price deflator for gross domestic product.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2. Gross national income deflated by the implicit price deflator for gross national product.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","3. Net domestic income deflated by the implicit price deflator for net domestic product.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","Note. Except as noted in footnotes 1, 2 and 3, chained (2005) dollar series are calculated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","as the product of the chain-type quantity index and the 2005 current-dollar value of the corresponding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","series, divided by 100. Because the formula for the chain-type quantity indexes uses weights of",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","more than one period, the corresponding chained-dollar estimates are usually not additive.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
