"","Table 5#3#3# Real Private Fixed Investment by Type, Quantity Ind","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26"
"11","4","    Commercial and health care","W001RA3",9.01,11.555,10.766,13.775,13.248,10.326,14.145,17.574,22.912,25.939,24.59,25.89,28.088,29.898,34.109,38.012,36.809,40.013,46.905,45.791,44.032,48.193,55.604
"12","5","    Manufacturing","C307RA3",62.695,46.218,33.058,36.331,63.86,68.22,65.233,61.026,66.811,87.779,93.132,64.177,57.235,77.577,75.887,76.651,76.948,92.487,127.884,158.948,139.815,134.642,141.575
"13","6","    Power and communication","W003RA3",44.354,53.093,55.855,55.58,55.752,56.276,61.895,56.551,53.842,62.907,65.314,62.826,60.242,60.793,56.951,57.283,61.13,66.561,73.649,83.979,91.859,102.105,102.107
"14","7","    Mining exploration, shafts, and wells","E318RA3",27.787,34.111,34.531,40.982,43.081,47.933,52.374,57.921,62.306,60.289,56.908,53.209,54.627,51.277,52.22,54.774,51.409,55.084,54.412,51.562,49.291,49.586,51.68
"15","8","    Other structures \1\","W004RA3",47.504,47.51,48.102,47.492,46.453,46.691,48.416,51,51.104,50.585,50.605,52.945,58.454,64.915,63.437,64.747,68.498,75.12,84.464,87.648,85.776,75.829,75.222
"16","9","  Equipment and software","B010RA3",4.367,4.596,4.029,4.447,4.576,4.445,4.848,4.576,5.203,5.341,5.48,4.68,5.237,5.459,5.354,5.974,6.476,7.303,8.641,10.024,9.958,10.578,11.513
"17","10","    Information processing equipment and software","B679RA3",0.141,0.145,0.13,0.143,0.158,0.182,0.2,0.18,0.207,0.24,0.272,0.243,0.265,0.325,0.356,0.396,0.47,0.538,0.639,0.842,0.903,0.961,1.168
"18","11","      Computers and peripheral equipment \2\","B935RA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.001,0.001,0.002,0.003,0.004,0.005,0.008
"19","12","      Software \3\","B985RA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004,0.039,0.052,0.072,0.146,0.181,0.232,0.359,0.421,0.473,0.636
"20","13","      Other \4\","B937RA3",2.028,2.084,1.862,2.061,2.27,2.613,2.877,2.59,2.977,3.446,3.902,3.485,3.793,4.36,4.628,4.937,5.121,5.595,6.328,7.453,7.489,7.685,8.902
"21","14","    Industrial equipment","B680RA3",28.803,26.644,20.531,23.716,26.628,27.674,30.478,31.419,31.179,34.426,34.858,29.05,29.49,31.797,30.099,31.645,34.185,38.635,45.549,52.383,52.592,51.549,54.973
"22","15","    Transportation equipment","B681RA3",15.582,16.217,16.125,17.849,17.145,14.155,16.843,14.749,18.773,16.868,18.026,13.147,17.422,17.947,16.965,20.917,20.248,22.907,28.697,31.56,30.517,36.694,38.16
"23","16","    Other equipment \5\","B862RA3",18.069,22.054,18.564,19.627,19.722,19.926,19.455,18.316,21.508,22.195,20.965,21.262,22.836,20.968,20.755,22.144,25.742,28.512,31.678,35.621,33.649,34.068,36.37
"24","17","Residential","B011RA3",15.901,19.026,17.588,24.064,20.145,19.784,20.485,22.183,25.776,23.678,22.23,22.463,28.17,26.165,26.238,28.754,32.142,34.011,33.017,30.063,29.117,33.086,34.063
"25","18","  Structures","B012RA3",16.307,19.577,18.091,24.794,20.715,20.34,21.053,22.82,26.527,24.283,22.767,22.982,28.873,26.813,26.887,29.485,32.961,34.868,33.757,30.66,29.658,33.664,34.575
"26","19","    Permanent site","B943RA3",19.149,23.757,22.429,33.001,26.352,24.826,25.641,28.195,33.316,28.843,26.221,26.89,34.25,30.259,30.094,34.32,38.932,41.554,39.733,34.863,33.233,39.051,40.179
"27","20","      Single family","B944RA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.115,31.934,28.233,26.753,28.535,30.469,33.431,32.667,29.092,28.511,31.344,29.76
"28","21","      Multifamily","B292RA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.772,49.879,43.887,55.29,80.402,107.915,107.194,96.351,80.782,70.17,101.373,126.107
"29","22","    Other structures \6\","B863RA3",11.907,13.154,11.451,12.32,12.114,13.458,14.013,14.587,16.147,17.268,17.426,16.953,20.594,21.45,21.883,22.019,23.765,24.588,24.552,24.18,24.147,25.346,25.921
"30","23","  Equipment","B013RA3",5.201,5.396,5.059,6.373,5.895,5.863,6.167,6.351,7.231,8.002,8.023,8.523,9.799,9.195,9.223,9.773,10.9,11.682,13.054,13.354,13.693,16.328,18.623
"31",NA,"Addenda:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","24","  Private fixed investment in structures","A349RA3",20.436,23.285,21.898,27.466,25.165,24.852,26.261,27.925,31.445,31.099,30.014,29.406,33.891,33.499,33.749,36.264,38.903,41.879,43.859,43.051,41.803,44.932,46.716
"33","25","  Private fixed investment in equipment and software","A327RA3",4.365,4.592,4.03,4.46,4.58,4.451,4.851,4.586,5.215,5.36,5.497,4.713,5.276,5.489,5.385,6.004,6.512,7.337,8.674,10.045,9.983,10.621,11.568
"34","26","  Private fixed investment in new structures \7\","W040RA3",21.532,25.081,23.722,29.883,27.348,26.908,28.483,30.219,33.916,33.857,32.811,32.244,36.785,36.427,36.799,39.438,42.064,45.347,47.466,46.77,45.4,48.663,50.651
"35","27","    Nonresidential structures","A771RA3",28.265,30.68,30.048,32.387,35.032,34.879,37.985,39.291,41.533,46.767,46.579,44.024,45.321,48.998,49.85,52.32,52.924,58.291,67.087,71.375,69.348,70.326,74.2
"36","28","    Residential structures","A756RA3",17.992,21.946,20.302,27.959,23.203,22.646,23.489,25.377,29.63,27.136,25.692,26.103,32.163,29.854,29.989,32.67,36.244,38.466,37.275,34.139,33.107,37.44,38.484
"37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","1. Consists primarily of religious, educational, vocational, lodging, railroads, farm, and amusement and recreational",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","structures, net purchases of used structures, and brokers' commissions on the sale of structures.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2. Annual chain-type quantity indexes for computers and peripheral equipment:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","1959, .0000051; 1960, .000062; 1961, .000115; 1962, .00022; 1963, .00070.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","Quarterly chain-type quantity indexes for computers and peripheral equipment:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","1959:1, .0000008; 1959:2, .0000004; 1959:3, .0000040; 1959:4, .0000152;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","1960:1, .000043;  1960:2, .000049;  1960:3, .000067;  1960:4, .000090;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","1961:1, .000090;  1961:2, .000095;  1961:3, .000136;  1961:4, .000137;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","1962:1, .00016;   1962:2, .00015;   1962:3, .00022;   1962:4, .00033;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","1963:1, .00049;   1963:2, .00065;   1963:3, .00078;   1963:4, .00085.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","3. Excludes software ""embedded,'' or bundled, in computers and other equipment.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","4. Includes communication equipment, nonmedical instruments, medical equipment and instruments, photocopy and related",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","equipment, and office and accounting equipment.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","5. Consists primarily of furniture and fixtures, agricultural machinery, construction machinery, mining and",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","oilfield machinery, service industry machinery, and electrical equipment not elsewhere classified.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","6. Consists primarily of manufactured homes, improvements, dormitories, net purchases",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","of used structures, and brokers' commissions on the sale of residential structures.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","7. Excludes net purchases of used structures and brokers' commissions on the sale of structures.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
