"","Table 1#1#6A# Real Gross Domestic Product, Chained (1937) Dollar","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22"
"20","2","Personal consumption expenditures","DPCEAX1","63,058.0","59,676.0","57,804.0","52,623.0","51,455.0","55,131.0","58,496.0","64,450.0","66,834.0","65,759.0","69,432.0","73,031.0","78,208.0","76,359.0","78,495.0","80,730.0","85,725.0","96,386.0","98,233.0"
"21","3","  Goods","DGDSAX1","35,813.0","32,979.0","31,776.0","28,059.0","27,852.0","30,397.0","32,891.0","37,264.0","38,373.0","37,519.0","40,117.0","42,608.0","45,990.0","42,445.0","42,032.0","42,347.0","45,241.0","53,608.0","55,162.0"
"22","4","    Durable goods","DDURAX1","7,840.0","6,491.0","5,609.0","4,263.0","4,153.0","4,752.0","5,752.0","7,027.0","7,393.0","6,127.0","7,261.0","8,311.0","9,588.0","6,086.0","5,463.0","5,037.0","5,595.0","10,107.0","11,855.0"
"23","5","    Nondurable goods","DNDGAX1","27,854.0","26,398.0","26,109.0","23,801.0","23,711.0","25,648.0","27,135.0","30,238.0","30,980.0","31,421.0","32,850.0","34,257.0","36,327.0","36,430.0","36,662.0","37,431.0","39,754.0","43,339.0","43,082.0"
"24","6","  Services","DSERAX1","27,329.0","26,758.0","26,077.0","24,501.0","23,592.0","24,748.0","25,611.0","27,186.0","28,461.0","28,234.0","29,333.0","30,464.0","32,274.0","34,052.0","36,770.0","38,826.0","40,909.0","42,769.0","42,949.0"
"25","7","Gross private domestic investment","A006AX1","12,189.0","8,131.0","5,108.0","1,541.0","2,270.0","4,100.0","7,591.0","9,732.0","12,154.0","8,033.0","10,332.0","14,390.0","17,576.0","9,286.0","5,482.0","6,774.0","8,944.0","22,928.0","22,027.0"
"26","8","  Fixed investment","A007AX1","13,335.0","10,219.0","7,087.0","4,122.0","3,641.0","4,709.0","6,103.0","8,128.0","9,528.0","7,550.0","9,061.0","10,883.0","12,419.0","7,009.0","5,409.0","6,643.0","9,094.0","16,774.0","20,177.0"
"27","9","    Nonresidential","A008AX1","9,811.0","8,086.0","5,297.0","3,172.0","2,859.0","3,643.0","4,616.0","6,241.0","7,476.0","5,482.0","6,118.0","7,573.0","8,916.0","5,248.0","4,386.0","5,825.0","8,184.0","12,069.0","14,044.0"
"28","10","      Structures","B009AX1","4,967.0","4,250.0","2,735.0","1,675.0","1,299.0","1,465.0","1,626.0","2,134.0","2,706.0","2,165.0","2,285.0","2,594.0","3,080.0","1,904.0","1,384.0","1,812.0","2,443.0","4,826.0","4,389.0"
"29","11","      Equipment and software","B010AX1","5,005.0","3,968.0","2,647.0","1,550.0","1,587.0","2,195.0","2,991.0","4,103.0","4,770.0","3,321.0","3,832.0","4,966.0","5,822.0","3,340.0","3,001.0","4,012.0","5,745.0","7,165.0","9,740.0"
"30","12","    Residential","A011AX1","3,548.0","2,157.0","1,804.0","952.0","778.0","1,065.0","1,490.0","1,887.0","2,052.0","2,063.0","2,923.0","3,296.0","3,502.0","1,772.0","1,053.0","906.0","1,066.0","4,473.0","5,764.0"
"31","13","  Change in private inventories","A014AX1","2,087.0","-923.0","-2,142.0","-4,825.0","-2,471.0","-1,183.0","1,533.0","1,571.0","2,626.0","-618.0","314.0","3,264.0","5,344.0","2,082.0","-731.0","-869.0","-1,630.0","5,149.0","-721.0"
"32","14","Net exports of goods and services","A019AX1","753.0","447.0","226.0","35.0","-56.0","177.0","-508.0","-313.0","78.0","917.0","985.0","1,487.0","848.0","-447.0","-1,922.0","-1,937.0","-1,066.0","4,603.0","6,068.0"
"33","15","  Exports","A020AX1","4,810.0","3,975.0","3,304.0","2,589.0","2,605.0","2,895.0","3,053.0","3,207.0","4,039.0","3,996.0","4,218.0","4,798.0","4,920.0","3,249.0","2,739.0","2,942.0","4,122.0","8,903.0","10,150.0"
"34","16","    Goods","A253AX1","4,308.0","3,538.0","2,926.0","2,269.0","2,258.0","2,488.0","2,609.0","2,745.0","3,451.0","3,505.0","3,699.0","4,250.0","4,359.0","2,677.0","2,092.0","2,245.0","3,369.0","7,785.0","8,953.0"
"35","17","    Services","A646AX1","513.0","446.0","383.0","319.0","343.0","405.0","443.0","462.0","588.0","500.0","529.0","570.0","584.0","516.0","545.0","587.0","659.0","1,070.0","1,164.0"
"36","18","  Imports","A021AX1","4,056.0","3,528.0","3,078.0","2,554.0","2,660.0","2,718.0","3,561.0","3,520.0","3,961.0","3,079.0","3,233.0","3,311.0","4,072.0","3,697.0","4,661.0","4,879.0","5,187.0","4,299.0","4,082.0"
"37","19","    Goods","A255AX1","3,143.0","2,650.0","2,314.0","1,870.0","2,101.0","2,149.0","2,953.0","2,845.0","3,181.0","2,424.0","2,640.0","2,770.0","3,270.0","2,267.0","2,623.0","2,721.0","2,712.0","3,133.0","3,007.0"
"38","20","    Services","B656AX1","886.0","861.0","749.0","663.0","557.0","567.0","609.0","675.0","780.0","651.0","607.0","572.0","811.0","1,323.0","1,870.0","1,979.0","2,266.0","1,083.0","996.0"
"39","21","Government consumption expenditures and gross investment","A822AX1","9,211.0","10,150.0","10,572.0","10,222.0","9,884.0","11,148.0","11,454.0","13,368.0","12,802.0","13,785.0","15,000.0","15,422.0","25,637.0","60,322.0","89,736.0","100,982.0","88,164.0","30,313.0","25,749.0"
"40","22","  Federal","A823AX1","1,894.0","2,097.0","2,169.0","2,218.0","2,743.0","3,680.0","3,745.0","5,655.0","5,092.0","5,622.0","6,029.0","6,750.0","17,812.0","54,710.0","86,536.0","98,768.0","84,835.0","22,805.0","16,849.0"
"41","23","    National defense","A824AX1","958.0","1,028.0","1,032.0","1,036.0","1,003.0","888.0","1,084.0","1,291.0","1,300.0","1,358.0","1,495.0","2,615.0","14,140.0","51,651.0","84,146.0","96,052.0","82,742.0","19,785.0","13,330.0"
"42","24","    Nondefense","A825AX1","900.0","1,032.0","1,101.0","1,147.0","1,723.0","2,794.0","2,653.0","4,363.0","3,792.0","4,264.0","4,533.0","4,149.0","3,694.0","2,947.0","2,320.0","2,632.0","2,025.0","2,912.0","3,407.0"
"43","25","  State and local","A829AX1","7,202.0","7,928.0","8,272.0","7,886.0","7,067.0","7,430.0","7,667.0","7,712.0","7,710.0","8,161.0","8,971.0","8,676.0","8,126.0","7,370.0","6,697.0","6,460.0","6,683.0","7,349.0","8,361.0"
"44","26","Residual","A960AX1","-1,200.0","300.0","1,100.0","2,800.0","1,600.0","1,000.0","300.0","200.0","-100.0","1,200.0","1,100.0","100.0","-600.0","-2,700.0","-6,700.0","-8,400.0","-4,600.0","7,700.0","10,300.0"
"45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","Note. Chained (1937) dollar series are calculated as the product of the chain-type quantity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","index rebased with the reference year 1937 equal to 100 and of the 1937 current-dollar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","value of the corresponding series, divided by 100.  Because the formula for the chain-type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","quantity indexes uses weights of more than one period, the corresponding chained-dollar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","estimates are usually not additive.  The residual line is the difference between the first",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","line and the sum of the most detailed lines.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
