"","Table 2#8#6# Real Personal Consumption Expenditures by Major Typ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200"
"25",NA,"Addenda:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","6","  PCE excluding food and energy","DPCCRX1","5,055,389.0","5,040,633.0","5,080,859.0","5,063,665.0","5,097,366.0","5,144,462.0","5,125,533.0","5,150,412.0","5,176,657.0","5,159,321.0","5,194,154.0","5,227,975.0","5,199,695.0","5,243,441.0","5,269,020.0","5,297,266.0","5,305,143.0","5,312,912.0","5,334,226.0","5,349,444.0","5,367,199.0","5,377,137.0","5,390,554.0","5,417,176.0","5,442,256.0","5,455,010.0","5,472,491.0","5,461,967.0","5,473,305.0","5,506,720.0","5,555,310.0","5,602,663.0","5,598,086.0","5,617,172.0","5,651,219.0","5,683,253.0","5,693,042.0","5,723,311.0","5,744,018.0","5,782,596.0","5,820,707.0","5,854,644.0","5,864,753.0","5,895,962.0","5,944,383.0","5,981,675.0","6,003,499.0","6,046,231.0","6,033,157.0","6,070,997.0","6,095,640.0","6,133,054.0","6,164,379.0","6,192,119.0","6,201,890.0","6,244,081.0","6,275,329.0","6,289,192.0","6,336,924.0","6,392,653.0","6,405,451.0","6,472,047.0","6,515,374.0","6,491,566.0","6,519,403.0","6,528,139.0","6,542,947.0","6,573,755.0","6,631,050.0","6,629,895.0","6,631,000.0","6,642,388.0","6,664,509.0","6,679,103.0","6,668,383.0","6,682,209.0","6,715,241.0","6,730,603.0","6,733,969.0","6,785,180.0","6,703,484.0","6,884,963.0","6,860,821.0","6,839,898.0","6,876,027.0","6,902,268.0","6,893,329.0","6,936,665.0","6,891,875.0","6,933,737.0","6,974,700.0","6,985,567.0","6,948,161.0","6,959,174.0","6,974,635.0","7,026,949.0","7,029,953.0","6,994,534.0","7,036,825.0","7,061,750.0","7,093,045.0","7,142,994.0","7,171,767.0","7,229,665.0","7,209,169.0","7,213,887.0","7,255,430.0","7,264,859.0","7,289,047.0","7,300,098.0","7,343,692.0","7,333,700.0","7,383,383.0","7,349,895.0","7,403,609.0","7,418,205.0","7,471,489.0","7,485,784.0","7,498,305.0","7,553,572.0","7,538,085.0","7,578,410.0","7,580,833.0","7,653,688.0","7,606,235.0","7,681,951.0","7,731,519.0","7,696,155.0","7,671,636.0","7,683,307.0","7,726,835.0","7,756,872.0","7,832,906.0","7,827,082.0","7,853,346.0","7,866,084.0","7,858,864.0","7,879,146.0","7,900,232.0","7,898,504.0","7,944,143.0","7,967,510.0","7,994,645.0","8,046,243.0","8,039,431.0","8,041,567.0","8,079,971.0","8,068,681.0","8,111,760.0","8,104,884.0","8,111,847.0","8,133,415.0","8,144,028.0","8,158,967.0","8,169,964.0","8,168,290.0","8,165,541.0","8,148,787.0","8,141,713.0","8,162,976.0","8,166,493.0","8,159,182.0","8,128,185.0","8,125,173.0","8,087,835.0","8,047,337.0","8,036,912.0","8,000,445.0","8,031,494.0","8,029,322.0","7,984,860.0","7,975,996.0","7,973,949.0","7,971,131.0","7,989,617.0","8,056,767.0","7,975,061.0","7,999,778.0","8,021,223.0","8,025,282.0","8,015,466.0","8,049,635.0","8,100,443.0","8,103,017.0","8,105,564.0","8,111,868.0","8,120,065.0","8,142,844.0","8,170,941.0","8,223,174.0","8,237,974.0","8,250,652.0","8,258,588.0","8,312,462.0","8,328,236.0","8,324,861.0","8,315,939.0"
"27","7","  Food \1\","DFXARX1","554,628.0","546,804.0","548,279.0","544,334.0","548,759.0","548,551.0","546,976.0","547,206.0","547,657.0","546,491.0","548,112.0","554,390.0","552,492.0","551,310.0","552,672.0","554,983.0","554,291.0","554,987.0","554,630.0","553,401.0","553,097.0","554,694.0","555,081.0","556,653.0","558,263.0","558,194.0","561,711.0","558,354.0","555,237.0","555,806.0","560,323.0","558,978.0","560,009.0","559,928.0","561,542.0","557,860.0","557,591.0","559,371.0","560,809.0","561,839.0","563,223.0","566,302.0","567,069.0","566,351.0","569,384.0","568,226.0","570,274.0","576,132.0","575,736.0","578,808.0","580,289.0","583,535.0","585,206.0","583,381.0","585,748.0","588,499.0","592,967.0","588,567.0","591,697.0","614,174.0","584,861.0","591,908.0","599,753.0","600,374.0","597,926.0","604,505.0","601,231.0","600,695.0","603,231.0","607,472.0","606,621.0","608,680.0","609,332.0","604,609.0","602,314.0","609,447.0","611,423.0","607,362.0","606,071.0","606,412.0","609,377.0","607,169.0","606,359.0","611,432.0","605,104.0","605,318.0","606,970.0","602,487.0","608,344.0","609,504.0","611,428.0","609,006.0","607,042.0","611,179.0","615,893.0","616,022.0","621,988.0","622,692.0","623,198.0","620,183.0","613,710.0","617,623.0","625,020.0","627,597.0","626,848.0","623,297.0","625,283.0","621,440.0","634,993.0","631,601.0","636,951.0","634,842.0","636,690.0","635,428.0","635,488.0","637,367.0","644,499.0","646,443.0","647,732.0","648,708.0","653,438.0","657,947.0","658,482.0","657,620.0","656,598.0","661,678.0","662,337.0","670,290.0","677,182.0","681,093.0","672,625.0","670,887.0","672,757.0","680,419.0","676,816.0","682,589.0","686,370.0","683,523.0","685,516.0","688,902.0","685,405.0","696,681.0","693,887.0","702,069.0","700,712.0","696,832.0","694,289.0","692,953.0","693,722.0","693,722.0","697,944.0","694,090.0","697,105.0","699,539.0","701,191.0","707,498.0","702,083.0","696,918.0","701,784.0","698,773.0","698,689.0","701,804.0","696,689.0","692,838.0","684,169.0","679,707.0","679,025.0","666,705.0","676,001.0","673,872.0","675,678.0","678,581.0","682,348.0","682,559.0","683,642.0","686,140.0","693,611.0","694,797.0","698,632.0","695,590.0","698,059.0","707,045.0","703,107.0","698,596.0","696,468.0","697,645.0","696,685.0","705,833.0","706,521.0","709,958.0","714,093.0","710,346.0","714,091.0","716,177.0","711,882.0","716,224.0","712,430.0"
"28","8","  Energy goods and services \2\","DNRGRX1","415,234.0","428,288.0","411,060.0","425,739.0","431,179.0","431,453.0","437,231.0","442,912.0","424,915.0","418,563.0","437,722.0","434,895.0","438,276.0","443,521.0","448,553.0","440,329.0","442,621.0","441,709.0","429,341.0","439,022.0","426,040.0","437,029.0","440,485.0","433,833.0","436,945.0","435,997.0","428,263.0","445,690.0","439,052.0","434,568.0","444,195.0","434,323.0","439,918.0","457,615.0","443,335.0","453,864.0","432,008.0","446,992.0","457,244.0","448,055.0","460,098.0","470,338.0","461,140.0","463,422.0","464,827.0","449,804.0","443,482.0","452,602.0","459,076.0","448,355.0","461,491.0","463,477.0","463,966.0","473,124.0","478,272.0","468,668.0","465,379.0","469,779.0","446,004.0","465,673.0","454,945.0","451,172.0","440,075.0","456,756.0","468,991.0","469,354.0","462,385.0","472,146.0","471,221.0","464,093.0","471,334.0","504,707.0","473,578.0","472,553.0","479,077.0","462,015.0","460,974.0","450,478.0","468,647.0","458,715.0","461,665.0","468,875.0","453,050.0","459,706.0","454,904.0","461,978.0","467,488.0","466,077.0","479,799.0","474,688.0","476,295.0","477,351.0","475,661.0","485,652.0","484,295.0","481,335.0","487,482.0","487,998.0","473,330.0","492,349.0","487,285.0","473,045.0","477,241.0","488,384.0","484,141.0","487,835.0","493,322.0","495,915.0","500,967.0","499,993.0","481,229.0","493,075.0","496,677.0","490,156.0","484,571.0","482,704.0","488,849.0","492,887.0","494,392.0","495,465.0","501,610.0","487,225.0","501,660.0","490,505.0","501,439.0","498,865.0","501,803.0","500,663.0","484,565.0","488,463.0","488,041.0","497,441.0","458,893.0","481,152.0","481,979.0","479,956.0","489,116.0","482,355.0","502,510.0","484,237.0","483,999.0","496,008.0","479,561.0","472,759.0","488,235.0","497,406.0","472,347.0","500,158.0","474,576.0","477,701.0","481,774.0","489,286.0","487,050.0","472,342.0","477,526.0","482,223.0","476,005.0","469,060.0","480,448.0","473,852.0","467,197.0","464,650.0","451,882.0","449,072.0","446,259.0","465,170.0","471,186.0","468,248.0","473,690.0","462,743.0","469,774.0","464,375.0","465,979.0","469,119.0","462,529.0","474,189.0","475,747.0","479,877.0","462,945.0","481,576.0","478,935.0","475,162.0","460,808.0","461,138.0","482,316.0","483,455.0","489,339.0","488,728.0","482,137.0","475,047.0","479,551.0","483,123.0","476,789.0","460,274.0","465,015.0","459,400.0","459,815.0"
"29","9","  Market-based PCE \3\","DPCMRX1","5,250,248.0","5,234,908.0","5,260,821.0","5,255,223.0","5,295,805.0","5,330,565.0","5,327,045.0","5,354,234.0","5,369,399.0","5,342,478.0","5,390,154.0","5,430,783.0","5,395,378.0","5,430,876.0","5,465,116.0","5,486,694.0","5,500,159.0","5,500,546.0","5,502,772.0","5,526,508.0","5,531,489.0","5,565,672.0","5,584,351.0","5,604,785.0","5,625,839.0","5,637,194.0","5,654,778.0","5,650,372.0","5,652,521.0","5,683,018.0","5,739,469.0","5,772,769.0","5,773,433.0","5,805,235.0","5,824,760.0","5,855,560.0","5,847,284.0","5,883,962.0","5,904,897.0","5,940,677.0","5,984,583.0","6,021,981.0","6,018,625.0","6,048,482.0","6,094,623.0","6,115,268.0","6,131,487.0","6,188,774.0","6,181,248.0","6,215,689.0","6,244,357.0","6,278,481.0","6,310,044.0","6,338,577.0","6,349,490.0","6,384,578.0","6,416,473.0","6,427,546.0","6,454,409.0","6,538,617.0","6,505,972.0","6,566,213.0","6,596,993.0","6,599,390.0","6,625,371.0","6,639,874.0","6,638,175.0","6,671,363.0","6,729,721.0","6,723,826.0","6,731,346.0","6,777,287.0","6,772,048.0","6,783,399.0","6,772,922.0","6,764,020.0","6,794,325.0","6,802,001.0","6,816,713.0","6,858,051.0","6,780,265.0","6,961,443.0","6,922,601.0","6,907,755.0","6,933,453.0","6,964,757.0","6,966,056.0","7,002,245.0","6,975,190.0","7,016,875.0","7,058,809.0","7,073,284.0","7,024,352.0","7,048,125.0","7,068,639.0","7,110,383.0","7,111,786.0","7,089,347.0","7,121,804.0","7,157,440.0","7,177,369.0","7,213,245.0","7,242,866.0","7,312,930.0","7,293,050.0","7,290,678.0","7,337,516.0","7,342,471.0","7,378,162.0","7,376,971.0","7,407,553.0","7,402,524.0","7,448,288.0","7,407,329.0","7,458,429.0","7,469,570.0","7,524,811.0","7,547,611.0","7,560,326.0","7,616,156.0","7,607,866.0","7,647,819.0","7,655,923.0","7,720,319.0","7,693,418.0","7,762,650.0","7,817,928.0","7,784,153.0","7,752,385.0","7,768,153.0","7,791,305.0","7,829,016.0","7,856,171.0","7,875,258.0","7,890,940.0","7,906,628.0","7,910,447.0","7,913,452.0","7,953,353.0","7,924,428.0","7,967,862.0","8,006,721.0","8,007,777.0","8,060,776.0","8,072,246.0","8,079,263.0","8,089,402.0","8,102,887.0","8,115,504.0","8,108,954.0","8,122,673.0","8,152,972.0","8,158,389.0","8,154,515.0","8,172,893.0","8,180,684.0","8,161,910.0","8,123,853.0","8,147,124.0","8,153,788.0","8,156,429.0","8,148,563.0","8,099,374.0","8,083,369.0","8,023,882.0","7,999,584.0","7,988,078.0","7,951,891.0","8,000,264.0","7,995,520.0","7,963,843.0","7,966,497.0","7,979,080.0","7,980,203.0","7,992,419.0","8,070,791.0","8,005,677.0","8,034,566.0","8,040,093.0","8,066,890.0","8,059,701.0","8,092,031.0","8,124,386.0","8,124,439.0","8,144,021.0","8,155,236.0","8,163,360.0","8,189,099.0","8,209,500.0","8,256,386.0","8,286,499.0","8,295,533.0","8,304,675.0","8,329,294.0","8,350,149.0","8,340,868.0","8,329,826.0"
"30","10","  Market-based PCE excluding food and energy \3\","DPCXRX1","4,305,563.0","4,288,894.0","4,324,661.0","4,312,801.0","4,344,404.0","4,378,249.0","4,372,351.0","4,394,714.0","4,421,249.0","4,400,414.0","4,432,352.0","4,467,832.0","4,432,860.0","4,464,929.0","4,493,494.0","4,518,127.0","4,530,265.0","4,530,612.0","4,541,814.0","4,559,375.0","4,573,590.0","4,597,690.0","4,613,090.0","4,636,307.0","4,653,082.0","4,664,940.0","4,684,351.0","4,670,907.0","4,680,599.0","4,712,861.0","4,756,991.0","4,797,607.0","4,793,408.0","4,812,226.0","4,839,758.0","4,865,984.0","4,872,880.0","4,896,921.0","4,909,303.0","4,949,051.0","4,982,795.0","5,009,666.0","5,011,536.0","5,039,766.0","5,080,781.0","5,111,304.0","5,129,010.0","5,173,354.0","5,162,408.0","5,199,327.0","5,217,713.0","5,246,504.0","5,275,256.0","5,298,839.0","5,303,779.0","5,341,642.0","5,370,731.0","5,382,891.0","5,422,480.0","5,469,476.0","5,473,485.0","5,528,424.0","5,559,463.0","5,548,776.0","5,567,657.0","5,575,198.0","5,582,000.0","5,607,603.0","5,663,183.0","5,658,906.0","5,661,363.0","5,678,173.0","5,696,898.0","5,713,312.0","5,699,994.0","5,697,681.0","5,726,452.0","5,746,563.0","5,747,840.0","5,795,590.0","5,713,857.0","5,888,633.0","5,862,519.0","5,838,479.0","5,872,946.0","5,898,568.0","5,894,457.0","5,935,327.0","5,893,243.0","5,936,543.0","5,974,545.0","5,990,314.0","5,945,485.0","5,957,397.0","5,973,813.0","6,016,681.0","6,007,358.0","5,984,045.0","6,027,822.0","6,050,536.0","6,080,465.0","6,122,539.0","6,141,265.0","6,199,066.0","6,183,629.0","6,181,786.0","6,221,604.0","6,228,231.0","6,245,767.0","6,248,721.0","6,289,265.0","6,276,575.0","6,316,964.0","6,283,209.0","6,338,645.0","6,349,420.0","6,391,727.0","6,408,837.0","6,418,848.0","6,472,546.0","6,454,031.0","6,502,413.0","6,496,635.0","6,572,121.0","6,536,114.0","6,602,122.0","6,653,584.0","6,612,854.0","6,591,651.0","6,598,979.0","6,631,226.0","6,660,857.0","6,728,012.0","6,715,233.0","6,733,735.0","6,745,934.0","6,735,828.0","6,748,992.0","6,764,394.0","6,752,810.0","6,800,263.0","6,815,455.0","6,836,102.0","6,888,301.0","6,884,890.0","6,886,205.0","6,926,238.0","6,910,058.0","6,951,200.0","6,940,939.0","6,945,764.0","6,971,709.0","6,976,732.0","6,987,463.0","6,998,211.0","6,993,739.0","6,987,663.0","6,962,743.0","6,966,796.0","6,985,163.0","6,996,460.0","6,988,303.0","6,960,928.0","6,952,466.0","6,904,710.0","6,859,905.0","6,842,644.0","6,822,557.0","6,855,982.0","6,864,001.0","6,823,552.0","6,828,284.0","6,835,483.0","6,833,375.0","6,851,250.0","6,915,425.0","6,840,462.0","6,863,878.0","6,883,713.0","6,893,457.0","6,886,482.0","6,914,063.0","6,966,929.0","6,971,018.0","6,969,761.0","6,978,546.0","6,981,542.0","6,998,684.0","7,025,748.0","7,077,552.0","7,098,714.0","7,107,689.0","7,120,271.0","7,163,003.0","7,182,754.0","7,175,966.0","7,168,153.0"
"31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","1. Food consists of food and beverages purchased for off-premises consumption; food",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","services, which include purchased meals and beverages, are not classified as food.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2. Consists of gasoline and other energy goods and of electricity and gas services.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","3. Market-based PCE is a supplemental measure that is based on household expenditures",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","for which there are observable price measures.  It excludes most imputed transactions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","(for example, financial services furnished without payment) and the final consumption",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","expenditures of nonprofit institutions serving households.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
