"","Table 2#3#6# Real Personal Consumption Expenditures by Major Typ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18"
"18","Line",NA,NA,"1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013"
"19","1","    Personal consumption expenditures (PCE)","DPCERX1","7,775,909.0","8,170,682.0","8,382,636.0","8,598,775.0","8,867,559.0","9,208,180.0","9,531,811.0","9,821,691.0","10,041,554.0","10,007,182.0","9,846,969.0","10,036,322.0","10,263,452.0","10,449,674.0","10,699,696.0"
"20","2","Goods","DGDSRX1","2,460,874.0","2,588,250.0","2,666,644.0","2,770,177.0","2,904,451.0","3,051,921.0","3,177,160.0","3,292,529.0","3,381,763.0","3,297,792.0","3,198,444.0","3,308,651.0","3,411,777.0","3,506,529.0","3,625,973.0"
"21","3","  Durable goods","DDURRX1","698,312.0","758,332.0","798,016.0","856,587.0","917,639.0","992,924.0","1,046,946.0","1,091,545.0","1,141,662.0","1,083,235.0","1,023,318.0","1,085,658.0","1,151,531.0","1,235,721.0","1,319,021.0"
"22","4","    Motor vehicles and parts","DMOTRX1","335,750.0","346,435.0","364,142.0","383,313.0","394,574.0","405,492.0","399,996.0","385,132.0","392,789.0","340,814.0","317,058.0","323,406.0","333,773.0","357,896.0","376,036.0"
"23","5","    Furnishings and durable household equipment","DFDHRX1","171,234.0","187,747.0","197,294.0","211,699.0","226,793.0","248,326.0","264,837.0","278,298.0","280,443.0","267,670.0","244,311.0","261,502.0","276,600.0","288,422.0","305,105.0"
"24","6","    Recreational goods and vehicles","DREQRX1","113,096.0","132,046.0","144,203.0","160,652.0","181,585.0","209,327.0","237,637.0","268,788.0","298,972.0","308,742.0","303,775.0","336,804.0","370,162.0","410,834.0","452,048.0"
"25","7","    Other durable goods","DODGRX1","105,980.0","115,397.0","112,918.0","119,881.0","131,131.0","142,773.0","153,326.0","164,427.0","172,196.0","166,497.0","158,174.0","164,876.0","173,942.0","183,537.0","194,432.0"
"26","8","  Nondurable goods","DNDGRX1","1,805,974.0","1,863,598.0","1,896,024.0","1,931,107.0","1,998,542.0","2,063,650.0","2,132,331.0","2,202,167.0","2,239,326.0","2,214,659.0","2,175,126.0","2,223,535.0","2,263,186.0","2,280,135.0","2,322,600.0"
"27","9","    Food and beverages purchased for off-premises consumption","DFXARX1","668,124.0","684,549.0","693,975.0","697,031.0","713,257.0","729,766.0","757,613.0","780,821.0","791,281.0","781,866.0","769,958.0","786,471.0","795,145.0","801,642.0","809,410.0"
"28","10","    Clothing and footwear","DCLORX1","243,190.0","254,958.0","257,369.0","265,228.0","278,318.0","291,162.0","306,770.0","317,445.0","323,901.0","322,312.0","306,499.0","322,664.0","335,293.0","337,715.0","341,166.0"
"29","11","    Gasoline and other energy goods","DGOERX1","302,321.0","294,435.0","294,152.0","296,443.0","296,758.0","299,290.0","297,997.0","297,429.0","296,838.0","283,403.0","284,500.0","282,220.0","274,345.0","269,173.0","271,670.0"
"30","12","    Other nondurable goods","DONGRX1","605,825.0","636,117.0","656,047.0","675,748.0","709,548.0","740,594.0","765,910.0","803,343.0","825,151.0","828,317.0","814,169.0","832,974.0","863,208.0","879,722.0","909,858.0"
"31","13","Services","DSERRX1","5,331,616.0","5,599,291.0","5,730,960.0","5,838,171.0","5,966,894.0","6,156,565.0","6,353,416.0","6,526,598.0","6,656,427.0","6,708,594.0","6,648,525.0","6,727,642.0","6,851,401.0","6,942,399.0","7,073,065.0"
"32","14","  Household consumption expenditures (for services)","DHCERX1","5,192,523.0","5,446,959.0","5,562,791.0","5,648,037.0","5,762,973.0","5,949,126.0","6,147,337.0","6,291,789.0","6,415,226.0","6,435,098.0","6,372,509.0","6,449,344.0","6,575,943.0","6,653,367.0","6,772,457.0"
"33","15","    Housing and utilities","DHUTRX1","1,550,457.0","1,600,525.0","1,643,038.0","1,653,822.0","1,675,982.0","1,717,906.0","1,788,366.0","1,823,187.0","1,840,778.0","1,860,103.0","1,880,993.0","1,904,255.0","1,927,997.0","1,940,358.0","1,965,710.0"
"34","16","    Health care","DHLCRX1","1,178,313.0","1,218,812.0","1,279,578.0","1,355,577.0","1,392,522.0","1,442,266.0","1,490,444.0","1,525,245.0","1,563,233.0","1,598,825.0","1,627,380.0","1,649,189.0","1,690,339.0","1,745,024.0","1,781,075.0"
"35","17","    Transportation services","DTRSRX1","317,464.0","332,782.0","330,532.0","320,820.0","322,948.0","331,523.0","334,702.0","335,529.0","339,008.0","321,283.0","289,695.0","287,109.0","294,129.0","299,586.0","307,600.0"
"36","18","    Recreation services","DRCARX1","316,826.0","325,956.0","325,423.0","327,300.0","338,353.0","355,787.0","364,675.0","377,427.0","392,074.0","388,972.0","376,000.0","380,956.0","389,590.0","396,109.0","405,675.0"
"37","19","    Food services and accommodations","DFSARX1","511,361.0","534,650.0","533,653.0","541,717.0","561,600.0","584,207.0","605,102.0","624,667.0","632,592.0","626,109.0","600,334.0","609,606.0","625,260.0","641,136.0","655,364.0"
"38","20","    Financial services and insurance","DIFSRX1","598,668.0","659,236.0","645,974.0","641,679.0","643,080.0","668,733.0","704,086.0","720,065.0","742,536.0","737,423.0","718,955.0","733,929.0","747,155.0","713,749.0","728,518.0"
"39","21","    Other services","DOTSRX1","719,665.0","770,591.0","804,408.0","808,726.0","831,251.0","850,815.0","860,530.0","886,194.0","904,678.0","902,244.0","879,152.0","884,257.0","901,168.0","918,099.0","928,943.0"
"40","22","  Final consumption expenditures of nonprofit institutions serving households (NPISHs) \1\","DNPIRX1","150,098.0","162,643.0","176,070.0","194,166.0","206,318.0","210,320.0","209,946.0","236,607.0","242,909.0","273,598.0","276,017.0","278,284.0","275,181.0","289,251.0","301,228.0"
"41","23","    Gross output of nonprofit institutions \2\","DNPERX1","777,738.0","807,254.0","845,853.0","896,040.0","914,422.0","938,378.0","961,660.0","999,078.0","1,022,197.0","1,055,206.0","1,072,564.0","1,086,020.0","1,097,052.0","1,131,214.0","1,151,408.0"
"42","24","    Less: Receipts from sales of goods and services by nonprofit institutions \3\","DNPSRX1","638,548.0","653,495.0","676,959.0","706,713.0","710,687.0","730,999.0","755,626.0","764,112.0","780,883.0","781,544.0","796,547.0","807,713.0","821,586.0","842,016.0","850,758.0"
"43","25","Residual","D236RX1","-101,700.0","-77,200.0","-69,000.0","-50,000.0","-33,900.0","-17,200.0","-6,200.0","-1,100.0","3,800.0","-1,000.0","-300.0","-2,400.0","-10,100.0","-22,300.0","-33,500.0"
"44",NA,"Addenda:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","26","  PCE excluding food and energy \4\","DPCCRX1","6,626,329.0","6,996,934.0","7,199,143.0","7,402,246.0","7,646,723.0","7,963,121.0","8,253,924.0","8,528,058.0","8,734,152.0","8,730,507.0","8,577,378.0","8,746,089.0","8,980,371.0","9,175,743.0","9,411,578.0"
"46","27","  Energy goods and services \5\","DNRGRX1","499,991.0","500,026.0","496,087.0","504,118.0","509,357.0","513,927.0","517,902.0","511,041.0","514,712.0","496,317.0","499,633.0","504,009.0","492,060.0","481,324.0","489,013.0"
"47","28","  Market-based PCE \6\","DPCMRX1","6,909,228.0","7,240,781.0","7,428,660.0","7,629,398.0","7,868,469.0","8,168,699.0","8,457,300.0","8,695,597.0","8,897,854.0","8,848,180.0","8,705,503.0","8,880,066.0","9,096,737.0","9,289,657.0","9,512,161.0"
"48","29","  Market-based PCE excluding food and energy \6\","DPCXRX1","5,759,383.0","6,067,126.0","6,245,198.0","6,432,748.0","6,647,477.0","6,923,632.0","7,179,494.0","7,402,342.0","7,590,867.0","7,571,962.0","7,436,306.0","7,590,198.0","7,814,206.0","8,016,825.0","8,225,238.0"
"49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","1. Net expenses of NPISHs, defined as their gross operating expenses less primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","sales to households.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2. Gross output is net of unrelated sales, secondary sales, and sales to business,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","to government, and to the rest of the world; excludes own-account investment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","(construction and software).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","3. Excludes unrelated sales, secondary sales, and sales to business, to government,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","and to the rest of the world; includes membership dues and fees.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","4. Food consists of food and beverages purchased for off-premises consumption;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","food services, which include purchased meals and beverages, are not classified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","as food.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","5. Consists of gasoline and other energy goods and of electricity and gas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","6. Market-based PCE is a supplemental measure that is based on household expenditures",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","for which there are observable price measures.  It excludes most imputed transactions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","(for example, financial services furnished without payment) and the final consumption",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","expenditures of nonprofit institutions serving households.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","Note. Chained (2009) dollar series are calculated as the product of the chain-type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","quantity index and the 2009 current-dollar value of the corresponding series, divided",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","by 100. Because the formula for the chain-type quantity indexes uses weights of more",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","than one period, the corresponding chained-dollar estimates are usually not additive.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","The residual line is the difference between the first line and the sum of the most",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","detailed lines.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
