"","Table 2#4#4# Price Indexes for Personal Consumption Expenditures","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49"
"11","4","    Motor vehicles and parts","DMOTRG3",35.217,36.28,38.035,38.13,38.304,40.663,44.681,48.097,50.907,54.436,58.54,62.879,67.743,70.954,73.173,75.264,77.007,79.131,82.752,84.052,86.535,86.814,89.256,90.94,94.522,98.91,102.829,104.892,105.29,104.146,104.462,104.847,105.258,104.705,101.76,100.942,102.49,102.549,101.982,99.653,100,105.735,108.894,110.206,110.882,110.954
"12","5","      New motor vehicles (55)","DNMVRG3",38.189,39.277,40.913,40.614,40.627,42.892,46.751,49.66,52.278,56.223,60.567,65.308,69.184,71.889,73.733,75.878,78.422,81.819,84.236,85.584,87.519,89.399,92.886,95.284,98.053,101.64,104.169,106.202,106.909,106.369,106.306,106.177,105.599,103.874,102.384,101.702,102.212,101.557,100.481,98.964,100,102.072,104.716,106.475,107.751,108.402
"13","6","      Net purchases of used motor vehicles (56)","DNPVRG3",19.889,20.266,22.254,23.442,25.114,27.216,31.328,36.033,38.769,41.291,42.902,43.15,51.779,57.767,65.851,72.623,72.788,71.8,82.126,83.337,88.34,83.528,84.383,85.121,93.648,103.068,112.507,116.049,116.365,113.795,115.233,116.723,118.469,119.608,110.984,109.136,113.016,112.711,111.115,102.777,100,114.468,118.366,117.526,116.902,115.675
"14","7","      Motor vehicle parts and accessories (58)","DMVPRG3",42.025,44.033,45.653,45.957,44.766,47.791,52.12,55.818,59.581,62.354,68.434,76.062,79.918,81.87,79.549,76.484,76.444,76.216,76.831,78.027,79.684,79.962,80.682,81.21,79.885,79.433,79.708,79.576,79.15,78.486,78.106,78.382,80.308,81.735,82.55,82.957,84.902,88.364,91.386,96.206,100,101.923,105.591,108.282,108.486,108.22
"15","8","    Furnishings and durable household equipment","DFDHRG3",52.156,53.29,54.254,55.025,56.323,60.913,66.968,69.85,72.426,76.09,80.836,87.404,93.864,98.701,101.001,102.225,103.346,104.435,106.085,107.597,107.918,109.01,109.632,110.93,111.519,113.241,113.064,113.385,113.217,113.122,111.651,110.844,108.944,106.693,103.689,102.41,102.43,101.904,101.075,100.39,100,95.761,94.242,93.987,92.092,88.886
"16","9","      Furniture and furnishings (parts of 31 and 32)","DFFFRG3",51.215,52.292,53.188,53.907,55.49,60.32,65.093,67.268,69.813,73.211,77.707,84.692,90.908,95.206,97.339,99.355,101.59,103.181,105.066,107.345,108.015,109.473,110.121,112.109,113.248,115.136,115.758,116.479,116.298,116.298,115.489,114.789,112.656,110.406,107.689,106.37,105.351,104.598,102.665,100.967,100,95.157,93.366,92.774,90.435,87.666
"17","10","      Household appliances (part of 33)","DAPPRG3",59.054,60.512,61.756,62.078,62.14,65.32,72.545,76.572,79.355,83.408,87.952,92.339,97.692,103.686,106.705,106.912,104.558,104.046,104.831,105.063,105.023,104.362,103.258,102.583,102.855,104.143,103.336,103.169,102.677,101.374,99.125,98.123,97.437,96.406,93.437,90.194,92.733,95.05,98.185,99.23,100,95.638,94.361,98.608,96.437,90.974
"18","11","      Glassware, tableware, and household utensils (34)","DUTERG3",40.877,42.164,43.409,45.332,47.914,54.126,63.349,67.371,70.199,75.267,81.467,89.94,98.944,103.086,105.02,105.235,105.672,108.525,111.182,112.025,113.715,115.955,118.633,120.995,120.336,121.934,119.535,118.139,117.377,119.956,117.456,116.057,112.873,108.776,104.449,104.297,103.702,100.071,98.54,99.847,100,97.394,95.498,91.701,90.549,86.894
"19","12","      Tools and equipment for house and garden (35)","DTOORG3",60.353,60.008,59.463,59.392,59.522,63.236,69.103,71.558,73.061,74.644,78.753,84.154,90.005,96.703,99.006,99.09,102.287,100.538,100.794,100.873,97.318,98.16,99.238,99.113,99.127,100.885,100.91,102.591,104.063,101.489,99.375,99.342,98.8,97.6,95.417,96.444,99.218,100.292,100.511,99.612,100,97.265,98.445,99.648,100.442,99.875
"20","13","    Recreational goods and vehicles","DREQRG3",217.957,218.252,226.014,229.291,232.802,243.117,259.208,268.133,275.846,285.744,298.463,315.048,329.175,336.775,332.745,328.035,322.27,312.043,308.099,306.124,305.31,302.833,298.989,289.804,279.406,273.586,262.087,243.51,223.129,204.295,186.497,174.832,162.919,152.363,142.74,135.716,128.357,120.579,112.311,106.669,100,92.854,86.714,81.451,77.118,73.628
"21","14","      Video, audio, photographic, and information processing equipment and media (75, 76, and part of 93)","DVAPRG3",950.211,950.424,956.287,963.63,962.522,979.805,1008.063,1020.109,1022.573,1037.55,1063.118,1087.874,1107.77,1099.868,1047.331,1000.965,948.005,887.516,857.828,824.196,801.154,765.547,728.772,679.028,631.924,598.616,549.455,478.352,409.743,349.676,300.911,269.585,237.288,210.925,188.534,172.511,156.109,139.591,124.143,112.417,100,89.423,81.053,73.404,67.491,63.017
"22","15","      Sporting equipment, supplies, guns, and ammunition (part of 80)","DSPGRG3",73.525,73.767,73.582,72.205,73.123,75.807,80.495,83.087,85.074,87.297,91.089,97.004,102.512,105.45,106.669,106.688,105.086,104.153,105.739,109.485,111.717,115.772,120.256,121.006,119.804,121.688,120.847,119.615,118.628,116.35,110.483,106.497,104.23,101.48,100.633,99.419,98.311,97.049,95.659,97.83,100,97.03,92.544,91.503,89.235,87.104
"23","16","      Sports and recreational vehicles (79)","DWHLRG3",31.324,30.227,33.967,35.188,36.77,40.926,45.136,47.382,50.352,53.446,57.072,62.456,66.385,69.022,69.896,72.313,74.369,74.345,74.713,77.096,79.419,81.367,83.017,84.763,85.658,87.659,90.112,90.871,90.244,90.424,92.516,94.248,95.589,95.132,94.356,94.738,96.292,98.736,98.101,99.095,100,100.434,102.773,104.369,104.869,104.62
"24","17","      Recreational books (part of 90)","DRBKRG3",19.417,20.504,21.731,22.797,23.465,23.914,28.381,32.091,35.085,38.331,41.396,45.478,50.246,55.943,60.039,61.258,65.679,68.663,70.105,72.327,74.967,79.17,81.852,83.861,86.019,87.673,89.174,92.448,93.529,96.11,94.408,94.295,95.383,98.194,97.413,97.61,97.223,96.6,97.417,99.05,100,98.963,96.628,94.757,94.5,93.606
"25","18","      Musical instruments (part of 80)","DMSCRG3",52.396,54.798,57.359,58.272,58.641,61.293,65.933,67.526,68.332,71.305,74.934,80.697,86.337,90.842,91.779,92.157,91.791,92.138,93.596,97.998,101.324,102.392,102.51,103.779,104.673,105.55,103.943,105.013,103.884,103.437,102.041,101.901,102.866,102.796,101.873,100.594,100.448,100.327,97.753,98.95,100,100.168,98.036,98.263,100.586,101.326
"26","19","    Other durable goods","DODGRG3",32.324,33.164,34.074,35.177,36.325,39.119,42.093,44.144,46.08,48.638,52.65,63.419,66.908,67.554,69.732,71.221,71.998,73.699,78.716,83.857,87.755,93.287,96.74,99.294,100.058,101.656,103.348,102.732,101.29,99.438,96.935,95.652,95.957,94.577,92.774,92.532,91.949,93.334,95.718,98.866,100,100.43,103.607,104.24,104.028,102.355
"27","20","      Jewelry and watches (part of 119)","DJRYRG3",43.213,43.959,44.796,45.897,47.52,50.257,53.865,55.633,56.427,59.425,64.838,81.033,84.324,82.348,83.679,84.248,83.402,84.182,90.498,95.401,98.992,104.905,108.178,109.474,108.678,109.367,108.144,104.269,100.213,96.531,94.236,91.584,91.657,89.187,86.121,86.583,85.311,87.406,91.797,98.122,100,102.207,111.006,112.332,112.356,108.511
"28","21","      Therapeutic appliances and equipment (42)","DTAERG3",24.673,25.713,26.813,27.464,28.125,29.699,32.131,34.092,36.156,38.26,40.417,43.909,47.354,50.549,53.024,55.046,57.248,59.503,62.4,65.063,67.731,70.752,73.607,76.543,78.711,80.224,82.648,83.951,85.14,86.557,87.385,89.228,90.967,91.175,91.464,92.932,94.424,96.563,98.077,98.956,100,99.369,99.977,101.038,101.519,102.181
"29","22","      Educational books (96)","DEBKRG3",8.176,8.486,9.053,9.65,9.965,10.312,10.987,11.729,12.472,13.461,14.32,15.52,17.414,19.67,21.67,23.427,25.404,27.484,29.54,31.609,33.649,36.39,38.278,40.384,41.795,43.305,44.965,47.519,49.832,52.174,54.297,58.077,61.406,65.868,69.598,72.829,75.852,80.639,87.214,93.351,100,104.916,109.852,116.798,123.499,127.825
"30","23","      Luggage and similar personal items (part of 119)","DLUGRG3",37.127,38.073,38.803,40.399,41.777,47.428,51.315,54.762,59.687,62.853,68.439,85.692,89.2,87.141,88.568,89.132,88.258,89.049,95.339,108.474,116.237,127.122,131.956,135.434,135.227,138.626,148.191,148.547,142.267,132.637,117.6,111.257,109.692,106.135,103.766,98.781,97.065,97.413,98.218,99.765,100,98.888,97.505,96.985,95.577,94.981
"31","24","      Telephone and facsimile equipment (67)","DTCERG3",45.387,47.072,50.281,53.611,55.32,57.309,61.044,65.158,69.109,75.155,79.787,86.407,96.825,109.271,120.224,130.002,140.928,152.485,164.031,175.586,186.895,202.053,212.569,224.255,232.129,240.515,249.807,263.957,276.759,268.709,238.134,215.097,193.055,175.967,156.531,140.746,129.481,117.654,109.197,104.688,100,96.311,92.978,88.032,83.66,77.945
"32","25","  Nondurable goods","DNDGRG3",24.109,25.194,25.905,26.736,28.891,33.261,35.831,36.998,39.118,41.618,46.103,51.76,55.757,57.022,58.001,59.207,60.315,59.545,61.57,63.527,66.679,70.501,72.559,73.614,74.212,74.607,75.387,77.094,77.899,77.326,79.248,82.651,83.529,83.538,85.264,88.214,91.592,94.438,97.214,102.653,100,103.085,109.188,111.84,112.031,112.688
"33","26","    Food and beverages purchased for off-premises consumption","DFXARG3",21.121,22.299,22.807,23.894,26.919,31.012,33.343,33.963,35.964,39.405,43.275,46.913,50.256,51.578,52.17,53.738,54.323,55.601,57.356,59.066,62.181,65.219,67.266,67.783,68.731,69.881,71.396,73.574,74.976,75.918,77.161,78.969,81.271,82.5,84.062,86.686,88.2,89.683,93.182,98.851,100,100.309,104.276,106.677,107.785,109.783
"34","27","      Food and nonalcoholic beverages purchased for off-premises consumption (4)","DTFDRG3",20.049,21.235,21.703,22.817,26.063,30.458,32.792,33.386,35.575,39.147,43.075,46.736,50.12,51.328,51.733,53.372,53.876,55.103,56.947,58.699,61.982,65.07,66.354,66.684,67.737,69.053,70.739,72.96,74.388,75.415,76.6,78.318,80.719,81.893,83.485,86.205,87.79,89.307,93.011,99.113,100,100.284,104.814,107.467,108.545,110.752
"35","28","      Alcoholic beverages purchased for off-premises consumption (5)","DAOPRG3",29.873,30.881,31.766,32.297,32.831,34.861,37.25,38.047,38.64,40.717,43.906,47.568,50.728,52.822,54.803,55.845,57.104,58.74,59.787,61.2,63.075,65.706,73.37,75.389,75.465,75.372,75.573,77.425,78.605,79.016,80.672,83.05,84.725,86.328,87.674,89.661,90.731,92.004,94.19,97.17,100,100.418,101.012,101.949,103.21,103.97
"36","29","      Food produced and consumed on farms (6)","DFFDRG3",38.157,38.669,39.233,46.161,60.509,53.982,55.175,56.675,56.893,72.827,87.45,84.122,83.669,86.177,81.646,84.993,79.609,80.781,88.227,89.702,94.485,101.905,97.805,94.033,96.512,89.095,88.924,89.607,95.032,84.595,80.9,85.38,91.032,81.286,92.672,104.125,104.567,103.289,113.123,111.37,100,113.058,129.381,134.773,140.941,154.891
"37","30","    Clothing and footwear","DCLORG3",66.846,69.333,71.798,73.101,75.528,81.131,84.769,87.489,91.223,92.947,94.765,98.241,101.484,102.971,104.38,104.922,107.174,106.732,109.807,113.34,114.999,118.747,121.007,121.908,121.256,119.216,116.431,115.029,115.065,112.971,111.475,110.148,107.965,105.13,102.526,102.171,101.268,100.872,99.936,99.13,100,99.347,101.089,104.551,105.545,105.87
"38","31","      Garments","DGARRG3",71.129,73.553,76.21,77.427,79.862,86.047,89.96,92.727,96.64,98.199,99.073,101.914,104.904,106.282,108.003,108.526,111.177,110.77,114.109,117.534,118.82,122.921,125.217,125.771,124.91,122.607,119.366,117.784,117.988,115.703,114.496,113.19,110.606,107.357,104.476,104.076,102.366,101.723,100.82,99.456,100,98.928,100.989,104.645,105.273,105.602
"39","32","        Women's and girls' clothing (10)","DWGCRG3",81.479,83.962,87.448,88.964,91.477,97.715,101.472,104.142,107.9,109.538,109.913,111.726,113.247,113.312,114.487,114.426,117.144,115.709,120.017,123.361,123.584,128.533,130.31,130.744,129.781,127.034,122.347,119.347,119.205,116.101,114.036,112.43,110.323,107.14,104.611,104.51,102.494,102.421,102.036,99.435,100,99.073,101.234,104.344,104.697,105.626
"40","33","        Men's and boys' clothing (11)","DMBCRG3",61.973,64.504,66.337,67.2,69.642,75.096,78.366,81.145,84.905,86.203,87.598,91.241,95.538,98.421,100.465,101.701,104.004,104.452,106.798,110.3,113.073,115.658,118.754,119.497,119.066,117.277,115.794,115.858,116.802,115.76,115.36,114.176,110.644,107.167,103.851,103.386,102.186,100.47,98.922,99.514,100,98.501,100.819,105.117,106.934,106.058
"41","34","        Children's and infants' clothing (12)","DCICRG3",35.912,36.595,37.387,38.456,39.736,50.172,60.277,63.53,69.668,72.355,73.797,79.836,86.798,89.953,94.431,95.834,100.079,104.428,104.426,108.213,110.382,116.222,118.304,118.768,115.787,114.481,113.664,115.127,113.245,110.331,112.711,113.995,112.837,110.469,106.68,103.578,101.946,101.76,99.517,99.366,100,99.741,99.691,105.031,102.298,103.18
"42","35","      Other clothing materials and footwear (13 and 17)","DOCCRG3",51.092,53.646,55.426,56.942,59.25,62.825,65.467,67.964,71.014,73.253,78.227,83.821,87.898,89.758,90,90.606,91.312,90.74,92.791,96.717,99.803,102.19,104.3,106.572,106.765,105.782,104.833,104.155,103.512,102.18,99.541,98.134,97.531,96.345,94.847,94.676,97.001,97.587,96.522,97.856,100,101.006,101.488,104.192,106.596,106.908
"43","36","    Gasoline and other energy goods","DGOERG3",12.395,12.569,12.774,12.925,14.274,19.85,21.244,22.261,23.85,24.948,33.605,46.728,52.706,50.258,48.316,47.816,47.918,37.62,39.011,39.301,42.785,48.995,48.175,47.808,47.338,47.455,48.091,51.367,51.365,44.786,48.473,62.668,60.508,56.638,66.186,77.761,95.226,107.471,116.409,137.313,100,118.14,149.286,154.395,150.328,144.938
"44","37","      Motor vehicle fuels, lubricants, and fluids (59)","DMFLRG3",13.763,13.886,13.987,14.169,15.524,20.971,22.379,23.33,24.681,25.753,34.513,47.9,53.297,50.602,48.947,48.215,48.604,38.173,39.64,39.976,43.666,49.711,49.058,48.867,48.371,48.601,49.373,52.397,52.387,45.605,49.649,63.437,61.162,57.513,66.99,78.774,95.761,108.01,117.118,136.552,100,118.246,149.34,154.678,150.449,144.673
"45","38","      Fuel oil and other fuels (29)","DFULRG3",6.729,6.989,7.433,7.48,8.572,13.623,14.782,15.855,17.941,18.97,26.153,36.725,44.93,44.061,40.622,41.527,39.907,31.247,32.059,32.045,33.952,40.888,38.928,37.344,37.086,36.412,36.072,40.884,40.951,36.289,36.911,54.117,53.06,47.303,57.197,66.592,88.601,100.725,107.664,146.024,100,116.956,148.768,150.749,148.967,148.861
"46","39","    Other nondurable goods","DONGRG3",20.55,21.509,22.333,22.889,23.513,25.826,28.792,30.282,32.037,33.779,35.988,39.275,42.604,45.901,49.063,50.881,52.85,54.954,57.168,59.726,63.026,66.215,69.743,72.368,73.589,74.104,75.416,76.844,77.646,79.108,82.206,84.003,85.949,87.522,87.759,88.795,90.141,92.06,93.361,95.601,100,101.954,103.507,105.29,105.651,107.057
"47","40","      Pharmaceutical and other medical products (40 and 41)","DPHMRG3",15.962,16.288,16.496,16.509,16.527,17.04,18.358,19.436,20.661,22.142,23.65,25.739,28.564,31.57,34.353,36.912,39.534,42.026,44.481,47.082,50.263,54.107,58.272,61.599,63.428,64.916,65.4,66.933,68.012,69.713,72.723,75.459,79.028,82.493,84.84,87.256,89.824,93.392,94.732,96.89,100,103.628,107.272,110.711,111.265,114.613
"48","41","      Recreational items (parts of 80, 92, and 93)","DREIRG3",50.446,52.327,54.346,55.72,56.712,59.558,63.46,65.555,67.271,69.999,74.371,81.867,88.693,92.965,94.536,95.761,97.24,98.428,101.244,104.921,108.828,111.575,114.011,115.43,115.284,116.155,116.641,117.792,117.159,114.867,111.029,109.008,108.053,105.617,102.412,101.831,99.146,98.615,98.009,99.784,100,96.743,94.903,93.617,91.837,89.389
"49","42","      Household supplies (parts of 32 and 36)","DHOURG3",27.813,28.894,29.971,30.475,31.202,36.506,43.85,46.952,50.589,53.484,57.241,62.597,67.693,72.064,74.765,76.376,78.603,79.934,82.043,84.031,87.221,89.434,91.299,91.553,91.488,91.608,93.257,94.27,94.274,94.709,95.564,97.867,99.805,99.514,96.321,95.508,96.161,96.926,95.967,97.857,100,98.902,98.984,99.389,97.782,96.301
"50","43","      Personal care products (part of 118)","DOPCRG3",28.64,29.357,30.313,31.114,31.934,35.456,39.923,42.217,44.587,46.804,49.823,53.953,58.867,63.504,67.005,69.099,71.099,73.226,74.645,76.986,79.878,82.789,85.513,87.455,88.76,90.017,90.688,90.965,91.169,92.541,93.871,95.11,96.033,95.872,94.934,95.058,95.262,96.102,97.556,98.171,100,99.033,98.425,99.36,99.123,100.056
"51","44","      Tobacco (127)","DTOBRG3",6.729,7.292,7.6,8.015,8.238,8.638,9.254,9.647,10.111,10.67,11.288,12.148,13.101,14.541,17.354,18.466,19.525,20.832,22.273,24.256,27.319,30.092,33.556,36.391,37.696,36.18,37.074,38.202,39.895,43.364,53.991,57.804,59.918,63.366,64.425,65.661,69.065,71.412,76.124,80.87,100,110.879,114.662,117.462,120.67,124.323
"52","45","      Magazines, newspapers, and stationery (part of 90)","DNEWRG3",19.561,20.785,22.095,22.496,23.275,27.079,30.308,31.649,33.438,34.759,36.884,40.432,44.092,47.308,49.95,51.545,53.303,54.771,56.309,58.146,60.405,62.514,66.453,69.907,72.041,74.37,78.436,81.936,83.71,85.594,86.55,86.937,88.01,89.082,89.485,89.968,91.537,92.879,94.126,96.092,100,100.838,101.48,104.981,109.202,112.44
"53","46","      Net expenditures abroad by U.S. residents (131)","ZZZZZZ3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","47","Services","DSERRG3",16.109,17.003,17.932,18.693,19.6,21.261,23.091,24.691,26.553,28.617,31.008,34.216,37.704,40.638,43.169,45.417,47.677,49.619,51.073,53.501,55.966,58.473,60.698,62.831,65.006,66.763,68.594,70.462,72.428,73.922,75.404,77.502,79.88,81.969,84.533,87.058,89.933,92.976,95.981,98.947,100,101.661,103.524,105.84,108.292,110.818
"55","48","  Household consumption expenditures (for services)","DHCERG3",15.359,16.218,17.103,17.829,18.685,20.233,21.97,23.505,25.282,27.257,29.523,32.587,35.966,38.929,41.54,43.837,46.123,48.113,49.597,52.051,54.647,57.341,59.753,62.124,64.466,66.272,68.154,70.032,71.954,73.332,74.762,76.768,79.075,81.216,83.958,86.624,89.528,92.645,95.712,98.768,100,101.778,103.679,106.113,108.591,111.049
"56","49","    Housing and utilities","DHUTRG3",16.061,16.76,17.619,18.286,19.107,20.164,21.75,23.324,25.39,27.183,29.38,32.457,36.037,39.36,41.907,44.039,46.359,48.564,50.311,52.303,54.41,56.774,58.657,60.295,62.037,63.639,65.36,67.293,69.126,70.755,72.439,74.885,78.361,80.636,83.182,85.516,88.551,92.277,95.513,98.869,100,100.249,101.652,103.433,106.116,109.249
"57","50","      Housing","DHSGRG3",17.039,17.767,18.592,19.262,20.082,20.834,22.183,23.634,25.625,27.383,29.497,32.207,35.487,38.407,40.716,42.837,45.395,48.082,50.268,52.524,54.705,57.277,59.086,60.704,62.358,64.111,66.093,68.094,70.005,72.22,74.223,76.524,79.543,82.73,84.828,86.965,89.214,92.341,95.654,98.253,100,100.058,101.399,103.531,106.107,109.005
"58","51","        Rental of tenant-occupied nonfarm housing (20)","DTENRG3",16.512,17.205,17.99,18.618,19.436,20.154,21.503,22.94,24.888,26.592,28.66,31.323,34.567,37.443,39.767,42.022,44.791,47.586,49.726,51.753,53.816,56.157,58.232,59.806,61.271,62.741,64.235,65.895,67.755,69.816,71.859,74.39,77.608,80.564,82.807,84.902,87.457,90.577,94.416,97.821,100,100.135,101.788,104.518,107.38,110.591
"59","52","        Imputed rental of owner-occupied nonfarm housing (21)","DOWNRG3",17.076,17.787,18.607,19.26,20.092,20.85,22.236,23.716,25.738,27.509,29.65,32.404,35.746,38.784,41.134,43.245,45.788,48.509,50.751,53.074,55.283,57.935,59.62,61.226,62.864,64.633,66.774,68.892,70.899,73.196,75.191,77.428,80.397,83.667,85.711,87.664,89.693,92.818,95.957,98.372,100,99.987,101.15,103.203,105.483,108.269
"60","53","        Rental value of farm dwellings (22)","DFARRG3",19.303,20.663,21.92,23.323,23.754,24.568,24.662,25.263,26.538,28.229,29.711,31.082,32.215,31.208,31.497,31.803,31.4,30.67,30.962,33.769,36.353,38.849,41.49,44.204,49.654,55.277,57.561,59.439,56.978,57.469,59.05,60.805,63.118,65.55,68.148,80.5,90.188,93.627,98.666,98.722,100,102.844,108.834,103.878,119.626,123.163
"61","54","        Group housing (23)","DGRHRG3",16.53,17.168,17.914,18.512,19.27,20.246,21.594,22.962,24.813,26.611,28.674,31.331,34.21,36.968,39.27,41.501,44.21,46.988,49.132,51.134,53.192,55.474,57.53,59.073,60.534,61.976,63.513,65.19,67.088,69.217,71.327,73.917,77.183,80.237,82.608,84.805,87.354,90.491,94.333,97.776,100,100.231,101.96,104.652,107.597,110.994
"62","55","      Household utilities","DUTLRG3",12.277,12.86,13.825,14.474,15.291,17.485,19.957,21.982,24.31,26.216,28.713,33.175,37.908,42.811,46.28,48.438,49.763,49.947,49.833,50.711,52.486,53.95,56.128,57.831,59.937,60.864,61.419,63.025,64.497,63.438,63.634,66.742,72.389,70.237,74.923,78.203,85.165,91.99,94.822,102.235,100,101.294,103.044,102.808,106.105,110.603
"63","56","        Water supply and sanitation (25)","DWRSRG3",8.91,9.616,10.638,11.032,11.626,12.332,13.53,15.044,16.673,18.61,19.485,20.827,23.343,26.149,28.357,30.268,32.132,33.996,36.009,38.143,40.594,43.46,46.81,50.147,52.916,55.52,57.311,59.36,60.825,62.794,64.185,65.76,67.658,69.844,72.408,76.714,80.738,84.716,89.001,94.238,100,106.27,111.76,117.966,123.255,127.832
"64","57","        Electricity and gas","DELGRG3",13.517,14.074,15.039,15.778,16.678,19.38,22.295,24.514,27.1,29.048,32.071,37.556,43.051,48.684,52.602,54.872,56.036,55.641,54.764,55.195,56.732,57.688,59.449,60.587,62.47,62.813,62.922,64.368,65.84,63.645,63.389,67.075,74.139,70.337,75.812,78.717,86.714,94.549,96.86,105.043,100,99.613,100.126,97.754,100.402,104.859
"65","58","          Electricity (27)","DELCRG3",16.006,16.524,17.617,18.478,19.624,23.184,26.167,27.889,29.74,31.6,34.009,39.395,45.292,49.781,51.411,54.696,56.656,57.395,57.224,58.007,59.633,61.02,63.295,64.524,65.789,65.814,67.299,68.415,68.78,66.12,65.603,66.664,71.39,70.697,72.368,73.711,78.291,87.767,91.208,97.039,100,100.167,101.838,101.816,103.955,107.689
"66","59","          Natural gas (28)","DGHERG3",9.634,10.176,10.916,11.458,12.005,13.484,16.152,18.919,22.462,24.496,28.415,33.973,38.72,46.233,54.161,54.516,54.166,51.545,49.211,48.905,50.245,50.29,50.921,51.86,55.038,56.067,53.114,55.274,59.115,58.011,58.428,68.953,82.137,70.028,85.944,93.168,111.013,113.829,112.725,127.841,100,98.039,95.089,85.564,89.727,96.213
