"","Table 3#16# Government Current Expenditures by Function","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14"
"62","44","  Executive and legislative","G160421","3,758.0","3,838.0","4,248.0","4,438.0","4,629.0","4,792.0","5,022.0","4,973.0","4,721.0","3,434.0","3,869.0"
"63","45","  Tax collection and financial management","G160431",".....",".....",".....",".....",".....",".....",".....",".....",".....","1,237.0","1,316.0"
"64","46","  Interest payments \2\","G160441","11,441.0","13,878.0","13,901.0","15,107.0","16,254.0","17,491.0","18,592.0","20,264.0","21,931.0","24,552.0","27,464.0"
"65","47","  Other \6\","G160451",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....","....."
"66","48","National defense","G160461","44,045.0","44,380.0","45,693.0","50,151.0","52,100.0","52,731.0","55,536.0","65,648.0","75,761.0","84,160.0","85,463.0"
"67","49","Public order and safety","G160471","304.0","315.0","332.0","346.0","363.0","377.0","400.0","424.0","465.0","503.0","618.0"
"68","50","  Police","G160481","191.0","194.0","200.0","210.0","216.0","233.0","243.0","251.0","247.0","277.0","344.0"
"69","51","  Fire","G160491",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....","....."
"70","52","  Law courts","G160501","81.0","87.0","93.0","104.0","115.0","130.0","141.0","150.0","148.0","164.0","188.0"
"71","53","  Prisons","G160511","32.0","34.0","39.0","32.0","32.0","14.0","16.0","23.0","70.0","62.0","86.0"
"72","54","Economic affairs","G160521","7,088.0","5,448.0","6,078.0","7,794.0","7,639.0","9,009.0","9,777.0","10,429.0","11,733.0","13,842.0","15,697.0"
"73","55","  Transportation","G160571","1,252.0","1,337.0","1,503.0","1,583.0","1,603.0","1,698.0","1,727.0","1,863.0","2,069.0","2,138.0","2,296.0"
"74","56","    Highways","G160581","51.0","62.0","67.0","69.0","66.0","71.0","72.0","95.0","110.0","94.0","90.0"
"75","57","    Air","G160591","497.0","531.0","661.0","689.0","691.0","759.0","743.0","820.0","881.0","896.0","1,027.0"
"76","58","    Water","G160601","704.0","744.0","775.0","825.0","846.0","868.0","912.0","948.0","1,078.0","1,128.0","1,146.0"
"77","59","    Transit and railroad","G160611",".....",".....",".....",".....",".....",".....",".....",".....",".....","20.0","33.0"
"78","60","  Space","G160631","150.0","323.0","444.0","928.0","1,801.0","2,307.0","2,713.0","2,614.0","1,933.0","1,925.0","1,758.0"
"79","61","  Other economic affairs","W692RC1","5,686.0","3,788.0","4,131.0","5,283.0","4,235.0","5,004.0","5,337.0","5,952.0","7,731.0","9,779.0","11,643.0"
"80","62","    General economic and labor affairs","G160531","580.0","794.0","959.0","1,232.0","1,408.0","1,343.0","1,737.0","2,396.0","3,133.0","3,690.0","3,780.0"
"81","63","    Agriculture","G160541","4,377.0","2,455.0","2,524.0","3,511.0","2,694.0","3,275.0","3,260.0","3,075.0","3,389.0","5,233.0","6,535.0"
"82","64","    Energy","G160551","400.0","379.0","479.0","422.0","180.0","342.0","275.0","271.0","557.0","500.0","621.0"
"83","65","    Natural resources","G160561","329.0","160.0","169.0","118.0","-47.0","44.0","65.0","210.0","652.0","356.0","707.0"
"84","66","    Postal service","G160621",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....","....."
"85","67","Housing and community services","G160651","248.0","345.0","418.0","521.0","705.0","1,001.0","841.0","857.0","1,050.0","1,125.0","1,335.0"
"86","68","Health","G160661","2,392.0","2,495.0","2,915.0","2,871.0","3,082.0","3,161.0","3,247.0","5,869.0","10,665.0","11,243.0","12,902.0"
"87","69","Recreation and culture","G160671","80.0","95.0","109.0","131.0","150.0","142.0","170.0","189.0","239.0","282.0","359.0"
"88","70","Education","G160681","1,038.0","896.0","840.0","852.0","923.0","1,029.0","1,269.0","3,389.0","4,034.0","4,261.0","4,669.0"
"89","71","  Elementary and secondary","G160691","402.0","269.0","278.0","292.0","294.0","346.0","345.0","1,753.0","1,789.0","1,946.0","1,866.0"
"90","72","  Higher","G160701","9.0","192.0","227.0","252.0","309.0","343.0","490.0","699.0","1,061.0","932.0","948.0"
"91","73","  Other","G160711","627.0","435.0","335.0","308.0","320.0","340.0","434.0","937.0","1,184.0","1,383.0","1,855.0"
"92","74","Income security","G160721","20,092.0","21,679.0","25,250.0","26,318.0","27,611.0","28,447.0","31,042.0","32,301.0","35,145.0","39,672.0","43,251.0"
"93","75","  Disability","G160731","3,959.0","4,243.0","4,781.0","4,936.0","5,331.0","5,540.0","6,022.0","6,148.0","6,739.0","7,281.0","8,040.0"
"94","76","  Retirement \5\","G160741","10,462.0","11,591.0","12,788.0","14,438.0","15,238.0","16,009.0","17,832.0","19,339.0","20,741.0","24,145.0","25,814.0"
"95","77","  Welfare and social services","G160751","2,330.0","2,205.0","2,601.0","3,014.0","3,232.0","3,362.0","3,927.0","3,647.0","4,208.0","5,073.0","6,036.0"
"96","78","  Unemployment","G160761","3,077.0","3,341.0","4,748.0","3,536.0","3,382.0","3,097.0","2,749.0","2,404.0","2,756.0","2,754.0","2,869.0"
"97","79","  Other","G160771","264.0","299.0","332.0","394.0","428.0","439.0","512.0","763.0","701.0","419.0","492.0"
"98","80","      State and local","W024RC1","38,246.0","41,617.0","45,488.0","48,187.0","51,804.0","56,340.0","61,706.0","68,905.0","76,877.0","88,212.0","100,242.0"
"99","81","General public service","G160791","5,583.0","6,158.0","6,888.0","7,233.0","7,615.0","8,319.0","9,096.0","10,104.0","11,047.0","12,948.0","14,893.0"
"100","82","  Executive and legislative","G160801","634.0","692.0","751.0","692.0","702.0","753.0","815.0","885.0","989.0","1,203.0","1,361.0"
"101","83","  Tax collection and financial management","G160811","1,178.0","1,307.0","1,385.0","1,474.0","1,467.0","1,559.0","1,649.0","1,822.0","2,060.0","2,284.0","3,107.0"
"102","84","  Interest payments","G160821","2,660.0","2,980.0","3,268.0","3,505.0","3,819.0","4,147.0","4,466.0","4,890.0","5,234.0","6,026.0","6,562.0"
"103","85","  Other \7\","G160831","1,112.0","1,179.0","1,484.0","1,562.0","1,627.0","1,860.0","2,166.0","2,507.0","2,764.0","3,434.0","3,863.0"
"104","86","Public order and safety","G160841","4,091.0","4,471.0","4,833.0","5,028.0","5,345.0","5,747.0","6,222.0","6,794.0","7,531.0","8,813.0","9,753.0"
"105","87","  Police","G160851","1,916.0","2,088.0","2,234.0","2,373.0","2,538.0","2,711.0","2,953.0","3,217.0","3,602.0","4,389.0","4,795.0"
"106","88","  Fire","G160861","1,020.0","1,116.0","1,230.0","1,244.0","1,305.0","1,392.0","1,497.0","1,624.0","1,732.0","1,933.0","2,152.0"
"107","89","  Law courts","G160871","598.0","642.0","681.0","694.0","745.0","801.0","872.0","975.0","1,097.0","1,256.0","1,426.0"
"108","90","  Prisons","G160881","557.0","624.0","688.0","717.0","756.0","843.0","900.0","978.0","1,100.0","1,235.0","1,380.0"
"109","91","Economic affairs","G160891","5,909.0","6,224.0","6,624.0","6,981.0","7,433.0","7,880.0","8,512.0","9,306.0","10,097.0","10,889.0","12,033.0"
"110","92","  Transportation","G160941","4,575.0","4,793.0","5,057.0","5,345.0","5,689.0","5,987.0","6,417.0","6,952.0","7,509.0","8,170.0","9,044.0"
"111","93","    Highways","G160951","4,575.0","4,793.0","5,057.0","5,345.0","5,677.0","5,977.0","6,399.0","6,928.0","7,483.0","8,143.0","9,019.0"
"112","94","    Transit and railroad","G160981",".....",".....",".....",".....","12.0","10.0","18.0","24.0","26.0","27.0","25.0"
"113","95","  Other economic affairs","W693RC1","1,334.0","1,432.0","1,567.0","1,636.0","1,744.0","1,892.0","2,095.0","2,354.0","2,588.0","2,719.0","2,990.0"
"114","96","    General economic and labor affairs","G160901","643.0","679.0","763.0","819.0","858.0","923.0","1,050.0","1,174.0","1,297.0","1,329.0","1,480.0"
"115","97","    Agriculture","G160911","322.0","319.0","357.0","385.0","415.0","434.0","476.0","559.0","642.0","580.0","633.0"
"116","98","    Energy","G160921",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....","....."
"117","99","    Natural resources","G160931","369.0","430.0","460.0","448.0","462.0","510.0","554.0","606.0","636.0","814.0","870.0"
"118","100","    Other \4\","G160991","0.0","4.0","-13.0","-16.0","8.0","25.0","14.0","15.0","13.0","-4.0","8.0"
"119","101","Housing and community services \8\","G161001","567.0","590.0","592.0","619.0","623.0","663.0","695.0","754.0","818.0","959.0","993.0"
"120","102","Health (net)","G161051","3,074.0","3,318.0","3,788.0","4,057.0","4,440.0","4,835.0","5,286.0","6,036.0","7,093.0","8,912.0","10,180.0"
"121","103","  Gross expenditures","Y652RC1","4,040.0","4,332.0","4,849.0","5,325.0","5,803.0","6,377.0","7,104.0","8,181.0","9,678.0","12,132.0","13,742.0"
"122","104","  Less: Sales to other sectors","Y651RC1","967.0","1,014.0","1,061.0","1,268.0","1,364.0","1,542.0","1,819.0","2,145.0","2,585.0","3,220.0","3,562.0"
"123","105","Recreation and culture","G161061","604.0","653.0","740.0","735.0","777.0","840.0","917.0","980.0","1,074.0","1,253.0","1,416.0"
"124","106","Education","G161071","14,042.0","15,674.0","17,238.0","18,526.0","20,250.0","22,351.0","24,847.0","28,211.0","31,530.0","35,589.0","40,610.0"
"125","107","  Elementary and secondary","G161081","11,986.0","13,361.0","14,696.0","15,849.0","17,260.0","19,039.0","21,096.0","23,676.0","25,973.0","28,767.0","32,529.0"
"126","108","  Higher","G161091","1,481.0","1,694.0","1,851.0","1,923.0","2,116.0","2,335.0","2,593.0","3,082.0","3,783.0","4,690.0","5,573.0"
"127","109","  Libraries and other","W694RC1","575.0","619.0","690.0","755.0","873.0","977.0","1,157.0","1,452.0","1,774.0","2,132.0","2,507.0"
"128","110","    Libraries","G161101","259.0","269.0","298.0","315.0","376.0","390.0","428.0","475.0","485.0","535.0","593.0"
"129","111","    Other","G161111","316.0","351.0","393.0","440.0","497.0","587.0","730.0","977.0","1,289.0","1,597.0","1,914.0"
"130","112","Income security","G161121","4,376.0","4,529.0","4,787.0","5,008.0","5,322.0","5,705.0","6,131.0","6,721.0","7,688.0","8,849.0","10,364.0"
"131","113","  Disability","G161131","430.0","479.0","530.0","588.0","657.0","702.0","737.0","779.0","835.0","899.0","983.0"
"132","114","  Welfare and social services","G161141","3,946.0","4,050.0","4,257.0","4,421.0","4,665.0","5,003.0","5,395.0","5,943.0","6,853.0","7,951.0","9,381.0"
"133",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","1. Equals federal government current expenditures less grants-in-aid to state and local governments",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","plus state and local government current expenditures. Federal grants-in-aid to state and local governments",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","by function are shown in table 3.17.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2. Prior to 1960, federal interest receipts are not available separately but are included in interest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","payments, which is shown net of federal interest receipts. Interest payments includes interest accrued",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","on the actuarial liabilities of defined benefit pension plans for government employees.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","3. Equals unallocable state and local government expenditures; includes federal government revenue sharing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","grants to state and local governments beginning with 1972 and ending with 1987.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","4. Consists of state and local government publicly owned liquor store systems, government-administered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","lotteries and parimutuels, and other commercial activities.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","5. Consists of social insurance funds, including old age, survivors, and disability insurance (social",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","security), and railroad retirement. Excludes government employee retirement plans.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","6. Consists primarily of federal government revenue sharing grants to state and local governments beginning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","with 1972 and ending with 1987.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","7. Equals unallocable state and local government expenditures.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","8. Consists of current expenditures for sanitation. Beginning with 2007, includes housing subsidies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","related to Hurricanes Katrina and Rita.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
