"","Table 6#21C# Undistributed Corporate Profits by Industry","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17"
"44","37","    Transportation","A3437C0",-2731,-3980,-7985,-10364,-8306,-10181,-4891,-1550,-1057,-1386,-1373,-1604,-7005,-4038
"45","38","      Railroad transportation","B3438C0",-560,-614,-2020,-1061,-961,-1379,-1406,572,-210,342,-494,-187,-1169,1420
"46","39","      Local and interurban passenger transit","B3439C0",-76,-78,76,-148,158,85,55,89,261,351,243,140,-142,185
"47","40","      Trucking and warehousing","B3440C0",-475,-1651,-2355,-2483,-808,-878,401,414,-253,-1837,-2824,-1310,-2365,-1681
"48","41","      Water transportation","B3441C0",-353,-40,-25,-62,42,-389,-185,-338,-286,-360,-187,-193,-621,-158
"49","42","      Transportation by air","B3442C0",-1061,-1072,-3517,-5944,-6614,-7360,-3800,-2128,-68,1464,4547,3107,1799,-717
"50","43","      Pipelines, except natural gas","B3443C0",144,72,68,101,-18,71,72,87,134,104,200,104,-351,-893
"51","44","      Transportation services","B3444C0",-351,-596,-211,-766,-104,-331,-28,-246,-635,-1450,-2858,-3264,-4156,-2193
"52","45","    Communications","A3445C0",3582,5068,2742,5606,9453,10836,12583,10999,7130,5315,-3182,-5314,-27609,-35277
"53","46","      Telephone and telegraph","B3446C0",3349,4974,3886,5722,8177,8142,8215,7015,3373,2904,-4530,-6540,-17974,-32959
"54","47","      Radio and television","B3447C0",234,95,-1144,-115,1276,2694,4368,3984,3756,2411,1348,1227,-9636,-2317
"55","48","    Electric, gas, and sanitary services","B3448C0",-3937,-1720,-1653,-4030,-2441,-1194,-1724,4459,7128,8905,9883,5725,8650,3753
"56","49","  Wholesale trade","B3449C0",9450,14853,12537,8015,9990,11641,11453,14876,11430,12820,17774,11218,16185,16847
"57","50","  Retail trade","B3450C0",10915,7431,6745,6877,9825,9149,17867,20238,17758,22854,25817,31447,29148,27941
"58","51","  Finance, insurance, and real estate","A3451C0",336,7730,4646,6857,28386,41341,12851,17751,8740,-3386,-5570,-35269,-24326,-59645
"59","52","    Depository institutions","B3491C0",18499,18099,18908,26711,39953,47738,34850,30207,33840,28407,29381,28532,50410,69137
"60","53","      Federal Reserve banks","B3453C0",-1607,588,-1127,-1928,-200,1350,509,-2168,-676,2209,3323,-1304,892,5476
"61","54","      Commercial and mutual depository institutions","B3492C0",20106,17512,20035,28638,40153,46389,34341,32375,34516,26198,26058,29836,49518,63661
"62","55","    Nondepository institutions","B3493C0",1216,2288,4108,5467,6695,9278,9327,8310,8471,11384,10512,11609,15005,11239
"63","56","    Security and commodity brokers","B3456C0",-345,-3285,-5225,-3321,-7373,-6025,-5467,-13021,-11735,-9170,1472,-17964,-18589,-40953
"64","57","    Insurance carriers","B3457C0",-8489,560,1552,-7621,-1318,6307,-7871,12792,-795,-549,-10111,-11746,-5263,-18849
"65","58","    Insurance agents, brokers, and service","B3458C0",1645,1370,1260,1398,810,844,1104,919,968,625,1478,2321,1897,2507
"66","59","    Real estate","B3459C0",-4400,-5635,-7772,-10000,-11361,-9597,-8515,-7506,-5875,-7108,-7440,-10714,-9800,-10337
"67","60","    Holding and other investment offices","B3460C0",-7789,-5668,-8184,-5776,980,-7204,-10577,-13951,-16134,-26974,-30862,-37306,-57986,-72388
"68","61","  Services","A3461C0",3405,2286,173,5104,8062,12362,15287,18782,18981,15916,15420,-1855,2282,-37528
"69","62","    Hotels and other lodging places","B3462C0",-2449,-2065,-1819,-2288,-1604,-1185,-351,-342,533,889,127,-1019,-76,1225
"70","63","    Personal services","B3463C0",348,443,751,621,513,797,803,1130,1108,984,627,193,772,1598
"71","64","    Business services","B3464C0",1037,1684,1320,3134,1803,5169,5210,5614,4394,5196,7775,-6637,-9002,-49747
"72","65","    Auto repair, services, and parking","B3465C0",-617,-1049,-1155,-837,-804,-664,-120,-322,-425,-491,-54,-354,-699,-1169
"73","66","    Miscellaneous repair services","B3466C0",358,530,561,466,459,396,473,580,502,704,452,315,341,357
"74","67","    Motion pictures","B3467C0",-1370,-858,-2097,-1933,-1825,-392,324,-430,-269,-723,-1210,-1643,-370,-1270
"75","68","    Amusement and recreation services","B3468C0",-366,-403,-4,-461,-228,442,-80,272,156,-515,-209,-1340,-1721,-2438
"76","69","    Other services","A3469C0",6463,4005,2614,6402,9749,7798,9027,12279,12983,9873,7912,8629,13037,13915
"77","70","      Health services","B3470C0",3406,1835,415,2932,5982,4300,5540,7325,7728,6894,5202,3999,8536,11900
"78","71","      Legal services","B3471C0",1284,743,641,803,674,1171,888,1484,1606,1389,1618,-851,63,1248
"79","72","      Educational services","B3472C0",98,289,-85,303,489,288,305,489,587,596,520,1352,1238,905
"80","73","      Other \1\","B3473C0",1674,1137,1644,2364,2603,2040,2295,2981,3062,994,572,4129,3200,-137
"81","74","Rest of the world","A3474C0",31304,25091,35531,51113,52144,45056,56349,39800,60175,61579,60344,60491,80477,116939
"82","75","  Receipts from the rest of the world \2\","B3475C0",31010,26452,27632,37260,34046,33645,49481,44873,68805,70284,75505,63539,84805,116879
"83","76","  Less: Payments to the rest of the world \3\","B3476C0",-294,1361,-7899,-13853,-18098,-11411,-6868,5073,8630,8705,15161,3048,4328,-60
"84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","1. Consists of social services; membership organizations; engineering and management services, except",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","for commercial research and testing services and for management and public relations; and services,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","not elsewhere classified.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2. Consists of receipts by all U.S. residents of their share of the reinvested earnings of their incorporated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","foreign affiliates and reinvested earnings of their unincorporated foreign affiliates.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","3. Consists of payments to foreign residents of their share of the reinvested earnings of their incorporated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","U.S. affiliates and reinvested earnings of their unincorporated U.S. affiliates.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","Note. Estimates in this table are based on the 1987 Standard Industrial Classification (SIC).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
