"","Table 6#21A# Undistributed Corporate Profits by Industry","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22"
"55","48","    Electric, gas, and sanitary services","Q3448C0",-16,-296,-263,-233,-129,-92,-148,-121,-52,-80,-30,44,62,111,135,78,50,235,172
"56","49","      Utilities: electric and gas","B3478C0",-34,-269,-255,-243,-147,-103,-159,-124,-59,-79,-36,37,53,102,106,59,38,227,129
"57","50","      Local utilities and public services, n.e.c.","B3479C0",18,-27,-8,10,18,11,11,3,7,-1,6,7,9,9,29,19,12,8,43
"58","51","  Wholesale trade","Q3449C0",167,-147,-235,-232,70,103,89,162,104,75,201,279,457,377,367,396,410,1259,1393
"59","52","  Retail trade and automobile services","Q3450C0",231,-138,-324,-438,-1,197,190,192,159,72,235,302,540,552,587,571,617,1571,1785
"60","53","  Finance, insurance, and real estate","Q3451C0",641,2,-115,-9,268,177,521,287,298,507,542,728,810,710,874,1133,1004,1517,1408
"61","54","    Banking","A3452C0",526,370,325,321,396,250,286,338,378,346,356,397,434,425,526,609,622,773,744
"62","55","    Security and commodity brokers, and services","Q3456C0",177,-193,-219,-50,-101,0,-22,2,-50,-17,9,-12,-7,-4,11,16,24,8,1
"63","56","    Credit agencies (other than banks) and holding and other investment companies","Q3459C0",84,23,34,26,3,194,558,-63,-37,-20,27,177,196,30,58,34,32,70,152
"64","57","    Insurance carriers","B3455C0",139,67,74,151,409,213,146,335,313,365,311,317,284,329,277,420,280,497,252
"65","58","    Insurance agents, brokers, and service","Q3457C0",13,7,8,17,13,15,10,11,9,7,10,8,11,8,5,7,6,22,29
"66","59","    Real estate","Q3458C0",-298,-272,-337,-474,-452,-495,-457,-336,-315,-174,-171,-159,-108,-78,-3,47,40,147,230
"67","60","  Services","Q3461C0",221,159,11,-115,-33,60,85,92,88,60,70,83,148,191,311,349,373,570,456
"68","61","    Hotels and other lodging places","Q3462C0",4,-8,-26,-35,-30,-23,-22,-24,-23,-32,-27,-15,-12,8,39,45,45,67,60
"69","62","    Personal services","Q3463C0",21,19,10,0,10,20,20,20,18,4,8,9,14,20,24,26,22,37,44
"70","63","    Business services","Q3464C0",15,23,9,-6,-2,12,15,7,2,4,13,7,16,18,20,25,24,50,57
"71","64","    Miscellaneous repair services","Q3466C0",2,2,1,1,2,4,2,3,2,1,0,1,4,6,4,4,3,5,9
"72","65","    Motion pictures","Q3467C0",151,115,32,-43,14,57,72,82,86,82,68,73,113,116,188,215,243,298,187
"73","66","    Amusement and recreation services","Q3468C0",2,-8,-16,-22,-16,-4,0,2,2,0,5,5,4,7,11,15,21,48,34
"74","67","    Other services","Q3469C0",26,16,1,-10,-11,-6,-2,2,1,1,3,3,9,16,25,19,15,65,65
"75","68","      Health services","ZZZZZZ1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","69","      Legal services","ZZZZZZ1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","70","      Educational services, n.e.c.","ZZZZZZ1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","71","      Social services and membership organizations","ZZZZZZ1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","72","Rest of the world \1\","A3474C0",0,0,0,0,0,0,0,0,150,54,140,32,160,153,134,130,114,266,297
"80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","1. Consists of receipts by all U.S. residents of their share of the reinvested earnings of their incorporated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","foreign affiliates, net of the corresponding payments to foreign residents for their share of the reinvested",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","earnings of their incorporated U.S. affiliates. Receipts are not included from 1930 to 1936; payments",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","are not included from 1930 to 1939. Estimates for 1929 are included in dividends paid in table 6.20A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","Note. Estimates in this table are based on the 1942 Standard Industrial Classification (SIC).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","n.e.c. Not elsewhere classified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
