"","Table 2#4#4# Price Indexes for Personal Consumption Expenditures","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44"
"11","4","    Motor vehicles and parts","DMOTRG3",12.276,11.826,11.031,10.352,9.705,10.164,10.015,10.061,10.315,10.723,10.477,10.494,11.407,14.614,15.391,16.531,16.799,21.028,23.105,24.892,25.764,25.835,27.157,28.275,27.741,26.78,27.091,28.322,30.107,31.246,32.796,32.182,32.364,32.891,33.15,33.421,33.147,32.923,33.372,34.522,35.217
"12","5","      New motor vehicles (55)","DNMVRG3",18.526,17.993,17.17,16.106,14.551,15.408,15.163,15.285,15.573,16.35,15.939,15.979,17.173,20.436,21.721,24.413,19.045,22.322,25.292,27.657,30.295,30.498,31.8,34.72,35.011,35.575,32.166,33.872,35.822,37.12,38.733,38.232,38.24,38.085,37.857,37.759,36.914,36.234,36.567,37.601,38.189
"13","6","      Net purchases of used motor vehicles (56)","DNPVRG3",0.49,0.511,0.631,0.752,0.716,0.647,0.523,0.45,0.477,0.611,0.582,0.883,1.712,3.112,3.351,3.564,3.883,7.917,8.5,9.167,7.378,7.033,7.249,6.024,4.691,1.636,8.69,8.906,10.177,10.918,12.268,11.806,12.619,14.335,15.42,16.573,17.075,17.654,18.118,19.274,19.889
"14","7","      Motor vehicle parts and accessories (58)","DMVPRG3",31.779,29.569,25.276,23.28,23.754,24.45,24.652,24.77,26.066,25.553,25.218,23.883,24.228,27.763,28.581,30.585,30.632,31.351,32.485,33.13,33.05,33.964,38.373,38.303,37.78,36.963,37.057,37.525,37.85,37.96,37.714,36.565,35.496,35.573,36.151,36.174,37.547,38.328,39.267,40.708,42.025
"15","8","    Furnishings and durable household equipment","DFDHRG3",25.25,24.281,21.564,18.61,18.664,20.17,20.298,20.437,21.803,21.411,21.25,21.456,23.064,26.665,30.488,35.024,38.002,38.143,40.827,42.546,41.538,42.265,46.579,46.111,46.191,45.973,45.632,46.009,46.782,46.685,46.714,47.127,47.285,47.228,47.252,47.304,46.999,47.388,48.454,50.357,52.156
"16","9","      Furniture and furnishings (parts of 31 and 32)","DFFFRG3",20.681,19.884,17.338,14.526,15.048,16.544,16.354,16.739,18.31,17.717,17.589,18.108,19.879,23.202,26.899,31.341,34.557,34.674,36.982,38.478,37.108,38.211,42.871,41.909,41.892,41.708,41.625,42.439,43.443,43.507,43.524,44.213,44.715,44.82,44.937,45.11,45.13,45.956,47.438,49.252,51.215
"17","10","      Household appliances (part of 33)","DAPPRG3",57.411,54.856,50.692,43.932,41.368,41.747,41.085,41.696,43.197,43.36,42.801,41.267,43.37,49.935,55.419,59.079,62.411,62.281,68.498,72.355,70.248,69.372,74.335,74.28,73.768,72.611,70.244,67.009,66.085,64.473,64.312,63.435,62.14,60.706,59.556,58.89,57.508,56.545,56.591,57.785,59.054
"18","11","      Glassware, tableware, and household utensils (34)","DUTERG3",14.108,13.692,12.414,11.578,11.318,12.542,13.659,12.864,13.065,13.061,13.068,13.074,13.374,15.065,16.948,19.113,19.873,19.737,20.226,20.585,21.29,22.061,24.155,24.733,25.363,25.71,26.2,28.365,29.897,30.75,30.742,31.707,32.1,32.927,34.029,34.656,34.643,35.378,36.411,39.243,40.877
"19","12","      Tools and equipment for house and garden (35)","DTOORG3",25.194,24.144,21.292,19.032,18.936,20.948,21.012,21.247,23.105,22.775,22.482,22.989,25.003,28.429,30.835,33.79,35.381,37.318,41.275,43.107,41.985,42.795,46.961,46.146,46.788,47.302,48.451,50.438,52.485,53.645,55.167,55.544,57.138,58.101,58.377,57.967,56.931,55.871,55.761,58.043,60.353
"20","13","    Recreational goods and vehicles","DREQRG3",262.491,218.646,173.305,142.445,132.846,137.818,136.379,134.849,138.279,137.726,134.458,136.542,139.38,158.735,158.963,172.998,177.752,182.224,210.34,222.527,230.918,228.884,233.624,225.504,222.64,215.489,208.764,211.121,218.566,224.551,218.085,219.572,218.396,216.002,215.571,212.959,210.024,207.694,208.951,213.05,217.957
"21","14","      Video, audio, photographic, and information processing equipment and media (75, 76, and part of 93)","DVAPRG3",1903.162,1479.85,1066.653,800.807,731.749,782.347,770.268,761.531,779.258,759.882,732.464,741.905,762.405,903.866,905.858,983.891,989.498,1006.613,1222.519,1293.918,1354.706,1344.423,1340.654,1243.004,1206.714,1148.092,1094.281,1099.014,1137.271,1160.282,1109.003,1110.29,1092.294,1059.821,1046.146,1042.313,1009.659,969.342,955.594,951.186,950.211
"22","15","      Sporting equipment, supplies, guns, and ammunition (part of 80)","DSPGRG3",42.923,42.853,40.466,36.464,35.341,36.381,36.174,35.48,36.885,37.399,36.422,37.736,37.971,43.183,41.233,48.006,50.284,51.404,55.6,58.16,58.328,57.067,61.677,61.76,61.699,60.865,60.301,61.935,63.059,64.531,63.371,63.978,64.519,65.068,65.313,62.731,62.738,64.451,66.84,70.49,73.525
"23","16","      Sports and recreational vehicles (79)","DWHLRG3",19.995,20.007,19.021,17.004,16.065,16.221,15.934,15.249,15.782,16.297,15.971,16.479,16.779,18.803,17.261,19.717,20.363,21.095,23.366,24.197,24.487,23.839,25.799,26.213,26.127,25.861,25.141,25.713,26.343,27.097,26.51,27.117,27.018,27.289,27.645,27.835,27.931,28.365,29.075,30.097,31.324
"24","17","      Recreational books (part of 90)","DRBKRG3",8.615,8.316,7.925,7.609,7.217,7.147,7.148,7.216,7.331,7.446,7.515,7.489,7.584,7.609,8.18,8.409,8.73,9.05,9.781,10.698,11.406,11.569,11.844,12.599,13.151,13.289,13.541,13.723,14.71,15.647,15.902,15.987,16.109,16.217,16.446,16.01,16.343,16.886,17.358,18.255,19.417
"25","18","      Musical instruments (part of 80)","DMSCRG3",79.321,60.73,42.754,31.41,28.479,30.687,30.202,29.928,30.626,29.613,28.447,28.768,29.627,35.431,35.789,38.629,38.622,39.031,48.128,51.24,54.079,53.75,53.231,48.937,47.366,44.832,42.54,42.661,44.233,45.093,42.938,43.891,44.636,45.398,45.981,45.729,45.38,45.288,46.257,48.83,52.396
"26","19","    Other durable goods","DODGRG3",19.184,18.836,17.986,16.169,16.212,16.827,16.504,16.855,17.01,16.452,16.588,17.078,18.583,21.434,22.51,25.132,26.127,26.116,27.597,27.905,27.768,27.369,29.049,28.982,29.114,28.515,28.156,28.451,28.638,28.673,28.808,28.888,28.828,28.705,28.857,29.596,29.445,29.436,30.137,30.799,32.324
"27","20","      Jewelry and watches (part of 119)","DJRYRG3",27.596,27.379,27.27,25.574,25.595,24.784,23.805,25.279,24.575,22.976,23.76,25.214,28.613,34.896,35.858,40.801,41.68,40.35,43,41.645,41.404,40.162,42.978,42.701,43.104,41.732,40.495,40.769,40.123,39.615,39.629,39.615,39.593,39.616,39.845,42.295,41.113,39.19,39.665,40.896,43.213
"28","21","      Therapeutic appliances and equipment (42)","DTAERG3",16.407,16.285,16.154,15.358,14.703,14.654,14.626,14.577,14.661,14.694,14.83,14.935,15.023,15.172,15.647,15.982,16.171,16.523,17.248,17.992,18.535,18.702,19.563,19.807,19.628,19.49,19.781,20.112,20.882,21.176,21.455,21.762,22.026,22.062,22.06,22.187,22.43,22.837,23.452,23.955,24.673
"29","22","      Educational books (96)","DEBKRG3",3.571,3.447,3.285,3.154,2.992,2.963,2.963,2.992,3.039,3.087,3.115,3.105,3.144,3.154,3.391,3.486,3.619,3.752,4.055,4.435,4.729,4.796,4.91,5.223,5.452,5.509,5.614,5.689,6.098,6.487,6.592,6.624,6.62,6.485,6.477,6.48,6.797,7.133,7.365,7.745,8.176
"30","23","      Luggage and similar personal items (part of 119)","DLUGRG3",18.909,18.239,16.068,13.012,13.667,15.901,15.668,15.629,16.515,16.061,15.648,15.817,17.405,20.747,22.852,26.637,29.085,30.217,31.555,33.254,31.999,31.653,33.756,33.086,33.036,32.435,32.139,32.51,32.745,32.783,32.883,32.849,32.352,31.96,32.297,32.025,32.222,34.032,35.408,35.381,37.127
"31","24","      Telephone and facsimile equipment (67)","DTCERG3",15.666,14.789,12.891,11.004,11.312,12.849,12.932,13.421,14.875,14.655,15.003,15.403,17.251,20.156,23.627,28.033,31.163,30.807,30.585,30.541,29.526,30.239,33.272,32.874,33.277,32.74,32.794,34.185,35.026,35.826,36.567,36.781,36.759,36.011,35.966,35.977,37.755,39.597,40.905,43.005,45.387
"32","25","  Nondurable goods","DNDGRG3",11.234,10.651,9.106,7.807,7.767,8.591,8.878,8.91,9.22,8.766,8.627,8.702,9.436,10.984,12.291,13.007,13.578,14.711,16.61,17.627,17.053,17.095,18.561,18.76,18.695,18.739,18.617,18.884,19.438,19.911,19.94,20.178,20.263,20.373,20.576,20.851,21.227,21.906,22.306,23.11,24.109
"33","26","    Food and beverages purchased for off-premises consumption","DFXARG3",10.132,9.479,7.652,6.256,6.286,7.067,7.628,7.642,7.876,7.277,7.203,7.246,8.017,9.59,11.047,11.343,11.689,12.901,14.855,15.588,14.956,15.027,16.611,17.013,16.682,16.668,16.364,16.482,16.982,17.69,17.507,17.654,17.743,17.877,18.065,18.43,18.802,19.595,19.62,20.215,21.121
"34","27","      Food and nonalcoholic beverages purchased for off-premises consumption (4)","DTFDRG3",8.898,8.357,6.794,5.592,5.652,6.433,6.914,6.914,7.155,6.554,6.493,6.493,7.155,8.598,9.921,9.981,10.281,11.544,13.588,14.43,13.889,14.069,15.632,15.933,15.632,15.632,15.332,15.452,15.933,16.654,16.465,16.602,16.69,16.819,17.009,17.397,17.761,18.564,18.567,19.143,20.049
"35","28","      Alcoholic beverages purchased for off-premises consumption (5)","DAOPRG3",NA,NA,NA,NA,15.025,14.292,13.983,13.811,13.951,14.086,14.224,14.571,15.476,17.636,19.586,22.049,22.501,23.341,24.016,23.675,23.359,22.805,23.648,25.453,25.034,25.587,25.446,25.691,26.25,26.395,26.635,27.055,27.147,27.275,27.54,27.7,27.864,28.181,28.589,29.234,29.873
"36","29","      Food produced and consumed on farms (6)","DFFDRG3",20.383,18.442,14.03,10.853,10.411,12.001,15.352,15.97,16.499,13.941,13.147,13.5,16.94,21.44,26.119,26.56,28.059,30.088,34.853,36,31.237,29.557,34.85,34.588,33.267,30.528,29.468,28.943,30.001,32.032,30.251,29.438,29.479,29.996,29.125,28.171,31.072,34.254,32.916,34.781,38.157
"37","30","    Clothing and footwear","DCLORG3",27.859,26.591,23.231,19.081,19.446,22.545,22.147,22.175,23.34,22.772,22.242,22.494,24.701,29.593,33.071,37.349,40.604,43.969,47.474,50.391,48.221,47.836,52.015,51.135,51.015,51.141,51.003,51.972,52.745,52.97,53.423,54.139,54.452,54.615,55.094,55.613,56.098,57.648,60.024,63.416,66.846
"38","31","      Garments","DGARRG3",29.696,28.418,24.91,20.362,21.034,24.769,24.363,24.352,25.651,24.93,24.297,24.561,27.176,32.748,37.016,42.571,46.754,50.426,53.592,56.691,53.956,53.27,57.521,56.626,56.547,56.455,56.139,56.878,57.567,57.695,57.793,58.327,58.615,58.657,59.159,59.777,60.193,61.493,63.925,67.582,71.129
"39","32","        Women's and girls' clothing (10)","DWGCRG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.72,68.022,68.141,68.036,68.471,69.046,69.326,70.652,73.663,77.909,81.479
"40","33","        Men's and boys' clothing (11)","DMBCRG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.113,48.97,49.558,49.827,50.459,51.181,51.797,53.166,55.075,58.227,61.973
"41","34","        Children's and infants' clothing (12)","DCICRG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.486,34.355,33.134,32.481,32.471,32.585,32.752,33.01,33.371,34.797,35.912
"42","35","      Other clothing materials and footwear (13 and 17)","DOCCRG3",20.048,18.951,16.349,13.653,13.309,14.632,14.31,14.418,15.135,14.966,14.733,14.928,15.949,18.762,20.287,21.685,22.836,25.071,28.744,30.919,30.214,30.503,34.015,33.261,33.051,33.713,34.029,35.506,36.438,36.891,38.202,39.34,39.694,40.17,40.557,40.771,41.424,43.62,45.717,48.17,51.092
"43","36","    Gasoline and other energy goods","DGOERG3",6.458,6.246,5.552,5.419,5.304,5.593,5.546,5.694,5.808,5.704,5.508,5.514,5.769,6.11,6.324,6.459,6.449,6.704,7.533,8.576,8.703,8.799,9.044,9.208,9.56,9.715,9.819,10.125,10.591,10.473,10.621,10.809,10.822,10.877,10.904,10.803,11.172,11.437,11.81,12.026,12.395
"44","37","      Motor vehicle fuels, lubricants, and fluids (59)","DMFLRG3",7.966,7.607,6.433,6.691,6.633,6.963,6.977,7.206,7.378,7.177,6.848,6.733,7.035,7.364,7.436,7.451,7.393,7.579,8.496,9.527,9.728,9.742,9.943,10.144,10.573,10.803,10.917,11.247,11.734,11.619,11.784,12.124,12.005,12.08,12.051,11.972,12.425,12.711,13.131,13.324,13.763
"45","38","      Fuel oil and other fuels (29)","DFULRG3",3.133,3.075,2.896,2.612,2.514,2.667,2.608,2.656,2.694,2.686,2.644,2.721,2.853,3.069,3.247,3.359,3.37,3.555,4.009,4.66,4.683,4.813,5.007,5.079,5.229,5.252,5.308,5.487,5.776,5.692,5.771,5.687,5.898,5.904,6.016,5.906,6.035,6.195,6.387,6.59,6.729
"46","39","    Other nondurable goods","DONGRG3",10.175,9.815,9.351,8.833,8.391,8.603,8.593,8.552,8.854,8.71,8.627,8.785,9.056,9.899,10.567,11.18,11.562,12.096,13.763,14.528,14.211,14.274,15.203,15.261,15.488,15.53,15.69,15.959,16.47,16.868,17.143,17.409,17.451,17.508,17.751,18.015,18.265,18.63,19.086,19.817,20.55
"47","40","      Pharmaceutical and other medical products (40 and 41)","DPHMRG3",13.527,13.454,13.21,12.709,12.036,11.57,11.266,11.273,11.359,11.441,11.387,11.375,11.511,11.793,11.86,11.951,12.036,12.281,13.277,14.063,14.289,14.466,14.988,15.182,15.3,15.442,15.599,15.951,16.439,16.999,17.254,17.217,16.793,16.304,16.022,15.942,15.884,15.918,15.804,15.785,15.962
"48","41","      Recreational items (parts of 80, 92, and 93)","DREIRG3",22.633,22.08,19.168,15.609,15.877,18.665,20.153,19.633,22.628,19.826,18.199,19.076,19.15,23.398,26.194,29.593,30.861,31.896,34.876,38.433,37.415,36.958,39.259,40.556,39.784,38.807,39.729,39.605,40.425,40.936,41.002,41.748,42.418,43.12,43.743,44.657,44.707,45.039,46.041,48.163,50.446
"49","42","      Household supplies (parts of 32 and 36)","DHOURG3",15.238,14.544,12.56,10.802,11.006,11.622,11.588,11.512,11.77,11.195,10.845,10.983,11.95,14.35,15.774,17.265,18.215,19.452,24.772,25.865,22.891,22.801,25.156,23.445,23.4,23.595,23.64,23.847,24.475,24.875,25.064,25.335,25.271,25.193,25.294,25.286,25.386,25.77,26.449,27.211,27.813
"50","43","      Personal care products (part of 118)","DOPCRG3",17.772,17.439,16.845,16.443,16.365,14.994,14.77,14.798,15.048,15.087,14.996,14.851,15.34,16.661,16.946,17.702,18.009,18.789,22.448,23.103,22.338,21.755,24.068,23.339,23.441,23.362,23.554,24.286,25.061,26.105,26.293,26.273,26.213,26.457,26.543,26.576,26.472,26.14,26.595,27.404,28.64
"51","44","      Tobacco (127)","DTOBRG3",2.73,2.575,2.622,2.622,2.325,2.403,2.38,2.364,2.426,2.442,2.481,2.551,2.613,2.691,2.863,2.957,3.089,3.191,3.433,3.565,3.643,3.714,3.831,4.002,4.197,4.229,4.267,4.353,4.494,4.58,4.761,4.919,4.959,4.998,5.15,5.272,5.496,5.792,6.009,6.388,6.729
"52","45","      Magazines, newspapers, and stationery (part of 90)","DNEWRG3",6.67,6.571,6.36,6.235,5.989,6.039,6.024,6.083,6.236,6.413,6.465,6.546,6.55,6.935,7.462,7.827,7.94,8.202,8.962,9.746,10.167,10.403,10.861,11.354,11.697,11.79,12.121,12.428,13.15,13.76,13.963,14.2,14.412,14.65,15.277,16.108,16.598,17.175,17.847,18.808,19.561
"53","46","      Net expenditures abroad by U.S. residents (131)","ZZZZZZ3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","47","Services","DSERRG3",7.24,7.033,6.537,5.906,5.535,5.464,5.584,5.675,5.886,5.891,5.876,5.922,6.131,6.564,6.974,7.294,7.533,7.99,8.573,9.025,9.179,9.415,9.878,10.239,10.637,10.905,11.093,11.359,11.691,11.978,12.301,12.627,12.856,13.101,13.301,13.55,13.804,14.204,14.677,15.312,16.109
"55","48","  Household consumption expenditures (for services)","DHCERG3",6.95,6.754,6.283,5.669,5.307,5.224,5.342,5.427,5.625,5.636,5.62,5.666,5.864,6.275,6.665,6.971,7.198,7.625,8.158,8.581,8.73,8.95,9.381,9.734,10.119,10.374,10.55,10.796,11.106,11.377,11.688,12.037,12.258,12.494,12.685,12.928,13.166,13.545,13.996,14.604,15.359
"56","49","    Housing and utilities","DHUTRG3",11.55,11.242,10.659,9.662,8.781,8.112,8.137,8.271,8.579,8.795,8.777,8.8,8.917,9.107,9.155,9.226,9.322,9.478,9.782,10.304,10.603,10.924,11.344,11.783,12.319,12.654,12.849,13.043,13.275,13.53,13.749,14.008,14.195,14.347,14.5,14.628,14.753,14.957,15.214,15.562,16.061
"57","50","      Housing","DHSGRG3",11.667,11.336,10.691,9.572,8.591,7.834,7.87,8.048,8.424,8.69,8.685,8.713,8.862,9.088,9.146,9.224,9.336,9.552,9.914,10.525,10.874,11.246,11.738,12.238,12.864,13.254,13.446,13.676,13.932,14.211,14.451,14.681,14.884,15.066,15.252,15.407,15.56,15.795,16.099,16.494,17.039
"58","51","        Rental of tenant-occupied nonfarm housing (20)","DTENRG3",11.877,11.56,10.945,9.828,9.178,7.911,7.911,8.097,8.47,8.749,8.75,8.786,8.935,9.121,9.14,9.158,9.196,9.252,9.549,10.183,10.63,11.002,11.449,11.914,12.547,12.993,13.179,13.421,13.664,13.924,14.115,14.325,14.51,14.689,14.853,14.983,15.138,15.352,15.618,16.003,16.512
"59","52","        Imputed rental of owner-occupied nonfarm housing (21)","DOWNRG3",12.286,11.957,11.322,10.166,8.761,8.202,8.183,8.376,8.761,9.049,9.051,9.088,9.241,9.455,9.454,9.474,9.511,9.57,9.878,10.532,10.994,11.379,11.842,12.323,12.996,13.44,13.632,13.882,14.133,14.402,14.598,14.823,15.006,15.181,15.349,15.498,15.646,15.866,16.158,16.553,17.076
"60","53","        Rental value of farm dwellings (22)","DFARRG3",7.118,6.77,6.092,5.256,4.89,5.132,5.48,5.556,5.857,5.957,5.904,5.874,5.986,6.375,6.817,7.412,8.19,9.91,10.818,11,10.093,10.335,11.195,11.984,12.085,11.643,11.825,11.725,12.043,12.515,13.587,14.003,14.596,14.897,15.493,15.935,16.121,16.781,17.606,18.075,19.303
"61","54","        Group housing (23)","DGRHRG3",9.24,9.059,8.574,7.828,7.03,6.624,6.619,6.748,7.07,7.259,7.325,7.234,7.344,7.751,8.076,8.196,8.3,8.488,8.935,9.466,9.876,10.201,10.873,11.346,11.858,12.228,12.555,12.943,13.433,13.796,14.124,14.34,14.439,14.598,14.807,14.943,15.164,15.386,15.625,15.883,16.53
"62","55","      Household utilities","DUTLRG3",11.032,10.883,10.701,10.49,10.249,10.144,10.104,9.954,9.857,9.786,9.685,9.679,9.627,9.619,9.612,9.642,9.656,9.497,9.508,9.604,9.666,9.76,9.864,10.039,10.193,10.3,10.507,10.561,10.701,10.86,10.995,11.359,11.485,11.527,11.557,11.586,11.608,11.695,11.779,11.952,12.277
"63","56","        Water supply and sanitation (25)","DWRSRG3",3.278,3.278,3.278,3.171,2.886,2.921,3.064,3.064,3.064,3.064,3.028,3.1,3.064,3.1,3.099,3.171,3.242,3.314,3.456,3.563,3.598,3.812,3.955,4.311,4.561,4.81,5.273,5.415,5.843,6.199,6.451,6.655,6.83,7.006,7.22,7.327,7.507,7.785,7.965,8.345,8.91
"64","57","        Electricity and gas","DELGRG3",14.378,14.135,13.842,13.613,13.526,13.312,13.083,12.838,12.68,12.566,12.441,12.36,12.312,12.265,12.255,12.238,12.199,11.896,11.806,11.874,11.943,11.953,12.024,12.093,12.191,12.231,12.328,12.348,12.387,12.483,12.585,13.005,13.116,13.117,13.087,13.09,13.06,13.086,13.143,13.257,13.517
"65","58","          Electricity (27)","DELCRG3",19.485,18.869,18.147,17.601,17.399,16.915,16.409,15.879,15.545,15.311,15.06,14.898,14.805,14.713,14.692,14.66,14.585,14.01,13.842,13.971,14.099,14.118,14.25,14.378,14.561,14.636,14.82,14.857,14.931,15.119,15.319,15.546,15.604,15.605,15.546,15.494,15.436,15.436,15.546,15.663,16.006
"66","59","          Natural gas (28)","DGHERG3",8.597,8.597,8.597,8.597,8.597,8.597,8.597,8.597,8.597,8.597,8.597,8.597,8.597,8.597,8.597,8.597,8.597,8.597,8.597,8.597,8.597,8.597,8.597,8.597,8.597,8.597,8.597,8.597,8.597,8.597,8.597,9.139,9.285,9.285,9.285,9.337,9.337,9.384,9.384,9.483,9.634
"67","60","    Health care","DHLCRG3",2.608,2.615,2.431,2.142,2.111,2.188,2.314,2.362,2.426,2.474,2.457,2.535,2.598,2.764,2.983,3.204,3.347,3.631,4.023,4.249,4.309,4.4,4.601,4.828,5.057,5.233,5.417,5.61,5.842,6.069,6.243,6.663,6.813,6.986,7.183,7.428,7.659,8,8.51,9.046,9.684
"68","61","      Outpatient services","DOUTRG3",3.913,4.008,3.709,3.177,3.178,3.279,3.489,3.56,3.633,3.775,3.736,3.873,3.944,4.172,4.519,4.833,4.971,5.221,5.531,5.771,5.836,5.875,6.024,6.321,6.657,6.939,7.209,7.5,7.775,8.037,8.303,8.499,8.665,8.918,9.13,9.372,9.678,10.227,10.883,11.49,12.317
"69","62","        Physician services (44)","DPHYRG3",3.793,3.878,3.593,3.092,3.106,3.206,3.407,3.478,3.536,3.664,3.636,3.765,3.836,4.05,4.408,4.695,4.81,5.037,5.31,5.525,5.553,5.581,5.724,6.04,6.355,6.612,6.912,7.214,7.514,7.771,8.029,8.225,8.418,8.662,8.858,9.103,9.395,9.987,10.666,11.258,12.086
"70","63","        Dental services (45)","DDENRG3",3.23,3.321,3.071,2.587,2.565,2.633,2.824,2.87,2.97,3.094,3.061,3.184,3.218,3.432,3.67,3.962,4.131,4.377,4.694,4.94,5.087,5.142,5.276,5.447,5.76,6.02,6.145,6.335,6.493,6.684,6.853,6.989,7.027,7.23,7.425,7.627,7.877,8.131,8.54,9.004,9.644
"71","64","        Paramedical services (46)","DPMSRG3",4.515,4.617,4.261,3.703,3.704,3.856,4.059,4.161,4.212,4.415,4.314,4.466,4.616,4.82,5.277,5.632,5.733,5.986,6.341,6.595,6.647,6.697,6.851,7.205,7.559,7.916,8.27,8.625,8.931,9.286,9.73,9.98,10.222,10.536,10.785,11.024,11.399,12.107,12.922,13.676,14.59
"72","65","      Hospital and nursing home services","DHPNRG3",1.62,1.53,1.44,1.35,1.29,1.35,1.41,1.44,1.5,1.47,1.47,1.5,1.56,1.68,1.8,1.95,2.1,2.43,2.94,3.18,3.24,3.39,3.66,3.84,3.99,4.08,4.2,4.32,4.53,4.74,4.845,5.474,5.619,5.734,5.928,6.187,6.368,6.559,6.973,7.464,7.981
"73","66","        Hospitals (51)","DHSPRG3",1.517,1.432,1.348,1.264,1.208,1.264,1.32,1.348,1.404,1.376,1.376,1.404,1.461,1.573,1.685,1.826,1.966,2.275,2.753,2.977,3.034,3.174,3.427,3.595,3.736,3.82,3.932,4.045,4.241,4.438,4.537,5.154,5.291,5.401,5.578,5.824,5.996,6.174,6.563,7.021,7.513
