"","Table 5#8#5B# Gross Government Fixed Investment by Type         ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16"
"43","36","      Public safety","W196RC1",3.9,4.2,4.5,4.6,4.6,4.3,3.9,4,4,3.8,4.7,5.5,5.8
"44","37","      Amusement and recreation","W197RC1",4.6,4.7,5,6.2,6.9,7,6.3,6.5,7,6.2,7.4,7.7,7.2
"45","38","      Transportation","W198RC1",10.3,10.1,11.4,15.1,16.2,17.5,18.3,18.4,17.6,14.4,16.4,17.7,20.8
"46","39","      Power","W199RC1",3.1,2.4,3.2,3.9,3.9,4.2,6.5,5.7,6.3,7.9,11.1,10.6,10.5
"47","40","      Highways and streets","W149RC1",43,44.8,49.2,53.1,59.1,58.3,57.8,60.2,65.2,73,73.8,79.3,79.9
"48","41","      Sewer systems","W150RC1",9.5,8.8,9,8.9,10.3,11.7,12.5,13.7,14.6,20.2,20.2,21.5,20.5
"49","42","      Water systems","W168RC1",7.6,7.8,8.5,8.5,9.8,11.1,11.3,12,12.6,16.6,16.3,16.9,16.1
"50","43","      Conservation and development","W169RC1",1.9,1.9,2.2,2.8,2.5,2.2,2.2,2.5,2.6,2.5,3.3,3.3,2.9
"51","44","      Other \5\","W200RC1",0.3,0.4,0.2,0.3,0.2,0.6,1,0.4,0.3,0.5,1.2,0.5,0.1
"52","45","    Net purchases of used structures","B870RC1",2.9,3.6,4,4,1.3,5.3,5.9,5.9,4.9,5.4,6.9,7.1,6.9
"53","46","Equipment and software \2\","A871RC1",96.8,102.7,111.6,114.7,116.2,121.8,126.4,135.9,145.5,157.6,167,186.1,186.8
"54","47","  Federal","A872RC1",57.4,59.8,65.5,66.4,68.1,74.4,78.6,87.1,94.7,103.1,106.3,122.6,124.4
"55","48","    National defense","A873RC1",39.2,39.9,42.8,43.8,45.6,51.2,55.4,62.4,66.8,72.9,76.9,90.3,91.5
"56","49","      Aircraft","B874RC1",5.8,5.8,7,7.8,8.5,9.4,9.2,11.1,13.5,13.6,13,13.7,14.6
"57","50","      Missiles","B875RC1",2.9,3.3,2.9,2.7,3.3,3.3,3.5,4.1,4,4.5,4.3,4.1,5.1
"58","51","      Ships","B876RC1",6.1,6.4,6.8,6.6,7.2,8.7,9.5,10,9.8,10.5,10.3,11,11.1
"59","52","      Vehicles","B877RC1",1.4,1.5,1.7,1.9,2,2.6,3.2,2.8,3.9,4.9,6.2,9.3,9.1
"60","53","      Electronics and software","B878RC1",9,9.1,9.7,10.1,9.7,9.9,10.5,11.5,12.6,14.3,16.4,20.2,20.1
"61","54","      Other equipment","B879RC1",14,13.8,14.8,14.9,14.9,17.3,19.6,23,22.9,25.1,26.7,32.1,31.6
"62","55","    Nondefense","B880RC1",18.2,19.9,22.7,22.6,22.5,23.2,23.1,24.6,28,30.2,29.4,32.2,32.9
"63","56","  State and local","B881RC1",39.4,42.9,46.1,48.3,48.2,47.5,47.8,48.9,50.8,54.5,60.7,63.6,62.4
"64",NA,"Addenda:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","57","  Government enterprise gross fixed investment","A882RC1",49,51.1,56.9,58.7,64.1,71.2,78.6,78.2,80.3,86.6,93.6,98.1,99.4
"66","58","    Federal","A883RC1",6.2,7.8,8.5,5.9,5.6,5.7,6.7,5.7,7.4,7.4,7,8,7.6
"67","59","      Structures","B884RC1",2.5,3.1,3.6,1.5,2.2,2.1,2.5,1.5,2.4,2.4,2.3,3.8,3
"68","60","      Equipment and software","B885RC1",3.6,4.6,4.9,4.4,3.4,3.7,4.2,4.2,5.1,5,4.8,4.3,4.6
"69","61","    State and local","A886RC1",42.9,43.3,48.4,52.7,58.5,65.5,71.9,72.4,72.9,79.2,86.6,90.1,91.8
"70","62","      Structures","B887RC1",37.5,36.9,41,45.5,50.8,56,60.8,61.4,62.2,68.5,75.1,77.8,79.7
"71","63","      Equipment and software","B888RC1",5.4,6.5,7.5,7.2,7.7,9.5,11.1,11,10.6,10.8,11.4,12.3,12.1
"72",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","1. Consists of general government and government enterprise expenditures for fixed assets.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2. Structures and software include compensation of government employees engaged in new",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","own-account investment and related expenditures for goods and services.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","3. Consists of Department of Defense new structures, except family housing.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","4. Consists of lodging, religious, communication, sewage and waste disposal, water supply",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","structures, and manufacturing.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","5. Consists of lodging, communication, and manufacturing.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
