"","Table 1#5#6# Real Gross Domestic Product, Expanded Detail, Chain","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20"
"61","54","    Nondefense","A825RX1",227.5,225.7,231.9,233.7,238.7,244.4,255.5,273.9,281.7,284.6,287.3,296.6,294.2,313.3,333.7,359.2,347.9
"62","55","      Consumption expenditures","A542RX1",201.2,196.2,203.2,201.2,202.9,212.4,224.2,239.7,247.1,250.2,251,257.5,254.7,271,289.8,308.8,298.4
"63","56","      Gross investment","A798RX1",27.1,29.3,29,32,34.8,31.6,31.3,34.2,34.6,34.4,36.3,39.1,39.5,42.5,43.9,50.7,49.9
"64","57","  State and local","A829RX1",1183.6,1211.1,1254.3,1303.8,1361.8,1400.1,1452.3,1500.6,1499.7,1497.1,1493.6,1507.2,1528.1,1528.1,1561.8,1534.1,1482
"65","58","    Consumption expenditures","A991RX1",983,1001,1027.7,1070.8,1109.5,1133.7,1172.6,1211.3,1207.5,1207.4,1212,1220.7,1239.8,1237.1,1275.9,1258.9,1229.4
"66","59","    Gross investment","A799RX1",201.9,211.1,227.1,233.7,252.7,266.6,279.7,289.4,292.2,289.8,281.6,286.4,288.3,291,286.3,275.8,253.6
"67","60","Residual","AR05RX1",-291.3,-249.7,-199.5,-151.2,-92.8,-49.2,-49.8,-34.5,-19.7,-6.1,0,-4.4,-10.8,-4.5,11.4,-17.5,-57.4
"68",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","1. Net expenses of NPISHs, defined as their gross operating expenses less primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","sales to households.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2. Gross output is net of unrelated sales, secondary sales, and sales to business,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","to government, and to the rest of the world; excludes own-account investment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","(construction and software).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","3. Excludes unrelated sales, secondary sales, and sales to business, to government,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","and to the rest of the world; includes membership dues and fees.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","4. The quantity index for computers can be used to accurately measure the real growth of this",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","component.  However, because computers exhibit rapid changes in prices relative to other prices in the",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","economy, the chained-dollar estimates should not be used to measure the component's relative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","importance or its contribution to the growth rate of more aggregate series; accurate estimates of these",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","contributions are shown in table 1.5.2 and real growth rates are shown in table 1.5.1.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","5. Excludes software ""embedded,"" or bundled, in computers and other equipment.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","Note. The residual line is the difference between the first line and the sum of the most detailed lines.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
