"","Table 6#20B# Net Corporate Dividend Payments by Industry        ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22"
"13","6","  Mining","A3306C0",666,646,673,1191,1733,4643,-1173,766,1609,1828,2779,3418,1597,2561,2109,1738,1309,2100,2290
"14","7","    Metal mining","B3307C0",109,119,154,91,82,92,93,54,21,76,48,244,167,115,97,230,267,287,749
"15","8","    Coal mining","B3308C0",30,43,50,38,59,171,255,264,208,194,302,222,209,205,170,219,125,382,289
"16","9","    Oil and gas extraction","B3309C0",459,417,413,998,1512,4292,-1641,340,1207,1413,2304,2797,987,2002,1693,1152,720,1253,690
"17","10","    Nonmetallic minerals, except fuels","B3310C0",68,67,56,64,80,88,120,108,173,145,125,155,234,239,149,137,197,178,562
"18","11","  Construction","B3311C0",277,241,249,227,264,365,376,381,390,434,285,640,667,509,885,337,667,1186,1141
"19","12","  Manufacturing","A3312C0",10308,9753,8982,9210,7894,4152,11809,10856,10543,13167,11678,14669,20362,18315,21143,22966,25640,25025,27942
"20","13","    Durable goods","A3313C0",5394,4899,4656,5122,5282,4909,4928,5976,3678,4920,4155,6288,7163,3723,6373,9153,11475,10117,10415
"21","14","      Lumber and wood products","B3314C0",175,181,163,220,226,168,274,339,371,548,440,534,706,639,431,409,732,481,704
"22","15","      Furniture and fixtures","B3315C0",52,43,49,57,61,58,49,60,58,78,80,84,71,156,141,168,200,400,243
"23","16","      Stone, clay, and glass products","B3316C0",282,248,263,300,341,291,304,315,300,295,313,422,680,518,349,334,401,343,269
"24","17","      Primary metal industries","B3317C0",531,689,389,506,574,755,875,918,829,861,927,908,1546,590,616,1116,1571,511,572
"25","18","      Fabricated metal products","B3318C0",485,371,377,354,361,420,411,470,464,546,486,587,788,537,640,952,721,694,283
"26","19","      Machinery, except electrical","B3319C0",876,836,904,865,755,946,1002,1166,806,981,231,1489,1777,1284,1511,1950,2431,1455,1420
"27","20","      Electric and electronic equipment","B3320C0",688,734,818,728,646,633,628,514,88,732,1178,947,1275,849,1394,1150,1581,2360,2862
"28","21","      Motor vehicles and equipment","B3321C0",1573,1164,1036,1432,1723,1076,898,1657,602,436,-68,837,305,-1222,494,1396,1686,1584,2492
"29","22","      Other transportation equipment","B3322C0",355,302,329,300,266,206,112,150,26,247,127,-23,-633,-253,-78,663,532,667,647
"30","23","      Instruments and related products","B3323C0",279,265,240,274,256,282,272,295,61,103,331,322,404,333,580,644,1268,1181,535
"31","24","      Miscellaneous manufacturing industries","B3324C0",98,66,88,86,73,74,103,92,73,93,110,181,244,292,295,371,352,441,388
"32","25","    Nondurable goods","A3325C0",4914,4854,4326,4088,2612,-757,6881,4880,6865,8247,7523,8381,13199,14592,14770,13813,14165,14908,17527
"33","26","      Food and kindred products","B3326C0",784,868,839,878,881,1050,1125,1339,1394,1473,1238,2023,1940,1880,2531,1854,2077,2545,4097
"34","27","      Tobacco manufactures","B3327C0",231,252,251,259,213,252,267,304,321,296,452,451,568,748,1179,1639,389,1260,79
"35","28","      Textile mill products","B3328C0",208,219,178,189,197,187,163,164,196,192,357,170,284,191,223,154,273,419,343
"36","29","      Apparel and other textile products","B3329C0",107,97,80,105,134,146,121,164,180,154,89,302,221,309,338,241,317,606,477
"37","30","      Paper and allied products","B3330C0",385,408,372,413,421,441,482,650,506,517,530,715,713,798,949,1073,1283,1057,1073
"38","31","      Printing and publishing","B3331C0",336,346,356,385,381,498,495,550,672,705,589,584,1181,1617,1369,1004,1734,1589,2277
"39","32","      Chemicals and allied products","B3332C0",1428,1361,1435,1480,1494,1449,1720,2058,2258,2693,2973,3463,4124,4582,3703,4368,4987,4630,5840
"40","33","      Petroleum and coal products","B3333C0",1246,1115,628,179,-1327,-4998,2278,-595,1111,2121,1126,448,3972,4334,4144,3093,2984,2788,3131
"41","34","      Rubber and miscellaneous plastics products","B3334C0",131,133,122,139,149,161,181,190,162,33,112,143,105,-53,153,282,10,53,109
"42","35","      Leather and leather products","B3335C0",58,55,65,61,69,57,49,56,65,63,57,82,91,186,181,105,111,-39,101
"43","36","  Transportation and public utilities","A3336C0",4928,5052,5347,5915,6846,7362,7835,9591,10488,12170,13149,14837,17229,18222,21494,24926,26776,26415,27159
"44","37","    Transportation","A3337C0",727,692,666,800,739,921,770,999,958,1142,1340,1595,1932,1865,2221,2442,2131,2180,1991
"45","38","      Railroad transportation","B3338C0",352,344,349,419,410,478,327,529,452,556,558,822,893,801,1028,1058,896,776,813
"46","39","      Local and interurban passenger transit","B3339C0",45,33,10,25,10,11,9,13,12,10,14,20,23,20,12,127,54,23,62
"47","40","      Trucking and warehousing","B3340C0",82,88,78,116,95,126,149,123,175,199,174,260,315,357,406,398,481,626,555
"48","41","      Water transportation","B3341C0",18,3,30,33,27,60,32,40,7,-42,120,61,160,53,174,86,26,105,148
"49","42","      Transportation by air","B3342C0",80,61,54,49,53,69,69,52,50,108,160,74,174,153,134,190,219,221,65
"50","43","      Pipelines, except natural gas","B3343C0",109,129,115,119,112,102,119,170,195,235,218,201,220,266,358,344,395,380,381
"51","44","      Transportation services","B3344C0",41,34,30,39,32,75,65,72,67,76,96,157,147,215,109,239,60,49,-33
"52","45","    Communication","A3345C0",1751,1846,1950,2083,2309,2607,2753,3255,3650,4206,4775,4995,5553,6562,7453,9080,10275,10483,11033
"53","46","      Telephone and telegraph","B3346C0",1662,1752,1864,2010,2230,2505,2657,3128,3467,4006,4565,4759,5311,6186,6843,8482,9674,9916,10696
"54","47","      Radio and television","B3347C0",89,94,86,73,79,102,96,127,183,200,210,236,242,376,610,598,601,567,337
"55","48","    Electric, gas, and sanitary services","B3348C0",2450,2514,2731,3032,3798,3834,4312,5337,5880,6822,7034,8247,9744,9795,11820,13404,14370,13752,14135
"56","49","  Wholesale trade","B3349C0",551,526,556,654,1144,2146,2681,2669,3622,3934,4897,5958,5835,6948,7716,7132,7119,6179,5466
"57","50","  Retail trade","B3350C0",1268,1193,1395,1381,1527,1599,1747,1895,1922,2265,2380,2848,3009,3012,4913,4311,4388,4534,4967
"58","51","  Finance, insurance, and real estate","A3351C0",1875,2491,2640,2769,2963,2404,2252,2784,3606,4412,4537,3316,7202,8896,10298,14455,17013,19078,21179
"59","52","    Banking","J3352C0",1276,1540,1635,1644,1634,2086,2062,1815,2386,2673,3172,2651,2407,3713,5328,5231,6260,6748,7522
"60","53","      Federal Reserve banks","B3353C0",39,41,44,46,49,53,55,57,60,63,67,70,75,79,85,93,103,110,117
"61","54","      Commercial and mutual banks","J3354C0",1237,1499,1591,1598,1585,2033,2007,1758,2326,2610,3105,2581,2332,3634,5243,5138,6157,6638,7405
"62","55","    Credit agencies other than banks","J3355C0",389,370,334,364,356,409,544,558,547,759,577,561,1356,462,335,1435,1488,1919,1487
"63","56","    Security and commodity brokers","B3356C0",30,31,28,48,30,5,22,50,52,73,101,96,123,223,88,173,23,449,568
"64","57","    Insurance carriers","B3357C0",-99,3,-76,-122,-374,-946,-880,-191,-698,-204,-419,-1250,402,718,-432,1236,888,1747,3613
"65","58","    Insurance agents, brokers, and service","B3358C0",41,96,73,71,239,68,149,148,180,216,311,316,317,353,280,509,346,639,646
"66","59","    Real estate","B3359C0",498,415,448,499,606,482,419,504,827,729,697,645,1393,1626,2226,3146,3308,3638,1823
"67","60","    Holding and other investment offices","B3360C0",-260,36,198,265,472,300,-64,-100,312,166,98,297,1204,1801,2473,2725,4700,3938,5520
"68","61","  Services","A3361C0",470,429,415,496,619,624,665,923,1173,1195,1471,1385,1970,2542,2467,2331,2363,3158,5162
"69","62","    Hotels and other lodging places","B3362C0",70,86,91,77,133,82,41,50,88,103,194,191,297,335,428,303,273,321,1518
"70","63","    Personal services","B3363C0",55,38,32,31,53,60,53,103,67,86,127,96,111,87,109,53,145,97,237
"71","64","    Business services","B3364C0",156,151,113,135,140,177,219,267,376,266,350,365,534,735,473,809,711,784,1516
"72","65","    Auto repair, services, and parking","B3365C0",31,31,24,44,34,33,31,23,44,57,52,125,126,114,200,152,232,357,328
"73","66","    Miscellaneous repair services","B3366C0",11,8,9,9,4,14,8,9,9,30,12,-3,38,38,4,180,76,61,45
"74","67","    Motion pictures","B3367C0",41,-1,10,10,13,22,15,34,67,89,89,105,45,150,45,73,65,338,204
"75","68","    Amusement and recreation services","B3368C0",45,52,54,73,115,97,72,77,128,149,119,111,201,123,149,118,104,236,237
"76","69","    Other services","A3369C0",61,64,82,117,127,139,226,360,394,415,528,395,618,960,1059,643,757,964,1077
"77","70","      Health services","B3370C0",21,32,49,45,61,57,92,155,144,199,212,193,336,406,423,392,520,628,736
"78","71","      Legal services","B3371C0",1,9,4,6,6,6,7,9,12,26,62,60,43,78,55,16,47,41,55
"79","72","      Educational services","B3372C0",9,4,8,2,8,3,2,6,8,18,48,22,28,60,13,16,16,31,47
"80","73","      Other \1\","B3373C0",30,19,21,64,52,73,125,190,230,172,206,120,211,416,568,219,174,264,239
"81","74","Rest of the world","A3374C0",3836,3936,4690,4894,6800,9765,6556,8959,11079,11184,16041,16748,15445,16385,12145,12292,11843,17883,16705
"82","75","  Receipts from the rest of the world \2\","B3375C0",4849,5046,6065,6531,8556,11618,8622,11676,14149,14721,19908,21492,20732,23853,19526,19650,20995,27873,27912
"83","76","  Less: Payments to the rest of the world \3\","B3376C0",1013,1110,1375,1637,1756,1853,2066,2717,3070,3537,3867,4744,5287,7468,7381,7358,9152,9990,11207
"84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","1. Consists of social services, membership organizations, and miscellaneous professional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","services.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2. Consists of (1) receipts by U.S. residents of dividends from foreign corporations, plus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","(2) earnings distributed by unincorporated foreign affiliates to their U.S. parents.  Prior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","to 1982, all earnings of unincorporated foreign affiliates were treated as distributed.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","Reinvested earnings of unincorporated foreign affiliates were $1,571 million in 1982.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","3. Consists of (1) payments by U.S. corporations of dividends to foreign residents, plus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","(2) earnings distributed by unincorporated U.S. affiliates to their foreign parents.  Prior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","to 1980, all earnings of unincorporated U.S. affiliates were treated as distributed.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","Reinvested earnings of unincorporated U.S. affiliates were -$123 million in 1980,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","-$163 million in 1981, and -$735 million in 1982.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","Note.  Estimates in this table are based on the 1972 Standard Industrial Classification (SIC).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
