"","Table 7U# Chain-Type Price Indexes for BEA Retail and Food Servi","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23"
"38","31","S4 PN4512ZZMG       Book, periodical, and music Stores","T070313",88.953,90.065,90.902,91.549,92.945,93.117,94.136,94.23,95.283,97.271,98.598,99.292,99.91,100,99.733,100.875,102.355,102.944,101.75,100.502
"39","32","S1 PN453ZZZMG     Miscellaneous store retailers","T070323",91.393,92.658,94.32,96.582,98.319,99.318,99.785,100.741,101.425,101.373,100.752,99.651,100.299,100,99.704,100.904,103.48,105.264,104.608,104.602
"40","33","S3 PN4531ZZMG       Florists","T070333",97.479,95.922,96.366,98.997,96.682,94.318,95.452,93.754,97.352,100.14,100.249,99.799,102.569,100,99.046,97.891,95.665,96.417,94.006,93.589
"41","34","S3 PN4532ZZMG       Office supplies, stationery, and gift stores","T070343",106.507,108.014,109.73,112.644,115.39,117.397,117.697,116.036,114.363,112.359,109.861,106.429,103.653,100,96.711,96.474,96.64,94.193,91.239,88.641
"42","35","S4 PN4533ZZMG       Used merchandise stores","T070353",108.32,108.774,109.306,109.042,109.315,108.874,107.567,106.843,106.757,105.673,103.773,101.855,101.537,100,98.789,100.493,103.114,102.447,99.813,99.336
"43","36","S4 PN4539ZZMG       Other miscellaneous store retailers","T070363",76.667,78.53,80.574,82.705,84.678,85.822,86.562,89.857,91.826,92.897,93.734,94.33,97.309,100,102.224,104.734,109.788,115.598,117.447,119.613
"44","37","S1 PN454ZZZMG     Nonstore retailers","T070373",91.16,92.033,92.741,93.201,96.204,96.408,94.455,94.528,99.352,98.415,95.727,95.937,97.035,100,101.127,104.376,110.881,105.909,106.125,107.816
"45","38","S2 PN4541ZZMG       Electronic shopping and mail-order houses","T070383",108.101,109.454,110.757,111.094,111.789,111.593,110.963,110.216,109.556,108.217,105.9,102.621,100.963,100,99.219,101.464,103.26,102.813,101.077,99.677
"46","39","S4 PN4542ZZMG       Vending machine operators","T070393",74.077,75.447,76.668,78.278,81.045,82.924,84.61,86.693,88.699,91.6,93.267,95.223,98.349,100,101.637,110.321,135.303,136.596,137.079,143.259
"47","40","S4 PN4543ZZMG       Direct selling establishments","T070403",66.838,67.169,67.284,67.595,71.925,72.214,68.646,69.369,81.439,80.635,77.008,82.509,88.387,100,106.041,111.72,131.915,110.969,118.564,133.456
"48","41","S1 PN722ZZZMG Food services and drinking places","T070413",72.489,73.818,75.013,76.661,78.561,80.735,82.742,84.827,87.053,89.839,92.26,94.168,97.008,100,103.123,106.896,111.623,115.409,116.714,119.402
"49","42","S4 PN7221ZZMG   Full-service restaurants","T070423",72.322,73.692,74.907,76.574,78.514,80.704,82.844,85.071,87.252,90.127,92.45,94.439,97.117,100,103.271,107.09,111.532,114.671,116.196,118.918
"50","43","S4 PN7222ZZMG   Limited-service eating places","T070433",73.012,74.234,75.381,76.985,78.804,80.931,82.756,84.628,86.894,89.542,92.067,93.833,96.865,100,102.901,106.625,111.807,116.478,117.484,120.123
"51","44","S4 PN7223ZZMG   Special food Services","T070443",73.165,74.439,75.608,77.247,79.112,81.248,83.37,85.563,87.684,90.433,92.643,94.539,97.15,100,103.15,106.889,111.116,114.269,115.789,118.505
"52","45","S4 PN7224ZZMG   Drinking places (alcoholic beverages)","T070453",68.523,70.38,71.821,73.696,75.973,78.433,80.598,83.03,85.501,88.703,91.482,93.884,96.987,100,103.673,107.506,111.891,115.021,116.55,119.278
"53",NA,"              Addenda:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","46","S1 PN04472BMG   Retail and food services except motor vehicle and parts dealers","T070463",85.615,86.938,87.847,88.565,90.292,91.168,90.188,91.345,94.068,94.391,93.807,94.856,97.464,100,101.829,103.932,107.783,104.671,106.155,110.081
"55","47","S1 PN44GZZZMG   Retail trade except motor vehicle and parts dealers","T070473",87.691,89.009,89.864,90.421,92.116,92.776,91.312,92.323,95.122,95.068,94.034,94.955,97.53,100,101.645,103.511,107.239,103.164,104.672,108.76
"56","48","S2 PN44BZZZMG   GAFO-Department store merchandise stores \1\","T070483",113.368,113.672,113.948,113.488,113.451,112.94,111.396,109.785,108.669,107.222,104.917,102.284,101.205,100,99.004,97.709,97.22,95.847,93.254,92.477
"57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","S1=Based on Census advance data, seasonally adjusted.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","S2=Based on Census preliminary and final data, seasonally adjusted.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","S3=Based on unpublished Census data, seasonally adjusted.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","S4=Based on unpublished Census data, seasonally adjusted by BEA.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","1. Includes industries PN442ZZZMG, PN443ZZZMG, PN448ZZZMG, PN451ZZZMG,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","PN452ZZZMG, and PN4532ZZMG.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
