"","Table 4#2#4# Price Indexes for Exports and Imports of Goods and ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13"
"20","12","  Consumer goods, except automotive","B642RG3",28.081,28.079,28.08,28.076,28.212,27.925,29.281,28.896,29.351,28.644
"21","13","    Durable goods","B690RG3",24.033,24.026,24.012,23.993,24.676,23.179,23.418,25.331,25.295,24.509
"22","14","    Nondurable goods","B691RG3",32.719,32.72,32.733,32.741,32.336,33.263,35.808,33.013,33.976,33.321
"23","15","  Other","B643RG3",20.786,20.631,20.545,20.692,20.761,21.092,20.705,20.795,20.921,21.195
"24","16","Exports of services \1\","B646RG3",20.07,20.237,20.407,20.619,20.916,21.072,21.192,21.396,21.599,21.907
"25","17","  Transfers under U.S. military agency sales contracts","B267RG3",24.17,24.462,24.724,24.963,25.29,25.531,25.61,26.073,26.876,27.318
"26","18","  Travel","B493RG3",14.994,15.061,15.196,15.331,15.466,15.737,15.939,16.074,16.277,16.547
"27","19","  Passenger fares","B533RG3",21.046,21.134,21.221,21.221,21.13,21.262,21.262,21.262,21.284,21.415
"28","20","  Other transportation","B683RG3",24.084,24.248,24.418,24.583,25.245,25.057,24.861,24.663,23.71,23.999
"29","21","  Royalties and license fees","B684RG3",16.621,16.737,16.888,17.079,17.336,17.507,17.732,17.959,18.146,18.362
"30","22","  Other private services","B720RG3",22.771,22.895,23.097,23.35,23.714,23.946,24.241,24.577,24.845,25.174
"31","23","  Other","B980RG3",39.83,40.263,40.445,41.366,41.525,42.094,42.903,43.636,44.992,45.815
"32","24","    Imports of goods and services","B021RG3",19.922,19.871,19.876,19.888,20.021,20.173,20.214,20.358,20.443,20.532
"33","25","Imports of goods \1\","B255RG3",20.502,20.42,20.419,20.425,20.565,20.721,20.703,20.874,20.999,21.081
"34","26","  Foods, feeds, and beverages","B647RG3",20.587,20.455,20.587,20.652,20.585,20.718,20.919,21.123,21.461,21.596
"35","27","  Industrial supplies and materials, except petroleum and products","B649RG3",18.322,18.321,18.319,18.317,18.578,18.62,18.612,18.614,18.926,18.927
"36","28","    Durable goods","B820RG3",16.927,16.927,16.925,16.921,17.156,17.216,17.204,17.207,17.517,17.518
"37","29","    Nondurable goods","B696RG3",20.166,20.165,20.164,20.166,20.467,20.467,20.467,20.467,20.77,20.77
"38","30","  Petroleum and products","B648RG3",4.113,4.174,4.298,4.236,4.113,4.174,4.113,4.236,4.174,4.174
"39","31","  Capital goods, except automotive","B650RG3",103.427,103.536,103.723,103.718,104.58,104.747,104.697,104.859,108.211,107.985
"40","32","    Civilian aircraft, engines, and parts","B932RG3",13.12,13.205,13.288,13.381,13.511,13.641,13.733,13.847,13.971,14.116
"41","33","    Computers, peripherals, and parts","B852RG3",11667.768,11057.199,11678.731,11689.695,10266.995,10780.034,10545.497,10955.218,12219.675,11514.312
"42","34","    Other","B853RG3",61.448,61.606,61.598,61.571,62.369,62.333,62.316,62.292,64.194,64.141
"43","35","  Automotive vehicles, engines, and parts","B651RG3",13.622,13.767,13.405,13.622,14.348,14.132,13.771,14.426,14.428,14.503
"44","36","  Consumer goods, except automotive","B652RG3",24.808,24.274,24.337,24.255,23.886,24.82,25.103,24.915,24.417,24.743
"45","37","    Durable goods","B697RG3",31.745,30.666,30.396,31.307,29.688,31.508,31.517,31.706,30.537,32.172
"46","38","    Nondurable goods","B698RG3",17.319,17.324,17.709,16.735,17.504,17.586,18.117,17.578,17.717,16.876
"47","39","  Other","B653RG3",20.718,20.564,20.352,20.355,20.453,20.472,20.409,20.361,20.396,20.483
"48","40","Imports of services \1\","B656RG3",17.051,17.063,17.082,17.104,17.208,17.337,17.509,17.578,17.568,17.666
"49","41","  Direct defense expenditures","B752RG3",8.111,8.112,8.112,8.112,8.112,8.145,8.146,8.18,8.181,8.18
"50","42","  Travel","B768RG3",20.073,20.073,20.073,20.073,20.449,20.725,21.278,21.278,21.46,21.46
"51","43","  Passenger fares","B769RG3",19.426,19.584,19.737,19.879,20.124,20.179,20.232,20.282,20.388,20.397
"52","44","  Other transportation","B770RG3",15.636,15.616,15.594,15.572,15.417,15.486,15.566,15.655,15.254,15.647
"53","45","  Royalties and license fees","B908RG3",16.625,16.741,16.892,17.083,17.34,17.511,17.736,17.963,18.15,18.367
"54","46","  Other private services","B909RG3",29.486,29.552,29.803,30.14,30.679,31.003,31.358,31.814,32.131,32.581
"55","47","  Other","B910RG3",17.558,17.613,17.687,17.782,18.098,18.318,18.689,18.785,18.951,19.052
"56",NA,"Addenda:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","48","  Exports of durable goods","B332RG3",41.429,41.189,41.161,41.753,41.925,43.801,42.873,43.608,44.339,44.158
"58","49","  Exports of nondurable goods","B339RG3",22.643,22.569,22.363,22.137,22.261,22.216,21.9,21.679,22.07,22.048
"59","50","  Exports of agricultural goods \2\","B181RG3",24.89,24.89,24.557,24.001,24.339,24.45,23.776,23.712,24.428,24.369
"60","51","  Exports of nonagricultural goods","B182RG3",26.897,26.715,26.653,26.944,26.901,27.577,26.938,27.337,28.211,27.821
"61","52","  Imports of durable goods","B333RG3",34.313,34.066,33.8,34.066,34.363,34.691,34.499,34.905,35.054,35.438
"62","53","  Imports of nondurable goods","B340RG3",10.388,10.383,10.472,10.387,10.436,10.491,10.542,10.583,10.671,10.615
"63","54","  Imports of nonpetroleum goods","B187RG3",29.399,29.235,29.164,29.206,29.49,29.699,29.704,29.899,30.129,30.254
"64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","1. Exports and imports of certain goods, primarily military equipment purchased and sold by the federal government, are included ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","in services.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","Beginning with 1986, repairs and alterations of equipment are reclassified from goods to services.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2. Includes parts of foods, feeds, and beverages, of nondurable industrial supplies and materials, and of nondurable ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","nonautomotive consumer goods.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
