"","Table 5#2#6# Real Gross and Net Domestic Investment by Major Typ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43"
"12","5","Less: Consumption of fixed capital","B024RX1",194.6,204,218.7,229.2,236.8,255.3,271.5,288.1,297.9,308.6,325.5,346.8,367.2,382,394.5,410.8,424.3,448.9,476.5,486.5,506.8,523,551.8,571.8,599,621,632.7,677.2,707.2,744.3,797,855.6,921.9,990.9,1071.6,1080.1,1108,1166.9,1267.5,1217.3
"13","6","Equals: Net private domestic investment","A557RX1",213.5,227.9,238.4,197.9,238.9,276.8,322.9,262.5,155.3,236.1,301.6,355.9,357.8,263.3,310.4,195.2,238.2,408.8,373.3,357.5,363.2,367.5,374.4,323.2,223.3,268,335.6,422.4,426.7,490,590.7,668.5,720.6,744.6,526.8,477.1,505.1,603.3,601.8,702.2
"14","7","  Fixed investment","A007RX1",391.3,418.7,444.7,435.4,468.3,524.6,572.5,536.8,479.2,526.5,602.1,675,713.1,666.7,681.5,633.6,679.8,794.7,836.5,846.3,850.9,879,905.4,886.6,829.1,878.3,953.5,1042.3,1109.6,1209.2,1320.6,1455,1576.3,1679,1629.4,1544.6,1596.9,1712.8,1831.4,1874.7
"15","8","  Less: Consumption of fixed capital","B024RX1",194.6,204,218.7,229.2,236.8,255.3,271.5,288.1,297.9,308.6,325.5,346.8,367.2,382,394.5,410.8,424.3,448.9,476.5,486.5,506.8,523,551.8,571.8,599,621,632.7,677.2,707.2,744.3,797,855.6,921.9,990.9,1071.6,1080.1,1108,1166.9,1267.5,1217.3
"16","9","  Equals: Net fixed investment","A560RX1",196.7,214.6,226,206.2,231.5,269.3,301,248.6,181.3,217.9,276.7,328.3,345.9,284.7,287,222.8,255.6,345.8,360.1,359.8,344.1,356,353.6,314.7,230.1,257.4,320.7,365.1,402.4,464.8,523.6,599.4,654.4,688.1,557.8,464.5,488.9,545.8,563.9,657.3
"17","10","    Nonresidential","A008RX1",232.9,243.3,261.8,260.4,260.4,284.3,325.6,328.4,296,310.5,345.5,397.3,437.3,436,460.8,443.3,437.6,514.9,549,533.3,533,560.8,592.2,595.1,563.2,581.3,631.9,689.9,762.5,833.6,934.2,1037.8,1133.3,1232.1,1180.5,1071.5,1081.8,1144.3,1225.8,1306.8
"18","11","    Less: Consumption of fixed capital","A753RX1",142.2,149.5,161.4,169.6,174.9,188.7,202.4,216,223.7,232.1,245.8,263.5,280.1,292,302.1,316,327.1,348.5,371.9,379.1,395.6,408.2,431.6,449.7,473.2,489,501.2,536.5,567.2,600.3,648.1,701.8,761.9,827.3,903.7,908.6,931.7,969.5,1016.4,1027.8
"19","12","    Equals: Net nonresidential","A593RX1",90.7,93.8,100.3,90.8,85.5,95.6,123.3,112.4,72.3,78.4,99.7,133.8,157.2,144,158.7,127.3,110.5,166.4,177.1,154.2,137.4,152.7,160.6,145.4,90,92.3,130.7,153.5,195.3,233.3,286,336,371.3,404.8,276.8,162.9,150.1,174.8,209.4,279
"20","13","      Structures","B009RX1",176.3,178.8,188.5,189.1,185.9,191.7,207.3,202.9,181.6,186,193.7,221.6,249.7,264.2,285.2,280.4,250.1,285,305.4,271.9,264.1,265.8,271.2,275.2,244.6,229.9,228.3,232.3,247.1,261.1,280.1,294.5,293.2,313.2,306.1,253.8,243.5,246.7,247.8,268.6
"21","14","      Less: Consumption of fixed capital","B188RX1",69.3,71.9,74.5,77.1,79.7,83.3,88.7,90.7,92.9,95.1,97.6,100.2,104,108,113,118.4,122.5,126.4,131.2,135,137.7,140.3,144.5,145.5,148,150.9,151.4,156.8,154.5,156.2,158.9,162,166,167.9,183.1,178.8,180.5,188.2,197.6,187.5
"22","15","      Equals: Net structures","A594RX1",106.9,107,114,111.9,106.2,108.4,118.6,112.2,88.7,90.9,96.1,121.4,145.7,156.1,172.2,162,127.6,158.6,174.2,136.9,126.4,125.5,126.7,129.7,96.6,79,76.9,75.5,92.6,104.9,121.2,132.5,127.2,145.3,123,75,62.9,58.5,50.3,81.1
"23","16","      Equipment and software","B010RX1",106,112.6,122.5,121.3,122.5,138.3,163.7,167.9,151.9,161.4,185.7,214,232.6,224.3,233.8,221.7,233.6,279.9,297.7,303.3,307.5,330.7,354.9,355,345.9,371.1,417.4,467.2,523.1,578.7,658.3,745.6,840.2,918.9,874.2,820.2,843.1,905.1,991.8,1050.6
"24","17","      Less: Consumption of fixed capital","B189RX1",86.5,91.4,100.2,105.7,109,118.9,127.9,138.7,144.2,150.3,161,175.1,187.6,195.8,201.9,211,218.5,235.3,253.6,257.6,270.8,280.6,299.1,315,334.9,347.4,358.3,387.2,417.6,447.7,491.2,540.7,596.2,659.4,720.7,730.4,752.2,782.3,819.8,847
"25","18","      Equals: Net equipment and software","A747RX1",19.4,21.1,22.4,15.6,13.5,19.4,35.8,29.2,7.7,11.1,24.7,38.9,45,28.4,31.9,10.6,15.1,44.6,44.1,45.7,36.7,50.1,55.8,40,11,23.7,59.2,80,105.5,131.1,167.1,204.9,244,259.5,153.5,89.8,90.8,122.9,172,203.6
"26","19","    Residential","A011RX1",174.7,198.5,204.4,192.2,244.9,288.4,286.5,227.4,197.8,244.4,296.9,315.6,304,239.7,220.5,180.5,255.2,293,297.7,334.2,340.8,337.4,327.2,298.9,270.2,307.6,332.7,364.8,353.1,381.3,388.6,418.3,443.6,446.9,448.5,469.9,509.4,560.2,597.1,569.5
"27","20","    Less: Consumption of fixed capital","A754RX1",59.8,61.9,64.3,66.7,69.5,74.6,76.7,79.4,81.5,83.9,86.8,90.1,93.8,96.6,98.9,100.9,103.1,105.6,109.1,112.3,116.1,119.8,125.3,126.4,129.6,136.4,135.2,144.6,142.5,145.9,150,154.3,160.2,163.6,168,171.5,176.3,195.8,242.8,191.9
"28","21","    Equals: Net residential","A748RX1",114.9,136.6,140.1,125.5,175.4,213.8,209.8,147.9,116.3,160.5,210.1,225.5,210.2,143.1,121.6,79.6,152,187.5,188.6,221.9,224.8,217.6,201.9,172.5,140.6,171.2,197.5,220.2,210.6,235.5,238.6,264,283.4,283.3,280.5,298.4,333.1,364.3,354.3,377.6
"29","22","  Change in private inventories","A014RX1",30.3,27.4,27,5,22.3,23.1,35,25.9,-11.3,30.7,38.5,41.1,25.1,-8,34.9,-17.5,-6.4,71.3,23.7,8.3,30.3,20.3,28.3,15.4,-0.5,16.5,20.6,63.6,29.9,28.7,71.2,72.6,68.9,56.5,-31.7,12.5,14.3,54.3,33.2,40.3
"30","23","Gross government investment \1\","A782RX1",167.6,163.6,152.8,142.2,127.1,118.6,122.1,128,130.4,132.3,128.4,138.3,146.9,151.2,146.6,144.8,156,175.2,199.2,217.4,229.8,228.5,237.6,253,254.1,256.4,246.5,243.3,248.8,258.6,264.5,273.6,294,304.5,319.3,335.5,342.9,346.1,348.1,361.1
"31","24","Less: Consumption of fixed capital","A264RX1",82.1,85,86.8,87.8,87.6,86.7,86.5,87,88.3,89.9,91.5,93.1,95.3,98,100.8,103.9,107.8,112.9,119.5,126.8,134,140.6,147.4,153.9,160.1,165.3,169.4,172.6,174.9,177.9,181.4,185.7,191.3,197,203.6,207.5,212.4,217.8,227,230.2
"32","25","Equals: Net government investment","A889RX1",85.5,78.6,66,54.4,39.5,31.9,35.6,41,42.1,42.4,36.9,45.2,51.6,53.2,45.8,40.9,48.2,62.3,79.7,90.6,95.7,87.9,90.2,99,94,91.1,77.2,70.7,73.9,80.7,83.1,87.9,102.7,107.5,115.7,128,130.5,128.2,121.2,130.9
"33","26","          Federal","A890RX1",6.3,-1.4,-6.7,-9.6,-18.1,-20.4,-16.7,-11.8,-9,-6.5,-5.9,-4.4,-1.9,0,1.6,2.9,8.7,12.8,20,24.5,28.1,17.1,15.5,16.3,11.4,9.5,0.9,-6.2,-7.1,-4.8,-11.5,-8.2,-5.1,-7.7,-6.3,1.1,5.8,10.9,14.3,18.6
"34","27","            National defense","B891RX1",0.7,-5.3,-9.5,-11.9,-21.3,-24,-20.3,-15.5,-12.8,-10.8,-10.5,-10.8,-7.6,-6.2,-4,-1.2,3.5,7.2,14,18.9,21.4,12.6,10.4,10.2,4.2,0.5,-8,-11.5,-13.4,-12,-17.3,-15.8,-13.1,-11.4,-9.3,-3.4,1.1,6.4,8.5,11.6
"35","28","            Nondefense","B892RX1",6.8,4.9,3.7,3,3.3,3.5,3.6,3.7,3.9,4.5,4.9,6.8,6.1,6.7,6.1,4.5,5.8,6.2,6.5,6.2,7.3,5.1,5.5,6.5,7.4,9.1,8.9,5.3,6.2,7.2,5.8,7.5,8,3.7,3.1,4.5,4.7,4.6,5.8,7.1
"36","29","          State and local","B893RX1",82.8,86.1,79.1,70.1,65.5,60.5,59.6,58.9,56.4,53.2,45.9,53.3,57,56.1,45.4,38.1,38,48,57.3,63,63.7,67.9,72,80,80.3,79.3,74.6,75.9,80.4,84.9,94.5,96.1,107.8,115.3,121.9,127,125.1,118.2,108.5,114.3
"37","30","  Structures","A760RX1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.2,154.7,157.2,154.5,154.7,159.5,166.7,173.1,172.7,183.3,189.3,198.5,207,208.8,204.2,199.9,203.8
"38","31","  Less: Consumption of fixed capital","B894RX1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.2,75.6,77,78.4,80.1,81.1,82.6,84.4,86,87.6,89.4,92.4,93,95.1,97.1,101.8,100.7
"39","32","  Equals: Net structures","A895RX1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,79.1,80.2,76.1,74.6,78.5,84.1,88.7,86.7,95.7,99.9,106.1,114,113.8,107.2,98.1,103.1
"40","33","            Federal","A896RX1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,1.5,3.5,3.8,3,3.2,3.4,0.2,0,-0.7,-3.6,-4.1,-3,-2.2,-3.2,-4.1,-3.6
"41","34","              National defense","B897RX1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.2,-3.4,-2.7,-3.2,-2.5,-2.1,-1.8,-3.1,-3.8,-4.1,-4.2,-4.6,-4.8,-4,-4,-4,-4
"42","35","              Nondefense","B898RX1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,5,6.2,7,5.7,5.4,5.2,3.3,3.8,3.4,0.5,0.5,1.8,1.8,0.7,-0.1,0.4
"43","36","            State and local","B899RX1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.5,77.5,76.7,72.2,71.6,75.2,80.7,88.5,86.7,96.4,103.6,110.2,117,116,110.4,102.2,106.7
"44","37","  Equipment and software","A871RX1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.1,97.5,97.5,91.4,88.6,89.5,92.4,92.4,101.1,110.7,115.2,120.9,128.6,134.5,143.4,151.2,161.6
"45","38","  Less: Consumption of fixed capital","B900RX1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.4,84.9,88.4,91,92.6,93.9,95.4,97.2,99.8,103.7,107.6,111.2,114.6,117.4,120.9,125.2,130.3
"46","39","  Equals: Net equipment and software","A901RX1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.7,12.6,9.1,0.4,-4,-4.4,-3,-4.8,1.3,7.1,7.6,9.7,14,17,22.5,26,31.3
"47","40","            Federal","A902RX1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1,9.1,5.8,-2.6,-8.7,-9.8,-7.7,-11.5,-8.1,-4.3,-4.1,-2.1,4.1,8,14.5,19,22.9
"48","41","              National defense","B905RX1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3,7.1,3,-5,-8.9,-11,-10,-14.1,-11.9,-9,-7.2,-4.7,1.4,5.2,10.4,12.7,15.8
"49","42","              Nondefense","B906RX1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,2.6,3.2,2.5,0.4,1.4,2.3,2.6,3.8,4.6,3.1,2.6,2.7,2.8,4,6.3,7.1
"50","43","            State and local","B907RX1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,4.4,4.1,3.5,4.8,5.4,4.9,6.6,9.4,11.4,11.7,11.8,9.8,8.9,7.8,6.6,8
"51",NA,"Addenda:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","44","  Gross domestic fixed investment","W172RX1",549.9,574.6,591.9,573,592.7,641.8,693.4,663.4,608.2,657.5,730.1,813.2,859.8,816.6,827.4,777.2,834.4,968.7,1033.7,1060.6,1076.8,1104.2,1139.4,1134.2,1076.6,1128.8,1196.2,1283.3,1356.6,1466.5,1584.5,1728.5,1870.2,1983.5,1948.8,1880.3,1940,2058.9,2179.4,2235.7
"53","45","  Less: Consumption of fixed capital","A262RX1",273.3,285.5,302.3,314,321.6,339.7,356,373.4,384.4,396.8,415.4,438.8,461.7,479.2,494.6,514.1,531.4,561.2,595.3,612.2,639.6,662,697.6,724.1,757.4,784.6,800.3,848.5,881.1,921.4,978,1041.1,1113.1,1187.8,1275.2,1287.6,1320.4,1384.6,1494.1,1447.7
"54","46","  Equals: Net domestic fixed investment","W173RX1",282.1,293.3,291.9,260.6,271,301.2,336.7,289.6,223.4,260.3,313.6,373.5,397.5,337.9,332.8,263.7,303.7,408.1,439.8,450.4,439.9,443.9,443.8,413.8,324.1,348.4,397.9,435.8,476.3,545.5,606.7,687.3,757.1,795.7,673.5,592.5,619.3,674.1,685.1,788.2
"55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","1. Gross government investment consists of general government and government enterprise expenditures",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","for fixed assets; change in inventories is included in government consumption expenditures.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","Note. Most chained (2000) dollar series are calculated as the product of the chain-type quantity index and the",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2000 current-dollar value of the corresponding series, divided by 100. Because the formula for the chain-type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","quantity indexes uses weights of more than one period, the corresponding chained-dollar estimates are",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","usually not additive.  Chained (2000) dollar estimates of net investment are calculated by subtracting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","consumption of fixed capital from gross investment.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
