"","Table 6#5D# Full-Time Equivalent Employees by Industry","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12"
"44","37","      Nondurable goods","N4337C0",2286,2328,2358,2258,2249,2268,2307,2345,2378
"45","38","    Retail trade","N4338C0",12396,12809,13122,13667,13504,13395,13479,13724,13822
"46","39","      Motor vehicle and parts dealers","N4339C0",1529,1584,1618,1673,1687,1687,1703,1722,1716
"47","40","      Food and beverage stores","N4340C0",2382,2459,2522,2641,2591,2550,2522,2525,2531
"48","41","      General merchandise stores","N4341C0",2262,2337,2399,2543,2520,2525,2553,2640,2651
"49","42","      Other retail \3\","N4342C0",6223,6428,6582,6810,6705,6633,6702,6837,6924
"50","43","    Transportation and warehousing","N4343C0",3917,4041,4124,4188,4042,4004,4057,4159,4250
"51","44","      Air transportation","N4344C0",545,566,589,584,533,500,486,475,457
"52","45","      Rail transportation","N4345C0",208,208,198,191,184,180,180,184,188
"53","46","      Water transportation","N4346C0",51,51,53,51,51,52,53,57,59
"54","47","      Truck transportation","N4347C0",1247,1296,1323,1341,1296,1283,1310,1350,1380
"55","48","      Transit and ground passenger transportation","N4348C0",349,361,357,381,382,383,389,397,403
"56","49","      Pipeline transportation","N4349C0",44,45,44,43,40,38,36,36,37
"57","50","      Other transportation and support activities \4\","N4350C0",1020,1049,1086,1113,1068,1062,1072,1102,1126
"58","51","      Warehousing and storage","N4351C0",453,465,474,486,489,505,531,557,600
"59","52","    Information","N4352C0",3066,3194,3343,3398,3176,2981,2894,2867,2857
"60","53","      Publishing industries (includes software)","N4353C0",997,1015,1036,971,913,867,841,849,865
"61","54","      Motion picture and sound recording industries","N4354C0",305,317,316,321,333,326,327,323,315
"62","55","      Broadcasting and telecommunications","N4355C0",1294,1358,1453,1603,1479,1372,1325,1292,1272
"63","56","      Information and data processing services","N4356C0",469,504,538,503,452,416,402,403,404
"64","57","    Finance and insurance","N4357C0",5389,5481,5470,5603,5632,5746,5781,5861,6004
"65","58","      Federal Reserve banks, credit intermediation, and related activities","N4358C0",2404,2438,2396,2505,2580,2686,2728,2783,2840
"66","59","      Securities, commodity contracts, and investments","N4359C0",768,809,859,826,780,753,761,789,815
"67","60","      Insurance carriers and related activities","N4360C0",2139,2154,2134,2189,2189,2227,2210,2203,2259
"68","61","      Funds, trusts, and other financial vehicles","N4361C0",78,80,81,84,83,81,83,86,89
"69","62","    Real estate and rental and leasing","N4362C0",1756,1818,1847,1927,1920,1935,1966,2011,2038
"70","63","      Real estate","N4363C0",1179,1210,1213,1292,1322,1342,1366,1410,1429
"71","64","      Rental and leasing services and lessors of intangible assets \5\","N4364C0",577,609,634,635,598,593,600,601,609
"72","65","    Professional, scientific, and technical services","N4365C0",6485,6795,7114,6933,6700,6653,6779,7067,7376
"73","66","      Legal services","N4366C0",1157,1197,1212,1184,1206,1231,1242,1255,1257
"74","67","      Computer systems design and related services","N4367C0",1129,1211,1294,1220,1083,1050,1079,1132,1206
"75","68","      Miscellaneous professional, scientific, and technical services \6\","N4368C0",4198,4387,4608,4529,4411,4372,4459,4680,4913
"76","69","    Management of companies and enterprises \7\","N4369C0",1595,1621,1647,1638,1609,1644,1670,1734,1746
"77","70","    Administrative and waste management services","N4370C0",6550,6985,7419,7114,6988,6875,7171,7465,7678
"78","71","      Administrative and support services","N4371C0",6258,6687,7118,6805,6680,6567,6855,7141,7347
"79","72","      Waste management and remediation services","N4372C0",292,298,300,308,308,308,315,325,331
"80","73","    Educational services","N4373C0",2039,2117,2199,2285,2398,2435,2525,2600,2677
"81","74","    Health care and social assistance","N4374C0",11185,11452,11707,12266,12636,12950,13204,13564,13985
"82","75","      Ambulatory health care services","N4375C0",3907,3967,4027,4136,4261,4413,4545,4721,4905
"83","76","      Hospitals","N4390C0",3427,3475,3524,3740,3861,3923,3970,4040,4117
"84","77","      Nursing and residential care facilities","N4391C0",2209,2267,2325,2412,2459,2501,2524,2566,2611
"85","78","      Social assistance","N4392C0",1642,1742,1831,1979,2056,2114,2165,2237,2352
"86","79","    Arts, entertainment, and recreation","N4393C0",1363,1418,1493,1587,1603,1581,1614,1655,1688
"87","80","      Performing arts, spectator sports, museums, and related activities","N4394C0",378,392,413,415,415,406,410,418,432
"88","81","      Amusements, gambling, and recreation industries","N4395C0",985,1026,1081,1173,1188,1174,1204,1237,1256
"89","82","    Accommodation and food services","N4396C0",8118,8381,8626,8325,8356,8479,8498,8958,9204
"90","83","      Accommodation","N4397C0",1551,1614,1659,1688,1640,1636,1460,1684,1694
"91","84","      Food services and drinking places","N4398C0",6567,6767,6967,6637,6716,6843,7038,7274,7510
"92","85","    Other services, except government","N4399C0",5283,5407,5489,5629,5768,5790,5849,5839,5882
"93","86","  Government","A4376C0",18703,18849,19128,19474,19818,19918,19920,19976,20052
"94","87","    Federal","A4377C0",4207,4167,4198,4107,4135,4179,4145,4098,4069
"95","88","      General government","A4378C0",3416,3370,3416,3342,3379,3436,3409,3372,3351
"96","89","        Civilian","B4379C0",1845,1821,1869,1794,1802,1834,1817,1822,1827
"97","90","        Military \8\","B4380C0",1571,1549,1547,1548,1577,1602,1592,1550,1524
"98","91","      Government enterprises","B4381C0",791,797,782,765,756,743,736,726,718
"99","92","    State and local","A4382C0",14496,14682,14930,15367,15683,15739,15775,15878,15983
"100","93","      General government","A4383C0",13581,13762,14000,14394,14661,14714,14740,14839,14947
"101","94","        Education","B4384C0",7234,7372,7572,7647,7803,7817,7857,7909,7943
"102","95","        Other \9\","B4385C0",6347,6390,6428,6747,6858,6897,6883,6930,7004
"103","96","      Government enterprises \9\","B4386C0",915,920,930,973,1022,1025,1035,1039,1036
"104","97","Rest of the world \10\","A4387C0",-401,-441,-388,-536,-536,-592,-628,-655,-679
"105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","1. Full-time equivalent employees equals the number of employees on full-time schedules plus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","the number of employees on part-time schedules converted to a full-time basis.  The number",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","of full-time equivalent employees in each industry is the product of the total number of",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","employees and the ratio of average weekly hours per employee for all employees to average",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","weekly hours per employee on full-time schedules.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2. NAICS crop and animal production.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","3. Consists of furniture and home furnishings stores; electronics and appliance stores; building",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","material and garden equipment and supplies dealers; health and personal care stores; gasoline",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","stations; clothing and clothing accessories stores; sporting goods, hobby, book, and music",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","stores; miscellaneous store retailers; and nonstore retailers.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","4. Consists of scenic and sightseeing transportation; transportation support activities; and",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","couriers and messengers.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","5. Intangible assets include patents, trademarks, and franchise agreements, but not copyrights.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","6. Consists of accounting, tax preparation, bookkeeping, and payroll services; architectural,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","engineering, and related services; specialized design services; management, scientific, and",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","technical consulting services; scientific research and development services; advertising and",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","related services; and other professional, scientific, and technical services.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","7. Consists of offices of bank and other holding companies and of corporate, subsidiary, and",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","regional managing offices.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","8. Includes Coast Guard.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","9. Employees of Indian tribal governments are classified in state and local government.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","10. Includes estimates of foreign professional workers and undocumented Mexican migratory",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","workers employed temporarily in the United States.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","Note. Estimates in this table are based on the 1997 North American Industry Classification",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","System (NAICS).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
