"","Table 6#18D# Taxes on Corporate Income by Industry              ","F2","F3","F4","F5","F6","F7","F8","F9"
"44","37","  Retail trade","N3137C0",17146,17983,18237,17802,17936,21024
"45","38","  Transportation and warehousing","N3138C0",5569,4787,4417,2343,1916,3876
"46","39","    Air transportation","N3139C0",1812,1352,548,-717,NA,NA
"47","40","    Rail transportation","N3140C0",478,395,424,323,NA,NA
"48","41","    Water transportation","N3141C0",229,149,219,359,NA,NA
"49","42","    Truck transportation","N3142C0",824,783,687,419,NA,NA
"50","43","    Transit and ground passenger transportation","N3143C0",70,59,42,3,NA,NA
"51","44","    Pipeline transportation","N3144C0",316,263,242,251,NA,NA
"52","45","    Other transportation and support activities \2\","N3145C0",1755,1688,2129,1641,NA,NA
"53","46","    Warehousing and storage","N3146C0",85,98,126,64,NA,NA
"54","47","  Information","N3147C0",21460,26215,23704,8230,3131,8214
"55","48","    Publishing industries (includes software)","N3148C0",4930,8250,7276,4048,NA,NA
"56","49","    Motion picture and sound recording industries","N3149C0",948,519,165,127,NA,NA
"57","50","    Broadcasting and telecommunications","N3150C0",14462,15768,15390,4074,NA,NA
"58","51","    Information and data processing services","N3151C0",1120,1678,873,-19,NA,NA
"59","52","  Finance and insurance","N3191C0",69208,66135,68557,64360,64217,70551
"60","53","    Federal Reserve banks","N3153C0",26561,25410,25344,27089,NA,NA
"61","54","    Credit intermediation and related activities","N3192C0",11406,11478,12102,15600,NA,NA
"62","55","    Securities, commodity contracts, and investments","N3193C0",6429,11054,9950,7687,NA,NA
"63","56","    Insurance carriers and related activities","N3156C0",24720,17667,20287,12922,NA,NA
"64","57","    Funds, trusts, and other financial vehicles","N3157C0",92,526,874,1062,NA,NA
"65","58","  Real estate and rental and leasing","N3158C0",3113,2734,2540,2057,1629,2876
"66","59","    Real estate","N3159C0",2149,1997,1913,1524,NA,NA
"67","60","    Rental and leasing services and lessors of intangible assets \3\","N3160C0",964,737,627,533,NA,NA
"68","61","  Professional, scientific, and technical services","N3161C0",4857,4389,3655,1087,714,3406
"69","62","    Legal services","N3162C0",280,248,213,288,NA,NA
"70","63","    Computer systems design and related services","N3163C0",1822,1315,216,-718,NA,NA
"71","64","    Miscellaneous professional, scientific, and technical services \4\","N3164C0",2755,2826,3226,1517,NA,NA
"72","65","  Management of companies and enterprises \5\","N3165C0",20383,21197,26348,28069,30662,34354
"73","66","  Administrative and waste management services","N3168C0",2061,1613,1348,1525,1200,1966
"74","67","    Administrative and support services","N3169C0",1613,1429,1192,1385,NA,NA
"75","68","    Waste management and remediation services","N3170C0",448,184,156,140,NA,NA
"76","69","  Educational services","N3171C0",219,215,347,241,241,294
"77","70","  Health care and social assistance","N3172C0",2187,2124,1959,2210,2550,3259
"78","71","    Ambulatory health care services","N3173C0",886,810,726,913,NA,NA
"79","72","    Hospitals and nursing and residential care facilities","N3175C0",1125,1133,972,905,NA,NA
"80","73","    Social assistance","N3176C0",176,181,261,392,NA,NA
"81","74","  Arts, entertainment, and recreation","N3177C0",591,472,436,175,69,302
"82","75","    Performing arts, spectator sports, museums, and related activities","N3178C0",323,217,174,106,NA,NA
"83","76","    Amusements, gambling, and recreation industries","N3179C0",268,255,262,69,NA,NA
"84","77","  Accommodation and food services","N3180C0",2417,2797,2802,2093,1609,1757
"85","78","    Accommodation","N3181C0",954,1073,1083,614,NA,NA
"86","79","    Food services and drinking places","N3182C0",1463,1724,1719,1479,NA,NA
"87","80","  Other services, except government","N3183C0",957,769,792,640,420,723
"88","81","Rest of the world","B3174C0",0,0,0,0,0,0
"89",NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","1. NAICS crop and animal production.",NA,NA,NA,NA,NA,NA,NA,NA
"91","2. Consists of scenic and sightseeing transportation; transportation support activities;",NA,NA,NA,NA,NA,NA,NA,NA
"92","and couriers and messengers.",NA,NA,NA,NA,NA,NA,NA,NA
"93","3. Intangible assets include patents, trademarks, and franchise agreements, but not copyrights.",NA,NA,NA,NA,NA,NA,NA,NA
"94","4. Consists of accounting, tax preparation, bookkeeping, and payroll services; architectural,",NA,NA,NA,NA,NA,NA,NA,NA
"95","engineering, and related services; specialized design services; management, scientific, and",NA,NA,NA,NA,NA,NA,NA,NA
"96","technical consulting services; scientific research and development services; advertising and",NA,NA,NA,NA,NA,NA,NA,NA
"97","related services; and other professional, scientific, and technical services.",NA,NA,NA,NA,NA,NA,NA,NA
"98","5. Consists of bank and other holding companies.",NA,NA,NA,NA,NA,NA,NA,NA
"99","Note. Estimates in this table are based on the 1997 North American Industry Classification",NA,NA,NA,NA,NA,NA,NA,NA
"100","System (NAICS).",NA,NA,NA,NA,NA,NA,NA,NA
