"","Table 2#3#6U# Real Personal Consumption Expenditures by Major Ty","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211"
"29","20","    Financial services and insurance","DIFSRX0",575808,574604,578268,588627,590836,593001,598520,604864,608073,610343,626346,634719,643178,656840,665573,660154,651270,658093,658182,661121,663188,664768,660231,668233,660886,650897,651461,650569,647455,644794,637642,637769,640009,641331,643618,645259,640311,641085,639174,638145,638939,642677,651077,641480,638311,643043,645012,640895,639671,635519,636491,634228,640416,645813,644384,641945,648580,647439,649865,652612,659012,659307,661219,663222,661276,661095,666743,668577,671810,677182,683677,691680,687605,692013,695362,701316,701985,706399,707655,712347,711542,708519,709919,714372,717219,719343,718963,718120,721026,716073,714572,717501,720036,722003,726748,729172,731496,736041,738560,739322,743424,746908,748472,751993,740540,742707,748444,742526,745674,741632,739590,738372,739175,737399,738264,734199,744126,739330,727742,723570,721585,725220,724566,719774,718917,718391,718760,719609,719233,715036,711974,714397,718257,721761,724385,734073,739983,734388,733317,735131,737797,740013,743293,744753,745585,749366,748988,747123,746127,746454,749501,760085,748317,743519,740977,739816,735315,734305,728123,715142,707009,700375,694068,693099,692750,688708,691729,696061,701201,706400,709509,711423,714290,716458,712810,712488,716506,720012,722587,723592,719446,718752,717443,720134,717899,721784,724648,726392,725625,731432,723813,726909,726196,728417,727448,730127,730714,733263,730437,731150,727052,733354,733903,737877,736910,738606,735935,735132
"30","21","    Other services","DOTSRX0",709735,711505,712934,716295,714304,714096,714975,719082,719200,729291,731941,742618,743738,748235,757305,756728,771316,773942,776487,781007,784561,785601,785223,782949,788207,792736,793839,808447,807476,805150,806781,804990,815264,812772,810086,807145,808109,811236,806702,810420,808048,805926,803245,798500,806894,812732,814556,818341,825511,826078,827714,826814,823843,829368,835418,835984,832678,834109,836022,841468,844734,843369,840885,845299,849924,851804,851165,856979,856937,857155,855838,855688,855592,856595,857382,857244,855575,856741,858704,861163,864104,864515,870318,868428,867353,877281,880974,882117,884319,887202,883196,884705,888984,896892,899700,901610,900755,906925,904121,908801,906213,907319,905008,904823,906063,901246,903469,901389,906687,909581,903716,905344,896638,896252,899197,903124,905859,901417,906127,892982,891629,888858,884275,881044,871606,871634,873012,876304,876237,876651,879002,879570,879510,880108,881160,883309,884058,884896,885660,886371,885148,885963,886861,888041,892991,897720,898309,899797,899957,899513,904146,902621,906836,903479,903409,905234,916136,917450,915786,911200,912037,910512,913375,908609,916245,922600,918469,915551,909596,906170,910042,912271,913240,919537,918641,917744,919617,925216,926160,930638,927450,944054,940622,942298,946068,951637,956878,953950,963651,972653,972955,976670,973077,973676,976393,983126,987830,989575,990461,989328,992230,993282,994902,1001885,1002917,1006625,1005065,1006134
"31","22","  Final consumption expenditures of nonprofit institutions serving households (NPISHs) \1\","DNPIRX0",148001,147814,148407,148565,149416,149988,150186,150664,150674,150939,152843,153680,156723,157786,158570,157852,158656,159038,163105,164704,166172,168796,169975,170342,169795,170442,171913,173748,174529,175113,176076,177467,179290,180621,181276,182576,183907,184341,186620,188414,190514,192266,195607,198562,200284,201173,203729,204580,204316,203052,202994,204857,206909,207754,208253,207441,206720,208324,208025,207171,210468,211202,212034,210578,210340,210549,209893,210178,209522,210794,210743,207540,202941,202665,202359,206262,207973,209445,207656,208136,211565,216578,220857,222912,226251,228594,231833,233768,237741,239275,241066,241296,240968,238713,239662,240122,241012,240508,239931,237871,237206,237241,239307,240370,243734,250277,253496,253959,256063,259782,262787,266835,269053,272591,274974,277910,280443,287918,289250,285566,282731,277306,276751,273165,273138,272324,271609,274130,273948,278331,279702,279063,278504,278816,280395,281922,281672,281546,278343,277317,276573,275332,275109,273874,272973,271703,272373,272108,271596,275800,278078,280590,281207,276683,273332,275731,275268,281593,286088,291515,296255,296781,294388,294566,297868,303398,307252,307358,300864,297002,297157,293928,297056,297333,298423,299144,301144,305364,306459,304315,303867,303452,304012,304146,304863,305942,307156,308216,309885,306238,305426,306262,302110,299400,298571,300986,301832,300894,307672,311322,315459,316276,320161,321732,322414,323078,327713,327506
"32","23","    Gross output of nonprofit institutions \2\","DNPERX0",767690,769651,771825,772431,773631,775371,777585,779785,781447,784621,788465,790350,792054,794159,797384,799015,802083,805273,807967,811200,813938,817917,821958,824104,827586,829797,833951,836650,839212,841906,846958,851204,853966,858421,862362,868220,873808,877734,882507,888368,892403,897368,900844,905474,906864,908477,909410,909219,909914,909685,911266,912068,912562,913797,915426,915946,916416,916891,918217,920873,923805,926018,926952,928478,931958,936549,939213,942999,947302,952315,953490,951454,947071,947556,947949,952633,956094,959863,963862,966421,970611,972176,976582,979104,983222,986711,990200,992017,996220,999916,1002367,1004458,1005380,1006512,1009971,1011967,1015024,1015996,1019264,1017293,1017268,1017008,1019635,1022752,1025877,1030210,1031846,1034195,1039560,1044284,1046337,1048459,1049786,1053012,1056143,1059524,1062393,1067390,1068149,1067433,1068765,1068351,1069836,1070132,1071096,1072460,1073917,1075033,1075357,1076513,1075939,1073364,1070569,1071474,1075608,1080754,1083929,1087327,1087875,1091038,1092783,1095770,1097508,1097608,1094367,1092147,1093212,1095216,1095881,1096830,1094367,1093167,1096141,1099691,1103405,1110194,1115938,1122843,1124739,1121357,1124219,1127412,1132119,1134825,1136757,1136352,1137421,1135143,1130219,1128851,1132133,1137687,1141924,1142466,1141223,1143295,1147899,1156191,1159223,1152623,1141747,1136689,1138428,1146858,1153222,1158475,1160802,1162724,1167835,1175052,1178998,1183766,1181814,1180567,1181358,1182240,1182801,1184454,1185412,1186595,1190891,1193405,1195835,1198159,1200968,1204806,1211628,1214882
"33","24","    Less: Receipts from sales of goods and services by nonprofit institutions \3\","DNPSRX0",630539,632887,634434,634873,635028,636137,638257,639991,641778,644863,646442,647349,645078,645922,648355,651113,653344,656294,653631,654961,655926,656650,659420,661246,665800,667306,669784,670171,671871,673989,678149,680836,681317,684326,687699,692267,696496,700153,702207,706114,707630,710632,709887,710945,710170,710746,708424,707155,708285,709694,711475,709970,707938,708218,709351,710929,712337,710890,712662,716499,715619,717069,717075,720390,724308,728852,732397,736004,741246,744975,746245,747813,748564,749373,750125,750475,752094,754312,760519,762626,763029,758909,758599,758884,759369,760337,760294,759998,759879,761987,762530,764438,765753,769401,771906,773448,775604,777153,781137,781373,782068,781753,782176,784195,783705,781044,779256,781132,784317,785131,783996,781826,780809,780313,780966,781299,781551,778766,778188,781367,785702,790886,792978,796931,797948,800151,802343,800960,801480,798311,796404,794469,792231,792821,795390,799018,802399,805878,809487,813601,816039,820184,822115,823397,821057,820077,820487,822714,823857,820789,816193,812626,814971,822729,829559,833976,840020,840871,838540,830165,828579,831224,838032,840517,839395,833933,831443,829137,830276,832477,835560,843980,845249,845529,843302,844666,847328,851562,853520,849021,838756,834166,835343,843497,849079,853231,854382,855273,858730,869300,873977,877890,879944,881323,882910,881454,881195,883735,878156,875809,876080,877781,876425,877210,879333,882501,884742,888183
"34",NA,"Addenda:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","25","  PCE excluding food and energy \4\","DPCCRX0",6452852,6493645,6516360,6554190,6584919,6613176,6620190,6665232,6699370,6717190,6767855,6830965,6843421,6914103,6959679,6936631,6966146,6975464,6989287,7024202,7086631,7084794,7085895,7096960,7122389,7139797,7127890,7136206,7167104,7181331,7183911,7234480,7149845,7342426,7314371,7289970,7326211,7355293,7345574,7394367,7344198,7386893,7432216,7446134,7408916,7429182,7451472,7506499,7505702,7468248,7521866,7555290,7587244,7643928,7677386,7743652,7723502,7740032,7791485,7802342,7825013,7848703,7895613,7890999,7941103,7908684,7970945,7987642,8043261,8055872,8067541,8122072,8104383,8148759,8158344,8240752,8192680,8284631,8341478,8299989,8277402,8289840,8338075,8370754,8449953,8446628,8468374,8486542,8481522,8501902,8524257,8520553,8567679,8593706,8620279,8675300,8665517,8660235,8697568,8687945,8732733,8727247,8740346,8771704,8771476,8781227,8793561,8780261,8779940,8760149,8751228,8776857,8792104,8785868,8763059,8768514,8711420,8652424,8633396,8591126,8617867,8591781,8542037,8534417,8541636,8540212,8576150,8659567,8556122,8569330,8592451,8606971,8596603,8614678,8683679,8706040,8713838,8733408,8745493,8778243,8793483,8846372,8869326,8871902,8897430,8919418,8949702,8952659,8948641,8966193,8981790,8989389,9022143,9039478,9040990,9056622,9105189,9142065,9139538,9123704,9120203,9113867,9130852,9124776,9165561,9147803,9191199,9221556,9231956,9228083,9228173,9242065,9272818,9288259,9305249,9308056,9333285,9375204,9404961,9408288,9353425,9418858,9473384,9502054,9525744,9571177,9598413,9652486,9662493,9715269,9740967,9773694,9767246,9756045,9800454,9837151,9891039,9895680,9932733,9952063,9975841,10004033,10035753,10068570,10048815,10085438,10091458,10141629
"36","26","  Energy goods and services \5\","DNRGRX0",495854,484063,498281,500255,500629,510405,515854,505356,501638,506113,480244,501196,489613,485299,472998,490888,503911,504261,496419,506759,505570,497696,505516,541384,507439,506202,513092,494309,493065,481687,500705,490016,492914,500563,482928,490121,484828,492085,498035,496427,510258,504441,506251,507119,505555,517072,515352,511998,518505,512877,496816,520064,509202,495877,502089,513808,501383,509144,515817,516699,521444,520062,504450,517941,518098,512175,508090,506624,512672,515417,515888,514261,527123,509255,524798,515002,518225,516502,521158,522953,506596,512680,517544,522984,483973,509394,510640,506092,516652,508014,527380,509266,515652,527180,516699,501546,520508,534708,508010,538578,507508,506642,512158,519572,517524,497998,506358,506987,504637,499432,516353,510388,500835,491118,483348,481269,478619,495791,500192,493826,506604,492626,518270,508436,500428,492093,487233,503502,498692,503204,479734,504770,503260,504677,492204,487553,506200,507607,505908,508797,506210,501875,509465,514355,505603,493347,499334,488142,489889,489535,501684,490493,490534,496422,483069,476662,465812,472277,463176,486760,489251,490414,499794,492427,488823,485819,477933,473527,483283,493624,502654,500618,489002,494355,485698,482408,497755,484030,500234,501161,505116,510881,505533,501458,493235,490327,477218,491840,490679,487968,506773,495461,507540,529306,507473,503478,506383,510319,498817,514001,519800,503711,496924,489041,508885,514682,499040,520223
"37","27","  Market-based PCE \6\","DPCMRX0",6733321,6770165,6800796,6837373,6871336,6901998,6913492,6951518,6986194,6998001,7027342,7119197,7083674,7149451,7183072,7185584,7213875,7229823,7227723,7263583,7326965,7320135,7328018,7377470,7371207,7383039,7371075,7360944,7393403,7401157,7416126,7460846,7375186,7571710,7528081,7511144,7538242,7571142,7572228,7610663,7579367,7623676,7670572,7685950,7632985,7659328,7681612,7727007,7725317,7695340,7738149,7792342,7810453,7855266,7890161,7972130,7946307,7958630,8016202,8021333,8056602,8063889,8102397,8105201,8146906,8107752,8168694,8182780,8240752,8257639,8267226,8324549,8321236,8359878,8369810,8438777,8400915,8486000,8549023,8508904,8471135,8487049,8527967,8566904,8592585,8615902,8628849,8648989,8657935,8665612,8712544,8684205,8738861,8777834,8786593,8837253,8847021,8851292,8860330,8876378,8887585,8881577,8897460,8936653,8932745,8918815,8946570,8937824,8924216,8884991,8913658,8923942,8935719,8918408,8874567,8864877,8791484,8744833,8718708,8682761,8722578,8692611,8668087,8663776,8676874,8666627,8699416,8793118,8697412,8716039,8708261,8761230,8745446,8767823,8811083,8815160,8840335,8862573,8868323,8912247,8924055,8972941,9014572,9026232,9038289,9043882,9071438,9071531,9067644,9080434,9103581,9099703,9123194,9161842,9153749,9145558,9181437,9222439,9221373,9246529,9251053,9240673,9272147,9262685,9291623,9275269,9304423,9321340,9353961,9360330,9366604,9367361,9389982,9406935,9414946,9414154,9458541,9467604,9511547,9527882,9492848,9542503,9593517,9618206,9620762,9659249,9658859,9728172,9735874,9778674,9833739,9842205,9855276,9862264,9894137,9910768,9968565,9984030,9997733,10035228,10056099,10059520,10084693,10098652,10105361,10131233,10134148,10205255
"38","28","  Market-based PCE excluding food and energy \6\","DPCXRX0",5604091,5643552,5662884,5693580,5724417,5749657,5754641,5795505,5826983,5840051,5883024,5934207,5938594,5998373,6032168,6020568,6041125,6049328,6056566,6084170,6144352,6139276,6141558,6159433,6179162,6196484,6181548,6178650,6209246,6230391,6231196,6282547,6193028,6381976,6352551,6325600,6362103,6388837,6383848,6427299,6380498,6426502,6468788,6485825,6437176,6449944,6467819,6514334,6503935,6478748,6534511,6567780,6599019,6648601,6671379,6739054,6723850,6731032,6781383,6790429,6809896,6823230,6869417,6860249,6903396,6870546,6932398,6944352,6988542,7004039,7011830,7065684,7045777,7096302,7092650,7169263,7130402,7210015,7269830,7222943,7199878,7203612,7240773,7272484,7341991,7329248,7344536,7364878,7357895,7377749,7401067,7391373,7442406,7460596,7479796,7536565,7529050,7521388,7560443,7545665,7590460,7584626,7591050,7628134,7624992,7633382,7647689,7633519,7630068,7600371,7602369,7621764,7644440,7634779,7609437,7607510,7543171,7481827,7455794,7432019,7456507,7438567,7388376,7391945,7407512,7406140,7442716,7519692,7423121,7436301,7452972,7471824,7460760,7471522,7535065,7548886,7553152,7575171,7586801,7616006,7630817,7682928,7709154,7712114,7734983,7753740,7781364,7789509,7787373,7798777,7808570,7817982,7847956,7875193,7882212,7892809,7933014,7967253,7977232,7971834,7972182,7965374,7981948,7982744,8014113,7997391,8042756,8065822,8082575,8070587,8065605,8080736,8108083,8120190,8137194,8141896,8163460,8193475,8215522,8220013,8185501,8230527,8288852,8317240,8334785,8371389,8390237,8444243,8451657,8499953,8533916,8557066,8556799,8548712,8592359,8615003,8665295,8676794,8703551,8724314,8741532,8764776,8790680,8811394,8796236,8821146,8833721,8881461
"39",NA,"Personal consumption expenditures by major function (From NIPA table 2.5.x):"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","29","      Personal consumption expenditures","DPCERX0",7581988,7620036,7654051,7697835,7731553,7765196,7778750,7820894,7858175,7874804,7911907,8015722,7988532,8065251,8110795,8101606,8138970,8156006,8160620,8203847,8269363,8265838,8272492,8314869,8314441,8326328,8317441,8318730,8351418,8352135,8368848,8412678,8332216,8531940,8489860,8475597,8502356,8537567,8533815,8577646,8542951,8583781,8633641,8645813,8604676,8638557,8665263,8719239,8727273,8684857,8725450,8779627,8798463,8850430,8896087,8976421,8945652,8967426,9026001,9033016,9071466,9089273,9128506,9135873,9184593,9145937,9207276,9226151,9295577,9309518,9322996,9380997,9379835,9412320,9435511,9510371,9463236,9560746,9620799,9586053,9548848,9573374,9625386,9665257,9701071,9733564,9753040,9771060,9781855,9790160,9836027,9813747,9864545,9911254,9927500,9976472,9983784,9990307,9997878,10018826,10030329,10024656,10047134,10080667,10079672,10067271,10093027,10085096,10074671,10045252,10062976,10079540,10084102,10070180,10028823,10026435,9960032,9915582,9896460,9842129,9884201,9846152,9822143,9806635,9811389,9801108,9833279,9933442,9830870,9849502,9848141,9896771,9881683,9911324,9960059,9972673,10001339,10021156,10027369,10074814,10087066,10136787,10175160,10186435,10201167,10209985,10240217,10235211,10229472,10248346,10277219,10271585,10297898,10326835,10313340,10310154,10354374,10398032,10384659,10399456,10400175,10390260,10422160,10405938,10444258,10426859,10454260,10478495,10504861,10519199,10530468,10530133,10556219,10576500,10584609,10582005,10629954,10650993,10702488,10717588,10662305,10732195,10779648,10804701,10813497,10860805,10868899,10938330,10948607,10996022,11042802,11060992,11067795,11071541,11104376,11135149,11196533,11205120,11229309,11265224,11292660,11301298,11332321,11358515,11360314,11397986,11394444,11467731
"41","30","Household consumption expenditures \7\","DPHCRX0",7440756,7479124,7512575,7556323,7589190,7622297,7635670,7677422,7714836,7731232,7766286,7869552,7838758,7914555,7959383,7951004,7987595,8004267,8004115,8045658,8109734,8103099,8108388,8150524,8150751,8161915,8151213,8150296,8182201,8182214,8197844,8240213,8157137,8356246,8313176,8297279,8322563,8357425,8350894,8392786,8355394,8394323,8440421,8449143,8405799,8438805,8462646,8515885,8524296,8483211,8524050,8576296,8592863,8644065,8689331,8770872,8740830,8760868,8819966,8827961,8862832,8879868,8918282,8927270,8976376,8937390,8999603,9018211,9088526,9101112,9114674,9176268,9180113,9212974,9236554,9307330,9258225,9354359,9416504,9381155,9340143,9359295,9406791,9444531,9476822,9506864,9522895,9538874,9545431,9552122,9596172,9573623,9624854,9674040,9689306,9737872,9744252,9751324,9759521,9782691,9794908,9789178,9809492,9841941,9837367,9818068,9840489,9832044,9819388,9786058,9800664,9813040,9815305,9797711,9753873,9748471,9679413,9627281,9606784,9556222,9601267,9568747,9545310,9533440,9538237,9528784,9561680,9659336,9556973,9571274,9568577,9617809,9603276,9632590,9679752,9690872,9719756,9739676,9748990,9797395,9810359,9861245,9899800,9912259,9927845,9937876,9967420,9962662,9957414,9972225,9998879,9990846,10016533,10049732,10039450,10033977,10078535,10116130,10098544,10108206,10104468,10094073,10128152,10111794,10146972,10124462,10148216,10172318,10204694,10222606,10233726,10236438,10259536,10279528,10286595,10283314,10329297,10346321,10396697,10413794,10359003,10429195,10476050,10500942,10509037,10555254,10562170,10630506,10639158,10690074,10737626,10754983,10765890,10772336,10805998,10834361,10894899,10904423,10921839,10954103,10977394,10985210,11012324,11036942,11038049,11075067,11066774,11140317
"42","31","  Food and beverages purchased for off-premises consumption","DFXARX0",654415,657963,659725,663509,665482,663489,666269,669486,674689,669808,673466,699180,665947,674106,683163,683957,681326,688943,685348,684856,687843,692778,691940,694375,695263,689985,687482,695728,698163,693635,692293,692801,696288,693913,693126,699018,691983,692444,694558,689485,696202,697641,699919,697066,694957,699753,705116,705251,708977,709066,708722,710009,704624,709150,716251,720065,719890,718451,719394,714480,726371,721097,726061,726891,724619,723853,725842,729222,737406,736119,737473,742240,747528,751599,750818,751826,750061,756552,754690,759981,763340,768756,767249,768952,766794,775931,772185,777110,781547,778650,780529,782743,779148,788362,788506,798347,795725,792733,790996,788104,789258,790003,793353,787181,788830,788844,792842,797505,789846,786050,791941,790214,791483,796373,787652,782776,776291,768404,763668,757699,760385,761258,762701,764033,769049,768486,769836,770043,775808,776441,777065,784394,781452,791799,785138,780280,781341,780086,775953,787834,787705,789569,796737,799755,799039,800270,793257,799125,795127,797092,795445,796129,790124,794618,796095,785415,794777,794184,794730,796064,797269,792210,796134,794539,797015,800898,795299,794818,799042,804579,804832,793508,802924,801675,803255,801777,806386,802315,805144,815833,810014,808280,808202,809787,804964,810741,807499,806065,807804,806238,806459,804342,805028,799093,808113,806271,811077,811182,809800,811177,809248,805262,811130,811880,815572,811428,814743,819551
"43","32","  Clothing, footwear, and related services","DCAFRX0",257701,260654,263771,261322,263299,264158,263282,265348,265407,264804,265105,266369,264976,269404,274392,273863,276762,274753,274616,277689,281465,279191,280819,280081,280401,276545,269902,278253,277783,275321,277685,281510,270682,278869,280788,283157,284280,283611,283308,284520,280953,285274,283648,281887,279682,290648,287523,291021,290028,284506,291820,292458,296749,298831,301231,302227,302797,299218,302797,305906,306576,308815,313596,305391,308364,304409,306828,308755,311048,313750,312791,317215,316030,323292,316099,324688,322223,327224,323799,325748,321837,333408,332287,332991,335205,336580,332397,334908,330296,332034,335748,332304,338779,339171,334842,342529,342297,335789,344024,336765,342211,341967,343267,342937,341860,340965,343266,339679,339233,337850,338221,344751,347176,350911,348387,342737,330194,327580,330523,326701,329369,327257,315365,317589,320087,315800,319726,322892,319873,324638,323103,323607,327638,329259,335026,337367,335652,334643,333139,338567,338325,342666,350158,347556,346718,350885,351742,353654,351976,353327,349307,343038,350852,349236,350694,350722,350964,359264,357915,349141,349406,352057,353509,356758,356362,351542,352993,353044,360052,353409,357846,359879,359878,359030,359641,355420,357497,362128,356276,356543,353051,356146,359281,364586,360515,361099,363077,366396,364578,366125,374547,372249,370545,368911,370667,370938,379324,377011,377333,376529,377242,376259,377080,378103,379087,374099,375914,380653
"44","33","  Housing, utilities, and fuels","DHUFRX0",1560850,1554420,1570960,1572839,1575596,1584670,1592358,1592479,1594216,1595319,1585455,1595623,1601196,1600814,1593215,1610063,1621915,1631769,1627138,1637614,1641356,1641305,1656920,1685783,1663709,1669185,1678961,1665338,1670016,1669564,1674603,1674398,1675284,1682500,1664122,1672557,1670500,1671138,1677756,1678085,1685841,1679230,1684600,1682861,1684215,1697747,1694388,1691660,1702732,1699771,1686183,1709652,1703047,1692372,1704918,1708531,1703851,1712821,1718286,1725499,1729801,1735906,1718266,1738089,1739159,1741790,1745736,1745086,1757531,1762450,1769791,1776802,1781148,1780593,1804099,1796998,1809291,1819932,1823761,1828377,1827609,1824047,1828433,1841833,1798641,1834017,1844444,1839579,1855598,1850614,1870748,1856345,1854430,1867310,1853515,1837688,1861095,1876264,1850616,1880010,1854368,1858638,1859883,1877952,1869726,1856044,1870595,1861876,1868362,1880584,1878164,1880223,1879432,1878185,1876045,1865891,1877950,1887360,1899102,1894732,1902224,1886143,1909246,1905822,1900289,1901306,1897683,1907597,1908834,1918822,1897618,1927582,1922284,1926809,1911048,1904708,1923128,1926701,1927975,1930199,1927901,1925811,1940308,1950307,1942676,1930139,1943548,1935987,1944155,1945453,1959049,1954532,1953408,1958317,1949929,1940293,1926544,1935450,1923849,1946319,1949499,1951787,1966913,1952905,1951879,1946313,1946489,1936886,1943130,1953750,1965644,1962045,1950129,1953299,1943310,1948155,1954852,1950297,1966660,1974650,1993441,1981169,1985264,1981087,1976874,1973130,1958564,1972737,1980342,1970308,1991490,1979265,1993486,2014834,1991281,1993021,1991392,1998510,1989009,2000676,2007001,1996988,1990430,1985224,2003713,2007574,1994095,2013452
"45","34","  Furnishings, household equipment, and routine household maintenance","DFHHRX0",303530,308481,311131,308097,312431,314587,313776,318721,322274,323077,324881,330644,329178,332892,335787,334471,336922,336332,336077,337985,339002,340471,338643,336874,344609,340336,340010,342479,344078,343479,345362,347386,340310,346278,350091,354070,355510,358293,359226,359449,359911,359468,358750,360930,360023,363005,366418,368212,368263,362459,372218,372252,380418,384426,386902,392111,394380,395240,400236,400353,401525,402416,411503,409195,410251,411517,417969,417328,418210,418718,420130,426450,425044,427165,425371,431751,427186,435466,433231,438017,440877,446419,446105,444124,454775,453757,454751,452059,448674,450624,450815,451837,453314,451975,450715,455397,459849,455141,458049,455715,458301,455111,458346,459790,458676,457990,460918,458499,455687,449615,448527,454222,454862,455585,452699,445291,433237,429871,426290,420236,417425,415157,406000,406473,406872,405057,406070,408649,407946,410584,411966,415545,415039,419614,425103,429926,428707,427289,427135,432041,432594,433776,439971,441050,439006,442313,448359,450653,448374,450356,451827,453302,456023,457040,459696,460128,465378,465987,467359,462631,465796,463116,465936,467091,469836,467896,472791,480935,480913,481450,482512,482384,484762,487064,491576,493433,496733,497926,499089,499047,492973,503182,507953,513630,513702,515828,516942,522332,523219,523358,528698,530986,531956,527902,535452,531768,538813,539223,543951,546209,546623,547831,550422,552212,551915,554803,556300,560036
"46","35","  Health","DHLTRX0",1384402,1387754,1388189,1391722,1395119,1396157,1393449,1406288,1412307,1420445,1434482,1442272,1422919,1425016,1442099,1455864,1463016,1466957,1466203,1474229,1481129,1485758,1491667,1506862,1502835,1509693,1514178,1514869,1529969,1532558,1545948,1558438,1557996,1575259,1579703,1590848,1605510,1610822,1616513,1622783,1624578,1640778,1641477,1640195,1648557,1651992,1656677,1655604,1663002,1669325,1676628,1678083,1672207,1691232,1692956,1702679,1704359,1706009,1719372,1720334,1721240,1716430,1730520,1738458,1746280,1751977,1760772,1768007,1777508,1782726,1784570,1786593,1789487,1797337,1792217,1799307,1803444,1807734,1817773,1824673,1829260,1826589,1826546,1835529,1839139,1844806,1850909,1857811,1861385,1867065,1869720,1874666,1878709,1887207,1896765,1904985,1903846,1906871,1916148,1916742,1919209,1925772,1930131,1937570,1935646,1935819,1939511,1940254,1953792,1958470,1959915,1961969,1966586,1963708,1968656,1969868,1972437,1972627,1975460,1978991,1983877,1989949,1990980,1998945,2001722,2004437,2009332,2007831,2012206,2009858,2002430,1999447,1993778,1997254,2004808,2011680,2013451,2026989,2033454,2038846,2044679,2051367,2056270,2057754,2066659,2064846,2067996,2069888,2074549,2077951,2073764,2075627,2077543,2087289,2098269,2107401,2120639,2126293,2127302,2121308,2115794,2113686,2119467,2119147,2118539,2117967,2124444,2124202,2125426,2124643,2125309,2141723,2146982,2151338,2157486,2163901,2170687,2180756,2186353,2189622,2177432,2176723,2187151,2200591,2216334,2226365,2232767,2242899,2252664,2269435,2277732,2290361,2298137,2299365,2306311,2311759,2317551,2330336,2337883,2344413,2350432,2361604,2361279,2363751,2362552,2371438,2375477,2381497
