"","Table 6#17A# Corporate Profits Before Tax by Industry","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23"
"41","34","      Rubber products","Q3034C0",30,-40,-15,-21,10,1,17,41,26,18,58,62,157,182,288,293,243,317,222,247
"42","35","      Leather and leather products","Q3035C0",52,-12,-19,-23,47,28,51,50,26,11,48,44,102,140,157,143,139,236,222,139
"43","36","  Transportation and public utilities","Q567RC0",1841,1108,489,177,200,420,465,727,847,537,1018,1353,2094,3500,4459,3906,2791,2104,2573,3282
"44","37","    Transportation","Q512RC0",1014,429,-92,-304,-213,-152,-86,90,67,-178,163,336,912,2112,2905,2361,1326,565,1182,1666
"45","38","      Railroad transportation","Q3038C0",773,278,-159,-333,-280,-259,-190,-50,-68,-256,-17,77,513,1595,2298,1791,876,103,709,1155
"46","39","      Local and interurban passenger transit","Q3039C0",51,42,1,-12,-1,-5,-28,3,-21,-52,-33,6,27,182,285,252,201,159,69,80
"47","40","      Trucking and warehousing","Q3040C0",43,29,19,12,19,21,24,24,22,31,51,35,59,80,71,65,50,109,138,179
"48","41","      Water transportation","Q3041C0",54,21,6,-6,15,22,34,41,49,18,52,90,155,107,99,89,79,122,172,135
"49","42","      Transportation by air","Q3042C0",-6,-19,-9,-2,-2,-6,-3,0,-2,-1,8,12,20,34,34,41,34,-20,-37,2
"50","43","      Pipelines, except natural gas","Q3043C0",86,68,41,30,24,68,69,66,80,72,86,84,93,58,60,63,45,42,56,64
"51","44","      Transportation services","Q3044C0",13,10,9,7,12,7,8,6,7,10,16,32,45,56,58,60,41,50,75,50
"52","45","    Communication","Q513RC0",309,253,236,165,136,162,186,210,227,219,274,291,327,460,535,584,532,406,297,455
"53","46","      Telephone and telegraph","Q3046C0",287,256,238,164,138,153,173,190,205,203,253,262,292,428,483,514,468,346,242,409
"54","47","      Radio and television broadcasting","Q3047C0",22,-3,-2,1,-2,9,13,20,22,16,21,29,35,32,52,70,64,60,55,47
"55","48","    Electric, gas, and sanitary services","Q514RC0",518,426,345,316,277,410,365,427,553,496,581,726,855,928,1019,961,933,1133,1094,1161
"56","49","      Utilities: electric and gas","B3078C0",483,397,327,291,241,379,334,403,527,478,557,699,824,900,970,921,901,1105,1031,NA
"57","50","      Local utilities and public services, n.e.c.","B3079C0",35,29,18,25,36,31,31,24,26,18,24,27,31,28,49,40,32,28,63,NA
"58","51","  Wholesale trade","Q510RC0",406,53,-86,-147,164,322,345,527,449,237,436,569,1107,1168,1285,1306,1317,2492,2743,2480
"59","52","  Retail trade and automobile services","Q511RC0",647,207,-41,-273,155,425,488,678,619,394,619,771,1314,1651,1963,2035,2165,3256,3576,3500
"60","53","  Finance, insurance, and real estate","Q3051C0",1755,767,470,358,460,232,315,777,801,964,986,1158,1360,1498,1713,2054,2120,2753,2590,3392
"61","54","    Banking","A3052C0",1003,796,675,576,536,422,466,529,570,549,569,630,703,689,869,1066,1208,1387,1346,1593
"62","55","    Security and commodity brokers, and services","Q3056C0",223,-178,-212,-43,-93,7,-11,32,-49,-9,14,4,2,-3,15,21,39,26,5,6
"63","56","    Credit agencies (other than banks) and holding and other investment companies","Q3059C0",154,-31,-47,-55,-79,-127,-86,-50,-14,-14,2,102,179,214,157,143,149,208,280,376
"64","57","    Insurance carriers","B3055C0",237,137,140,181,426,237,189,362,341,423,372,355,312,428,417,490,353,525,246,702
"65","58","    Insurance agents, brokers, and service","Q3057C0",34,26,27,28,22,26,23,23,22,22,24,27,36,31,26,27,24,48,65,69
"66","59","    Real estate","Q3058C0",104,17,-113,-329,-352,-333,-266,-119,-69,-7,5,40,128,139,229,307,347,559,648,644
"67","60","  Services","Q3061C0",337,262,74,-71,-2,109,133,187,196,148,161,192,301,433,699,731,781,1005,846,711
"68","61","    Hotels and other lodging places","Q3062C0",12,-3,-23,-33,-30,-22,-22,-23,-21,-28,-20,-7,1,35,95,101,109,133,121,124
"69","62","    Personal services","Q3063C0",34,28,16,4,13,23,24,27,25,13,18,21,30,45,56,62,56,74,82,73
"70","63","    Business services","Q3064C0",61,54,25,13,12,35,37,40,40,33,43,44,58,59,72,82,88,119,134,139
"71","64","    Miscellaneous repair services","Q3066C0",6,5,2,2,2,5,3,5,4,2,2,3,8,12,13,13,7,8,14,13
"72","65","    Motion pictures","Q3067C0",178,157,62,-30,22,68,83,118,124,114,94,105,163,219,372,385,416,484,330,198
"73","66","    Amusement and recreation services","Q3068C0",15,2,-11,-20,-14,1,6,13,15,9,14,16,22,23,39,49,75,103,77,65
"74","67","    Other services","Q3069C0",31,19,3,-7,-8,-1,3,8,9,6,10,10,18,39,52,39,30,84,88,76
"75","68","      Health services","ZZZZZZ1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","69","      Legal services","ZZZZZZ1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","70","      Educational services, n.e.c.","ZZZZZZ1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","71","      Social services and membership organizations","ZZZZZZ1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","72","Rest of the world \4\","B394RC0",232,137,-4,-34,-2,60,159,104,272,301,324,266,391,378,372,423,342,691,986,1261
"80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","1. Included in anthracite mining (line 8).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2. Included in lumber and basic timber products (line 15).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","3. Included with iron and steel and their products, including ordnance (line 18).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","4. Consists of receipts by all U.S. residents, including both corporations and persons, of dividends",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","from foreign corporations, and, for U.S. corporations, their share of reinvested earnings of their incorporated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","foreign affiliates, and earnings of unincorporated foreign affiliates, net of corresponding payments.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","Receipts by U.S. residents of their share of reinvested earnings of their incorporated foreign affiliates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","are not included from 1930 to 1936; corresponding payments are not included from 1930 to 1939.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","Note. Estimates in this table are based on the 1942 Standard Industrial Classification (SIC).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
