"","Table 1#5#4# Price Indexes for Gross Domestic Product, Expanded ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44"
"11","4","    Durable goods","DDURRG3",30.693,28.896,25.801,22.733,22.181,23.513,23.38,23.515,24.483,24.465,24.169,24.413,26.219,30.694,33.48,37.637,39.81,41.454,45.087,47.395,47.719,47.961,51.175,51.494,51.09,49.97,49.777,50.977,52.852,53.813,54.667,54.461,54.599,54.833,55.043,55.291,54.838,54.718,55.597,57.379,58.996
"12","5","      Motor vehicles and parts","DMOTRG3",12.276,11.826,11.031,10.352,9.705,10.164,10.015,10.061,10.315,10.723,10.477,10.494,11.407,14.614,15.391,16.531,16.799,21.028,23.105,24.892,25.764,25.835,27.157,28.275,27.741,26.78,27.091,28.322,30.107,31.246,32.796,32.182,32.364,32.891,33.15,33.421,33.147,32.923,33.372,34.522,35.217
"13","6","      Furnishings and durable household equipment","DFDHRG3",25.25,24.281,21.564,18.61,18.664,20.17,20.298,20.437,21.803,21.411,21.25,21.456,23.064,26.665,30.488,35.024,38.002,38.143,40.827,42.546,41.538,42.265,46.579,46.111,46.191,45.973,45.632,46.009,46.782,46.685,46.714,47.127,47.285,47.228,47.252,47.304,46.999,47.388,48.454,50.357,52.156
"14","7","      Recreational goods and vehicles","DREQRG3",262.491,218.646,173.305,142.445,132.846,137.818,136.379,134.849,138.279,137.726,134.458,136.542,139.38,158.735,158.963,172.998,177.752,182.224,210.34,222.527,230.918,228.884,233.624,225.504,222.64,215.489,208.764,211.121,218.566,224.551,218.085,219.572,218.396,216.002,215.571,212.959,210.024,207.694,208.951,213.05,217.957
"15","8","      Other durable goods","DODGRG3",19.184,18.836,17.986,16.169,16.212,16.827,16.504,16.855,17.01,16.452,16.588,17.078,18.583,21.434,22.51,25.132,26.127,26.116,27.597,27.905,27.768,27.369,29.049,28.982,29.114,28.515,28.156,28.451,28.638,28.673,28.808,28.888,28.828,28.705,28.857,29.596,29.445,29.436,30.137,30.799,32.324
"16","9","    Nondurable goods","DNDGRG3",11.234,10.651,9.106,7.807,7.767,8.591,8.878,8.91,9.22,8.766,8.627,8.702,9.436,10.984,12.291,13.007,13.578,14.711,16.61,17.627,17.053,17.095,18.561,18.76,18.695,18.739,18.617,18.884,19.438,19.911,19.94,20.178,20.263,20.373,20.576,20.851,21.227,21.906,22.306,23.11,24.109
"17","10","      Food and beverages purchased for off-premises consumption","DFXARG3",10.132,9.479,7.652,6.256,6.286,7.067,7.628,7.642,7.876,7.277,7.203,7.246,8.017,9.59,11.047,11.343,11.689,12.901,14.855,15.588,14.956,15.027,16.611,17.013,16.682,16.668,16.364,16.482,16.982,17.69,17.507,17.654,17.743,17.877,18.065,18.43,18.802,19.595,19.62,20.215,21.121
"18","11","      Clothing and footwear","DCLORG3",27.859,26.591,23.231,19.081,19.446,22.545,22.147,22.175,23.34,22.772,22.242,22.494,24.701,29.593,33.071,37.349,40.604,43.969,47.474,50.391,48.221,47.836,52.015,51.135,51.015,51.141,51.003,51.972,52.745,52.97,53.423,54.139,54.452,54.615,55.094,55.613,56.098,57.648,60.024,63.416,66.846
"19","12","      Gasoline and other energy goods","DGOERG3",6.458,6.246,5.552,5.419,5.304,5.593,5.546,5.694,5.808,5.704,5.508,5.514,5.769,6.11,6.324,6.459,6.449,6.704,7.533,8.576,8.703,8.799,9.044,9.208,9.56,9.715,9.819,10.125,10.591,10.473,10.621,10.809,10.822,10.877,10.904,10.803,11.172,11.437,11.81,12.026,12.395
"20","13","      Other nondurable goods","DONGRG3",10.175,9.815,9.351,8.833,8.391,8.603,8.593,8.552,8.854,8.71,8.627,8.785,9.056,9.899,10.567,11.18,11.562,12.096,13.763,14.528,14.211,14.274,15.203,15.261,15.488,15.53,15.69,15.959,16.47,16.868,17.143,17.409,17.451,17.508,17.751,18.015,18.265,18.63,19.086,19.817,20.55
"21","14","  Services","DSERRG3",7.24,7.033,6.537,5.906,5.535,5.464,5.584,5.675,5.886,5.891,5.876,5.922,6.131,6.564,6.974,7.295,7.533,7.99,8.573,9.025,9.179,9.415,9.878,10.239,10.637,10.905,11.093,11.359,11.691,11.978,12.301,12.628,12.856,13.101,13.302,13.55,13.804,14.205,14.677,15.312,16.109
"22","15","    Household consumption expenditures (for services)","DHCERG3",6.95,6.754,6.283,5.669,5.307,5.224,5.342,5.427,5.625,5.636,5.62,5.666,5.864,6.275,6.665,6.971,7.198,7.625,8.158,8.582,8.73,8.95,9.381,9.735,10.12,10.374,10.55,10.796,11.106,11.378,11.688,12.038,12.258,12.494,12.685,12.929,13.167,13.545,13.996,14.604,15.359
"23","16","      Housing and utilities","DHUTRG3",11.55,11.242,10.659,9.662,8.781,8.112,8.137,8.271,8.579,8.795,8.777,8.8,8.917,9.107,9.155,9.226,9.322,9.478,9.782,10.304,10.603,10.924,11.344,11.783,12.319,12.654,12.849,13.043,13.275,13.53,13.749,14.008,14.195,14.347,14.5,14.628,14.753,14.957,15.214,15.562,16.061
"24","17","      Health care","DHLCRG3",2.608,2.615,2.431,2.142,2.111,2.188,2.314,2.362,2.426,2.474,2.457,2.535,2.598,2.764,2.983,3.204,3.347,3.631,4.023,4.249,4.309,4.4,4.601,4.828,5.057,5.233,5.417,5.61,5.842,6.069,6.243,6.663,6.813,6.986,7.183,7.428,7.659,8,8.51,9.046,9.684
"25","18","      Transportation services","DTRSRG3",7.742,7.68,7.292,6.729,6.345,6.469,6.612,6.575,6.538,6.585,6.61,6.492,6.612,7.013,7.171,7.132,7.224,7.467,8.023,8.606,9.198,9.611,10.298,10.681,11.181,11.557,11.833,12.235,12.689,13.052,13.435,13.735,14.136,14.441,14.503,14.694,14.948,15.219,15.788,16.5,17.516
"26","19","      Recreation services","DRCARG3",6.955,6.825,6.52,6.207,5.853,5.897,5.981,6.097,6.32,6.437,6.38,6.436,6.669,7.022,7.541,8.469,8.89,9.465,10.197,10.569,10.757,10.845,11.205,11.613,12.144,12.672,13.095,13.485,13.984,14.512,14.859,15.411,15.838,16.215,16.566,17.029,17.376,17.833,18.458,19.446,20.272
"27","20","      Food services and accommodations","DFSARG3",6.322,5.933,5.118,4.321,4.179,4.497,4.836,4.844,5.016,4.781,4.684,4.739,5.167,6.039,6.775,7.066,7.302,8.122,9.066,9.479,9.224,9.387,10.092,10.318,10.228,10.343,10.32,10.437,10.781,11.055,11.45,11.759,11.996,12.294,12.559,12.754,13.006,13.508,14.257,15.001,15.899
"28","21","      Financial services and insurance","DIFSRG3",7.474,7.301,6.638,5.909,5.636,5.836,6.088,6.363,6.641,6.483,6.435,6.618,6.793,7.256,7.585,7.9,8.2,9.067,9.453,9.947,10.127,10.325,10.452,11.087,12.347,12.791,13.172,13.59,14.045,14.263,15.079,15.739,16.271,16.941,16.96,17.67,18.12,19.212,19.653,21.108,22.995
"29","22","      Other services","DOTSRG3",5.861,5.654,5.242,4.821,4.604,4.672,4.725,4.799,5.041,5.006,5.064,5.105,5.34,5.815,6.492,7.171,7.623,7.976,8.522,8.949,9.148,9.369,9.85,10.211,10.588,10.765,10.934,11.312,11.693,12.004,12.349,12.693,12.838,13.047,13.33,13.627,13.977,14.381,14.84,15.497,16.247
"30","23","    Final consumption expenditures of nonprofit institutions serving households (NPISHs) \1\","DNPIRG3",24.654,23.712,21.68,20.146,19.389,20.457,20.61,21.168,22.275,21.687,21.722,21.694,22.743,24.678,26.473,27.682,28.638,31.591,36.748,39.586,39.925,41.516,44.994,45.09,45.902,47.061,48.274,50.511,52.792,54.166,55.154,51.448,51.982,52.718,53.562,53.771,55.275,57.306,59.156,61.401,65.295
"31","24","      Gross output of nonprofit institutions \2\","DNPERG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.841,10.09,10.28,10.474,10.727,10.987,11.307,11.7,12.237,12.883,13.728
"32","25","      Less: Receipts from sales of goods and services by nonprofit institutions \3\","DNPSRG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.658,6.095,6.236,6.368,6.546,6.768,6.968,7.204,7.578,8.025,8.558
"33","26","Gross private domestic investment","B006RG3",13.804,13.214,12.094,10.226,9.37,9.394,9.28,9.387,10.083,9.787,9.722,9.958,10.68,11.822,12.397,12.884,13.234,14.441,17.101,18.491,18.721,19.107,20.809,21.182,21.232,21.381,21.709,22.95,23.713,23.794,24.019,24.158,24.111,24.137,24.071,24.228,24.601,25.104,25.748,26.715,27.995
"34","27","  Fixed investment","B007RG3",10.281,9.862,9.126,8.068,7.885,8.264,8.309,8.405,9.107,9.221,9.179,9.406,10.091,11.078,11.654,12.135,12.518,13.746,16.08,17.426,17.759,18.155,19.7,20.169,20.346,20.498,20.848,22.041,22.795,22.889,23.117,23.261,23.208,23.235,23.178,23.339,23.72,24.218,24.872,25.87,27.156
"35","28","    Nonresidential","B008RG3",13.151,12.538,11.678,10.575,10.315,10.65,10.768,10.78,11.638,11.714,11.61,11.868,12.638,13.986,14.601,15.044,15.433,16.98,19.653,21.295,21.769,22.222,24.298,24.828,25.066,25.299,25.677,27.59,28.937,29.142,29.536,29.712,29.592,29.619,29.626,29.819,30.151,30.615,31.363,32.481,33.85
"36","29","      Structures","B009RG3",3.838,3.633,3.324,2.885,2.915,2.924,3.06,3.055,3.471,3.405,3.368,3.422,3.662,4.086,4.441,4.539,4.74,5.309,6.436,7.16,7.135,7.224,8.056,8.27,8.432,8.33,8.497,9.223,9.619,9.465,9.516,9.505,9.447,9.522,9.603,9.74,10.023,10.384,10.707,11.245,11.985
"37","30","      Equipment","Y033RG3",23.083,22.158,21.002,19.809,19.032,20.105,19.927,19.896,21.035,21.541,21.314,21.885,23.277,25.6,25.734,26.229,26.671,29.197,33.076,35.462,36.873,37.802,41.013,41.84,41.93,42.934,43.353,46.578,49.2,50.159,51.078,51.509,51.229,50.987,50.722,50.694,50.76,50.924,52.089,53.519,55.032
"38","31","        Information processing equipment","Y034RG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,370.672,422.183,431.403,434.478,443.842,470.374,462.026,460.428,464.949,470.331,483.686,507.117,512.986,517.586,515.101,508.071,496.315,478.589,470.5,458.156,434.458,428.352,424.848,428.338
"39","32","          Computers and peripheral equipment","B935RG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,755989.279,593570.088,438509.198,311056.361,204300.007,170899.943,141215.66,98982.178,80422.922,68628.773,62138.19
"40","33","          Other","A937RG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.223,50.368,51.468,51.835,52.952,56.117,55.121,54.931,55.47,56.112,57.706,60.501,61.201,61.79,61.868,61.904,61.698,62.052,62.474,62.535,63.264,65.183,66.888,69.127
"41","34","        Industrial equipment","A680RG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.174,8.856,9.597,10.058,10.47,11.808,11.883,12.22,12.446,12.901,14.249,15.315,15.677,16.033,16.353,16.218,16.217,16.268,16.413,16.658,17.1,17.843,18.592,19.221
"42","35","        Transportation equipment","A681RG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.371,15.503,16.611,17.38,17.689,18.811,19.934,19.189,20.034,19.64,21.561,22.531,22.857,23.334,23.298,23.248,22.997,22.89,22.689,22.628,22.605,22.972,23.608,24.325
"43","36","        Other equipment","A862RG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.583,11.101,11.999,12.444,12.726,13.759,13.863,14.133,14.343,14.501,15.007,15.737,16.107,16.356,16.586,16.593,16.767,16.885,17.037,17.193,17.586,18.178,18.856,19.526
"44","37","      Intellectual property products","Y001RG3",15.76,15.088,14.136,12.845,11.95,12.163,12.36,12.657,13.149,13.087,13.154,13.36,14.124,15.692,17.332,18.827,19.345,20.375,22.372,23.532,23.574,24.126,25.609,25.933,26.386,26.558,27.238,28.257,29.155,29.861,30.347,30.81,31.01,31.161,31.201,31.682,31.905,32.389,32.883,34.032,35.531
"45","38","        Software \4\","B985RG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.802,146.754,144.152,138.615,133.361,134.452,131.03,126.852,125.248,125.413,126.548
"46","39","        Research and development \5\","Y006RG3",10.433,10.024,9.19,7.904,7.311,7.566,7.813,8.079,8.479,8.186,8.349,8.499,9.414,11.024,12.65,13.552,13.797,14.319,15.582,16.615,16.331,16.948,18.442,18.593,18.807,18.717,19.058,19.816,20.267,20.523,20.889,21.05,21.039,21.052,20.996,21.097,20.957,21.059,21.185,21.631,22.463
"47","40","        Entertainment, literary, and artistic originals","Y020RG3",9.001,8.6,8.174,7.754,7.246,7.285,7.319,7.446,7.689,7.792,7.764,7.872,7.974,8.36,8.916,9.78,10.109,10.761,11.917,12.34,12.615,12.729,13.098,13.355,13.733,14.121,14.667,15.151,15.92,16.682,16.902,17.467,17.867,18.17,18.437,19.186,20.063,21.072,22.014,23.746,25.419
"48","41","    Residential","B011RG3",5.143,5.032,4.556,3.714,3.658,4.062,4.005,4.2,4.611,4.758,4.788,4.933,5.389,5.788,6.263,6.87,7.334,7.963,9.538,10.34,10.477,10.736,11.505,11.821,11.906,11.955,12.203,12.514,12.547,12.517,12.553,12.639,12.658,12.678,12.579,12.677,13.033,13.505,13.97,14.709,15.743
"49","42","  Change in private inventories","ZZZZZZ3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","43","    Farm","ZZZZZZ3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","44","    Nonfarm","ZZZZZZ3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","45","Net exports of goods and services","ZZZZZZ3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","46","  Exports","B020RG3",14.989,13.571,10.678,9.261,9.26,10.737,11.01,11.382,12.138,11.579,11.424,12.39,13.529,16.353,17.888,20.147,19.978,19.307,22.416,23.611,22.202,21.62,24.427,24.576,24.507,24.174,24.38,25.196,26.151,25.887,25.939,26.306,26.707,26.773,26.712,26.931,27.79,28.634,29.736,30.376,31.391
"54","47","    Goods","B253RG3",18.054,16.15,12.396,10.686,11.181,13.08,13.4,13.722,14.543,13.458,13.162,14.115,15.128,18.423,20.312,23.26,23.165,21.986,26.157,27.844,25.795,24.938,28.589,28.463,28.175,27.774,28.037,29.1,30.047,29.719,30.007,30.209,30.784,30.543,30.445,30.651,31.718,32.801,34.176,34.702,35.778
"55","48","    Services","B646RG3",7.385,7.386,6.878,6.173,4.681,5.105,5.268,5.781,6.401,7.272,7.528,8.675,10.401,12.225,13.075,14.082,13.755,14.305,14.537,14.379,14.696,14.841,15.621,16.513,17.006,16.822,16.899,17.121,18.195,18.072,17.648,18.275,18.338,18.97,18.982,19.222,19.66,20.027,20.59,21.409,22.279
"56","49","  Imports","B021RG3",10.654,9.085,7.342,5.885,5.64,6.408,6.514,6.97,7.778,7.188,7.544,8.047,8.499,9.735,10.479,11.007,11.316,12.617,15.116,16.428,15.657,16.631,20.101,19.373,18.541,18.793,18.693,19.023,19.239,18.44,18.606,18.784,18.784,18.562,18.923,19.322,19.59,20.047,20.125,20.43,20.963
"57","50","    Goods","B255RG3",10.852,8.954,7.002,5.488,5.492,6.27,6.372,6.84,7.643,6.851,6.975,7.445,7.985,9.25,10.03,10.712,10.973,12.363,15.18,16.764,15.869,17.166,21.551,20.488,19.61,20.031,19.977,20.369,20.551,19.477,19.619,19.828,19.639,19.17,19.346,19.868,19.966,20.416,20.445,20.72,21.304
"58","51","    Services","B656RG3",9.54,9.134,8.11,6.873,5.817,6.491,6.605,6.966,7.735,7.984,9.258,9.851,9.848,11.009,11.737,12.082,12.472,13.623,15.219,15.757,15.321,15.351,16.257,16.292,15.59,15.547,15.381,15.589,15.846,15.517,15.709,15.823,16.128,16.339,17.01,17.154,17.752,18.198,18.375,18.733,19.115
"59","52","Government consumption expenditures and gross investment","B822RG3",5.81,5.636,5.359,4.867,4.997,5.377,5.425,5.616,5.733,5.759,5.668,5.618,5.972,6.043,6.034,5.957,6.021,7.625,8.301,8.614,8.841,8.912,9.447,9.645,9.757,9.966,10.355,10.912,11.387,11.732,11.883,12.022,12.244,12.479,12.782,13.115,13.47,14.006,14.486,15.264,16.157
"60","53","  Federal","B823RG3",7.25,6.932,6.895,6.557,6.576,7.014,7.059,7.681,7.791,7.899,7.764,7.512,7.939,7.883,7.812,7.678,7.741,10.12,10.852,10.776,11.175,11.271,11.7,11.835,11.934,12.222,12.812,13.436,14.027,14.576,14.707,14.814,15.004,15.224,15.606,16.086,16.482,17.039,17.418,18.291,19.221
"61","54","    National defense","B824RG3",7.139,6.928,6.85,6.679,6.635,6.924,7.156,7.303,7.476,7.499,7.495,7.251,7.705,7.533,7.443,7.301,7.355,9.772,10.66,10.631,10.928,11.118,11.438,11.505,11.554,11.856,12.457,13.141,13.719,14.236,14.338,14.442,14.58,14.768,15.162,15.587,15.992,16.554,16.948,17.793,18.687
"62","55","      Consumption expenditures","A997RG3",5.75,5.6,5.574,5.467,5.439,5.631,5.833,5.954,5.975,6.002,6.02,5.718,5.956,5.755,5.577,5.645,5.922,8.218,8.933,8.843,9.112,9.257,9.39,9.41,9.531,9.843,10.423,10.937,11.416,11.934,11.982,12.091,12.206,12.378,12.816,13.294,13.743,14.326,14.715,15.545,16.338
"63","56","      Gross investment","B788RG3",15.619,14.404,13.348,12.32,12.102,13.307,13.536,13.794,15.116,15.094,14.914,15.194,16.699,16.528,16.681,15.629,14.5,15.811,17.806,18.666,18.98,19.435,21.15,21.504,21.105,21.29,21.875,23.436,24.483,24.877,25.277,25.354,25.603,25.868,26.013,26.102,26.176,26.472,26.808,27.484,28.787
"64","57","    Nondefense","B825RG3",7.041,6.614,6.623,6.132,6.198,6.684,6.651,7.419,7.5,7.634,7.459,7.21,7.518,8.436,8.779,9.109,9.435,10.709,10.662,10.406,11.08,10.878,11.76,12.398,12.882,13.025,13.455,13.592,14.187,14.889,15.233,15.347,15.801,16.161,16.459,17.133,17.479,17.99,18.292,19.228,20.251
"65","58","      Consumption expenditures","A542RG3",4.945,4.621,4.761,4.57,4.464,4.747,4.669,5.383,5.42,5.549,5.408,5.169,5.36,6.18,6.675,6.867,7.25,8.381,8.25,7.929,8.541,8.373,9.052,9.589,10.047,10.227,10.626,10.651,11.104,11.83,12.125,12.204,12.708,13.064,13.397,14.173,14.684,15.318,15.582,16.604,17.576
"66","59","      Gross investment","B798RG3",14.773,14.122,13.115,11.342,12.123,13.429,13.582,14.18,14.532,14.495,14.313,14.52,15.371,16.216,15.523,17.007,16.442,16.669,17.793,18.799,19.112,18.763,20.289,21.134,21.392,20.968,20.99,21.995,23.05,23.252,23.756,24.006,24.132,24.43,24.602,25.039,25.041,25.37,25.773,26.593,27.8
"67","60","  State and local","B829RG3",3.968,3.862,3.632,3.259,3.372,3.643,3.68,3.698,3.793,3.786,3.729,3.762,4.009,4.413,4.705,4.886,5.063,5.55,6.246,6.989,7.056,7.106,7.807,8.149,8.311,8.436,8.61,9.154,9.545,9.691,9.877,10.062,10.333,10.602,10.847,11.058,11.392,11.937,12.543,13.276,14.18
"68","61","    Consumption expenditures","A991RG3",3.39,3.36,3.238,3.023,3.039,3.214,3.294,3.212,3.301,3.302,3.27,3.317,3.482,3.771,4.017,4.195,4.365,4.787,5.344,5.986,6.097,6.236,6.729,7.075,7.294,7.542,7.751,8.127,8.496,8.755,9.004,9.296,9.642,9.925,10.192,10.425,10.763,11.316,11.986,12.748,13.621
"69","62","    Gross investment","B799RG3",6.158,5.796,5.199,4.235,4.817,5.59,5.381,5.813,5.939,5.903,5.76,5.752,6.356,7.406,7.916,7.789,7.754,8.477,9.917,11.054,10.877,10.527,12.084,12.402,12.329,12.003,12.068,13.221,13.71,13.486,13.482,13.31,13.342,13.583,13.777,13.93,14.281,14.842,15.298,15.999,17.074
"70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","1. Net expenses of NPISHs, defined as their gross operating expenses less primary sales to households.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2. Gross output is net of unrelated sales, secondary sales, and sales to business, to government, and",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","to the rest of the world; excludes own-account investment (construction and software).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","3. Excludes unrelated sales, secondary sales, and sales to business, to government, and to the rest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","of the world; includes membership dues and fees.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","4. Excludes software embedded, or bundled, in computers and other equipment.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","5. Research and development investment excludes expenditures for software development. Software development",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","expenditures are included in software investment on line 38.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
