"","Table 1#17#6# Real Gross Domestic Product, Real Gross Domestic I","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44"
"20","10","    Final sales to domestic purchasers \3\","A713RX1",1088.3,1017.8,960.9,854.5,829.9,905.7,970.2,1094.5,1135,1109.7,1190.8,1266.9,1490.3,1828.4,2189.4,2362.8,2331.7,1915.7,1930.2,2007.3,2052.5,2201.6,2348,2493,2635.5,2633.7,2782.4,2840.1,2908.9,2917.9,3095,3157.2,3238.9,3428.4,3574.7,3775.9,4012.3,4271,4420.6,4658.1,4807.5
"21","11","    Final sales to private domestic purchasers \4\","LB0000031",926.4,850.4,792.1,694.9,675.5,733.4,791.1,887.8,933.7,897.1,960.1,1026.8,1111.3,1019.4,1023.7,1065.2,1155.4,1378.2,1442.3,1494.7,1502.1,1634,1640.2,1679.4,1769.5,1805.9,1958.3,2009.3,2045.4,2033,2179.1,2231.9,2271.8,2400.2,2516.4,2682.4,2874.9,3041,3106.4,3293,3431.1
"22",NA,"Purchasing power of income: \5\"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","12","    Command-basis gross domestic product","C191RX1",1081.4,994.2,925.3,805.5,795.9,887.7,967.5,1090.9,1151.4,1103,1192.1,1302.8,1538.6,1826.4,2133.8,2306.7,2284.3,2012.9,1987.4,2066.2,2048.9,2226,2406.4,2497.7,2617.9,2597.7,2791.8,2852.7,2911,2891.6,3091.7,3171.8,3255,3455.8,3602.8,3808.4,4059.4,4328.5,4454.3,4674.2,4822.3
"24","13","    Command-basis net domestic product \2\","C362RX1",988.4,897.3,827.2,707.6,700.4,796.4,877.7,1002,1060.5,1008.4,1098.7,1209.7,1445.4,1726.1,2017.6,2165.1,2121.7,1838.9,1815.8,1897.1,1876.4,2055.4,2233,2314.2,2422.6,2385.7,2573.3,2621.6,2666.6,2628.6,2824.8,2895.7,2966.6,3157.6,3289.8,3481.4,3716.3,3965.6,4065.2,4262.8,4385.8
"25","14","    Command-basis gross national product","CB22RX1",1089.3,1001.8,931.5,810.4,800,891.4,971.9,1094.2,1156,1107.8,1196.9,1306.3,1543.5,1830.9,2137.3,2310,2286.9,2018.7,1996.2,2077.1,2058.5,2236.7,2419.5,2511.2,2630.6,2611.6,2807.9,2870.4,2929.7,2907.3,3108.1,3189.9,3275.4,3479.2,3628.1,3835.7,4088.2,4355.4,4482.2,4704.4,4851.2
"26","15","    Command-basis net national product \2\","C027RX1",996.5,905.1,833.5,712.6,704.7,800.2,882.2,1005.5,1065.1,1013.3,1103.6,1213.4,1450.5,1730.8,2021.2,2168.5,2124.5,1844.9,1824.9,1908.4,1886.4,2066.5,2246.7,2328.2,2435.9,2400.2,2590,2640.1,2686.2,2645,2841.9,2914.6,2987.8,3182,3316.1,3509.8,3746.2,3993.5,4094.1,4294.1,4415.8
"27",NA,"After-tax income received by the personal sector:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","16","    Disposable personal income","A067RX1",843,789.7,762.9,663,643.8,705.7,774.3,871.9,901.4,852,923.2,986.2,1141.7,1294.4,1356.7,1399,1383.1,1368.6,1312.9,1382.1,1393.3,1521.9,1573.3,1627.8,1706.9,1731.3,1846.5,1934.8,1984.9,2005.9,2092.1,2146.9,2222.7,2328.9,2416.5,2588.1,2748.9,2895,3020.6,3157.4,3264.4
"29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","1. The arithmetic average of gross domestic product and of gross domestic income, deflated by the implicit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","price deflator for GDP.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2. In this table, the net measures are the corresponding gross measures excluding the depreciation of",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","fixed assets as measured by the consumption of fixed capital.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","3. Gross domestic purchases excluding change in private inventories.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","4. Final sales to domestic purchasers less government consumption expenditures and gross investment.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","5. The command-basis estimates (lines 12-15) measure the purchasing power of the income generated by",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","the sale of goods and services produced; they reflect gains or losses in real income resulting from",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","changes in the terms of trade for exports and imports. For more detail on the command-basis measures,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","see NIPA tables 1.8.3 and 1.8.6.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
