"","Table 2#9# Personal Income and Its Disposition by Households and","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14"
"21","14","Less: Personal outlays","A068RC1",4385.4,4627.9,4902.4,5157.3,5460,5770.5,6119.1,6536.4,7025.6,7342.2,7674
"22","15","      Personal consumption expenditures","A002RC1",4235.3,4477.9,4743.3,4975.8,5256.8,5547.4,5879.5,6282.5,6739.4,7045.4,7385.3
"23","16","      Personal interest payments \1\","B069RC1",111.8,107.3,112.8,132.7,150.3,163.9,174.5,181,204.7,209.1,194.7
"24","17","      Personal current transfer payments","W211RC1",38.3,42.7,46.3,48.9,52.9,59.2,65.2,73,81.5,87.7,94
"25","18","        To government","W062RC1",26,28.5,30.9,32.6,34.9,38.2,40.6,44.7,50,54.6,58.6
"26","19","        To the rest of the world (net)","B070RC1",12.3,14.2,15.4,16.2,18,21,24.6,28.3,31.5,33.1,35.4
"27","20","Equals: Personal saving","A071RC1",366,284,249.5,250.9,228.4,218.3,276.8,158.6,168.5,127.2,183.2
"28","21","Personal saving as a percentage of disposable personal income","A072RC1",7.7,5.8,4.8,4.6,4,3.6,4.3,2.4,2.3,1.7,2.3
"29","22","Household income","W380RC1",5338.7,5536.7,5818.7,6121.7,6490.6,6882.9,7398.7,7776.5,8402.4,8690.8,8888.5
"30","23","  Compensation of employees, received","W209RC1",3651.2,3794.9,3979.6,4177,4386.9,4664.6,5020.1,5352,5782.7,5940.4,6019.1
"31","24","  Proprietors' income with inventory valuation and capital consumption adjustments","A041RC1",427.6,453.8,473.3,492.1,543.2,576,627.8,678.3,728.4,770.6,797.7
"32","25","  Rental income of households with capital consumption adjustment","W381RC1",76.6,94.1,118,120.2,129.4,126.6,135.2,145.1,148.3,161.1,170.7
"33","26","  Household income receipts on assets","W382RC1",879.1,869.8,915.8,976.2,1046.5,1135.9,1243.7,1221.9,1341.3,1334.9,1336.6
"34","27","    Household interest income","W383RC1",701.9,679,694.3,737.7,766.5,817.8,906.7,898,975.2,973.7,952.7
"35","28","    Household dividend income","W384RC1",177.2,190.8,221.5,238.5,280,318,337,323.9,366.1,361.2,383.9
"36","29","  Household current transfer receipts","W385RC1",759.2,801.7,840.2,889.1,939.8,966.9,996,1040.6,1104.4,1212.3,1314.7
"37","30","    Government social benefits","W401RC1",724.3,769.6,805.7,851.3,894.5,923.1,941.8,976.2,1029,1128.7,1234.7
"38","31","    From business (net)","W379RC1",13.7,8.3,8.5,11.9,15.2,11.5,17.1,22.9,31.3,37.3,30.4
"39","32","    From nonprofit institutions \2\","W386RC1",21.2,23.8,26,25.9,30,32.3,37.2,41.5,44.1,46.3,49.6
"40","33","  Less: Contributions for government social insurance","A061RC1",455,477.7,508.2,532.8,555.2,587.2,624.2,661.4,702.7,728.5,750.3
"41","34","Less: Household current taxes","W055RC1",610.6,646.6,690.7,744.1,832.1,926.3,1027,1107.5,1235.7,1243.7,1053.1
"42","35","Equals: Disposable household income","W388RC1",4728.1,4890.1,5128,5377.6,5658.5,5956.6,6371.6,6669,7166.7,7447.1,7835.5
"43","36","Less: Household outlays","W389RC1",4375.5,4618.7,4889.2,5141.9,5451.6,5780.1,6131.3,6555,7050.2,7359.9,7687.5
"44","37","      Household consumption expenditures","W390RC1",4143.4,4385.3,4643.5,4872.2,5144.8,5440.1,5759.5,6153.7,6593.8,6889.7,7220.6
"45","38","        Purchases from business and government","W391RC1",3828.2,4047.6,4291.6,4505.4,4762.4,5032.7,5332,5706.1,6119.1,6379.9,6664.9
"46","39","        Purchases from nonprofit institutions \3\","W392RC1",315.3,337.6,351.9,366.9,382.5,407.4,427.5,447.6,474.7,509.8,555.7
"47","40","      Household interest payments \1\","B069RC1",111.8,107.3,112.8,132.7,150.3,163.9,174.5,181,204.7,209.1,194.7
"48","41","      Household transfer payments","W394RC1",120.3,126.1,132.9,137.1,156.4,176,197.3,220.3,251.7,261.1,272.2
"49","42","        To government","W395RC1",25.8,28.3,30.7,32.3,34.5,37.7,40,44,49.4,53.9,57.9
"50","43","        To the rest of the world (net)","W396RC1",10.1,11.4,12.5,13.2,14.4,16.5,18.2,21.1,23.9,25,26.9
"51","44","        To nonprofit institutions \4\","W397RC1",84.4,86.3,89.7,91.5,107.5,121.8,139.1,155.2,178.4,182.2,187.4
"52","45","Equals: Household saving","W398RC1",352.6,271.4,238.8,235.7,206.9,176.5,240.3,114,116.6,87.1,148
"53","46","Household saving as a percentage of household disposable income","W399RC1",7.5,5.6,4.7,4.4,3.7,3,3.8,1.7,1.6,1.2,1.9
"54","47","Nonprofit institution income","W400RC1",128.9,132,139.5,147.9,167.5,186.3,200.6,222.7,249.8,250.9,258.7
"55","48","  Rental income of nonprofit institutions with capital consumption adjustment","W159RC1",1.4,1.5,1.7,2,2,2.1,2.3,2.2,2,2,2.3
"56","49","  Nonprofit institution income receipts on assets","W402RC1",31.8,32,35,40.2,42.7,45.8,39.5,42.3,45.7,40,41.9
"57","50","    Nonprofit institution interest income","W403RC1",21.5,20.6,22.6,25.5,26.5,30.9,26.5,30.6,35.7,30,29.7
"58","51","    Nonprofit institution dividend income","W404RC1",10.3,11.5,12.4,14.7,16.2,14.9,13,11.7,10,10,12.2
"59","52","  Nonprofit institution transfer receipts","W405RC1",95.7,98.5,102.8,105.7,122.7,138.3,158.9,178.2,202.1,208.9,214.5
"60","53","    From government","W406RC1",5.5,6.1,6.6,7.1,7.6,8.6,10.9,11.9,12.6,13.9,14.8
"61","54","    From business (net)","W407RC1",5.8,6.1,6.6,7.1,7.7,7.9,8.9,11.1,11.1,12.7,12.3
"62","55","    From households \4\","W397RC1",84.4,86.3,89.7,91.5,107.5,121.8,139.1,155.2,178.4,182.2,187.4
"63","56","Less: Nonprofit institution outlays","W412RC1",115.4,119.3,128.8,132.7,145.9,144.4,164.1,178.1,197.9,210.8,223.5
"64","57","      Final consumption expenditures of nonprofit institutions","W411RC1",91.8,92.6,99.8,103.6,112,107.3,120,128.7,145.6,155.6,164.7
"65","58","        Nonprofit institution gross consumption expenditures \5\","W413RC1",407.1,430.3,451.7,470.4,494.5,514.7,547.5,576.3,620.3,665.4,720.4
"66","59","          Medical care","W414RC1",235.3,251.3,261.7,272.1,282.8,297.1,312.9,330,350.3,376.5,410.2
"67","60","          Recreation","W415RC1",20.3,21.3,21.7,21.9,21.3,20.8,21.6,22.6,24.5,25.9,28.1
"68","61","          Education and research","W416RC1",58.3,61.8,64.9,68.7,73.5,76.3,82,86.9,93.7,100.5,106.1
"69","62","          Religious and welfare activities","W417RC1",81.3,83.5,90.5,93.9,102.6,105.2,114.8,119.7,133.6,143.2,155.9
"70","63","          Personal business","W418RC1",11.9,12.4,12.9,13.8,14.3,15.3,16.2,17.2,18.1,19.4,20.1
"71","64","        Less: Receipts from sales of goods and services by nonprofit institutions \3\","W392RC1",315.3,337.6,351.9,366.9,382.5,407.4,427.5,447.6,474.7,509.8,555.7
"72","65","          Medical care","W374RC1",235.2,252.2,261.5,270.4,279.9,297.5,311.1,324.6,342.5,368.3,405
"73","66","          Recreation","W375RC1",12.6,13.6,14.2,15,15.2,15.7,16.7,17.6,18.5,19.5,20.3
"74","67","          Education and research","W376RC1",32.3,34.4,36.4,38.6,41.8,44.8,47.2,49.6,52.7,56.3,61
"75","68","          Religious and welfare activities","W377RC1",22.2,24.2,26.2,28.7,30.9,33.9,36.4,38.8,42.4,46.2,49.2
"76","69","          Personal business","W378RC1",12.9,13.2,13.6,14.2,14.6,15.4,16.1,17,18.5,19.6,20.2
"77","70","      Nonprofit institution current transfer payments","W419RC1",23.6,26.7,29,29.2,33.9,37.2,44.2,49.4,52.3,55.2,58.8
"78","71","        To government \6\","W420RC1",0.2,0.2,0.2,0.3,0.4,0.5,0.5,0.7,0.6,0.7,0.7
"79","72","        To the rest of the world (net)","W421RC1",2.2,2.7,2.9,3,3.5,4.4,6.4,7.2,7.6,8.1,8.5
"80","73","        To households \2\","W386RC1",21.2,23.8,26,25.9,30,32.3,37.2,41.5,44.1,46.3,49.6
"81","74","Equals: Nonprofit institution saving","W422RC1",13.5,12.6,10.6,15.2,21.6,41.8,36.5,44.6,51.9,40.1,35.2
"82","75","Nonprofit institution saving as a percentage of nonprofit income and receipts from sales","W423RC1",3,2.7,2.2,3,3.9,7,5.8,6.7,7.2,5.3,4.3
"83",NA,"Addenda:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","76","  Nonprofit institution income included in personal income \7\","W424RC1",44.5,45.7,49.8,56.4,60,64.5,61.5,67.5,71.4,68.6,71.3
"85","77","  Transfer payments between nonprofit institutions \8\","W426RC1",25.4,26.8,26.2,27.7,32.1,35.6,41.8,47,54.5,57.2,61.2
"86","78","  Nonprofit institution income and receipts from sales","W442RC1",444.2,469.6,491.4,514.8,550,593.7,628.1,670.3,724.4,760.7,814.4
"87",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","1. Consists of nonmortgage interest paid by households.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2. Includes benefits paid to members, specific assistance to individuals,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","and grants and allocations.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","3. Excludes unrelated sales, secondary sales, and sales to business, government, and the",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","rest of the world; includes membership dues and fees.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","4. Includes individual contributions and bequests from households.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","5. Expenditures are net of unrelated sales, secondary sales, and sales to business,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","government, and the rest of the world.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","6. Consists of excise taxes paid by nonprofit institutions serving households.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","7. Consists of rental income of nonprofit institutions (line 48), income receipts on assets",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","(line 49), transfer receipts from government (line 53), and transfer receipts from business",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","(line 54).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","8. Includes grants and allocations made by nonprofit institutions that indirectly support",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","households through the support of other nonprofit institutions, plus their payments to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","affiliates.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","Note. Estimates in this table exclude nonprofit institutions serving business and",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","government.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
