"","Table 2#3#5# Personal Consumption Expenditures by Major Type of ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216","F217","F218","F219","F220","F221","F222","F223","F224","F225","F226","F227","F228","F229","F230","F231","F232","F233","F234","F235","F236","F237","F238","F239","F240","F241","F242","F243","F244","F245","F246","F247","F248","F249","F250","F251","F252","F253","F254"
"11","3","  Durable goods","DDURRC1",20.7,21.4,21.8,23.5,23.5,24,25.3,25,24.4,26.4,27.3,28.4,29.3,29.8,37.4,33.3,35.6,30.7,30.2,30.4,30.8,31,29.5,33.7,35.2,35,34.6,33.7,32.9,33.6,33.2,35.1,38.4,40.7,42.4,41.4,39.7,39.8,39.7,41.5,42.6,42.2,41.9,41.5,39.4,38.6,39.4,40.7,43.6,45.5,46.3,44.1,45.5,46.4,45.9,44.7,42.2,43.3,44.6,46.7,47.7,49,49.6,51.5,52.6,53.9,54.7,55.7,58,59.5,61.4,59.4,64.9,64.8,66.7,69.1,72.3,69.7,72.3,72.6,71.1,74.5,74.7,75.6,80.9,83.1,87.5,87.8,90,90.4,90.6,90.8,89.6,91,92,87.3,98.1,101,103.4,107.3,110.7,114.1,117.6,123.4,131.8,131.3,130.8,128.2,126.7,130.6,136.3,127.1,131.8,136.7,146.8,153.4,163.3,165.9,169.8,175.5,183.9,189.2,194,200.7,198.2,216.2,216.7,222.3,223.3,222.1,230.9,229,232.1,211.9,225.4,236.2,246,240.9,251.9,236.8,246.4,249.2,252.1,264.4,268.9,289.6,302.4,319.3,331.4,341.3,342.1,353.8,368,373.3,396.5,383.8,391.6,407.3,445.7,441.1,418.5,439.1,460.5,449.9,470.4,473.2,470.4,486.2,486.4,493.3,505.6,491.9,515.4,498.4,493.6,480.9,471.7,475.2,484.3,477.5,496.2,501,512.1,523.1,527.9,547.8,556.6,573.8,588.8,598.7,609.3,631.8,621.2,626.9,642.5,652.3,659.8,676.3,679.4,689.6,705.6,696.6,722.8,737.1,737.9,769.8,786,826.4,821.3,856.4,873.1,878.6,923.5,905,915,919.5,930.9,923.9,928.9,1001.7,981.3,986.4,1010.4,990.3,979.4,1007.3,1037.5,1035,1045.9,1052.3,1065,1083.1,1089.2,1117.9,1122.5,1092.3,1132.5,1125.1,1132.4,1142.2,1153,1154.9,1161.4,1172.7,1145.8,1126.5,1088.5,1019.9,1025.2,1011.5,1050.6
"12","4","    Motor vehicles and parts","DMOTRC1",6.3,6.4,6.2,7.1,7.7,7.3,8.1,8.6,8.9,10.9,11.1,11.2,12,12.7,15.5,14.4,14.3,12.1,11.2,10.8,11.2,11.5,9.7,13,14.5,14.2,13.8,12.9,12.4,13,12.2,13.4,16.1,17.9,18.9,17.7,15.9,15.3,15.2,16.6,18.1,17.7,17.1,17.1,14.9,14.7,14.8,15.7,18.1,19.3,20.1,17.7,19.3,19.9,20.1,18.9,16.5,17.1,17.9,19.4,20.3,21.3,21.1,22.8,23.4,24.2,24.4,24.9,25.6,25.9,27.1,24.6,29.8,29,29.8,30,31.7,28.7,29.7,29.6,27.8,30.5,30.2,29.9,33.7,34.4,36.8,36.7,37.6,37.1,37.7,37.3,34.9,36.2,36.4,30.6,41,42.5,43.7,45.8,46.8,48.4,49.6,52.7,57.1,55.8,54,50.5,47,48.1,52.1,45.4,47.7,48.6,55.5,58.9,65.8,67,68.7,71.2,78.3,78.7,79.9,82.3,80.5,92.4,91.2,92.6,92.7,86.8,91.8,89.4,91.8,74.7,84.2,87.1,96.7,89.8,98.8,86.7,97.2,96.9,98.7,107.3,106,121.5,127.1,137.1,143.4,147.2,146.1,152,162.8,165.7,185.4,166.3,169.5,180.3,208.1,192.2,169.5,186.3,204.3,192.6,205.9,202.3,196.8,203.8,206.1,207.7,216.8,200.5,218.4,206.2,202.9,192.9,181.7,181.4,191.7,188.2,198.4,202.3,206.5,212,210.9,223.6,226,238.4,247.1,245.7,247.7,258.9,250.1,251.6,257.6,263.5,269.1,273.4,273.7,277.7,291,279.5,296.9,304.9,294.2,315,320.7,350.9,333.6,357.3,361,350.9,379.3,353.6,358.8,361.3,372.5,365.6,368.9,426.1,393.8,395.3,421.4,395,389.4,403.6,412.8,400.3,400.8,400.7,404.3,413.3,408.6,425.1,425.4,379.5,395.5,394.5,400.4,398.1,399.6,401.3,398.3,401.9,382.7,357.5,332.7,296.4,300.6,299.5,331.7
"13","5","    Furnishings and durable household equipment","DFDHRC1",8.8,9.2,9.8,10.4,10,10.7,11,10.4,9.5,9.5,10.2,11,10.8,10.5,14.1,11.8,13.8,11.6,11.8,12.2,12.1,11.9,12.1,12.7,12.4,12.6,12.7,12.7,12.4,12.3,12.5,12.9,13.6,13.8,14.3,14.3,14.5,15,14.8,15,14.8,14.9,14.8,14.5,14.6,14.2,14.6,14.8,15.1,15.5,15.6,15.7,15.5,15.7,15.3,15.2,15.2,15.4,15.7,16,16.1,16.2,16.6,16.8,17.1,17.2,17.7,18,18.9,19.5,19.7,19.9,19.9,20.2,20.7,21.8,22.2,22.2,23.1,23.1,23.2,23.6,23.8,24.1,24.9,25.8,26.8,26.8,27.3,27.9,27.5,27.7,27.8,28,28.1,28.7,29,29.5,30.2,31.1,32.3,32.8,34,35,37.1,37.7,38.2,38.9,40.1,41.2,41.8,40.4,40.8,41.9,43.1,44.5,45.8,46.4,47.4,49,51.1,52.6,53.9,55.8,55.3,59,59.9,61.8,62.5,64.3,66.9,67.3,67.4,66,67.4,70.6,71.5,71.8,72,70.6,70.1,71.3,71.9,73.9,76.1,77.9,81.2,83.9,85.8,88.8,89.4,91.4,92,93.4,95.1,97.9,100.1,101.9,105.2,106.5,107.9,108.9,110.7,110.7,112.3,114.5,115.2,118.6,120.1,121.3,121.8,122.4,124.6,121.2,119.8,118.1,118.4,119.9,118.9,117.9,122,123,125.1,127.1,128.3,130.8,132.6,133.8,135.2,139.3,142.5,145.1,144.2,145,148.1,149.7,148.8,153.9,154.4,157.1,157.9,158.9,161.7,163.5,168.1,171.6,174.9,179.6,184.6,188.1,193.6,198.4,204.2,207.7,210.1,210.4,212.7,213.2,214.4,219.5,224.8,226.5,224.8,227.3,224.9,230.6,237.4,240.5,244.1,246.9,251,254.7,257.4,262.5,264.7,271,278.1,275,276,277,281.7,279,279.3,279.3,275.8,276.2,269.4,259.1,255.7,251.3,251.3
"14","6","    Recreational goods and vehicles","DREQRC1",2.8,2.9,3,3.1,3,3.1,3.2,3.1,3.2,3.2,3.2,3.4,3.8,3.8,4.7,4.1,4.4,3.9,4,4.1,4.2,4.2,4.3,4.5,4.7,4.7,4.7,4.7,4.8,4.8,4.9,5.1,5.2,5.3,5.4,5.5,5.5,5.7,5.7,5.8,5.7,5.7,5.8,5.8,5.9,5.8,5.9,6,6.3,6.4,6.4,6.4,6.4,6.5,6.3,6.3,6.4,6.5,6.7,6.8,6.7,6.8,7,7.2,7.3,7.5,7.7,7.8,8.2,8.7,9,9.2,9.4,9.8,10.2,11,11.5,11.9,12.6,13.1,13.1,13.3,13.6,14.3,14.7,14.9,15.7,15.9,16.4,16.7,16.7,17,17.8,17.6,17.9,18.3,18.4,19,19.3,20.1,21.2,22,23,24.2,25.5,25.1,25.5,25.3,25.5,26.6,27.6,26.6,27.8,30.2,31.1,32.4,33.3,33.7,34.3,35.5,35.9,37.3,38.4,39.4,40,41.5,41.7,43.5,44.5,46.3,46.4,46.1,45.5,44.6,46.5,49.3,48.5,49.6,51.2,50.2,49.9,51.1,51.5,52.6,54.9,57.2,59.7,62.9,65.8,67.1,68,70.5,73,73.3,73.7,76.2,77.7,79.6,84.9,89.8,89.8,91.7,93,92.7,96.3,99.3,100.2,103.8,100.8,103.6,105.2,106,106.7,105.7,105.2,104.6,106.2,108.1,109.2,107.5,109.5,108.9,111.3,114.3,118.6,122.2,124.8,128.3,131.8,138.4,142,149.1,148.8,151.3,156.8,157.9,159.7,164.7,166.3,169,170.6,172.4,176.3,179.2,184.1,189.2,195.6,199.4,204.1,210.2,215.5,221.1,231.4,232.8,235.3,236.8,235.5,237.7,239,246.9,251,251.3,250.9,252.8,251.7,257.3,268,273.3,278.2,281.7,286.7,290.6,296.7,302.3,304.2,310.1,322.7,320.3,320.9,329.9,331.8,333,339.5,346.5,342.6,347.5,342,327.3,329.6,321.3,326.5
"15","7","    Other durable goods","DODGRC1",2.7,2.8,2.8,2.8,2.8,2.9,2.9,2.9,2.9,2.8,2.7,2.8,2.8,2.8,3,2.9,3.1,3.1,3.2,3.2,3.3,3.3,3.4,3.6,3.5,3.5,3.5,3.5,3.4,3.5,3.6,3.7,3.6,3.7,3.7,3.9,3.8,3.9,4,4.1,4,3.9,4.1,4.1,4,4,4.1,4.2,4.1,4.2,4.2,4.3,4.2,4.3,4.2,4.2,4.2,4.3,4.3,4.5,4.6,4.7,4.8,4.9,4.8,4.9,5,5,5.2,5.4,5.6,5.6,5.8,5.8,6,6.4,6.9,6.8,6.9,6.9,6.9,7.1,7.1,7.3,7.5,7.9,8.2,8.4,8.7,8.7,8.7,8.8,9.1,9.1,9.6,9.7,9.7,9.9,10.2,10.4,10.5,10.8,11.1,11.5,12.2,12.7,13.1,13.6,14,14.6,14.8,14.8,15.5,16,17,17.6,18.4,18.9,19.4,19.8,18.7,20.6,21.8,23.2,22.3,23.2,24,24.4,23.6,24.7,25.8,26.2,27.3,26.6,27.3,29.3,29.3,29.7,30,29.3,29.2,29.9,30,30.5,31.9,33,34.3,35.4,36.4,38.1,38.6,40,40.2,40.8,42.2,43.2,44.2,45.4,47.5,52.7,51.3,52.2,52.6,53.9,56,57.1,58.1,60,59.5,60.8,61.8,63,65.7,65.2,65.6,65.3,65.4,65.9,64.5,63.9,66.3,66.8,69.1,69.8,70.1,71.2,73.4,73.3,74.7,75.3,77.1,78.7,78.1,79,80,81.1,82.3,84.4,84.9,85.8,86.1,85.8,87.9,89.5,91.5,93.9,94.8,96.4,99,100.8,103,108.1,108.7,110.9,110.8,111,110.2,107.4,106.5,109.3,111.8,113.3,113.3,115.2,113.4,115.8,119.4,120.9,122.8,123,123.1,124.7,126.5,128,128.1,131.8,136.2,135.4,135,137.2,139.8,141.7,144.2,145,144.7,145.2,144.3,137.1,139.3,139.4,141.1
"16","8","  Nondurable goods","DNDGRC1",74.9,76.9,78.6,80,81.5,83.2,83.5,83.7,82.7,81.9,80.3,80.9,81.5,82.8,86.6,86.7,92,91.4,93.2,95.5,94.8,96.6,98.5,100.3,100.5,100.6,99.8,100,101.3,101.3,102.2,103.4,104.5,106.1,106.9,109,110.5,111.3,112.4,113.7,115.4,116.5,119.4,119.1,119.9,121.2,123,124.1,126.1,127.2,128.2,129.5,129.6,132,131.6,132.4,133.4,134.2,134.6,136.2,137.8,138.7,140,141.5,142.5,142.8,145.2,145.3,148.7,151.5,154.9,155.8,157.8,160.8,164.1,170.5,174.1,177.2,179.8,180.4,182.4,184,185.8,187.9,193.5,197.8,202.8,205,208.8,212.2,216,219.7,224.5,226.5,229.7,234.5,235.8,238.8,240.4,243.6,247,254.3,260.1,268.1,275.5,281.4,289.9,297.7,308.9,318,327.7,330.9,336.2,344.8,356,359.7,367.4,373.1,380.6,389.6,396.5,403.7,409.9,423.6,431.1,444.8,455.6,469.4,484.6,500.1,522.3,539.4,559.9,565.9,576.5,591.3,614,622.8,629.1,635.7,639.9,638.7,649.7,656.7,657,673,688.4,696.5,706.5,722.4,724.6,732.8,742.4,752.8,760.5,773.3,779.3,767.5,771,779,797.4,812.3,820.7,826.8,838.4,853.5,870.8,886.3,902.5,927.7,936.3,951.3,974.2,980.9,1003.1,1018.8,1014.1,1021.8,1024.4,1020.7,1037.7,1047.2,1061.1,1074.8,1079.1,1086.3,1092.5,1105.3,1116.8,1128.1,1149.6,1163,1166.9,1177,1183.7,1191.7,1211.2,1239.5,1246.5,1268.3,1281.1,1277.9,1297.7,1308.2,1307.3,1320.8,1335.8,1356.2,1385.8,1419.2,1441.3,1484.2,1494.3,1537.7,1560.5,1580.9,1575.9,1594.5,1595.1,1585.2,1588.3,1612.8,1621.6,1648.8,1695.7,1674.8,1732.3,1747.6,1789.2,1810.5,1834.4,1888.7,1908.1,1929.4,2002,2034.2,2048.3,2081.4,2118.1,2106.9,2153.3,2183.3,2205.2,2276.2,2301.4,2348.4,2374.5,2207.6,2172.4,2182.2,2242.1
"17","9","    Food and beverages purchased for off-premises consumption","DFXARC1",39.1,40,40.7,41.1,41.6,42.5,41.8,41.6,41,40.6,40,39.7,40.2,40.7,42.1,42.6,45.3,45.6,46.3,47,47,48.2,49.2,49.3,49.6,49.3,49.1,49.1,50.1,50.2,50.8,51.2,51.5,51.9,52.1,52.7,53.4,53.8,54.4,55,55.9,56.6,58,58,59.3,59.7,59.8,60.2,61.2,61.3,61.8,62.1,61.8,62.9,62.5,63,63.7,63.9,63.6,63.7,64.3,64.4,65,65,65.2,65.3,66.4,66.5,67.6,68.9,70.4,71,71.7,73.2,74.8,78.1,79.5,80.6,81.2,81.1,81.9,82,82.5,83.9,85.7,87.9,90.2,91.5,93.1,94.1,95.9,98.4,101.6,102.6,104.1,105.7,105.7,107.2,107.1,108.4,109.7,113.8,115.8,118.6,121.1,124,129.7,132,137.6,139.6,145.8,149.1,151.5,154.8,159.8,160.2,163.3,165.8,168.5,171.5,175,178.9,180.3,184.9,188.6,193.8,198.5,203.5,210.9,215.7,220.1,226.8,232.8,236,241.3,246.6,250.6,254,256.7,260.1,262.3,265.9,268.6,271.8,270.9,275.7,279.8,281.7,285.4,290.6,293.5,294.8,297.8,300.5,303.8,309.7,314.5,314.1,316.3,320.7,321.9,324,325.2,326.1,333,339.9,347.1,351.3,357.8,362,367.8,374,383,390,395.8,396,400.6,406.3,405.1,399.9,402.7,402.2,404.9,408,408.3,411.4,414.4,419.7,423.9,430.2,435.2,439.1,440.8,442.5,443.8,447.9,453.4,460.1,464.3,469.8,473.5,471.8,476.4,477.4,478.6,483.7,488.8,495,502.9,509.3,515.6,526.5,524.1,535.6,541.3,548.8,552,559.3,562,565.5,566.2,567.5,569.2,575.5,586.4,585,598.6,602.5,616.1,623.7,629.9,643,650.1,659,671,680,684.9,692.3,699.8,714.8,727.1,732.1,742.7,758.4,770.1,786.3,793.4,787.5,786.5,786.3,789.4
"18","10","    Clothing and footwear","DCLORC1",17.6,17.8,18.2,18.6,18.8,19.2,19.5,19.9,19.5,18.8,17.8,18.3,18.2,18.5,19.6,19.4,20.5,20.1,20.5,20.7,20.4,20.8,21.2,22.3,21.6,21.7,21.2,20.8,21.3,21.3,21.3,21.7,21.9,22.4,22.4,22.8,23,23.2,23.6,23.7,23.5,23.4,24,23.4,23.2,23.7,24.2,24.6,24.8,25.5,25.4,25.7,25.9,26.2,25.9,25.8,26.1,26.3,26.6,27.3,27.4,27.8,28,28.3,28.2,28.4,29,28.9,30.1,31,31.4,31.7,31.9,31.9,32.8,34.1,35.1,35.5,36.3,36.3,36.8,37.4,38,38.1,39.8,40.8,42.1,42.4,43.4,44,44.8,45.1,44.9,45,45.3,46.6,47.4,49,49.5,50.3,51,52.5,54.2,56.3,58.3,59,59.4,60.3,61.6,62.7,63.6,61.8,64.1,66.5,68.1,68.8,70.3,71,73,74.5,75.7,77.4,79.8,84.3,84.7,89.1,90.5,93,93.2,94.7,98.1,99.5,100.2,100.6,103.9,107.3,110.9,112.5,114.7,114.6,116.1,114.9,117.2,118.9,120.5,125.3,127.9,132.1,134.4,138.2,137.3,140.6,143.1,145.7,148,150.6,153.4,157,158.9,159.5,164.2,166.7,169.5,170.6,172.7,175,179.3,185.8,186.2,189.6,191.5,194.3,195.7,195.7,195.9,193.7,196.2,200.3,201.3,198.5,205.8,208.9,213.5,216.9,215.4,217.9,220.2,222.7,224.9,225.5,227.7,231.7,228.5,229.7,233.4,233.4,235,239.8,240.4,243,243.7,244.4,249.9,252,254.6,257.7,257.4,261.5,267.5,271.5,272.2,273.3,275.9,280.1,282.5,284.8,280.6,278.4,275.3,277.1,279.2,278.7,275.5,282,279.2,283.9,292.5,292.4,298.7,296.6,299.6,305.2,309.7,315.6,313.9,323,326.3,327.2,330.7,336,342.7,338.8,340.1,343.3,341.3,344.2,338,326.5,327.9,321.6,324.5
"19","11","    Gasoline and other energy goods","DGOERC1",6.4,6.8,7.1,7.4,7.9,8.2,8.4,8.3,8.2,8.4,8.3,8.4,8.5,8.8,9.1,9,9.5,9.4,9.6,9.9,9.9,10.1,10.3,10.4,10.6,10.7,11,11.1,11.1,11.2,11.4,11.6,11.9,12.2,12.5,12.9,13.1,13.2,13.3,13.7,14.1,14.1,14.4,14.3,14.5,14.6,15,14.8,15.1,15.3,15.2,15.5,15.5,15.9,15.9,16,15.8,15.7,15.7,15.7,16.1,16.2,16.1,16.9,17.1,16.7,16.9,17,17.2,17.4,17.9,18.1,18.3,18.9,19.4,19.9,19.9,20.4,21,21.3,21.5,21.8,21.9,22.4,23,23,23.4,23.5,24.3,25,25.1,25.5,25.9,26.1,26.3,26.9,27.4,27.4,27.7,28.1,28.3,28.4,29.5,31.4,32.5,33.5,34.2,37.1,39.2,44.2,45.6,46.4,45.7,46.9,49.4,50.1,51.1,51.6,53.2,56.1,56.6,57.3,57.9,59.5,60.2,60.6,61.2,63.8,68.8,75.1,86.1,91.6,101.6,102.9,101,102.1,113.4,114.4,112.6,113.3,112,106.1,108.7,106.7,103,105.3,109.3,108.3,108,109.6,107,108.2,108.1,111.5,111,111.4,106.6,89.5,84.8,83.8,91.7,96.2,97.9,99.7,98.4,99.6,100.9,100.5,103.5,116.2,110.7,111.4,116.4,113.8,125.5,141.1,124.7,119.6,119.8,120.4,120.1,124.1,126.8,129,128.6,126.4,125.1,127.4,127.4,124.8,132.2,132.5,134.5,135.8,132.6,130.7,139.1,147.8,143.5,148.6,152.2,144.3,146.5,147.7,136.6,132.6,133.3,130.9,127.9,146.2,155.9,165.2,178.4,187.7,194,195.2,191.1,196.2,185.7,161.4,154.1,174.7,180.4,189.1,219.1,191.8,211.4,216.1,234.9,241.1,247.9,275.8,276.9,275.8,332,334.6,324.5,343.3,363.3,316.7,335.2,362.4,365.4,408.8,427.8,441.9,461.4,321.2,271,279.4,326.6
"20","12","    Other nondurable goods","DONGRC1",11.8,12.4,12.7,12.9,13.3,13.4,13.8,13.8,14,14.1,14.1,14.5,14.6,14.8,15.7,15.6,16.7,16.4,16.8,17.8,17.4,17.5,17.8,18.3,18.7,18.8,18.5,19,18.8,18.7,18.7,18.9,19.3,19.5,20,20.7,21.1,21,21.1,21.3,21.9,22.3,23,23.3,22.9,23.2,24.1,24.4,24.9,25.1,25.8,26.1,26.5,27,27.3,27.6,27.9,28.3,28.7,29.4,30.1,30.4,30.8,31.4,31.9,32.3,33,32.9,33.7,34.1,35.1,35,35.9,36.7,37.1,38.5,39.6,40.7,41.3,41.6,42.3,42.9,43.4,43.5,45.1,46.1,47.1,47.6,48.1,49,50.2,50.8,52.1,52.8,54,55.3,55.4,55.2,56,56.7,57.9,59.6,60.7,61.8,63.5,64.9,66.6,68.3,70.4,71.5,72.7,73.6,75,76.6,78.7,80.6,82.7,84.6,85.8,87.5,89.2,90.1,91.9,95,97.5,101.4,105.5,109,111.7,114.6,118.1,121.5,125.3,126.5,130.3,135.3,139.1,142,145.1,147.7,149.6,151.9,155.3,159.4,162.6,166.7,171.5,174.5,178.6,184,186.8,189.1,193.4,195.1,197.7,201.6,204.7,206.8,211.1,214.9,219.7,225.4,228,230.4,234.2,239,243.5,248.8,255.1,260,266.3,271.7,279.1,281.4,286,288,292.6,295.6,298.2,301.8,309.1,312,315.9,320.9,326.8,330.5,332.9,335.5,340.7,347.7,354.4,359.7,363,369.1,373.8,379.7,383.7,391.8,398.3,407,411.8,417.4,424.9,431.1,437.5,446.8,456.3,468.7,487.4,492.2,497.7,519.3,515.8,534.4,542.6,552.1,552.1,560.6,572.1,581.2,588.8,591.9,596.5,602.2,611,614.1,629.8,636.5,639.5,649.1,657,664.7,671.5,678.9,685.1,696.7,712.6,718.6,724.4,739.3,748.3,750,756.9,765.6,762.4,776,781.7,772.5,787,795,801.6
"21","13","Services","DSERRC1",60.7,61.9,63.3,64.4,65.4,67.1,68.5,69.4,69.8,70.3,70.4,71.1,72.3,74.4,76.7,78.2,81.8,83,84.4,85.9,87.6,89.7,91.8,93.9,95.8,97.7,99.6,99.8,101.3,103.3,105.3,107,108.9,110.1,111.8,114.7,116.5,118.3,120.5,122.8,124.4,126.1,128.1,130.4,131.3,133.6,136,137.5,140.3,143.5,146.8,149.8,151.9,154.4,155.3,157.6,159.6,162.6,163.9,167.5,170.1,173.4,175.6,178.4,179.9,182.4,186.2,189.7,193.7,197.4,201,204.7,207.9,211.9,215.9,220.9,224.6,229.2,233.2,238.1,241.9,246,251.3,255.8,263,270.3,276.9,283.4,289.6,297.1,303.5,311.5,319.1,325.6,333.4,340,346.9,355,363.4,372.6,383.1,391,400.3,411.2,420,430.2,440.6,450.6,459.2,474.6,488,503.8,520.1,535.3,547.9,566.5,582.6,594.1,612,631.1,651.3,666.7,687,704.8,729.8,755.7,775.4,795.3,814.7,841,864.4,892.8,916,932.2,966.9,1009.1,1032.3,1060.2,1082.4,1105.7,1129.9,1154.7,1188.9,1231.3,1266.3,1293.7,1335.7,1363.4,1387.6,1420.5,1456.1,1485.3,1533,1561.4,1598.9,1626.6,1656.4,1684.4,1713.9,1749.8,1788.9,1820.5,1857.1,1896.2,1944.7,1986.3,2039.2,2080.8,2118.7,2148.9,2184.8,2230.3,2269.2,2332.6,2378.5,2396.3,2423.9,2466.3,2500,2540.4,2606.3,2645.3,2694.5,2748.4,2777.9,2817.9,2867.1,2902,2944.7,2983,3027.4,3061.8,3100.6,3153.6,3196.7,3236.2,3285.5,3332.9,3378.5,3426.8,3480.4,3529.5,3592.9,3652.8,3712.3,3779.6,3846.2,3895.7,3950.3,4014.3,4084.4,4162.1,4265.1,4332.9,4406.2,4480.7,4551.4,4600.3,4627.3,4680.3,4739.4,4804.1,4859.2,4914.1,4971.8,5041.7,5112.6,5180.3,5270.3,5346.6,5431.3,5523.1,5612.3,5699.9,5784.4,5883.7,5967.4,6060.1,6141.3,6235,6352.2,6424.3,6499,6570.3,6647.9,6719.8,6757.1,6782.3,6790,6805.6,6847.4
"22","14","  Household consumption expenditures (for services)","DHCERC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135.5,138.5,141.6,144.6,146.5,149.1,150,152.4,154.4,157.2,158.3,161.8,164.3,167.7,169.9,172.7,174.2,176.5,180.1,183.4,187.1,190.7,194.3,197.9,201.1,204.9,208.5,213.3,216.8,221.4,225.5,230.4,234.1,237.8,242.7,246.8,253.7,261,267.5,273.9,279.9,287.2,293.3,301,308.4,314.6,322.1,328.6,335.2,343,350.9,359.5,370,377.6,386.8,396.8,406,415.6,425.9,435.5,443.5,458.1,471.4,486.8,502.8,517.7,529.5,547.6,562.7,574.2,592,610.6,630.2,645.7,665,681.7,706.3,731.6,750.6,769.8,787.8,813.5,836.8,863.7,885.8,900.9,934.5,975.3,997.8,1024.6,1045.7,1067.5,1090.9,1115.2,1148.3,1190.1,1224.7,1251.6,1292.5,1318.8,1342.3,1373.4,1407.9,1435.6,1484,1511.6,1548.2,1574.9,1602.8,1628.9,1657.9,1693.4,1731.8,1763,1797.8,1835.9,1881.1,1920.5,1971.2,2011.2,2049.4,2077.7,2112.1,2156.6,2194,2254.2,2296.7,2313.3,2341.4,2382.7,2415.2,2454.3,2517.4,2553.8,2600.6,2653.3,2684.5,2724.2,2772.1,2805.7,2846.4,2882.1,2923.4,2955.7,2995.4,3047.1,3089.1,3126.7,3172.2,3216.7,3260.9,3311.1,3369.6,3419.4,3480.9,3536.6,3590.2,3651.2,3711.9,3756.7,3810,3871,3937.7,4010.9,4108.4,4171.4,4238.4,4305.3,4371.5,4415.4,4438.4,4489.1,4543.1,4601.3,4650.5,4702,4760,4829.5,4900.4,4969.3,5060.8,5136.8,5220.9,5312.7,5402.8,5489.2,5569.6,5662.4,5740.2,5822.9,5893.1,5986.2,6103.7,6179.5,6242.8,6305.8,6377.5,6446.1,6474.5,6494.1,6522,6545.9,6587.7
"23","15","    Housing and utilities","DHUTRC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.3,52.2,53.4,54.5,55.5,56.2,57,58.2,58.8,60,60.6,61.8,62.9,63.9,64.9,66.2,67.1,67.4,68.7,69.6,70.6,71.5,72.6,73.9,74.8,76.1,77.2,78.4,79.5,80.6,81.7,83.1,84.1,85.6,86.9,88.8,90.5,91.5,93.5,95.6,97.7,99.5,102.2,104.5,106.2,107.9,110.5,113.1,115.8,118.6,121.3,124.1,126.8,129.6,132.2,136.1,138.6,141.8,145.3,148.3,151.5,156.4,160.8,165.6,170,174.9,178.7,182.5,187,190.9,196.5,204.3,210.2,213.3,221.1,226.6,234.5,241.3,246.7,254.7,262.4,268.1,276,287.1,296.1,305.7,316.9,328.6,333.8,347.9,357.7,368.5,378.1,381.7,388.9,399.2,405.6,415.7,426.6,436.8,441.3,454.1,463.9,473.7,487.6,492,505.2,517.8,521.7,531.7,540.6,548.8,555.3,567,577.1,587.8,600,607,620,630.8,640.1,647.2,658.4,676.7,675.2,692.2,706.1,712,719.7,733.9,740.4,748.2,755.1,766.9,774.5,788.2,797,805.8,821.9,833.3,849.5,863.9,871.8,880.6,891.4,908.2,923.6,932,948.8,957.7,962,976.5,987.9,1001.3,1014.7,1035.6,1040.9,1061.2,1076.3,1082.5,1101,1118.1,1136.9,1144.1,1159.6,1184.4,1208.1,1242.1,1271.2,1281.3,1295.7,1302.8,1313,1328.4,1339.2,1358.4,1376.2,1389.5,1396.5,1413.1,1429.7,1448.7,1468.8,1501.7,1532.2,1566.1,1598.4,1634.7,1645.8,1677,1705.7,1715.3,1741.4,1755.8,1770.4,1784.8,1811.9,1838.6,1852.2,1872.1,1878.8,1871.1,1870.6
