"","Table 2#8#5# Personal Consumption Expenditures by Major Type of ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207"
"90","1","    Personal consumption expenditures (PCE)","DPCERC1","7,579,533.0","7,573,562.0","7,627,499.0","7,661,658.0","7,669,222.0","7,722,854.0","7,783,764.0","7,878,858.0","7,874,012.0","7,890,644.0","7,950,411.0","7,974,324.0","8,037,326.0","8,072,079.0","8,120,990.0","8,141,566.0","8,212,851.0","8,204,613.0","8,270,652.0","8,294,390.0","8,372,985.0","8,417,861.0","8,458,388.0","8,516,494.0","8,521,157.0","8,575,691.0","8,622,512.0","8,715,868.0","8,680,634.0","8,775,279.0","8,867,903.0","8,872,640.0","8,923,611.0","8,959,555.0","8,987,689.0","9,026,766.0","9,100,107.0","9,134,653.0","9,168,089.0","9,223,277.0","9,254,113.0","9,283,841.0","9,360,404.0","9,368,647.0","9,393,903.0","9,413,279.0","9,431,169.0","9,516,459.0","9,553,069.0","9,590,848.0","9,631,634.0","9,670,579.0","9,708,868.0","9,723,309.0","9,759,596.0","9,800,569.0","9,837,525.0","9,853,911.0","9,928,580.0","9,947,582.0","9,963,173.0","9,955,748.0","10,004,193.0","10,044,642.0","10,093,283.0","10,149,386.0","10,151,095.0","10,140,327.0","10,083,156.0","9,983,296.0","9,851,241.0","9,744,237.0","9,792,060.0","9,775,720.0","9,742,890.0","9,741,907.0","9,759,718.0","9,807,636.0","9,835,159.0","9,961,896.0","9,875,372.0","9,924,564.0","9,946,099.0","10,000,613.0","10,003,390.0","10,034,681.0","10,095,499.0","10,106,906.0","10,140,190.0","10,165,853.0","10,184,305.0","10,247,057.0","10,268,906.0","10,343,716.0","10,399,756.0","10,436,084.0","10,474,689.0","10,512,420.0","10,583,520.0","10,624,644.0","10,653,063.0","10,676,363.0","10,727,095.0","10,745,639.0","10,790,634.0","10,827,551.0","10,828,701.0","10,827,293.0","10,905,463.0","10,979,179.0","10,994,311.0","11,030,238.0","11,028,990.0","11,032,453.0","11,074,826.0","11,104,849.0","11,179,626.0","11,199,854.0","11,222,752.0","11,245,158.0","11,303,182.0","11,371,440.0","11,378,835.0","11,373,264.0","11,407,102.0","11,462,427.0","11,484,741.0","11,511,613.0","11,559,624.0","11,602,116.0","11,671,460.0","11,686,327.0","11,663,887.0","11,714,359.0","11,807,104.0","11,825,191.0","11,864,305.0","11,922,607.0","11,944,354.0","12,016,955.0","12,044,570.0","12,096,436.0","12,142,224.0","12,122,046.0","12,084,288.0","12,102,745.0","12,180,735.0","12,189,246.0","12,295,101.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2","Goods","DGDSRC1","2,655,862.0","2,642,232.0","2,671,455.0","2,676,633.0","2,655,946.0","2,696,353.0","2,723,618.0","2,793,431.0","2,778,375.0","2,765,340.0","2,802,563.0","2,796,861.0","2,822,295.0","2,828,513.0","2,873,675.0","2,852,461.0","2,903,377.0","2,863,900.0","2,896,351.0","2,895,612.0","2,938,616.0","2,959,309.0","2,970,805.0","2,998,129.0","2,989,710.0","3,013,395.0","3,016,069.0","3,081,882.0","3,014,945.0","3,075,325.0","3,135,096.0","3,112,134.0","3,129,109.0","3,137,216.0","3,120,853.0","3,137,611.0","3,200,268.0","3,188,210.0","3,187,291.0","3,222,554.0","3,215,308.0","3,229,094.0","3,275,776.0","3,267,486.0","3,259,278.0","3,244,487.0","3,240,992.0","3,298,832.0","3,291,034.0","3,292,989.0","3,322,284.0","3,330,621.0","3,367,620.0","3,354,998.0","3,369,935.0","3,361,458.0","3,392,092.0","3,392,367.0","3,432,419.0","3,431,069.0","3,418,973.0","3,381,357.0","3,418,470.0","3,429,737.0","3,455,836.0","3,490,702.0","3,478,006.0","3,473,987.0","3,398,781.0","3,300,193.0","3,174,017.0","3,088,351.0","3,140,409.0","3,151,000.0","3,119,463.0","3,115,313.0","3,144,224.0","3,185,624.0","3,206,832.0","3,310,319.0","3,217,619.0","3,237,751.0","3,266,849.0","3,285,927.0","3,284,995.0","3,290,975.0","3,338,605.0","3,325,198.0","3,321,608.0","3,330,073.0","3,332,362.0","3,370,492.0","3,384,362.0","3,436,407.0","3,458,940.0","3,479,750.0","3,511,374.0","3,528,250.0","3,562,295.0","3,589,652.0","3,583,699.0","3,590,514.0","3,606,666.0","3,602,363.0","3,630,041.0","3,659,614.0","3,652,730.0","3,640,342.0","3,683,334.0","3,717,371.0","3,728,062.0","3,735,441.0","3,716,130.0","3,700,070.0","3,711,192.0","3,750,707.0","3,793,760.0","3,787,378.0","3,786,813.0","3,792,322.0","3,823,212.0","3,856,139.0","3,817,332.0","3,797,142.0","3,820,060.0","3,845,909.0","3,860,728.0","3,861,433.0","3,873,696.0","3,874,015.0","3,894,762.0","3,889,592.0","3,851,079.0","3,888,695.0","3,932,040.0","3,942,216.0","3,956,397.0","3,994,947.0","3,997,994.0","4,025,401.0","4,011,215.0","4,018,673.0","4,026,856.0","3,978,387.0","3,914,381.0","3,902,583.0","3,967,708.0","3,950,935.0","4,029,884.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","3","  Durable goods","DDURRC1","985,528.0","957,423.0","979,095.0","1,002,286.0","1,004,963.0","1,016,282.0","1,029,094.0","1,061,519.0","1,036,163.0","1,035,241.0","1,055,350.0","1,047,387.0","1,047,287.0","1,062,707.0","1,076,857.0","1,066,426.0","1,094,443.0","1,054,101.0","1,081,618.0","1,071,324.0","1,099,789.0","1,092,324.0","1,092,217.0","1,118,760.0","1,102,384.0","1,108,678.0","1,120,475.0","1,154,863.0","1,107,724.0","1,159,192.0","1,197,828.0","1,133,369.0","1,105,032.0","1,094,138.0","1,113,507.0","1,129,587.0","1,163,410.0","1,146,050.0","1,150,525.0","1,152,431.0","1,138,686.0","1,149,927.0","1,165,641.0","1,146,425.0","1,161,848.0","1,161,992.0","1,161,912.0","1,174,532.0","1,175,278.0","1,172,673.0","1,172,094.0","1,176,095.0","1,196,227.0","1,182,504.0","1,179,351.0","1,189,239.0","1,201,972.0","1,199,406.0","1,192,647.0","1,178,103.0","1,167,064.0","1,146,730.0","1,143,156.0","1,140,319.0","1,144,872.0","1,134,351.0","1,106,573.0","1,122,636.0","1,076,337.0","1,028,015.0","1,018,981.0","998,357.0","1,028,831.0","1,010,448.0","996,781.0","988,831.0","1,008,748.0","1,016,699.0","1,030,476.0","1,103,315.0","1,003,684.0","1,014,713.0","1,037,812.0","1,039,482.0","1,025,644.0","1,024,999.0","1,069,939.0","1,063,522.0","1,064,542.0","1,066,006.0","1,069,815.0","1,076,519.0","1,078,942.0","1,104,937.0","1,102,302.0","1,101,153.0","1,109,185.0","1,111,062.0","1,125,603.0","1,120,805.0","1,109,764.0","1,106,463.0","1,122,517.0","1,116,087.0","1,132,929.0","1,151,734.0","1,145,799.0","1,151,992.0","1,168,861.0","1,180,241.0","1,182,869.0","1,179,974.0","1,178,759.0","1,179,478.0","1,183,914.0","1,191,955.0","1,210,327.0","1,194,427.0","1,219,868.0","1,233,960.0","1,241,699.0","1,241,892.0","1,229,823.0","1,237,056.0","1,244,716.0","1,254,397.0","1,250,456.0","1,259,117.0","1,247,594.0","1,259,373.0","1,276,679.0","1,248,517.0","1,237,617.0","1,253,873.0","1,295,269.0","1,287,460.0","1,300,387.0","1,307,395.0","1,305,678.0","1,333,626.0","1,321,370.0","1,321,949.0","1,342,124.0","1,322,981.0","1,324,229.0","1,310,524.0","1,340,632.0","1,341,905.0","1,370,972.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","4","  Nondurable goods","DNDGRC1","1,670,333.0","1,684,809.0","1,692,360.0","1,674,346.0","1,650,984.0","1,680,072.0","1,694,525.0","1,731,912.0","1,742,212.0","1,730,099.0","1,747,213.0","1,749,474.0","1,775,007.0","1,765,806.0","1,796,817.0","1,786,035.0","1,808,934.0","1,809,799.0","1,814,733.0","1,824,288.0","1,838,827.0","1,866,985.0","1,878,589.0","1,879,369.0","1,887,327.0","1,904,716.0","1,895,594.0","1,927,018.0","1,907,221.0","1,916,133.0","1,937,267.0","1,978,765.0","2,024,077.0","2,043,079.0","2,007,346.0","2,008,024.0","2,036,858.0","2,042,160.0","2,036,766.0","2,070,123.0","2,076,622.0","2,079,167.0","2,110,135.0","2,121,061.0","2,097,430.0","2,082,495.0","2,079,080.0","2,124,300.0","2,115,756.0","2,120,316.0","2,150,190.0","2,154,527.0","2,171,393.0","2,172,495.0","2,190,583.0","2,172,218.0","2,190,120.0","2,192,961.0","2,239,771.0","2,252,966.0","2,251,909.0","2,234,627.0","2,275,314.0","2,289,418.0","2,310,964.0","2,356,351.0","2,371,433.0","2,351,350.0","2,322,444.0","2,272,178.0","2,155,035.0","2,089,995.0","2,111,578.0","2,140,552.0","2,122,682.0","2,126,483.0","2,135,477.0","2,168,925.0","2,176,356.0","2,207,004.0","2,213,935.0","2,223,038.0","2,229,037.0","2,246,445.0","2,259,351.0","2,265,976.0","2,268,666.0","2,261,676.0","2,257,066.0","2,264,067.0","2,262,547.0","2,293,972.0","2,305,420.0","2,331,471.0","2,356,638.0","2,378,596.0","2,402,189.0","2,417,189.0","2,436,692.0","2,468,846.0","2,473,935.0","2,484,051.0","2,484,149.0","2,486,275.0","2,497,112.0","2,507,879.0","2,506,930.0","2,488,350.0","2,514,473.0","2,537,130.0","2,545,193.0","2,555,466.0","2,537,371.0","2,520,592.0","2,527,278.0","2,558,752.0","2,583,433.0","2,592,951.0","2,566,945.0","2,558,362.0","2,581,513.0","2,614,247.0","2,587,509.0","2,560,086.0","2,575,343.0","2,591,513.0","2,610,272.0","2,602,315.0","2,626,102.0","2,614,641.0","2,618,083.0","2,641,075.0","2,613,462.0","2,634,821.0","2,636,771.0","2,654,756.0","2,656,010.0","2,687,551.0","2,692,316.0","2,691,775.0","2,689,845.0","2,696,724.0","2,684,732.0","2,655,406.0","2,590,152.0","2,592,060.0","2,627,075.0","2,609,030.0","2,658,912.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","5","Services","DSERRC1","4,923,672.0","4,931,330.0","4,956,044.0","4,985,025.0","5,013,276.0","5,026,501.0","5,060,146.0","5,085,427.0","5,095,636.0","5,125,304.0","5,147,848.0","5,177,463.0","5,215,032.0","5,243,566.0","5,247,315.0","5,289,104.0","5,309,474.0","5,340,713.0","5,374,301.0","5,398,777.0","5,434,369.0","5,458,552.0","5,487,582.0","5,518,365.0","5,531,447.0","5,562,297.0","5,606,443.0","5,633,986.0","5,665,688.0","5,699,954.0","5,732,807.0","5,760,506.0","5,794,502.0","5,822,339.0","5,866,836.0","5,889,155.0","5,899,838.0","5,946,443.0","5,980,798.0","6,000,724.0","6,038,805.0","6,054,747.0","6,084,627.0","6,101,160.0","6,134,625.0","6,168,792.0","6,190,177.0","6,217,627.0","6,262,035.0","6,297,859.0","6,309,351.0","6,339,958.0","6,341,248.0","6,368,311.0","6,389,662.0","6,439,111.0","6,445,433.0","6,461,544.0","6,496,161.0","6,516,512.0","6,544,200.0","6,574,391.0","6,585,724.0","6,614,905.0","6,637,447.0","6,658,684.0","6,673,089.0","6,666,340.0","6,684,375.0","6,683,104.0","6,677,225.0","6,655,885.0","6,651,651.0","6,624,720.0","6,623,426.0","6,626,593.0","6,615,494.0","6,622,012.0","6,628,328.0","6,651,577.0","6,657,752.0","6,686,814.0","6,679,250.0","6,714,686.0","6,718,395.0","6,743,706.0","6,756,894.0","6,781,708.0","6,818,582.0","6,835,780.0","6,851,944.0","6,876,565.0","6,884,543.0","6,907,309.0","6,940,816.0","6,956,334.0","6,963,315.0","6,984,169.0","7,021,225.0","7,034,992.0","7,069,364.0","7,085,849.0","7,120,429.0","7,143,276.0","7,160,592.0","7,167,937.0","7,175,971.0","7,186,951.0","7,222,129.0","7,261,808.0","7,266,249.0","7,294,797.0","7,312,860.0","7,332,383.0","7,363,634.0","7,354,142.0","7,385,866.0","7,412,476.0","7,435,939.0","7,452,835.0","7,479,970.0","7,515,300.0","7,561,503.0","7,576,122.0","7,587,042.0","7,616,518.0","7,624,014.0","7,650,181.0","7,685,928.0","7,728,101.0","7,776,698.0","7,796,735.0","7,812,808.0","7,825,664.0","7,875,064.0","7,882,975.0","7,907,907.0","7,927,660.0","7,946,360.0","7,991,554.0","8,033,355.0","8,077,764.0","8,115,368.0","8,143,660.0","8,169,907.0","8,200,162.0","8,213,027.0","8,238,311.0","8,265,217.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",NA,"Addenda:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","6","  PCE excluding food and energy","DPCCRC1","6,637,151.0","6,612,138.0","6,669,330.0","6,706,266.0","6,744,186.0","6,798,436.0","6,843,526.0","6,908,808.0","6,898,117.0","6,921,987.0","6,975,686.0","6,994,398.0","7,030,834.0","7,065,377.0","7,121,066.0","7,134,428.0","7,190,858.0","7,175,912.0","7,244,283.0","7,264,766.0","7,328,744.0","7,352,533.0","7,374,960.0","7,435,191.0","7,440,448.0","7,494,662.0","7,521,922.0","7,607,492.0","7,581,408.0","7,671,439.0","7,735,635.0","7,704,822.0","7,701,434.0","7,733,546.0","7,796,932.0","7,837,324.0","7,925,032.0","7,933,163.0","7,972,842.0","8,010,048.0","8,021,144.0","8,059,686.0","8,090,210.0","8,103,336.0","8,162,213.0","8,199,122.0","8,227,670.0","8,296,029.0","8,318,355.0","8,333,114.0","8,375,865.0","8,374,637.0","8,426,740.0","8,434,696.0","8,459,753.0","8,504,486.0","8,527,505.0","8,558,029.0","8,584,135.0","8,592,056.0","8,609,449.0","8,600,209.0","8,610,781.0","8,646,565.0","8,678,183.0","8,688,908.0","8,678,177.0","8,693,943.0","8,648,076.0","8,588,682.0","8,569,267.0","8,524,974.0","8,554,114.0","8,536,716.0","8,497,713.0","8,512,034.0","8,527,949.0","8,537,934.0","8,575,362.0","8,669,075.0","8,580,940.0","8,619,004.0","8,649,549.0","8,668,150.0","8,665,790.0","8,691,115.0","8,773,117.0","8,798,182.0","8,816,620.0","8,845,627.0","8,862,912.0","8,904,551.0","8,924,095.0","8,984,064.0","9,016,736.0","9,019,476.0","9,057,962.0","9,095,957.0","9,140,076.0","9,165,772.0","9,183,517.0","9,214,050.0","9,245,763.0","9,272,886.0","9,313,299.0","9,343,954.0","9,360,726.0","9,387,535.0","9,458,176.0","9,511,613.0","9,529,271.0","9,537,459.0","9,553,684.0","9,570,853.0","9,604,526.0","9,616,708.0","9,669,857.0","9,681,497.0","9,740,869.0","9,784,914.0","9,827,641.0","9,839,509.0","9,850,258.0","9,886,460.0","9,927,146.0","9,964,549.0","9,993,227.0","10,025,718.0","10,047,641.0","10,116,205.0","10,166,678.0","10,165,381.0","10,130,690.0","10,175,841.0","10,263,775.0","10,295,523.0","10,345,515.0","10,387,406.0","10,430,788.0","10,502,278.0","10,526,114.0","10,590,266.0","10,638,234.0","10,667,351.0","10,669,413.0","10,663,275.0","10,740,243.0","10,783,719.0","10,850,402.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","7","  Food \1\","DFXARC1","586,785.0","589,388.0","590,530.0","591,759.0","588,220.0","595,665.0","600,958.0","607,596.0","608,836.0","609,890.0","613,084.0","612,253.0","620,909.0","617,078.0","623,435.0","625,413.0","628,642.0","629,233.0","631,523.0","634,725.0","640,365.0","643,069.0","646,605.0","650,258.0","653,299.0","655,408.0","656,803.0","664,153.0","661,961.0","666,686.0","666,327.0","670,770.0","675,462.0","680,981.0","682,274.0","684,469.0","684,928.0","691,877.0","689,719.0","692,835.0","697,154.0","696,835.0","699,727.0","703,380.0","702,119.0","712,468.0","712,369.0","719,713.0","722,591.0","725,581.0","728,443.0","727,435.0","731,646.0","736,220.0","741,172.0","738,246.0","742,196.0","745,163.0","752,068.0","757,222.0","755,498.0","755,689.0","762,401.0","770,671.0","774,549.0","784,423.0","784,746.0","784,040.0","782,433.0","777,646.0","774,511.0","768,009.0","770,226.0","768,751.0","767,820.0","765,794.0","768,059.0","768,388.0","766,547.0","767,005.0","770,322.0","771,950.0","772,952.0","781,685.0","779,485.0","790,806.0","785,792.0","781,618.0","783,102.0","781,232.0","777,664.0","790,191.0","792,002.0","794,649.0","803,162.0","807,098.0","811,046.0","817,530.0","817,510.0","826,806.0","826,411.0","830,208.0","831,912.0","837,255.0","835,127.0","841,093.0","842,275.0","832,588.0","845,143.0","848,444.0","849,102.0","853,137.0","854,168.0","852,365.0","856,063.0","855,839.0","858,405.0","864,535.0","860,538.0","861,168.0","866,344.0","874,331.0","871,444.0","861,033.0","867,771.0","870,046.0","871,794.0","871,711.0","875,671.0","873,694.0","876,463.0","885,607.0","880,282.0","878,410.0","879,558.0","883,543.0","883,824.0","890,685.0","889,349.0","891,769.0","896,676.0","894,223.0","897,590.0","897,874.0","897,148.0","891,583.0","899,111.0","896,067.0","897,205.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","8","  Energy goods and services \2\","DNRGRC1","355,597.0","372,036.0","367,638.0","363,633.0","336,817.0","328,754.0","339,280.0","362,453.0","367,059.0","358,767.0","361,642.0","367,674.0","385,583.0","389,624.0","376,489.0","381,724.0","393,351.0","399,468.0","394,846.0","394,899.0","403,877.0","422,259.0","436,822.0","431,045.0","427,411.0","425,621.0","443,787.0","444,224.0","437,264.0","437,155.0","465,940.0","497,048.0","546,716.0","545,028.0","508,482.0","504,973.0","490,147.0","509,613.0","505,528.0","520,395.0","535,815.0","527,320.0","570,467.0","561,930.0","529,571.0","501,689.0","491,130.0","500,717.0","512,124.0","532,153.0","527,327.0","568,507.0","550,482.0","552,393.0","558,671.0","557,837.0","567,823.0","550,719.0","592,377.0","598,303.0","598,227.0","599,850.0","631,011.0","627,405.0","640,551.0","676,055.0","688,173.0","662,344.0","652,647.0","616,969.0","507,463.0","451,254.0","467,720.0","470,253.0","477,356.0","464,078.0","463,710.0","501,313.0","493,250.0","525,816.0","524,110.0","533,610.0","523,599.0","550,777.0","558,115.0","552,760.0","536,590.0","527,106.0","540,467.0","538,994.0","543,730.0","552,315.0","552,808.0","565,003.0","579,858.0","609,509.0","605,681.0","598,932.0","625,934.0","632,065.0","643,135.0","632,105.0","649,420.0","635,498.0","642,208.0","642,504.0","625,700.0","607,170.0","602,145.0","619,121.0","615,939.0","639,642.0","621,138.0","609,234.0","614,236.0","632,302.0","651,364.0","653,822.0","621,346.0","599,075.0","609,198.0","657,599.0","657,134.0","625,771.0","612,184.0","627,833.0","619,721.0","614,185.0","636,311.0","612,216.0","628,320.0","635,340.0","652,915.0","660,109.0","663,772.0","646,125.0","634,966.0","644,516.0","624,217.0","622,908.0","621,780.0","611,948.0","606,401.0","556,821.0","517,728.0","547,887.0","541,382.0","509,460.0","547,493.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","9","  Market-based PCE \3\","DPCMRC1","6,679,016.0","6,680,755.0","6,731,777.0","6,762,818.0","6,767,816.0","6,814,268.0","6,863,554.0","6,959,400.0","6,955,221.0","6,964,287.0","7,020,137.0","7,039,124.0","7,097,776.0","7,121,668.0","7,168,506.0","7,179,737.0","7,240,273.0","7,227,376.0","7,288,125.0","7,305,600.0","7,371,312.0","7,418,660.0","7,454,859.0","7,509,644.0","7,508,083.0","7,566,428.0","7,595,962.0","7,679,349.0","7,648,689.0","7,730,423.0","7,820,838.0","7,818,965.0","7,867,607.0","7,890,475.0","7,905,684.0","7,941,366.0","8,004,091.0","8,028,274.0","8,054,509.0","8,107,263.0","8,138,077.0","8,163,290.0","8,240,343.0","8,241,509.0","8,267,556.0","8,277,472.0","8,286,252.0","8,365,729.0","8,398,980.0","8,429,875.0","8,470,344.0","8,505,203.0","8,543,914.0","8,554,988.0","8,580,089.0","8,619,992.0","8,649,619.0","8,666,801.0","8,742,125.0","8,757,934.0","8,770,927.0","8,754,064.0","8,808,940.0","8,840,638.0","8,893,500.0","8,946,014.0","8,950,414.0","8,936,385.0","8,877,248.0","8,785,758.0","8,652,364.0","8,568,573.0","8,628,574.0","8,627,732.0","8,601,015.0","8,606,462.0","8,631,043.0","8,676,542.0","8,703,941.0","8,825,682.0","8,742,259.0","8,780,895.0","8,791,651.0","8,850,233.0","8,848,533.0","8,870,162.0","8,919,556.0","8,922,005.0","8,948,488.0","8,974,719.0","8,990,112.0","9,048,265.0","9,069,114.0","9,137,740.0","9,194,616.0","9,232,322.0","9,264,902.0","9,298,603.0","9,364,710.0","9,405,912.0","9,432,172.0","9,450,700.0","9,492,104.0","9,510,571.0","9,551,594.0","9,595,518.0","9,599,473.0","9,598,125.0","9,666,109.0","9,738,285.0","9,758,654.0","9,794,365.0","9,792,561.0","9,793,543.0","9,833,507.0","9,871,675.0","9,936,103.0","9,943,383.0","9,964,614.0","9,979,763.0","10,046,056.0","10,105,325.0","10,104,763.0","10,087,934.0","10,113,520.0","10,163,220.0","10,180,697.0","10,201,425.0","10,245,658.0","10,270,421.0","10,328,331.0","10,337,387.0","10,325,315.0","10,361,786.0","10,442,700.0","10,458,428.0","10,484,293.0","10,537,479.0","10,551,266.0","10,618,386.0","10,636,725.0","10,680,556.0","10,729,720.0","10,700,872.0","10,665,199.0","10,686,040.0","10,754,066.0","10,750,690.0","10,850,787.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
