"","Table 7U# Chain-Type Price Indexes for BEA Real Retail and Food ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17"
"15","8","S1 PN442ZZZMG     Furniture and home furnishings stores","T070083",96.141,97.244,99.024,99.804,100.617,100.829,101.113,100.453,100,99.054,97.443,94.961,93.822,93.436
"16","9","S4 PN4421ZZMG       Furniture Stores","T070093",95.427,96.887,99.307,100.27,101.427,101.286,101.065,100.573,100,98.274,96.186,94.5,93.849,92.77
"17","10","S4 PN4422ZZMG       Home furnishings stores","T070103",97.138,97.742,98.655,99.196,99.562,100.234,101.176,100.303,100,100.034,99.024,95.578,93.862,94.282
"18","11","S1 PN443ZZZMG     Electronics and appliance stores","T070113",210.6,202.17,197.074,186.366,168.218,147.609,128.131,111.031,100,86.415,75.7,66.145,59.972,53.914
"19","12","S1 PN444ZZZMG   Building material and garden equipment and supplies dealers","T070123",89.716,96.392,98.898,99.452,99.871,102.144,100.404,100.701,100,99.44,98.963,99.695,105.309,107.4
"20","13","S2 PN4441ZZMG     Building material and supplies dealers","T070133",89.25,97.188,99.592,99.726,99.935,102.606,100.47,100.909,100,99.039,98.605,99.215,105.062,106.917
"21","14","S3 PN4442ZZMG     Lawn and garden equipment and supplies stores","T070143",92.021,91.237,94.363,97.598,99.366,99.16,99.897,99.254,100,102.351,101.538,103.267,106.873,111.035
"22","15","S1 PN445ZZZMG   Food and beverage stores","T070153",84.749,85.935,87.159,89.01,91.53,93.276,94.943,97.369,100,103.026,104.819,106.414,109.337,111.403
"23","16","S1 PN4451ZZMG     Grocery stores","T070163",84.618,85.836,87.127,89.058,91.6,93.319,95.009,97.408,100,103.063,104.84,106.442,109.432,111.542
"24","17","S3 PN4452ZZMG     Specialty food stores","T070173",85.434,86.696,88.311,90.375,93.077,94.961,96.409,97.925,100,102.9,104.321,106.096,109.311,111.195
"25","18","S2 PN4453ZZMG     Beer, wine, liquor stores","T070183",86.532,87.188,87.16,87.67,89.771,91.849,93.29,96.548,100,102.569,104.78,106.18,108.038,109.623
"26","19","S1 PN448ZZZMG   Clothing and clothing accessories stores","T070193",111.78,111.438,110.11,107.66,105.839,105.403,103.373,101.555,100,98.429,95.846,93.314,93.007,91.96
"27","20","S2 PN4481ZZMG     Clothing stores","T070203",111.362,110.929,109.112,106.097,104.387,104.624,102.769,101.324,100,97.965,95.214,92.62,92.174,90.703
"28","21","S2 PN4482ZZMG     Shoe stores","T070213",108.047,108.305,107.291,105.802,105.051,104.953,103.892,101.447,100,99.236,97.772,96.225,95.972,98.283
"29","22","S3 PN4483ZZMG     Jewelry, luggage, and leather goods stores","T070223",117.211,116.669,117.543,116.897,113.426,109.428,105.614,102.666,100,99.859,97.12,94.078,94.382,92.849
"30","23","S1 PN452ZZZMG   General merchandise stores","T070233",99.992,100.49,100.657,100.426,100.635,101.006,100.572,100.178,100,99.726,98.575,96.57,95.777,94.778
"31","24","S1 PN4521ZZMG     Department stores","T070243",104.833,105.028,104.811,103.911,103.423,103.445,102.356,101.12,100,98.644,96.573,93.737,92.434,91.08
"32","25","S2 PN4529ZZMG     Other general merchandise stores","T070253",91.283,92.445,93.42,94.545,96.122,97.158,97.882,98.829,100,101.099,100.957,99.74,99.381,98.652
"33","26","S1 PN44EZZZMG   Other retail stores","T070263",90.908,91.501,92.208,93.153,95.366,95.227,91.71,93.625,100,98.795,96.339,98.928,102.982,107.859
"34","27","S1 PN446ZZZMG     Health and personal care stores","T070273",85.736,87.393,88.7,89.502,91.039,92.065,93.799,96.974,100,104.056,107.788,110.343,113.582,116.385
"35","28","S1 PN447ZZZMG     Gasoline stations","T070283",76.176,76.233,76.707,78.148,82.481,83.151,75.631,82.209,100,98.22,94.663,106.23,120.041,137.502
"36","29","S1 PN451ZZZMG     Sporting goods, hobby, book, and music stores","T070293",106.953,107.31,107.958,107.649,107.985,107.039,105.537,102.427,100,98.551,96.519,94.008,92.298,90.365
"37","30","S4 PN4511ZZMG       Sporting goods, hobby, and musical instrument stores","T070303",110.72,110.768,111.465,110.931,110.913,109.824,107.236,103.149,100,97.791,94.881,92.114,90.443,88.549
"38","31","S4 PN4512ZZMG       Book, periodical, and music Stores","T070313",99.497,100.476,101.027,101.154,102.165,101.495,102.081,100.918,100,100.211,100.168,98.263,96.466,94.447
"39","32","S1 PN453ZZZMG     Miscellaneous store retailers","T070323",96.843,97.609,98.606,100.809,100.985,100.786,101.194,100.831,100,98.493,96.349,93.042,91.769,90.585
"40","33","S3 PN4531ZZMG       Florists","T070333",100.901,99.247,99.587,102.31,99.771,97.248,98.484,96.545,100,102.761,102.809,101.832,104.167,103.754
"41","34","S3 PN4532ZZMG       Office supplies, stationery, and gift stores","T070343",105.627,105.975,106.476,109.851,109.221,108.027,106.7,103.062,100,95.677,90.675,85.214,81.522,78.492
"42","35","S4 PN4533ZZMG       Used merchandise stores","T070353",108.445,108.642,108.165,106.846,106.044,105.397,104.602,102.464,100,97.457,94.494,90.368,87.998,85.664
"43","36","S4 PN4539ZZMG       Other miscellaneous store retailers","T070363",86.894,88.693,90.493,92.32,93.726,94.716,96.477,99.309,100,100.582,100.999,99.66,100.636,101.629
"44","37","S1 PN454ZZZMG     Nonstore retailers","T070373",109.683,110.183,110.435,109.972,110.651,108.013,102.826,99.137,100,95.212,88.566,85.718,84.778,83.757
"45","38","S2 PN4541ZZMG       Electronic shopping and mail-order houses","T070383",132.714,132.714,132.776,130.846,126.505,120.004,112.765,105.495,100,92.078,84.075,77.386,73.777,68.909
"46","39","S4 PN4542ZZMG       Vending machine operators","T070393",83.517,84.88,86.223,88.109,90.837,92.831,94.904,97.575,100,103.151,105.12,107.122,110.272,112.462
"47","40","S4 PN4543ZZMG       Direct selling establishments","T070403",85.333,85.916,86.085,86.372,90.729,91.283,87.625,88.198,100,100.29,95.384,101.619,107.907,119.389
"48","41","S1 PN722ZZZMG Food services and drinking places","T070413",83.335,84.85,86.218,88.107,90.277,92.76,95.06,97.448,100,103.184,105.954,108.141,111.413,114.889
"49","42","S4 PN7221ZZMG   Full-service restaurants","T070423",83.025,84.563,85.935,87.828,90.026,92.516,94.963,97.515,100,103.26,105.889,108.165,111.23,114.58
"50","43","S4 PN7222ZZMG   Limited-service eating places","T070433",84.058,85.462,86.782,88.627,90.716,93.156,95.253,97.398,100,103.049,105.939,107.965,111.449,115.057
"51","44","S4 PN7223ZZMG   Special food Services","T070443",83.302,84.811,86.192,88.093,90.228,92.665,95.079,97.578,100,103.152,105.718,107.923,110.905,114.187
"52","45","S4 PN7224ZZMG   Drinking places (alcoholic beverages)","T070453",80.181,82.344,84.031,86.229,88.878,91.723,94.251,97.079,100,103.752,107.02,109.822,113.443,117.145
"53",NA,"              Addenda:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","46","S1 PN04472BMG   Retail and food services except motor vehicle and parts dealers","T070463",94.098,95.42,96.274,96.926,98.029,98.506,97.25,97.908,100,99.823,98.815,99.115,101.223,102.94
"55","47","S1 PN44GZZZMG   Retail trade except motor vehicle and parts dealers","T070473",95.719,97.007,97.775,98.23,99.168,99.341,97.559,97.971,100,99.365,97.856,97.91,99.868,101.364
"56","48","S2 PN44BZZZMG   GAFO-Department store merchandise stores\1\","T070483",110.542,110.526,110.364,109.361,108.07,106.648,104.384,101.845,100,97.732,94.905,91.574,89.855,87.929
"57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","S1=Based on Census advance data, seasonally adjusted.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","S2=Based on Census preliminary and final data, seasonally adjusted.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","S3=Based on unpublished Census data, seasonally adjusted.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","S4=Based on unpublished Census data, seasonally adjusted by BEA.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","1. Includes industries PN442ZZZMG, PN443ZZZMG, PN448ZZZMG, PN451ZZZMG,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","PN452ZZZMG, and PN4532ZZMG.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
