"","Table 5#5#4# Price Indexes for Private Fixed Investment in Equip","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44"
"11","4","    Computers and peripheral equipment","B935RG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,755989.279,593570.088,438509.198,311056.361,204300.007,170899.943,141215.66,98982.178,80422.922,68628.773,62138.19
"12","5","    Communication equipment \1\","B275RG3",48.928,43.661,39.224,37.201,35.221,40.448,41.069,40.861,41.24,40.85,40.242,40.645,41.856,43.681,43.284,43.072,43.669,67.433,82.59,81.724,81.735,83.44,86.895,84.11,80.867,81.291,81.09,82.381,85.626,86.702,87.16,86.548,86.02,85.277,85.863,87.099,86.718,87.631,90.496,94.97,100.159
"13","6","    Medical equipment and instruments","W176RG3",19.719,19.167,18.623,19.327,16.485,17.048,16.323,16.397,15.845,16.499,16.484,17.293,18.59,19.605,19.142,18.514,18.046,16.752,18.331,19.428,19.524,20.413,22.249,21.699,22.234,22.773,23.735,24.999,26.814,27.666,28.355,28.695,28.772,28.861,28.799,28.637,28.77,29.582,30.24,31.02,31.935
"14","7","    Nonmedical instruments","W177RG3",14.137,13.741,13.352,13.856,11.819,12.222,11.702,11.756,11.36,11.828,11.818,12.398,13.328,14.056,13.723,13.273,12.937,12.01,13.142,14.007,14.134,14.737,16.13,15.863,16.396,16.655,17.255,18.186,19.582,20.31,20.891,21.519,21.847,22.143,22.366,22.209,22.252,23.223,24.419,25.259,26.092
"15","8","    Photocopy and related equipment","B285RG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.024,68.212,74.417,73.238,70.805,74.051,73.059,73.157,73.617,73.996,74.116,79.389,81.212,82.078,82.675,84.519,86.191,85.909,85.594,86.678,86.516,88.656,85.795,84.168
"16","9","    Office and accounting equipment","B936RG3",50.107,50.464,50.296,48.695,45.816,46.009,44.852,45.593,46.601,46.414,46.64,46.871,47.916,50.32,49.188,47.677,47.127,48.586,52.173,53.483,54.547,55.501,58.897,59.082,60.648,61.369,62.316,64.423,67.004,66.714,67.073,67.077,67.245,66.846,67.388,67.726,67.992,68.396,69.895,69.968,70.762
"17","10","  Industrial equipment","A680RG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.174,8.856,9.597,10.058,10.47,11.808,11.883,12.22,12.446,12.901,14.249,15.315,15.677,16.033,16.353,16.218,16.217,16.268,16.413,16.658,17.1,17.843,18.592,19.221
"18","11","    Fabricated metal products","B263RG3",7.06,6.943,6.099,5.821,5.59,6.549,6.611,6.323,7.057,7.062,6.835,6.664,6.946,7.284,7.34,7.34,7.455,8.019,9.881,11.068,11.179,11.351,12.932,13.1,13.44,13.439,13.891,15.415,16.207,16.149,16.4,16.887,16.493,16.485,16.579,16.52,16.537,16.719,17.139,17.574,18.074
"19","12","    Engines and turbines","B668RG3",5.174,4.887,4.367,4.366,4.362,5.008,5.235,5.175,5.462,5.462,5.466,5.692,6.04,6.496,6.268,6.502,6.5,7.243,8.11,8.428,8.379,8.28,9.432,9.321,10.011,10.128,10.695,12.529,14.132,14.817,15.253,15.287,14.883,14.101,14.027,14.175,14.311,14.43,15.031,15.867,16.64
"20","13","    Metalworking machinery","B271RG3",6.484,5.98,5.604,5.032,4.975,5.854,5.79,5.853,6.483,6.671,6.734,7.239,7.679,7.868,7.868,7.931,7.931,8.624,7.238,7.993,8.498,9.253,10.448,10.952,11.141,11.267,11.896,13.218,14.162,14.414,14.729,15.384,15.484,15.818,15.861,16.083,16.49,17.033,17.66,18.471,19.087
"21","14","    Special industry machinery, n.e.c.","B272RG3",4.959,4.66,4.361,4.004,4.063,4.661,4.661,4.66,5.139,5.198,5.257,5.557,5.915,6.035,5.974,6.035,6.094,6.632,7.11,7.708,8.066,8.424,9.44,9.44,9.619,9.859,10.396,11.173,12.069,12.368,12.657,12.984,13.027,13.146,13.455,13.763,14.008,14.425,15.199,15.883,16.606
"22","15","    General industrial, including materials handling, equipment","B273RG3",5.554,5.196,4.897,4.598,4.598,5.016,5.137,5.196,5.733,5.794,5.734,5.913,6.152,6.39,6.391,6.451,6.51,6.987,8.123,8.84,9.616,9.975,11.288,11.228,11.586,11.944,12.423,13.617,14.633,15.17,15.618,15.943,15.98,16.014,16.133,16.294,16.65,17.242,17.932,18.642,19.389
"23","16","    Electrical transmission, distribution, and industrial apparatus","B276RG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.552,16.619,17.261,17.549,18.261,20.471,20.257,20.972,21.398,21.257,23.753,25.464,25.964,26.378,26.268,25.43,25.025,24.447,24.264,24.202,24.491,25.836,26.91,27.163
"24","17","  Transportation equipment","A681RG3",9.414,8.99,8.583,8.138,7.456,7.7,7.616,7.642,7.909,8.335,8.268,8.468,9.214,11.143,11.381,12.129,12.689,13.371,15.503,16.611,17.38,17.689,18.811,19.934,19.189,20.034,19.64,21.561,22.531,22.857,23.334,23.298,23.248,22.997,22.89,22.689,22.628,22.605,22.972,23.608,24.325
"25","18","    Trucks, buses, and truck trailers","B279RG3",8.585,7.971,7.544,7.239,6.562,6.562,6.256,6.256,6.624,7.42,7.297,7.543,8.033,9.387,8.584,9.138,10.242,11.039,12.388,13.43,14.044,13.982,15.086,15.884,15.823,15.761,16.373,17.663,18.642,19.624,20.05,19.567,19.57,19.501,19.291,19.223,19.502,19.574,19.991,20.55,21.109
"26","19","      Light trucks (including utility vehicles) \2\","W178RG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","20","      Other trucks, buses, and truck trailers \2\","W179RG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","21","    Autos \2\","B280RG3",16.676,15.878,15.276,14.378,13.082,13.778,13.581,13.679,13.879,14.378,14.18,14.479,16.176,22.861,24.057,28.951,28.344,24.761,30.755,32.576,34.367,34.736,36.582,40.06,35.844,38.887,36.398,40.823,41.868,40.864,41.721,41.838,41.398,40.215,39.815,39.174,38.163,37.606,37.625,38.608,39.562
"29","22","    Aircraft","B281RG3",4.467,4.096,3.863,4.321,3.785,3.642,3.678,3.601,3.96,4.155,4.153,4.192,4.611,4.923,5.069,5.215,5.576,6.038,6.91,7.426,7.694,8.116,9.26,9.213,9.443,9.493,9.862,10.827,11.334,11.52,11.922,11.974,12.09,12.486,13.056,12.771,13.056,13.225,13.737,14.133,14.645
"30","23","    Ships and boats","B282RG3",4.696,4.532,4.209,3.826,3.783,4.318,4.384,4.423,4.8,4.802,4.745,4.748,5.233,5.395,5.449,5.665,5.449,7.014,7.93,8.577,8.796,9.008,9.711,10.143,10.684,10.955,11.17,12.031,12.842,13.164,13.078,13.527,13.536,13.585,13.789,14,14.176,14.517,14.943,15.527,16.29
"31","24","    Railroad equipment","B283RG3",5.142,5.102,4.897,4.774,4.702,4.697,5.222,5.182,5.425,5.587,5.791,5.952,6.155,6.761,7.127,7.085,7.086,8.057,8.664,9.232,9.556,10.284,10.81,10.973,11.256,11.336,11.66,12.51,13.401,14.049,14.43,14.817,15.066,15.066,15.066,15.066,15.066,15.131,15.321,15.709,16.411
"32","25","  Other equipment","B682RG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.681,11.143,12.07,12.477,12.787,13.843,13.938,14.184,14.37,14.571,15.12,15.79,16.114,16.378,16.563,16.585,16.685,16.794,17.029,17.225,17.607,18.12,18.753,19.51
"33","26","    Furniture and fixtures","B667RG3",9.477,9.537,9.115,8.51,8.27,8.452,8.271,8.028,8.63,8.451,8.269,8.391,8.933,9.776,9.66,9.778,9.657,10.381,12.313,13.038,13.386,13.846,15.344,15.049,15.316,15.449,15.921,16.81,17.686,18.007,18.083,18.153,18.065,18.082,18.053,18.282,18.372,18.731,19.438,20.177,21.213
"34","27","    Agricultural machinery","B268RG3",6.76,6.867,6.766,6.641,7.195,6.902,6.559,6.578,6.719,6.789,6.572,6.567,6.62,6.865,6.827,6.769,6.801,7.234,7.872,8.832,9.412,9.731,10.284,10.671,10.845,10.947,10.973,11.239,11.687,12.124,12.546,12.779,12.998,13.3,13.518,13.756,14.124,14.575,15.083,15.506,16.156
"35","28","    Construction machinery","B269RG3",3.582,3.595,3.43,3.147,3.4,3.564,3.522,3.512,3.841,3.925,3.896,4.02,4.338,4.62,4.699,4.773,4.947,5.43,6.174,7.029,7.458,7.683,8.543,8.694,8.908,9.105,9.46,10.116,10.799,11.325,11.734,12.033,12.2,12.245,12.459,12.825,13.094,13.462,13.912,14.679,15.383
"36","29","    Mining and oilfield machinery","B270RG3",3.478,3.429,3.334,3.092,3.189,3.235,3.236,3.188,3.477,3.671,3.575,3.719,4.009,4.25,4.348,4.492,4.637,5.022,5.796,6.328,6.811,7.294,8.114,8.114,8.501,8.888,9.227,9.853,10.578,10.819,10.909,11.202,11.165,11.315,11.335,11.494,11.591,11.762,12.216,12.73,13.365
"37","30","    Service industry machinery","B570RG3",14.111,13.907,13.425,11.173,10.363,10.576,10.433,9.958,10.907,11.247,11.05,11.317,12.474,13.905,14.32,14.663,14.862,16.364,20.116,20.865,20.73,20.183,21.685,21.615,21.548,21.545,21.41,21.682,22.16,22.228,22.364,22.41,22.085,22.05,22.045,22.166,22.133,22.438,22.923,23.631,24.263
"38","31","    Electrical equipment, n.e.c.","B670RG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.247,28.109,30.24,29.324,30.331,31.978,30.857,32.828,32.396,32.083,31.897,32.043,32.54,32.809,32.379,31.981,31.554,30.934,30.793,30.499,30.846,30.631,31.172,31.921
"39","32","    Other","B286RG3",11.876,11.489,10.595,10.462,10.334,10.724,10.468,10.34,11.998,11.881,11.685,12.254,13.147,14.049,14.615,15.056,15.514,16.846,18.321,19.345,19.406,20.3,22.213,21.699,21.89,22.531,22.726,23.234,24.064,23.681,23.47,23.528,23.483,23.491,23.605,23.721,23.802,24.185,24.571,25.159,25.956
"40","33","  Less: Sale of equipment scrap, excluding autos","B287RG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.943,11.187,14.018,10.014,12.191,14.263,13.731,12.51,11.074,14.051,16.571,14.06,11.466,12.506,10.844,11.284,9.634,9.505,11.279,12.132,12.201,11.023,10.536,12.692
"41","34","Residential equipment","B013RG3",41.239,40.689,36.334,30.841,31.537,32.51,31.172,32.036,33.304,33.466,32.645,31.916,34.082,38.187,38.363,39.946,45.456,50.826,56.48,59.679,57.669,57.419,61.409,61.251,61.08,60.073,58.3,55.855,55.339,54.5,56.761,56.138,55.123,53.919,53,52.457,51.355,50.568,50.669,51.754,52.924
"42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","n.e.c. Not elsewhere classified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","1. For 1929-45, includes electrical transmission, distribution, and industrial apparatus (line 16) and",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","electrical equipment, n.e.c. (line 31).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2. Includes net purchases of used vehicles; additional detail is available in table 7.2.4B.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
