"","Table 2#4#4U# Price Indexes for Personal Consumption Expenditure","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208"
"231","223","        Pari-mutuel net receipts","DPARRG3",16.352,16.38,16.465,16.564,16.579,16.679,16.688,16.795,16.829,16.824,16.889,16.914,16.98,17.044,17.093,17.134,17.188,17.22,17.325,17.373,17.444,17.472,17.512,17.593,17.647,17.759,17.812,17.906,18.074,18.237,18.395,18.546,18.593,18.705,18.893,19.1,19.288,19.476,19.74,19.984,20.228,20.548,20.83,21.149,21.487,21.788,22.014,22.334,22.522,22.729,22.954,23.123,23.311,23.462,23.65,23.894,24.271,24.778,25.267,25.905,26.675,27.39,28.16,29.026,29.647,30.004,30.606,31.17,31.527,31.809,32.316,32.786,33.388,33.97,34.44,34.947,35.476,36.238,36.892,37.602,38.446,39.468,40.502,41.499,42.782,43.789,44.803,45.82,47.077,47.946,48.902,49.725,50.329,50.85,51.703,52.256,52.553,53.169,53.673,54.152,54.881,55.377,55.803,56.253,56.753,57.256,57.627,58.186,58.483,58.173,58.52,58.911,59.578,60.205,60.781,61.283,61.699,62.346,63.04,63.634,64.253,65.24,65.712,66.284,67.346,67.971,69.101,70.199,70.574,70.909,71.35,71.853,72.286,72.779,73.228,73.82,74.213,74.751,75.087,75.595,75.826,76.246,76.856,77.214,77.666,78.267,78.662,79.024,79.654,80.325,80.737,81.382,81.829,82.014,82.38,82.804,82.951,83.247,83.658,84.045,84.359,84.984,85.616,86.251,87.111,87.793,88.594,89.213,90.07,90.722,90.97,90.88,91.182,91.907,92.398,92.94,93.891,93.741,94.427,94.798,95.609,96.349,96.957,98.019,98.532,99.152,100.612,101.705,102.193,103.041,103.962,103.693,104.685,105.768,106.384,107.885,109.078,110.281,111.953,109.54,108.886,109.246,110.216,110.965,111.386
"232","224","      Other recreational services (81, 94, and part of 92)","DOTRRG3",16.474,16.546,16.572,16.675,16.78,16.917,16.902,16.91,17.06,16.957,17.01,17.089,17.204,17.279,17.311,17.401,17.392,17.483,17.573,17.601,17.721,17.873,18.083,18.224,18.331,18.463,18.568,18.694,18.976,19.225,19.3,19.496,19.625,19.777,20.095,20.425,20.811,21.131,21.544,21.739,21.949,22.282,22.564,22.787,22.925,23.036,23.346,23.812,24.404,24.902,25.246,25.336,25.552,25.642,25.805,26.078,26.148,26.597,26.812,27.219,27.703,28.404,29.221,29.868,30.679,30.922,31.118,31.499,31.971,32.389,32.854,33.303,33.724,34.133,34.634,35.024,35.486,36.026,36.498,37.082,37.559,38.324,38.841,39.129,39.86,40.979,41.806,42.359,43.177,43.511,43.888,44.749,45.418,45.869,46.515,47.109,47.528,47.9,48.047,48.742,49.123,49.721,50.15,50.755,51.197,51.622,51.995,52.581,53.244,53.548,53.923,54.29,54.6,55.028,55.369,55.979,56.352,56.886,57.085,57.788,58.559,59.206,59.832,60.482,61.211,61.826,62.636,63.249,63.898,64.602,65.277,65.815,65.75,66.441,66.602,67.029,67.255,67.698,68.035,68.668,69.265,69.377,69.71,70.181,70.684,71.087,71.407,71.986,72.462,72.739,73.044,73.531,73.934,74.381,74.701,74.656,75.34,75.869,76.386,77.068,77.73,78.598,78.974,79.54,81.099,82.246,83.462,84.46,85.161,86.048,86.948,87.797,88.111,89.047,89.984,90.543,91.72,92.44,93.178,93.97,94.963,95.959,96.627,97.441,98.551,99.53,100.432,101.487,102.142,103.185,103.926,104.873,106.219,107.414,108.326,109.408,110.48,112.036,113.839,114.928,116.065,116.481,117.199,117.441,117.439
"233","225","        Veterinary and other services for pets","DVETRG3",14.206,14.28,14.282,14.378,14.443,14.521,14.479,14.472,14.661,14.557,14.629,14.708,14.832,14.889,14.878,14.95,14.936,15.017,15.094,15.097,15.215,15.372,15.588,15.72,15.818,15.967,16.067,16.175,16.458,16.682,16.739,16.917,17.04,17.191,17.513,17.84,18.224,18.516,18.933,19.091,19.191,19.475,19.763,20.059,20.329,20.562,20.899,21.209,21.531,21.77,21.925,21.985,22.181,22.259,22.367,22.628,22.563,22.922,23.08,23.319,23.484,24.026,24.624,25.103,25.698,25.795,25.93,26.13,26.433,26.773,27.16,27.434,27.701,27.935,28.214,28.484,28.894,29.283,29.685,30.168,30.634,31.263,31.618,31.848,32.388,33.215,33.914,34.301,35.064,35.298,35.707,36.502,37.204,37.523,38.121,38.817,39.306,39.61,39.912,40.543,40.894,41.376,41.882,42.466,42.887,43.336,43.743,44.149,44.866,45.281,45.733,46.25,46.542,46.959,47.427,48.006,48.495,48.874,49.194,49.653,50.585,51.287,52.094,52.609,53.307,53.847,54.582,55.168,55.871,56.659,57.314,57.651,57.505,58.077,58.481,58.903,59.031,59.449,59.882,60.7,61.527,61.295,61.483,61.895,62.292,62.763,63.068,63.714,64.061,64.458,64.888,65.437,65.62,66.247,66.501,66.507,67.123,67.833,68.387,69.231,69.829,70.761,71.116,71.893,74.104,75.575,77.039,78.436,79.301,80.278,81.805,82.895,83.583,84.824,86.179,86.71,88.284,89.196,90.149,91.436,92.544,94.009,95.383,96.76,98.198,99.435,100.451,101.868,102.644,103.643,104.395,105.728,107.729,109.438,111.208,112.635,114.049,116.075,118.405,119.744,121.501,122.466,123.13,123.78,124.22
"234","226","        Package tours","DHOLRG3",15.421,15.602,15.747,15.901,15.967,16.103,16.19,16.221,16.366,16.417,16.465,16.584,16.575,16.621,16.757,16.83,16.856,16.972,17.075,17.206,17.232,17.245,17.34,17.455,17.563,17.639,17.749,17.947,18.017,18.237,18.451,18.642,18.746,18.873,19.034,19.201,19.467,19.785,20.07,20.347,20.711,21.033,21.423,21.762,22.316,22.846,23.23,23.644,23.933,24.049,24.377,24.6,24.927,25.124,25.295,25.468,25.627,26,26.293,26.919,27.46,28.244,29.028,29.835,30.423,30.934,31.378,32.147,32.916,33.397,33.956,34.526,35.152,35.867,36.586,37.136,37.585,38.211,38.868,39.677,39.868,40.514,40.938,40.986,41.589,43.384,44.042,44.54,45.286,45.505,45.599,46.147,46.647,47.243,47.975,48.468,48.77,49.313,48.803,49.766,49.984,50.461,50.825,51.356,51.865,52.441,52.596,53.307,54.259,55.129,55.61,55.976,56.293,56.727,56.778,56.8,56.862,57.535,57.442,58.066,58.662,59.574,60.183,60.493,61.286,61.961,62.873,63.725,64.231,64.637,65.314,66.052,66.172,66.903,67.139,67.562,68.171,68.689,68.828,69.224,69.592,69.927,70.583,70.974,71.56,72.174,72.671,73.304,73.822,74.042,74.469,75.063,75.767,76.241,76.741,76.719,77.36,78.129,78.783,79.391,80.397,81.578,82.318,83.165,84.094,84.826,86.415,86.926,87.716,88.799,89.07,90.269,90.206,91.267,92.13,93.062,94.169,95.196,95.877,96.317,97.132,97.402,97.951,98.347,98.946,99.672,100.204,101.165,102.024,103.068,103.976,104.905,105.942,106.807,106.755,107.605,108.346,108.977,110.045,110.431,110.902,109.803,111.55,111.075,110.258
"235","227","        Maintenance and repair of recreational vehicles and sports equipment","DRRERG3",28.135,28.088,28.134,28.22,28.606,29.121,29.213,29.316,29.065,28.865,28.691,28.651,28.754,29.008,29.313,29.529,29.531,29.617,29.749,29.878,30.008,30.134,30.242,30.415,30.543,30.461,30.528,30.65,30.89,31.236,31.296,31.578,31.769,31.9,32.228,32.588,32.873,33.192,33.493,33.796,34.64,35.264,35.258,34.719,33.319,31.986,31.858,33.232,35.88,38.581,40.136,40.166,40.262,40.257,40.709,41.162,41.914,42.928,43.335,44.339,46.827,48.198,50.421,51.716,54.371,55.12,55.162,56.011,56.973,57.637,58.279,59.702,60.757,61.716,63.262,64.038,64.648,65.894,66.293,66.963,67.921,69.592,71.142,72.203,74.305,75.701,77.524,79.204,80.158,81.28,81.857,83.532,84.137,85.06,85.638,85.498,85.522,85.841,86.333,86.624,87.428,88.807,88.873,89.65,90.027,89.912,90.492,91.812,91.439,89.939,89.649,89.159,89.511,89.94,90.115,91.876,92.25,93.292,93.491,95.52,95.886,95.744,95.628,97.621,98.371,99.208,100.161,100.364,101.199,102.299,103.071,104.063,103.855,104.984,103.567,104,103.541,103.857,104.261,104.582,104.577,105.936,105.962,106.953,107.693,106.945,106.745,106.658,107.752,107.409,106.427,106.054,106.918,105.963,106.111,105.651,106.712,105.328,105.152,105.017,105.042,104.66,104.2,102.987,102.871,103.474,102.754,103.078,102.921,103.063,102.629,101.909,101.428,100.981,100.476,100.507,100.305,99.829,99.869,99.408,100.286,100.739,99.02,98.452,99.169,99.607,100.659,100.531,100.417,101.605,102.069,101.695,101.221,101.117,100.407,100.604,100.92,102.103,103.009,104.184,103.872,104.256,103.753,103.356,102.697
"236","228","    Food services and accommodations","DFSARG3",12.829,13.006,13.142,13.223,13.345,13.381,13.428,13.457,13.537,13.624,13.713,13.814,13.874,13.965,14.066,14.143,14.229,14.301,14.318,14.41,14.46,14.542,14.556,14.589,14.685,14.733,14.865,15.01,15.105,15.282,15.5,15.696,15.946,16.176,16.339,16.538,16.746,16.965,17.224,17.454,17.677,17.933,18.245,18.628,18.951,19.384,19.635,19.872,20.195,20.386,20.627,20.786,20.928,21.16,21.361,21.579,21.808,22.333,22.905,23.793,24.289,24.942,25.723,26.392,26.995,27.376,27.776,28.329,28.761,29.213,29.704,30.108,30.604,31.367,31.925,32.419,33.007,33.879,34.828,35.646,36.591,37.644,38.504,39.447,40.43,41.311,42.119,43.07,44.25,45.128,45.918,46.542,47.128,47.728,48.434,48.946,49.417,49.913,50.273,50.934,51.589,52.187,52.685,53.122,53.679,54.408,54.959,55.549,55.982,56.617,57.181,57.773,58.409,58.9,59.513,59.989,60.734,61.463,62.1,62.695,63.424,64.183,64.938,65.632,66.433,67.191,67.898,68.473,69.352,69.991,70.55,70.881,71.083,71.492,71.943,72.218,72.431,73.011,73.313,73.607,73.8,74.273,74.498,74.922,75.269,75.983,76.436,76.823,77.181,77.888,78.475,79.173,79.703,80.209,80.681,81.394,81.835,82.358,82.834,83.589,83.956,84.51,85.09,85.602,86.28,86.813,87.513,88.033,88.702,89.385,90.042,90.447,91.115,91.513,92.055,92.589,92.91,93.381,94.026,94.776,95.5,96.511,97.403,98.14,99.058,99.7,100.128,101.114,102.058,103.021,103.763,104.557,105.612,106.771,108.082,108.927,109.916,110.857,112.317,113.305,113.783,114.201,114.358,114.917,114.987
"237","229","      Food services","DFSERG3",13.176,13.359,13.503,13.58,13.716,13.746,13.804,13.831,13.91,14.005,14.1,14.216,14.272,14.375,14.478,14.561,14.655,14.737,14.759,14.854,14.914,14.992,15,15.032,15.137,15.185,15.32,15.484,15.595,15.78,16.001,16.204,16.468,16.714,16.881,17.092,17.303,17.525,17.798,18.035,18.26,18.523,18.841,19.234,19.57,20.022,20.274,20.518,20.862,21.062,21.321,21.488,21.636,21.883,22.108,22.331,22.57,23.13,23.746,24.724,25.253,25.948,26.767,27.477,28.121,28.521,28.938,29.51,29.954,30.423,30.921,31.308,31.849,32.643,33.221,33.681,34.257,35.156,36.123,36.935,37.903,38.991,39.856,40.762,41.734,42.622,43.461,44.452,45.66,46.524,47.271,47.865,48.393,48.943,49.64,50.174,50.693,51.201,51.511,52.117,52.761,53.324,53.831,54.248,54.785,55.446,55.96,56.542,57.062,57.727,58.261,58.787,59.397,59.854,60.44,60.962,61.588,62.297,63.042,63.622,64.379,65.115,65.834,66.527,67.319,68.216,68.878,69.463,70.261,70.888,71.481,71.817,72.104,72.43,72.697,72.983,73.361,73.757,74.069,74.306,74.586,74.916,75.169,75.607,76.045,76.535,76.947,77.347,77.733,78.294,78.825,79.568,80.103,80.463,80.987,81.588,82.081,82.479,82.995,83.555,84.111,84.563,85.073,85.584,86.154,86.609,87.284,87.845,88.522,89.288,90.056,90.722,91.327,91.778,92.38,92.928,93.344,93.831,94.36,95.018,95.82,96.564,97.463,98.107,98.968,99.631,100.316,101.085,101.93,102.816,103.657,104.35,105.425,106.357,107.601,108.559,109.627,110.841,112.446,113.809,114.809,115.452,115.72,116.229,116.454
"238","230","        Purchased meals and beverages (102)","DPMBRG3",13.176,13.363,13.509,13.586,13.724,13.751,13.809,13.833,13.913,14.009,14.105,14.221,14.276,14.379,14.482,14.564,14.657,14.741,14.762,14.858,14.917,14.995,15.002,15.033,15.14,15.184,15.318,15.482,15.589,15.773,15.995,16.196,16.464,16.713,16.88,17.093,17.304,17.524,17.797,18.034,18.258,18.521,18.838,19.23,19.564,20.017,20.271,20.516,20.862,21.061,21.32,21.487,21.633,21.881,22.105,22.327,22.565,23.122,23.733,24.704,25.233,25.925,26.745,27.454,28.097,28.496,28.911,29.481,29.923,30.392,30.888,31.276,31.816,32.604,33.18,33.641,34.214,35.114,36.078,36.887,37.853,38.936,39.796,40.697,41.668,42.554,43.39,44.376,45.583,46.447,47.193,47.784,48.313,48.863,49.559,50.094,50.612,51.119,51.427,52.034,52.678,53.241,53.749,54.166,54.702,55.364,55.878,56.466,56.987,57.65,58.184,58.708,59.317,59.774,60.36,60.881,61.509,62.218,62.963,63.542,64.297,65.033,65.752,66.444,67.235,68.131,68.793,69.377,70.185,70.812,71.406,71.741,72.028,72.357,72.625,72.911,73.289,73.686,73.998,74.234,74.516,74.845,75.098,75.536,75.973,76.464,76.876,77.276,77.663,78.224,78.754,79.496,80.032,80.392,80.916,81.517,82.023,82.411,82.937,83.491,84.049,84.506,85.024,85.526,86.101,86.575,87.26,87.842,88.532,89.298,90.072,90.755,91.367,91.808,92.396,92.93,93.33,93.817,94.339,95.001,95.804,96.547,97.463,98.097,98.963,99.623,100.326,101.087,101.932,102.815,103.645,104.337,105.417,106.347,107.609,108.582,109.653,110.868,112.455,113.811,114.801,115.45,115.734,116.219,116.425
"239","231","          Meals and nonalcoholic beverages","DMABRG3",13.087,13.213,13.336,13.406,13.512,13.582,13.636,13.707,13.778,13.85,13.94,14.047,14.118,14.225,14.333,14.422,14.528,14.581,14.617,14.706,14.777,14.849,14.867,14.921,14.994,15.101,15.243,15.404,15.58,15.775,15.988,16.204,16.418,16.633,16.794,16.991,17.206,17.436,17.704,17.953,18.185,18.452,18.789,19.198,19.556,19.983,20.214,20.428,20.733,20.967,21.216,21.395,21.555,21.804,22.035,22.284,22.531,23.153,23.868,24.97,25.507,26.256,27.044,27.777,28.457,28.87,29.315,29.94,30.399,30.878,31.392,31.78,32.365,33.271,33.897,34.353,34.963,35.842,36.84,37.691,38.699,39.89,40.848,41.84,42.846,43.771,44.656,45.731,46.943,47.805,48.567,49.222,49.744,50.311,51.016,51.539,52.06,52.583,52.929,53.524,54.157,54.718,55.205,55.608,56.164,56.807,57.312,57.732,58.222,58.921,59.441,60.013,60.643,61.084,61.644,62.183,62.759,63.434,64.18,64.783,65.563,66.269,66.986,67.694,68.502,69.417,70.048,70.662,71.099,71.678,72.238,72.605,72.881,73.098,73.339,73.592,73.964,74.327,74.626,74.879,75.102,75.427,75.707,76.136,76.581,77.019,77.405,77.809,78.173,78.693,79.25,79.988,80.51,80.847,81.34,81.942,82.421,82.869,83.347,83.897,84.453,84.894,85.384,85.905,86.477,86.972,87.554,88.124,88.826,89.553,90.309,90.963,91.575,91.974,92.58,93.051,93.416,93.918,94.449,95.066,95.896,96.585,97.476,98.083,98.956,99.627,100.343,101.074,101.868,102.679,103.448,104.173,105.236,106.058,107.305,108.31,109.374,110.536,112.217,113.633,114.668,115.299,115.562,115.962,116.134
"240","232","            Meals at schools","DMSLRG3",13.466,13.595,13.723,13.796,13.907,13.98,14.034,14.108,14.181,14.255,14.346,14.456,14.528,14.639,14.749,14.842,14.952,15.007,15.045,15.137,15.209,15.282,15.301,15.356,15.43,15.539,15.688,15.854,16.038,16.241,16.462,16.679,16.898,17.117,17.28,17.483,17.704,17.944,18.217,18.475,18.712,18.986,19.331,19.754,20.121,20.561,20.799,21.019,21.331,21.57,21.827,22.012,22.177,22.436,22.674,22.933,23.189,23.83,24.56,25.699,26.245,27.014,27.823,28.576,29.275,29.703,30.163,30.805,31.284,31.782,32.314,32.716,33.314,34.246,34.896,35.356,35.967,36.871,37.895,38.769,39.801,41.04,42.028,43.054,44.104,45.063,45.978,47.084,48.334,49.222,49.999,50.665,51.19,51.767,52.489,53.025,53.562,54.101,54.459,55.072,55.725,56.302,56.803,57.217,57.788,58.451,58.97,59.402,59.904,60.622,61.157,61.745,62.396,62.851,63.426,63.977,64.567,65.261,66.03,66.655,67.467,68.196,68.935,69.666,70.493,71.435,72.084,72.716,73.165,73.761,74.338,74.715,74.999,75.223,75.47,75.729,76.113,76.486,76.792,77.054,77.283,77.618,77.907,78.349,78.808,79.259,79.656,80.074,80.45,80.986,81.559,82.318,82.855,83.2,83.706,84.323,84.329,85.096,85.271,86.017,86.518,86.769,86.995,87.836,88.199,87.916,88.224,87.943,88.113,88.901,89.436,89.437,89.746,90.618,91.743,92.868,93.879,94.357,95.172,95.705,96.435,97.222,97.447,98.461,99.138,99.924,99.922,101.017,101.857,102.867,104.105,104.865,105.737,106.738,107.392,107.772,108.751,109.933,112.207,113.853,115.222,115.638,115.293,116.724,117.672
"241","233","              Elementary and secondary school lunches","DESLRG3",13.464,13.593,13.721,13.794,13.905,13.979,14.033,14.106,14.179,14.253,14.345,14.455,14.527,14.638,14.748,14.84,14.949,15.005,15.042,15.134,15.206,15.28,15.299,15.353,15.428,15.536,15.684,15.849,16.032,16.234,16.455,16.673,16.894,17.115,17.279,17.482,17.702,17.941,18.214,18.473,18.712,18.986,19.333,19.756,20.123,20.563,20.802,21.021,21.334,21.572,21.828,22.013,22.177,22.434,22.672,22.93,23.187,23.828,24.559,25.698,26.248,27.019,27.827,28.577,29.272,29.7,30.156,30.796,31.273,31.773,32.305,32.708,33.309,34.244,34.892,35.349,35.955,36.855,37.88,38.757,39.797,41.042,42.029,43.048,44.087,45.038,45.949,47.054,48.309,49.202,49.982,50.65,51.176,51.755,52.48,53.019,53.56,54.102,54.461,55.074,55.724,56.299,56.8,57.214,57.788,58.451,58.97,59.4,59.9,60.617,61.151,61.741,62.394,62.849,63.423,63.973,64.559,65.251,66.019,66.644,67.457,68.189,68.929,69.662,70.49,71.433,72.082,72.715,73.162,73.757,74.334,74.71,74.994,75.218,75.466,75.726,76.11,76.483,76.789,77.049,77.277,77.612,77.901,78.344,78.805,79.256,79.653,80.068,80.44,80.974,81.548,82.308,82.848,83.195,83.702,84.32,84.325,85.092,85.267,86.011,86.512,86.764,86.99,87.833,88.199,87.917,88.226,87.945,88.114,88.901,89.435,89.436,89.744,90.616,91.741,92.865,93.878,94.356,95.171,95.705,96.436,97.223,97.448,98.461,99.135,99.922,99.921,101.018,101.861,102.873,104.11,104.87,105.739,106.738,107.391,107.771,108.751,109.934,112.208,113.855,115.224,115.641,115.295,116.726,117.674
"242","234","              Higher education school lunches","DHSLRG3",13.463,13.592,13.721,13.794,13.905,13.978,14.032,14.106,14.179,14.253,14.345,14.455,14.526,14.638,14.747,14.84,14.949,15.005,15.042,15.134,15.206,15.28,15.299,15.353,15.428,15.536,15.684,15.849,16.032,16.234,16.455,16.674,16.895,17.115,17.279,17.481,17.701,17.941,18.214,18.472,18.711,18.986,19.332,19.755,20.122,20.563,20.801,21.021,21.334,21.571,21.828,22.012,22.176,22.434,22.672,22.931,23.189,23.829,24.56,25.702,26.25,27.019,27.827,28.582,29.276,29.699,30.156,30.799,31.276,31.772,32.305,32.709,33.311,34.243,34.891,35.348,35.954,36.854,37.879,38.758,39.799,41.041,42.028,43.05,44.088,45.038,45.949,47.055,48.309,49.201,49.981,50.65,51.176,51.754,52.478,53.018,53.56,54.101,54.46,55.073,55.723,56.298,56.799,57.213,57.786,58.45,58.969,59.399,59.899,60.615,61.15,61.739,62.392,62.848,63.422,63.973,64.559,65.251,66.019,66.644,67.457,68.188,68.929,69.661,70.49,71.432,72.081,72.713,73.161,73.756,74.333,74.709,74.994,75.218,75.465,75.725,76.109,76.481,76.788,77.048,77.276,77.611,77.9,78.343,78.803,79.255,79.651,80.067,80.439,80.973,81.547,82.307,82.847,83.194,83.701,84.319,84.324,85.09,85.265,86.01,86.511,86.762,86.989,87.832,88.197,87.916,88.225,87.943,88.113,88.9,89.434,89.434,89.743,90.615,91.74,92.865,93.876,94.354,95.17,95.704,96.434,97.222,97.447,98.459,99.132,99.916,99.912,101.009,101.85,102.862,104.1,104.859,105.728,106.727,107.38,107.76,108.74,109.922,112.197,113.843,115.212,115.628,115.282,116.714,117.661
"243","235","            Other purchased meals","DOPMRG3",13.066,13.191,13.314,13.384,13.489,13.56,13.613,13.684,13.756,13.828,13.917,14.024,14.095,14.202,14.309,14.398,14.504,14.557,14.593,14.682,14.753,14.824,14.842,14.897,14.969,15.077,15.218,15.378,15.554,15.748,15.961,16.177,16.391,16.606,16.767,16.963,17.178,17.408,17.675,17.924,18.155,18.422,18.759,19.167,19.524,19.95,20.182,20.395,20.7,20.933,21.182,21.36,21.521,21.769,21.999,22.247,22.494,23.115,23.83,24.93,25.466,26.214,27.001,27.732,28.411,28.823,29.268,29.891,30.349,30.828,31.34,31.728,32.312,33.217,33.841,34.296,34.907,35.784,36.781,37.631,38.637,39.826,40.781,41.772,42.776,43.699,44.582,45.655,46.865,47.726,48.487,49.141,49.663,50.229,50.933,51.456,51.976,52.498,52.844,53.437,54.069,54.629,55.116,55.518,56.073,56.715,57.219,57.639,58.128,58.825,59.345,59.916,60.545,60.985,61.544,62.083,62.658,63.332,64.076,64.678,65.457,66.162,66.877,67.583,68.39,69.304,69.934,70.547,70.984,71.562,72.12,72.487,72.762,72.979,73.22,73.472,73.844,74.207,74.504,74.757,74.98,75.304,75.584,76.012,76.457,76.894,77.279,77.683,78.046,78.564,79.12,79.857,80.379,80.716,81.208,81.809,82.314,82.744,83.239,83.778,84.337,84.789,85.293,85.797,86.381,86.919,87.517,88.135,88.867,89.59,90.358,91.05,91.679,92.051,92.628,93.062,93.391,93.895,94.41,95.032,95.868,96.551,97.478,98.063,98.946,99.611,100.365,101.077,101.869,102.669,103.414,104.137,105.21,106.022,107.3,108.339,109.408,110.569,112.218,113.621,114.637,115.281,115.578,115.919,116.048
"244","236","              Meals at limited service eating places","DMLSRG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.429,60.867,61.426,61.958,62.526,63.195,63.939,64.545,65.329,66.039,66.758,67.463,68.269,69.181,69.809,70.422,70.856,71.432,71.989,72.356,72.63,72.846,73.087,73.338,73.71,74.071,74.368,74.62,74.842,75.165,75.445,75.873,76.32,76.757,77.142,77.543,77.904,78.421,78.975,79.712,80.236,80.573,81.063,81.662,82.161,82.417,82.923,83.35,83.774,84.293,84.838,85.409,86.084,86.512,87.056,87.748,88.389,89.089,89.878,90.683,91.434,91.69,92.327,92.752,92.993,93.502,93.999,94.725,95.625,96.429,97.418,97.922,98.802,99.598,100.414,101.16,101.907,102.536,103.246,103.936,105.049,105.913,107.225,108.316,109.44,110.681,112.687,114.516,115.82,116.344,116.746,117.082,116.969
"245","237","              Meals at other eating places","DMOERG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.642,61.09,61.652,62.197,62.778,63.457,64.203,64.804,65.58,66.284,67,67.712,68.524,69.443,70.076,70.69,71.128,71.706,72.264,72.629,72.904,73.121,73.362,73.616,73.991,74.355,74.654,74.905,75.127,75.45,75.728,76.158,76.604,77.044,77.431,77.839,78.208,78.728,79.287,80.023,80.542,80.876,81.368,81.969,82.477,83.085,83.568,84.221,84.921,85.304,85.768,86.204,86.695,87.347,88.003,88.547,89.373,90.122,90.87,91.444,91.947,92.436,92.947,93.387,93.802,94.299,94.834,95.349,96.119,96.677,97.538,98.208,99.093,99.617,100.305,100.985,101.83,102.819,103.602,104.355,105.377,106.132,107.374,108.362,109.384,110.47,111.756,112.722,113.441,114.209,114.398,114.744,115.121
"246","238","              Meals at drinking places","DMDPRG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.652,61.093,61.655,62.188,62.756,63.43,64.177,64.784,65.577,66.288,67.005,67.717,68.523,69.44,70.071,70.686,71.119,71.702,72.259,72.625,72.902,73.119,73.359,73.612,73.985,74.348,74.645,74.898,75.121,75.446,75.727,76.157,76.605,77.044,77.431,77.833,78.195,78.715,79.272,80.012,80.534,80.874,81.365,81.966,82.476,83.082,83.561,84.213,84.919,85.295,85.762,86.199,86.694,87.347,88.001,88.55,89.377,90.126,90.877,91.447,91.949,92.437,92.941,93.383,93.796,94.289,94.826,95.34,96.113,96.672,97.534,98.202,99.085,99.607,100.295,100.976,101.824,102.813,103.594,104.347,105.372,106.127,107.365,108.361,109.39,110.478,111.758,112.731,113.45,114.217,114.406,114.753,115.13
