"","Table 2#8#4# Price Indexes for Personal Consumption Expenditures","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207"
"30","Line",NA,NA,1976,1976,1976,1976,1976,1976,1976,1976,1976,1976,1976,1976,1977,1977,1977,1977,1977,1977,1977,1977,1977,1977,1977,1977,1978,1978,1978,1978,1978,1978,1978,1978,1978,1978,1978,1978,1979,1979,1979,1979,1979,1979,1979,1979,1979,1979,1979,1979,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1981,1981,1981,1981,1981,1981,1981,1981,1981,1981,1981,1981,1982,1982,1982,1982,1982,1982,1982,1982,1982,1982,1982,1982,1983,1983,1983,1983,1983,1983,1983,1983,1983,1983,1983,1983,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1985,1985,1985,1985,1985,1985,1985,1985,1985,1985,1985,1985,1986,1986,1986,1986,1986,1986,1986,1986,1986,1986,1986,1986,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1991,1991,1991,1991,1991,1991,1991,1991,1991,1991,1991,1991,1992,1992,1992,1992,1992,1992,1992,1992,1992,1992,1992,1992
"31",NA,NA,NA,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12
"32","1","    Personal consumption expenditures","DPCERG3",33.306,33.349,33.399,33.476,33.634,33.78,33.952,34.139,34.33,34.511,34.667,34.86,35.058,35.332,35.508,35.716,35.897,36.098,36.287,36.456,36.595,36.766,36.979,37.161,37.384,37.561,37.806,38.093,38.366,38.616,38.829,39.025,39.248,39.56,39.784,39.97,40.27,40.484,40.799,41.224,41.649,41.991,42.31,42.634,43.009,43.36,43.659,44.025,44.483,44.965,45.514,45.754,46.11,46.4,46.757,47.148,47.583,47.963,48.353,48.666,49.135,49.631,49.977,50.193,50.417,50.616,50.922,51.238,51.547,51.779,52.054,52.213,52.521,52.677,52.81,52.836,53.148,53.532,53.848,54.015,54.166,54.47,54.636,54.724,54.992,55.089,55.164,55.415,55.574,55.781,56.096,56.337,56.534,56.632,56.713,56.744,56.989,57.371,57.559,57.778,57.852,57.956,58.164,58.343,58.424,58.562,58.647,58.814,59.067,59.305,59.521,59.616,59.74,59.864,59.962,60.141,60.255,60.39,60.593,60.802,61.067,61.072,60.96,60.876,61.032,61.305,61.369,61.484,61.71,61.83,61.972,62.108,62.504,62.739,62.889,63.082,63.227,63.479,63.66,63.934,64.153,64.342,64.465,64.597,64.873,64.981,65.206,65.513,65.7,65.983,66.31,66.506,66.816,67.015,67.163,67.384,67.751,67.992,68.245,68.69,68.926,69.064,69.217,69.218,69.37,69.643,69.801,70.01,70.55,70.885,71.192,71.395,71.597,71.928,72.097,72.565,73.003,73.417,73.521,73.613,73.93,73.999,74.034,74.174,74.492,74.638,74.782,74.975,75.247,75.395,75.583,75.811,75.971,76.197,76.398,76.599,76.703,76.848,77.114,77.216,77.328,77.574,77.699,77.806
"33","2","Goods","DGDSRG3",49.207,49.096,49.015,49.061,49.289,49.457,49.669,49.844,50.115,50.412,50.581,50.762,51.043,51.485,51.627,51.867,52.118,52.351,52.526,52.681,52.754,52.993,53.311,53.593,53.821,53.939,54.317,54.745,55.184,55.581,55.833,56.059,56.324,56.721,57.052,57.336,57.886,58.4,58.957,59.546,60.108,60.636,61.196,61.601,62.173,62.641,63.142,63.696,64.617,65.325,66.324,66.66,67.016,67.35,67.778,68.403,68.945,69.315,69.799,70.192,70.76,71.612,72.108,72.257,72.373,72.518,72.804,73.083,73.395,73.563,73.709,73.849,74.058,74.211,74.109,73.794,74.192,74.866,75.148,74.999,74.998,75.187,75.173,75.063,75.179,75.075,75.181,75.623,75.953,76.096,76.337,76.437,76.472,76.513,76.535,76.565,76.952,77.223,77.281,77.406,77.289,77.318,77.365,77.528,77.625,77.747,77.741,77.741,77.906,78.278,78.533,78.655,78.537,78.672,78.672,78.666,78.709,78.911,79.177,79.402,79.547,79.035,78.13,77.546,77.754,78.039,78.02,78.105,78.297,78.242,78.361,78.629,79.353,79.873,80.096,80.346,80.508,80.837,80.992,81.307,81.49,81.655,81.751,81.721,81.86,81.715,81.915,82.35,82.484,82.727,83.221,83.323,83.754,83.921,84.007,84.217,84.688,84.945,85.196,86.165,86.524,86.569,86.651,86.304,86.36,86.731,86.803,86.86,88.011,88.543,88.622,88.613,88.639,88.93,89.188,89.925,90.829,91.607,91.589,91.638,91.78,91.569,91.317,91.574,91.828,91.805,91.755,91.894,92.063,92.066,92.394,92.391,92.254,92.389,92.53,92.613,92.757,92.977,93.159,93.301,93.309,93.416,93.501,93.535
"34","3","  Durable goods","DDURRG3",71.265,71.451,71.484,71.916,72.269,72.393,72.785,72.914,73.501,74.135,74.268,74.506,75.046,75.019,75.135,75.214,75.463,75.67,76.028,76.278,76.393,76.831,77.154,77.775,78.09,78.289,78.702,79.093,79.551,80.022,80.396,80.862,81.274,81.809,82.284,82.683,82.963,83.677,84.143,84.802,85.074,85.321,85.676,86.017,86.433,86.979,87.608,88.189,89.114,90.211,91.156,91.759,92.244,92.863,93.096,93.983,94.833,95.058,95.714,95.972,96.421,96.899,97.069,97.916,98.733,99.212,99.659,100.062,100.515,101.018,101.426,101.699,102.082,102.27,102.344,102.603,103.106,103.375,103.57,103.274,103.347,103.784,103.609,103.707,104.172,104.46,104.664,104.785,104.741,104.944,105.224,105.352,105.618,105.774,106.16,106.229,106.081,106.036,106.135,106.69,106.72,106.816,106.775,106.929,107.156,107.053,107.258,107.137,107.238,107.844,108.004,108.174,107.857,107.808,107.7,107.817,107.771,108.002,108.092,108.032,108.143,107.995,108.061,108.164,108.549,108.979,109.247,109.503,109.661,109.784,110.097,110.39,110.838,110.966,111.251,111.636,111.855,112.173,112.422,112.659,112.983,113.183,113.233,113.025,112.846,112.807,113.196,113.375,113.528,113.824,114.033,114.268,114.851,115.116,115.237,115.349,115.876,115.991,115.588,115.85,115.885,116.001,116.172,116.128,116.219,116.449,116.732,116.48,116.84,117.394,117.288,117.248,117.304,117.006,117.181,117.197,117.333,117.676,117.562,117.183,118.09,118.697,118.65,118.879,118.931,118.521,119.261,119.046,119.343,119.558,119.713,119.149,119.346,119.567,119.491,119.727,119.957,119.696,119.868,119.957,119.852,120.085,120.296,119.859
"35","4","  Nondurable goods","DNDGRG3",40.043,39.869,39.767,39.714,39.896,40.061,40.213,40.387,40.559,40.75,40.914,41.067,41.261,41.788,41.927,42.193,42.426,42.65,42.765,42.884,42.941,43.11,43.406,43.578,43.769,43.858,44.2,44.61,45.015,45.368,45.57,45.717,45.925,46.26,46.531,46.766,47.352,47.779,48.322,48.853,49.452,50.014,50.588,50.982,51.555,51.969,52.4,52.906,53.759,54.316,55.251,55.495,55.791,56.031,56.47,56.982,57.408,57.784,58.188,58.584,59.138,60.018,60.558,60.522,60.459,60.514,60.739,60.966,61.219,61.295,61.369,61.467,61.619,61.751,61.616,61.192,61.533,62.25,62.529,62.425,62.407,62.523,62.548,62.395,62.418,62.226,62.301,62.788,63.191,63.308,63.524,63.61,63.581,63.589,63.51,63.527,64.039,64.382,64.425,64.42,64.269,64.277,64.346,64.502,64.556,64.734,64.668,64.703,64.877,65.157,65.427,65.527,65.476,65.659,65.692,65.648,65.718,65.901,66.206,66.507,66.656,66.055,64.903,64.134,64.272,64.494,64.384,64.409,64.605,64.49,64.541,64.791,65.573,66.188,66.382,66.577,66.714,67.03,67.147,67.476,67.604,67.75,67.856,67.886,68.125,67.95,68.078,68.582,68.705,68.919,69.488,69.54,69.902,70.03,70.1,70.335,70.768,71.062,71.517,72.682,73.135,73.156,73.205,72.77,72.813,73.217,73.217,73.371,74.739,75.243,75.38,75.383,75.399,75.869,76.144,77.08,78.19,79.072,79.081,79.257,79.149,78.696,78.387,78.64,78.942,79.04,78.744,78.987,79.107,79.043,79.408,79.581,79.346,79.448,79.651,79.683,79.792,80.158,80.336,80.489,80.533,80.595,80.638,80.825
"36","5","Services","DSERRG3",25.843,25.959,26.072,26.164,26.29,26.427,26.579,26.773,26.928,27.053,27.203,27.403,27.563,27.758,27.952,28.146,28.295,28.481,28.678,28.856,29.027,29.166,29.33,29.465,29.688,29.893,30.076,30.296,30.491,30.671,30.866,31.05,31.254,31.526,31.7,31.84,32.021,32.092,32.293,32.641,33.003,33.258,33.463,33.75,34.033,34.329,34.535,34.813,35.054,35.43,35.771,35.966,36.32,36.589,36.912,37.194,37.577,37.959,38.304,38.579,39,39.331,39.606,39.851,40.123,40.346,40.657,40.989,41.295,41.555,41.886,42.051,42.4,42.557,42.795,42.974,43.244,43.495,43.825,44.131,44.348,44.701,44.948,45.124,45.458,45.644,45.704,45.868,45.948,46.184,46.53,46.833,47.103,47.226,47.333,47.364,47.541,47.973,48.22,48.483,48.645,48.784,49.067,49.252,49.325,49.47,49.597,49.841,50.135,50.311,50.508,50.589,50.827,50.945,51.09,51.355,51.503,51.607,51.78,51.982,52.302,52.551,52.812,52.967,53.099,53.368,53.472,53.601,53.843,54.049,54.202,54.273,54.513,54.614,54.729,54.895,55.031,55.247,55.44,55.694,55.929,56.129,56.264,56.471,56.811,57.038,57.273,57.52,57.732,58.034,58.282,58.52,58.774,58.986,59.164,59.389,59.707,59.94,60.193,60.393,60.572,60.752,60.938,61.101,61.297,61.523,61.719,61.998,62.253,62.495,62.905,63.205,63.486,63.834,63.96,64.304,64.531,64.781,64.939,65.051,65.443,65.634,65.798,65.884,66.228,66.447,66.676,66.891,67.206,67.415,67.541,67.866,68.154,68.418,68.642,68.892,68.979,69.089,69.389,69.473,69.63,69.934,70.074,70.212
"37",NA,"Addenda:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","6","  Energy goods and services \1\","DNRGRG3",24.604,24.58,24.511,24.396,24.572,24.834,24.908,25.008,25.198,25.489,25.792,26.108,26.331,26.562,26.843,26.904,27.004,26.986,27.045,27.186,27.307,27.529,27.782,27.869,27.83,27.891,28.053,28.126,28.269,28.328,28.442,28.657,28.921,29.393,29.692,30.071,30.385,30.657,31.575,32.601,33.691,35.192,36.542,37.862,39.045,39.736,40.228,41.038,42.898,44.498,46.298,46.475,46.756,46.914,47.149,47.322,47.425,47.712,47.967,48.478,49.942,52.229,53.391,53.116,52.808,52.696,52.858,53.097,53.408,53.52,54.042,54.079,54.274,53.805,53.508,51.889,52.217,53.716,54.206,54.288,54.282,54.781,54.914,54.402,54.071,53.159,52.704,53.836,54.637,54.726,54.9,54.986,54.938,54.998,54.804,54.56,54.647,55.176,55.249,55.418,55.372,54.955,54.842,54.693,55.001,55.278,55.158,54.758,54.857,54.901,55.489,56.084,55.977,55.974,55.968,55.463,55.463,55.495,55.768,56.079,56.149,54.673,50.987,48.086,48.189,49.124,47.417,46.317,46.781,45.837,45.579,45.75,47.361,48.593,48.708,48.753,48.416,49.206,49.626,50.392,50.313,49.93,50.182,49.88,49.488,49.388,49.211,49.465,49.244,49.474,49.766,50.155,49.981,49.933,49.925,49.858,50.216,50.547,51.167,53.989,54.446,54.127,53.953,52.881,52.251,52.666,52.354,52.498,55.239,54.706,54.418,54.422,53.978,54.264,54.134,56.81,59.673,62.173,62.34,62.297,60.795,58.46,56.887,56.552,57.084,56.538,56.25,56.532,56.73,56.781,57.225,57.641,56.754,56.57,56.59,56.664,56.981,57.708,57.951,57.83,57.884,58.28,58.666,58.804
"39","7","  Personal consumption expenditures excluding food and energy \2\","DPCCRG3",33.29,33.423,33.533,33.664,33.822,33.959,34.146,34.342,34.544,34.713,34.87,35.057,35.267,35.483,35.632,35.81,35.993,36.207,36.434,36.613,36.769,36.949,37.141,37.337,37.566,37.714,37.92,38.167,38.392,38.606,38.835,39.045,39.27,39.558,39.769,39.925,40.128,40.257,40.488,40.861,41.215,41.445,41.652,41.928,42.213,42.521,42.792,43.097,43.423,43.854,44.259,44.488,44.846,45.142,45.457,45.786,46.216,46.595,46.962,47.244,47.654,48.003,48.269,48.574,48.906,49.148,49.444,49.774,50.098,50.395,50.685,50.87,51.178,51.374,51.595,51.798,52.079,52.339,52.676,52.919,53.116,53.452,53.654,53.831,54.213,54.419,54.492,54.657,54.739,54.995,55.366,55.652,55.877,55.977,56.108,56.15,56.334,56.688,56.903,57.172,57.304,57.44,57.688,57.879,57.969,58.1,58.226,58.458,58.736,58.996,59.184,59.264,59.447,59.596,59.712,59.98,60.119,60.259,60.439,60.611,60.919,61.082,61.294,61.455,61.613,61.855,62.027,62.2,62.434,62.655,62.828,62.972,63.25,63.397,63.565,63.784,63.945,64.136,64.344,64.588,64.848,65.107,65.243,65.397,65.735,65.885,66.167,66.477,66.7,66.985,67.267,67.433,67.777,68.012,68.19,68.429,68.801,68.995,69.202,69.422,69.614,69.782,69.948,70.036,70.277,70.533,70.728,70.938,71.224,71.598,71.989,72.268,72.538,72.839,73.011,73.303,73.552,73.799,73.9,74.032,74.445,74.685,74.864,75.019,75.333,75.519,75.779,76.011,76.33,76.506,76.677,76.912,77.189,77.439,77.651,77.899,78.012,78.083,78.392,78.464,78.574,78.844,78.982,79.094
"40","8","  Market-based personal consumption expenditures \3\","DPCMRG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.302,63.57,63.79,63.998,64.164,64.417,64.564,64.822,65.049,65.24,65.385,65.497,65.759,65.869,66.105,66.416,66.595,66.864,67.168,67.342,67.66,67.902,68.062,68.307,68.659,68.933,69.207,69.695,69.984,70.157,70.365,70.399,70.594,70.899,71.079,71.29,71.863,72.199,72.532,72.684,72.878,73.198,73.461,73.98,74.435,74.899,75.028,75.134,75.498,75.56,75.625,75.803,76.116,76.241,76.378,76.549,76.854,77.024,77.202,77.395,77.525,77.735,77.943,78.139,78.255,78.402,78.662,78.745,78.903,79.195,79.366,79.486
"41","9","  Market-based personal consumption expenditures excluding food and energy \3\","DPCXRG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.307,64.483,64.742,64.985,65.175,65.358,65.528,65.746,66.024,66.296,66.461,66.592,66.923,67.082,67.387,67.701,67.92,68.186,68.431,68.566,68.926,69.219,69.416,69.689,70.043,70.27,70.495,70.734,70.983,71.2,71.435,71.577,71.885,72.179,72.407,72.621,72.905,73.288,73.724,73.953,74.223,74.505,74.794,75.12,75.358,75.639,75.771,75.925,76.411,76.672,76.911,77.116,77.421,77.589,77.859,78.07,78.437,78.646,78.801,78.994,79.253,79.487,79.71,79.959,80.089,80.149,80.458,80.502,80.668,80.997,81.195,81.325
"42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","1. Consists of gasoline and other energy goods and of electricity and gas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2. Food consists of food and beverages purchased for off-premises consumption; food",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","services, which include purchased meals and beverages, are not classified as food.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","3. This index is a supplemental measure that is based on household expenditures for",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","which there are observable price measures.  It excludes most implicit prices (for",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
