"","Table 2#4#4U# Price Indexes for Personal Consumption Expenditure","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216","F217","F218","F219"
"772","350","    Less: Receipts from sales of goods and services by nonprofit institutions (134)","DNPSRG3",17.091,17.224,17.363,17.494,17.562,17.677,17.796,17.844,17.881,17.943,18.05,18.133,18.311,18.48,18.589,18.716,18.842,18.905,19.123,19.311,19.368,19.574,19.793,19.876,20.135,20.314,20.443,20.563,20.668,20.804,20.972,21.188,21.402,21.612,21.845,22.074,22.345,22.702,22.916,23.074,23.21,23.444,23.697,23.998,24.313,24.619,24.896,25.013,25.433,25.688,25.874,26.024,26.12,26.34,26.64,27.062,27.403,27.734,28.129,28.244,28.669,28.897,29.09,29.305,29.445,29.629,30.059,30.404,30.583,30.858,31.19,31.298,31.559,31.996,32.147,32.285,32.407,32.532,32.843,33.211,33.28,33.625,33.851,34.038,34.269,34.467,34.698,34.879,35.07,35.278,35.499,35.606,35.799,36.008,36.248,36.425,36.568,36.693,36.913,37.121,37.302,37.498,37.592,37.688,37.859,37.966,38.1,38.282,38.523,38.744,38.932,39.089,39.223,39.439,39.608,39.803,40.007,40.282,40.464,40.686,40.877,40.983,41.243,41.488,41.733,41.971,42.2,42.415,42.619,42.839,43.134,43.356,43.67,43.975,44.289,44.619,45.042,45.26,45.622,45.959,46.268,46.643,46.881,47.318,47.653,48.08,48.406,48.769,49.122,49.518,49.877,50.21,50.675,51.018,51.366,51.718,51.96,52.261,52.708,53.083,53.434,53.812,54.261,54.79,55.142,55.572,56.02,56.367,56.798,57.138,57.445,57.794,58.115,58.46,58.807,59.188,59.543,59.873,60.278,60.671,61.066,61.45,61.882,62.222,62.595,62.921,63.257,63.593,63.989,64.398,64.716,65.066,65.392,65.6,65.771,65.99,66.309,66.513,66.824,66.98,67.193,67.395,67.549,67.771,67.969,68.179,68.353,68.494,68.729,68.986,69.365,69.475,69.623,69.861,70.06,70.246
"773","351","      Health services to households","DHLRRG3",15.949,16.078,16.223,16.368,16.453,16.556,16.624,16.689,16.783,16.846,16.947,17.019,17.227,17.421,17.522,17.626,17.75,17.786,18.007,18.221,18.317,18.521,18.777,18.831,19.096,19.274,19.4,19.488,19.572,19.673,19.834,20.051,20.213,20.478,20.703,20.908,21.182,21.562,21.731,21.897,21.996,22.209,22.506,22.824,23.094,23.452,23.722,23.829,24.292,24.53,24.708,24.861,24.919,25.14,25.476,25.922,26.235,26.615,27.063,27.199,27.657,27.902,28.112,28.334,28.462,28.63,29.115,29.503,29.682,29.963,30.351,30.447,30.739,31.272,31.424,31.546,31.644,31.752,32.095,32.539,32.712,32.963,33.224,33.409,33.632,33.847,34.064,34.247,34.461,34.68,34.907,35.024,35.174,35.417,35.691,35.871,36.029,36.149,36.387,36.602,36.783,36.973,37.054,37.147,37.304,37.418,37.509,37.675,37.94,38.173,38.385,38.57,38.681,38.907,39.083,39.306,39.477,39.77,39.952,40.213,40.398,40.462,40.749,41.013,41.282,41.529,41.763,41.97,42.198,42.384,42.71,42.949,43.268,43.613,43.955,44.32,44.804,45.045,45.439,45.806,46.179,46.576,46.85,47.364,47.698,48.23,48.577,48.982,49.403,49.873,50.28,50.679,51.231,51.593,52.039,52.457,52.692,53.046,53.567,53.981,54.401,54.819,55.345,55.97,56.357,56.86,57.405,57.798,58.262,58.673,58.996,59.379,59.721,60.102,60.509,60.955,61.242,61.653,62.137,62.607,63.081,63.511,64,64.377,64.8,65.189,65.571,65.919,66.348,66.802,67.171,67.583,67.976,68.176,68.334,68.566,68.885,69.094,69.426,69.585,69.814,69.995,70.131,70.338,70.52,70.75,70.912,71.076,71.322,71.594,72.035,72.128,72.292,72.487,72.684,72.858
"774","352","        Outpatient services to households","DOUSRG3",26.546,26.727,27.073,27.332,27.492,27.7,27.845,28.039,28.245,28.331,28.539,28.76,28.891,29.059,29.268,29.462,29.55,29.698,29.857,30.029,30.24,30.611,31.143,30.894,31.241,31.366,31.42,31.58,31.851,32,32.245,32.426,32.595,32.705,32.811,33.336,33.717,34.183,34.516,35.115,35.309,35.531,35.994,36.305,36.537,36.821,37.1,37.19,37.434,37.663,38.072,38.394,38.716,38.882,39.616,39.803,39.925,40.289,40.564,40.792,40.817,41.132,41.403,41.472,41.746,41.867,42.151,42.444,42.556,42.731,42.999,43.165,43.576,43.961,44.281,44.4,44.382,44.559,44.777,45.042,45.146,45.484,45.658,45.826,46.164,46.5,46.542,46.751,46.852,47.011,47.034,47.134,47.115,47.325,47.529,47.748,48.686,49.192,49.368,49.398,49.629,49.962,50.191,50.304,50.635,50.966,51.663,51.825,51.922,52.242,52.559,52.956,52.84,53.16,53.209,53.251,53.323,53.43,53.561,53.662,53.895,54.017,54.427,54.547,54.695,54.879,55.009,55.213,55.408,55.666,55.961,56.177,56.35,57.04,57.279,57.917,58.134,58.408,58.541,58.707,58.853,59.178,59.355,59.451,59.92,60.289,60.542,60.814,60.985,61.341,61.949,62.143,62.307,62.508,62.907,63.077,63.3,63.612,63.972,64.288,64.56,64.708,65.342,65.703,65.86,65.983,66.184,66.506,66.643,67.022,67.46,67.691,68.075,68.262,68.292,68.732,69.115,69.346,69.736,70.044,70.372,70.55,70.695,70.872,70.987,71.12,71.366,71.453,71.639,72.164,72.301,72.526,72.74,72.761,72.75,73.097,73.605,73.867,74.13,74.317,74.445,74.582,74.8,75.032,75.298,75.74,75.99,76.371,76.505,76.815,76.977,77.31,77.577,77.891,77.947,78.035
"775","353","        Nonprofit hospitals' services to households","DNPHRG3",14.965,15.096,15.234,15.372,15.45,15.548,15.614,15.673,15.752,15.811,15.909,15.968,16.165,16.356,16.441,16.539,16.658,16.69,16.907,17.116,17.209,17.399,17.648,17.701,17.95,18.133,18.258,18.343,18.415,18.508,18.652,18.868,19.026,19.295,19.511,19.708,19.97,20.345,20.502,20.647,20.731,20.942,21.23,21.545,21.814,22.181,22.457,22.549,23.008,23.257,23.415,23.559,23.599,23.815,24.15,24.609,24.917,25.311,25.77,25.895,26.361,26.603,26.813,27.036,27.154,27.312,27.804,28.197,28.381,28.656,29.057,29.149,29.45,30.002,30.153,30.277,30.376,30.468,30.828,31.288,31.465,31.714,31.983,32.173,32.383,32.593,32.816,32.993,33.21,33.432,33.675,33.794,33.951,34.193,34.476,34.66,34.784,34.883,35.132,35.355,35.532,35.722,35.782,35.873,36.024,36.123,36.182,36.353,36.641,36.871,37.088,37.271,37.395,37.625,37.816,38.058,38.241,38.544,38.734,39.009,39.167,39.226,39.508,39.783,40.065,40.315,40.557,40.774,40.997,41.18,41.522,41.771,42.106,42.454,42.815,43.182,43.707,43.943,44.356,44.731,45.124,45.518,45.799,46.351,46.777,47.335,47.67,48.089,48.522,49.014,49.441,49.874,50.484,50.885,51.369,51.579,51.973,52.347,52.898,53.331,53.765,54.224,54.78,55.456,55.884,56.408,57.005,57.431,57.924,58.35,58.685,59.085,59.426,59.852,60.311,60.778,61.079,61.512,62.037,62.555,63.074,63.565,64.116,64.517,65.015,65.443,65.862,66.263,66.721,67.22,67.646,68.08,68.53,68.731,68.888,69.125,69.455,69.655,70.014,70.205,70.422,70.609,70.737,70.94,71.116,71.322,71.477,71.639,71.901,72.169,72.675,72.726,72.874,73.062,73.259,73.45
"776","354","        Nonprofit nursing homes' services to households","DNPNRG3",22.077,22.111,22.218,22.388,22.518,22.626,22.666,22.734,22.978,23.085,23.125,23.3,23.68,23.861,24.145,24.252,24.462,24.49,24.751,25.005,25.073,25.351,25.498,25.748,26.173,26.252,26.393,26.467,26.615,26.812,27.181,27.357,27.538,27.742,28.099,28.172,28.484,28.767,28.977,29.22,29.47,29.645,29.889,30.167,30.416,30.585,30.722,31.107,31.668,31.667,32.047,32.223,32.466,32.755,32.817,33.062,33.446,33.413,33.588,33.77,34.154,34.296,34.37,34.591,34.766,35.089,35.406,35.627,35.729,36.081,36.217,36.392,36.431,36.641,36.71,36.783,36.919,37.242,37.333,37.542,37.673,37.848,37.984,38.046,38.324,38.488,38.658,38.857,39.032,39.174,39.236,39.304,39.412,39.633,39.774,39.814,39.893,40.046,40.12,40.306,40.488,40.533,40.81,40.885,40.993,41.173,41.315,41.417,41.451,41.65,41.712,41.751,41.813,41.882,41.91,41.944,41.984,42.227,42.301,42.414,42.883,42.938,43.167,43.338,43.459,43.688,43.861,43.919,44.211,44.383,44.503,44.631,44.83,44.903,45.077,45.237,45.403,45.682,46.011,46.399,46.668,47.11,47.362,47.719,46.957,47.308,47.842,48.167,48.601,48.87,48.909,49.07,49.235,49.282,49.348,52.203,50.716,50.857,51.16,51.402,51.763,51.956,52.091,52.395,52.531,53.062,53.316,53.395,53.768,54.019,54.093,54.387,54.686,54.749,54.923,55.15,55.2,55.541,55.695,55.843,56.027,56.113,56.313,56.634,56.609,56.868,57.013,57.103,57.472,57.448,57.478,57.847,57.865,58.202,58.521,58.61,58.66,58.9,59.059,58.908,59.333,59.491,59.615,59.831,59.983,60.229,60.367,60.349,60.56,60.817,60.951,61.176,61.37,61.507,61.839,61.939
"777","355","      Recreation services to households","DRCRRG3",28.37,28.724,28.639,28.737,28.849,28.889,28.881,29.092,29.372,29.528,29.587,29.644,30.039,30.206,30.423,30.656,30.783,30.924,31.07,31.149,31.519,31.644,31.692,31.923,32.241,32.295,32.562,32.866,33.21,33.231,33.308,33.459,33.618,33.739,33.953,33.93,34.149,34.454,34.769,34.975,35.161,35.453,35.756,36.022,36.284,36.424,36.351,36.488,37.051,37.311,37.357,37.377,37.437,37.486,37.596,37.932,38.251,38.657,38.825,38.95,39.451,39.657,39.78,39.922,39.938,40.117,40.266,40.743,41.042,41.393,41.587,41.619,42.049,42.251,42.231,42.535,42.495,42.897,43.043,42.965,43.291,43.568,43.766,43.974,44.108,44.334,44.378,44.618,44.815,45.222,45.32,45.541,45.846,46.128,46.276,46.555,46.905,46.743,46.877,47.19,47.326,47.69,47.953,47.906,47.881,48.115,48.43,48.441,48.989,49.322,49.362,49.513,49.578,49.774,50.083,50.078,50.378,50.746,50.868,50.933,51.164,51.341,51.517,51.918,52.133,52.296,52.728,53.088,53.376,53.875,53.899,53.95,54.328,54.418,54.784,54.761,54.857,55.044,55.254,55.571,55.587,55.883,55.786,56.288,56.946,57.11,57.349,57.632,57.747,58.282,58.844,59.062,59.443,59.611,59.986,60.317,60.592,60.541,60.713,61.045,61.222,61.519,61.794,61.966,62.64,62.736,63.057,63.128,63.663,63.574,64.186,64.671,65.18,65.415,65.558,65.951,66.478,66.093,66.195,65.579,65.515,65.856,66.183,66.734,67.261,66.929,67.416,67.87,68.297,68.386,67.959,68.066,67.667,67.699,68.027,68.457,68.467,69.08,69.511,70.084,70.478,70.801,71.153,72.242,72.99,73.066,73.212,72.118,72.241,72.225,72.345,71.889,71.269,72.466,72.772,73.037
"778","356","      Education services to households","DEDRRG3",12.275,12.358,12.496,12.545,12.562,12.656,12.919,12.886,12.726,12.594,12.711,12.777,12.716,12.843,12.938,13.063,13.172,13.284,13.376,13.464,13.277,13.387,13.491,13.588,13.686,13.796,13.912,14.04,14.163,14.303,14.386,14.507,14.721,14.725,14.855,14.988,15.122,15.236,15.385,15.515,15.646,15.786,15.897,16.046,16.44,16.461,16.609,16.741,16.897,17.032,17.173,17.302,17.451,17.612,17.8,17.994,18.447,18.534,18.684,18.838,19.071,19.247,19.421,19.59,19.754,19.925,20.102,20.277,20.497,20.661,20.832,20.982,21.115,21.275,21.43,21.6,21.77,21.928,22.116,22.212,21.782,22.514,22.656,22.838,23.025,23.18,23.454,23.612,23.767,23.95,24.124,24.222,24.589,24.695,24.836,25.009,25.171,25.358,25.501,25.676,25.842,26.017,26.209,26.28,26.533,26.584,26.843,27.026,27.179,27.34,27.513,27.676,27.859,28.024,28.183,28.291,28.638,28.803,28.938,29.099,29.31,29.496,29.691,29.9,30.096,30.31,30.499,30.61,30.731,31.027,31.204,31.434,31.628,31.889,32.11,32.323,32.531,32.749,32.937,33.211,33.306,33.548,33.722,33.915,34.166,34.407,34.656,34.878,35.096,35.256,35.443,35.71,35.951,36.22,36.42,36.615,36.851,37.067,37.319,37.535,37.768,38.043,38.364,38.75,38.849,39.094,39.324,39.584,39.976,40.236,40.506,40.787,41.057,41.335,41.613,41.83,42.695,42.911,43.165,43.432,43.684,43.933,44.26,44.631,44.911,45.22,45.478,45.843,46.238,46.596,46.867,47.234,47.676,47.905,48.169,48.381,48.697,48.989,49.28,49.383,49.667,49.927,50.221,50.473,50.737,50.96,51.26,51.516,51.797,52.074,52.334,52.543,52.787,53.094,53.371,53.608
"779","357","      Social services to households","DSSRRG3",32.245,32.53,32.579,32.668,32.418,32.515,32.704,32.711,32.355,33.19,33.347,33.25,33.899,33.558,34.005,34.449,34.451,34.7,35.193,35.25,35.54,35.839,35.588,35.936,36.477,36.767,36.815,37.357,37.704,38.093,38.39,38.585,39.437,39.189,39.734,40.828,40.977,41.173,42.315,42.163,42.518,43.305,43.264,43.75,44.154,44.454,45.238,45.535,45.776,46.413,46.712,46.717,47.106,47.21,47.396,48.04,48.145,48.194,48.827,48.39,48.642,48.788,48.789,49.039,49.186,49.338,49.721,50.124,49.783,50.124,50.083,50.181,50.18,50.179,50.276,50.173,50.471,50.57,50.722,50.978,50.826,51.271,51.119,51.313,51.766,51.809,52.01,52.109,52.054,52.102,52.402,52.347,52.605,52.607,52.851,53.004,52.858,52.859,52.963,53.159,53.403,53.696,53.653,53.797,53.797,53.951,54.103,54.395,54.233,54.488,54.633,54.632,54.825,55.02,55.074,55.116,55.116,55.513,55.805,55.805,55.801,56.065,56.251,56.26,56.387,56.522,56.776,57.233,57.506,57.796,58.13,58.194,58.52,58.649,58.843,59.177,59.554,59.584,60.033,60.262,60.528,61.118,61.191,61.448,61.909,61.787,62.108,62.304,62.369,62.531,62.755,62.844,63.243,63.774,63.639,63.775,64.064,64.194,64.461,64.926,64.889,65.161,65.315,65.443,65.974,66.187,66.395,66.646,66.844,66.932,67.154,67.42,67.695,68.006,68.074,68.263,68.322,68.561,68.692,69.037,69.049,69.388,69.598,69.625,69.899,69.926,69.929,70.217,70.334,70.588,70.749,70.711,70.897,71.112,71.202,71.306,71.519,71.527,71.685,71.82,71.904,72.143,72.268,72.38,72.371,72.561,72.578,72.732,72.865,73.088,73.365,73.572,73.635,73.807,73.966,74.18
"780","358","      Religious organizations' services to households","DRELRG3",31.161,30.841,30.716,30.389,29.999,30.788,31.315,32.233,32.365,32.825,32.758,32.69,33.863,33.794,33.135,33.264,33.13,32.995,33.974,33.512,33.966,35.272,35.463,35.586,36.62,36.614,36.282,35.825,34.779,35.562,36.545,37.462,38.382,38.319,39.246,39.261,40.011,41.141,41.154,41.226,42.087,43.145,41.708,41.452,42.437,43.035,44.147,43.091,43.918,44.958,44.951,44.623,44.621,45.6,44.091,45.005,45.593,46.442,46.639,45.924,47.575,47.384,46.927,46.925,46.205,46.991,47.71,47.381,47.838,48.494,48.555,48.678,48.598,48.525,48.586,48.98,49.111,49.241,49.57,49.9,50.1,50.165,50.826,50.64,50.992,50.675,51.206,51.666,51.798,51.865,52.193,51.862,52.253,52.12,52.045,52.297,51.942,51.865,52.182,52.308,52.696,52.887,52.096,52.484,53.791,53.262,53.46,53.79,53.997,54.134,54.399,53.481,53.678,53.876,53.812,54.338,54.927,55.126,55.517,55.123,55.642,55.969,56.163,56.233,56.366,56.76,56.829,57.29,56.834,57.164,57.562,57.896,59.089,58.834,59.035,59.235,60.088,59.502,60.027,60.093,60.225,60.619,60.748,60.941,61.193,61.056,61.577,61.837,62.029,62.158,62.547,62.086,61.887,62.146,61.753,61.749,61.684,61.878,61.746,62.204,62.203,62.532,62.533,62.206,62.534,62.993,63.191,63.391,63.529,63.531,63.664,63.796,63.8,64.26,64.325,64.589,64.393,63.942,64.265,64.649,64.753,64.792,64.912,65.017,65.102,65.149,65.233,65.287,65.375,65.536,65.67,65.716,65.767,65.859,65.892,66.088,66.286,66.29,66.405,66.51,66.56,66.795,67.018,67.153,67.176,67.372,67.618,67.697,67.913,68.123,68.382,68.677,68.802,68.901,69.136,69.301
"781","359","      Foundations and grantmaking and giving services to households","DGIVRG3",28.579,28.992,28.446,28.849,28.848,29.083,29.169,29.239,29.192,29.216,29.206,29.222,28.818,29.119,29.392,29.388,29.961,30.226,29.805,30.425,30.437,31.271,31.001,31.091,31.403,31.981,32.06,32.872,33.461,34.201,34.47,34.824,35.367,35.59,35.95,36.271,36.494,37.015,37.7,37.743,37.943,38.38,38.798,38.872,39.654,39.661,39.436,39.864,40.653,41.017,41.438,41.72,42.137,42.289,42.467,42.841,43.471,43.752,43.212,43.453,43.743,43.891,43.827,44.071,44.548,45.038,45.148,45.169,45.122,45.217,44.981,44.789,45.53,45.808,45.994,46.281,46.585,46.925,47.023,47.265,47.33,47.561,47.471,47.555,47.764,47.806,47.651,47.956,47.892,47.707,48.027,48.102,48.188,48.377,48.191,48.031,48.186,48.158,48.455,48.603,48.548,48.437,48.931,48.981,49.19,49.367,49.496,49.897,50.252,50.22,49.956,50.154,50.387,50.536,50.738,50.844,51.175,51.133,51.037,51.079,51.297,51.321,51.36,51.556,51.825,51.697,52.075,52.382,52.628,52.811,52.988,53,53.284,53.649,54.038,54.293,54.753,55.25,55.305,55.655,56.154,56.278,56.282,56.27,56.4,56.464,56.767,57.229,57.341,57.487,57.46,57.584,57.599,57.737,57.725,57.925,58.541,58.858,59.225,59.38,59.35,59.871,59.796,60.36,60.551,60.813,60.601,60.618,60.588,60.347,60.083,60.033,59.959,59.971,60.09,60.225,60.347,60.46,60.847,61.098,61.291,61.582,61.961,62.219,62.524,62.982,63.289,63.554,63.796,64.248,64.446,64.638,64.407,64.488,64.48,64.797,65.008,65.034,65.227,65.333,65.445,65.652,65.805,65.954,65.926,66.131,66.177,66.3,66.389,66.597,66.83,67.012,67.091,67.2,67.263,67.411
"782","360","      Services of social advocacy establishments to households","DSASRG3",32.192,32.478,32.527,32.616,32.367,32.463,32.653,32.659,32.303,33.137,33.292,33.194,33.84,33.499,33.945,34.388,34.39,34.639,35.132,35.189,35.479,35.778,35.528,35.877,36.418,36.709,36.758,37.3,37.648,38.037,38.335,38.529,39.379,39.128,39.669,40.76,40.907,41.102,42.24,42.088,42.442,43.227,43.186,43.671,44.075,44.375,45.159,45.458,45.701,46.339,46.639,46.645,47.035,47.14,47.328,47.973,48.078,48.126,48.757,48.32,48.571,48.717,48.717,48.967,49.114,49.265,49.649,50.051,49.71,50.05,50.009,50.107,50.107,50.106,50.203,50.099,50.397,50.496,50.649,50.905,50.753,51.197,51.045,51.239,51.691,51.733,51.933,52.032,51.977,52.024,52.324,52.267,52.524,52.525,52.767,52.921,52.775,52.775,52.878,53.073,53.316,53.609,53.567,53.712,53.712,53.867,54.018,54.311,54.151,54.408,54.553,54.554,54.747,54.943,54.998,55.04,55.04,55.436,55.728,55.728,55.725,56.002,56.21,56.21,56.348,56.486,56.763,57.247,57.246,57.523,57.869,57.938,58.284,58.422,58.63,58.976,59.391,59.39,59.875,60.081,60.22,60.841,60.911,61.188,61.671,61.533,61.879,62.086,62.156,62.294,62.502,62.571,62.778,63.331,63.193,63.331,63.607,63.746,64.023,64.507,64.437,64.714,64.853,64.922,65.336,65.543,65.751,66.027,66.235,66.303,66.512,66.719,66.996,67.341,67.341,67.549,67.548,67.756,67.894,68.24,68.24,68.585,68.793,68.793,69.07,69.069,69.07,69.346,69.415,69.692,69.83,69.761,69.949,70.143,70.21,70.311,70.52,70.485,70.635,70.731,70.792,71.005,71.111,71.201,71.143,71.327,71.312,71.465,71.526,71.765,72.037,72.246,72.328,72.459,72.598,72.81
"783","361","      Civic and social organizations' services to households","DCISRG3",33.979,34.281,34.333,34.427,34.163,34.265,34.465,34.472,34.096,34.976,35.14,35.036,35.718,35.359,35.829,36.297,36.298,36.562,37.082,37.142,37.448,37.764,37.5,37.868,38.44,38.746,38.798,39.37,39.737,40.149,40.463,40.668,41.564,41.3,41.871,43.022,43.178,43.383,44.585,44.424,44.798,45.627,45.583,46.095,46.521,46.838,47.665,47.981,48.238,48.911,49.228,49.234,49.646,49.757,49.955,50.636,50.747,50.797,51.464,51.002,51.267,51.421,51.421,51.685,51.84,52,52.404,52.829,52.469,52.828,52.785,52.888,52.888,52.888,52.99,52.88,53.195,53.299,53.46,53.73,53.57,54.039,53.878,54.083,54.56,54.605,54.816,54.92,54.862,54.912,55.228,55.168,55.44,55.44,55.696,55.858,55.705,55.705,55.814,56.019,56.275,56.584,56.54,56.693,56.694,56.857,57.017,57.326,57.157,57.428,57.582,57.582,57.786,57.992,58.051,58.095,58.095,58.513,58.822,58.822,58.818,59.111,59.33,59.33,59.476,59.621,59.914,60.424,60.424,60.716,61.081,61.154,61.519,61.665,61.884,62.249,62.687,62.687,63.198,63.416,63.562,64.219,64.292,64.584,65.094,64.948,65.314,65.533,65.606,65.751,65.971,66.044,66.262,66.846,66.7,66.847,67.138,67.284,67.577,68.087,68.013,68.306,68.452,68.525,68.962,69.181,69.4,69.692,69.911,69.984,70.204,70.422,70.714,71.079,71.078,71.298,71.297,71.517,71.663,72.027,72.027,72.392,72.612,72.611,72.904,72.903,72.904,73.195,73.268,73.56,73.706,73.634,73.832,74.037,74.108,74.214,74.434,74.397,74.556,74.657,74.721,74.947,75.059,75.153,75.091,75.287,75.27,75.432,75.496,75.749,76.035,76.256,76.343,76.481,76.628,76.851
"784","362","      Professional advocacy services to households","DSNRRG3",26.613,26.88,26.91,27.154,27.371,27.549,27.701,27.538,27.604,27.927,27.997,28.447,28.474,28.574,28.688,28.89,29.108,29.263,29.454,29.665,29.799,29.985,30.173,30.422,30.687,30.98,31.244,31.533,31.87,32.191,32.473,32.787,33.143,33.467,33.729,34.13,34.711,35.355,35.844,36.045,36.438,36.695,37.043,37.412,37.679,38.046,38.363,38.558,38.959,39.408,39.763,40.036,40.32,40.592,40.93,41.283,41.468,41.748,41.875,41.926,42.103,42.213,42.322,42.481,42.806,43.085,43.362,43.472,43.625,43.924,44.098,44.215,44.455,44.541,44.659,44.946,45.143,45.257,45.471,45.623,45.897,46.102,46.17,46.356,46.582,46.769,46.959,47.088,47.149,47.245,47.374,47.469,47.511,47.65,47.703,47.755,47.799,47.979,48.201,48.329,48.426,48.571,48.698,48.859,48.875,49.063,49.288,49.564,49.871,49.985,49.912,49.945,50.171,50.376,50.515,50.677,50.894,51.064,51.238,51.415,51.678,51.894,52.018,52.22,52.362,52.574,52.718,52.986,53.139,53.353,53.564,53.662,53.97,54.128,54.348,54.624,54.813,54.979,55.274,55.462,55.646,55.866,56.046,56.222,56.522,56.693,56.872,57.18,57.328,57.551,57.765,57.765,57.907,58.061,58.046,58.179,58.463,58.563,58.886,59.052,59.273,59.47,59.638,59.909,60.185,60.459,60.512,60.667,60.965,61.033,61.202,61.361,61.538,61.602,61.721,61.856,62.011,62.078,62.218,62.354,62.676,62.897,63.142,63.15,63.169,63.295,63.54,63.65,63.949,64.188,64.442,64.508,64.161,64.507,64.658,64.72,65.288,65.301,65.51,65.606,65.52,65.734,65.68,65.786,66.066,66.033,66.211,66.28,66.423,66.59,66.684,66.854,66.978,67.27,67.277,67.426
"785",NA,"Additional aggregates:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"786","363","  Control Group","DCGPRG3",53.338,53.801,53.917,54.268,54.568,54.897,55.132,55.359,55.406,55.554,55.845,56.085,56.312,56.509,56.95,57.525,58.049,58.49,58.711,58.927,59.17,59.543,59.865,60.102,60.708,61.259,61.688,62.08,62.519,62.821,63.182,63.388,63.821,64.281,64.766,65.24,65.749,66.148,66.872,67.324,67.738,68.204,68.686,69.365,69.989,70.39,70.913,71.33,71.684,72.228,72.613,72.907,73.04,73.269,73.663,74,74.296,74.39,74.494,74.649,74.95,75.329,75.434,75.583,75.973,76.327,76.524,76.399,76.457,76.63,76.619,76.618,76.762,76.872,77.138,77.331,77.499,77.601,77.756,77.785,77.89,77.975,78.093,78.211,78.627,78.909,78.93,79.072,78.969,79.069,79.238,79.513,79.569,79.635,79.681,79.818,79.896,80.296,80.457,80.506,80.444,80.579,80.535,80.617,80.713,80.938,81.202,81.381,81.503,81.243,81.176,81.221,81.308,81.404,81.657,82.025,82.097,82.134,82.276,82.557,82.979,83.269,83.482,83.625,83.841,84.049,84.01,84.214,84.456,84.654,84.762,84.84,85.174,85.074,85.428,85.905,86.084,86.331,86.764,86.734,87.284,87.538,87.665,87.934,88.289,88.449,88.612,89.029,89.32,89.464,89.641,89.588,89.907,90.279,90.454,90.481,91.248,91.931,92.196,92.239,92.396,92.65,92.866,93.125,93.559,93.881,93.838,93.765,94.335,94.701,94.772,95.069,95.241,95.249,95.311,95.407,95.616,95.628,95.855,95.727,95.766,95.994,96.145,96.206,96.2,96.266,96.405,96.546,96.544,96.54,96.615,96.564,96.531,96.675,96.607,96.769,96.86,96.767,96.774,96.97,96.975,97.171,97.367,97.322,97.232,97.179,97.276,97.383,97.561,97.762,97.943,97.881,97.91,97.772,97.821,97.788
