"","Table 2#3#4U# Price Indexes for Personal Consumption Expenditure","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216","F217","F218","F219","F220","F221","F222","F223","F224","F225","F226","F227","F228","F229","F230","F231"
"25","16","    Health care","DHLCRG3",6.13,6.195,6.261,6.385,6.445,6.622,6.755,6.829,6.815,6.793,6.806,6.837,6.892,6.961,7.015,7.075,7.11,7.148,7.214,7.26,7.337,7.395,7.451,7.528,7.576,7.638,7.684,7.739,7.816,7.927,8.058,8.2,8.325,8.436,8.572,8.707,8.848,8.977,9.106,9.255,9.415,9.607,9.764,9.952,10.145,10.353,10.511,10.655,10.759,10.895,11.02,11.137,11.258,11.341,11.488,11.585,11.703,11.86,12.026,12.24,12.503,12.858,13.298,13.712,14.049,14.356,14.719,15.138,15.487,15.807,16.133,16.449,16.788,17.181,17.474,17.758,18.169,18.499,18.93,19.443,19.955,20.291,20.764,21.345,22.106,22.719,23.386,24.114,24.858,25.392,26.237,27.115,27.847,28.396,29.176,29.845,30.586,31.069,31.748,32.405,33.024,33.568,34.048,34.584,35.109,35.648,36.105,36.563,37.141,37.709,38.232,38.87,39.435,40.119,40.776,41.399,42.224,43.152,44.038,44.921,45.938,46.902,47.911,48.911,49.824,50.891,52.03,53.105,54.077,54.94,55.872,56.865,57.933,58.887,59.783,60.74,61.511,62.203,62.891,63.424,64.122,64.716,65.378,65.973,66.8,67.223,67.567,68.088,68.407,68.815,69.181,69.623,69.9,70.333,70.595,70.728,71.121,71.573,71.885,72.286,72.725,73.057,73.458,73.922,74.519,74.88,75.738,76.279,77.033,77.655,78.164,78.677,78.908,79.438,80.235,80.95,81.634,82.58,83.31,84.147,85.051,85.738,86.287,86.859,87.732,88.359,88.954,89.825,90.268,91.051,91.889,92.431,93.807,94.345,95.008,95.999,96.491,97.043,97.675,98.199,98.955,99.599,100.279,101.168,101.754,102.318,102.783,103.214,103.553,104.233,104.71,105.103,105.563,106.114,106.624,106.918,107.573,107.534,107.875,108.406,108.616,109.013,109.311,109.313,109.175,109.723,110.075,110.357
"26","17","    Transportation services","DTRSRG3",13.283,13.395,13.497,13.564,13.649,13.674,13.752,13.866,13.979,14.111,14.199,14.256,14.337,14.45,14.491,14.485,14.476,14.486,14.503,14.546,14.647,14.665,14.706,14.758,14.82,14.916,14.986,15.069,15.054,15.104,15.279,15.441,15.566,15.719,15.87,15.999,16.204,16.405,16.574,16.816,17.09,17.418,17.649,17.905,18.454,18.669,18.996,19.358,19.627,20.054,20.492,20.606,20.791,20.862,20.998,21.202,21.45,21.741,22.01,22.361,22.742,23.355,24.086,24.885,25.589,26.14,26.655,27.194,27.695,28.132,28.602,29.023,29.556,30.116,30.601,31.052,31.644,32.013,32.577,33.121,33.604,34.476,35.558,37.221,38.763,40.101,41.605,43.027,44.589,45.319,46.428,47.048,47.389,48.201,48.99,48.962,48.788,49.898,50.843,51.358,52.161,52.299,51.871,52.485,53.032,53.056,53.305,53.543,53.36,53.635,53.631,54.443,55.133,55.494,56.352,57.206,57.65,58.363,59.082,59.568,60.923,61.245,61.213,61.6,62.553,63.432,63.752,64.608,64.518,64.823,65.829,66.155,67.097,66.784,66.564,68.306,69.296,69.324,69.626,69.856,70.072,70.434,70.555,70.428,70.682,71.9,72.515,72.608,71.847,72.506,73.092,73.887,73.71,74.332,74.536,75.209,75.498,75.467,75.988,76.083,76.234,76.789,77.023,77.505,78.077,78.835,79.542,80.327,80.339,80.192,79.937,79.868,79.866,80.62,80.516,80.873,81.31,81.908,82.584,82.999,83.089,82.859,83.547,84.191,85.036,85.792,86.721,88.294,89.217,89.963,90.405,90.51,91.125,91.422,92.377,93.464,94.752,96.472,97.902,98.962,99.596,99.257,100.075,101.072,101.538,101.916,102.055,102.589,103.73,104.527,105.017,105.757,106.367,106.852,106.795,107.111,107.801,107.539,108.427,108.826,108.93,109.463,109.591,109.924,109.646,109.985,109.989,110.106
"27","18","    Recreation services","DRCARG3",14.512,14.754,14.993,15.179,15.277,15.349,15.471,15.547,15.694,15.77,15.888,15.999,16.09,16.174,16.245,16.349,16.381,16.472,16.625,16.785,16.883,16.958,17.105,17.169,17.235,17.335,17.439,17.497,17.649,17.801,17.853,18.031,18.155,18.32,18.536,18.82,19.122,19.34,19.573,19.747,19.929,20.168,20.387,20.604,20.825,21.073,21.323,21.609,21.874,22.068,22.261,22.357,22.534,22.63,22.763,22.905,23.057,23.386,23.634,23.978,24.317,24.862,25.402,25.997,26.563,26.816,27.116,27.5,27.856,28.13,28.494,28.86,29.193,29.518,29.835,30.214,30.684,31.206,31.702,32.272,32.738,33.38,33.851,34.206,34.851,35.866,36.566,37.038,37.801,38.09,38.492,39.135,39.687,40.13,40.792,41.279,41.677,42.15,42.243,42.847,43.284,43.821,44.332,44.78,45.322,45.795,46.144,46.562,47.232,47.535,47.883,48.278,48.804,49.352,49.849,50.322,50.709,51.181,51.585,52.461,53.236,53.706,54.392,54.841,55.758,56.531,57.528,58.161,58.931,59.758,60.371,60.772,60.921,61.715,62.165,62.472,62.943,63.56,64.055,64.635,65.053,65.001,65.115,65.474,65.891,66.402,66.757,67.338,67.877,68.514,69.125,69.745,70.303,70.893,71.365,71.601,72.123,72.555,72.975,73.541,74.149,74.836,75.417,76.149,76.974,77.516,78.58,79.108,79.714,80.465,80.838,81.383,81.864,82.691,83.234,83.898,84.722,85.166,85.777,86.203,86.886,87.443,87.983,88.577,89.131,89.611,90.5,91.516,92.138,92.962,93.751,94.144,94.86,95.732,95.9,96.951,97.832,98.634,99.608,99.32,99.552,99.489,100.458,100.502,100.384,101.019,101.433,101.465,101.988,102.698,103.012,103.563,104.755,105.278,106.029,106.462,106.883,106.977,107.661,108.276,108.951,109.449,109.717,109.701,110.166,111.137,111.667,111.843
"28","19","    Food services and accommodations","DFSARG3",11.256,11.411,11.53,11.602,11.709,11.74,11.782,11.807,11.877,11.954,12.032,12.121,12.173,12.253,12.341,12.408,12.484,12.547,12.563,12.643,12.687,12.759,12.771,12.8,12.884,12.927,13.042,13.17,13.253,13.408,13.599,13.771,13.991,14.192,14.336,14.51,14.693,14.885,15.112,15.314,15.51,15.734,16.008,16.344,16.627,17.008,17.228,17.435,17.719,17.886,18.098,18.237,18.362,18.566,18.741,18.933,19.134,19.595,20.097,20.876,21.311,21.884,22.569,23.156,23.685,24.019,24.37,24.855,25.235,25.631,26.062,26.416,26.851,27.521,28.01,28.444,28.959,29.725,30.558,31.275,32.104,33.029,33.783,34.611,35.472,36.246,36.954,37.789,38.824,39.595,40.288,40.835,41.35,41.875,42.496,42.945,43.358,43.793,44.109,44.689,45.263,45.788,46.225,46.608,47.096,47.736,48.22,48.738,49.119,49.677,50.169,50.686,51.236,51.664,52.2,52.617,53.272,53.912,54.471,54.993,55.633,56.297,56.96,57.569,58.272,58.936,59.557,60.061,60.832,61.392,61.883,62.173,62.35,62.709,63.105,63.345,63.532,64.041,64.306,64.564,64.733,65.148,65.346,65.718,66.022,66.648,67.046,67.385,67.699,68.32,68.835,69.447,69.912,70.357,70.77,71.396,71.785,72.242,72.66,73.323,73.645,74.131,74.641,75.089,75.684,76.153,76.768,77.226,77.814,78.413,78.989,79.344,79.917,80.28,80.752,81.22,81.504,81.891,82.469,83.123,83.755,84.636,85.443,86.062,86.877,87.445,87.802,88.654,89.526,90.363,91.012,91.693,92.68,93.649,94.789,95.512,96.499,97.191,98.371,99.223,99.73,99.893,99.889,100.487,100.667,101.159,101.522,101.971,102.522,103.526,104.521,104.942,105.792,106.639,107.162,107.639,108.158,108.912,109.387,109.625,110.455,111.485,112.268,113.359,114.207,114.568,115.084,116.15
"29","20","    Financial services and insurance","DIFSRG3",15.051,14.989,15.052,15.225,15.452,15.626,15.842,16.037,16.04,16.1,16.346,16.596,16.892,17.004,16.949,16.919,16.96,16.864,16.939,17.077,17.335,17.573,17.789,17.983,17.961,18.004,18.151,18.363,18.767,19.105,19.392,19.584,19.511,19.494,19.643,19.964,20.343,20.863,21.391,21.837,22.405,22.83,23.178,23.568,23.804,24.017,24.256,24.627,24.937,25.385,25.898,26.28,26.827,27.095,27.366,27.494,27.232,27.626,28.02,28.472,29.151,29.738,30.378,31.005,31.557,32.14,32.424,33.051,33.295,33.067,33.787,34.237,34.449,35.526,36.874,37.862,39.476,40.834,41.267,42.232,40.66,43.628,44.209,44.235,44.648,45.577,46.788,49.081,50.477,50.311,49.79,49.582,50.632,51.669,53.748,55.663,57.243,55.73,59.857,59.291,59.222,61.462,63.068,63.046,66.461,66.411,68.072,66.578,69.299,68.431,67.093,66.712,64.381,64.353,64.554,65.319,66.094,67.081,68.656,69.142,69.385,69.895,69.635,69.913,70.218,70.641,70.886,71.083,70.062,69.61,70.666,70.874,71.617,72.331,72.656,73.974,74.838,76.298,77.362,77.489,77.232,77.94,78.027,78.586,78.791,79.257,79.832,80.684,81.002,81.784,82.899,83.771,84.486,85.566,86.008,86.501,86.385,85.572,85.532,85.236,85.132,84.724,84.81,85.506,86.592,85.541,85.639,85.828,86.012,85.947,84.426,85.932,85.897,87.226,88.222,89.35,89.852,91.31,92.153,92.718,93.671,94.574,95.705,96.081,96.695,97.469,98.291,99.334,99.727,100.322,100.656,101.597,102.573,102.585,103.801,105.023,105.474,105.855,104.611,102.534,99.412,99.427,99.532,101.629,102.648,103.885,104.46,104.98,105.179,106.232,106.904,107.727,109.62,110.978,112.348,114.004,115.143,116.707,117.895,119.616,120.503,121.813,122.784,123.375,124.389,125.847,126.857,127.078
"30","21","    Other services","DOTSRG3",12.217,12.229,12.409,12.539,12.58,12.658,12.739,12.794,12.782,12.821,12.85,12.899,12.958,13.034,13.058,13.14,13.242,13.298,13.357,13.424,13.505,13.577,13.671,13.754,13.856,13.929,14.016,14.106,14.119,14.296,14.483,14.626,14.688,14.804,14.887,14.983,15.219,15.413,15.579,15.776,15.96,16.155,16.35,16.524,16.681,16.924,17.122,17.395,17.651,17.885,18.178,18.426,18.661,18.871,19.038,19.263,19.374,19.768,20.367,20.782,21.387,22.095,22.603,22.89,23.197,23.553,24.162,24.442,24.772,25.133,25.593,25.814,26.237,26.518,26.778,26.985,27.294,27.782,28.325,28.706,29.186,29.763,30.377,30.918,31.774,32.299,33.197,33.897,34.742,35.649,36.589,37.616,38.182,38.743,39.148,39.778,40.45,40.931,41.395,41.873,42.879,43.237,43.358,43.552,43.879,44.523,45.193,45.737,46.375,47.021,47.484,47.857,47.816,48.13,48.455,48.91,49.444,50.178,50.599,51.204,51.62,52.088,52.461,52.825,53.408,54.159,54.582,55.228,56.052,56.614,57.239,57.928,58.638,59.149,59.737,60.024,60.562,61.2,61.727,62.278,62.917,63.364,64.052,64.606,65.097,65.739,66.067,66.346,66.822,67.316,67.991,68.719,69.033,69.608,69.842,69.952,70.201,70.867,71.231,71.818,72.313,72.557,72.846,73.365,73.794,73.968,74.204,74.696,75.373,75.936,76.944,77.687,78.312,78.851,80.061,80.419,81.285,82.172,82.719,83.295,84.002,84.638,85.529,86.098,87.088,88.122,88.593,89.05,90.009,90.865,91.636,92.173,92.572,93.455,94.095,94.817,95.867,97.345,98.145,98.821,99.24,99.659,100.183,100.919,101.535,102.269,102.774,102.992,103.332,103.9,104.562,105.126,105.767,106.388,106.501,107.106,108.016,108.462,108.704,109.527,109.963,110.466,110.795,111.07,111.375,111.463,111.791,112.488
"31","22","  Final consumption expenditures of nonprofit institutions serving households (NPISHs) \1\","DNPIRG3",54.136,54.998,55.932,55.549,53.305,51.5,50.534,50.453,51.106,51.764,52.463,52.594,52.602,52.744,52.721,52.805,53.275,53.508,53.688,53.779,53.665,53.613,53.86,53.943,54.669,55.153,55.37,55.907,56.414,57.02,57.578,58.215,58.329,59.029,59.386,59.877,60.481,60.983,61.645,62.495,63.696,64.877,65.899,66.709,67.234,67.699,68.211,69.428,70.707,71.48,72.545,73.076,73.826,74.232,75.258,76.385,76.109,78.24,81.587,83.082,86.601,91.275,92.782,94.536,97.242,98.215,101.429,101.853,104.515,104.124,104.217,106.564,110.136,109.893,113.378,114.735,116.249,117.848,121.319,122.132,125.048,128.231,133.903,137.086,139.874,144.862,143.024,145.266,147.629,152.985,151.222,149.613,146.116,143.155,141.983,138.838,134.043,133.991,131.076,128.175,127.562,127.46,125.647,123.702,123.367,122.355,122.83,124.708,122.346,119.217,118.086,117.404,117.232,116.505,117.126,117.011,116.828,116.18,115.255,114.202,112.467,109.767,106.694,103.314,102.711,100.014,97.331,95.888,93.355,92.952,90.882,88.951,85.97,83.827,82.541,80.375,79.14,79.22,78.25,78.335,78.082,78.184,78.649,79.407,78.186,78.422,78.821,78.584,78.753,79.719,80.135,80.85,81.934,81.994,83.537,85.537,87.147,88.894,89.75,89.806,89.995,91.217,92.743,94.416,94.762,97.352,97.507,99.059,101.076,101.876,102.376,101.515,102.418,102.982,102.01,101.193,100.631,99.489,99.304,99.012,97.564,98.236,98.595,98.096,99.156,99.747,100.67,101.039,101.199,101.305,100.873,100.979,102.319,102.321,102.99,102.037,102.776,103.447,103.745,102.527,100.743,100.159,100.049,99.049,98.794,98.44,99.021,99.527,99.81,99.951,99.918,100.058,99.649,99.556,98.879,99.89,99.668,101.713,101.896,102.144,103.817,104.751,105.574,107.517,108.642,109.217,109.936,110.685
"32","23","    Gross output of nonprofit institutions \2\","DNPERG3",9.401,9.735,10.028,10.203,10.029,10.06,10.096,10.173,10.226,10.248,10.308,10.338,10.38,10.459,10.499,10.558,10.621,10.677,10.772,10.838,10.902,10.947,11.01,11.089,11.188,11.286,11.337,11.416,11.499,11.628,11.757,11.913,12.022,12.168,12.307,12.451,12.626,12.786,12.961,13.158,13.367,13.615,13.845,14.084,14.325,14.538,14.722,14.932,15.081,15.242,15.432,15.583,15.777,15.903,16.184,16.379,16.456,16.812,17.395,17.697,18.258,18.962,19.44,19.897,20.365,20.726,21.414,21.749,22.188,22.48,22.882,23.253,23.831,24.187,24.645,24.928,25.445,25.908,26.557,27.104,27.832,28.399,29.229,30.085,31.082,31.961,32.653,33.645,34.624,35.431,36.239,37.172,37.826,38.223,39.035,39.588,40.036,40.524,40.998,41.477,42.033,42.585,42.961,43.347,43.776,44.227,44.639,45.165,45.531,45.724,46.119,46.653,47.131,47.681,48.341,48.947,49.691,50.494,51.245,51.995,52.754,53.389,53.981,54.509,55.212,55.805,56.494,57.299,57.855,58.585,59.121,59.695,60.166,60.676,61.245,61.712,62.143,62.665,63.038,63.474,63.863,64.296,64.927,65.479,65.838,66.253,66.65,67.127,67.556,68.115,68.495,68.988,69.408,69.773,70.226,70.731,71.32,72.012,72.443,72.748,73.173,73.745,74.38,75.11,75.716,76.643,77.45,78.218,79.049,79.795,80.399,80.643,81.295,81.986,82.602,83.148,83.826,84.354,84.978,85.699,86.201,87.064,87.727,88.119,89.134,89.82,90.648,91.63,92.273,93.045,93.67,94.246,95.263,95.802,96.46,97.192,97.825,98.522,99.077,99.157,99.302,99.657,100.26,100.781,101.204,101.576,102.066,102.473,103.026,103.695,104.169,104.611,104.901,105.473,105.805,106.46,107.085,107.68,108.11,108.767,109.481,110.117,110.614,111.085,111.673,112.438,112.954,113.362
"33","24","    Less: Receipts from sales of goods and services by nonprofit institutions \3\","DNPSRG3",5.328,5.572,5.778,5.954,5.928,6.063,6.156,6.231,6.239,6.22,6.233,6.252,6.29,6.353,6.391,6.439,6.469,6.505,6.579,6.633,6.697,6.74,6.783,6.85,6.897,6.956,6.99,7.03,7.075,7.156,7.24,7.343,7.433,7.524,7.627,7.728,7.849,7.963,8.08,8.208,8.328,8.482,8.629,8.794,8.976,9.137,9.27,9.39,9.454,9.554,9.664,9.768,9.898,9.986,10.176,10.288,10.368,10.568,10.903,11.089,11.399,11.776,12.109,12.414,12.684,12.943,13.375,13.636,13.884,14.147,14.479,14.684,15.008,15.315,15.544,15.72,16.084,16.398,16.787,17.206,17.685,18.016,18.46,19.032,19.738,20.251,20.913,21.645,22.361,22.794,23.555,24.427,25.167,25.667,26.442,27.11,27.794,28.236,28.849,29.482,30.04,30.56,31.047,31.564,31.997,32.505,32.858,33.209,33.747,34.198,34.682,35.267,35.752,36.359,36.952,37.56,38.317,39.184,40.035,40.904,41.862,42.811,43.785,44.755,45.576,46.563,47.686,48.779,49.773,50.641,51.561,52.515,53.553,54.523,55.424,56.395,57.145,57.74,58.374,58.873,59.392,59.888,60.543,61.037,61.741,62.187,62.576,63.209,63.695,64.147,64.512,64.942,65.206,65.624,65.835,66.012,66.367,66.811,67.137,67.494,67.968,68.379,68.793,69.288,69.944,70.45,71.407,71.965,72.482,73.206,73.83,74.361,74.938,75.655,76.699,77.623,78.649,79.654,80.507,81.517,82.586,83.5,84.248,84.89,85.89,86.598,87.393,88.539,89.317,90.285,91.237,91.957,92.87,93.574,94.229,95.496,96.1,96.807,97.448,97.989,98.815,99.486,100.327,101.371,102.033,102.661,103.119,103.493,104.137,104.983,105.629,106.175,106.701,107.504,108.194,108.719,109.648,109.727,110.244,111.048,111.416,111.947,112.327,112.276,112.678,113.508,113.952,114.238
"34",NA,"Addenda:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","25","  PCE excluding food and energy \4\","DPCCRG3",17.611,17.701,17.816,17.918,17.976,18.045,18.118,18.178,18.209,18.269,18.35,18.396,18.465,18.536,18.594,18.627,18.688,18.755,18.825,18.917,18.999,19.058,19.114,19.164,19.235,19.294,19.354,19.418,19.517,19.676,19.84,20.013,20.124,20.258,20.441,20.646,20.878,21.12,21.357,21.606,21.846,22.11,22.366,22.63,22.876,23.135,23.393,23.721,24.022,24.296,24.525,24.666,24.903,25.073,25.262,25.421,25.599,25.949,26.294,26.661,27.118,27.792,28.588,29.287,29.862,30.319,30.775,31.276,31.752,32.132,32.634,33.143,33.695,34.211,34.782,35.293,35.854,36.477,37.105,37.771,38.283,39.122,39.841,40.669,41.659,42.589,43.534,44.592,45.581,46.437,47.287,48.122,48.818,49.474,50.264,50.969,51.663,52.064,52.857,53.281,53.817,54.448,54.961,55.356,56.122,56.63,57.22,57.622,58.248,58.634,59.023,59.495,59.866,60.437,60.972,61.601,62.186,62.94,63.665,64.368,65.049,65.628,66.1,66.7,67.451,68.197,68.875,69.446,70.036,70.564,71.196,71.749,72.288,72.797,73.228,73.77,74.277,74.843,75.263,75.649,75.988,76.498,76.922,77.313,77.709,78.155,78.52,78.914,79.229,79.599,79.963,80.414,80.729,81.145,81.328,81.582,81.808,82.056,82.342,82.594,82.861,83.118,83.403,83.782,84.244,84.52,84.906,85.315,85.798,86.132,86.378,86.817,87.065,87.574,88.027,88.333,88.548,88.869,89.229,89.541,90.026,90.572,90.989,91.415,91.999,92.489,92.874,93.481,93.957,94.59,95.097,95.498,96.177,96.516,96.99,97.645,98.208,98.703,99.149,99.248,99.366,99.85,100.131,100.653,100.91,101.177,101.425,101.63,101.974,102.593,103.11,103.522,104.101,104.589,104.912,105.363,105.819,106.14,106.508,106.954,107.334,107.86,108.232,108.498,108.758,109.264,109.636,109.992
"36","26","  Energy goods and services \5\","DNRGRG3",11.105,11.198,11.246,11.453,11.397,11.424,11.597,11.62,11.628,11.44,11.593,11.552,11.529,11.57,11.559,11.705,11.643,11.549,11.607,11.598,11.548,11.504,11.497,11.579,11.696,11.75,11.768,11.865,11.87,11.894,11.983,12.079,12.143,12.198,12.258,12.297,12.356,12.354,12.441,12.469,12.575,12.765,12.785,12.819,12.824,13.014,13.023,13.297,13.39,13.322,13.57,13.722,13.68,13.671,13.905,14.148,14.375,14.758,14.988,16.061,18.333,19.751,20.177,20.205,20.627,21.029,21.994,22.551,22.596,22.628,23.03,23.728,24.448,24.803,25,25.504,25.686,25.977,26.374,27.336,28.397,31.116,34.784,37.1,40.992,42.97,43.506,44.2,47.697,48.634,48.862,49.56,49.544,48.389,49.908,50.313,49.037,50.038,50.536,50.395,50.612,50.819,50.448,50.65,50.666,51.521,51.171,51.308,49.612,44.581,43.083,42.056,44.355,44.88,46.093,45.989,45.404,45.434,45.961,45.904,46.583,49.842,48.777,48.296,50.395,49.874,52.313,57.277,54.007,52.177,51.974,52.628,52.097,52.538,53.247,53.887,53.825,53.461,52.887,53.522,53.165,52.707,54.197,54.46,54.335,54.274,53.986,53.622,55.223,57.059,56.375,57.683,58.775,56.34,56.677,56.922,53.689,52.417,52.03,51.272,50.559,53.533,55.956,57.844,61.903,63.466,65.463,66.871,68.279,69.551,66.143,60.167,58.529,62.194,63.029,65.029,71.688,67.485,70.436,70.572,74.495,75.865,78.148,83.469,83.056,85.075,97.344,100.337,100.1,103.469,107.083,96.643,100.511,107.591,108.646,115.126,120.183,129.263,138.654,105.667,93.199,95.161,103.572,108.068,109.827,107.026,108.433,115.002,122.168,129.939,129.94,128.756,130.161,127.509,128.692,131.667,130.157,126.438,128.659,128.369,129.793,130.48,129.093,120.159,103.732,107.442,106.919,102.002
"37","27","  Market-based PCE \6\","DPCMRG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.279,58.865,59.432,59.948,60.44,61.095,61.796,62.438,63.211,64.14,64.605,65.189,66.205,66.868,67.82,68.794,69.289,69.74,70.236,70.799,71.282,71.769,72.232,72.763,73.165,73.591,73.881,74.282,74.525,74.939,75.449,75.732,76.163,76.581,76.876,77.181,77.573,78.079,78.331,78.785,79.122,79.269,79.443,79.61,79.601,79.698,79.94,80.152,80.339,80.805,81.166,81.602,82.294,82.609,83.145,83.592,84.135,84.534,84.691,84.606,84.727,85.282,85.674,86.08,86.76,86.733,87.277,87.617,88.302,88.871,89.323,90.082,90.505,91.055,92.088,92.796,93.23,93.982,94.699,94.427,95.262,96.095,96.576,97.627,98.544,99.633,100.877,99.465,99.134,99.643,100.315,100.909,101.195,101.237,101.512,102.043,102.856,103.931,104.496,104.853,105.43,105.697,106.03,106.479,106.788,106.74,107.172,107.423,107.791,108.297,108.586,108.348,107.652,108.24,108.541,108.588
"38","28","  Market-based PCE excluding food and energy \6\","DPCXRG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.353,59.962,60.508,61.137,61.763,62.504,63.152,63.889,64.651,65.297,65.905,66.613,67.444,68.292,69.087,69.719,70.535,71.188,71.875,72.512,73.128,73.664,74.103,74.682,75.167,75.666,76.065,76.419,76.748,77.274,77.654,77.965,78.452,78.888,79.25,79.613,79.863,80.205,80.476,80.825,81.124,81.516,81.661,81.82,82.075,82.284,82.577,82.847,83.096,83.37,83.555,83.864,84.302,84.489,84.881,85.265,85.717,86.036,86.421,86.749,86.969,87.336,87.745,88.05,88.287,88.526,88.873,89.161,89.632,90.101,90.422,90.862,91.407,91.814,92.138,92.708,93.193,93.847,94.377,94.736,95.322,95.681,96.066,96.76,97.368,97.842,98.461,98.845,99.339,99.903,100.183,100.576,100.752,100.957,101.169,101.311,101.647,102.243,102.77,103.186,103.726,104.174,104.478,104.769,105.176,105.335,105.677,105.984,106.284,106.72,107.058,107.242,107.418,107.903,108.222,108.56
