"","Table 1#14# Gross Value Added of Domestic Corporate Business in ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216","F217","F218","F219","F220","F221","F222","F223","F224","F225","F226","F227","F228","F229","F230","F231","F232","F233","F234","F235","F236","F237","F238","F239","F240","F241","F242","F243","F244","F245","F246","F247","F248","F249","F250","F251","F252"
"50","39","    Capital consumption adjustment","B470RC1",-2.4,-2,-2.2,-2.2,-2.1,-2.3,-2.6,-2.7,-2.4,-2.3,-2.3,-2.2,-2,-2.1,-2,-2.4,-2.5,-2.3,-2.1,-1.9,-2,-1.9,-1.7,-1.5,-1.3,-1,-0.8,-0.2,-0.3,-0.2,0,0.4,0.9,1.3,2,1.7,1.6,1.1,0.5,0.3,0.6,0.9,1.1,1,1.3,0.6,0.6,1.1,1.9,2.5,2.3,2.5,2.4,2.3,2.3,2.4,2.7,3,3.1,3.2,5.9,6,6.2,6.3,6.2,6.7,6.8,7.3,7.7,7.5,7.8,7.7,8.1,8.4,8.8,8.4,8.5,8.5,8.5,8.7,8.7,8.9,9.4,9.6,9.7,9.8,9.7,9.5,9.7,9.6,9.6,9.4,9.2,8.8,8.8,8.8,8.8,9.3,9.6,9.6,10.2,9.9,10.7,11.1,10.5,9.4,8.7,9.5,8.4,6.9,5.1,2,0.6,-0.3,-0.8,-1.5,-2.2,-2.9,-2.5,-1.9,-3.3,-2.5,-1.3,-1.9,-4,-5.5,-6.7,-7.3,-7.5,-8.4,-8.6,-7.8,-9.3,-9.5,-8.7,-7.2,1.1,6,12.1,10.3,16,17.5,21.1,23.1,32.5,37.1,40.2,38.5,40.5,54.2,58.7,63.9,70.1,73.1,74.2,73.7,68.3,65.9,63.9,63.3,64,65.5,67.7,67.4,68.7,68.6,68.6,66,62.3,61.8,59.6,58.6,50.7,50.6,47.8,43.6,35.7,34.1,33.3,33.9,35.9,36.8,24.4,38.2,35.9,39.1,38.7,45.7,29.3,53.4,54.7,55.7,52.2,50.9,51.8,50.9,58.1,61.3,62.9,64.1,64.6,64.9,65,65.7,66.6,67.6,69,71.6,76.5,80.1,79.9,78.1,71.8,66.6,64,63.9,24.6,18.7,10.4,87.3,96.4,97.9,96.1,90.9,70.6,88.2,85.1,77.5,77.9,71.2,53.9,46.4,-100.9,-103.8,-134.9,-127.1,-128.3,-143.9,-156.7,-166.9,-159,-167.4,-176.8,-187,-42.8,-56.1,-80.3,-79.6,-130.1
"51",NA,"  Value added, in billions of chained (2000) dollars:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","40","    Gross value added of nonfinancial corporate business \2\","B455RX1",545.7,559.3,559,567.5,594.3,602.4,602,611.5,603.4,596,604.7,588.1,624.8,663.4,698.2,714.9,706.3,709,717.5,723,727.7,725.7,726,775.7,795.4,805.6,800.4,769,769.1,772.4,780.8,809.8,847.2,874.9,888.3,901.4,898.4,907.9,900,922.4,927.1,921.6,921.2,906.5,862.7,858.9,885.7,922.6,954.5,998.8,979.2,989.1,1023.2,1013.1,1011.1,1000.4,992.9,1022.4,1044,1075.3,1097,1114,1128.3,1143.4,1155.7,1181.7,1197.7,1211.6,1240.5,1260.4,1286.3,1294.1,1338.8,1358.3,1383.6,1419.9,1452.1,1468.2,1478.9,1491.4,1490.6,1497.3,1511.6,1536,1562.1,1596.1,1620.4,1640.4,1653.9,1666.8,1678.4,1671.2,1650.1,1650.5,1664.7,1634.2,1688.3,1704.2,1721.9,1752,1792.3,1831.7,1856,1905.8,1950.9,1956.6,1955.3,1968,1946,1948.1,1925.5,1882.3,1843.6,1868.7,1925.8,1956.9,2026.1,2041.2,2063.1,2069.5,2100.4,2188.4,2256.8,2254.4,2255.5,2354.8,2363.8,2402.5,2415.4,2411.4,2418,2430.2,2429.2,2359.2,2362.2,2428,2460.9,2485,2531.9,2488.2,2451.4,2447.4,2424.2,2399.3,2443.6,2513.2,2580.8,2642.6,2708.5,2764.9,2792,2826.1,2846.3,2874.2,2927,2937.8,2957.4,2944.4,2954.9,2996.3,3030.4,3093.3,3155.7,3199,3244,3287.7,3303.9,3367.2,3359.4,3346.1,3363.3,3378.5,3388.3,3424.7,3407.8,3395.1,3368.1,3368.1,3377.6,3391,3439.9,3472,3473.2,3533,3507,3563.3,3586.9,3645,3699.8,3774.9,3819.5,3897.4,3912.8,3945.2,4008.1,4043.4,4087.1,4161.2,4235.5,4301.9,4360.9,4426.8,4513.1,4576.4,4623.5,4686.9,4768.4,4822.7,4926.1,4983.1,5023,5111.6,5228.5,5258.1,5302.1,5299.9,5285.9,5256.7,5197.6,5158,5194.6,5265.4,5296,5322.8,5298.6,5345,5424.6,5481.9,5547.4,5623.3,5733.3,5744.4,5796.5,5921.4,5913,6033.6,6126.1,6132.4,6198.2,6169,6166.5,6230.2,6271.2,6304.4,6283,6375.1,6410.9,6228.3,6031.1
"53","41","      Consumption of fixed capital \3\","N456RX1",39.1,39.2,39.6,40.2,40.4,41.5,43,44.3,44.2,44.4,44.5,44.7,45.2,45.6,46.5,47.7,48.2,48.1,47.9,48.3,49.4,49.7,49.7,50.3,50.8,51.7,52.8,52.9,53.3,54.3,54.7,55.1,55.6,56.1,56.9,57.7,58.1,58.5,59.3,59.8,60.1,60.6,61.8,63.5,62.9,64.4,64.8,64.2,62.7,62.8,63.3,64.1,65.9,66.9,67.7,68.2,68.6,69.1,69.6,70,70.3,70.9,71.6,72.5,74,75,75.8,76.5,76.8,77.7,78.7,80,81.2,82.7,84.3,86.2,88.2,90.4,92.2,93.9,94.8,95.9,97.1,98.4,99.4,101,102.8,105.2,107.7,109.8,111.6,113.5,114.8,116.4,117.1,118.2,118.9,119.8,121.1,122.5,125.2,133.3,129.5,131.9,134.6,139.8,141,142.9,143.7,147.1,150.6,153.9,154.8,154.8,153.8,153.9,156.7,159.2,160.9,163.1,166.6,169.2,170,172.6,176.7,180.2,183.6,186.6,189.2,192.8,194.9,194.4,197.5,199.7,201.5,203.5,204.8,206.8,208,210.2,212.3,215.4,217.4,220.1,220,221.7,225.6,227.3,230.4,235.2,238.9,242.6,247.6,250.5,253.1,254.6,252.9,253.9,255.7,258.1,262.1,264,265.1,268.1,269.1,270.6,271.8,275.1,278,280.1,288,291.7,289.3,292.5,297,302,308.4,310,311.3,312.1,311.3,315,336,329,344.9,352.1,363.9,365.6,394.6,372.7,377.9,383.1,390.6,398.1,404.1,412.5,415,420.5,427.5,434.7,442.9,451.9,461.3,470.2,476.5,484,492.8,501.9,510.1,518.2,533.2,538.5,550.6,562.6,573.9,584.3,595.7,606.5,646.8,614.4,614.1,617.1,619.6,622,626.5,629.2,631.8,634.4,637.3,640.7,679.1,648.4,653.7,658.9,740.3,677.6,676.7,683.3,689.9,696.8,703.3,711.6,721,731.6,744.8,757.5,789.3,775.4,777.7
"54","42","      Net value added \4\","A457RX1",506.6,520.1,519.5,527.3,553.9,560.9,559,567.2,559.3,551.7,560.2,543.4,579.7,617.8,651.7,667.2,658.2,660.9,669.6,674.7,678.3,676,676.4,725.3,744.6,753.8,747.6,716.1,715.8,718.1,726.1,754.7,791.6,818.9,831.4,843.8,840.3,849.5,840.8,862.6,867,861,859.4,843.1,799.8,794.5,820.9,858.4,891.8,936,915.8,925,957.3,946.3,943.4,932.2,924.2,953.3,974.4,1005.3,1026.8,1043.2,1056.7,1070.8,1081.7,1106.7,1121.9,1135.1,1163.7,1182.7,1207.6,1214.1,1257.6,1275.5,1299.2,1333.8,1363.9,1377.8,1386.8,1397.4,1395.7,1401.4,1414.5,1437.6,1462.7,1495.1,1517.7,1535.2,1546.3,1557,1566.8,1557.7,1535.3,1534,1547.5,1516,1569.3,1584.4,1600.9,1629.4,1667.1,1698.4,1726.5,1773.9,1816.3,1816.8,1814.3,1825.1,1802.2,1800.9,1774.9,1728.4,1688.9,1713.9,1772,1803,1869.4,1882,1902.2,1906.3,1933.9,2019.2,2086.8,2081.8,2078.8,2174.5,2180.2,2215.9,2226.2,2218.6,2223.1,2235.8,2231.7,2159.5,2160.7,2224.5,2256.2,2278.2,2323.9,2278,2239.1,2232,2206.8,2179.2,2223.6,2291.5,2355.2,2415.4,2478,2529.7,2553.1,2583.5,2598.7,2623.6,2673.9,2683.2,2704.5,2690.5,2699.2,2738.2,2768.3,2829.3,2890.6,2930.9,2974.9,3017.1,3032.2,3092.1,3081.4,3066,3075.2,3086.8,3099,3132.2,3110.8,3093.1,3059.7,3058.1,3066.3,3078.9,3128.6,3157,3137.2,3204,3162.1,3211.1,3223,3279.4,3305.2,3402.3,3441.5,3514.4,3522.1,3547.2,3604,3630.9,3672.1,3740.7,3808,3867.2,3918,3975,4051.9,4106.2,4147,4202.9,4275.7,4320.8,4416,4464.9,4489.9,4573.1,4677.9,4695.5,4728.1,4715.7,4690.2,4650.2,4550.8,4543.5,4580.5,4648.3,4676.4,4700.8,4672.1,4715.8,4792.8,4847.5,4910.1,4982.5,5054.2,5096,5142.8,5262.5,5172.8,5356,5449.4,5449.1,5508.3,5472.2,5463.2,5518.6,5550.3,5572.9,5538.3,5617.7,5621.6,5452.9,5253.4
"55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","1. Estimates for financial corporate business and nonfinancial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","corporate business for 2000 and earlier periods are based on the",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","1987 Standard Industrial Classification (SIC); later estimates for",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","these industries are based on the North American Industry Classification",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","System (NAICS).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2. The current-dollar gross value added is deflated using the gross value",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","added chain-type price index for nonfinancial industries from the",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","GDP-by-industry accounts.  For periods when this price index is not",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","available, the chain-type price index for GDP goods and structures is used.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
