"","Table 5#8#3B# Real Gross Government Fixed Investment by Type, Qu","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12"
"61","54","      Other equipment","B879RA3",95.025,93.361,99.644,100,99.922,116.5,130.094,150.486,146.192
"62","55","    Nondefense","B880RA3",78.331,88.711,99.903,100,101.821,105.424,108.199,114.658,128.1
"63","56","  State and local","B881RA3",73.722,84.115,93.703,100,105.535,107.056,108.869,112.239,116.965
"64",NA,"Addenda:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","57","  Government enterprise gross fixed investment","A882RA3",87.48,89.247,97.45,100,106.096,114.335,125.261,121.897,121.699
"66","58","    Federal","A883RA3",81.194,101.899,111.618,100,83.566,81.392,96.108,96.213,103.821
"67","59","      Structures","B884RA3",94.479,103.115,115.567,100,90.963,72.493,85.576,84.083,73.538
"68","60","      Equipment and software","B885RA3",74.528,101.138,109.391,100,79.193,87.099,102.863,104.049,124.719
"69","61","    State and local","A886RA3",88.518,87.555,95.552,100,109.024,118.581,129.065,125.284,124.209
"70","62","      Structures","B887RA3",91.262,87.358,94.348,100,109.276,116.222,125.518,119.732,117.853
"71","63","      Equipment and software","A888RA3",73.26,88.977,102.931,100,107.409,134.4,153.055,163.757,168.84
"72",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","1. Consists of general government and government enterprise expenditures for fixed assets.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2. Structures and software include compensation of government employees engaged in new",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","own-account investment and related expenditures for goods and services.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","3. Consists of Department of Defense new structures, except family housing.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","4. Consists of lodging, religious, communication, sewage and waste disposal, water supply",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","structures, and manufacturing.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","5. Consists of lodging, communication, and manufacturing.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
