"","Table 5#8#4B# Price Indexes for Gross Government Fixed Investmen","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12"
"61","54","      Other equipment","B879RG3",99.314,99.492,99.5,100,100.616,100.883,101.246,102.485,105.822
"62","55","    Nondefense","B880RG3",105.828,101.936,100.357,100,99.047,96.992,95.701,95.009,94.902
"63","56","  State and local","B881RG3",109.052,104.202,100.955,100,97.782,95.655,94.212,93.789,93.793
"64",NA,"Addenda:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","57","  Government enterprise gross fixed investment","A882RG3",93.146,94.62,96.469,100,102.076,104.933,106.497,112.275,118.982
"66","58","    Federal","A883RG3",102.57,100.101,99.539,100,99.796,99.047,98.43,98.652,100.995
"67","59","      Structures","B884RG3",90.515,93.124,96.235,100,102.71,104.667,107.29,111.207,119.341
"68","60","      Equipment and software","B885RG3",110.012,104.264,101.506,100,97.996,95.698,93.53,92.005,91.98
"69","61","    State and local","A886RG3",91.787,93.81,96.03,100,102.341,105.545,107.315,113.646,120.811
"70","62","      Structures","B887RG3",90.194,92.734,95.399,100,102.853,106.813,108.958,116.392,124.826
"71","63","      Equipment and software","A888RG3",101.786,100.236,99.817,100,99.105,97.862,97.637,98.518,99.82
"72",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","1. Consists of general government and government enterprise expenditures for fixed assets.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2. Structures and software include compensation of government employees engaged in new",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","own-account investment and related expenditures for goods and services.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","3. Consists of Department of Defense new structures, except family housing.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","4. Consists of lodging, religious, communication, sewage and waste disposal, water supply",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","structures, and manufacturing.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","5. Consists of lodging, communication, and manufacturing.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
