"","Table 2#5# Real Personal Consumption Expenditures by Type of Exp","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18"
"14","7","  Tobacco products (n.d.)","BTOBRX",59.2,54.7,54,52,48.3,50.4,45.5,48,48.1,48.2,47.6,46.1,43.4,42.8,42.1
"15","8","  Addenda: Food excluding alcoholic beverages (n.d.)","BFXARX",579.2,603.2,614.2,628.2,631.8,637.9,655.7,672.5,681.9,689.1,695.5,716,741,768.8,775.2
"16","9","          Alcoholic beverages purchased for off-premise consumption (n.d.)","BAOPRX",53.6,54,55.1,57.6,53.2,50.2,51.4,53.8,55.4,56.1,57.2,60.7,62.5,65.4,66.5
"17","10","          Other alcoholic beverages (n.d.)","BAPMRX",31.4,33.1,34,36.5,36.2,37.6,38.1,38.6,39.6,40.7,41.8,42.7,43.3,44.8,45.3
"18","11","Clothing, accessories, and jewelry","A496RX",236.9,246.2,258.5,258.2,254.5,268.5,281.6,297.2,312.9,333.3,348.8,375,404.9,428.4,435.9
"19","12","  Shoes (n.d.)","BSHURX",29.1,29.7,31.5,32,31.2,32,33,35.1,36.8,38.8,40.1,42.9,46.4,48.8,49.9
"20","13","  Clothing and accessories except shoes \2\","A497RX",153.2,158,166.9,165.1,166.5,176.6,185.3,196.2,207.2,219.5,231.2,247.2,265.4,280.3,287.5
"21","14","    Women's and children's (n.d.)","AWCLRX",98.8,101.5,107.5,105.4,106.3,113.1,118.6,124.7,132.3,140.8,148.4,159.4,172.6,183.1,187.1
"22","15","    Men's and boys' (n.d.)","AMCLRX",54.3,56.5,59.3,59.7,60.2,63.5,66.7,71.5,74.9,78.6,82.8,87.8,92.9,97.3,100.5
"23","16","  Standard clothing issued to military personnel (n.d)","BMICRX",0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
"24","17","  Cleaning, storage, and repair of clothing and shoes (s.)","A478RX",11.1,12.3,12.9,13.3,12.4,12.3,12.1,12,12.4,12.7,12.8,13.3,13.8,14.3,13.7
"25","18","  Jewelry and watches (d.)","BJRYRX",30.2,30.9,30.7,30.1,29.1,30.1,32.7,34.5,36.7,40.3,42.9,47.8,53.7,58.1,58
"26","19","  Other (s.) \3\","ACOTRX",13.1,15.6,16.7,18.3,15.2,17.4,18.4,19.2,19.5,21.7,21.4,23.5,25.6,27.1,27
"27","20","Personal care","A532RX",55.6,57.7,59.2,60.1,59.5,61.5,62.6,64.8,68.3,71.6,75.2,77.6,80,81.7,81.5
"28","21","  Toilet articles and preparations (n.d.)","BTLGRX",36.5,37.5,38.5,39.5,39.2,39.4,40.9,42.9,45.2,48,50.5,51.8,53.4,54.1,53.6
"29","22","  Barbershops, beauty parlors, and health clubs (s.)","BBBBRX",19.1,20.3,20.7,20.6,20.3,22.2,21.7,21.9,23.1,23.5,24.7,25.8,26.6,27.6,27.8
"30","23","Housing","A174RX",644.8,663.4,679.9,696.2,709.8,719.3,728.1,749.1,763.7,772.6,787.2,808.7,835,851.3,866
"31","24","  Owner-occupied nonfarm dwellings--space rent (s.) \4\","AOWNRX",445.5,462.3,477.4,488.3,501.6,509,520.8,535.7,546.1,555.4,569,588.3,610.7,627.3,643.5
"32","25","  Tenant-occupied nonfarm dwellings--rent (s.) \5\","ATENRX",167.7,168.6,169.6,174.6,174.9,175.6,172.4,177.8,181.6,180.6,181,182.9,185.8,184,184.3
"33","26","  Rental value of farm dwellings (s.)","BFARRX",7.2,7.2,7,6.9,7,6.8,6.6,6.4,6.3,6.2,6,6,6.1,6,5.9
"34","27","  Other (s.) \6\","AOHORX",24.3,25.3,25.8,26.2,26.2,27.9,28.3,29.2,29.7,30.2,31.1,31.4,32.5,34.1,32.5
"35","28","Household operation","A534RX",440.7,458.9,476,476.8,477.3,490,517.2,541.9,564.2,589.2,611.6,640.6,677.7,712.2,721.8
"36","29","  Furniture, including mattresses and bedsprings (d.)","BFNRRX",38.8,39.6,43.7,42.2,41.4,41.7,44,46.3,48.1,50.9,53.8,56.9,60.6,65,65.7
"37","30","  Kitchen and other household appliances (d.) \7\","BAPPRX",21.4,22.3,23.4,23.4,23.2,24.4,26,27.2,29.1,30,30.9,32.6,35.5,37.5,38.3
"38","31","  China, glassware, tableware, and utensils (d.)","BCHNRX",15.7,16.7,17.7,18.2,18,19.1,20.4,21.8,23.5,25.4,27.3,28.8,31.8,34.2,35.9
"39","32","  Other durable house furnishings (d.) \8\","AODHRX",39.9,41.3,41.1,40.1,38.1,39.2,41.7,45.3,47.8,50.5,53.3,56.6,61.9,65.9,68
"40","33","  Semidurable house furnishings (n.d.) \9\","BSDHRX",19.5,20.4,21.2,21.8,22.6,24.6,25.8,27.4,29,31,33.8,36,38.9,41.6,43
"41","34","  Cleaning and polishing preparations, and miscellaneous household supplies and paper products (n.d)","ACLPRX",39.9,41.4,41.6,42.4,42.1,43.4,45.6,48,48.5,49.8,50.9,52.1,54.4,54.4,54.6
"42","35","  Stationery and writing supplies (n.d.)","BSTYRX",13.6,14.8,15.9,16.4,16.7,17,17.6,18.3,18.4,18.8,19.2,19.8,21.2,22.3,22.4
"43","36","  Household utilities","A535RX",155.8,162.8,166.1,162.8,165.8,164.9,173.7,176.5,180.8,185,184.1,187,190.1,195,191.3
"44","37","    Electricity (s.)","BELCRX",78.1,81.5,82.6,83.2,85.6,84.1,89.3,90.6,92.5,93.3,93.5,99.8,101,104.4,101.2
"45","38","    Gas (s.)","BNGSRX",28.7,30.8,32,29.5,30.7,31.5,32.8,32.2,32.8,35.5,34.1,31.4,31.6,32.9,33.3
"46","39","    Water and other sanitary services (s.)","BWATRX",34.8,35.6,37,37.1,36.6,35.9,37.4,38.7,39.8,40.7,41.6,41.7,43,43.9,44.4
"47","40","    Fuel oil and coal (n.d.)","A171RX",14.2,14.7,14.4,13.1,12.9,13.2,14,15,15.7,15.6,15,14.3,14.7,14,12.6
"48","41","  Telephone and telegraph (s.)","BTELRX",52.8,56,59.8,62.6,65.4,72.5,76.2,82.6,88.1,97.1,104.7,114.2,127.1,141.1,151.2
"49","42","  Domestic service (s.)","BDMSRX",10.9,11.5,12.2,12.6,11.7,12.6,12.9,13.2,13.7,13.6,13.5,15.1,13.7,14.1,12.4
"50","43","  Other (s.) \10\","AOPORX",34.8,34.5,35.1,36.1,33.6,31,33.8,35.7,37.2,37.1,40.1,41.6,43,42.9,42.9
"51","44","Medical care","A536RX",711.3,745.6,768.9,807.6,830.3,861.6,874.3,887.2,907.8,932.3,963.2,995.2,1025.5,1062,1110.2
"52","45","  Drug preparations and sundries (n.d.) \11\","BDRGRX",69.5,72.6,76.3,80.3,81.7,82.2,84.7,88.4,94.1,100.3,109,117.7,129.4,140.6,152.3
"53","46","  Ophthalmic products and orthopedic appliances (d.)","BOPTRX",11.2,13.1,14,16.1,14.3,14.2,14.4,15.7,16,17.6,18.9,19.9,20.6,21.3,19.4
"54","47","  Physicians (s.)","BPHYRX",162.2,172.8,175.9,183.3,187.4,194.1,190.1,189.4,193.8,199.1,206,213,218.7,228,242.1
"55","48","  Dentists (s.)","BDENRX",44.6,44.4,44.6,44.8,43.9,45.4,45.8,47.1,48.7,48.4,49.6,50.5,51.1,52.5,54.4
"56","49","  Other professional services (s.) \12\","BOPSRX",57.3,63,68,78.8,85.8,94.6,102.4,107.5,114.9,119.7,121.1,124.1,126.5,128.5,133.9
"57","50","  Hospitals and nursing homes \13\","BPHORX",309.4,319.6,328.3,340.5,352.5,364.4,371.4,375.6,381.5,390.8,401.1,410.2,418.1,427.4,443.9
"58","51","    Hospitals","A2601X",264.8,272.4,277.9,285.7,295.5,305.5,312.1,316.4,320,327.6,334.2,341.7,350.7,359.8,376.8
"59","52","      Nonprofit (s.)","B2602X",168.3,174.9,180.9,189.1,197.2,205.9,210.6,211.4,211.1,213.5,217.3,222.4,229.8,234.8,244.1
"60","53","      Proprietary (s.)","B2603X",36.4,37.1,36.9,36.6,36.2,35.4,34,34.3,36.1,38.7,41.2,41.2,41,42.2,46.6
"61","54","      Government (s.)","B2604X",61.8,61.6,60.9,60.3,62.1,64.2,67.4,70.7,72.8,75.4,75.7,78.1,79.9,82.8,86.2
"62","55","    Nursing homes (s.)","B2605X",44.7,47.3,50.4,54.9,57.1,58.8,59.3,59.2,61.6,63.2,66.8,68.4,67.5,67.7,67.5
"63","56","  Health insurance","AHINRX",62.4,64.6,65.5,66,66.7,68.3,66.3,63.8,58.9,56.6,57.8,60,61.3,63.8,64.5
"64","57","    Medical care and hospitalization (s.) \14\","BMINRX",45.3,46.8,47.5,47.9,48.6,50.1,49.7,49.7,47.1,45.3,46.7,47.9,49.5,51.4,51.6
"65","58","    Income loss (s.) \15\","BIINRX",0.8,0.8,0.8,0.8,0.7,0.9,0.9,0.9,0.9,1,0.9,0.9,0.9,1,1
"66","59","    Workers' compensation (s.) \16\","BPWCRX",21,22.6,23,23.5,24.2,21.3,17.2,13.5,10.9,10.3,10.2,11.4,10.8,11.4,12.1
"67","60","Personal business","A479RX",336.1,345.6,355.3,363.2,378.7,383.8,404.9,414.6,424.4,435.1,462.1,484.4,514.2,550,550.1
"68","61","  Brokerage charges and investment counseling (s.)","BBRORX",20.7,17.4,19.2,19.1,21.5,24.9,30.2,32.6,36.1,43.2,50.5,60.4,80,98.9,86.2
"69","62","  Bank service charges, trust services, and safe deposit box rental (s.)","BBNKRX",33.8,34.4,36,36.5,37.3,38.8,40.4,39.7,40.5,42.9,45.6,51.6,56.8,58.8,60.7
"70","63","  Services furnished without payment by financial intermediaries except life insurance carriers (s.)","AIMPRX",144.3,146.4,147.5,154.2,157.2,156.8,163.2,172.3,173.9,177,188.4,195.6,201.4,220,227.4
"71","64","  Expense of handling life insurance and pension plans (s.) \17\","BLIFRX",63.3,70.1,72.2,71.2,81.3,78.8,84.9,83,87,81.3,84.6,81.7,82.3,82,80.3
"72","65","  Legal services (s.)","BGALRX",46,49.8,51.1,51.9,50.1,51.3,51,50.6,49.7,51.5,52.8,54,54.7,54.4,55.7
"73","66","  Funeral and burial expenses (s.)","BFUNRX",11.7,12.5,12.6,12.9,12.9,13.4,13.7,13.5,14,14.5,14.4,14.9,14.6,14.1,14.6
"74","67","  Other (s.) \18\","APBORX",17.3,18.7,19.9,20.9,21.2,21.6,22.4,23.3,23.6,24.8,25.7,27.1,28.1,28.9,29.4
"75","68","Transportation","A537RX",519.6,542.4,544.5,532.2,486,509.3,534.1,561.5,574.7,594.6,619.3,658.5,704.8,726.8,750.4
"76","69","  User-operated transportation","A538RX",481.4,503.4,505.9,493.5,448,471.7,496.1,521.2,532.3,550.2,573.5,609.4,653.1,673.9,699.8
"77","70","    New autos (d.)","A136RX",111.3,115.8,109.2,104,81,85.5,87.8,89.7,83.5,81.9,82.4,88.5,99.9,107,108
"78","71","    Net purchases of used autos (d.)","A137RX",41.1,41.6,41.5,42,40.8,41.7,46.9,48.5,51.2,51.4,54.4,57.5,59.8,60.4,60.4
"79","72","    Other motor vehicles (d.)","AOAURX",63.2,68.2,74.2,69.7,60.7,68.4,75.3,81.7,81.9,84.3,88.1,103.7,116.8,123.9,147.3
"80","73","    Tires, tubes, accessories, and other parts (d.)","ATBARX",26.1,28.3,28.5,29.7,29.1,29.9,32.2,35.2,36.8,38.7,39.9,42.1,45.3,46.7,45.4
"81","74","    Repair, greasing, washing, parking, storage, rental, and leasing (s.)","BREPRX",92.9,99.6,101.7,100.8,93.7,100.2,105.1,115,124.5,134.2,144.2,148.6,156.7,162.1,162.2
"82","75","    Gasoline and oil (n.d.)","C170RX",112.8,114.9,116.4,113.1,109.4,112.5,115.4,117.4,120.2,124.2,128.1,131.8,136.4,135.7,138.8
"83","76","    Bridge, tunnel, ferry, and road tolls (s.)","BTOLRX",2.8,2.5,2.9,2.8,2.9,3.3,3.3,3.4,3.5,3.7,3.9,3.6,3.8,3.9,3.9
"84","77","    Insurance (s.) \19\","BAINRX",31,31.9,31.2,31,30.3,30.1,30.1,30.2,30.6,31.8,32.5,33.6,34.1,34.3,34.3
"85","78","  Purchased local transportation","A477RX",10,10.1,10.2,10.8,10.7,10.6,10.8,11.3,11.4,11.2,11.3,12.2,12.5,12.6,12.7
"86","79","    Mass transit systems (s.)","BSTRRX",6.5,7,7,7.4,7.5,7.5,7.6,8,7.8,7.7,7.7,8.2,8.7,9,9.1
"87","80","    Taxicab (s.)","BTAXRX",3.5,3.2,3.1,3.4,3.2,3,3.2,3.3,3.6,3.5,3.6,4,3.8,3.5,3.5
"88","81","  Purchased intercity transportation","A480RX",28.1,28.8,28.5,28.1,27.2,27.1,27.5,29.2,31,33.3,34.5,36.9,39.3,40.3,38
"89","82","    Railway (s.)","BIRRRX",0.8,0.9,0.9,0.9,0.8,0.7,0.7,0.7,0.7,0.6,0.7,0.7,0.7,0.8,0.8
"90","83","    Bus (s.)","BIBURX",1.5,1.9,1.6,1.3,1.5,1.5,1.6,1.5,1.6,1.8,1.8,1.8,1.8,1.3,1.3
"91","84","    Airline (s.)","BIAIRX",22.8,22.6,22.4,22,21.2,20.8,21.4,22.9,24.3,26.2,27.3,29.5,31.7,33.4,31.6
"92","85","    Other (s.) \20\","BTRORX",2.8,3.4,3.7,3.9,3.8,4.1,3.8,4.2,4.4,4.7,4.6,4.8,5,4.7,4.3
"93","86","Recreation","A539RX",247.6,268.3,282.7,292.6,296.4,313,338.3,365.2,398.7,429.6,463.7,506.3,558.3,604.9,644.6
"94","87","  Books and maps (d.)","BBKSRX",17.1,18.2,18.5,18.9,18.6,18.9,20.3,22,23.9,24.9,26,27.1,30.2,32.5,34.1
"95","88","  Magazines, newspapers, and sheet music (n.d.)","BMAGRX",24.9,26.3,26.4,27.2,26.2,25.2,25.7,26.8,27.2,27.6,28.8,30.1,30.8,31.8,32.1
"96","89","  Nondurable toys and sport supplies (n.d.)","BTOYRX",28.5,29.9,32.1,33.7,35.2,36.7,39.5,43.1,47.4,50.6,53.7,59.7,67.8,74.5,82.6
"97","90","  Wheel goods, sports and photographic equipment, boats, and pleasure aircraft (d.)","AWHGRX",30,31.4,32.4,31.8,30.7,30.9,33.4,35.5,38.5,40.5,43.1,47,52.3,58.1,64.5
"98","91","  Video and audio goods, including musical instruments, and computer goods (d.)","BRADRX",25.7,29.4,31.2,33,36.2,40.3,47.7,57.1,67.3,80,97,121.3,152.7,185.5,211.5
"99","92","    Video and audio goods, including musical instruments (d.)","BVAMRX",31.6,34.7,36.6,37.3,37.5,39.8,43.4,49.2,53.6,56.4,60.4,67.4,78.3,90.7,99
"100","93","    Computers, peripherals, and software (d.) \*\","BCPTRX",1,1.5,1.7,2.1,3.4,4.5,7,10,14.6,23.6,38.1,60.9,91,122,152.6
"101","94","  Radio and television repair (s.)","BRTVRX",4.7,4.9,4.8,4.6,4.1,3.9,3.6,3.5,3.7,3.7,3.9,4,3.9,4,4.1
"102","95","  Flowers, seeds, and potted plants (n.d.)","BFLORX",10.5,10.9,11.5,11.5,11.1,11.7,12.5,13.2,13.4,14.9,15.8,16.2,17.4,17.5,17.9
"103","96","  Admissions to specified spectator amusements","A481RX",15.6,16.4,17.1,18,17.9,18.3,19.7,19.8,20.2,20.7,21.5,22.3,22.6,23.1,23.9
"104","97","    Motion picture theaters (s.)","BMOVRX",4.9,5.3,5.9,6.2,6,5.6,5.6,5.7,5.8,5.8,6.1,6.6,6.9,6.6,7.1
"105","98","    Legitimate theaters and opera, and entertainments of nonprofit institutions (except athletics)(s.)","BLEGRX",5.8,6,5.7,6.3,6.2,6.9,7.7,7.8,8,8,8.4,8.3,8.1,8.4,8.7
"106","99","    Spectator sports (s.) \21\","BSPERX",4.8,5,5.5,5.5,5.6,5.8,6.3,6.3,6.4,6.9,6.9,7.4,7.7,8.1,8.1
"107","100","  Clubs and fraternal organizations (s.) \22\","BCLURX",8.8,9,9.7,10.3,10.9,11.4,12.1,12.5,13.1,14,14.3,14.2,14.7,14.9,14.9
"108","101","  Commercial participant amusements (s.) \23\","ACOMRX",23.1,25.6,27.1,29.2,29.3,33.1,36.7,40.6,45.1,48.3,51.5,54.9,58.8,61.6,63.9
"109","102","  Pari-mutuel net receipts (s.)","BPARRX",4.4,4.4,4.3,4.2,4,3.7,3.5,3.5,3.6,3.5,3.5,4.1,4.2,4.3,4.3
"110","103","  Other (s.) \24\","AREORX",63.7,70.5,76.3,78.7,78.5,84.1,87.5,89.3,96.2,100.8,105.3,109.6,114.2,118.7,122.2
"111","104","Education and research","A482RX",95.2,100,104.9,107.6,108.9,111.8,113.5,115.8,119.2,122.3,126,130.7,136.8,141.3,144.9
"112","105","  Higher education (s.) \25\","BHEDRX",55.6,56.7,58.6,60.1,61.4,62.8,63.5,64.3,65.6,66.1,66.9,68.7,71.5,72.2,73.6
"113","106","  Nursery, elementary, and secondary schools (s.) \26\","BEEDRX",22.4,22.8,24.2,25,25.1,25.6,25.9,26.7,27.4,27.4,28.1,28,29.2,29.8,29.9
"114","107","  Other (s.) \27\","BOEDRX",17.6,20.6,22.1,22.4,22.5,23.3,24.1,24.8,26.2,28.8,31,34,36.1,39.2,41.3
"115","108","Religious and welfare activities (s.) \28\","BRAWRX",96.8,104.1,108,115.3,116.6,125.1,126.8,136.5,138.7,146.8,145.5,155.3,157.5,164.9,166.4
"116","109","Foreign travel and other, net","A540RX",10.9,5.2,-0.8,-5.3,-13.1,-18.5,-18.6,-16.1,-21.4,-24.1,-20.6,-11.4,-11.7,-7.5,-5
"117","110","  Foreign travel by U.S. residents (s.) \29\","BFTRRX",46.4,48.2,49.4,51.7,47.3,49.7,52.7,55.8,55.3,57.6,62.4,69.1,70.9,78.7,73.3
"118","111","  Expenditures abroad by U.S. residents (n.d.)","AABDRX",5.5,4.7,4.9,4.3,4,2.8,2.8,2.6,2.3,2.2,3.3,3.5,3.6,4,4.4
"119","112","  Less: Expenditures in the United States by nonresidents (s.) \30\","BEXFRX",40.1,46.6,54.1,60.1,63.2,69.2,72.3,72.9,77.4,82.4,84.7,82.4,84.2,88.2,80.6
"120","113","  Less: Personal remittances in kind to nonresidents (n.d.)","BREMRX",1,1.2,1,1.1,1.2,1.7,1.8,1.7,1.7,1.5,1.6,1.6,1.9,1.9,2.1
"121","114","Residual","A964RX",-36.7,-35.8,-31.9,-34,-32,-23.8,-14.9,-7.8,-2.9,0.1,-2.1,-15.2,-41.6,-72.6,-100.5
"122",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123"," * Because of rapid changes in relative prices, the chained-dollar estimates for computers are",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","especially misleading as a measure of the contribution or relative importance of this component.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","  Note.  Chained (1996) dollar series are calculated as the product of the chain-type quantity index and the 1996 current-dollar ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","value of the corresponding series, divided by 100.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","Because the formula for the chain-type quantity indexes uses weights of more than one period, the corresponding chained-dollar ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","estimates are usually not additive.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","The residual line is the difference between the first line and the sum of the most detailed lines.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","  See notes and footnotes to table 2.4.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
