"","Table 7#2#5B# Motor Vehicle Output                              ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13"
"45","37","  Trucks","B709RC1",0.3,0,-0.6,0,0.1,0.7,0.2,0.2,0.1,-0.4
"46","38","    New","W244RC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","39","      Domestic","AB73RC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","40","      Foreign","AB74RC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","41","    Used \1\","W245RC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",NA,"Addenda:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","42","  Final sales of motor vehicles to domestic purchasers","AB75RC1",34.4,37.3,37.2,36.4,41.7,42.6,45.4,45.8,46.9,46.5
"52","43","  Private fixed investment in new autos and new light trucks","AB76RC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","44","  Domestic output of new autos \2\","B148RC1",22.3,25.1,25.3,25.3,30,31.6,30.8,31.5,32.1,28.7
"54","45","  Sales of imported new autos \3\","B149RC1",2.3,2.7,3,3.1,3.4,3.7,4.2,4.4,4.3,4.9
"55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","1. Consists of used light trucks only.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2. Consists of final sales and change in private inventories of new autos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","assembled in the United States.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","3. Consists of sales of imported new autos in personal consumption expenditures,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","in private fixed investment, and in gross government investment.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
