"","Table 6#4D# Full-Time and Part-Time Employees by Industry       ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18"
"30","23","        Other transportation equipment","N4223C0",808,782,745,727,681,649,656,675,695,718,731,681,653,663,681
"31","24","        Furniture and related products","N4224C0",656,676,685,648,606,575,572,566,560,532,483,386,358,354,355
"32","25","        Miscellaneous manufacturing","N4225C0",756,750,745,718,689,668,657,655,653,645,634,585,569,575,580
"33","26","      Nondurable goods","N4226C0",6647,6526,6407,6104,5780,5543,5385,5277,5182,5068,4936,4566,4461,4455,4458
"34","27","        Food and beverage and tobacco products","N4227C0",1770,1777,1768,1771,1747,1719,1691,1677,1673,1676,1672,1646,1631,1645,1659
"35","28","        Textile mills and textile product mills","N4228C0",648,618,595,534,485,445,415,385,355,331,304,252,240,240,235
"36","29","        Apparel and leather and allied products","N4229C0",720,634,575,488,404,352,328,298,276,249,233,198,187,182,179
"37","30","        Paper products","N4230C0",630,617,605,577,543,518,496,483,469,457,442,406,394,388,380
"38","31","        Printing and related support activities","N4231C0",833,824,812,770,713,678,660,646,637,625,594,523,487,472,460
"39","32","        Petroleum and coal products","N4232C0",123,124,121,118,117,114,110,112,113,115,116,114,111,111,111
"40","33","        Chemical products","N4233C0",993,984,980,957,924,903,884,877,865,859,848,800,788,785,788
"41","34","        Plastics and rubber products","N4234C0",931,949,952,890,846,815,802,799,795,757,727,627,624,634,646
"42","35","    Wholesale trade","N4235C0",5569,5667,5784,5786,5666,5632,5692,5810,5941,6049,6016,5620,5499,5580,5689
"43","36","      Durable goods","N4236C0",3305,3372,3454,3437,3324,3280,3312,3392,3486,3546,3514,3223,3139,3199,3276
"44","37","      Nondurable goods","N4237C0",2264,2295,2330,2348,2342,2351,2381,2418,2455,2502,2502,2397,2360,2381,2413
"45","38","    Retail trade","N4238C0",14818,15167,15478,15394,15218,15145,15280,15468,15608,15761,15538,14798,14633,14841,15033
"46","39","      Motor vehicle and parts dealers","N4239C0",1783,1831,1879,1888,1905,1911,1935,1946,1941,1941,1862,1671,1653,1708,1760
"47","40","      Food and beverage stores","N4240C0",2994,3030,3032,3003,2936,2895,2870,2859,2867,2903,2913,2883,2845,2864,2901
"48","41","      General merchandise stores","N4241C0",2683,2730,2811,2819,2806,2820,2857,2940,2962,3032,3056,3017,2996,3103,3112
"49","42","      Other retail \2\","N4242C0",7357,7576,7756,7684,7571,7519,7618,7724,7837,7886,7706,7227,7139,7166,7260
"50","43","    Transportation and warehousing","N4243C0",4271,4376,4463,4424,4287,4242,4321,4411,4509,4591,4560,4269,4187,4327,4436
"51","44","      Air transportation","N4244C0",559,585,608,618,565,531,517,503,485,494,492,464,451,461,465
"52","45","      Rail transportation","N4245C0",224,219,209,202,196,192,193,200,204,203,200,190,187,198,202
"53","46","      Water transportation","N4246C0",52,52,52,53,54,54,56,61,63,64,67,64,63,64,66
"54","47","      Truck transportation","N4247C0",1387,1424,1450,1426,1382,1369,1404,1439,1476,1488,1440,1312,1278,1339,1380
"55","48","      Transit and ground passenger transportation","N4248C0",386,399,395,389,392,393,400,407,416,427,437,439,434,448,454
"56","49","      Pipeline transportation","N4249C0",51,48,47,44,42,40,38,38,39,41,41,41,42,43,44
"57","50","      Other transportation and support activities \3\","N4250C0",1132,1154,1187,1174,1129,1124,1138,1159,1189,1208,1209,1120,1098,1126,1148
"58","51","      Warehousing and storage","N4251C0",480,495,516,517,526,538,575,604,639,666,674,638,633,647,677
"59","52","    Information","N4252C0",3240,3390,3620,3631,3359,3179,3109,3063,3053,3041,2999,2814,2710,2697,2702
"60","53","      Publishing industries (includes software)","N4253C0",1010,1036,1082,1064,997,965,951,951,952,973,956,877,837,838,841
"61","54","      Motion picture and sound recording industries","N4254C0",392,402,386,402,390,377,386,379,377,383,385,365,373,376,384
"62","55","      Broadcasting and telecommunications","N4255C0",1427,1496,1607,1639,1504,1401,1353,1319,1301,1358,1335,1262,1192,1165,1142
"63","56","      Information and data processing services","N4256C0",412,456,545,527,469,436,418,414,422,326,322,309,308,317,335
"64","57","    Finance and insurance","N4257C0",5610,5733,5756,5843,5853,5950,5973,6067,6193,6159,6029,5788,5710,5787,5862
"65","58","      Federal Reserve banks, credit intermediation, and related activities","N4258C0",2559,2613,2583,2652,2717,2817,2850,2909,2953,2898,2750,2622,2568,2574,2606
"66","59","      Securities, commodity contracts, and investments","N4259C0",730,764,826,841,793,761,768,796,825,858,871,816,803,818,816
"67","60","      Insurance carriers and related activities","N4260C0",2241,2272,2262,2265,2260,2289,2270,2274,2325,2315,2319,2265,2253,2310,2354
"68","61","      Funds, trusts, and other financial vehicles","N4261C0",81,83,85,86,83,82,85,88,91,88,89,85,86,86,87
"69","62","    Real estate and rental and leasing","N4262C0",2017,2073,2108,2115,2111,2130,2164,2200,2235,2223,2194,2061,1973,1976,1999
"70","63","      Real estate","N4263C0",1349,1389,1407,1411,1431,1460,1490,1523,1563,1557,1545,1481,1437,1447,1463
"71","64","      Rental and leasing services and lessors of intangible assets \4\","N4264C0",668,685,701,704,679,670,674,676,672,666,649,579,536,529,536
"72","65","    Professional, scientific, and technical services","N4265C0",6208,6550,6906,6991,6799,6792,6936,7202,7536,7781,7955,7623,7560,7773,7994
"73","66","      Legal services","N4266C0",1058,1082,1092,1111,1139,1171,1185,1192,1197,1198,1187,1151,1132,1131,1138
"74","67","      Computer systems design and related services","N4267C0",1055,1181,1303,1304,1162,1131,1162,1212,1288,1380,1453,1424,1458,1552,1634
"75","68","      Miscellaneous professional, scientific, and technical services \5\","N4268C0",4094,4287,4512,4577,4499,4491,4589,4799,5050,5203,5316,5048,4970,5090,5223
"76","69","    Management of companies and enterprises \6\","N4269C0",1699,1733,1737,1709,1701,1702,1721,1768,1804,1860,1901,1857,1855,1916,2005
"77","70","    Administrative and waste management services","N4270C0",7325,7751,8084,7766,7614,7556,7835,8106,8280,8411,8102,7262,7473,7814,8091
"78","71","      Administrative and support services","N4271C0",7012,7434,7767,7446,7292,7233,7506,7764,7931,8054,7741,6914,7116,7448,7720
"79","72","      Waste management and remediation services","N4272C0",313,317,317,320,322,323,329,342,349,357,360,348,357,366,371
"80","73","    Educational services","N4273C0",2310,2391,2478,2567,2692,2744,2838,2867,2938,3015,3099,3160,3225,3295,3359
"81","74","    Health care and social assistance","N4274C0",12483,12730,12994,13238,13682,14050,14338,14665,15080,15523,15952,16260,16529,16741,17075
"82","75","      Ambulatory health care services","N4275C0",4259,4287,4388,4512,4678,4838,4998,5168,5352,5536,5698,5838,6006,6171,6333
"83","76","      Hospitals","N4290C0",3852,3916,3938,4041,4150,4236,4280,4348,4427,4521,4628,4684,4676,4717,4782
"84","77","      Nursing and residential care facilities","N4291C0",2564,2603,2651,2728,2788,2826,2857,2877,2916,2978,3048,3112,3175,3202,3231
"85","78","      Social assistance","N4292C0",1807,1924,2017,1957,2065,2150,2204,2273,2385,2488,2578,2626,2673,2651,2729
"86","79","    Arts, entertainment, and recreation","N4293C0",1645,1708,1792,1818,1834,1849,1890,1916,1932,1989,2005,1959,1947,1958,2014
"87","80","      Performing arts, spectator sports, museums, and related activities","N4294C0",465,476,501,511,509,511,517,521,531,552,558,545,538,545,560
"88","81","      Amusements, gambling, and recreation industries","N4295C0",1181,1232,1290,1307,1325,1338,1373,1395,1401,1437,1447,1414,1409,1413,1454
"89","82","    Accommodation and food services","N4296C0",9602,9838,10040,10230,10335,10496,10777,11017,11291,11535,11578,11226,11192,11467,11853
"90","83","      Accommodation","N4297C0",1782,1825,1863,1838,1781,1778,1798,1824,1842,1871,1880,1760,1753,1792,1823
"91","84","      Food services and drinking places","N4298C0",7820,8013,8177,8392,8554,8718,8979,9193,9449,9663,9698,9465,9439,9675,10030
"92","85","    Other services, except government","N4299C0",6566,6659,6730,6650,6890,6930,6984,6923,6965,7070,7097,6894,6656,6749,6841
"93","86","  Government","A4276C0",22322,22611,23094,23427,23899,24003,24051,24137,24300,24515,24869,24966,24956,24596,24384
"94","87","    Federal","A4277C0",5191,5136,5235,5076,5210,5246,5190,5114,5110,5091,5163,5253,5420,5295,5214
"95","88","      General government","A4278C0",4200,4146,4260,4114,4258,4329,4299,4233,4237,4228,4308,4441,4656,4558,4498
"96","89","        Civilian","B4279C0",1878,1855,1976,1825,1936,1981,1982,1983,1986,1980,2027,2135,2334,2244,2217
"97","90","        Military \7\","B4280C0",2322,2291,2284,2289,2322,2348,2317,2250,2251,2248,2281,2306,2322,2314,2281
"98","91","      Government enterprises","B4281C0",991,990,975,962,952,917,891,881,873,863,855,812,764,737,716
"99","92","    State and local","A4282C0",17131,17475,17859,18351,18689,18757,18861,19023,19190,19424,19706,19713,19536,19301,19170
"100","93","      General government","A4283C0",16149,16476,16835,17247,17532,17592,17668,17832,17989,18182,18455,18473,18306,18107,17974
"101","94","        Education","B4284C0",8932,9152,9389,9448,9670,9739,9797,9913,10009,10128,10271,10324,10264,10177,10098
"102","95","        Other \8\","B4285C0",7217,7324,7446,7799,7862,7853,7871,7919,7980,8054,8184,8149,8042,7930,7876
"103","96","      Government enterprises \8\","B4286C0",982,999,1024,1104,1157,1165,1193,1191,1201,1242,1251,1240,1230,1194,1196
"104","97","Rest of the world \9\","A4287C0",-468,-514,-463,-632,-641,-691,-745,-764,-801,-846,-1283,-935,-958,-964,-985
"105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","1. NAICS crop and animal production.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2. Consists of furniture and home furnishings stores; electronics and appliance stores; building",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","material and garden equipment and supplies dealers; health and personal care stores; gasoline",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","stations; clothing and clothing accessories stores; sporting goods, hobby, book, and music",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","stores; miscellaneous store retailers; and nonstore retailers.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","3. Consists of scenic and sightseeing transportation; transportation support activities; and",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","couriers and messengers.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","4. Intangible assets include patents, trademarks, and franchise agreements, but not copyrights.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","5. Consists of accounting, tax preparation, bookkeeping, and payroll services; architectural,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","engineering, and related services; specialized design services; management, scientific, and",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","technical consulting services; scientific research and development services; advertising and",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","related services; and other professional, scientific, and technical services.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","6. Consists of offices of bank and other holding companies and of corporate, subsidiary, and",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","regional managing offices.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","7. Includes Coast Guard.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","8. Employees of Indian tribal governments are classified in state and local government.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","9. Includes estimates of foreign professional workers and undocumented Mexican migratory",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","workers employed temporarily in the United States.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","Note. Estimates in this table are based on the 2002 North American Industry Classification",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","System (NAICS).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
