"","Table 1#5#6# Real Gross Domestic Product, Expanded Detail, Chain","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19"
"44","37","      Intellectual property products","Y001RX1",391.1,426.1,428,425.9,442.2,464.9,495,517.5,542.4,558.8,550.9,561.3,581.3,603.7,624.1,654.2
"45","38","        Software \5\","B985RX1",154.5,175.9,177.1,176.9,189,207.9,221.2,230.3,244.2,256.2,256.8,254.2,271.8,287,295.9,306.6
"46","39","        Research and development \6\","Y006RX1",183.9,193,195.6,190.5,189.1,191,202.3,215,227.9,235.5,229,234.4,236.7,241.3,250.7,268
"47","40","        Entertainment, literary, and artistic originals","Y020RX1",55.9,59.3,57.5,60.3,64.8,65.8,71.3,72.1,70.3,67.1,65.1,72.7,73.1,76.1,78,79.6
"48","41","    Residential","A011RX1",633.8,637.9,643.7,682.7,744.5,818.9,872.6,806.6,654.8,497.7,392.2,382.4,384.5,436.5,488.4,496.2
"49","42","  Change in private inventories","A014RX1",75.5,66.2,-46.2,22.5,22.6,71.4,64.3,71.6,35.5,-33.7,-147.6,58.2,37.6,57,63.5,70.6
"50","43","    Farm","B018RX1",-4.2,-2,0.1,-3.5,0.1,9,0.3,-4.2,-0.9,1.1,-1.6,-7,1.4,-5.6,7.6,5.5
"51","44","    Nonfarm","A015RX1",77.7,67.1,-45.8,25.5,22.4,62.4,63.9,75.4,36.5,-35,-146,65.9,36.6,65.9,55.2,65.2
"52","45","Net exports of goods and services","A019RX1",-377.1,-477.8,-502.1,-584.3,-641.9,-734.8,-782.3,-794.3,-712.6,-557.8,-395.4,-458.8,-459.4,-452.5,-420.4,-452.6
"53","46","  Exports","B020RX1",1159.1,1258.4,1184.9,1164.5,1185,1300.6,1381.9,1506.8,1646.4,1740.8,1587.7,1776.6,1898.3,1960.1,2019.8,2084.7
"54","47","    Goods","A253RX1",819.4,902.2,846.7,817.8,833.1,904.5,970.6,1062,1141.5,1211.5,1065.1,1218.3,1297.6,1344.9,1382.9,1438.9
"55","48","    Services","A646RX1",338.6,354.3,336.6,345.7,350.8,395.4,410.3,443.5,504.1,528.3,522.6,558,600.6,614.7,636.6,645.2
"56","49","  Imports","B021RX1",1536.2,1736.2,1687,1748.8,1826.9,2035.3,2164.2,2301,2359,2298.6,1983.2,2235.4,2357.7,2412.6,2440.3,2537.3
"57","50","    Goods","A255RX1",1286.9,1455.4,1408.4,1461.1,1533,1704.1,1817.9,1925.4,1960.9,1887.9,1590.3,1826.7,1932.1,1973.1,1991.5,2072.4
"58","51","    Services","B656RX1",245.4,276.4,274.6,283.6,289.6,326.4,341.1,370.5,393.5,408.2,392.9,407.8,424.2,438.7,448.4,464.4
"59","52","Government consumption expenditures and gross investment","A822RX1",2451.7,2498.2,2592.4,2705.8,2764.3,2808.2,2826.2,2869.3,2914.4,2994.8,3089.1,3091.4,2997.4,2953.9,2894.5,2889.7
"60","53","  Federal","A823RX1",815.3,817.7,849.8,910.8,973,1017.1,1034.8,1060.9,1078.7,1152.3,1217.7,1270.7,1236.4,1214.4,1145.3,1123.5
"61","54","    National defense","A824RX1",516.9,512.3,530,567.3,615.4,652.7,665.5,678.8,695.6,748.1,788.3,813.5,795,768.7,717.7,702.4
"62","55","      Consumption expenditures","A997RX1",429.4,423.3,435.3,459,494.6,519.9,525.7,531,539.5,576.7,613.3,636,626.2,608.6,571.8,567.8
"63","56","      Gross investment","A788RX1",90.5,91.4,96.7,109.4,121.6,133.2,140,147.9,156.2,171.4,175,177.5,168.7,160,145.7,134.1
"64","57","    Nondefense","A825RX1",298.5,305.4,319.7,343.3,357.5,364.5,369.4,382.1,383.1,404.2,429.4,457.1,441.4,445.7,427.5,421
"65","58","      Consumption expenditures","A542RX1",214.1,222.7,235.4,253.3,264.1,270.4,274,282.5,282.3,299.8,320.4,339.2,323.5,330.3,318.2,315.8
"66","59","      Gross investment","A798RX1",83.3,82.2,84.1,90,93.3,94.1,95.4,99.6,100.8,104.5,109,117.9,118,115.3,109.3,105
"67","60","  State and local","A829RX1",1643.6,1689.1,1751.5,1802.4,1795.3,1792.8,1792.3,1808.8,1836.1,1842.4,1871.4,1820.8,1761,1739.5,1748.4,1765.2
"68","61","    Consumption expenditures","A991RX1",1327.6,1355.5,1401.3,1439.5,1430.3,1431.7,1440,1450.7,1474.1,1477.4,1508.4,1469.7,1430.4,1427,1444.7,1459.9
"69","62","    Gross investment","A799RX1",316.2,334,350.6,363.5,365.8,361.6,352.3,358.2,362.1,365.2,363,351,330.3,311.8,302.8,304.4
"70","63","Residual","AR05RX1",-204.1,-148.4,-149.5,-118.1,-82.4,-46.8,-23,-18.3,-18.6,-19.5,-0.3,-6.4,-22.2,-38.7,-44,-52.2
"71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","1. Net expenses of NPISHs, defined as their gross operating expenses less primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","sales to households.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2. Gross output is net of unrelated sales, secondary sales, and sales to business,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","to government, and to the rest of the world; excludes own-account investment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","(construction and software).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","3. Excludes unrelated sales, secondary sales, and sales to business, to government,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","and to the rest of the world; includes membership dues and fees.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","4. The quantity index for computers can be used to accurately measure the real growth of this",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","component.  However, because computers exhibit rapid changes in prices relative to other prices in the",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","economy, the chained-dollar estimates should not be used to measure the component's relative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","importance or its contribution to the growth rate of more aggregate series; accurate estimates of these",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","contributions are shown in table 1.5.2 and real growth rates are shown in table 1.5.1.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","5. Excludes software ""embedded,"" or bundled, in computers and other equipment.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","6. Research and development investment excludes expenditures for software development.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","Software development expenditures are included in software investment on line 38.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","Note. The residual line is the difference between the first line and the sum of the most detailed lines.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
