"","Table 1#5#3# Real Gross Domestic Product, Expanded Detail, Quant","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216","F217","F218","F219","F220","F221","F222","F223","F224","F225","F226","F227","F228","F229","F230","F231","F232","F233","F234","F235","F236","F237","F238","F239","F240","F241","F242","F243","F244","F245","F246","F247","F248","F249","F250","F251","F252","F253","F254","F255"
"36","28","    Nonresidential","B008RA3",7.918,7.793,7.638,7.884,8.373,8.082,8.102,8.31,7.917,7.604,7.227,7.103,7.304,7.958,8.671,8.66,8.435,8.552,8.648,8.468,8.502,8.597,7.82,8.524,8.991,9.053,9.258,9.147,8.874,8.78,9.02,8.993,9.154,9.73,10.227,10.509,10.313,10.475,10.559,10.534,10.609,10.581,10.805,10.524,9.762,9.341,9.2,9.543,9.84,10.14,10.461,10.421,10.822,10.99,10.716,10.656,10.432,10.648,10.736,11.099,11.356,11.695,11.846,11.765,11.747,12.123,12.489,12.9,13.221,13.558,14.018,14.31,15.271,15.846,16.446,17.145,17.892,18.171,18.392,18.345,17.956,17.892,17.802,18.169,18.74,18.414,18.66,19.212,19.781,19.995,20.535,20.412,20.293,20.182,20.285,19.53,19.708,20,20.08,20.51,21.199,21.55,21.887,23.031,24.107,25.092,25.513,25.713,25.685,25.628,25.329,24.621,23.111,22.507,22.714,22.925,23.339,23.624,24.141,24.622,25.578,26.317,26.868,27.767,28.042,30.407,31.493,32.532,33.239,33.14,34.172,34.258,34.634,32.876,33.124,33.82,34.365,35.058,35.912,36.776,35.906,34.622,33.453,32.78,32.167,32.56,34.032,36.236,37.417,39.278,40.571,41.55,42.033,42.631,41.979,42.7,42.113,41.059,40.459,40.874,39.75,40.703,42.014,41.916,42.238,43.277,43.504,43.962,44.705,45.341,46.64,45.952,46.562,45.758,46.05,45.17,44.004,43.582,43.17,42.942,42.749,44.445,45.343,46.707,47.004,48.255,48.793,50.841,51.347,52.384,53.366,55.729,58.007,58.41,58.801,59.984,61.473,63.24,65.345,67.112,68.825,70.533,74.129,74.725,77.309,80.139,81.347,84.031,85.98,88.39,90.931,91.216,94.608,98.098,99.182,99.566,98.619,96.029,94.445,91.453,89.315,87.869,87.417,85.771,85.385,87.682,89.679,90.845,90.124,92.555,95.095,97.197,98.086,99.516,100.919,101.479,105.759,107.643,108.811,109.44,110.561,113.579,116.219,118.109,118.674,119.083,117.21,111.04,98.061,95.623,94.183,95.41
"37","29","      Structures","B009RA3",29.902,29.743,29.945,29.515,30.127,30.967,31.892,32.349,31.74,30.997,29.626,28.813,30.186,31.709,33.545,34.404,34.516,35.688,35.472,34.108,34.149,34.395,34.682,36.01,37.095,37.807,38.017,38.688,39.082,39.353,39.267,39.101,40.312,41.312,42.683,43.738,45.096,46.703,46.999,46.887,46.482,46.45,46.458,46.194,45.328,43.825,42.825,43.486,43.334,44.676,46.005,45.655,47.56,48.124,48.216,50.051,49.824,48.994,49.022,48.764,49.678,51.488,52.844,51.563,49.768,52.126,52.488,53.562,54.952,56.815,58.681,59.147,62.18,66.513,67.213,70.307,71.978,70.59,72.162,69.704,70.424,68.421,69.145,69.26,70.618,70.02,69.568,70.99,72.087,72.659,76.085,75.553,74.959,74.192,74.462,73.588,73.404,73.214,72.951,72.76,74.662,75.081,75.247,76.445,78.942,81.408,83.248,82.482,82.018,81.68,78.135,77.186,73.213,70.455,70.853,70.901,72.812,72.592,73.329,73.558,73.307,76.049,77.201,77.757,77.607,85.196,90.815,94.614,94.087,95.449,99.899,102.958,104.548,102.253,102.762,105.785,105.721,109.705,112.472,120.746,116.906,113.096,106.861,104.435,100.175,95.42,97.652,100.37,106.076,111.401,114.917,116.107,121.028,120.962,118.457,119.932,116.932,105.913,102.136,102.76,100.357,101.537,105.766,107.774,103.705,105.858,104.428,104.166,105.845,104.65,108.318,107.653,110.021,109.482,109.081,104.163,101.92,99.143,92.709,90.827,89.684,89.69,90.466,91.574,89.242,89.101,89.531,91.2,87.474,92.472,92.365,93.307,95.652,97.565,98.275,97.447,99.185,101.358,102.607,107.828,108.777,107.813,111.88,112.649,111.433,117.435,117.481,117.294,116.811,115.395,115.306,116.684,118.937,123.869,128.533,129.064,125.506,125.954,126.665,114.639,108.414,102.546,97.994,96.553,95.591,98.449,98.237,97.78,97.21,98.337,99.325,99.414,101.195,100.812,98.696,99.297,103.696,109.068,111.771,112.185,116.327,122.437,129.869,133.348,135.559,140.215,140.191,137.603,119.243,113.716,108.074,102.832
"38","30","      Equipment and software","B010RA3",4.483,4.388,4.24,4.487,4.865,4.542,4.484,4.628,4.336,4.125,3.908,3.865,3.931,4.374,4.844,4.768,4.565,4.573,4.674,4.627,4.653,4.716,4.018,4.523,4.842,4.839,5.002,4.85,4.582,4.48,4.693,4.683,4.726,5.145,5.467,5.627,5.349,5.361,5.412,5.399,5.496,5.474,5.667,5.445,4.86,4.615,4.571,4.813,5.076,5.23,5.402,5.393,5.59,5.689,5.451,5.265,5.093,5.336,5.408,5.734,5.884,6.035,6.061,6.089,6.21,6.35,6.634,6.902,7.069,7.214,7.464,7.678,8.268,8.423,8.885,9.243,9.758,10.114,10.178,10.341,9.939,10.05,9.911,10.224,10.613,10.376,10.632,11.002,11.415,11.558,11.741,11.678,11.624,11.592,11.66,11.053,11.23,11.514,11.612,12.029,12.486,12.773,13.074,14.036,14.805,15.491,15.701,15.977,15.999,15.979,16.086,15.496,14.462,14.177,14.335,14.535,14.729,15.029,15.451,15.894,16.853,17.27,17.682,18.504,18.792,20.26,20.686,21.275,22.045,21.78,22.277,21.986,22.17,20.678,20.868,21.203,21.772,21.973,22.494,22.292,21.895,21.059,20.675,20.298,20.229,21.269,22.506,24.441,24.916,26.147,27.029,27.895,27.733,28.373,28.028,28.584,28.376,28.784,28.67,29.024,28.17,29.015,29.816,29.428,30.345,31.146,31.594,32.124,32.68,33.541,34.404,33.759,34.067,33.274,33.651,33.434,32.503,32.461,32.985,33.021,32.984,34.829,35.691,37.013,37.702,39.101,39.627,41.628,42.796,43.133,44.245,46.734,48.895,49.018,49.337,50.827,52.211,53.834,56.015,57.069,58.861,61.025,64.415,64.96,68.262,70.354,71.781,75.033,77.474,80.698,83.799,83.833,87.455,90.561,90.774,91.116,90.82,87.473,85.295,84.704,83.663,83.42,84.101,82.405,82.19,84.323,86.955,88.594,87.831,90.653,93.669,96.41,96.994,99.041,101.697,102.268,106.542,107.101,107.681,108.414,108.285,110.007,110.615,111.829,111.685,110.258,107.577,99.808,89.143,88.036,88.37,92.3
"39","31","        Information processing equipment and software","A679RA3",0.147,0.139,0.145,0.142,0.15,0.144,0.141,0.154,0.146,0.132,0.125,0.123,0.127,0.146,0.149,0.16,0.148,0.157,0.167,0.169,0.178,0.198,0.172,0.19,0.202,0.204,0.214,0.193,0.189,0.178,0.182,0.183,0.177,0.196,0.227,0.241,0.226,0.255,0.243,0.249,0.254,0.277,0.3,0.271,0.253,0.237,0.243,0.252,0.256,0.26,0.266,0.294,0.311,0.333,0.327,0.35,0.331,0.364,0.37,0.381,0.408,0.4,0.392,0.407,0.437,0.469,0.495,0.504,0.53,0.538,0.539,0.577,0.588,0.628,0.664,0.713,0.773,0.834,0.883,0.927,0.904,0.913,0.896,0.951,0.97,0.96,0.987,0.983,1.06,1.153,1.235,1.294,1.339,1.36,1.317,1.334,1.313,1.417,1.454,1.52,1.6,1.604,1.645,1.698,1.798,1.885,1.948,2.078,2.123,2.124,2.268,2.332,2.267,2.193,2.175,2.181,2.253,2.416,2.573,2.779,2.818,2.964,3.08,3.286,3.486,3.834,4.068,4.3,4.494,4.581,4.821,5.085,5.309,5.392,5.682,5.782,6.05,6.244,6.515,6.84,7.101,6.823,6.866,6.732,7.225,7.751,8.165,8.905,9.229,9.917,10.436,11.07,11.008,11.35,11.228,11.667,11.898,12.262,12.152,12.635,12.472,12.776,13.366,13.368,13.739,14.383,14.719,14.982,15.514,16.321,16.875,17.146,17.392,17.323,17.109,17.552,17.38,17.884,18.494,19.138,19.564,20.652,21.767,22.142,22.738,23.202,24.409,24.859,25.646,26.284,27.05,28.242,29.556,31.024,31.696,33.54,35.319,36.859,38.617,39.943,42.464,44.884,48.315,50.184,53.532,55.816,57.65,61.14,64.502,69.308,72.501,73.128,78.029,82.037,83.531,86.2,86.081,82.501,80.311,79.47,79.063,79.741,81.187,79.277,81.217,82.288,86.791,90.554,90.77,92.288,93.984,95.869,97.202,99.142,101.313,102.344,106.404,107.078,109.489,110.269,113.657,115.081,117.454,121.506,124.495,126.519,125.088,119.436,113.092,114.624,116.748,124.077
"40","32","          Computers and peripheral equipment","B935RA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.003,0.004,0.004,0.004,0.004,0.004,0.005,0.005,0.005,0.006,0.006,0.006,0.007,0.008,0.009,0.01,0.01,0.009,0.009,0.009,0.012,0.014,0.016,0.02,0.019,0.02,0.019,0.019,0.021,0.02,0.024,0.023,0.023,0.033,0.033,0.031,0.027,0.026,0.029,0.032,0.04,0.043,0.05,0.051,0.057,0.063,0.074,0.086,0.111,0.132,0.154,0.166,0.181,0.203,0.233,0.241,0.282,0.344,0.371,0.416,0.432,0.484,0.594,0.637,0.567,0.585,0.583,0.735,0.852,0.975,1.039,1.194,1.372,1.57,1.754,1.715,1.882,1.805,1.991,2.107,2.209,2.055,2.129,2.433,2.599,2.817,2.833,2.861,3.025,3.136,3.184,3.385,3.742,3.837,3.876,3.83,3.66,3.47,3.706,3.594,3.724,4.068,4.544,4.62,5.372,5.828,5.97,6.479,6.67,7.327,7.45,7.933,8.306,8.729,9.734,10.785,12.508,13.501,15.536,16.811,18.084,19.704,20.959,23.32,26.037,29.395,30.817,35.258,38.506,40.573,44.945,51.002,57.048,59.515,58.743,61.997,68.828,71.206,72.391,75.265,70.601,65.676,69.726,73.416,71.932,75.416,74.104,76.449,76.869,81.277,86.645,84.779,87.1,90.678,95.408,93.424,96.614,101.152,108.81,115.862,120.198,128.085,128.366,137.537,138.655,145.717,157.662,164.896,166.978,154.508,141.747,136.221,141.609,144.929,171.726
"41","33","          Software \4\","B985RA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,0.002,0.003,0.009,0.023,0.036,0.046,0.051,0.049,0.05,0.052,0.057,0.06,0.065,0.073,0.089,0.107,0.135,0.162,0.18,0.184,0.184,0.18,0.176,0.195,0.215,0.244,0.276,0.307,0.341,0.375,0.412,0.419,0.423,0.416,0.426,0.442,0.462,0.482,0.505,0.541,0.6,0.669,0.735,0.789,0.828,0.827,0.803,0.796,0.836,0.88,0.941,0.976,1.006,1.037,1.033,1.075,1.121,1.175,1.237,1.267,1.286,1.366,1.469,1.59,1.597,1.57,1.561,1.591,1.682,1.757,1.834,1.778,1.785,1.78,1.809,1.907,2.039,2.182,2.347,2.448,2.578,2.699,2.829,2.92,3.024,3.174,3.335,3.435,3.528,3.662,3.85,4.108,4.212,4.214,4.18,4.42,4.723,5.128,5.43,5.698,5.983,6.393,6.833,7.083,7.366,7.438,7.698,7.909,8.222,8.381,8.584,8.867,9.235,9.621,10.006,10.413,10.901,11.501,12.16,13.026,13.973,15.017,15.942,16.504,17.054,16.9,17.85,18.429,19.026,19.505,20.407,21.299,22.275,23.14,24.181,24.65,25.095,25.703,26.185,26.973,27.609,28.27,28.769,29.187,30.063,31.149,32.38,33.686,35.096,36.59,38.68,42.745,45.026,47.889,50.867,52.778,54.645,57.326,60.631,63.578,68.179,71.96,74.255,76.83,78.943,79.108,81.519,82.142,80.278,79.331,76.924,77.626,79.681,81.482,79.453,81.3,82.163,86.857,90.18,91.307,91.92,94.747,97.468,97.881,100.279,100.866,100.973,102.024,103.129,104.821,106.764,107.778,109.574,111.281,114.49,118.018,119.412,118.466,115.688,108.007,108.358,109.728,115.355
"42","34","          Other","A937RA3",2.17,2.041,2.13,2.091,2.216,2.116,2.07,2.263,2.144,1.948,1.843,1.807,1.877,2.151,2.19,2.353,2.186,2.311,2.455,2.488,2.621,2.911,2.535,2.801,2.975,3.01,3.144,2.835,2.777,2.624,2.677,2.695,2.606,2.889,3.342,3.544,3.331,3.759,3.579,3.664,3.735,4.083,4.42,3.988,3.732,3.488,3.572,3.702,3.771,3.837,3.908,4.257,4.364,4.625,4.446,4.697,4.434,4.896,4.888,5.027,5.361,5.226,4.98,4.964,5.117,5.299,5.441,5.437,5.652,5.74,5.722,6.151,6.156,6.454,6.756,6.951,7.401,7.724,7.886,7.985,7.722,7.759,7.623,8.04,8.174,7.892,7.994,7.899,8.489,9.045,9.579,9.907,9.879,10.081,9.905,10.027,9.805,10.143,10.118,10.303,10.348,10.455,10.647,11.348,12.146,12.673,13.2,13.863,14.193,14.227,14.331,14.642,14.052,13.747,13.741,13.576,13.852,14.461,15.432,16.603,16.97,17.814,18.415,19.398,20.15,21.443,22.147,22.809,23.716,23.656,24.508,25.301,26.51,25.855,26.171,26.009,26.747,27.58,28.175,28.049,28.644,27.819,27.804,27.042,27.49,28.626,28.861,32.014,31.692,33.284,33.578,34.669,34.328,34.286,34.202,34.653,34.676,35.371,35.692,37.338,34.018,33.947,34.988,34.377,35.46,36.961,37.139,37.23,37.501,38.163,38.909,38.814,39.467,39.291,39.392,39.116,38.13,39.025,39.663,39.487,39.967,40.638,42.631,42.557,42.806,43.567,45.687,46.55,47.392,48.126,49.178,50.527,52.348,52.805,51.935,53.028,55.489,57.06,58.715,58.93,59.379,60.935,64.351,65.325,68.377,69.774,70.335,72.954,74.177,77.919,80.919,80.755,89.33,93.186,95.526,99.563,96.576,91.755,89.85,87.867,83.619,83.866,83.689,81.597,83.428,85.095,89.406,92.865,93.036,95.239,94.594,94.049,98.048,98.838,101.89,101.223,107.752,106.424,107.586,107.075,111.225,112.269,113.837,116.285,117.256,120.071,121.503,114.554,109.792,111.64,114.298,118.131
"43","35","        Industrial equipment","A680RA3",31.023,28.852,29.063,26.273,28.525,26.747,24.855,26.448,24.125,20.579,19.178,18.24,19.726,23.495,24.001,27.641,23.905,26.023,28.705,27.878,28.2,30.267,25.751,26.478,28.898,30.216,31.262,31.536,30.895,30.831,32.897,31.052,28.521,30.15,31.819,34.226,32.945,33.555,36.11,35.094,35.178,35.042,35.299,33.913,30.864,29.012,27.669,28.657,29.484,28.83,28.926,30.719,31.361,33.678,31.624,30.524,28.571,29.695,29.927,32.203,32.308,32.646,31.334,30.293,31.987,33.554,35.101,36.097,36.774,36.873,38.817,42.079,42.637,44.487,47.076,47.998,49.608,52.674,53.368,53.882,54.388,53.297,50.779,51.904,52.718,51.302,50.565,51.611,53.472,54.568,56.213,55.639,56.956,56.074,55.988,53.995,51.398,50.527,50.742,52.157,51.87,54.307,56.516,58.156,60.379,64.297,66.582,69.847,71.086,71.832,70.622,67.619,61.415,59.353,59.04,58.583,59.9,59.921,59.699,60.049,61.383,61.453,64.355,66.709,67.564,70.095,72.288,72.547,75.847,75,74.718,77.12,75.285,72.284,70.457,71.643,71.405,71.307,71.459,70.898,68.425,66.354,64.271,61.359,58.088,58.225,60.867,62.558,66.191,67.712,69.292,71.18,70.64,72.349,70.958,73.099,71.733,70.688,71.774,71.51,69.774,68.871,70.28,69.672,69.775,72.638,74.963,75.202,77.758,78.393,79.575,77.258,76.737,73.329,73.569,71.249,70.116,69.024,69.029,67.825,67.607,69.046,70.754,73.627,74.261,74.689,75.683,80.258,80.816,81.434,83.691,86.145,89.948,91.343,91.994,91.199,93.354,95.117,94.221,95.316,94.856,96.666,97.205,97.439,102.362,101.471,99.39,99.753,99.571,101.005,102.337,102.549,107.439,110.272,112.247,110.522,110.77,102.907,98.576,95.747,96.573,94.1,95.239,94.683,94.207,97.812,95.237,92.688,88.876,90.974,93.799,95.638,97.862,96.733,100.683,104.722,103.425,110.363,109.443,109.986,107.972,117.067,116.426,111.899,112.336,111.86,108.778,104.733,88.186,84.659,81.663,80.19
"44","36","        Transportation equipment","A681RA3",15.212,15.561,14.741,16.814,17.498,16.164,15.98,15.226,15.624,16.213,16.215,16.446,15.674,16.497,20.552,18.674,18.603,17.498,16.875,15.603,15.552,14.251,11.884,14.932,16.241,16.801,17.201,17.13,15.51,14.093,14.448,14.945,17.032,18.896,20.084,19.08,17.427,17.022,15.976,17.046,17.614,17.577,18.756,18.159,14.297,12.52,11.986,13.783,15.953,17.669,19.148,16.918,19.106,18.239,18.23,16.212,15.578,16.241,16.954,19.086,19.772,20.64,21.586,21.668,20.295,19.286,19.987,21.424,22.008,22.848,24.494,22.28,27.983,27.805,28.916,30.086,32.167,32.091,30.961,31.02,28.815,30.041,31.323,31.887,36.273,34.763,36.776,38.963,39.836,38.99,37.997,35.815,32.833,32.103,32.823,27.481,32.539,33.383,33.325,36.015,37.99,38.148,37.409,43.594,45.685,48.257,47.805,47.226,45.583,44.312,43.825,37.333,36.123,35.009,37.668,38.562,39.522,40.156,41.021,43.141,48.519,49.643,49.375,51.583,51.104,56.755,55.752,56.456,59.857,56.642,58.842,54.393,51.846,44.666,45.828,45.202,46.926,45.172,46.47,43.801,43.136,40.534,37.625,40.29,40.198,42.03,46.576,53.147,50.943,54.273,55.561,55.964,55.295,56.718,57.383,55.84,53.087,54.593,55.306,53.643,49.301,53.972,53.007,49.707,54.489,54.402,53.028,55.253,50.332,49.854,49.944,45.431,48.367,46.194,50.877,49.075,48.797,46.792,48.154,45.55,43.031,50.199,47.055,52.357,51.693,59.118,54.949,62.624,65.584,63.184,64.836,73.935,78.377,70.666,69.276,71.214,70.307,72.501,79.223,79.132,79.341,81.19,85.418,80.31,81.84,85.51,90.115,99.188,100.111,103.315,109.686,105.781,104.97,106.252,102.041,96.601,93.792,94.396,90.516,94.536,89.734,85.38,84.025,80.305,72.357,78.403,79.253,79.103,78.41,86.274,93.027,99.652,95.931,99.119,104.398,100.552,111.504,106.815,106.606,107.612,103.584,98.018,94.525,94.373,89.112,77.618,66.981,50.037,32.912,34.498,36.302,41.871
"45","37","        Other equipment","A862RA3",18.08,18.121,16.519,19.558,22.392,20.88,21.731,23.214,20.238,19.397,17.412,17.211,18.021,20.056,21.115,19.317,19.681,19.281,19.176,20.749,20.553,20.912,18.064,20.174,20.9,18.962,19.715,18.244,16.976,17.89,18.941,19.456,19.502,21.297,21.951,23.282,22.91,21.868,22.584,21.421,21.868,20.607,20.787,20.599,20.046,20.984,21.961,22.056,22.321,22.732,23.033,23.256,22.033,21.848,20.086,19.905,20.546,21.112,20.794,20.566,20.782,22.041,22.578,23.175,24.25,25.157,26.275,27.289,27.506,28.204,28.181,30.159,30.76,30.208,32.222,33.522,35.014,35.619,35.726,36.126,33.267,34.026,33.075,34.227,33.117,33.094,34.092,35.968,36.858,36.109,36.005,36.507,36.966,37.558,39.025,38.207,37.214,38.008,38.276,37.787,39.865,41.455,43.61,46.522,50.11,50.783,50.594,48.861,48.921,49.547,49.131,50.184,44.739,45.721,45.418,47.253,45.926,45.638,47.104,45.958,50.199,51.381,52.117,54.021,53.822,57.216,57.71,60.069,59.508,59.393,59.448,54.96,58.426,50.625,49.258,51.402,52.728,54.551,55.442,52.647,48.117,46.849,47.069,44.306,40.892,44,45.41,49.258,49.81,50.462,51.393,51.673,51.844,51.962,50.2,51.275,51.094,51.026,49.174,50.249,49.542,50.876,53.256,53.54,54.063,53.761,54.555,54.834,58.587,60.051,62.528,61.291,59.675,58.349,58.244,57.002,51.134,50.227,49.116,48.856,48.576,48.381,50.334,50.981,53.175,53.788,54.231,55.871,57.147,58.143,58.929,60.339,62.116,61.668,61.388,62.015,62.564,63.367,65.047,65.627,67.196,68.295,72.535,73.382,76.44,78.605,78.194,76.939,79.602,78.427,79.317,81.008,83.308,85.247,83.874,83.817,85.037,82.688,84.171,81.782,80.753,83.608,83.454,83.368,84.491,84.683,88.172,89.216,88.38,90.365,93.442,95.36,96.808,100.762,100.865,101.565,104.66,104.477,102.508,102.991,99.637,102.651,104.148,105.051,101.849,101.098,103.582,96.467,87.888,80.453,78.284,77.731
"46","38","    Residential","B011RA3",14.61,13.883,16.011,19.105,18.877,19.979,19.342,17.91,16.564,16.277,17.672,19.843,22.094,24.236,25.569,24.364,23.07,19.963,18.689,18.862,19.355,19.712,19.514,20.562,20.882,20.941,20.147,19.974,20.183,21.497,22.809,24.246,26.046,26.431,25.867,24.769,24.115,23.972,23.501,23.133,22.802,22.252,21.952,21.92,21.053,21.105,22.644,25.057,27.908,28.899,28.353,27.526,28.316,25.987,25.199,25.165,25.263,25.354,26.723,27.62,28.118,28.997,28.973,28.935,29.98,32.137,32.732,33.728,35.795,33.993,33.437,32.827,32.942,33.199,33.329,32.608,33.348,30.673,29.676,26.563,25.764,28.693,30.131,31.886,32.081,32.892,33.482,33.9,35.12,34.743,34.459,31.939,32.003,29.87,31.462,34.779,36.635,40.332,42.319,43.959,46.891,47.811,47.922,49.634,51.303,48.693,46.627,44.399,41.143,39.349,38.052,33.045,31.004,31.67,33.876,35.358,38.973,40.094,39.44,44.467,45.808,51.049,50.887,50.215,50.468,52.892,53.626,53.438,52.189,51.214,50.606,48.694,44.968,36.649,37.275,40.917,40.186,38.824,35.829,32.159,30.305,29.349,29.256,31.398,36.749,41.103,45.174,47.083,48.391,49.287,48.814,48.864,48.713,49.102,49.725,50.908,53.084,56.03,56.893,56.791,56.641,56.89,56.718,56.996,55.763,56.205,56.24,56.734,56.362,54.693,54.097,52.96,53.5,51.442,48.519,45.832,43.105,44.124,45.952,46.96,49.356,51.244,51.361,53.106,53.348,53.976,55.839,58.651,59.895,61.879,61.204,60.401,59.06,57.161,58.929,60.265,61.85,64.462,64.284,63.62,63.835,64.643,64.939,65.606,66.775,68.782,70.847,72.544,72.975,73.76,74.373,75.283,75.872,75.355,74.032,74.096,74.435,75.482,75.89,75.245,77.254,79.149,79.61,80.826,81.607,83.465,87.722,90.101,90.904,94.324,95.284,96.032,97.773,100.049,101.073,101.105,100.031,95.502,89.988,85.194,81.521,78.764,73.932,67.745,62.355,59.738,57.208,53.549,47.478,44.436,46.403,46.833
"47","39","  Change in private inventories","ZZZZZZ3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","40","    Farm","ZZZZZZ3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
