"","Table 5#2#6# Real Gross and Net Domestic Investment by Major Typ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44"
"21","14","      Less: Consumption of fixed capital","B188RX1",105.6,109.1,112.4,115.6,123.6,127,130,132.8,135.7,139.4,144,149.8,156.7,163.9,169.6,174.8,181,186,189.9,193.7,197.4,201.4,204.8,207.1,209,211,213.4,216.5,220.4,224.6,228.8,233.2,238,241.4,243.5,245.9,248.9,253.2,259.7,266.8,271.9
"22","15","      Equals: Net structures","A594RX1",155,152.2,144.7,149.5,163.2,153.6,121,124.3,131.9,166.9,201,215.5,237.8,224.1,176.6,219.6,241.5,190.1,175.4,174,177.6,179.2,133.4,110.8,106.8,110.5,128.6,144.9,167.5,183.1,179.4,206.9,195.4,115.2,99.5,100.8,102.9,130.8,178.5,197.5,97.7
"23","16","      Equipment and software","B010RX1",115.5,114.3,115.5,130.3,154.3,158.2,143.1,152.1,175,201.6,219.2,211.4,220.3,208.9,220.1,263.8,280.5,285.9,289.8,311.6,334.5,334.6,326,349.7,393.4,440.3,493,545.4,620.4,710.4,810.9,895.8,866.9,830.3,851.4,917.3,995.6,1069.6,1109,1082,916.3
"24","17","      Less: Consumption of fixed capital","B189RX1",98.5,104.5,109.9,116.7,125.7,135,141.7,147.9,156.2,166.5,178.6,189.3,198.1,208,215.3,225.5,240.9,254.1,268.1,281.2,295.8,309.8,320.6,331.3,347,368,394.1,425.5,463.9,512.2,568.6,628.9,677.6,710.1,736.3,766,802.2,841.6,884.4,918.7,932.3
"25","18","      Equals: Net equipment and software","A747RX1",16.9,9.8,5.5,13.7,28.5,23.2,1.4,4.2,18.8,35.2,40.6,22.1,22.2,0.9,4.8,38.3,39.7,31.7,21.7,30.4,38.7,24.8,5.4,18.4,46.4,72.4,98.9,119.9,156.5,198.2,242.3,266.9,189.2,120.2,115.1,151.3,193.3,228,224.5,163.3,-16
"26","19","    Residential","A011RX1",264,248.2,316.3,372.5,370.1,293.7,255.6,315.7,383.5,407.7,392.7,309.6,284.8,233.1,329.6,378.5,384.5,431.6,440.3,435.8,422.6,386.1,349,397.3,429.7,471.5,456.1,492.5,501.8,540.4,574.2,580,583.3,613.8,664.3,729.5,775,718.2,584.2,444.2,342.7
"27","20","    Less: Consumption of fixed capital","A754RX1",82.1,85.2,88.5,92.8,97.3,101.2,104.1,107,110.7,115.1,119.5,123.3,126.3,128.7,131.2,134.8,138.9,143.4,148.3,153,157.5,161.5,164.8,168,171.7,176.1,180.8,185.6,190.7,196,201.7,207.6,213.4,219.4,225.9,232.8,239.7,246.5,252.6,256.5,258.7
"28","21","    Equals: Net residential","A748RX1",181.9,163,227.7,279.7,272.8,192.5,151.4,208.7,272.8,292.6,273.2,186.3,158.5,104.4,198.3,243.7,245.6,288.3,292,282.8,265,224.6,184.2,229.3,258,295.4,275.3,306.9,311.1,344.4,372.5,372.3,369.8,394.4,438.5,496.7,535.3,471.7,331.6,187.7,84
"29","22","  Change in private inventories","A014RX1",30.3,5.6,25,25.7,39,29.1,-12.8,34.3,43.1,45.6,28,-9.3,39,-19.7,-7.7,78.3,25.4,8.5,33.2,21.9,30.6,16.6,-1.4,17.9,22.3,69.3,32.1,31.2,77.4,71.6,68.5,60.2,-41.8,12.8,17.3,66.3,50,59.4,27.7,-37.6,-113.1
"30","23","Gross government investment \1\","A782RX1",174.4,162.4,145.1,135.4,139.4,146.2,148.9,151.1,146.6,157.9,167.7,172.6,167.3,165.3,178,200,227.4,248.2,262.3,260.9,271.2,288.8,290.1,292.7,282,277.2,283.9,294.6,302.7,313.3,336.5,347.5,362.5,382.5,391.6,395.1,392,404.8,411.6,429.4,430.3
"31","24","Less: Consumption of fixed capital","A264RX1",96.9,98.1,97.9,97,96.7,97.4,98.8,100.6,102.4,104.2,106.6,109.6,112.8,116.3,120.6,126.4,133.8,142,150.1,157.5,164.8,172.4,179.3,185.1,189.7,193,195.8,199.2,202.9,207.6,213.8,220,225.4,231,236.8,243.9,250.6,257.4,265.4,274.3,283.2
"32","25","Equals: Net government investment","A889RX1",77.5,64.2,47.2,38.4,42.6,48.8,50.1,50.4,44.2,53.7,61.1,62.9,54.5,49,57.4,73.6,93.7,106.3,112.3,103.4,106.5,116.4,110.8,107.6,92.2,84.2,88,95.4,99.8,105.7,122.8,127.5,137.1,151.5,154.9,151.2,141.5,147.4,146.2,155.1,147.1
"33","26","          Federal","A890RX1",-8.9,-11.9,-20.6,-23,-19.1,-14.1,-11.2,-8.6,-8,-6.4,-3.9,-2,-0.4,0.7,6.7,10.8,18,22.4,25.9,14.4,12.5,13.2,7.9,5.9,-2.7,-10.9,-11.4,-9.6,-15.6,-12,-8.6,-11.8,-10.2,-1.1,3.8,7.7,10,15.2,16.7,27.3,29.8
"34","27","            National defense","B891RX1",-12.3,-14.7,-24.3,-27.1,-23.2,-18.1,-15.3,-13.3,-12.9,-13.3,-10,-8.7,-6.5,-3.6,1.1,4.7,11.6,16.3,18.6,9.3,7,6.6,0.3,-3.6,-12.2,-16,-17.4,-16.9,-21.4,-19.5,-17,-15.4,-12.4,-5.5,-0.4,4.1,5.5,8.7,11.1,20.1,22.3
"35","28","            Nondefense","B892RX1",3.8,3,3.4,3.6,3.7,3.8,3.9,4.5,4.9,7,6.2,6.8,6.2,4.5,5.8,6.2,6.6,6.2,7.3,5,5.4,6.4,7.4,9.1,9.1,4.7,5.7,7,5.5,7.3,8.3,3.5,2.2,4.3,4.2,3.6,4.5,6.5,5.6,7.1,7.4
"36","29","          State and local","B893RX1",95,84.4,78.9,73.1,72,71.3,68.4,64.7,56.1,64.8,69.3,68.2,55.6,47,47,58.8,70,76.7,77.7,82.7,88,97.4,97.8,96.7,91.3,93.4,98.3,104,116.3,118.2,132,140.6,148.8,153.5,151.6,143.7,131.4,132.3,129.7,129.2,119.5
"37","30","  Structures","A760RX1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201.3,209.6,219.3,219.1,232,239.4,251.1,263,265.9,259,246.5,247.7,246.1,248.4,248.6
"38","31","  Less: Consumption of fixed capital","B894RX1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.9,104.9,106.8,108.8,111,113.2,115.5,118.1,120.7,123.3,125.5,127.1,129.2,131.3,133.4
"39","32","  Equals: Net structures","A895RX1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.4,104.6,112.5,110.3,121.1,126.2,135.6,144.9,145.2,135.7,121,120.6,116.9,117.1,115.2
"40","33","            Federal","A896RX1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,3.7,0.9,1,-0.5,-4.3,-5,-2.6,-0.9,-3.5,-5.3,-4.2,-1.9,-1.3,3.1
"41","34","              National defense","B897RX1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.1,-2.9,-3.3,-3.8,-4.6,-4.8,-5.1,-4.5,-2.9,-3.5,-3.8,-3.7,-2.3,-1.4,2.5
"42","35","              Nondefense","B898RX1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,6.5,4.2,4.8,4.2,0.5,0,1.9,2,0,-1.6,-0.5,0.4,0.1,0.7
"43","36","            State and local","B899RX1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.8,100.9,111.6,109.3,121.5,130.5,140.6,147.5,146.1,139.2,126.3,124.8,118.8,118.4,112.4
"44","37","  Equipment and software","A871RX1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.6,88.5,88.5,96.7,106.3,109.8,113.5,121.4,127.2,136.6,145.5,157.3,166.4,183.7,184.5
"45","38","  Less: Consumption of fixed capital","B900RX1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.7,95.2,97,99.6,103.3,107.1,110.1,113.1,116.2,120.7,125,130.4,136.4,143.6,151
"46","39","  Equals: Net equipment and software","A901RX1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.1,-6.7,-8.5,-2.8,2.9,2.7,3.4,8.3,11,15.9,20.5,26.9,30,40.1,33.5
"47","40","            Federal","A902RX1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.1,-10.9,-14.6,-11.3,-7.1,-7.2,-5,1.7,5.1,11.2,15.4,19.4,18.4,28.4,25.8
"48","41","              National defense","B905RX1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.3,-13.3,-17.3,-15.1,-12.1,-10.4,-7.3,-1,2.6,7.7,9.3,12.4,13.2,21.4,19.2
"49","42","              Nondefense","B906RX1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,2,2.2,3.3,4.7,3,2.2,2.6,2.5,3.6,6.1,7,5.1,7,6.5
"50","43","            State and local","B907RX1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,3.9,5.4,7.9,9.4,9.4,8,6.4,5.8,4.6,5.1,7.6,11.7,11.6,7.6
"51",NA,"Addenda:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","44","  Gross domestic fixed investment","W172RX1",661.6,640.4,662.5,717.4,775,741.5,679.7,734.8,815.9,908.8,960.9,912.7,924.8,868.9,932.8,1082.9,1155.6,1185.7,1203.7,1234.3,1273.7,1267.8,1203.5,1261.7,1337.6,1434.4,1516.6,1638.9,1772.3,1943.5,2118.6,2261.7,2240.1,2180.1,2247.5,2387.5,2514.3,2576.1,2544.5,2428.9,2069.2
"53","45","  Less: Consumption of fixed capital","A262RX1",333.6,347.3,358.7,372.1,391.8,409.6,423.8,437.3,454.6,475.3,499.7,522.9,543.8,566.2,585.1,609.5,643.1,674.1,705.5,735.1,766.2,796.5,821.2,844,872.3,906.5,947,994.8,1051.4,1120.5,1199.4,1282.4,1350.8,1399.8,1441.3,1488.3,1541.4,1598.4,1660.9,1714.5,1744.8
"54","46","  Equals: Net domestic fixed investment","W173RX1",331.2,295.3,303.7,343.9,382,331.3,255.8,297.1,359.9,431.9,460.2,390.5,381,303.6,348.8,474,514.3,514.6,502.2,502,510.6,476.5,388.8,423.1,467.9,528.6,570.1,644.3,720.6,822.2,918.6,978.6,889.2,780.7,806.6,899.3,972.9,977.7,883.3,711.8,316.4
"55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","1. Gross government investment consists of general government and government enterprise expenditures",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","for fixed assets; change in inventories is included in government consumption expenditures.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","Note. Most chained (2005) dollar series are calculated as the product of the chain-type quantity index and the",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2005 current-dollar value of the corresponding series, divided by 100. Because the formula for the chain-type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","quantity indexes uses weights of more than one period, the corresponding chained-dollar estimates are",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","usually not additive.  Chained (2005) dollar estimates of net investment are calculated by subtracting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","consumption of fixed capital from gross investment.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
