"","Table 3#10#4# Price Indexes for Government Consumption Expenditu","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45"
"26","19","          Nondurable goods","W115RG3",22.206,22.568,22.918,23.6,27.112,33.92,38.616,41.457,44.383,46.832,54.377,71.435,77.674,77.08,77.197,74.117,74.298,65.596,66.323,63.283,62.606,68.862,67.244,64.951,64.75,64.347,65.932,70.037,70.449,66.946,69.242,78.63,77.196,76.637,81.725,87.842,100,107.245,111.537,128.795,109.129,116.564
"27","20","          Services","W116RG3",22.21,22.652,24.12,25.494,26.913,29.505,32.613,34.901,37.043,39.529,42.69,47.225,51.398,54.65,56.351,57.875,59.376,61.145,62.735,64.423,66.181,68.946,71.108,72.922,74.579,76.239,78.037,79.165,80.86,82.146,83.352,85.594,88.183,90.377,93.285,96.341,100,103.281,106.28,109.969,110.696,113.203
"28","21","      Less: Own-account investment \4\","W117RG3",15.698,17.091,18.318,18.683,19.961,21.645,23.763,25.417,27.588,29.316,31.406,34.436,37.573,40.035,41.841,43.447,44.726,46.01,47.484,49.966,52.473,54.614,57.189,59.351,62.221,64.853,67.246,69.487,71.816,73.886,76.522,79.953,82.732,86.808,90.666,95.927,100,104.066,108.099,110.741,112.407,114.57
"29","22","            Sales to other sectors","W118RG3",19.562,18.949,21.184,21.444,24.11,26.561,28.224,31.346,34.54,38.499,42.751,50.064,53.613,53.767,54.386,54.655,54.242,50.181,53.442,55.277,58.782,61.465,62.555,65.808,70.313,71.314,72.703,76.07,78.492,76.109,80.209,84.224,85.995,88.317,91.405,95.124,100,103.366,107.006,110.289,109.878,112.514
"30","23","    Defense consumption expenditures \1\","A997RG3",15.764,16.979,18.535,20.357,21.928,24.113,26.591,28.52,30.696,32.855,35.642,39.812,43.864,46.969,48.694,52.712,54.173,54.706,55.839,57.134,58.713,60.804,63.185,65.704,66.723,68.314,69.956,72.437,73.868,74.848,76.786,79.69,81.716,85.382,89.898,94.474,100,104.779,108.974,113.091,112.24,114.71
"31","24","      Gross output of general government","W085RG3",15.765,16.979,18.534,20.323,21.889,24.087,26.567,28.495,30.666,32.828,35.611,39.772,43.819,46.921,48.645,52.647,54.109,54.647,55.78,57.077,58.665,60.754,63.152,65.687,66.726,68.307,69.948,72.429,73.867,74.858,76.798,79.699,81.74,85.406,89.911,94.486,100,104.77,108.966,113.073,112.245,114.713
"32","25","        Value added","W086RG3",12.796,14.241,15.798,17.751,19.058,20.634,22.652,24.32,26.175,27.964,30.071,33.049,36.665,39.665,41.25,46.097,47.886,48.645,49.662,51.237,52.973,54.426,57.138,60.287,61.159,62.817,64.518,67.47,69.059,70.29,72.59,75.437,77.696,82.692,88.078,93.698,100,105.576,110.987,114.095,114.539,116.474
"33","26","          Compensation of general government employees","B237RG3",9.605,10.923,12.334,14.165,15.258,16.493,18.189,19.46,20.957,22.319,24.135,26.672,29.742,32.263,33.59,38.543,40.587,41.595,42.872,44.581,46.281,47.574,50.327,53.913,54.235,55.519,57.008,60.701,62.776,64.269,66.841,70.024,72.895,79.478,86.269,92.744,100,106.231,112.599,115.789,116.62,119.024
"34","27","          Consumption of general government fixed capital \2\","B432RG3",27.853,29.264,30.929,32.639,34.708,37.764,40.888,44.358,47.658,51.38,54.371,58.798,64.256,68.953,71.473,73.77,73.488,72.705,72.191,72.848,74.481,76.425,78.678,79.88,82.695,85.581,87.949,88.504,88.581,89.014,90.513,92.384,92.806,92.918,93.853,96.726,100,103.565,106.151,109.014,108.333,108.879
"35","28","        Intermediate goods and services purchased \3\","W087RG3",21.558,21.945,23.205,24.195,26.236,29.906,33.328,35.667,38.376,41.261,45.572,52.443,57.104,60.158,62.085,64.057,64.778,64.867,66.197,66.962,68.24,71.517,73.216,74.411,75.758,77.109,78.549,79.96,81.054,81.547,82.768,85.705,87.34,88.906,92.18,95.439,100,103.813,106.601,111.818,109.596,112.628
"36","29","          Durable goods","A998RG3",31.627,33.17,34.834,33.784,35.515,38.382,42.806,46.537,50.128,54.091,59.189,63.64,69.28,76.189,82.62,88.344,88.949,90.608,90.422,87.18,86.88,88.827,91.314,92.998,95.189,96.373,96.612,96.79,96.622,96.186,96.072,96.635,96.646,96.752,97.5,98.477,100,102.349,102.52,103.451,104.108,104.299
"37","30","          Nondurable goods","A725RG3",12.804,12.937,13.125,13.642,16.654,23.52,27.74,29.988,32.464,34.482,43.005,62.84,70.414,68.669,64.688,62.993,61.59,49.843,51.185,54.574,57.763,65.928,62.563,59.698,58.478,57.422,58.632,64.195,63.198,56.38,58.845,71.73,68.662,67.278,74.42,82.388,100,109.722,115.457,143.222,108.848,123.177
"38","31","          Services","A489RG3",22.505,22.716,24.383,26.049,27.584,30.061,32.93,34.964,37.557,40.429,43.552,48.179,51.974,54.939,56.632,58.089,59.209,60.744,62.568,64.171,65.667,68.696,70.919,72.575,74.07,75.782,77.515,78.743,80.323,81.845,83.197,85.352,87.907,90.092,93.333,96.433,100,103.406,106.338,109.996,110.471,112.951
"39","32","      Less: Own-account investment \4\","W088RG3",16.19,17.365,18.736,19.744,21.139,23.339,25.907,27.679,30.281,32.3,34.711,38.233,41.539,44.065,45.443,47.206,48.343,49.355,50.677,53.036,55.02,56.799,59.263,60.944,62.916,65.517,68.019,69.871,72.285,74.12,76.18,79.187,81.85,85.815,89.688,95.301,100,104.675,108.72,111.725,113.007,115.751
"40","33","            Sales to other sectors","W089RG3",18.656,19.399,21.025,16.873,18.01,20.82,23.285,25.023,25.963,28.706,30.921,34.09,37.49,40.412,42.259,44.511,46.556,47.986,48.895,49.838,52.965,55.664,60.612,66.137,68.994,69.282,70.425,73.344,75.189,77.187,79.47,81.822,86.012,89.324,92.532,95.962,100,103.484,107.906,110.944,112.93,114.736
"41","34","    Nondefense consumption expenditures \1\","A542RG3",17.217,18.88,20.347,21.396,22.614,24.335,27.231,29.167,31.506,32.921,35.242,38.745,42.416,45.098,46.859,48.208,50.085,51.458,52.493,54.173,55.947,58.009,61.306,62.944,66.195,68.627,71.299,73.207,75.322,76.664,79.036,81.985,83.922,87.54,91.075,96.008,100,103.747,107.398,110,111.156,112.574
"42","35","      Gross output of general government","W128RG3",17.231,18.807,20.292,21.353,22.656,24.363,27.16,29.144,31.528,33.065,35.487,39.195,42.84,45.374,47.08,48.367,50.12,51.235,52.391,54.105,55.983,58.081,61.212,62.89,66.21,68.621,71.253,73.219,75.352,76.567,79.012,82.018,83.935,87.532,91.063,95.981,100,103.737,107.382,109.996,111.107,112.564
"43","36","        Value added","W129RG3",12.998,14.671,16.215,17.316,18.586,19.913,22.28,23.837,26.352,27.572,29.449,32.3,35.481,37.699,38.951,40.585,42.006,43.162,44.534,47.103,49.258,51.312,54.932,56.609,60.627,63.526,66.531,68.944,71.256,72.837,75.973,79.167,80.938,85.609,89.947,96.074,100,104.123,108.268,110.009,111.879,112.785
"44","37","          Compensation of general government employees","W130RG3",10.649,12.144,13.496,14.473,15.583,16.636,18.622,19.997,22.307,23.365,24.957,27.391,30.139,32.059,33.282,34.886,36.287,37.44,38.808,41.344,43.476,45.506,49.246,51.123,55.383,58.498,61.618,64.424,67.194,69.134,72.629,76.04,78.053,83.672,88.786,95.82,100,104.467,109.167,111.099,113.511,114.714
"45","38","          Consumption of general government fixed capital \2\","B546RG3",35.339,37.725,40.391,42.039,44.26,48.505,54.117,56.507,58.703,60.966,65.091,71.079,77.279,81.578,82.092,82.833,83.571,84.151,84.976,86.903,88.574,90.247,91.845,91.418,92.612,93.294,95.047,94.473,93.599,92.875,93.818,95.739,96.183,95.792,96.009,97.37,100,102.432,103.947,104.797,104.141,103.664
"46","39","        Intermediate goods and services purchased \3\","W131RG3",26.665,27.78,28.911,29.781,31.083,33.604,37.273,40.172,42.027,44.232,47.801,53.297,57.883,61.05,63.706,64.14,66.6,67.612,68.303,67.761,68.765,70.88,72.879,74.53,76.353,77.722,79.606,80.692,82.463,82.968,83.997,86.585,88.757,90.532,92.781,95.842,100,103.181,106.089,109.982,110.051,112.246
"47","40","          Durable goods","A543RG3",70.548,73.347,76.26,75.856,77.37,81.749,88.95,95.878,97.729,99.718,104.717,111.469,118.993,126.16,124.546,124.486,124.504,124.411,124.686,126.89,130.58,132.932,133.006,132.242,132.084,131.569,130.185,124.163,118.805,114.204,110.735,108.735,106.128,102.963,101.304,100.585,100,98.643,95.944,93.58,91.976,92.2
"48","41","          Nondurable goods","ZZZZZZ3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","42","            Commodity Credit Corporation inventory change","ZZZZZZ3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","43","            Other nondurable goods","B828RG3",31.755,33.069,34.766,35.749,38.535,42.002,44.435,46.618,48.974,50.779,54.55,63.475,66.231,66.986,69.144,67.705,67.719,63.929,66.063,65.945,69.583,71.522,71.837,72,72.463,73.088,75.323,78.29,79.669,79.046,81.089,86.017,86.303,87.036,90.175,94.15,100,104.558,107.436,113.402,108.247,109.205
"51","44","          Services","A544RG3",21.578,22.56,23.628,24.488,25.731,28.453,31.838,34.432,35.939,37.902,41.065,45.43,50.126,53.879,55.592,57.252,59.613,61.948,62.954,64.855,67.25,69.421,71.452,73.577,75.536,77.1,79.016,79.966,81.87,82.725,83.657,86.06,88.711,90.923,93.174,96.138,100,103.003,106.155,109.912,111.208,113.782
"52","45","      Less: Own-account investment \4\","W136RG3",15.095,16.505,17.658,17.858,19.067,20.543,22.448,24.025,25.961,27.527,29.437,32.198,35.213,37.624,39.672,41.184,42.559,44.032,45.62,48.201,51.075,53.463,56.118,58.596,62.046,64.709,67.046,69.524,71.811,74.021,76.974,80.648,83.503,87.667,91.509,96.447,100,103.584,107.607,109.973,111.925,113.645
"53","46","            Sales to other sectors","W137RG3",20.531,19.582,22.029,24.107,27.933,29.513,29.97,33.731,37.641,42.024,46.924,55.569,59.106,57.849,57.981,57.725,56.643,51.216,55.084,57.176,60.81,63.636,63.284,65.591,70.996,72.574,74.154,77.794,80.591,76.07,80.926,85.664,86.132,87.729,90.729,94.654,100,103.239,106.263,109.709,107.579,110.675
"54","47","State and local consumption expenditures \1\","A991RG3",16.346,17.679,18.909,20.068,21.596,23.565,25.791,27.652,29.617,31.596,34.359,38.137,41.83,44.508,46.786,49.268,51.419,52.951,55.247,57.026,59.15,62.152,64.322,65.975,67.65,69.518,71.333,72.936,74.391,75.516,78.471,82.087,84.786,86.635,90.807,94.343,100,105.047,110.408,116.766,115.608,118.626
"55","48","      Gross output of general government","W138RG3",15.432,16.661,17.774,18.834,20.258,22.127,24.218,25.964,27.817,29.72,32.335,35.877,39.433,42.169,44.517,47.027,49.18,50.843,53.165,55.201,57.648,60.861,63.421,65.529,67.531,69.528,71.502,73.206,74.706,75.848,78.626,82.01,84.641,86.675,90.888,94.618,100,104.952,110.152,116.192,115.985,119.095
"56","49","        Value added","W139RG3",14.29,15.534,16.643,17.762,19.167,20.601,22.521,24.254,25.954,27.731,29.941,32.859,35.994,38.744,41.372,43.971,46.44,48.716,51.208,53.227,55.548,58.766,61.636,63.947,66.238,68.539,70.293,71.818,73.431,75.205,78.428,81.331,84.748,87.633,92.154,95.594,100,104.448,109.581,113.75,116.733,118.962
"57","50","          Compensation of general government employees","B251RG3",13.484,14.662,15.711,16.81,18.148,19.245,21.027,22.823,24.533,26.257,28.316,30.977,33.839,36.449,39.215,41.991,44.553,46.825,49.297,51.337,53.722,57.035,60.041,62.552,64.946,67.305,69.01,70.577,72.239,74.158,77.588,80.552,84.208,87.344,92.328,95.835,100,104.291,109.113,113.146,116.191,118.766
"58","51","          Consumption of general government fixed capital \2\","B986RG3",23.108,25.057,26.822,28.001,30.105,36.094,39.619,40.155,41.424,43.618,47.573,53.57,59.94,64.197,64.719,64.804,65.881,68.022,70.567,72.182,73.596,75.526,76.731,76.78,77.926,79.554,81.771,82.863,83.969,84.362,85.673,88.019,89.364,90.12,90.809,93.714,100,105.649,113.115,118.293,120.83,120.622
"59","52","        Intermediate goods and services purchased \3\","W140RG3",18.449,19.492,20.521,21.279,22.661,25.96,28.51,30.193,32.449,34.666,38.49,43.955,48.742,51.252,52.563,54.698,55.852,55.818,57.667,59.722,62.47,65.628,67.348,68.924,70.202,71.47,73.942,76.046,77.29,77.068,78.936,83.265,84.391,84.846,88.485,92.76,100,105.916,111.246,120.897,114.456,119.283
"60","53","          Durable goods","B989RG3",32.227,34.407,35.971,37.602,39.31,43.877,48.904,51.642,54.941,58.627,63.656,70.229,77.18,81.961,84.351,86.466,88.504,90.33,92.586,95.867,99.596,102.559,105.043,106.435,106.731,107.469,108.558,108.415,107.381,105.469,103.545,102.322,100.441,99.193,98.169,98.75,100,101.415,102.737,105.153,106.608,106.714
"61","54","          Nondurable goods","B337RG3",19.152,19.835,20.455,21.151,23.619,28.842,32.062,33.362,35.529,37.643,43.346,50.918,56.304,56.812,56.283,57.19,57.068,52.377,54.86,55.995,59.977,64.24,63.43,63.434,63.888,64.267,67.101,70.001,69.665,66.536,68.883,76.965,76.419,75.231,80.981,87.895,100,107.561,114.501,131.934,110.366,122.638
"62","55","          Services","A988RG3",17.178,18.351,19.576,20.315,21.082,23.286,25.329,27.157,29.415,31.619,34.261,38.442,42.771,46.29,48.56,51.387,53.184,55.443,56.941,59.405,61.434,64.014,67.035,69.458,71.229,72.996,75.352,77.161,79.4,80.862,82.722,85.389,87.636,89.101,91.916,95.008,100,105.325,110.046,115.876,117.287,118.343
"63","56","      Less: Own-account investment \4\","W144RG3",16.236,17.318,18.433,19.417,20.729,23.116,25.507,27.447,29.529,31.767,34.378,37.919,41.498,44.148,46.955,49.398,51.587,53.148,55.227,57.845,60.582,63.622,66.157,68.293,70.18,72.376,74.896,76.36,77.655,78.703,81.268,84.479,87.041,88.963,92.307,95.53,100,104.024,108.053,112.616,114.105,116.422
"64","57","            Sales to other sectors","W145RG3",11.303,12.062,12.621,13.224,14.182,15.576,17.037,18.252,19.587,21.146,23.103,25.585,28.52,31.492,34.084,36.688,38.822,41.076,43.527,46.696,50.608,54.816,59.192,63.374,66.839,69.386,72.015,74.167,75.873,77.091,79.122,81.519,83.869,86.691,91.135,95.712,100,104.612,109.222,114.049,117.532,121.044
"65","58","              Tuition and related educational charges","B1065G3",7.404,7.928,8.426,8.889,9.365,10.179,10.93,11.689,12.46,13.069,14.085,15.4,17.281,19.581,21.588,23.759,25.881,27.932,29.982,32.187,34.664,37.387,41.115,45.381,49.426,52.77,55.917,59.024,61.954,64.539,67.076,69.848,73.403,78.424,84.966,93.035,100,106.705,113.395,120.466,127.7,134.467
"66","59","              Health and hospital charges","B1066G3",9.298,10.047,10.442,10.959,11.597,12.718,14.139,15.509,16.808,18.276,20.172,22.847,25.998,29.471,32.644,35.31,37.588,39.803,42.371,46.115,51.021,56.155,61.412,66.497,70.328,72.907,75.258,76.986,78.006,78.807,80.233,82.263,84.754,87.689,92.347,96.496,100,104.157,107.662,110.826,114.002,117.188
"67","60","              Other sales","W146RG3",19.349,20.444,21.346,22.261,24.393,26.982,29.306,30.621,32.615,35.47,38.548,41.74,45.047,47.104,48.61,51.201,52.717,55.032,57.47,60.322,63.652,67.484,70.641,72.78,74.787,76.416,79.004,81.027,82.839,83.614,86.193,88.856,90.023,90.986,93.547,96.342,100,103.903,108.701,114.408,115.991,117.966
"68",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","1. Government consumption expenditures are services (such as education and national defense) produced by government that",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","are valued at their cost of production. Excludes government sales to other sectors and government own-account investment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","(construction and software).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2. Consumption of fixed capital, or depreciation, is included in government gross output as",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","a partial measure of the services of general government fixed assets; the use of depreciation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","assumes a zero net return on these assets.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","3. Includes general government intermediate inputs for goods and services sold to other sectors and",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","for own-account investment.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
