"","Table 2#5#4 Price Indexes for Personal Consumption Expenditures ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44"
"33","26","      Electricity, gas, and other fuels","DEGFRG3",9.574,9.403,9.019,8.497,8.312,8.497,8.328,8.332,8.345,8.295,8.189,8.281,8.468,8.78,9.043,9.201,9.203,9.36,9.96,10.859,10.917,11.073,11.323,11.433,11.633,11.676,11.782,11.949,12.211,12.203,12.328,12.542,12.757,12.762,12.809,12.745,12.802,12.916,13.069,13.264,13.529
"34","27","        Electricity","DELCRG3",24.894,24.106,23.184,22.487,22.229,21.61,20.964,20.287,19.86,19.561,19.241,19.033,18.915,18.798,18.771,18.729,18.633,17.899,17.684,17.849,18.013,18.037,18.205,18.369,18.603,18.698,18.933,18.981,19.076,19.316,19.572,19.862,19.936,19.936,19.862,19.795,19.721,19.721,19.862,20.011,20.449
"35","28","        Natural gas","DGHERG3",7.715,7.715,7.715,7.715,7.715,7.715,7.715,7.715,7.715,7.715,7.715,7.715,7.715,7.715,7.715,7.715,7.715,7.715,7.715,7.715,7.715,7.715,7.715,7.715,7.715,7.715,7.715,7.715,7.715,7.715,7.715,8.202,8.333,8.333,8.332,8.379,8.379,8.421,8.421,8.51,8.646
"36","29","        Fuel oil and other fuels","DFULRG3",3.513,3.448,3.248,2.93,2.82,2.991,2.924,2.978,3.021,3.012,2.965,3.052,3.199,3.442,3.642,3.767,3.779,3.987,4.496,5.227,5.252,5.398,5.616,5.696,5.865,5.89,5.953,6.154,6.477,6.383,6.473,6.378,6.614,6.622,6.747,6.624,6.769,6.947,7.163,7.391,7.547
"37","30","  Furnishings, household equipment, and routine household maintenance","DFHHRG3",16.651,15.836,13.951,12.046,11.891,12.621,12.74,12.895,13.748,13.312,13.252,13.442,14.477,16.856,19.589,22.554,24.585,25.369,27.983,29.117,28.011,28.326,30.99,30.696,30.946,31.003,30.903,31.243,31.925,32.166,32.923,33.486,33.616,33.712,33.857,34.038,34.161,34.717,35.61,37.154,38.543
"38","31","    Furniture, furnishings, and floor coverings \5\","DFURRG3",18.289,17.65,15.492,13.073,13.515,14.76,14.591,14.936,16.358,15.887,15.791,16.249,17.746,20.464,23.648,27.489,30.247,30.263,32.005,33.412,32.585,33.607,37.763,37.214,37.265,37.245,37.205,37.933,38.87,38.952,40.376,40.753,41.08,41.228,41.32,41.536,41.577,42.367,43.785,45.517,47.397
"39","32","    Household textiles","DTEXRG3",26.078,23.994,19.871,16.417,17.395,19.598,19.607,19.514,20.333,18.605,17.854,18.443,21.129,27.287,31.518,35.817,38.722,40.912,50.133,51.648,45.254,45.807,49.987,46.038,45.436,44.293,44.106,44.565,44.889,44.874,45.103,46.552,47.413,47.287,47.453,47.499,47.797,48.463,49.774,51.58,53.185
"40","33","    Household appliances \6\","DHAPRG3",53.519,51.145,47.315,41.31,39.095,39.505,38.953,39.486,40.915,41.018,40.496,39.132,41.146,47.207,52.217,55.68,58.424,58.572,64.447,68.091,66.221,65.461,70.133,70.21,69.808,68.836,66.712,63.79,62.99,61.578,61.558,60.847,59.739,58.459,57.419,56.871,55.712,55.005,55.235,56.541,58.004
"41","34","    Glassware, tableware, and household utensils \7\","DUTERG3",13.605,13.204,11.971,11.165,10.915,12.095,13.172,12.405,12.6,12.596,12.602,12.608,12.897,14.528,16.344,18.432,19.165,19.034,19.505,19.851,20.531,21.274,23.294,23.852,24.459,24.794,25.266,27.354,28.831,29.654,29.646,30.577,30.956,31.754,32.816,33.421,33.408,34.117,35.114,37.844,39.42
"42","35","    Tools and equipment for house and garden","DTOORG3",25.366,24.309,21.438,19.162,19.066,21.092,21.156,21.392,23.264,22.931,22.636,23.147,25.174,28.624,31.047,34.022,35.623,37.574,41.558,43.403,42.272,43.088,47.283,46.463,47.108,47.627,48.783,50.783,52.845,54.013,55.545,55.925,57.53,58.499,58.777,58.364,57.322,56.254,56.143,58.441,60.766
"43","36","    Other household goods and services \8\","DOGSRG3",7.147,6.733,5.928,5.142,4.857,4.947,5.025,5.173,5.562,5.344,5.417,5.51,5.842,6.664,8.017,9.369,10.367,11.105,12.447,12.918,12.449,12.393,13.356,13.624,14.059,14.411,14.492,14.754,15.318,15.773,16.352,16.921,16.972,17.159,17.368,17.597,17.97,18.539,19.093,20.088,20.893
"44","37","  Health","DHLTRG3",4.109,4.111,3.874,3.482,3.401,3.466,3.596,3.651,3.731,3.792,3.772,3.86,3.941,4.142,4.386,4.626,4.782,5.099,5.599,5.912,6.003,6.116,6.385,6.639,6.882,7.072,7.283,7.518,7.815,8.102,8.309,8.748,8.869,9,9.173,9.418,9.655,10.015,10.538,11.095,11.776
"45","38","    Medical products, appliances, and equipment","DMPARG3",15.43,15.339,15.098,14.485,13.753,13.339,13.075,13.069,13.161,13.239,13.226,13.241,13.376,13.648,13.824,13.984,14.103,14.395,15.406,16.248,16.573,16.763,17.412,17.636,17.692,17.778,17.981,18.36,18.956,19.514,19.799,19.822,19.473,19.023,18.757,18.704,18.693,18.798,18.795,18.857,19.141
"46","39","      Pharmaceutical and other medical products \9\","DPHMRG3",15.035,14.954,14.682,14.125,13.378,12.86,12.522,12.53,12.625,12.717,12.657,12.643,12.794,13.107,13.182,13.283,13.378,13.65,14.757,15.631,15.883,16.079,16.659,16.875,17.006,17.164,17.338,17.729,18.271,18.894,19.178,19.136,18.665,18.122,17.808,17.719,17.655,17.693,17.565,17.545,17.741
"47","40","        Pharmaceutical products","DPNPRG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.055,19.012,18.535,17.986,17.67,17.581,17.516,17.554,17.426,17.404,17.599
"48","41","        Other medical products","DOMPRG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.395,29.446,29.083,28.647,28.358,28.287,28.213,28.288,28.181,28.235,28.522
"49","42","      Therapeutic appliances and equipment","DTAERG3",17.371,17.242,17.104,16.261,15.567,15.516,15.486,15.434,15.523,15.558,15.702,15.813,15.906,16.064,16.567,16.921,17.121,17.495,18.262,19.05,19.625,19.801,20.713,20.971,20.782,20.636,20.944,21.294,22.11,22.421,22.716,23.041,23.32,23.359,23.357,23.491,23.749,24.18,24.831,25.363,26.123
"50","43","    Outpatient services","DOUTRG3",4.317,4.422,4.092,3.505,3.506,3.617,3.849,3.927,4.008,4.165,4.122,4.274,4.351,4.603,4.986,5.332,5.485,5.761,6.102,6.367,6.439,6.482,6.647,6.974,7.345,7.656,7.954,8.275,8.579,8.867,9.161,9.377,9.56,9.84,10.074,10.34,10.677,11.283,12.008,12.677,13.589
"51","44","      Physician services \10\","DPHYRG3",4.118,4.211,3.9,3.357,3.372,3.48,3.699,3.776,3.839,3.978,3.947,4.087,4.164,4.397,4.786,5.097,5.222,5.469,5.764,5.998,6.029,6.06,6.215,6.557,6.899,7.179,7.504,7.832,8.158,8.437,8.717,8.929,9.139,9.404,9.617,9.883,10.2,10.843,11.579,12.222,13.122
"52","45","      Dental services","DDENRG3",3.869,3.977,3.679,3.099,3.072,3.153,3.383,3.438,3.557,3.705,3.666,3.813,3.854,4.111,4.395,4.745,4.948,5.242,5.623,5.917,6.093,6.159,6.319,6.525,6.899,7.211,7.36,7.588,7.777,8.005,8.208,8.371,8.417,8.659,8.894,9.136,9.434,9.74,10.229,10.784,11.551
"53","46","      Paramedical services","DPMSRG3",4.939,5.05,4.66,4.05,4.051,4.217,4.439,4.551,4.607,4.829,4.718,4.885,5.049,5.272,5.772,6.16,6.27,6.547,6.936,7.213,7.27,7.325,7.493,7.88,8.267,8.658,9.045,9.433,9.768,10.156,10.641,10.915,11.18,11.523,11.796,12.057,12.467,13.242,14.133,14.958,15.957
"54","47","        Home health care","DHHCRG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","48","        Medical laboratories","DMLBRG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","49","        Other professional medical services \11\","DOMDRG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","50","    Hospital and nursing home services","DHPNRG3",1.859,1.756,1.652,1.549,1.48,1.549,1.618,1.652,1.721,1.687,1.687,1.721,1.79,1.928,2.065,2.238,2.41,2.788,3.374,3.649,3.718,3.89,4.2,4.406,4.578,4.682,4.819,4.957,5.198,5.439,5.56,6.282,6.448,6.58,6.803,7.1,7.308,7.527,8.002,8.566,9.158
"58","51","      Hospitals \12\","DHSPRG3",1.738,1.641,1.545,1.448,1.384,1.448,1.512,1.545,1.609,1.577,1.577,1.609,1.673,1.802,1.931,2.092,2.253,2.606,3.154,3.411,3.475,3.636,3.926,4.119,4.28,4.376,4.505,4.634,4.859,5.084,5.198,5.905,6.062,6.188,6.39,6.672,6.869,7.073,7.519,8.043,8.607
"59","52","      Nursing homes","DNRSRG3",2.859,2.7,2.542,2.383,2.277,2.383,2.488,2.541,2.647,2.594,2.594,2.647,2.753,2.965,3.177,3.442,3.706,4.289,5.189,5.612,5.718,5.983,6.46,6.777,7.042,7.201,7.413,7.624,7.995,8.366,8.552,8.963,9.178,9.349,9.744,10.141,10.424,10.761,11.442,12.289,13.081
"60","53","  Transportation","DTRNRG3",11.572,11.231,10.236,9.894,9.492,9.861,9.884,9.991,10.151,10.21,9.97,9.869,10.408,11.477,11.737,11.822,11.916,12.805,14.036,15.262,15.881,16.077,16.855,17.44,17.678,17.626,17.868,18.561,19.515,19.928,20.606,20.693,20.826,21.128,21.217,21.329,21.529,21.669,22.196,22.894,23.651
"61","54","    Motor vehicles","DMTRRG3",6.968,6.777,6.509,6.156,5.573,5.87,5.747,5.773,5.887,6.214,6.053,6.149,6.794,9.464,10.149,10.942,11.394,18.067,20.29,22.138,23.049,23.041,23.986,25.135,24.64,23.751,24.051,25.233,27.001,28.162,29.811,29.306,29.636,30.186,30.387,30.668,30.227,29.909,30.269,31.302,31.871
"62","55","      New motor vehicles","DNMVRG3",18.129,17.608,16.802,15.761,14.24,15.077,14.838,14.957,15.239,15.999,15.597,15.637,16.805,19.998,21.255,23.89,18.637,21.844,24.75,27.065,29.647,29.845,31.118,33.977,34.261,34.813,31.477,33.147,35.055,36.325,37.903,37.413,37.421,37.269,37.046,36.95,36.123,35.457,35.784,36.796,37.371
"63","56","      Net purchases of used motor vehicles","DNPVRG3",0.429,0.447,0.552,0.658,0.627,0.567,0.458,0.394,0.418,0.535,0.51,0.773,1.499,2.725,2.935,3.121,3.4,6.932,7.443,8.023,6.456,6.156,6.345,5.273,4.106,1.433,7.607,7.795,8.908,9.555,10.737,10.333,11.043,12.545,13.495,14.504,14.943,15.451,15.857,16.868,17.406
"64","57","    Motor vehicle operation","DMVORG3",10.907,10.399,9.016,8.89,8.685,9.063,9.141,9.348,9.569,9.364,9.05,8.873,9.224,9.849,9.962,10.121,10.103,10.382,11.346,12.321,12.563,12.693,13.335,13.607,14.134,14.42,14.599,15.03,15.59,15.592,15.811,16.09,16.048,16.167,16.231,16.228,16.746,17.083,17.658,18.145,18.879
"65","58","      Motor vehicle parts and accessories","DMVPRG3",37.451,34.846,29.788,27.435,27.994,28.814,29.052,29.191,30.719,30.114,29.719,28.146,28.552,32.718,33.682,36.044,36.099,36.947,38.283,39.043,38.949,40.026,45.222,45.14,44.523,43.56,43.671,44.223,44.606,44.735,44.446,43.091,41.831,41.922,42.603,42.631,44.249,45.169,46.275,47.973,49.526
"66","59","      Motor vehicle fuels, lubricants, and fluids","DMFLRG3",8.308,7.934,6.709,6.978,6.918,7.262,7.277,7.515,7.694,7.485,7.142,7.022,7.336,7.68,7.755,7.77,7.71,7.904,8.86,9.936,10.145,10.16,10.369,10.579,11.027,11.266,11.385,11.729,12.237,12.117,12.289,12.644,12.52,12.598,12.568,12.486,12.958,13.256,13.694,13.896,14.354
"67","60","      Motor vehicle maintenance and repair","DVMRRG3",8.881,8.587,8.062,7.011,6.26,6.467,6.698,6.701,6.72,6.72,6.7,6.678,6.972,7.584,7.665,7.772,7.833,8.086,8.757,9.241,9.471,9.68,10.396,10.669,11.235,11.635,11.888,12.348,12.789,12.999,13.276,13.508,13.862,14.043,14.216,14.39,14.686,14.924,15.568,16.392,17.447
"68","61","      Other motor vehicle services","DOVSRG3",15.733,15.428,14.847,13.633,12.715,13.024,13.116,13.044,12.997,12.946,13.041,13.045,13.529,14.375,13.92,13.932,13.994,14.875,15.837,17.17,18.217,18.295,19.321,20.785,22.288,22.7,22.825,23.007,23.877,24.981,25.78,25.911,26.03,26.115,26.11,26.178,26.306,26.406,26.591,26.793,27.114
"69","62","    Public transportation","DPUBRG3",9.277,9.308,8.872,8.369,8.055,8.169,8.309,8.243,8.165,8.254,8.308,8.096,8.133,8.542,8.773,8.688,8.814,9.105,9.743,10.556,11.637,12.422,13.303,13.87,14.384,14.873,15.312,15.812,16.426,17.122,17.819,18.415,19.136,19.893,19.732,20.076,20.369,20.878,21.609,22.489,24.024
"70","63","      Ground transportation \13\","DGRDRG3",5.543,5.565,5.304,5.003,4.815,4.887,4.97,4.929,4.883,4.941,4.97,4.846,4.867,5.109,5.246,5.192,5.274,5.462,5.841,6.317,6.986,7.487,8.048,8.409,8.75,9.092,9.411,9.763,10.203,10.588,11.019,11.293,11.657,12.075,12.251,12.566,12.803,13.263,13.975,14.717,15.636
"71","64","      Air transportation","DAITRG3",34.337,23.826,23.748,20.97,20.918,17.767,18.718,18.734,18.751,16.531,17.805,16.747,16.93,18.529,19.347,20.406,19.047,17.863,19.424,22.219,22.593,22.219,22.43,22.697,22.672,22.335,22.023,22.005,22.008,23.525,24.493,26.209,27.917,29.356,27.238,27.115,27.235,27.3,27.335,27.917,30.046
"72","65","      Water transportation","DWATRG3",25.064,24.509,24.639,24.496,24.32,24.829,24.45,24.892,24.892,23.709,24.099,23.896,24.731,25.276,25.997,27.037,27.02,27.028,26.979,28.513,27.508,27.22,27.22,27.22,26.621,26.825,26.621,26.835,26.835,26.835,27.786,28.894,29.525,29.94,30.698,31.043,32.009,33.26,34.287,35.861,38.274
"73","66","  Communication","DCMCRG3",28.683,28.671,28.508,28.463,28.448,28.294,28.288,28.087,27.985,27.832,27.748,27.888,28.298,29.915,31.109,32.232,32.826,33.057,34.113,35.944,37.388,39.913,41.019,42.693,44.14,43.783,43.502,44.106,44.979,46.312,47.531,48.394,48.597,48.65,49.581,49.861,49.311,48.43,49.161,50.009,50.783
"74","67","    Telephone and facsimile equipment","DTCERG3",12.088,11.411,9.947,8.491,8.728,9.914,9.978,10.356,11.477,11.307,11.576,11.885,13.31,15.552,18.23,21.63,24.045,23.771,23.599,23.565,22.782,23.332,25.672,25.365,25.676,25.262,25.303,26.377,27.026,27.643,28.215,28.38,28.363,27.785,27.751,27.76,29.131,30.553,31.562,33.182,35.02
"75","68","    Postal and delivery services","DPSSRG3",4.694,4.505,4.254,4.176,4.275,4.45,4.583,4.509,4.717,4.567,4.513,4.608,4.901,5.223,5.633,6.018,6.17,6.426,7.162,7.64,7.854,8.035,8.553,9.085,9.337,9.677,9.874,10.085,10.311,10.612,11.092,11.472,11.58,11.687,13.412,13.847,13.956,14.068,14.448,16.385,16.875
