"","Table 1#5#6# Real Gross Domestic Product, Expanded Detail, Chain","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19"
"31","24","      Gross output of nonprofit institutions \2\","DNPERX1",636.4,653.4,663.8,696.7,721,749,785.3,831.1,844,860.6,874.6,901,922.6,946.8,952.1,961.3
"32","25","      Less: Receipts from sales of goods and services by nonprofit institutions \3\","DNPSRX1",497.1,505.4,526.8,546,558.6,573,595.2,622.5,624.5,642.3,660.6,665.8,677.5,680.6,696,700.2
"33","26","Gross private domestic investment","A006RX1",1258.9,1370.3,1540.8,1695.1,1844.3,1970.3,1831.9,1807,1871.6,2058.2,2172.2,2230.4,2161.6,1957.3,1515.7,1774.5
"34","27","  Fixed investment","A007RX1",1235.7,1346.5,1470.8,1630.4,1782.1,1913.8,1877.6,1798.1,1856.2,1992.5,2122.3,2171.3,2132.7,1997,1630.7,1694.7
"35","28","    Nonresidential","A008RX1",792.2,866.2,970.8,1087.4,1200.9,1318.5,1281.8,1180.2,1191,1263,1347.3,1453.9,1552,1556.6,1290.8,1364.9
"36","29","      Structures","B009RX1",342,361.4,387.9,407.7,408.2,440,433.3,356.6,343,346.7,351.8,384,438.2,464.2,369.6,319
"37","30","      Equipment and software","B010RX1",493,545.4,620.4,710.4,810.9,895.8,866.9,830.3,851.4,917.3,995.6,1069.6,1109,1082,916.3,1056.1
"38","31","        Information processing equipment and software","A679RX1",149.5,179.1,220.8,271.1,332,391.9,390.2,379.3,405,443.1,475.3,514.8,560.5,594.7,595.8,676.2
"39","32","          Computers and peripheral equipment \4\","ZZZZZZ1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","33","          Software \5\","B985RX1",66.9,78.5,101.7,122.8,151.5,172.4,173.7,173.4,185.6,204.6,218,227.1,240.9,254.9,259.3,284.8
"41","34","          Other","A937RX1",93.7,102.7,111.5,125.5,139.9,168.4,163.2,148.4,156.4,168.1,178.4,191.2,210.6,217.9,215.5,243
"42","35","        Industrial equipment","A680RX1",145.5,150.9,154.1,160.8,161.8,175.8,162.8,151.9,151.6,147.4,159.6,172.9,179.9,172.2,132.2,139.7
"43","36","        Transportation equipment","A681RX1",131.5,136.8,148.2,162,190.3,186.2,169.6,154.2,140.4,162.3,181.7,196.5,185.8,143,69.4,112.1
"44","37","        Other equipment","A862RX1",110.6,114.8,125.9,138.8,142.4,150.4,149.3,148.2,155,164.4,178.9,185.5,184.2,177.5,137.8,150.4
"45","38","    Residential","A011RX1",456.1,492.5,501.8,540.4,574.2,580,583.3,613.8,664.3,729.5,775,718.2,584.2,444.2,342.7,332.5
"46","39","  Change in private inventories","A014RX1",32.1,31.2,77.4,71.6,68.5,60.2,-41.8,12.8,17.3,66.3,50,59.4,27.7,-37.6,-113.1,62.7
"47","40","    Farm","B018RX1",-13,8.3,3.7,1.6,-3.7,-1.8,0.1,-3.1,0.1,7.9,0.1,-3.7,-0.8,1,3.4,5.4
"48","41","    Nonfarm","A015RX1",44.3,23.2,73.6,69.5,70.8,61.2,-41.5,15.6,17.2,58.3,49.8,63.2,28.7,-39,-116.9,57.3
"49","42","Net exports of goods and services","A019RX1",-98.8,-110.7,-139.8,-252.6,-356.6,-451.6,-472.1,-548.8,-603.9,-688,-722.7,-729.2,-654.9,-504.1,-363,-422.5
"50","43","  Exports","B020RX1",845.7,916,1025.1,1048.5,1094.3,1188.3,1121.6,1099.2,1116.8,1222.8,1305.1,1422,1554.4,1647.7,1490.7,1665.5
"51","44","    Goods","A253RX1",575.4,626.2,716.2,732.2,760,844.3,792,763.5,777.2,842.9,906.1,991.4,1088.1,1156.6,1018.2,1167.5
"52","45","    Services","A646RX1",272.6,291.7,308.9,316.4,334.6,343.5,329.3,335.6,339.6,380,399,430.6,466.3,491.1,472,498.7
"53","46","  Imports","B021RX1",944.5,1026.7,1165,1301.1,1450.9,1639.9,1593.8,1648,1720.7,1910.8,2027.8,2151.2,2209.3,2151.7,1853.8,2088
"54","47","    Goods","A255RX1",766.1,837.9,958.7,1072.3,1206,1367.9,1324.2,1373.4,1440.9,1599.7,1708,1808.8,1862.2,1796.6,1513.5,1736.8
"55","48","    Services","B656RX1",180.9,190.3,206.9,229.4,244.9,271.7,269.6,274.5,279.8,311,319.8,342.4,347.1,355.5,340.5,352.4
"56","49","Government consumption expenditures and gross investment","A822RX1",1888.9,1907.9,1943.8,1985,2056.1,2097.8,2178.3,2279.6,2330.5,2362,2369.9,2402.1,2434.2,2502.7,2542.6,2568.3
"57","50","  Federal","A823RX1",704.1,696,689.1,681.4,694.6,698.1,726.5,779.5,831.1,865,876.3,894.9,906.1,971.8,1027.6,1076.9
"58","51","    National defense","A824RX1",476.8,470.4,457.2,447.5,455.8,453.5,470.7,505.3,549.2,580.4,589,598.4,611.8,657.7,693,720.2
"59","52","      Consumption expenditures","A997RX1",424.5,418.5,412.2,401.2,407.6,403.9,418.5,445.8,484.1,509.4,514.8,519.1,528,562.1,591.7,608.7
"60","53","      Gross investment","A788RX1",52.8,52.3,46.8,47.5,49.3,50.3,52.7,59.6,65.3,71.1,74.2,79.4,84,96.1,101.9,112.6
"61","54","    Nondefense","A825RX1",227.5,225.7,231.9,233.7,238.7,244.4,255.5,273.9,281.7,284.6,287.3,296.6,294.2,314,334.6,356.7
"62","55","      Consumption expenditures","A542RX1",201.2,196.2,203.2,201.2,202.9,212.4,224.2,239.7,247.1,250.2,251,257.5,254.7,271.8,290.6,306.6
"63","56","      Gross investment","A798RX1",27.1,29.3,29,32,34.8,31.6,31.3,34.2,34.6,34.4,36.3,39.1,39.5,42.3,44,50.4
"64","57","  State and local","A829RX1",1183.6,1211.1,1254.3,1303.8,1361.8,1400.1,1452.3,1500.6,1499.7,1497.1,1493.6,1507.2,1528.1,1532.6,1518.8,1497.4
"65","58","    Consumption expenditures","A991RX1",983,1001,1027.7,1070.8,1109.5,1133.7,1172.6,1211.3,1207.5,1207.4,1212,1220.7,1239.8,1240.2,1232.1,1220
"66","59","    Gross investment","A799RX1",201.9,211.1,227.1,233.7,252.7,266.6,279.7,289.4,292.2,289.8,281.6,286.4,288.3,292.3,286.8,277.6
"67","60","Residual","AR05RX1",-287.4,-246.1,-195.8,-148,-89.6,-46.6,-46.8,-31,-18.1,-5.5,0.2,-4.1,-9.9,-5.7,2.3,-42.2
"68",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","1. Net expenses of NPISHs, defined as their gross operating expenses less primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","sales to households.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2. Gross output is net of unrelated sales, secondary sales, and sales to business,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","to government, and to the rest of the world; excludes own-account investment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","(construction and software).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","3. Excludes unrelated sales, secondary sales, and sales to business, to government,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","and to the rest of the world; includes membership dues and fees.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","4. The quantity index for computers can be used to accurately measure the real growth of this",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","component.  However, because computers exhibit rapid changes in prices relative to other prices in the",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","economy, the chained-dollar estimates should not be used to measure the component's relative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","importance or its contribution to the growth rate of more aggregate series; accurate estimates of these",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","contributions are shown in table 1.5.2 and real growth rates are shown in table 1.5.1.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","5. Excludes software ""embedded,"" or bundled, in computers and other equipment.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","Note. The residual line is the difference between the first line and the sum of the most detailed lines.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
