"","Table 1#1#6# Real Gross Domestic Product, Chained Dollars       ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49"
"25","18","    Services","A646RX1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,338.6,354.3,336.6,345.7,350.8,395.4,410.3,443.5,504.1,528.3,522.6,558,600.6,614.7,636.6,645.2
"26","19","  Imports","A021RX1",243.2,253.6,267.1,297.2,311,303.9,270.1,323,358.3,389.3,395.8,369.5,379.3,374.5,421.7,524.4,558.4,606.1,642,667.2,696.6,721.5,720.4,771,837.6,937.5,1012.5,1100.6,1248.8,1394.8,1536.2,1736.2,1687,1748.8,1826.9,2035.3,2164.2,2301,2359,2298.6,1983.2,2235.4,2357.7,2412.6,2440.3,2537.3
"27","20","    Goods","A255RX1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1286.9,1455.4,1408.4,1461.1,1533,1704.1,1817.9,1925.4,1960.9,1887.9,1590.3,1826.7,1932.1,1973.1,1991.5,2072.4
"28","21","    Services","B656RX1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245.4,276.4,274.6,283.6,289.6,326.4,341.1,370.5,393.5,408.2,392.9,407.8,424.2,438.7,448.4,464.4
"29","22","Government consumption expenditures and gross investment","A822RX1",1488,1457.7,1431,1424.2,1419.6,1451.8,1483.8,1491.6,1509.2,1553.7,1582.6,1612.5,1628,1658,1721.6,1783.2,1904,2007.7,2066.9,2094.8,2155.1,2224.3,2250.9,2262.1,2243.3,2245.5,2257.5,2279.2,2322,2370.5,2451.7,2498.2,2592.4,2705.8,2764.3,2808.2,2826.2,2869.3,2914.4,2994.8,3089.1,3091.4,2997.4,2953.9,2894.5,2889.7
"30","23","  Federal","A823RX1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,815.3,817.7,849.8,910.8,973,1017.1,1034.8,1060.9,1078.7,1152.3,1217.7,1270.7,1236.4,1214.4,1145.3,1123.5
"31","24","    National defense","A824RX1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,516.9,512.3,530,567.3,615.4,652.7,665.5,678.8,695.6,748.1,788.3,813.5,795,768.7,717.7,702.4
"32","25","    Nondefense","A825RX1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,298.5,305.4,319.7,343.3,357.5,364.5,369.4,382.1,383.1,404.2,429.4,457.1,441.4,445.7,427.5,421
"33","26","  State and local","A829RX1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1643.6,1689.1,1751.5,1802.4,1795.3,1792.8,1792.3,1808.8,1836.1,1842.4,1871.4,1820.8,1761,1739.5,1748.4,1765.2
"34","27","Residual","A960RX1",-160.6,-157.3,-135.9,-114.7,-82.3,-88.4,-118.3,-103.5,-88.2,-63.8,-43.9,-41.3,-21.1,-85.8,-104.5,-76.1,-106,-128.6,-127.4,-108.6,-96.3,-106,-114.1,-100,-88.6,-69.4,-60.1,-45.9,-30.7,-22.1,-112.4,-83.6,-90.9,-70.5,-45.5,-19.6,-2.2,-3.8,-9.7,-13.6,0.2,-1.1,-10.8,-17.3,-22.5,-29.1
"35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","Note. Chained (2009) dollar series are calculated as the product of the chain-type quantity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","index and the 2009 current-dollar value of the corresponding series, divided by 100. Because",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","the formula for the chain-type quantity indexes uses weights of more than one period, the",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","corresponding chained-dollar estimates are usually not additive. The residual line is the",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","difference between the first line and the sum of the most detailed lines.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
