"","Table 2#8#6# Real Personal Consumption Expenditures by Major Typ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204"
"24","5","Services","DSERRX1","4,146,500.0","4,162,425.0","4,169,179.0","4,179,476.0","4,196,156.0","4,215,284.0","4,215,348.0","4,236,515.0","4,228,787.0","4,234,094.0","4,253,815.0","4,264,406.0","4,274,425.0","4,293,532.0","4,309,209.0","4,314,116.0","4,320,104.0","4,328,589.0","4,337,072.0","4,343,351.0","4,351,676.0","4,354,517.0","4,366,673.0","4,387,559.0","4,404,862.0","4,408,139.0","4,402,392.0","4,426,177.0","4,438,697.0","4,440,195.0","4,473,565.0","4,488,646.0","4,501,063.0","4,528,350.0","4,518,291.0","4,553,681.0","4,555,317.0","4,587,323.0","4,608,943.0","4,612,886.0","4,633,778.0","4,672,607.0","4,677,082.0","4,692,831.0","4,718,494.0","4,717,542.0","4,725,084.0","4,743,887.0","4,759,268.0","4,762,182.0","4,784,921.0","4,812,163.0","4,818,576.0","4,837,334.0","4,862,438.0","4,880,343.0","4,899,056.0","4,918,324.0","4,939,636.0","4,963,341.0","4,983,497.0","5,016,558.0","5,045,452.0","5,050,880.0","5,072,499.0","5,096,971.0","5,103,782.0","5,118,169.0","5,139,483.0","5,145,862.0","5,163,700.0","5,186,674.0","5,190,496.0","5,181,929.0","5,196,663.0","5,202,868.0","5,215,513.0","5,216,808.0","5,224,300.0","5,240,763.0","5,212,234.0","5,240,952.0","5,239,205.0","5,266,880.0","5,274,616.0","5,285,945.0","5,288,563.0","5,303,225.0","5,313,305.0","5,316,235.0","5,332,538.0","5,324,722.0","5,331,389.0","5,348,782.0","5,346,096.0","5,356,448.0","5,377,907.0","5,368,311.0","5,370,931.0","5,392,482.0","5,402,190.0","5,408,580.0","5,429,370.0","5,441,216.0","5,437,218.0","5,450,314.0","5,460,960.0","5,478,634.0","5,500,862.0","5,513,989.0","5,506,582.0","5,528,597.0","5,535,927.0","5,550,054.0","5,562,720.0","5,571,585.0","5,594,658.0","5,613,871.0","5,627,457.0","5,645,806.0","5,645,441.0","5,662,002.0","5,686,815.0","5,692,018.0","5,706,664.0","5,728,224.0","5,741,833.0","5,754,505.0","5,759,533.0","5,759,402.0","5,785,246.0","5,799,900.0","5,792,058.0","5,822,320.0","5,842,892.0","5,848,735.0","5,869,320.0","5,868,143.0","5,885,438.0","5,884,492.0","5,898,486.0","5,921,624.0","5,931,235.0","5,942,963.0","5,953,683.0","5,966,726.0","5,965,509.0","5,983,964.0","5,975,891.0","5,986,249.0","5,985,246.0","6,014,908.0","5,996,370.0","5,998,899.0","6,022,599.0","6,031,752.0","6,040,905.0","6,045,501.0","6,032,838.0","6,037,214.0","6,032,518.0","6,028,830.0","6,017,288.0","5,996,602.0","6,005,617.0","6,000,239.0","5,989,724.0","5,976,557.0","5,970,434.0","5,947,917.0","5,942,080.0","5,937,241.0","5,926,166.0","5,922,506.0","5,923,358.0","5,929,727.0","5,927,397.0","5,934,948.0","5,916,793.0","5,946,893.0","5,939,842.0","5,950,125.0","5,952,324.0","5,967,120.0","5,991,340.0","5,994,416.0","6,002,826.0","6,011,822.0","6,009,715.0","6,013,584.0","6,029,599.0","6,039,224.0","6,027,784.0","6,034,245.0","6,055,233.0","6,052,726.0","6,072,567.0","6,075,717.0","6,103,620.0","6,111,533.0","6,119,127.0"
"25",NA,"Addenda:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","6","  PCE excluding food and energy","DPCCRX1","5,052,988.0","5,038,239.0","5,078,446.0","5,061,260.0","5,094,945.0","5,142,018.0","5,123,098.0","5,147,966.0","5,174,198.0","5,156,870.0","5,191,687.0","5,225,492.0","5,197,226.0","5,240,951.0","5,266,517.0","5,294,750.0","5,302,623.0","5,310,388.0","5,331,693.0","5,346,903.0","5,364,650.0","5,374,583.0","5,387,994.0","5,414,603.0","5,439,671.0","5,452,419.0","5,469,892.0","5,459,373.0","5,470,705.0","5,504,104.0","5,552,672.0","5,600,002.0","5,595,427.0","5,614,504.0","5,648,535.0","5,680,554.0","5,690,338.0","5,720,593.0","5,741,290.0","5,779,850.0","5,817,943.0","5,851,864.0","5,861,967.0","5,893,161.0","5,941,560.0","5,978,834.0","6,000,648.0","6,043,359.0","6,030,292.0","6,068,114.0","6,092,746.0","6,130,141.0","6,161,451.0","6,189,178.0","6,198,945.0","6,241,115.0","6,272,348.0","6,286,205.0","6,333,914.0","6,389,617.0","6,402,408.0","6,468,972.0","6,512,279.0","6,488,482.0","6,516,305.0","6,525,037.0","6,539,839.0","6,570,633.0","6,627,901.0","6,626,747.0","6,627,852.0","6,639,236.0","6,661,348.0","6,675,935.0","6,665,220.0","6,679,040.0","6,712,055.0","6,727,410.0","6,730,772.0","6,781,957.0","6,700,298.0","6,881,689.0","6,857,555.0","6,836,639.0","6,872,746.0","6,898,971.0","6,890,037.0","6,933,353.0","6,888,586.0","6,930,433.0","6,971,383.0","6,982,251.0","6,944,869.0","6,955,882.0","6,971,350.0","7,023,663.0","7,027,215.0","6,995,200.0","7,041,179.0","7,067,233.0","7,100,336.0","7,144,420.0","7,175,137.0","7,233,266.0","7,210,749.0","7,220,626.0","7,257,913.0","7,268,535.0","7,294,685.0","7,309,825.0","7,341,138.0","7,333,818.0","7,381,257.0","7,348,426.0","7,404,316.0","7,416,588.0","7,466,291.0","7,481,687.0","7,494,679.0","7,548,732.0","7,540,981.0","7,573,616.0","7,583,084.0","7,653,567.0","7,607,194.0","7,691,546.0","7,742,398.0","7,704,601.0","7,681,976.0","7,692,975.0","7,741,038.0","7,770,499.0","7,842,361.0","7,832,881.0","7,853,657.0","7,875,063.0","7,865,961.0","7,889,830.0","7,911,255.0","7,904,584.0","7,946,489.0","7,968,968.0","7,995,877.0","8,051,469.0","8,044,580.0","8,043,900.0","8,077,484.0","8,068,098.0","8,110,476.0","8,103,767.0","8,109,045.0","8,135,611.0","8,143,367.0","8,154,581.0","8,166,291.0","8,167,177.0","8,164,350.0","8,139,927.0","8,127,486.0","8,149,094.0","8,153,357.0","8,144,203.0","8,112,343.0","8,103,818.0","8,054,931.0","7,993,880.0","7,970,109.0","7,933,106.0","7,956,451.0","7,939,877.0","7,891,144.0","7,881,533.0","7,886,167.0","7,880,920.0","7,910,757.0","7,978,629.0","7,893,633.0","7,908,230.0","7,929,073.0","7,950,060.0","7,946,422.0","7,972,447.0","8,026,331.0","8,046,156.0","8,050,448.0","8,057,576.0","8,072,353.0","8,095,979.0","8,120,330.0","8,160,258.0","8,181,938.0","8,191,754.0","8,201,709.0","8,248,740.0","8,264,865.0","8,262,452.0","8,261,300.0","8,252,277.0","8,283,423.0","8,288,679.0","8,334,592.0"
"27","7","  Food \1\","DFXARX1","554,546.0","546,724.0","548,198.0","544,254.0","548,678.0","548,470.0","546,895.0","547,125.0","547,576.0","546,410.0","548,031.0","554,308.0","552,411.0","551,228.0","552,591.0","554,902.0","554,209.0","554,906.0","554,549.0","553,319.0","553,016.0","554,612.0","554,999.0","556,571.0","558,181.0","558,112.0","561,628.0","558,272.0","555,155.0","555,725.0","560,241.0","558,895.0","559,927.0","559,845.0","561,460.0","557,778.0","557,509.0","559,289.0","560,727.0","561,756.0","563,140.0","566,218.0","566,986.0","566,268.0","569,300.0","568,142.0","570,190.0","576,048.0","575,651.0","578,723.0","580,203.0","583,449.0","585,120.0","583,295.0","585,662.0","588,412.0","592,880.0","588,481.0","591,610.0","614,083.0","584,775.0","591,821.0","599,664.0","600,286.0","597,838.0","604,416.0","601,142.0","600,606.0","603,143.0","607,383.0","606,532.0","608,591.0","609,243.0","604,521.0","602,226.0","609,357.0","611,334.0","607,273.0","605,982.0","606,322.0","609,287.0","607,079.0","606,269.0","611,341.0","605,013.0","605,226.0","606,879.0","602,396.0","608,252.0","609,413.0","611,338.0","608,916.0","606,953.0","611,090.0","615,805.0","615,937.0","618,736.0","620,243.0","616,409.0","615,012.0","611,846.0","611,326.0","618,033.0","620,531.0","619,802.0","618,431.0","615,758.0","612,222.0","623,789.0","620,898.0","621,115.0","620,760.0","618,330.0","618,309.0","618,989.0","622,073.0","629,426.0","628,957.0","630,222.0","633,352.0","637,683.0","639,322.0","640,451.0","637,859.0","636,736.0","642,823.0","641,534.0","646,957.0","651,094.0","654,236.0","653,305.0","651,915.0","651,190.0","657,981.0","655,355.0","661,084.0","664,275.0","660,811.0","662,423.0","665,511.0","660,974.0","670,037.0","668,940.0","677,397.0","677,098.0","673,024.0","669,545.0","668,694.0","669,998.0","669,901.0","674,436.0","669,690.0","673,152.0","675,383.0","674,890.0","682,500.0","674,092.0","669,887.0","674,782.0","672,223.0","673,464.0","677,928.0","672,019.0","667,198.0","660,305.0","655,552.0","652,615.0","642,298.0","646,184.0","646,132.0","648,651.0","651,677.0","656,190.0","656,385.0","658,592.0","658,240.0","665,617.0","665,837.0","666,619.0","667,963.0","667,429.0","675,615.0","671,841.0","665,966.0","667,030.0","668,662.0","666,333.0","676,185.0","675,911.0","679,263.0","683,446.0","679,607.0","682,380.0","684,292.0","679,598.0","684,649.0","682,896.0","684,852.0","685,447.0","685,070.0","682,381.0"
"28","8","  Energy goods and services \2\","DNRGRX1","415,066.0","428,115.0","410,894.0","425,567.0","431,004.0","431,278.0","437,054.0","442,733.0","424,743.0","418,393.0","437,545.0","434,719.0","438,098.0","443,341.0","448,372.0","440,151.0","442,442.0","441,531.0","429,167.0","438,844.0","425,868.0","436,852.0","440,307.0","433,658.0","436,768.0","435,821.0","428,090.0","445,510.0","438,875.0","434,392.0","444,015.0","434,147.0","439,740.0","457,430.0","443,156.0","453,680.0","431,833.0","446,811.0","457,059.0","447,874.0","459,912.0","470,148.0","460,954.0","463,235.0","464,639.0","449,622.0","443,303.0","452,418.0","458,890.0","448,174.0","461,304.0","463,290.0","463,778.0","472,933.0","478,079.0","468,479.0","465,191.0","469,590.0","445,824.0","465,486.0","454,762.0","450,990.0","439,898.0","456,572.0","468,802.0","469,164.0","462,198.0","471,955.0","471,030.0","463,904.0","471,142.0","504,500.0","473,383.0","472,358.0","478,879.0","461,825.0","460,785.0","450,294.0","468,456.0","458,530.0","461,480.0","468,689.0","452,873.0","459,530.0","454,732.0","461,806.0","467,315.0","465,904.0","479,618.0","474,505.0","476,104.0","477,156.0","475,465.0","485,453.0","484,079.0","481,082.0","488,422.0","484,817.0","471,379.0","493,726.0","485,356.0","473,832.0","479,807.0","491,896.0","480,342.0","487,289.0","493,501.0","493,591.0","498,094.0","496,025.0","482,378.0","494,113.0","495,138.0","489,544.0","485,233.0","484,555.0","489,987.0","492,641.0","492,848.0","491,271.0","498,210.0","486,485.0","500,938.0","489,962.0","499,893.0","498,514.0","502,208.0","502,500.0","484,550.0","486,643.0","484,558.0","490,453.0","454,870.0","476,589.0","478,493.0","477,760.0","487,302.0","480,368.0","502,092.0","483,643.0","485,471.0","496,774.0","480,117.0","469,731.0","484,323.0","493,117.0","470,167.0","499,743.0","473,016.0","476,378.0","480,751.0","489,264.0","486,437.0","470,649.0","476,401.0","480,700.0","475,670.0","468,080.0","482,066.0","471,837.0","466,148.0","463,869.0","451,411.0","448,928.0","446,752.0","462,675.0","466,199.0","465,558.0","473,720.0","460,615.0","472,947.0","463,476.0","463,523.0","466,380.0","457,821.0","471,348.0","466,531.0","473,240.0","453,268.0","475,658.0","475,436.0","473,759.0","463,777.0","457,578.0","478,102.0","480,485.0","481,262.0","485,129.0","477,625.0","470,794.0","473,653.0","478,124.0","470,007.0","457,586.0","462,664.0","456,353.0","459,861.0","459,508.0","473,717.0","466,741.0","468,350.0"
"29","9","  Market-based PCE \3\","DPCMRX1","5,247,337.0","5,232,006.0","5,257,905.0","5,252,310.0","5,292,869.0","5,327,610.0","5,324,092.0","5,351,265.0","5,366,423.0","5,339,517.0","5,387,166.0","5,427,772.0","5,392,387.0","5,427,866.0","5,462,086.0","5,483,652.0","5,497,110.0","5,497,497.0","5,499,721.0","5,523,444.0","5,528,423.0","5,562,587.0","5,581,255.0","5,601,677.0","5,622,721.0","5,634,069.0","5,651,644.0","5,647,239.0","5,649,387.0","5,679,867.0","5,736,288.0","5,769,569.0","5,770,232.0","5,802,016.0","5,821,531.0","5,852,313.0","5,844,042.0","5,880,700.0","5,901,623.0","5,937,383.0","5,981,265.0","6,018,643.0","6,015,288.0","6,045,128.0","6,091,245.0","6,111,878.0","6,128,088.0","6,185,344.0","6,177,822.0","6,212,243.0","6,240,896.0","6,275,001.0","6,306,546.0","6,335,063.0","6,345,971.0","6,381,039.0","6,412,916.0","6,423,983.0","6,450,831.0","6,534,992.0","6,502,365.0","6,562,572.0","6,593,336.0","6,595,731.0","6,621,698.0","6,636,193.0","6,634,495.0","6,667,665.0","6,725,990.0","6,720,099.0","6,727,615.0","6,773,531.0","6,768,295.0","6,779,641.0","6,769,170.0","6,760,272.0","6,790,560.0","6,798,231.0","6,812,934.0","6,854,249.0","6,776,505.0","6,957,581.0","6,918,760.0","6,903,921.0","6,929,602.0","6,960,887.0","6,962,185.0","6,998,354.0","6,971,315.0","7,012,980.0","7,054,896.0","7,069,364.0","7,020,459.0","7,044,215.0","7,064,731.0","7,106,480.0","7,105,846.0","7,083,806.0","7,116,237.0","7,157,136.0","7,179,782.0","7,207,867.0","7,240,760.0","7,312,557.0","7,285,591.0","7,294,738.0","7,334,823.0","7,341,020.0","7,378,329.0","7,382,448.0","7,402,347.0","7,402,557.0","7,441,233.0","7,403,505.0","7,459,330.0","7,471,739.0","7,523,970.0","7,543,259.0","7,556,976.0","7,614,053.0","7,616,686.0","7,649,921.0","7,664,555.0","7,720,339.0","7,692,071.0","7,768,341.0","7,822,638.0","7,784,863.0","7,749,432.0","7,756,011.0","7,787,377.0","7,820,123.0","7,848,212.0","7,865,088.0","7,879,811.0","7,906,024.0","7,909,698.0","7,917,043.0","7,960,081.0","7,927,896.0","7,970,067.0","8,007,346.0","8,009,973.0","8,063,017.0","8,074,477.0","8,078,352.0","8,085,635.0","8,103,890.0","8,115,205.0","8,109,658.0","8,122,615.0","8,157,793.0","8,161,064.0","8,152,414.0","8,170,201.0","8,182,146.0","8,161,580.0","8,116,503.0","8,137,490.0","8,142,331.0","8,150,064.0","8,143,787.0","8,097,396.0","8,079,707.0","8,017,204.0","7,973,438.0","7,946,589.0","7,916,294.0","7,954,304.0","7,935,499.0","7,903,646.0","7,901,016.0","7,918,259.0","7,915,743.0","7,941,120.0","8,020,453.0","7,948,596.0","7,970,478.0","7,964,539.0","8,011,340.0","8,006,787.0","8,032,266.0","8,070,005.0","8,073,859.0","8,102,524.0","8,116,264.0","8,126,723.0","8,160,823.0","8,179,096.0","8,215,962.0","8,249,873.0","8,256,489.0","8,263,323.0","8,285,806.0","8,305,732.0","8,298,050.0","8,299,895.0","8,294,227.0","8,344,408.0","8,340,801.0","8,381,462.0"
"30","10","  Market-based PCE excluding food and energy \3\","DPCXRX1","4,303,178.0","4,286,518.0","4,322,265.0","4,310,412.0","4,341,998.0","4,375,824.0","4,369,928.0","4,392,280.0","4,418,800.0","4,397,977.0","4,429,897.0","4,465,357.0","4,430,404.0","4,462,456.0","4,491,005.0","4,515,624.0","4,527,755.0","4,528,102.0","4,539,297.0","4,556,850.0","4,571,056.0","4,595,143.0","4,610,535.0","4,633,739.0","4,650,504.0","4,662,356.0","4,681,756.0","4,668,320.0","4,678,006.0","4,710,250.0","4,754,356.0","4,794,949.0","4,790,753.0","4,809,560.0","4,837,077.0","4,863,288.0","4,870,181.0","4,894,209.0","4,906,584.0","4,946,310.0","4,980,034.0","5,006,891.0","5,008,759.0","5,036,974.0","5,077,966.0","5,108,472.0","5,126,169.0","5,170,488.0","5,159,548.0","5,196,447.0","5,214,823.0","5,243,598.0","5,272,334.0","5,295,904.0","5,300,841.0","5,338,683.0","5,367,755.0","5,379,909.0","5,419,475.0","5,466,446.0","5,470,452.0","5,525,360.0","5,556,382.0","5,545,702.0","5,564,572.0","5,572,109.0","5,578,907.0","5,604,497.0","5,660,046.0","5,655,772.0","5,658,228.0","5,675,030.0","5,693,746.0","5,710,152.0","5,696,841.0","5,694,529.0","5,723,284.0","5,743,383.0","5,744,657.0","5,792,379.0","5,710,690.0","5,885,366.0","5,859,264.0","5,835,233.0","5,869,676.0","5,895,280.0","5,891,171.0","5,932,019.0","5,889,961.0","5,933,242.0","5,971,230.0","5,986,997.0","5,942,199.0","5,954,111.0","5,970,534.0","6,013,405.0","6,004,228.0","5,983,813.0","6,030,841.0","6,054,526.0","6,086,430.0","6,123,163.0","6,144,359.0","6,203,146.0","6,186,574.0","6,191,299.0","6,228,529.0","6,238,076.0","6,259,677.0","6,268,311.0","6,299,135.0","6,289,960.0","6,329,766.0","6,297,185.0","6,355,600.0","6,365,397.0","6,405,102.0","6,422,342.0","6,434,538.0","6,489,752.0","6,481,753.0","6,523,882.0","6,523,977.0","6,592,443.0","6,556,087.0","6,626,962.0","6,678,639.0","6,634,941.0","6,614,762.0","6,615,553.0","6,650,321.0","6,678,320.0","6,745,807.0","6,732,257.0","6,747,652.0","6,769,065.0","6,758,971.0","6,777,316.0","6,794,498.0","6,780,182.0","6,825,150.0","6,841,809.0","6,862,651.0","6,918,445.0","6,914,886.0","6,913,622.0","6,949,440.0","6,935,569.0","6,976,190.0","6,966,767.0","6,970,164.0","7,000,800.0","7,003,885.0","7,011,263.0","7,022,934.0","7,021,866.0","7,015,573.0","6,983,342.0","6,981,728.0","7,002,437.0","7,016,303.0","7,007,996.0","6,983,961.0","6,974,322.0","6,920,655.0","6,860,053.0","6,832,338.0","6,813,631.0","6,839,658.0","6,833,298.0","6,786,828.0","6,790,087.0","6,802,682.0","6,797,199.0","6,829,130.0","6,895,204.0","6,820,275.0","6,834,856.0","6,849,696.0","6,870,945.0","6,867,155.0","6,886,264.0","6,939,384.0","6,956,111.0","6,961,336.0","6,970,920.0","6,983,071.0","7,003,110.0","7,030,124.0","7,071,615.0","7,098,371.0","7,103,916.0","7,117,430.0","7,153,371.0","7,172,165.0","7,167,305.0","7,166,540.0","7,159,155.0","7,191,673.0","7,197,139.0","7,239,468.0"
"31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","1. Food consists of food and beverages purchased for off-premises consumption; food",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","services, which include purchased meals and beverages, are not classified as food.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2. Consists of gasoline and other energy goods and of electricity and gas services.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","3. Market-based PCE is a supplemental measure that is based on household expenditures",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
