"","Table 1#1#6C# Real Gross Domestic Product, Chained (1972) Dollar","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11"
"19","1","    Gross domestic product","A191CX1","818,306.0","854,081.0","903,515.0","961,528.0","1,024,176.0","1,050,059.0","1,100,895.0","1,135,096.0"
"20","2","Personal consumption expenditures","DPCECX1","487,520.0","507,591.0","537,826.0","571,847.0","604,286.0","622,399.0","658,307.0","682,963.0"
"21","3","  Goods","DGDSCX1","238,655.0","248,192.0","262,985.0","281,614.0","299,473.0","305,335.0","324,238.0","334,146.0"
"22","4","    Durable goods","DDURCX1","56,866.0","62,103.0","67,900.0","76,316.0","82,653.0","83,881.0","93,193.0","96,680.0"
"23","5","    Nondurable goods","DNDGCX1","183,072.0","187,013.0","195,793.0","205,659.0","217,088.0","221,749.0","231,132.0","237,526.0"
"24","6","  Services","DSERCX1","248,776.0","259,344.0","274,782.0","289,952.0","304,326.0","316,837.0","333,731.0","348,612.0"
"25","7","Gross private domestic investment","A006CX1","116,436.0","124,254.0","134,502.0","153,375.0","166,887.0","159,255.0","168,525.0","178,345.0"
"26","8","  Fixed investment","A007CX1","109,554.0","118,048.0","129,450.0","142,673.0","150,850.0","148,070.0","158,404.0","168,257.0"
"27","9","    Nonresidential","A008CX1","68,576.0","72,391.0","80,983.0","95,094.0","106,987.0","105,545.0","110,257.0","118,629.0"
"28","10","      Structures","B009CX1","32,171.0","32,542.0","35,931.0","41,661.0","44,513.0","43,388.0","44,006.0","46,383.0"
"29","11","      Equipment and software","B010CX1","37,533.0","40,691.0","45,885.0","54,294.0","62,983.0","62,566.0","66,465.0","72,342.0"
"30","12","    Residential","A011CX1","41,679.0","46,591.0","49,299.0","47,859.0","43,577.0","42,205.0","47,959.0","49,375.0"
"31","13","  Change in private inventories","A014CX1","7,764.0","7,183.0","6,122.0","11,670.0","16,721.0","12,019.0","10,921.0","10,740.0"
"32","14","Net exports of goods and services","A019CX1","4,502.0","6,334.0","9,330.0","6,716.0","3,962.0","1,732.0","-1,654.0","-2,230.0"
"33","15","  Exports","A020CX1","38,416.0","41,163.0","46,009.0","47,299.0","50,577.0","51,743.0","55,809.0","58,508.0"
"34","16","    Goods","A253CX1","28,014.0","30,215.0","34,354.0","34,535.0","36,934.0","37,107.0","40,047.0","42,145.0"
"35","17","    Services","A646CX1","10,343.0","10,868.0","11,518.0","12,690.0","13,562.0","14,632.0","15,756.0","16,342.0"
"36","18","  Imports","A021CX1","33,914.0","34,829.0","36,679.0","40,583.0","46,614.0","50,011.0","57,463.0","60,738.0"
"37","19","    Goods","A255CX1","22,660.0","23,577.0","25,133.0","28,692.0","33,214.0","34,964.0","42,187.0","44,496.0"
"38","20","    Services","B656CX1","11,230.0","11,222.0","11,511.0","11,850.0","13,355.0","14,987.0","15,257.0","16,219.0"
"39","21","Government consumption expenditures and gross investment","A822CX1","213,507.0","219,006.0","223,827.0","230,559.0","250,874.0","270,130.0","278,608.0","277,959.0"
"40","22","  Federal","A823CX1","124,336.0","124,414.0","122,769.0","122,712.0","136,291.0","149,856.0","151,065.0","145,881.0"
"41","23","    National defense","A824CX1","102,019.0","99,578.0","95,630.0","93,621.0","107,054.0","121,081.0","123,042.0","116,965.0"
"42","24","    Nondefense","A825CX1","22,868.0","25,313.0","27,513.0","29,377.0","29,680.0","29,401.0","28,705.0","29,474.0"
"43","25","  State and local","A829CX1","89,948.0","95,362.0","101,834.0","108,661.0","115,482.0","121,317.0","128,496.0","132,833.0"
"44","26","Residual","A960CX1","-8,900.0","-7,900.0","-6,400.0","-4,400.0","-3,900.0","-6,000.0","-5,000.0","-3,500.0"
"45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","Note. Chained (1972) dollar series are calculated as the product of the chain-type quantity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","index rebased with the reference year 1972 equal to 100 and of the 1972 current-dollar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","value of the corresponding series, divided by 100.  Because the formula for the chain-type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","quantity indexes uses weights of more than one period, the corresponding chained-dollar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","estimates are usually not additive.  The residual line is the difference between the first",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","line and the sum of the most detailed lines.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
