"","Table 2#5#4 Price Indexes for Personal Consumption Expenditures ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44"
"21","14","      Cleaning, repair, and rental of clothing","DCRCRG3",17.428,18.266,18.878,19.189,20.037,22.306,24.268,26.034,27.796,30.75,34.691,39.436,43.965,47.25,49.687,52.276,54.688,56.786,59.227,61.749,64.94,67.87,70.665,72.322,74.307,76.27,77.344,78.638,80.594,81.728,83.62,85.734,89.28,91.696,93.793,96.714,100,103.632,107.268,112.982,117.135
"22","15","        Laundry and dry cleaning services","DDRYRG3",17.989,18.739,19.355,19.549,20.198,22.582,24.983,26.646,28.325,31.302,35.275,40.115,44.696,48.048,50.539,53.158,55.615,57.757,60.237,62.792,66.05,69.022,71.909,73.585,75.585,77.585,78.675,79.993,81.982,83.323,85.362,87.076,90.221,92.99,95.096,97.765,100,103.027,106.297,110.959,114.194
"23","16","        Clothing repair, rental, and alterations","DLGRRG3",16.712,17.68,18.289,18.76,19.854,21.999,23.521,25.378,27.214,30.138,34.041,38.681,43.15,46.361,48.741,51.294,53.656,55.709,58.105,60.588,63.71,66.589,69.305,70.936,72.903,74.826,75.881,77.149,79.069,79.988,81.725,84.257,88.218,90.261,92.348,95.534,100,104.343,108.418,115.417,120.707
"24","17","    Footwear \2\","DFTWRG3",50.728,53.33,55.101,56.609,58.945,62.604,65.56,68.21,71.459,74.239,79.742,85.546,89.672,91.53,91.713,92.42,93.149,92.339,94.759,98.589,102.002,104.155,106.49,108.961,109.304,108.332,106.865,106.09,105.963,104.96,102.303,100.781,100.165,98.906,97.45,97.236,100,100.767,99.885,101.385,103.604
"25","18","  Housing, utilities, and fuels","DHUFRG3",17.535,18.295,19.24,19.947,20.918,22.48,24.255,26.011,28.368,30.353,33.183,37.086,41.356,44.982,47.665,50.049,52.553,54.685,56.64,58.84,61.231,64.054,66.087,67.856,69.78,71.535,73.432,75.709,77.745,79.442,81.326,84.426,88.273,90.693,93.709,96.341,100,104.405,108.146,112.497,113.269
"26","19","    Housing","DHSGRG3",19.162,19.981,20.909,21.663,22.584,23.43,24.947,26.579,28.819,30.796,33.173,36.22,39.909,43.193,45.79,48.175,51.051,54.074,56.532,59.069,61.522,64.414,66.449,68.268,70.129,72.101,74.328,76.58,78.728,81.221,83.472,86.06,89.456,93.043,95.383,97.607,100,103.599,107.267,110.314,112.345
"27","20","      Rental of tenant-occupied nonfarm housing \3\","DTENRG3",18.882,19.675,20.571,21.29,22.225,23.047,24.589,26.232,28.46,30.408,32.773,35.816,39.53,42.815,45.475,48.052,51.218,54.415,56.863,59.18,61.539,64.216,66.589,68.388,70.065,71.745,73.453,75.352,77.479,79.835,82.171,85.065,88.746,92.125,94.689,97.085,100,103.562,107.955,111.847,114.342
"28","21","      Imputed rental of owner-occupied nonfarm housing \4\","DOWNRG3",19.039,19.832,20.746,21.474,22.401,23.246,24.792,26.442,28.697,30.671,33.058,36.129,39.855,43.243,45.862,48.216,51.051,54.085,56.586,59.175,61.638,64.595,66.474,68.264,70.09,72.063,74.448,76.811,79.049,81.61,83.834,86.328,89.639,93.285,95.563,97.74,100,103.473,106.976,109.669,111.484
"29","22","      Rental value of farm dwellings","DFARRG3",27.409,29.339,31.124,33.116,33.728,34.885,35.018,35.871,37.681,40.083,42.187,44.134,45.743,44.312,44.723,45.157,44.586,43.549,43.964,47.95,51.618,55.163,58.912,62.766,70.504,78.489,81.732,84.399,80.904,81.601,83.846,86.338,89.621,93.281,95.572,97.756,100,111.192,113.34,124.146,131.807
"30","23","      Group housing","DGRHRG3",18.924,19.655,20.509,21.194,22.061,23.179,24.722,26.289,28.408,30.466,32.828,35.87,39.166,42.324,44.959,47.514,50.615,53.795,56.25,58.542,60.898,63.511,65.865,67.631,69.304,70.955,72.714,74.634,76.808,79.245,81.66,84.625,88.365,91.861,94.563,97.083,100,103.584,107.999,111.947,114.494
"31","24","    Household utilities and fuels","DUTFRG3",12.865,13.453,14.433,15.003,16.099,19.716,22.272,24.402,27.111,29.127,33.363,40.054,46.336,51.174,54.152,56.514,57.613,56.363,56.381,57.281,59.408,61.935,63.935,65.485,67.641,68.51,69.037,71.39,72.939,71.238,71.523,76.856,82.733,79.805,85.871,90.361,100,108.398,112.502,123.538,117.744
"32","25","      Water supply and sanitation","DWRSRG3",11.032,11.907,13.173,13.661,14.396,15.271,16.753,18.629,20.646,23.044,24.128,25.789,28.905,32.38,35.114,37.48,39.788,42.097,44.589,47.232,50.267,53.815,57.963,62.096,65.524,68.748,70.966,73.504,75.318,77.756,79.478,81.429,83.779,86.48,89.661,95.006,100,104.934,110.285,116.775,124.003
"33","26","      Electricity, gas, and other fuels","DEGFRG3",13.529,14.078,15.028,15.627,16.821,21.087,23.926,26.159,29.072,31.069,36.035,43.94,51.044,56.266,59.342,61.728,62.525,60.316,59.641,60.056,61.93,64.16,65.547,66.385,68.192,68.407,68.451,70.751,72.22,69.27,69.118,75.485,82.453,77.78,84.731,88.962,100,109.476,113.18,125.679,115.721
"34","27","        Electricity","DELCRG3",20.449,21.111,22.507,23.607,25.071,29.619,33.431,35.63,37.995,40.372,43.449,50.33,57.864,63.6,65.682,69.878,72.383,73.326,73.108,74.108,76.186,77.958,80.865,82.435,84.051,84.083,85.979,87.405,87.872,84.474,83.813,85.169,91.206,90.321,92.456,94.171,100,112.053,116.674,124.074,127.931
"35","28","        Natural gas","DGHERG3",8.646,9.132,9.796,10.282,10.774,12.101,14.495,16.978,20.158,21.983,25.5,30.488,34.748,41.49,48.605,48.924,48.61,46.257,44.163,43.888,45.091,45.131,45.697,46.54,49.392,50.316,47.665,49.604,53.051,52.06,52.435,61.879,73.711,62.845,77.129,83.633,100,102.459,102.411,116.23,90.808
"36","29","        Fuel oil and other fuels","DFULRG3",7.547,7.838,8.336,8.388,9.614,15.278,16.578,17.782,20.121,21.275,29.331,41.187,50.389,49.415,45.558,46.572,44.756,35.044,35.954,35.938,38.077,45.856,43.658,41.881,41.592,40.836,40.455,45.851,45.926,40.699,41.395,60.692,59.506,53.051,64.182,74.736,100,114.09,123.294,167.246,114.671
"37","30","  Furnishings, household equipment, and routine household maintenance","DFHHRG3",38.543,39.852,40.99,41.788,42.991,47.454,53.194,56.256,59.121,62.388,66.655,72.307,77.922,82.339,84.655,86.135,87.781,89.032,90.749,92.476,93.847,95.365,96.874,98.061,98.714,99.889,100.735,101.612,101.881,102.362,102.254,103.04,103.066,102.121,99.866,99.238,100,100.427,100.099,100.743,101.266
"38","31","    Furniture, furnishings, and floor coverings \5\","DFURRG3",47.397,48.489,49.392,50.06,51.609,55.683,60.049,62.112,64.2,67.401,71.583,78.023,83.705,87.55,89.628,91.401,93.679,95.345,97.004,99.055,99.719,101.185,101.908,103.931,105.183,107.075,107.867,108.86,108.917,109.25,108.548,107.78,106.347,104.354,101.87,100.781,100,99.336,97.486,95.871,95.316
"39","32","    Household textiles","DTEXRG3",53.185,54.186,55.215,56.356,57.531,65.818,70.78,73.687,78.381,82.279,88.051,95.502,102.239,110.662,116.157,120.383,122.705,124.35,127.863,131.597,132.173,133.225,133.288,134.28,134.218,134.211,132.351,129.546,126.603,123.336,122.166,120.315,116.089,112.944,106.305,102.397,100,95.355,90.509,87.074,83.51
"40","33","    Household appliances \6\","DHAPRG3",58.004,59.608,61.027,61.425,61.598,64.887,72.092,76.142,78.945,82.967,87.537,92.035,97.504,103.578,106.723,107.232,105.241,104.911,105.807,106.171,106.211,105.725,104.811,104.409,104.946,106.287,105.676,105.896,105.711,104.78,103.233,102.697,102.683,102.122,99.631,97.012,100,102.719,106.191,107.746,108.856
"41","34","    Glassware, tableware, and household utensils \7\","DUTERG3",39.42,40.661,41.861,43.716,46.206,52.197,61.091,64.97,67.696,72.585,78.563,86.734,95.417,99.412,101.277,101.484,101.905,104.656,107.219,108.031,109.662,111.822,114.405,116.682,116.047,117.588,115.275,113.928,113.193,115.681,113.27,111.92,108.849,104.901,100.724,100.571,100,96.347,94.63,95.746,95.785
"42","35","    Tools and equipment for house and garden","DTOORG3",60.766,60.42,59.871,59.799,59.93,63.669,69.577,72.048,73.562,75.156,79.293,84.731,90.622,97.366,99.684,99.769,102.988,101.228,101.485,101.565,97.985,98.833,99.918,99.793,99.806,101.576,101.602,103.295,104.777,102.185,100.057,100.023,99.476,98.308,96.109,97.162,100,101.114,101.292,100.403,100.776
"43","36","    Other household goods and services \8\","DOGSRG3",20.893,22.15,23.248,23.934,24.906,28.68,33.95,37.073,40.136,42.763,46.173,50.446,54.85,58.121,59.804,61.145,63.114,64.344,65.884,67.597,70.441,72.509,75.314,76.249,76.938,77.567,80.104,82.182,83.493,85.273,87.14,91.032,94.537,96.123,96.113,97.254,100,103.923,106.031,110.54,113.88
"44","37","  Health","DHLTRG3",11.776,12.568,13.15,13.634,14.193,15.418,17.079,18.64,20.146,21.807,23.846,26.635,29.826,33.129,36.115,38.782,41.151,43.588,46.346,49.819,54.024,58.517,62.972,67.263,70.654,73.363,75.806,77.574,79.082,80.626,82.585,85.003,87.991,90.471,93.689,96.986,100,103.176,106.559,109.33,112.331
"45","38","    Medical products, appliances, and equipment","DMPARG3",19.141,19.618,19.988,20.097,20.214,20.947,22.588,23.926,25.422,27.168,28.949,31.494,34.74,38.116,41.158,43.901,46.717,49.41,52.185,55.038,58.405,62.427,66.713,70.28,72.346,73.981,74.869,76.51,77.714,79.533,82.474,85.341,88.997,92.342,94.64,97.229,100,103.799,105.299,107.548,110.723
"46","39","      Pharmaceutical and other medical products \9\","DPHMRG3",17.741,18.104,18.335,18.349,18.369,18.94,20.405,21.603,22.965,24.61,26.286,28.609,31.749,35.089,38.183,41.027,43.942,46.712,49.44,52.331,55.866,60.139,64.768,68.466,70.499,72.153,72.691,74.395,75.594,77.485,80.83,83.871,87.838,91.689,94.305,97.049,100,104.027,105.499,107.946,111.442
"47","40","        Pharmaceutical products","DPNPRG3",17.599,17.958,18.185,18.198,18.217,18.78,20.229,21.416,22.765,24.402,26.07,28.38,31.507,34.83,37.921,40.77,43.691,46.46,49.195,52.1,55.636,59.925,64.581,68.295,70.317,71.973,72.479,74.187,75.387,77.285,80.655,83.72,87.728,91.622,94.261,97.024,100,104.054,105.532,108.002,111.521
"48","41","        Other medical products","DOMPRG3",28.522,29.188,29.668,29.737,29.837,30.898,33.464,35.486,37.795,40.165,42.577,45.97,50.199,54.945,58.368,61.068,63.732,66.834,69.34,71.599,75.462,79.109,82.608,85.693,88.562,90.232,93.166,94.627,95.723,96.965,97.847,98.621,98.662,98.288,98.639,99.522,100,101.45,102.412,102.722,104.113
"49","42","      Therapeutic appliances and equipment","DTAERG3",26.123,27.224,28.39,29.078,29.778,31.445,34.02,36.096,38.282,40.509,42.793,46.491,50.138,53.521,56.141,58.283,60.614,63.001,66.068,68.888,71.713,74.912,77.935,81.043,83.338,84.94,87.507,88.887,90.146,91.645,92.523,94.473,96.314,96.524,96.813,98.395,100,102.321,103.997,104.978,106.064
"50","43","    Outpatient services","DOUTRG3",13.589,14.539,15.503,16.024,16.546,18.011,20.145,22.22,24.187,26.083,28.33,31.439,34.697,37.659,40.395,43.072,45.724,48.713,51.76,55.251,58.926,62.801,66.475,70.215,73.535,76.93,79.565,80.819,82.96,85.015,86.969,89.065,91.855,93.179,95.134,97.562,100,101.862,105.627,108.007,110.466
"51","44","      Physician services \10\","DPHYRG3",13.122,14.08,15.027,15.507,15.994,17.483,19.61,21.839,23.855,25.81,28.205,31.189,34.599,37.849,40.812,43.648,46.184,49.541,53.189,56.997,61.177,65.578,69.442,73.804,77.913,81.817,85.035,85.631,86.782,88.641,90.609,92.181,94.804,94.797,96.273,98.238,100,100.954,105.09,106.2,108.773
"52","45","      Dental services","DDENRG3",11.551,12.196,12.982,13.508,13.95,14.987,16.552,17.637,18.94,20.255,21.956,24.571,26.915,28.999,30.942,33.453,35.568,37.541,40.089,42.778,45.399,48.361,51.927,55.369,58.222,60.953,63.89,66.839,69.935,72.911,76.319,79.798,83.032,86.737,90.289,94.737,100,105.208,110.662,116.345,119.819
"53","46","      Paramedical services","DPMSRG3",15.957,17.184,18.305,18.872,19.564,21.338,24.009,26.706,29.189,31.439,33.582,37.368,40.877,43.602,46.256,48.331,51.698,54.492,56.189,59.407,62.581,65.871,69.199,71.939,74.162,77.083,78.68,80.048,83.139,85.026,86.25,88.449,91.266,93.495,95.455,97.711,100,101.904,104.431,107.456,109.372
"54","47","        Home health care","DHHCRG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.137,60.42,63.709,67.105,70.351,73.191,75.498,78.525,79.92,81.354,85.44,87.753,88.497,91.803,94.211,96.342,96.693,98.971,100,100.65,102.47,104.161,105.765
"55","48","        Medical laboratories","DMLBRG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.417,62.841,66.214,69.7,73.141,76.068,78.457,81.619,86.151,87.276,87.948,88.201,87.749,89.599,92.887,94.434,95.823,96.433,100,100.302,103.104,103.319,104.289
"56","49","        Other professional medical services \11\","DOMDRG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.304,58.463,61.56,64.776,68.126,70.792,72.949,75.782,77.097,78.459,81.279,83.177,84.956,86.667,89.585,91.998,94.791,97.381,100,102.858,105.68,109.995,112.291
"57","50","    Hospital and nursing home services","DHPNRG3",9.158,9.897,10.284,10.794,11.431,12.575,13.932,15.205,16.415,17.872,19.759,22.31,25.329,28.665,31.661,34.224,36.276,38.271,40.787,44.323,49.022,54.025,59.068,63.932,67.687,70.119,72.812,75.027,76.107,77.149,78.771,81.278,84.17,87.282,91.967,96.348,100,104.15,107.989,111.361,114.802
"58","51","      Hospitals \12\","DHSPRG3",8.607,9.298,9.652,10.138,10.746,11.796,13.095,14.348,15.535,16.91,18.728,21.252,24.277,27.717,30.841,33.511,35.651,37.775,40.411,44.174,49.245,54.613,60.149,65.627,69.776,72.308,74.867,76.674,77.31,77.879,79.227,81.327,83.737,86.806,91.854,96.338,100,104.377,108.021,111.234,114.612
"59","52","      Nursing homes","DNRSRG3",13.081,14.159,14.783,15.467,16.313,18.118,19.884,21.298,22.66,24.7,27.073,29.794,32.741,35.236,37.282,39.145,40.676,41.923,43.768,46.048,48.821,52.075,54.84,56.913,58.921,60.93,64.209,68.127,71.051,74.071,76.868,81.172,86.276,89.598,92.519,96.395,100,102.988,107.847,112.055,115.842
"60","53","  Transportation","DTRNRG3",23.651,24.495,25.536,25.893,26.843,30.722,33.535,35.731,37.909,40.235,46.317,55.475,61.109,61.778,62.402,63.495,64.639,61.9,64.575,66.035,69.167,72.239,73.483,74.645,76.568,78.585,80.854,82.991,83.733,81.555,83.382,88.617,88.406,87.209,89.448,93.114,100,105.018,108.735,116.038,105.27
"61","54","    Motor vehicles","DMTRRG3",31.871,32.728,34.389,34.447,34.812,36.91,40.632,43.789,46.271,49.684,53.206,56.672,61.468,64.756,67.718,70.603,72.528,74.871,78.713,79.952,82.414,82.676,85.27,87.058,91.292,96.302,100.68,103.052,103.589,102.424,102.842,103.224,103.366,102.549,99.308,98.487,100,99.591,98.573,96.507,95.952
"62","55","      New motor vehicles","DNMVRG3",37.371,38.436,40.036,39.744,39.756,41.974,45.749,48.596,51.158,55.019,59.269,63.909,67.702,70.349,72.153,74.253,76.742,80.066,82.432,83.751,85.644,87.484,90.896,93.243,95.952,99.462,101.936,103.924,104.61,104.08,104.012,103.888,103.323,101.639,100.176,99.509,100,99.356,98.256,96.765,97.784
"63","56","      Net purchases of used motor vehicles","DNPVRG3",17.406,17.736,19.476,20.516,21.979,23.818,27.418,31.535,33.929,36.136,37.547,37.763,45.315,50.555,57.565,63.485,63.629,62.766,71.792,72.851,77.224,73.018,73.765,74.41,81.864,90.099,98.35,101.446,101.722,99.476,100.733,102.036,103.562,104.564,97.368,96.195,100,100.096,99.244,96.103,93.008
"64","57","    Motor vehicle operation","DMVORG3",18.879,19.491,20.078,20.492,21.744,26.606,28.888,30.465,32.404,34.167,41.871,53.02,58.288,57.655,56.955,56.735,57.507,51.603,53.428,54.584,57.945,62.619,63.197,63.881,64.223,65.117,66.324,68.591,68.988,65.9,68.725,76.966,77.148,76.289,82.196,89.267,100,108.433,115.587,128.606,110.787
"65","58","      Motor vehicle parts and accessories","DMVPRG3",49.526,51.892,53.801,54.159,52.756,56.32,61.423,65.78,70.215,73.483,80.648,89.637,94.182,96.482,93.747,90.135,90.088,89.819,90.544,91.953,93.906,94.234,95.081,95.704,94.143,93.61,93.935,93.779,93.277,92.494,92.046,92.371,94.641,96.287,97.225,97.716,100,104.051,107.598,113.23,117.624
"66","59","      Motor vehicle fuels, lubricants, and fluids","DMFLRG3",14.354,14.482,14.588,14.777,16.19,21.871,23.339,24.331,25.74,26.858,35.993,49.955,55.584,52.772,51.047,50.283,50.689,39.81,41.34,41.691,45.539,51.843,51.162,50.963,50.446,50.685,51.491,54.645,54.634,47.555,51.788,66.17,63.776,59.915,69.782,82.086,100,112.842,123.921,144.451,105.862
"67","60","      Motor vehicle maintenance and repair","DVMRRG3",17.447,18.741,20.092,20.974,22.145,24.378,27.493,29.488,31.706,34.28,37.595,41.443,45.217,48.526,50.564,52.168,53.535,55.155,57.191,59.482,61.861,64.262,66.968,69.417,71.442,73.334,75.013,76.938,78.919,80.844,83.066,85.705,88.685,91.933,94.53,96.733,100,104.211,107.752,112.977,117.598
"68","61","      Other motor vehicle services","DOVSRG3",27.114,27.513,27.938,28.231,29.225,30.859,33.022,34.596,36.277,37.993,41.825,46.345,50.766,55.009,58.034,61.166,63.915,69.216,73.89,76.324,79.721,82.672,84.504,85.161,88.164,91.659,94.625,95.01,93.933,94.676,95.268,97.188,100.015,100.375,99.517,98.38,100,101.633,102.515,106.264,114.697
"69","62","    Public transportation","DPUBRG3",24.024,26.336,28.428,29.415,30.238,32.33,35.322,38.26,40.717,42.572,45.707,58.199,68.484,69.985,71.929,75.463,75.554,71.88,75.108,79.963,84.09,87.241,87.511,89.516,93.528,90.8,92.032,91.529,95.633,96.941,96.921,100.351,95.723,90.302,93.137,94.598,100,106.13,107.52,115.96,112.444
"70","63","      Ground transportation \13\","DGRDRG3",15.636,17.383,18.835,19.662,19.966,21.072,23.101,24.989,26.731,28.163,30.262,35.03,41.047,45.151,47.354,50.233,52.13,55.795,57.368,59.606,61.413,64.382,67.485,70.226,71.109,71.761,72.565,77.961,79.211,79.863,79.862,81.862,84.416,86.596,91.57,95.997,100,104.699,106.311,111.358,116.099
"71","64","      Air transportation","DAITRG3",30.046,32.348,34.755,35.591,37.06,40.121,43.693,47.385,50.218,52.2,56.014,75.778,89.413,87.36,88.693,92.489,90.802,81.016,85.364,92.04,97.771,100.91,98.856,100.133,106.512,101.125,102.578,97.795,103.714,105.227,105.359,110.346,101.631,91.409,93.59,93.606,100,107.334,108.696,119.825,111.581
"72","65","      Water transportation","DWATRG3",38.274,41.373,43.574,45.519,47.518,51.444,56.24,60.579,65.029,69.949,73.495,78.644,82.807,86.253,89.251,91.99,95.343,100.206,102.748,104.245,108.251,113.109,117.718,121.444,124.831,127.591,131.494,134.908,138.513,145.453,140.867,125.979,114.001,109.477,100.4,98.818,100,99.627,99.377,97.746,88.703
"73","66","  Communication","DCMCRG3",50.783,51.349,54.638,57.753,59.147,62.417,64.422,68.21,69.026,70.348,70.6,71.756,79.245,87.527,92.522,98.54,102.178,105.395,103.393,103.555,103.946,103.914,106.172,106.511,107.061,109.055,109.613,110.064,110.823,109.893,107.41,104.109,102.805,103.307,102.918,101.048,100,99.684,97.206,98.636,100.27
"74","67","    Telephone and facsimile equipment","DTCERG3",35.02,36.321,38.797,41.366,42.685,44.219,47.101,50.276,53.324,57.989,61.563,66.671,74.709,84.312,92.764,100.309,108.739,117.656,126.565,135.48,144.207,155.903,164.016,173.034,179.109,185.579,192.749,203.667,213.545,207.334,183.743,165.966,148.96,135.743,120.94,108.562,100,90.991,84.441,80.914,77.296
"75","68","    Postal and delivery services","DPSSRG3",16.875,16.997,19.868,21.094,21.389,24.725,25.471,32.14,32.651,35.338,37.295,37.412,43.86,49.109,49.232,49.37,53.651,54.521,54.695,59.882,61.896,62.171,70.498,71.599,71.91,72.201,78.81,79.089,79.33,79.858,82.505,83.269,87.017,91.728,96.587,98.649,100,105.902,109.554,115.91,118.665
