"","Table 2#5#6 Real Personal Consumption Expenditures by Function, ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17"
"44","26","      Electricity, gas, and other fuels","DEGFRX1","191,765.0","196,739.0","193,578.0","197,283.0","199,903.0","203,397.0","200,240.0","205,615.0","209,139.0","209,678.0","211,392.0","203,822.0","208,012.0","199,911.0"
"45","27","        Electricity","DELCRX1","101,863.0","103,531.0","103,223.0","110,575.0","111,652.0","115,487.0","113,334.0","118,584.0","120,632.0","123,043.0","128,720.0","125,780.0","127,662.0","126,732.0"
"46","28","        Natural gas","DGHERX1","64,385.0","69,454.0","67,603.0","60,859.0","61,478.0","63,461.0","62,726.0","61,314.0","63,352.0","62,517.0","61,646.0","58,478.0","60,684.0","57,733.0"
"47","29","        Fuel oil and other fuels","DFULRX1","32,121.0","31,081.0","28,815.0","28,423.0","29,846.0","26,209.0","26,048.0","26,934.0","26,192.0","24,590.0","21,026.0","19,529.0","19,745.0","16,026.0"
"48","30","  Furnishings, household equipment, and routine household maintenance","DFHHRX1","249,855.0","259,539.0","272,150.0","289,996.0","312,604.0","332,386.0","340,653.0","355,988.0","376,973.0","403,505.0","423,859.0","443,515.0","455,857.0","446,620.0"
"49","31","    Furniture, furnishings, and floor coverings \5\","DFURRX1","73,050.0","76,512.0","81,186.0","87,358.0","96,463.0","106,188.0","110,073.0","117,081.0","123,531.0","133,895.0","143,005.0","150,658.0","154,669.0","149,572.0"
"50","32","    Household textiles","DTEXRX1","20,482.0","22,273.0","23,799.0","25,166.0","26,975.0","28,461.0","29,319.0","30,949.0","34,046.0","37,290.0","40,220.0","44,161.0","47,473.0","48,395.0"
"51","33","    Household appliances \6\","DHAPRX1","27,466.0","27,976.0","28,174.0","30,580.0","34,044.0","36,651.0","38,268.0","40,303.0","42,558.0","46,383.0","47,601.0","48,635.0","48,009.0","46,770.0"
"52","34","    Glassware, tableware, and household utensils \7\","DUTERX1","20,597.0","21,743.0","22,689.0","24,486.0","28,171.0","31,517.0","34,098.0","38,105.0","41,117.0","43,130.0","45,361.0","49,570.0","51,889.0","50,343.0"
"53","35","    Tools and equipment for house and garden","DTOORX1","12,840.0","13,208.0","13,825.0","15,092.0","16,369.0","17,073.0","17,696.0","18,388.0","19,887.0","21,382.0","22,310.0","23,162.0","23,206.0","23,110.0"
"54","36","    Other household goods and services \8\","DOGSRX1","99,836.0","101,648.0","106,311.0","110,915.0","113,102.0","114,035.0","112,111.0","111,521.0","116,014.0","121,494.0","125,363.0","127,505.0","131,068.0","128,970.0"
"55","37","  Health","DHLTRX1","1,089,632.0","1,119,330.0","1,163,192.0","1,215,055.0","1,251,230.0","1,305,365.0","1,374,456.0","1,455,805.0","1,498,397.0","1,547,292.0","1,601,456.0","1,636,120.0","1,680,120.0","1,717,881.0"
"56","38","    Medical products, appliances, and equipment","DMPARX1","141,743.0","151,935.0","165,906.0","185,592.0","205,816.0","224,006.0","239,153.0","253,630.0","268,981.0","278,642.0","285,505.0","296,097.0","304,621.0","301,261.0"
"57","39","      Pharmaceutical and other medical products \9\","DPHMRX1","117,083.0","125,333.0","137,142.0","154,600.0","173,254.0","189,577.0","206,068.0","218,308.0","232,826.0","241,623.0","247,268.0","256,795.0","263,102.0","258,851.0"
"58","40","        Pharmaceutical products","DPNPRX1","115,562.0","123,902.0","135,761.0","153,015.0","171,477.0","187,589.0","203,980.0","216,105.0","230,539.0","239,197.0","244,722.0","254,087.0","260,215.0","255,749.0"
"59","41","        Other medical products","DOMPRX1","1,450.0","1,398.0","1,384.0","1,582.0","1,773.0","1,977.0","2,086.0","2,203.0","2,290.0","2,427.0","2,546.0","2,710.0","2,890.0","3,116.0"
"60","42","      Therapeutic appliances and equipment","DTAERX1","24,013.0","25,881.0","28,023.0","30,350.0","32,104.0","34,051.0","33,051.0","35,269.0","36,148.0","37,021.0","38,236.0","39,299.0","41,534.0","42,454.0"
"61","43","    Outpatient services","DOUTRX1","423,045.0","434,691.0","444,966.0","459,246.0","468,138.0","490,231.0","517,987.0","552,398.0","580,300.0","608,523.0","636,465.0","652,850.0","669,619.0","691,813.0"
"62","44","      Physician services \10\","DPHYRX1","209,148.0","214,180.0","219,946.0","227,908.0","234,086.0","248,688.0","262,964.0","284,086.0","302,608.0","316,943.0","332,403.0","343,516.0","347,877.0","359,490.0"
"63","45","      Dental services","DDENRX1","71,042.0","71,516.0","72,825.0","74,924.0","76,640.0","79,668.0","83,490.0","87,124.0","86,526.0","88,606.0","88,999.0","88,911.0","89,790.0","88,978.0"
"64","46","      Paramedical services","DPMSRX1","144,077.0","150,044.0","153,168.0","157,343.0","158,310.0","162,589.0","172,215.0","181,664.0","191,303.0","203,030.0","215,063.0","220,474.0","232,062.0","243,727.0"
"65","47","        Home health care","DHHCRX1","52,062.0","54,638.0","53,449.0","51,625.0","48,789.0","46,623.0","48,216.0","48,818.0","51,903.0","56,718.0","61,216.0","63,650.0","69,155.0","74,808.0"
"66","48","        Medical laboratories","DMLBRX1","10,973.0","11,603.0","13,013.0","15,019.0","16,572.0","18,873.0","21,256.0","22,263.0","23,994.0","25,699.0","26,704.0","27,996.0","28,275.0","29,708.0"
"67","49","        Other professional medical services \11\","DOMDRX1","80,805.0","83,521.0","86,407.0","90,448.0","92,781.0","97,035.0","102,701.0","110,646.0","115,444.0","120,623.0","127,143.0","128,845.0","134,677.0","139,348.0"
"68","50","    Hospital and nursing home services","DHPNRX1","526,410.0","534,149.0","554,223.0","572,421.0","579,469.0","592,782.0","618,712.0","650,939.0","649,371.0","660,154.0","679,487.0","687,208.0","705,907.0","724,720.0"
"69","51","      Hospitals \12\","DHSPRX1","425,346.0","430,487.0","446,892.0","462,357.0","471,098.0","484,333.0","510,057.0","540,904.0","537,562.0","548,919.0","567,007.0","575,811.0","592,209.0","611,348.0"
"70","52","      Nursing homes","DNRSRX1","100,991.0","103,750.0","107,398.0","110,078.0","108,260.0","108,297.0","108,560.0","110,064.0","111,799.0","111,234.0","112,480.0","111,381.0","113,676.0","113,359.0"
"71","53","  Transportation","DTRNRX1","685,269.0","721,685.0","766,505.0","820,494.0","876,060.0","900,970.0","920,866.0","938,382.0","958,564.0","976,740.0","979,344.0","960,594.0","971,594.0","897,655.0"
"72","54","    Motor vehicles","DMTRRX1","218,855.0","228,853.0","245,150.0","274,084.0","301,103.0","311,399.0","330,893.0","350,732.0","360,736.0","365,067.0","361,601.0","347,993.0","353,582.0","300,586.0"
"73","55","      New motor vehicles","DNMVRX1","144,650.0","147,195.0","155,059.0","172,343.0","192,341.0","202,823.0","222,621.0","239,623.0","251,164.0","253,675.0","248,894.0","234,558.0","237,285.0","190,528.0"
"74","56","      Net purchases of used motor vehicles","DNPVRX1","74,115.0","81,686.0","90,188.0","101,888.0","108,805.0","108,522.0","108,159.0","111,054.0","109,516.0","111,351.0","112,707.0","113,416.0","116,273.0","110,088.0"
"75","57","    Motor vehicle operation","DMVORX1","429,575.0","453,263.0","479,495.0","495,452.0","516,809.0","524,913.0","523,835.0","516,102.0","523,251.0","533,244.0","540,961.0","536,401.0","540,375.0","517,683.0"
"76","58","      Motor vehicle parts and accessories","DMVPRX1","37,649.0","40,144.0","41,954.0","42,680.0","44,618.0","45,240.0","43,597.0","43,281.0","44,523.0","46,244.0","48,046.0","48,593.0","48,781.0","46,309.0"
"77","59","      Motor vehicle fuels, lubricants, and fluids","DMFLRX1","233,846.0","238,803.0","246,052.0","256,104.0","263,488.0","261,341.0","263,552.0","267,499.0","276,279.0","282,091.0","283,798.0","278,855.0","280,948.0","271,656.0"
"78","60","      Motor vehicle maintenance and repair","DVMRRX1","124,612.0","130,149.0","134,700.0","139,493.0","144,331.0","148,670.0","150,916.0","148,845.0","151,701.0","153,345.0","154,903.0","150,554.0","150,391.0","140,281.0"
"79","61","      Other motor vehicle services","DOVSRX1","37,688.0","44,861.0","54,220.0","55,414.0","60,630.0","63,662.0","60,934.0","54,741.0","50,855.0","51,769.0","54,215.0","58,559.0","60,465.0","59,216.0"
"80","62","    Public transportation","DPUBRX1","53,034.0","57,030.0","59,679.0","63,879.0","67,719.0","72,706.0","70,976.0","71,922.0","74,169.0","78,153.0","76,782.0","75,934.0","77,583.0","74,476.0"
"81","63","      Ground transportation \13\","DGRDRX1","22,985.0","22,365.0","22,787.0","24,611.0","25,678.0","26,359.0","26,969.0","26,714.0","25,473.0","26,232.0","26,405.0","27,139.0","26,891.0","27,821.0"
"82","64","      Air transportation","DAITRX1","30,291.0","34,019.0","35,884.0","38,269.0","40,853.0","44,556.0","42,185.0","43,229.0","46,316.0","49,316.0","47,654.0","45,995.0","47,671.0","43,667.0"
"83","65","      Water transportation","DWATRX1","804.0","1,107.0","1,304.0","1,376.0","1,480.0","1,760.0","2,019.0","2,100.0","2,396.0","2,618.0","2,723.0","2,818.0","3,031.0","3,115.0"
"84","66","  Communication","DCMCRX1","90,265.0","98,412.0","108,377.0","118,837.0","134,743.0","155,670.0","166,645.0","171,788.0","176,662.0","185,905.0","192,759.0","208,459.0","225,430.0","232,251.0"
"85","67","    Telephone and facsimile equipment","DTCERX1","1,562.0","1,664.0","1,750.0","2,015.0","2,616.0","3,323.0","3,920.0","4,599.0","5,346.0","6,523.0","7,543.0","9,025.0","10,326.0","11,171.0"
"86","68","    Postal and delivery services","DPSSRX1","11,614.0","11,990.0","12,160.0","12,255.0","11,957.0","11,877.0","11,099.0","10,308.0","9,378.0","9,326.0","9,261.0","8,968.0","8,899.0","8,225.0"
"87","69","      First-class postal service by U.S. Postal Service (USPS)","DPSTRX1","9,285.0","9,616.0","9,802.0","9,768.0","9,484.0","9,332.0","8,731.0","8,140.0","7,289.0","7,353.0","7,273.0","6,985.0","6,974.0","6,508.0"
"88","70","      Other delivery services (by non-USPS facilities)","DODSRX1","2,287.0","2,319.0","2,282.0","2,448.0","2,448.0","2,541.0","2,362.0","2,158.0","2,101.0","1,972.0","1,988.0","1,982.0","1,925.0","1,724.0"
"89","71","    Telecommunication services","DTCSRX1","77,172.0","83,913.0","92,856.0","101,226.0","111,927.0","125,348.0","134,657.0","136,144.0","137,072.0","142,122.0","146,067.0","156,796.0","158,148.0","161,293.0"
"90","72","    Internet access","DINTRX1","1,719.0","2,774.0","3,568.0","5,175.0","9,675.0","16,329.0","17,792.0","21,207.0","25,055.0","27,971.0","29,888.0","33,776.0","50,443.0","54,982.0"
"91","73","  Recreation","DRRLRX1","390,301.0","420,500.0","452,095.0","495,109.0","551,328.0","600,580.0","623,608.0","657,757.0","699,106.0","756,057.0","807,396.0","866,662.0","926,742.0","949,195.0"
"92","74","    Video and audio equipment, computers, and related services","DVPIRX1","55,649.0","65,084.0","75,880.0","92,856.0","114,100.0","134,005.0","149,286.0","166,608.0","184,573.0","211,957.0","239,432.0","272,708.0","307,756.0","333,373.0"
"93","75","      Video and audio equipment","DVAARX1","31,043.0","33,326.0","34,906.0","41,218.0","49,881.0","59,127.0","66,281.0","74,945.0","81,235.0","93,536.0","107,766.0","125,825.0","143,681.0","159,105.0"
"94","76","      Information processing equipment \14\","ZZZZZZ1",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....","....."
"95","77","      Services related to video and audio goods and computers","DSVCRX1","53,247.0","54,479.0","55,518.0","58,315.0","63,359.0","66,906.0","68,152.0","66,274.0","68,615.0","74,098.0","75,723.0","78,335.0","83,581.0","85,601.0"
"96","78","    Sports and recreational goods and related services","DODRRX1","86,070.0","91,281.0","97,312.0","107,734.0","121,947.0","135,571.0","141,975.0","151,621.0","162,805.0","175,344.0","188,400.0","201,101.0","214,432.0","216,058.0"
"97","79","      Sports and recreational vehicles","DWHLRX1","24,027.0","25,505.0","27,771.0","30,506.0","33,113.0","35,664.0","35,627.0","36,982.0","41,448.0","45,738.0","47,741.0","48,519.0","50,328.0","47,730.0"
"98","80","      Other sporting and recreational goods","DORIRX1","60,068.0","63,800.0","67,556.0","74,774.0","85,635.0","95,966.0","101,825.0","109,596.0","116,263.0","124,478.0","135,249.0","146,897.0","158,196.0","163,268.0"
"99","81","      Maintenance and repair of recreational vehicles and sports equipment","DRRERX1","2,266.0","2,268.0","2,450.0","2,944.0","3,485.0","4,103.0","4,498.0","4,923.0","5,079.0","5,160.0","5,410.0","5,738.0","6,037.0","5,413.0"
"100","82","    Membership clubs, sports centers, parks, theaters, and museums","DRLSRX1","96,916.0","100,435.0","103,080.0","106,085.0","106,231.0","106,873.0","105,612.0","106,294.0","107,081.0","109,373.0","110,554.0","113,738.0","117,001.0","116,857.0"
"101","83","      Membership clubs and participant sports centers","DMDFRX1","23,529.0","24,857.0","28,640.0","28,610.0","28,742.0","28,453.0","27,991.0","28,563.0","28,455.0","29,612.0","30,532.0","30,750.0","31,643.0","31,618.0"
"102","84","      Amusements parks, campgrounds, and related recreational services","DORSRX1","39,140.0","39,475.0","37,138.0","37,443.0","36,604.0","36,373.0","35,230.0","32,986.0","32,972.0","33,860.0","34,920.0","36,133.0","37,679.0","38,115.0"
"103","85","      Admissions to specified spectator amusements","DADMRX1","30,441.0","32,409.0","33,241.0","35,852.0","36,515.0","37,427.0","37,686.0","39,406.0","40,170.0","40,203.0","39,214.0","40,632.0","41,149.0","40,632.0"
"104","86","        Motion picture theaters","DMOVRX1","8,368.0","8,669.0","9,139.0","9,784.0","10,132.0","10,321.0","10,397.0","10,756.0","10,526.0","10,187.0","9,083.0","9,094.0","8,941.0","8,676.0"
"105","87","        Live entertainment, excluding sports","DLIGRX1","10,503.0","10,651.0","10,852.0","11,835.0","12,123.0","12,424.0","12,838.0","13,302.0","13,525.0","13,583.0","13,786.0","14,405.0","14,262.0","14,114.0"
"106","88","        Spectator sports","DSPERX1","11,540.0","13,090.0","13,244.0","14,224.0","14,239.0","14,665.0","14,422.0","15,322.0","16,103.0","16,427.0","16,345.0","17,133.0","17,942.0","17,835.0"
"107","89","      Museums and libraries","DMUSRX1","3,728.0","3,621.0","3,653.0","3,986.0","4,218.0","4,556.0","4,682.0","5,361.0","5,538.0","5,718.0","5,889.0","6,224.0","6,535.0","6,506.0"
"108","90","    Magazines, newspapers, books, and stationery","DNBSRX1","71,500.0","72,802.0","75,320.0","76,583.0","80,819.0","84,768.0","82,515.0","82,006.0","84,755.0","89,225.0","93,074.0","97,474.0","101,446.0","101,531.0"
"109","91","    Gambling","DGAMRX1","57,914.0","62,441.0","66,271.0","66,939.0","73,058.0","76,612.0","77,201.0","80,394.0","85,892.0","92,812.0","95,637.0","100,621.0","103,215.0","103,118.0"
"110","92","    Pets, pet products, and related services","DPETRX1","35,766.0","37,647.0","39,726.0","41,670.0","43,874.0","45,841.0","46,875.0","48,476.0","49,771.0","51,093.0","53,131.0","54,819.0","56,940.0","55,727.0"
"111","93","    Photographic goods and services","DPHORX1","17,737.0","17,606.0","17,032.0","17,608.0","18,105.0","18,261.0","17,901.0","17,686.0","18,156.0","18,586.0","18,720.0","18,787.0","20,400.0","20,855.0"
"112","94","    Package tours \15\","DXHLRX1","7,144.0","7,629.0","7,476.0","8,141.0","8,917.0","9,102.0","8,363.0","8,062.0","7,918.0","8,225.0","8,450.0","8,011.0","8,244.0","7,888.0"
"113","95","  Education","DEDURX1","164,586.0","168,661.0","172,997.0","177,990.0","182,418.0","188,199.0","191,001.0","186,729.0","185,295.0","181,540.0","180,657.0","181,173.0","183,808.0","185,402.0"
"114","96","    Educational books","DEBKRX1","11,478.0","11,187.0","11,167.0","11,422.0","11,966.0","11,814.0","11,404.0","11,175.0","11,061.0","10,800.0","10,235.0","9,612.0","9,060.0","8,374.0"
"115","97","    Higher education","DHEDRX1","93,123.0","95,668.0","98,956.0","102,329.0","105,513.0","109,913.0","112,957.0","110,929.0","111,022.0","108,795.0","108,837.0","109,272.0","110,217.0","112,054.0"
"116","98","    Nursery, elementary, and secondary schools","DNEHRX1","34,235.0","34,188.0","33,521.0","32,691.0","32,678.0","32,494.0","32,606.0","32,016.0","31,849.0","31,856.0","31,782.0","31,989.0","32,946.0","32,803.0"
"117","99","    Commercial and vocational schools \16\","DVEDRX1","25,502.0","27,390.0","29,140.0","31,369.0","32,085.0","33,884.0","34,033.0","32,610.0","31,375.0","30,082.0","29,803.0","30,301.0","31,615.0","32,218.0"
"118","100","  Food services and accommodations","DFSARX1","416,034.0","418,778.0","428,042.0","439,192.0","450,032.0","470,546.0","469,889.0","477,229.0","493,562.0","508,751.0","525,308.0","541,601.0","547,651.0","545,402.0"
"119","101","    Food services","DFSERX1","365,187.0","365,755.0","370,940.0","381,391.0","390,883.0","408,032.0","411,282.0","417,283.0","431,005.0","443,097.0","455,317.0","469,623.0","474,717.0","470,261.0"
"120","102","      Purchased meals and beverages \17\","DPMBRX1","355,379.0","355,915.0","361,094.0","371,494.0","380,876.0","397,897.0","401,015.0","406,907.0","420,328.0","432,158.0","443,529.0","456,632.0","461,641.0","457,962.0"
"121","103","      Food furnished to employees (including military)","DFOORX1","9,790.0","9,821.0","9,832.0","9,890.0","10,003.0","10,137.0","10,268.0","10,377.0","10,678.0","10,940.0","11,789.0","12,990.0","13,075.0","12,296.0"
"122","104","    Accommodations \18\","DACCRX1","50,601.0","52,873.0","57,046.0","57,729.0","59,075.0","62,432.0","58,559.0","59,902.0","62,527.0","65,646.0","69,991.0","71,979.0","72,932.0","75,114.0"
"123","105","  Financial services and insurance","DIFSRX1","489,422.0","507,760.0","525,226.0","558,634.0","605,623.0","665,381.0","660,732.0","658,334.0","657,795.0","691,776.0","712,619.0","735,436.0","772,277.0","759,761.0"
"124","106","    Financial services","DFNLRX1","251,829.0","277,953.0","293,928.0","319,608.0","360,511.0","404,977.0","399,494.0","399,293.0","393,167.0","414,573.0","427,208.0","448,056.0","485,068.0","473,843.0"
"125","107","      Financial services furnished without payment","DIMPRX1","179,897.0","195,034.0","199,817.0","201,733.0","210,012.0","216,850.0","218,366.0","214,077.0","202,309.0","217,942.0","220,041.0","222,260.0","241,468.0","246,314.0"
"126","108","      Financial service charges, fees, and commissions","DOFIRX1","79,822.0","90,598.0","100,483.0","121,348.0","151,664.0","187,869.0","180,958.0","185,069.0","190,930.0","196,612.0","207,168.0","225,707.0","243,520.0","227,512.0"
"127","109","    Insurance","DINSRX1","250,750.0","237,668.0","237,439.0","243,423.0","246,110.0","259,560.0","260,837.0","258,472.0","264,679.0","277,203.0","285,411.0","287,393.0","287,339.0","286,023.0"
"128","110","      Life insurance \19\","DLIFRX1","88,765.0","79,966.0","80,460.0","77,344.0","74,969.0","79,739.0","75,751.0","66,780.0","65,165.0","73,412.0","76,502.0","78,693.0","79,044.0","77,484.0"
"129","111","      Net household insurance \20\","DFINRX1","6,231.0","6,323.0","5,726.0","6,530.0","6,571.0","6,546.0","6,517.0","5,960.0","5,529.0","6,051.0","6,167.0","5,993.0","6,912.0","7,320.0"
"130","112","      Net health insurance","DHINRX1","102,544.0","97,888.0","96,495.0","103,510.0","107,764.0","116,119.0","120,701.0","128,627.0","137,158.0","139,749.0","145,128.0","145,263.0","144,154.0","145,300.0"
"131","113","        Medical care and hospitalization \21\","DMINRX1","78,634.0","77,089.0","76,269.0","83,897.0","88,334.0","95,693.0","98,479.0","104,934.0","111,853.0","113,877.0","117,839.0","117,541.0","118,736.0","121,238.0"
"132","114","        Income loss \22\","DIINRX1","1,107.0","1,182.0","1,423.0","1,647.0","1,805.0","1,927.0","2,039.0","2,170.0","2,300.0","2,432.0","2,572.0","2,735.0","2,848.0","2,886.0"
