"","Table 3#16# Government Current Expenditures by Function         ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14"
"49","42","      Federal","W013RC1",83.7,86.8,92.9,101.2,106.5,110.9,117.7,135.7,156.2,173.7,184.1
"50","43","General public service","G160411",10,12.1,12,13,13.8,14.7,15.4,16.6,17.5,19.4,21.2
"51","44","  Executive and legislative","G160421",3.6,3.8,4.1,4.3,4.5,4.7,4.8,4.9,4.8,3.5,4
"52","45","  Tax collection and financial management","G160431",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,1.3
"53","46","  Interest payments \2\","G160441",6.3,8.4,7.9,8.6,9.3,10,10.6,11.6,12.7,14.6,15.8
"54","47","  Other \6\","G160451",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","48","National defense","G160461",42.3,42.9,44.4,48.4,50.2,50.4,52.5,62.1,72.3,80,81.1
"56","49","Public order and safety","G160471",0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.7
"57","50","  Police","G160481",0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4
"58","51","  Fire","G160491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","52","  Law courts","G160501",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2
"60","53","  Prisons","G160511",0,0,0,0,0,0,0,0,0.1,0.1,0.1
"61","54","Economic affairs","G160521",7.3,5.9,6.5,8.7,9.4,11.3,12.5,13.5,14.2,16.1,17.5
"62","55","  Transportation","G160571",1.2,1.3,1.5,1.6,1.6,1.7,1.8,1.9,2.1,2.1,2.3
"63","56","    Highways","G160581",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"64","57","    Air","G160591",0.5,0.5,0.6,0.7,0.7,0.8,0.8,0.8,0.9,0.9,1
"65","58","    Water","G160601",0.7,0.7,0.8,0.8,0.9,0.9,0.9,1,1.1,1.1,1.1
"66","59","    Transit and railroad","G160611",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"67","60","  Space","G160631",0.2,0.4,0.6,1.2,2.4,3.3,4.2,4.6,3.9,3.9,3.5
"68","61","  Other economic affairs","W692RC1",5.9,4.2,4.5,5.9,5.4,6.2,6.6,7,8.3,10,11.7
"69","62","    General economic and labor affairs","G160531",0.5,0.6,0.7,0.9,1.1,1.1,1.5,1.9,2.5,2.8,2.8
"70","63","    Agriculture","G160541",4.5,2.6,2.7,3.7,3,3.6,3.6,3.5,3.7,5.5,6.7
"71","64","    Energy","G160551",0.5,0.6,0.8,0.9,0.9,1.1,1.1,1.1,1.2,1.1,1.2
"72","65","    Natural resources","G160561",0.4,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.9,0.6,0.9
"73","66","    Postal service","G160621",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","67","Housing and community services","G160651",0.3,0.4,0.4,0.5,0.7,1,0.9,0.9,1.1,1.2,1.4
"75","68","Health","G160661",2.2,2.5,2.9,3,3.3,3.4,3.6,6.2,11,11.9,13.5
"76","69","Recreation and culture","G160671",0.1,0.1,0.1,0.1,0.2,0.1,0.2,0.2,0.3,0.3,0.4
"77","70","Education","G160681",1.1,0.9,0.9,0.9,1,1.1,1.3,3.5,4.2,4.7,5
"78","71","  Elementary and secondary","G160691",0.4,0.3,0.3,0.3,0.3,0.3,0.3,1.8,1.8,1.9,1.9
"79","72","  Higher","G160701",0,0.2,0.2,0.3,0.3,0.3,0.5,0.7,1.1,0.9,0.9
"80","73","  Other","G160711",0.7,0.5,0.4,0.3,0.4,0.4,0.5,1.1,1.4,1.8,2.2
"81","74","Income security","G160721",20.2,21.7,25.3,26.4,27.6,28.5,31.1,32.4,35.3,39.8,43.4
"82","75","  Disability","G160731",4,4.2,4.8,4.9,5.3,5.5,6,6.1,6.7,7.3,8
"83","76","  Retirement \5\","G160741",10.6,11.6,12.9,14.5,15.3,16.1,17.9,19.5,20.9,24.3,26
"84","77","  Welfare and social services","G160751",2.3,2.2,2.6,3,3.2,3.3,3.9,3.6,4.2,5,6
"85","78","  Unemployment","G160761",3.1,3.3,4.7,3.5,3.4,3.1,2.7,2.4,2.8,2.8,2.9
"86","79","  Other","G160771",0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.8,0.7,0.4,0.5
"87","80","      State and local","W024RC1",36.9,40.2,43.8,46.8,50.3,54.9,60,67.2,75.5,86,97.5
"88","81","General public service","G160791",4.7,5.2,5.8,6.1,6.4,7,7.7,8.6,9.5,10.9,12.5
"89","82","  Executive and legislative","G160801",0.7,0.7,0.8,0.7,0.7,0.8,0.9,0.9,1.1,1.3,1.5
"90","83","  Tax collection and financial management","G160811",1.2,1.3,1.3,1.4,1.4,1.5,1.6,1.8,2,2.2,3
"91","84","  Interest payments","G160821",1.8,2.1,2.2,2.4,2.7,2.9,3.1,3.4,3.7,4.2,4.4
"92","85","  Other \7\","G160831",1.1,1.1,1.5,1.5,1.5,1.8,2.1,2.4,2.7,3.2,3.6
"93","86","Public order and safety","G160841",3.8,4.1,4.4,4.7,5,5.3,5.8,6.3,7,8.2,9
"94","87","  Police","G160851",1.8,1.9,2.1,2.2,2.4,2.5,2.7,3,3.4,4.1,4.4
"95","88","  Fire","G160861",0.9,1,1.1,1.1,1.2,1.3,1.4,1.5,1.6,1.8,2
"96","89","  Law courts","G160871",0.5,0.6,0.6,0.6,0.7,0.7,0.8,0.9,1,1.1,1.2
"97","90","  Prisons","G160881",0.6,0.6,0.7,0.7,0.8,0.8,0.9,1,1.1,1.2,1.4
"98","91","Economic affairs","G160891",6,6.3,6.7,7,7.5,8,8.6,9.3,10.2,11,12.2
"99","92","  Transportation","G160941",4.5,4.7,5,5.3,5.6,5.9,6.3,6.9,7.5,8.1,9
"100","93","    Highways","G160951",4.5,4.7,5,5.3,5.6,5.9,6.3,6.8,7.4,8.1,8.9
"101","94","    Transit and railroad","G160981",NA,NA,NA,NA,0,0,0,0,0,0,0
"102","95","  Other economic affairs","W693RC1",1.4,1.6,1.7,1.7,1.9,2,2.2,2.5,2.7,2.9,3.2
"103","96","    General economic and labor affairs","G160901",0.7,0.7,0.8,0.8,0.9,1,1.1,1.2,1.3,1.4,1.6
"104","97","    Agriculture","G160911",0.3,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.6,0.7,0.7
"105","98","    Energy","G160921",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","99","    Natural resources","G160931",0.4,0.5,0.5,0.5,0.6,0.6,0.7,0.8,0.8,0.8,0.9
"107","100","    Other \4\","G160991",0,0,0,0,0,0,0,0,0,0,0
"108","101","Housing and community services \8\","G161001",0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.7,0.7,0.9,0.9
"109","102","Health","G161051",3.1,3.3,3.7,4,4.4,4.8,5.3,6,7.1,8.9,10.1
"110","103","Recreation and culture","G161061",0.5,0.5,0.6,0.6,0.6,0.7,0.7,0.8,0.9,1.1,1.3
"111","104","Education","G161071",13.9,15.6,17.2,18.8,20.6,22.8,25.3,28.8,32.5,36.3,41.2
"112","105","  Elementary and secondary","G161081",11.7,13,14.4,15.6,17.1,18.8,20.7,23.4,25.9,28.6,32.4
"113","106","  Higher","G161091",1.7,2,2.1,2.4,2.7,3,3.4,4,4.8,5.6,6.4
"114","107","  Libraries and other","W694RC1",0.5,0.6,0.7,0.7,0.8,1,1.1,1.4,1.7,2.1,2.4
"115","108","    Libraries","G161101",0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.5,0.6
"116","109","    Other","G161111",0.3,0.3,0.4,0.4,0.5,0.6,0.7,1,1.3,1.6,1.9
"117","110","Income security","G161121",4.4,4.5,4.8,5,5.3,5.7,6.1,6.7,7.6,8.8,10.3
"118","111","  Disability","G161131",0.4,0.5,0.5,0.6,0.7,0.7,0.7,0.8,0.8,0.9,1
"119","112","  Welfare and social services","G161141",3.9,4,4.2,4.4,4.6,5,5.3,5.9,6.8,7.9,9.3
"120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","1. Equals federal government current expenditures less grants-in-aid to state and local governments",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","plus state and local government current expenditures. Federal grants-in-aid to state and local",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","governments by function are shown in table 3.17.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2. Prior to 1960, federal interest receipts are not available separately but are included in interest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","payments, which is shown net of federal interest receipts.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","3. Equals unallocable state and local government expenditures, less ""wage accruals less disbursements""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","shown in table 3.1; includes federal government revenue sharing grants to state and local governments",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","beginning with 1972 and ending with 1987.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","4. Consists of state and local government publicly owned liquor store systems, government-administered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","lotteries and parimutuels, and other commercial activities.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","5. Consists of social insurance funds, including old age, survivors, and disability insurance (social",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","security), and railroad retirement.  Excludes government employee retirement plans.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","6. Consists primarily of federal government revenue sharing grants to state and local governments beginning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","with 1972 and ending with 1987, less ""wage accruals less disbusements"" shown in table 3.2.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","7. Equals unallocable state and local government expenditures less ""wage accruals less disbursements""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","shown in table 3.3.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","8. Consists of current expenditures for sanitation.  Beginning with 2007, includes housing subsidies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","related to Hurricanes Katrina and Rita.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
