"","Table 4#2#3# Real Exports and Imports of Goods and Services by T","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17"
"46","39","  Other","B653RA3",51.374,53.267,61.437,71.593,84.242,94.773,96.774,99.841,95.163,95.017,100,101.101,101.835,89.684
"47","40","Imports of services \1\","B656RA3",56.556,59.514,64.687,71.721,76.569,84.955,84.292,85.837,87.474,97.252,100,107.059,110.754,111.478
"48","41","  Direct defense expenditures","B752RA3",43.286,47.869,55.186,59.133,63.633,66.546,72.697,90.267,102.515,107.021,100,98.038,93.588,88.361
"49","42","  Travel","B768RA3",80.848,84.022,91.268,103.171,105.168,117.09,111.519,104.659,95.401,101.802,100,100.578,98.528,96.885
"50","43","  Passenger fares","B769RA3",79.513,84.617,91.567,99.552,103.495,111.448,95.057,79.842,82.224,98.465,100,99.679,96.823,96.546
"51","44","  Other transportation","B770RA3",64.996,64.059,69.177,73.912,74.254,82.429,78.156,80.674,83.712,93.474,100,106.07,111.022,107.281
"52","45","  Royalties and license fees","B908RA3",34.751,38.523,44.241,53.824,61.832,75.761,74.569,86.008,82.661,97.983,100,92.456,94.347,98.62
"53","46","  Other private services","B909RA3",38.164,41.798,44.84,50.096,58.546,65.144,71.465,76.052,82.084,92.694,100,121.424,133.583,140.312
"54","47","  Other","B910RA3",78.475,79.969,83.092,86.292,86.264,91.036,94.264,93.826,94.223,100.901,100,98.768,99.572,99.351
"55",NA,"Addenda:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","48","  Exports of durable goods","B332RA3",58.187,64.885,76.614,79.09,82.867,93.555,85.766,80.908,82.339,91.373,100,110.728,119.889,125.468
"57","49","  Exports of nondurable goods","B339RA3",76.88,79.447,84.603,84.472,85.631,91.195,90.743,92.129,93.807,96.774,100,106.541,112.407,121.846
"58","50","  Exports of agricultural goods \2\","B181RA3",90.991,88.777,90.674,90.626,91.27,98.7,101.773,99.198,100.519,95.125,100,108.443,116.039,123.679
"59","51","  Exports of nonagricultural goods","B182RA3",61.271,67.476,78.066,79.968,83.213,92.627,86.266,83.086,84.603,92.859,100,109.491,117.629,124.485
"60","52","  Imports of durable goods","B333RA3",41.24,45.655,53.188,60.198,68.963,79.469,74.555,77.676,81.008,92.159,100,108.774,111.159,106.222
"61","53","  Imports of nondurable goods","B340RA3",52.743,56.275,62.129,67.805,73.271,80.457,82.648,85.001,90.125,96.073,100,101.744,102.749,99.395
"62","54","  Imports of nonpetroleum goods","B187RA3",43.271,47.36,54.663,61.341,69.473,79.299,76.288,79.579,83.346,93.003,100,107.388,110.072,105.469
"63",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","1. Exports and imports of certain goods, primarily military equipment purchased and sold by the federal government, are included ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","in services.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","Beginning with 1986, repairs and alterations of equipment are reclassified from goods to services.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2. Includes parts of foods, feeds, and beverages, of nondurable industrial supplies and materials, and of nondurable ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","nonautomotive consumer goods.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
