"","Table 1#5#4# Price Indexes for Gross Domestic Product, Expanded ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17"
"45","38","    Residential","B011RG3",66.403,67.828,69.557,71.412,74.151,77.415,80.994,83.002,86.953,93.296,100,106.081,107.513,105.779
"46","39","  Change in private inventories","ZZZZZZ3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","40","    Farm","ZZZZZZ3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","41","    Nonfarm","ZZZZZZ3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","42","Net exports of goods and services","ZZZZZZ3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","43","  Exports","B020RG3",95.997,94.727,93.103,90.972,90.408,91.999,91.627,91.253,93.216,96.517,100,103.447,107.103,112.389
"51","44","    Goods","B253RG3",101.367,98.749,96.021,92.992,91.733,92.897,92.321,91.719,93.522,96.926,100,103.328,107.015,112.366
"52","45","    Services","B646RG3",83.872,85.491,86.335,86.285,87.314,89.92,90.042,90.202,92.533,95.598,100,103.718,107.305,112.445
"53","46","  Imports","B021RG3",95.557,93.891,90.627,85.748,86.25,89.963,87.762,86.784,89.796,94.144,100,104.144,108.017,119.559
"54","47","    Goods","B255RG3",98.868,96.362,92.381,86.801,86.874,91.128,88.482,86.93,89.476,93.872,100,104.207,108.046,120.323
"55","48","    Services","B656RG3",80.235,82.234,82.233,80.629,83.185,84.209,84.219,86.088,91.469,95.573,100,103.806,107.863,115.682
"56","49","Government consumption expenditures and gross investment","B822RG3",72.753,74.488,75.854,76.879,79.337,82.513,84.764,87.003,90.65,94.531,100,104.842,109.552,114.502
"57","50","  Federal","B823RG3",73.717,75.763,77.047,77.931,79.886,82.524,84.201,87.318,91.024,95.335,100,104.107,107.754,110.938
"58","51","    National defense","B824RG3",73.161,75.431,76.517,77.328,79.225,81.821,83.484,86.624,90.659,94.895,100,104.421,108.286,111.913
"59","52","      Consumption expenditures","B997RG3",69.956,72.437,73.868,74.848,76.786,79.69,81.716,85.382,89.898,94.474,100,104.779,109.011,112.891
"60","53","      Gross investment","B788RG3",98.204,98.76,96.927,96.254,97.774,97.832,96.578,95.645,96.098,97.853,100,102.014,103.524,105.63
"61","54","    Nondefense","B825RG3",74.83,76.406,78.095,79.12,81.188,83.907,85.612,88.689,91.774,96.234,100,103.468,106.672,108.935
"62","55","      Consumption expenditures","B542RG3",71.299,73.207,75.322,76.664,79.036,81.985,83.922,87.54,91.075,96.008,100,103.747,107.333,109.848
"63","56","      Gross investment","B798RG3",98.913,98.156,96.933,95.888,96.188,97.525,97.628,96.877,96.777,97.837,100,101.587,102.301,102.951
"64","57","  State and local","B829RG3",72.252,73.806,75.219,76.32,79.036,82.482,85.019,86.81,90.425,94.062,100,105.276,110.615,116.642
"65","58","    Consumption expenditures","B991RG3",71.333,72.936,74.391,75.516,78.471,82.087,84.786,86.635,90.807,94.343,100,105.047,109.941,116.057
"66","59","    Gross investment","B799RG3",76.258,77.571,78.783,79.771,81.416,84.124,85.974,87.521,88.819,92.875,100,106.257,113.482,119.132
"67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","1. Net expenses of NPISHs, defined as their gross operating expenses less primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","sales to households.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2. Gross output is net of unrelated sales, secondary sales, and sales to business,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","to government, and to the rest of the world; excludes own-account investment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","(construction and software).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","3. Excludes unrelated sales, secondary sales, and sales to business, to government,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","and to the rest of the world; includes membership dues and fees.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","4. Excludes software ""embedded,"" or bundled, in computers and other equipment.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
