"","Table 5#8#3B# Real Gross Government Fixed Investment by Type, Qu","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14"
"35","28","      Net purchases of used structures","ZZZZZZ2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","29","  State and local","B842RA3",88.522,88.41,94.882,100,105.687,109.947,110.595,108.588,106.15,104.247,107.965
"37","30","    New","B843RA3",88.708,88.236,94.713,100,107.586,109.781,110.208,108.421,106.556,104.691,108.199
"38","31","      Residential","W147RA3",114.732,111.758,113.442,100,113.648,117.493,113.513,114.667,110.828,75.218,87.147
"39","32","      Office","W193RA3",80.671,85.924,91.728,100,111.511,120.622,115.182,115.91,108.887,79.384,86.993
"40","33","      Commercial","W194RA3",76.633,109.082,108.776,100,123.776,123.878,105.714,113.98,130,101.429,100.102
"41","34","      Health care","W195RA3",119.868,114.079,102.13,100,104.613,127.985,131.645,127.113,133.429,109.128,130.378
"42","35","      Educational","W148RA3",83.321,82.979,93.628,100,107.687,111.335,113.221,113.191,113.812,118.367,123.09
"43","36","      Public safety","W196RA3",96.914,98.525,101.237,100,96.425,90.562,76.644,75.212,71.295,56.102,69.435
"44","37","      Amusement and recreation","W197RA3",84.251,82.588,85.103,100,109.352,109.872,92.9,90.265,92.178,83.936,102.369
"45","38","      Transportation","W198RA3",76.609,72.131,79.078,100,107.248,108.173,113.082,106.504,94.834,74.818,80.26
"46","39","      Power","W199RA3",85.3,65.989,85.564,100,101.653,104.051,152.8,124.204,131.258,152.858,209.736
"47","40","      Highways and streets","W149RA3",89.99,91.821,97.424,100,107.079,102.802,100.523,99.779,97.444,96.594,89.631
"48","41","      Sewer systems","W150RA3",116.949,106.678,106.932,100,114.597,122.611,131.692,133.353,138.243,183.488,190.46
"49","42","      Water systems","W168RA3",97.489,99.282,105.137,100,109.518,124.226,123.967,124.058,124.335,149.832,144.2
"50","43","      Conservation and development","W169RA3",71.943,71.528,81.584,100,87.653,77.372,76.218,78.03,78.986,65.783,74.594
"51","44","      Other \5\","W200RA3",113.545,130.694,58.373,100,60.868,196.858,306.311,120.507,80.031,120.699,300.14
"52","45","    Net purchases of used structures","B870RA3",80.583,95.751,102.014,100,25.71,115.455,125.146,114.279,88.73,85.31,97.869
"53","46","Equipment and software \2\","A871RA3",80.174,87.789,96.114,100,104.933,111.641,116.755,124.496,132.956,143.703,146.14
"54","47","  Federal","B872RA3",85.094,90.535,97.902,100,104.491,114.998,122.512,134.864,146.141,158.638,158.877
"55","48","    National defense","B873RA3",88.667,91.493,96.886,100,105.853,119.894,129.809,144.428,153.33,165.275,166.336
"56","49","      Aircraft","B874RA3",81.555,82.053,85.436,100,116.775,134.245,133.022,163.812,205.649,208.769,196.59
"57","50","      Missiles","B875RA3",104.178,117.725,105.662,100,126.877,119.177,122.835,144.666,141.338,161.777,150.912
"58","51","      Ships","B876RA3",93.777,99.128,105.021,100,109.579,131.025,141.978,136.541,125.88,126.521,118.7
"59","52","      Vehicles","B877RA3",73.647,80.257,89.378,100,102.34,137.609,165.867,149.447,214.48,280.616,338.161
"60","53","      Electronics and software","B878RA3",80.932,86.515,95.741,100,99.023,103.479,113.241,125.481,142.287,159.991,187.839
"61","54","      Other equipment","B879RA3",95.025,93.361,99.644,100,99.922,116.5,130.094,150.59,145.839,156.208,148.332
"62","55","    Nondefense","B880RA3",78.331,88.711,99.903,100,101.821,105.424,108.199,116.032,132.236,145.967,144.47
"63","56","  State and local","B881RA3",73.722,84.115,93.703,100,105.535,107.056,108.869,110.2,114.716,123.013,128.636
"64",NA,"Addenda:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","57","  Government enterprise gross fixed investment","A882RA3",87.48,89.247,97.45,100,106.096,114.335,125.261,118.794,113.865,115.589,122.479
"66","58","    Federal","A883RA3",81.194,101.899,111.618,100,83.566,81.392,96.108,96.13,103.231,103.657,96.503
"67","59","      Structures","B884RA3",94.479,103.115,115.567,100,90.963,72.493,85.576,82.926,70.215,74.137,62.575
"68","60","      Equipment and software","B885RA3",74.528,101.138,109.391,100,79.193,87.099,102.863,104.709,126.27,123.93,120.76
"69","61","    State and local","A886RA3",88.518,87.555,95.552,100,109.024,118.581,129.065,121.813,115.506,117.378,125.762
"70","62","      Structures","B887RA3",91.262,87.358,94.348,100,109.276,116.222,125.518,118.111,111.921,112.211,120.828
"71","63","      Equipment and software","A888RA3",73.26,88.977,102.931,100,107.409,134.4,153.055,146.995,139.954,154.582,160.452
"72",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","1. Consists of general government and government enterprise expenditures for fixed assets.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2. Structures and software include compensation of government employees engaged in new",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","own-account investment and related expenditures for goods and services.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","3. Consists of Department of Defense new structures, except family housing.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","4. Consists of lodging, religious, communication, sewage and waste disposal, water supply",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","structures, and manufacturing.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","5. Consists of lodging, communication, and manufacturing.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
