"","Table 5#4#4B# Price Indexes for Private Fixed Investment in Stru","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14"
"34","27","    Amusement and recreation","W046RG3",89.115,91.828,95.736,100,104.456,106.387,109.625,116.32,125.752,136.659,142.792
"35","28","    Transportation","W047RG3",92.691,94.874,96.97,100,104.316,106.661,109.529,113.011,115.881,119.701,122.915
"36","29","      Air","W048RG3",89.053,91.828,95.736,100,104.456,106.387,109.625,116.305,125.696,136.207,142.814
"37","30","      Land \3\","W049RG3",93.649,95.715,97.388,100,104.255,106.751,109.528,112.388,114.251,117.279,120.15
"38","31","    Farm","B316RG3",88.604,91.828,95.736,100,104.456,106.387,109.625,116.066,126.071,136.4,142.737
"39","32","    Other \4\","W050RG3",91.962,93.354,95.718,100,103.297,105.771,108.07,114.309,124.591,133.575,143.661
"40","33","    Brokers' commissions on sale of structures","B321RG3",96.147,98.307,98.066,100,104.678,105.816,106.318,106.929,107.379,106.883,106.883
"41","34","    Net purchases of used structures","ZZZZZZ2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","35","Residential","B012RG3",89.642,92.086,95.708,100,104.709,107.369,112.629,121.02,129.799,137.516,139.508
"43","36","  Permanent site","B943RG3",88.614,91.521,95.57,100,104.797,107.753,113.538,122.899,132.203,140.838,142.989
"44","37","    Single-family structures","B944RG3",89.091,91.429,95.584,100,105.042,107.945,113.939,123.673,133.022,141.05,142.573
"45","38","    Multifamily structures","B292RG3",84.966,92.278,95.448,100,102.789,106.163,110.228,116.35,125.276,138.857,145.435
"46","39","  Other structures","A863RG3",91.151,92.929,95.917,100,104.575,106.786,111.248,118.113,126.049,132.297,134.056
"47","40","    Manufactured homes","B945RG3",94.379,95.639,98.212,100,101.74,103.271,105.17,114.697,124.547,129.274,130.833
"48","41","    Dormitories","B295RG3",89.091,91.429,95.584,100,105.042,107.945,113.939,123.354,133.226,141.165,142.458
"49","42","    Improvements","B946RG3",90.839,92.571,95.906,100,104.014,106.102,110.538,118.651,126.394,134.175,137.115
"50","43","    Brokers' commissions on sale of structures","B758RG3",90.819,92.882,95.387,100,106.166,108.715,113.558,118.259,126.374,130.421,130.121
"51","44","    Net purchases of used structures","ZZZZZZ2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",NA,"Addenda:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","45","  Private fixed investment in new structures \5\","W040RG3",89.391,92.61,95.969,100,104.901,108.399,113.189,121.545,132.302,143.6,147.387
"54","46","    Nonresidential structures","A771RG3",89.327,93.433,96.242,100,105.41,110.062,113.924,121.017,135.381,152.151,158.055
"55","47","    Residential structures","A756RG3",89.467,91.963,95.754,100,104.497,107.175,112.509,121.527,130.425,138.771,141.15
"56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","1. Consists of office buildings, except those constructed at manufacturing sites and those constructed by power utilities for ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","their own use.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","Includes all financial buildings.  Medical buildings are included in health care.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2. Includes buildings and structures used by the retail, wholesale and selected service industries.  Consists of",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","auto dealerships, garages, service stations, drug stores, restaurants, mobile structures, and other structures used",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","for commercial purposes.  Bus or truck garages are included in transportation.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","3. Consists primarily of railroads.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","4. Includes water supply, sewage and waste disposal, public safety, highway and street, and conservation and development.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","5. Excludes net purchases of used structures and brokers' commissions on the sale of structures.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
