"","Table 6#21C# Undistributed Corporate Profits by Industry        ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17"
"43","36","  Transportation and public utilities","A3436C0",-3167,980,-5481,-8128,-2575,235,5299,13213,10020,12934,8520,5048,-18513,-25557
"44","37","    Transportation","A3437C0",-483,36,-3907,-4893,-4524,-4677,-1019,1898,2002,5363,8041,10364,5968,5964
"45","38","      Railroad transportation","B3438C0",-429,-596,-2038,-1062,-968,-1365,-1415,570,-203,346,-690,-262,-1073,1651
"46","39","      Local and interurban passenger transit","B3439C0",-68,-51,100,-110,181,127,88,117,277,399,293,402,158,441
"47","40","      Trucking and warehousing","B3440C0",661,700,201,778,1496,2242,2686,2256,942,1275,2150,4321,3723,3396
"48","41","      Water transportation","B3441C0",-250,89,115,96,137,-137,-53,-226,-161,-68,108,231,-169,197
"49","42","      Transportation by air","B3442C0",-595,-155,-2535,-4562,-5594,-5740,-2670,-847,925,3275,5930,5516,3597,1147
"50","43","      Pipelines, except natural gas","B3443C0",144,65,58,91,-30,63,66,78,126,73,106,45,-407,-927
"51","44","      Transportation services","B3444C0",54,-16,192,-124,254,133,279,-50,96,63,144,111,139,59
"52","45","    Communications","A3445C0",1039,2267,-473,2,3810,5009,7180,6292,1227,-880,-8392,-9398,-30690,-34581
"53","46","      Telephone and telegraph","B3446C0",2044,3505,2168,2440,4549,4944,4919,4649,922,929,-5553,-6620,-17303,-29626
"54","47","      Radio and television","B3447C0",-1005,-1238,-2641,-2438,-739,65,2261,1643,305,-1809,-2839,-2778,-13387,-4955
"55","48","    Electric, gas, and sanitary services","B3448C0",-3723,-1323,-1101,-3237,-1861,-97,-862,5023,6791,8451,8871,4082,6209,3060
"56","49","  Wholesale trade","B3449C0",9157,14544,12305,7751,9445,11502,11236,14315,10719,12772,17274,11831,20726,21853
"57","50","  Retail trade","B3450C0",10996,7865,6684,7253,9653,13740,17260,20152,16912,22776,26540,31963,30290,28695
"58","51","  Finance, insurance, and real estate","A3451C0",36,9745,4519,11898,32260,40466,32372,11795,35088,27257,33651,-1581,29304,2541
"59","52","    Depository institutions","B3491C0",17692,17947,19139,27710,40581,49090,36588,25324,33868,28514,37166,25188,46503,65876
"60","53","      Federal Reserve banks","B3453C0",-2143,126,-1605,-2347,-658,883,42,-2626,-1125,1797,2888,-1719,513,5045
"61","54","      Commercial and mutual depository institutions","B3492C0",19835,17821,20744,30057,41239,48207,36546,27950,34993,26717,34278,26907,45990,60831
"62","55","    Nondepository institutions","B3493C0",1160,2277,4191,5552,6826,9456,9623,8428,8517,11383,10419,11733,14900,11142
"63","56","    Security and commodity brokers","B3456C0",-410,-2473,-3439,-1107,-3815,-1564,5,-467,-3485,-314,2896,-6246,-6320,-26877
"64","57","    Insurance carriers","B3457C0",-9028,28,-2015,-7952,-2960,-11404,-10120,-2196,-6045,-4277,-15066,-16265,-12199,-22922
"65","58","    Insurance agents, brokers, and service","B3458C0",1638,1393,1337,1455,847,908,1141,864,760,323,927,1956,1249,2161
"66","59","    Real estate","B3459C0",-4202,-5393,-7554,-9777,-11086,-9315,-8299,-7655,-5865,-7010,-7143,-9662,-8710,-9195
"67","60","    Holding and other investment offices","B3460C0",-6814,-4034,-7140,-3983,1867,3295,3434,-12503,7338,-1362,4452,-8285,-6119,-17644
"68","61","  Services","A3461C0",3455,2975,-50,5497,6635,12593,14111,14774,14177,13259,11288,-5363,-3545,-45759
"69","62","    Hotels and other lodging places","B3462C0",-2395,-1975,-1722,-2158,-1548,-1039,-255,-382,493,868,210,-928,247,1362
"70","63","    Personal services","B3463C0",364,500,819,858,680,804,850,1095,1085,1021,857,617,1265,1932
"71","64","    Business services","B3464C0",764,1353,729,2463,753,4726,4376,4145,2670,3101,4613,-10667,-16056,-55897
"72","65","    Auto repair, services, and parking","B3465C0",-584,-1003,-1136,-769,-744,-615,-88,-346,-472,-524,-22,264,-46,-542
"73","66","    Miscellaneous repair services","B3466C0",376,551,568,527,469,404,467,561,494,711,510,611,683,644
"74","67","    Motion pictures","B3467C0",-1084,-457,-2015,-1754,-1710,-323,273,-954,-964,-1504,-2373,-3122,-542,-1543
"75","68","    Amusement and recreation services","B3468C0",-1018,-538,-543,-676,-549,-74,-566,-574,-738,-1009,-873,-2013,-1823,-2719
"76","69","    Other services","A3469C0",7032,4544,3250,7006,9284,8710,9054,11229,11609,10595,8366,9875,12727,11004
"77","70","      Health services","B3470C0",4140,2565,1364,4335,6933,5916,6819,7741,7481,7184,5562,5584,9313,13326
"78","71","      Legal services","B3471C0",1380,831,784,1036,888,1393,1056,1511,1753,1679,2211,2240,2213,3006
"79","72","      Educational services","B3472C0",255,286,-35,325,505,346,293,468,461,381,35,938,511,432
"80","73","      Other \1\","B3473C0",1257,862,1137,1310,958,1055,886,1509,1914,1351,558,1113,690,-5760
"81","74","Rest of the world","A3474C0",31307,25090,35529,51114,52142,45056,56349,39802,60175,61583,60345,60489,79816,116206
"82","75","  Receipts from the rest of the world \2\","B3475C0",31011,26452,27632,37261,34043,33645,49481,44875,68805,70288,75504,63538,84145,116146
"83","76","  Less: Payments to the rest of the world \3\","B3476C0",-296,1362,-7897,-13853,-18099,-11411,-6868,5073,8630,8705,15159,3049,4329,-60
"84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","1. Consists of social services; membership organizations; engineering and management services,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","except for commercial research and testing services and for management and public relations;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","and services, not elsewhere classified.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2. Consists of receipts by all U.S. residents of their share of the reinvested earnings of",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","their incorporated foreign affiliates and reinvested earnings of their unincorporated foreign",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","affiliates.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","3. Consists of payments to foreign residents of their share of the reinvested earnings of their",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","incorporated U.S. affiliates and reinvested earnings of their unincorporated U.S. affiliates.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","Note.  Estimates in this table are based on the 1987 Standard Industrial Classification (SIC).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
