"","Table 2#3#4U# Price Indexes for Personal Consumption Expenditure","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210"
"26","17","    Transportation services","DTRSRG3",15.367,15.498,15.615,15.692,15.791,15.82,15.91,16.043,16.173,16.326,16.427,16.493,16.587,16.717,16.765,16.758,16.748,16.759,16.779,16.829,16.946,16.966,17.014,17.074,17.145,17.257,17.338,17.434,17.416,17.474,17.677,17.865,18.009,18.185,18.36,18.51,18.747,18.98,19.175,19.455,19.772,20.152,20.419,20.715,21.35,21.599,21.978,22.397,22.707,23.202,23.707,23.84,24.054,24.137,24.294,24.53,24.817,25.153,25.464,25.87,26.311,27.021,27.866,28.79,29.604,30.243,30.838,31.462,32.042,32.547,33.091,33.578,34.195,34.843,35.403,35.926,36.61,37.037,37.69,38.319,38.878,39.886,41.138,43.062,44.847,46.395,48.135,49.78,51.587,52.432,53.714,54.432,54.826,55.765,56.678,56.647,56.445,57.729,58.822,59.418,60.348,60.507,60.012,60.723,61.355,61.383,61.671,61.946,61.735,62.052,62.048,62.987,63.786,64.203,65.196,66.184,66.698,67.523,68.354,68.917,70.484,70.857,70.819,71.267,72.37,73.387,73.757,74.747,74.643,74.996,76.161,76.537,77.627,77.265,77.011,79.025,80.171,80.203,80.553,80.819,81.07,81.488,81.628,81.482,81.776,83.184,83.895,84.003,83.123,83.886,84.563,85.482,85.278,85.997,86.234,87.013,87.347,87.309,87.911,88.024,88.2,88.843,89.112,89.671,90.334,91.208,92.023,92.934,92.944,92.768,92.471,92.39,92.384,93.253,93.119,93.532,94.04,94.73,95.516,95.993,96.089,95.796,96.603,97.347,98.314,99.207,100.334,102.145,103.31,104.184,104.668,104.697,105.462,105.913,106.949,108.199,109.736,111.89,113.469,114.528,115.223,114.919,115.659,116.73,117.501,118.269,117.933
"27","18","    Recreation services","DRCARG3",16.09,16.358,16.624,16.829,16.938,17.018,17.153,17.237,17.401,17.485,17.616,17.738,17.84,17.933,18.012,18.127,18.162,18.264,18.433,18.61,18.719,18.802,18.965,19.036,19.109,19.22,19.335,19.399,19.568,19.737,19.795,19.992,20.13,20.313,20.552,20.866,21.202,21.443,21.702,21.894,22.096,22.361,22.604,22.844,23.089,23.364,23.642,23.959,24.252,24.468,24.682,24.788,24.984,25.091,25.238,25.396,25.565,25.929,26.204,26.586,26.961,27.566,28.164,28.824,29.451,29.732,30.065,30.49,30.885,31.189,31.592,31.999,32.368,32.728,33.08,33.499,34.02,34.599,35.149,35.781,36.298,37.01,37.532,37.926,38.64,39.766,40.543,41.065,41.912,42.233,42.677,43.391,44.003,44.494,45.228,45.768,46.209,46.734,46.837,47.506,47.991,48.586,49.153,49.65,50.25,50.775,51.162,51.625,52.368,52.704,53.09,53.528,54.111,54.719,55.27,55.794,56.223,56.746,57.195,58.166,59.025,59.547,60.307,60.804,61.821,62.678,63.783,64.486,65.339,66.257,66.935,67.38,67.546,68.426,68.925,69.265,69.787,70.472,71.021,71.664,72.127,72.069,72.195,72.594,73.056,73.623,74.016,74.66,75.258,75.964,76.642,77.33,77.948,78.603,79.125,79.387,79.966,80.446,80.912,81.539,82.214,82.976,83.621,84.433,85.348,85.949,87.131,87.716,88.389,89.222,89.635,90.242,90.767,91.69,92.29,93.026,93.938,94.429,95.098,95.578,96.34,96.958,97.557,98.226,98.822,99.346,100.344,101.489,102.13,103.055,103.949,104.346,105.105,106.044,106.313,107.488,108.43,109.269,110.399,110.069,110.288,110.233,111.318,111.42,111.325,111.904,112.386
"28","19","    Food services and accommodations","DFSARG3",12.829,13.006,13.142,13.223,13.345,13.381,13.428,13.457,13.537,13.624,13.713,13.814,13.874,13.965,14.066,14.143,14.229,14.301,14.318,14.41,14.46,14.542,14.556,14.589,14.685,14.733,14.865,15.01,15.105,15.282,15.5,15.696,15.946,16.176,16.339,16.538,16.746,16.965,17.224,17.454,17.677,17.933,18.245,18.628,18.951,19.384,19.635,19.872,20.195,20.386,20.627,20.786,20.928,21.16,21.361,21.579,21.808,22.333,22.905,23.793,24.289,24.942,25.723,26.392,26.995,27.376,27.776,28.329,28.761,29.213,29.704,30.108,30.604,31.367,31.925,32.419,33.007,33.879,34.828,35.646,36.591,37.644,38.504,39.447,40.43,41.311,42.119,43.07,44.25,45.128,45.918,46.542,47.128,47.728,48.434,48.946,49.417,49.913,50.273,50.934,51.589,52.187,52.685,53.122,53.679,54.408,54.959,55.549,55.982,56.617,57.181,57.773,58.409,58.9,59.513,59.989,60.734,61.463,62.1,62.695,63.424,64.183,64.938,65.632,66.433,67.191,67.898,68.473,69.352,69.991,70.55,70.881,71.083,71.492,71.943,72.218,72.431,73.011,73.313,73.607,73.8,74.273,74.498,74.922,75.269,75.983,76.436,76.823,77.181,77.888,78.475,79.173,79.703,80.209,80.681,81.394,81.835,82.358,82.834,83.589,83.956,84.51,85.09,85.602,86.28,86.813,87.513,88.033,88.702,89.385,90.042,90.447,91.115,91.513,92.055,92.589,92.91,93.381,94.026,94.776,95.5,96.511,97.403,98.14,99.058,99.7,100.128,101.114,102.058,103.021,103.763,104.557,105.657,106.831,108.154,108.933,109.961,110.915,112.392,113.308,113.846,114.282,114.436,114.935,115.001,115.794,116.327
"29","20","    Financial services and insurance","DIFSRG3",11.628,11.58,11.629,11.762,11.937,12.072,12.239,12.389,12.392,12.438,12.628,12.821,13.05,13.137,13.094,13.071,13.103,13.028,13.086,13.193,13.392,13.576,13.743,13.893,13.876,13.909,14.023,14.186,14.499,14.76,14.982,15.129,15.073,15.06,15.176,15.423,15.716,16.118,16.526,16.87,17.309,17.637,17.906,18.208,18.39,18.555,18.739,19.025,19.265,19.611,20.008,20.303,20.725,20.932,21.142,21.241,21.038,21.343,21.647,21.996,22.521,22.974,23.469,23.953,24.379,24.83,25.049,25.534,25.722,25.546,26.102,26.45,26.613,27.445,28.487,29.25,30.497,31.547,31.881,32.626,31.412,33.705,34.153,34.174,34.493,35.211,36.146,37.918,38.996,38.868,38.465,38.304,39.116,39.917,41.523,43.003,44.224,43.055,46.243,45.804,45.75,47.48,48.723,48.711,50.344,49.574,49.639,49.243,51.392,52.119,52.833,53.574,53.698,53.143,54.065,54.585,55.881,56.63,58.001,58.075,59.031,59.367,58.926,59.262,60.3,62.311,62.729,63.068,63.532,63.82,65.546,66.448,68.676,69.626,70.12,70.479,70.215,70.551,70.724,70.523,70.668,71.091,72.163,72.735,73.524,74.112,74.851,75.569,76.122,76.752,78.101,79.118,80.583,81.814,82.518,83.552,84.005,83.797,84.094,84.388,84.899,84.815,84.843,85.083,86.689,85.47,85.141,85.339,85.932,85.849,83.749,85.178,85.833,87.179,87.992,89.072,89.482,91.222,92.154,93.063,94.644,95.969,97.398,97.941,99.095,99.956,100.181,100.768,101.027,101.882,102.378,103.927,105.275,106.001,107.328,108.795,109.477,110.904,110.051,109.626,108.29,108.98,109.436,111.427,113.396,113.758,113.577
"30","21","    Other services","DOTSRG3",13.815,13.829,14.032,14.18,14.226,14.314,14.406,14.468,14.454,14.499,14.531,14.586,14.653,14.74,14.767,14.859,14.974,15.037,15.104,15.18,15.272,15.354,15.46,15.553,15.669,15.751,15.85,15.952,15.967,16.166,16.377,16.539,16.61,16.74,16.835,16.943,17.21,17.429,17.617,17.84,18.048,18.268,18.489,18.685,18.864,19.139,19.361,19.67,19.961,20.225,20.556,20.836,21.103,21.34,21.528,21.783,21.909,22.354,23.032,23.501,24.185,24.985,25.56,25.884,26.232,26.634,27.323,27.64,28.013,28.421,28.942,29.191,29.67,29.987,30.281,30.515,30.865,31.417,32.031,32.461,33.004,33.657,34.351,34.963,35.931,36.524,37.54,38.332,39.287,40.313,41.376,42.537,43.177,43.811,44.27,44.983,45.742,46.285,46.81,47.351,48.488,48.894,49.031,49.249,49.619,50.348,51.106,51.72,52.442,53.172,53.697,54.118,54.07,54.422,54.788,55.302,55.9,56.729,57.201,57.903,58.364,58.903,59.322,59.734,60.412,61.278,61.772,62.49,63.419,64.041,64.734,65.511,66.315,66.887,67.551,67.879,68.491,69.212,69.811,70.443,71.164,71.668,72.453,73.085,73.651,74.401,74.772,75.092,75.63,76.189,76.966,77.771,78.131,78.8,79.056,79.158,79.449,80.208,80.622,81.299,81.819,82.112,82.46,83.037,83.528,83.711,83.985,84.543,85.275,85.892,87.055,87.934,88.566,89.189,90.707,91.186,92.059,92.884,93.569,94.423,95.188,95.91,96.884,97.451,98.578,99.796,100.486,101.14,102.105,103.043,103.911,104.632,105.094,106.075,106.896,107.679,108.924,110.693,111.731,111.927,112.069,112.787,113.667,114.795,115.541,116.488,116.82
"31","22","  Final consumption expenditures of nonprofit institutions serving households (NPISHs) \1\","DNPIRG3",48.437,49.287,50.182,49.903,47.897,46.327,45.493,45.419,45.992,46.551,47.166,47.286,47.298,47.428,47.421,47.499,47.907,48.118,48.288,48.378,48.286,48.249,48.477,48.558,49.203,49.633,49.83,50.306,50.764,51.31,51.814,52.39,52.498,53.123,53.454,53.895,54.457,54.912,55.494,56.258,57.313,58.35,59.248,59.973,60.463,60.881,61.331,62.395,63.523,64.216,65.151,65.62,66.28,66.664,67.575,68.571,68.195,70.397,73.221,74.567,77.746,81.834,83.258,84.882,87.181,88.206,91.097,91.579,93.793,93.536,93.793,95.907,98.963,98.814,101.928,103.167,104.545,105.952,109.08,109.902,112.539,115.428,120.364,123.377,125.909,130.428,129.019,131.167,133.384,138.088,136.852,135.636,132.685,130.2,129.27,126.647,122.535,122.522,120.091,117.637,117.162,117.103,115.547,113.872,113.605,112.761,113.212,114.943,112.915,110.173,109.199,108.669,108.604,107.985,108.58,108.578,108.502,107.999,107.248,106.426,104.944,102.582,99.883,96.951,96.454,94.085,91.722,90.508,88.274,87.941,86.103,84.406,81.752,79.853,78.709,76.758,75.657,75.754,74.878,74.99,74.764,74.874,75.325,76.044,74.971,75.221,75.631,75.44,75.604,76.527,76.943,77.599,78.631,78.708,80.118,81.978,83.474,85.091,85.901,85.949,86.152,87.314,88.735,90.315,90.699,93.124,93.32,94.797,96.66,97.428,97.91,97.13,97.964,98.922,98.087,97.289,97.32,96.239,96.474,96.235,95.225,96.181,96.94,96.446,98.14,98.633,100.936,102.291,101.99,102.217,102.057,102.152,103.463,103.416,104.146,103.397,103.946,104.608,105.004,103.634,101.654,100.788,101.003,100.977,100.254,100.713,101.531
"32","23","    Gross output of nonprofit institutions \2\","DNPERG3",10.323,10.693,11.018,11.211,11.017,11.05,11.089,11.172,11.23,11.253,11.319,11.352,11.398,11.484,11.529,11.593,11.662,11.722,11.827,11.899,11.969,12.018,12.089,12.175,12.284,12.39,12.446,12.533,12.625,12.766,12.908,13.079,13.197,13.358,13.51,13.668,13.86,14.035,14.225,14.441,14.669,14.939,15.19,15.45,15.714,15.945,16.145,16.374,16.538,16.714,16.921,17.086,17.297,17.436,17.742,17.956,18.028,18.442,19.07,19.402,20.022,20.791,21.317,21.82,22.326,22.729,23.484,23.855,24.327,24.647,25.094,25.502,26.129,26.518,27.024,27.335,27.901,28.404,29.118,29.717,30.515,31.141,32.048,32.993,34.081,35.051,35.809,36.898,37.97,38.853,39.744,40.765,41.475,41.909,42.793,43.4,43.887,44.418,44.941,45.466,46.075,46.676,47.086,47.508,47.975,48.469,48.918,49.496,49.897,50.107,50.536,51.122,51.65,52.249,52.969,53.636,54.452,55.33,56.151,56.975,57.803,58.494,59.138,59.721,60.487,61.135,61.888,62.774,63.383,64.179,64.764,65.392,65.909,66.469,67.091,67.601,68.072,68.642,69.048,69.528,69.951,70.424,71.112,71.717,72.116,72.573,73.013,73.536,74.003,74.617,75.038,75.572,76.037,76.436,76.93,77.488,78.133,78.889,79.363,79.692,80.159,80.789,81.483,82.287,82.96,83.977,84.864,85.709,86.605,87.42,88.075,88.344,89.061,89.914,90.624,91.212,92.085,92.645,93.45,94.25,94.874,95.906,96.754,97.18,98.462,99.2,100.502,101.837,102.403,103.301,104.074,104.693,105.79,106.395,107.162,107.979,108.646,109.462,110.147,110.12,110.247,110.641,111.438,112.221,112.553,113.322,113.974
"33","24","    Less: Receipts from sales of goods and services by nonprofit institutions \3\","DNPSRG3",6.115,6.395,6.631,6.834,6.804,6.959,7.065,7.152,7.161,7.139,7.153,7.176,7.219,7.292,7.335,7.39,7.424,7.466,7.552,7.613,7.687,7.736,7.786,7.862,7.916,7.984,8.022,8.068,8.121,8.214,8.31,8.428,8.531,8.636,8.754,8.869,9.009,9.139,9.274,9.42,9.558,9.735,9.904,10.093,10.302,10.487,10.64,10.778,10.851,10.965,11.092,11.211,11.36,11.461,11.679,11.808,11.899,12.129,12.514,12.727,13.083,13.516,13.899,14.249,14.558,14.855,15.351,15.651,15.935,16.237,16.619,16.854,17.226,17.578,17.84,18.042,18.46,18.821,19.267,19.748,20.297,20.678,21.187,21.844,22.654,23.243,24.002,24.843,25.665,26.161,27.035,28.036,28.885,29.459,30.349,31.115,31.901,32.408,33.112,33.838,34.478,35.076,35.635,36.227,36.724,37.307,37.713,38.116,38.733,39.25,39.806,40.477,41.035,41.731,42.411,43.109,43.978,44.974,45.949,46.947,48.046,49.136,50.254,51.367,52.31,53.443,54.731,55.986,57.127,58.123,59.179,60.274,61.466,62.579,63.613,64.727,65.588,66.271,66.999,67.572,68.167,68.736,69.488,70.055,70.863,71.375,71.822,72.548,73.105,73.624,74.044,74.537,74.839,75.319,75.562,75.766,76.172,76.683,77.058,77.466,78.01,78.481,78.958,79.527,80.281,80.864,81.959,82.602,83.188,84.016,84.726,85.333,86.01,86.824,88.047,89.109,90.271,91.404,92.407,93.568,94.759,95.815,96.69,97.424,98.569,99.385,100.361,101.685,102.532,103.655,104.759,105.568,106.588,107.423,108.204,109.603,110.317,111.19,111.982,112.487,113.428,114.277,115.28,116.359,117.088,117.972,118.561
"34",NA,"Addenda:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","25","  PCE excluding food and energy \4\","DPCCRG3",18.531,18.625,18.747,18.855,18.915,18.988,19.065,19.128,19.16,19.224,19.309,19.357,19.43,19.504,19.566,19.6,19.665,19.735,19.809,19.905,19.992,20.054,20.113,20.165,20.24,20.303,20.365,20.433,20.537,20.705,20.877,21.059,21.176,21.317,21.51,21.725,21.97,22.225,22.473,22.736,22.988,23.265,23.535,23.813,24.072,24.344,24.615,24.961,25.277,25.566,25.807,25.955,26.205,26.383,26.582,26.75,26.936,27.307,27.67,28.056,28.538,29.248,30.085,30.821,31.425,31.907,32.388,32.915,33.415,33.815,34.344,34.88,35.461,36.004,36.605,37.142,37.734,38.388,39.05,39.751,40.291,41.174,41.931,42.803,43.845,44.825,45.82,46.934,47.975,48.876,49.772,50.65,51.382,52.072,52.904,53.645,54.375,54.797,55.631,56.078,56.642,57.305,57.845,58.261,58.972,59.436,59.937,60.436,61.099,61.641,62.22,62.818,63.404,63.955,64.593,65.249,65.929,66.721,67.492,68.21,68.999,69.606,70.087,70.733,71.604,72.548,73.288,73.91,74.665,75.29,76.04,76.699,77.426,77.998,78.477,78.973,79.41,79.915,80.283,80.663,81.064,81.586,82.136,82.56,83.042,83.536,83.947,84.361,84.722,85.107,85.527,86.026,86.439,86.906,87.128,87.452,87.748,88.071,88.41,88.738,89.081,89.391,89.692,90.054,90.606,90.885,91.256,91.696,92.251,92.606,92.815,93.285,93.604,94.157,94.644,94.976,95.204,95.569,95.985,96.379,96.957,97.592,98.078,98.527,99.229,99.768,100.172,100.831,101.325,102.057,102.63,103.154,103.905,104.344,104.901,105.633,106.301,106.998,107.569,107.735,107.973,108.583,108.99,109.551,109.887,110.171,110.399
"36","26","  Energy goods and services \5\","DNRGRG3",12.073,12.174,12.226,12.451,12.391,12.42,12.608,12.633,12.642,12.437,12.604,12.559,12.534,12.578,12.566,12.726,12.657,12.556,12.618,12.609,12.555,12.507,12.5,12.588,12.716,12.774,12.793,12.899,12.905,12.93,13.027,13.131,13.201,13.261,13.327,13.368,13.433,13.431,13.525,13.556,13.671,13.878,13.899,13.936,13.941,14.148,14.158,14.456,14.558,14.483,14.752,14.918,14.873,14.862,15.117,15.381,15.628,16.044,16.294,17.461,19.931,21.473,21.935,21.966,22.425,22.862,23.911,24.516,24.565,24.601,25.038,25.796,26.579,26.965,27.179,27.727,27.925,28.241,28.673,29.719,30.872,33.828,37.816,40.334,44.565,46.715,47.299,48.053,51.854,52.873,53.121,53.88,53.862,52.607,54.259,54.699,53.311,54.4,54.941,54.788,55.024,55.248,54.845,55.065,55.082,56.011,55.631,55.78,53.936,48.466,46.838,45.722,48.221,48.792,50.11,49.997,49.362,49.394,49.967,49.905,50.643,54.187,53.028,52.506,54.788,54.221,56.872,62.27,58.714,56.725,56.504,57.216,56.638,57.118,57.888,58.584,58.517,58.121,57.497,58.188,57.799,57.302,58.921,59.207,59.071,59.005,58.692,58.296,60.036,62.032,61.289,62.711,63.899,61.252,61.617,61.882,58.363,56.976,56.556,55.73,54.95,58.209,60.861,62.926,67.372,69.084,71.25,72.763,74.243,75.659,71.913,65.347,63.558,67.558,68.463,70.75,78.093,73.219,76.566,76.84,81.217,82.64,85.089,91.139,91.036,92.339,105.897,110.728,110.141,112.635,116.288,106.587,111.346,119.096,119.765,127.225,133.941,142.998,153.125,115.734,103.394,104.612,114.091,118.904,123.495,117.714,119.255
"37","27","  Market-based PCE \6\","DPCMRG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.554,64.193,64.812,65.374,65.911,66.625,67.39,68.09,68.933,69.945,70.453,71.089,72.198,72.92,73.959,75.021,75.561,76.053,76.594,77.207,77.734,78.265,78.77,79.349,79.787,80.252,80.568,81.005,81.271,81.723,82.279,82.587,83.058,83.514,83.835,84.168,84.595,85.147,85.422,85.917,86.284,86.445,86.634,86.816,86.806,86.91,87.174,87.404,87.607,88.117,88.512,88.988,89.746,90.093,90.679,91.165,91.754,92.194,92.358,92.251,92.375,92.974,93.412,93.868,94.616,94.569,95.182,95.565,96.321,96.941,97.439,98.285,98.773,99.329,100.505,101.393,101.845,102.612,103.387,103.202,104.152,105.093,105.605,106.769,107.854,109.036,110.438,108.736,108.431,108.951,109.752,110.356,110.824,110.763,111.124
"38","28","  Market-based PCE excluding food and energy \6\","DPCXRG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.511,65.173,65.766,66.45,67.131,67.936,68.641,69.441,70.27,70.972,71.633,72.402,73.306,74.227,75.091,75.778,76.665,77.375,78.122,78.814,79.483,80.066,80.543,81.173,81.7,82.242,82.675,83.061,83.418,83.99,84.402,84.741,85.27,85.744,86.138,86.533,86.804,87.176,87.471,87.85,88.175,88.601,88.758,88.931,89.209,89.435,89.752,90.046,90.316,90.613,90.813,91.146,91.621,91.826,92.253,92.669,93.158,93.505,93.922,94.276,94.51,94.896,95.351,95.684,95.926,96.2,96.583,96.901,97.403,97.918,98.268,98.724,99.33,99.779,100.131,100.76,101.295,102.024,102.599,103.018,103.652,104.06,104.505,105.243,105.907,106.455,107.18,107.568,108.086,108.708,109.066,109.445,109.626,109.903,110.212
"39",NA,"Personal consumption expenditures by major function (From NIPA table 2.5.4):"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","29","      Personal consumption expenditures","DPCERG3",18.172,18.244,18.353,18.453,18.477,18.574,18.645,18.728,18.763,18.761,18.83,18.851,18.934,19.001,19.05,19.107,19.161,19.188,19.279,19.351,19.444,19.489,19.555,19.621,19.684,19.782,19.856,19.917,20.072,20.236,20.392,20.55,20.611,20.708,20.9,21.078,21.301,21.518,21.741,21.982,22.198,22.483,22.759,23.023,23.289,23.547,23.776,24.085,24.313,24.59,24.832,24.987,25.251,25.397,25.621,25.83,26.141,26.646,27.131,27.686,28.509,29.317,30.109,30.875,31.458,31.846,32.443,32.988,33.351,33.63,34.14,34.679,35.299,35.904,36.446,36.969,37.584,38.358,39.034,39.772,40.518,41.622,42.651,43.681,44.988,46.088,47.163,48.328,49.581,50.409,51.235,52.016,52.669,53.172,54.01,54.61,55.082,55.59,56.323,56.696,57.306,57.862,58.31,58.674,59.298,59.74,60.119,60.595,61.033,61.071,61.521,61.97,62.71,63.263,63.916,64.468,65.02,65.732,66.544,67.187,67.996,68.893,69.269,69.818,70.876,71.64,72.555,73.517,73.988,74.435,75.002,75.596,76.189,76.717,77.219,77.693,78.067,78.509,78.785,79.211,79.524,79.949,80.601,80.986,81.423,81.898,82.243,82.599,83.083,83.624,84.007,84.589,85.026,85.254,85.494,85.804,85.845,86.046,86.334,86.602,86.875,87.371,87.828,88.311,89.099,89.492,90.011,90.508,91.142,91.577,91.593,91.643,91.855,92.572,93.04,93.478,94.151,94.223,94.836,95.278,96.068,96.779,97.376,98.167,98.754,99.374,100.495,101.377,101.803,102.567,103.316,103.298,104.311,105.212,105.813,106.919,107.954,109.185,110.367,108.736,108.29,108.81,109.598,110.333,110.901,110.888,111.172
"41","30","Household consumption expenditures \7\","DPHCRG3",17.811,17.88,17.985,18.086,18.121,18.227,18.303,18.386,18.417,18.412,18.477,18.498,18.58,18.646,18.695,18.751,18.802,18.828,18.918,18.989,19.082,19.127,19.191,19.257,19.315,19.411,19.483,19.541,19.692,19.853,20.005,20.159,20.218,20.312,20.501,20.676,20.895,21.108,21.327,21.562,21.771,22.048,22.318,22.576,22.839,23.093,23.319,23.62,23.84,24.112,24.347,24.498,24.757,24.901,25.118,25.321,25.633,26.123,26.588,27.133,27.934,28.713,29.494,30.247,30.814,31.195,31.772,32.311,32.66,32.939,33.446,33.97,34.57,35.173,35.695,36.208,36.813,37.576,38.23,38.96,39.688,40.77,41.765,42.773,44.059,45.127,46.209,47.358,48.594,49.388,50.222,51.01,51.685,52.207,53.053,53.676,54.183,54.692,55.448,55.845,56.462,57.021,57.486,57.868,58.498,58.95,59.327,59.788,60.248,60.315,60.779,61.237,61.984,62.547,63.199,63.755,64.312,65.037,65.866,66.526,67.361,68.299,68.716,69.314,70.393,71.205,72.172,73.171,73.689,74.15,74.76,75.398,76.055,76.633,77.171,77.698,78.104,78.555,78.856,79.289,79.615,80.047,80.704,81.08,81.554,82.034,82.377,82.746,83.238,83.769,84.151,84.731,85.154,85.385,85.599,85.874,85.883,86.051,86.328,86.6,86.875,87.355,87.79,88.248,89.044,89.389,89.916,90.389,90.992,91.419,91.423,91.494,91.689,92.4,92.902,93.374,94.065,94.168,94.791,95.251,96.09,96.794,97.387,98.211,98.769,99.393,100.484,101.354,101.798,102.576,103.348,103.328,104.332,105.259,105.857,107.014,108.063,109.311,110.516,108.877,108.477,109.037,109.841,110.597,111.203,111.176,111.445
