"","Table 1#1#6# Real Gross Domestic Product, Chained Dollars       ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216","F217","F218","F219","F220","F221","F222","F223","F224","F225","F226","F227","F228","F229","F230","F231","F232","F233","F234","F235","F236","F237","F238","F239","F240","F241","F242","F243","F244","F245","F246","F247","F248","F249","F250","F251","F252","F253","F254","F255"
"25","17","    Services","A646RX1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,262.7,264.3,279.3,283.8,281.5,290.5,285.4,309.2,303.5,310.2,312.6,309.4,312.5,318.7,312.2,322.2,329.2,333.1,336.9,339.1,340.7,348,340.9,344.5,340.2,340,325.2,311.8,329.5,332.4,336.6,343.8,330.3,327.2,342,358.8,373.4,378.3,376.8,391.4,397,395.4,398.2,405.4,418.5,424.3,425.8,453.9,459.2,462.3,490.9,512.9,501.1,510.5,500.4,494.9,477.2,477.4,483.9,487.1
"26","18","  Imports","A021RX1",51,52,46.1,48.6,54.8,57,60,59,57.2,56.4,54.1,54.9,56.4,59.5,73.5,73.6,73.6,71.2,65.2,63.5,70.8,70.5,74.8,81.5,79.5,83.6,83.3,79.2,74.6,81.3,76.4,77.1,81.7,86.3,87.8,90.9,94.8,94.3,95.1,90.7,97.9,98.7,96.8,97.1,98.6,102.8,101.2,106.5,109.3,114.6,115.6,112.7,117,117.8,114.4,109,108.5,109.8,117,119.8,123.5,126.2,127.8,129.3,126.3,129.3,132.6,132.2,132,135,138.6,142.4,137.3,153.5,154.1,161.6,165.8,169.9,179.4,181.4,184.3,182.8,185.2,195,206.5,209.6,222.2,220.3,199.6,238.9,235.8,233.2,232.5,237.1,236.5,240.2,237.4,255.3,260.9,243.2,278.8,268.9,274.5,286.8,300.1,291.4,283.4,285.5,275.8,290.4,285.4,282.5,254.2,233.8,253.3,266.8,283.5,295.8,307.9,318,333.1,336.2,331.5,336.2,358.7,359.9,364.6,369.6,368.6,370.6,364.9,372.9,373.2,346.1,321.2,338.4,352.9,353.4,349.4,359.4,349.2,343.4,359.4,345.3,353.2,380.3,410,430.1,464.6,484.1,496.6,511.2,499.9,524.5,519.4,539.8,539.3,562.2,577.8,582.3,578.8,593.2,604.8,618.7,615.8,608.7,623.1,642,645,648.1,647.2,658.9,679.8,678.7,675.9,657.8,650.3,661.9,680.5,695.5,700.6,712.1,723.3,740.6,756.7,772.3,782.5,813.9,832.9,863.9,888.2,913.2,933.2,942.1,945.4,957.4,988.6,1010.7,1043.5,1064,1109.5,1146.7,1189,1214.7,1260.2,1289.1,1306.5,1348.7,1383.1,1427.2,1478.9,1514.4,1575.8,1623.9,1680.6,1679.3,1654.8,1605.5,1566.7,1548,1586.8,1640.4,1667.4,1697.4,1676.9,1700.9,1720.7,1784.4,1829.8,1903.1,1930.7,1979.7,1991,2012.9,2025.2,2082,2121.3,2144.9,2170.5,2168.1,2190.8,2188.1,2208.3,2188,2174.3,2146.5,2134.4,2038.9,1821,1749.8,1836.2,1904.8
"27","19","    Goods","A255RX1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,755.3,765.7,767.4,776,803.6,823.9,851.8,872.5,910,944.6,979,1001.1,1038.1,1062.4,1074.5,1114.1,1144.4,1184.6,1231,1263.9,1312.8,1354.2,1402,1402.4,1381.3,1326,1300.6,1288.9,1314.3,1370.2,1395.5,1413.5,1397.9,1434.5,1440.3,1491,1526.4,1592.9,1618.8,1660.7,1675,1694.9,1706.3,1755.7,1782.7,1804.7,1829.3,1818.6,1841.1,1836.5,1849.4,1831.6,1815.4,1794,1777.1,1682.6,1474.4,1409.4,1490.6,1561.1
"28","20","    Services","B656RX1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180.8,178.5,180.3,184,187,188.5,193.2,192.5,200.4,202.6,210.5,214,222.7,227.2,232.6,235,238.9,242.6,247.8,250.2,262.8,269.4,278.2,276.4,273,280.1,266.2,259,272.5,270,271.8,283.8,278.9,266.6,280.3,293.2,303.1,310.1,311.9,319,316,318,318.9,326.2,338.6,340.1,341.3,349.5,349.8,351.6,359,356.4,359,352.5,357.7,356.9,346.2,339.5,345.3,343.7
"29","21","Government consumption expenditures and gross investment","A822RX1",407.3,409.8,413.6,407.5,415.5,435.5,444,462.7,475.9,497.4,502.4,491.8,483.5,491.4,482,512.7,567.5,645.6,718.8,758.9,782.4,808.9,817,831.6,859.8,878.7,868.1,865.4,842.2,812.5,792.9,788,787.1,779.3,784,767,766.6,782.7,775.3,795.4,811.7,806.7,812.9,827.7,818.4,838.9,844.2,862.2,856.6,869.7,880.6,871,853.9,860.8,881.5,887.7,899.3,901.4,919.1,939.3,955.9,961.1,983,984.4,978.4,977.2,1019.1,1009.8,1013.5,1020.1,1020.7,1017.8,1015.3,1028.4,1064,1086.9,1106.4,1126,1156.5,1175.3,1225.2,1218.5,1231.2,1239.6,1261.3,1267.1,1269.7,1270.8,1272,1266.7,1268.5,1249.8,1243.1,1227.1,1232.4,1232.4,1212.4,1208.5,1207.8,1198.8,1203.1,1210.6,1185.6,1193.1,1204.8,1197.6,1182.3,1191,1215.9,1224.1,1225.9,1230.2,1245.2,1235.7,1257.4,1268,1271.2,1257.3,1250.7,1249.7,1261,1274.1,1276.5,1272.3,1274.4,1308.8,1319.3,1331.2,1319.2,1333.2,1335.1,1343.8,1365.4,1369.7,1350.8,1349.4,1367.3,1370.4,1367.3,1379.9,1378.5,1386.5,1396,1420.1,1430.8,1443,1468,1443.2,1457.8,1489.2,1500.2,1532.3,1549.9,1584.7,1625.8,1635.5,1653.2,1688.3,1726.6,1716.6,1723.7,1734.6,1734.6,1755.6,1747.1,1751.7,1750.7,1786.2,1775.2,1802.8,1819.7,1829.4,1857.6,1860.4,1859.8,1878.3,1885.9,1892.5,1883.5,1875.6,1889.9,1887.6,1897.3,1897.9,1877.9,1876.5,1874.6,1883.9,1859.9,1867.7,1900.5,1884.1,1891.6,1897.9,1893.7,1872.5,1884.5,1911.6,1909.7,1925.9,1929.4,1946,1948.2,1951.5,1939.7,1981.9,2000.2,2018.1,2028.4,2036.9,2063.3,2095.9,2078.7,2106.4,2099.8,2106.2,2137.3,2181.7,2177.8,2216.4,2250.4,2272,2290.4,2305.7,2300.9,2335.1,2342,2343.7,2354.9,2363.5,2372.1,2357.6,2359.9,2362.4,2383.9,2373.4,2397.1,2399.1,2402.7,2409.4,2409.5,2435.4,2458.9,2468.7,2484.7,2506.9,2536.6,2544,2527.2,2568.6,2585.5,2576.9
"30","22","  Federal","A823RX1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,715.3,712.5,707.6,681.1,695.3,705.2,692.7,690.7,681.4,693.5,691.3,690.3,668.8,687.2,681.5,688.1,683.6,683.6,697.9,713.4,685.2,712.6,698.8,695.6,710.4,725.6,730.5,739.3,756.9,774.4,786.7,800,800.2,838.8,839.6,845.7,856.6,861.4,876.4,865.6,869.2,870,890.4,875.6,900.5,892.8,892,894.4,882.8,898.7,919,925.1,943.4,961.3,991.6,1007.3,996.3,1023.5,1043.3,1043.4
"31","23","    National defense","A824RX1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,484,483.2,477.4,462.4,471.4,477.8,467.7,464.7,449.7,460.3,458.1,460.6,433.2,449.8,455.4,451.8,446.3,446.6,459.8,470.7,442.8,463.3,453.7,454.1,462.1,468.5,472.8,479.3,489.7,500.9,509.4,521.2,517.1,560.7,554.1,565.1,573.5,576.5,593.2,578.4,583.6,588,603.7,580.9,595.6,597.2,594.3,606.5,594.7,607.1,621.7,622.4,634.8,645.6,675.4,681.7,672.8,695.2,709.3,702.8
"32","24","    Nondefense","A825RX1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231.4,229.5,230.3,218.9,224,227.5,225.2,226.2,231.7,233.2,233.1,229.7,235.3,237.3,226.2,236.3,237.1,236.9,238.1,242.7,242.1,249.1,244.9,241.3,248.1,256.8,257.4,259.7,267,273.2,277,278.6,282.8,278,285.4,280.6,283.1,284.9,283.2,287.1,285.6,282,286.7,294.7,305,295.7,297.7,287.8,288.1,291.6,297.2,302.7,308.6,315.8,315.9,325.4,323.4,328.2,333.8,340.5
"33","25","  State and local","A829RX1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1174.8,1184.1,1184.8,1190.7,1188.2,1205.4,1216.3,1234.6,1247.6,1252.1,1256.6,1260.9,1271.1,1294.7,1319,1330.2,1345.2,1353.7,1365.7,1382.7,1394,1394.2,1401.4,1411,1427.3,1456.5,1447.7,1477.6,1494,1498.1,1504.2,1506.3,1501.2,1496.6,1502.7,1498.2,1498.4,1502.2,1495.7,1492,1490.7,1492.4,1493.5,1497.7,1496.6,1506.3,1510.8,1515,1526.5,1536.5,1540,1543.7,1541.9,1546.6,1547,1539.3,1533.3,1548,1545.5,1537
"34","26","Residual","A960RX1",9.7,3.2,-2,7.2,9.4,3.1,1.9,-10.1,-24.1,-43.5,-42,-47.4,-26,-17.8,-5.2,1.3,-30.1,-50.8,-83,-106.6,-112.7,-135.3,-137.1,-135.3,-142.7,-149.5,-146.8,-154.9,-147.9,-134.4,-122.2,-113.8,-101.3,-92.4,-89.9,-81.9,-85.1,-88.9,-86.9,-92.1,-97.5,-97.9,-97.8,-114.9,-124.7,-133.6,-126.9,-123.2,-112.5,-104.8,-117,-110.4,-86.2,-100.5,-108.5,-124.4,-125.2,-118.3,-114.7,-117.5,-115.3,-113.8,-121,-127,-117,-109.3,-120.1,-113.3,-105.9,-107.7,-105.3,-101.9,-93.2,-88,-96.2,-98.6,-92,-97.8,-110.7,-112.9,-129.3,-135.1,-135.9,-133.1,-134.4,-128.8,-131.5,-131.4,-130,-116.4,-115.1,-118,-121.4,-114.5,-113.9,-121.9,-100,-94.9,-90.3,-101.5,-84.5,-79.6,-70.3,-71.2,-58.2,-42.2,-46.9,-33.5,-43.9,-44.5,-63.8,-55.8,-80.9,-83.2,-85.9,-80.7,-72.7,-66.4,-66.6,-69.3,-70.8,-52.6,-37.5,-53.8,-56,-28.9,-21.7,-12.5,-10.8,-14,-11.7,-11.4,-10.9,-13.2,-15,-4,15.5,0.9,17.6,-1.7,-36.9,-34.2,-56.7,-85.2,-80.9,-74.7,-74.3,-52.9,-40.5,-41.2,-38.8,-50.5,-59.6,-68.1,-78.1,-72.1,-71.2,-87.3,-102.9,-98.5,-90.6,-92,-90.3,-73.8,-79.2,-67.6,-68.2,-71.1,-57.1,-57.1,-60,-64.6,-65.2,-63,-65.8,-73.5,-78.5,-77.8,-73.5,-66.5,-69.7,-62.6,-61.2,-59.7,-56.4,-56.3,-58,-52.7,-45.1,-38.1,-43.5,-35.7,-179.7,-184.5,-176.5,-163.5,-167.4,-159.9,-147.8,-141.1,-135.7,-124.5,-109.1,-105.4,-93.7,-95.2,-91.5,-71.5,-67.6,-50.4,-40.1,-40.3,-24.4,-24.9,-23.6,-24.1,-23.6,-33.8,-37.9,-21.5,-25.7,-21.8,-14.6,-18.1,-17.3,-13.6,-10.4,-7.6,-6.7,-4.9,-2.1,-0.3,-1,0.1,0.2,0.6,-2.3,-1.8,-1.4,-1.5,-3.6,0.4,2.7,1.9,9.6,17.1,24.7,28.6,23.6,24,15.5,10.6
"35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","Note. Chained (2005) dollar series are calculated as the product of the chain-type quantity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","index and the 2005 current-dollar value of the corresponding series, divided by 100. Because",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","the formula for the chain-type quantity indexes uses weights of more than one period, the",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","corresponding chained-dollar estimates are usually not additive. The residual line is the",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
