"","Table 2#4#4# Price Indexes for Personal Consumption Expenditures","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44"
"21","14","      Video, audio, photographic, and information processing equipment and media (75, 76, and part of 93)","DVAPRG3",600.969,601.104,604.812,609.456,608.755,619.686,637.558,645.176,646.735,656.208,672.378,688.035,700.619,695.621,662.394,633.069,599.574,561.317,542.541,521.27,506.697,484.177,460.918,429.457,399.666,378.6,347.508,302.538,259.145,221.208,190.415,170.651,150.441,134.019,120.171,110.262,100,89.703,80.127,72.722,64.815
"22","15","      Sporting equipment, supplies, guns, and ammunition (part of 80)","DSPGRG3",74.762,75.008,74.82,73.42,74.353,77.082,81.85,84.485,86.505,88.766,92.622,98.636,104.237,107.224,108.464,108.484,106.854,105.905,107.518,111.327,113.597,117.72,122.279,123.042,121.82,123.736,122.88,121.628,120.624,118.308,112.343,108.289,105.984,103.229,102.38,101.139,100,98.738,97.314,99.573,101.721
"23","16","      Sports and recreational vehicles (79)","DWHLRG3",32.539,31.4,35.285,36.554,38.196,42.514,46.888,49.22,52.305,55.52,59.286,64.879,68.961,71.7,72.608,75.118,77.255,77.23,77.612,80.088,82.5,84.524,86.238,88.052,88.982,91.061,93.608,94.397,93.745,93.933,96.106,97.905,99.298,98.823,98.046,98.412,100,102.351,101.822,102.873,103.904
"24","17","      Recreational books (part of 90)","DRBKRG3",19.961,21.079,22.34,23.435,24.122,24.585,29.176,32.99,36.068,39.405,42.556,46.752,51.654,57.51,61.721,62.974,67.52,70.586,72.069,74.354,77.067,81.388,84.145,86.211,88.429,90.129,91.672,95.038,96.15,98.803,97.053,96.937,98.055,100.986,100.187,100.393,100,99.363,100.175,101.857,102.83
"25","18","      Musical instruments (part of 80)","DMSCRG3",52.167,54.558,57.108,58.017,58.384,61.024,65.644,67.231,68.033,70.993,74.606,80.345,85.96,90.444,91.378,91.754,91.39,91.735,93.187,97.57,100.881,101.944,102.062,103.325,104.215,105.089,103.489,104.554,103.43,102.982,101.594,101.456,102.416,102.323,101.384,100.128,100,99.888,97.287,98.493,99.547
"26","19","    Other durable goods","DODGRG3",35.439,36.36,37.358,38.566,39.825,42.889,46.149,48.398,50.52,53.325,57.724,69.53,73.356,74.063,76.452,78.084,78.936,80.801,86.302,91.937,96.212,102.276,106.062,108.862,109.7,111.452,113.307,112.631,111.051,109.02,106.275,104.869,105.203,103.257,101.604,101.383,100,101.938,105.877,109.745,111.234
"27","20","      Jewelry and watches (part of 119)","DJRYRG3",50.639,51.513,52.494,53.785,55.686,58.894,63.122,65.193,66.124,69.637,75.981,94.959,98.815,96.499,98.059,98.726,97.735,98.649,106.05,111.796,116.004,122.933,126.769,128.288,127.354,128.162,126.729,122.188,117.435,113.12,110.43,107.323,107.408,104.513,100.926,101.463,100,102.469,108.025,115.508,117.732
"28","21","      Therapeutic appliances and equipment (42)","DTAERG3",26.123,27.224,28.39,29.078,29.778,31.445,34.02,36.096,38.282,40.509,42.793,46.491,50.138,53.521,56.141,58.283,60.614,63.001,66.068,68.888,71.713,74.912,77.935,81.043,83.338,84.94,87.507,88.887,90.146,91.645,92.523,94.473,96.314,96.524,96.813,98.395,100,102.321,103.997,104.978,106.064
"29","22","      Educational books (96)","DEBKRG3",10.776,11.185,11.933,12.719,13.134,13.591,14.482,15.459,16.439,17.743,18.875,20.456,22.953,25.926,28.562,30.878,33.483,36.225,38.935,41.663,44.351,47.963,50.451,53.228,55.087,57.078,59.265,62.632,65.68,68.767,71.565,76.548,80.936,86.817,91.743,95.991,100,106.342,115.095,123.117,131.918
"30","23","      Luggage and similar personal items (part of 119)","DLUGRG3",41.722,42.785,43.606,45.399,46.948,53.298,57.666,61.54,67.074,70.632,76.91,96.298,100.24,97.926,99.53,100.164,99.182,100.07,107.139,121.899,130.623,142.856,148.288,152.196,151.963,155.783,166.532,166.931,159.875,149.053,132.155,125.026,123.268,115.443,115.18,108.889,100,102.038,109.12,110.835,111.103
"31","24","      Telephone and facsimile equipment (67)","DTCERG3",35.02,36.321,38.797,41.366,42.685,44.219,47.101,50.276,53.324,57.989,61.563,66.671,74.709,84.312,92.764,100.309,108.739,117.656,126.565,135.48,144.207,155.903,164.016,173.034,179.109,185.579,192.749,203.667,213.545,207.334,183.743,165.966,148.96,135.743,120.94,108.562,100,90.991,84.441,80.914,77.296
"32","25","  Nondurable goods","DNDGRG3",26.242,27.422,28.196,29.1,31.447,36.202,39,40.27,42.577,45.299,50.181,56.338,60.689,62.066,63.131,64.443,65.65,64.811,67.015,69.146,72.576,76.736,78.977,80.124,80.776,81.206,82.055,83.913,84.789,84.16,86.259,90.006,90.952,90.878,92.791,96.12,100,103.215,106.487,112.484,109.262
"33","26","    Food and beverages purchased for off-premises consumption","DFXARG3",23.932,25.267,25.843,27.075,30.502,35.14,37.782,38.484,40.751,44.65,49.035,53.158,56.946,58.444,59.115,60.891,61.554,63.003,64.99,66.929,70.458,73.9,76.22,76.805,77.88,79.184,80.9,83.368,84.956,86.024,87.433,89.486,92.116,93.528,95.296,98.267,100,101.709,105.728,112.089,113.538
"34","27","      Food and nonalcoholic beverages purchased for off-premises consumption (4)","DTFDRG3",22.838,24.188,24.721,25.99,29.687,34.694,37.352,38.029,40.522,44.592,49.065,53.236,57.09,58.466,58.927,60.794,61.368,62.767,64.867,66.862,70.602,74.119,75.582,75.958,77.157,78.656,80.577,83.107,84.733,85.903,87.253,89.21,91.944,93.297,95.097,98.171,100,101.778,106.041,112.958,114.102
"35","28","      Alcoholic beverages purchased for off-premises consumption (5)","DAOPRG3",32.797,33.904,34.874,35.458,36.044,38.273,40.895,41.771,42.422,44.702,48.203,52.223,55.693,57.992,60.167,61.311,62.693,64.489,65.639,67.19,69.248,72.136,80.551,82.767,82.851,82.749,82.969,85.003,86.298,86.749,88.581,91.244,93.197,95.027,96.556,98.854,100,101.326,103.946,107.205,110.439
"36","29","      Food produced and consumed on farms (6)","DFFDRG3",35.031,35.5,36.018,42.379,55.551,49.559,50.654,52.031,52.232,66.86,80.285,77.229,76.814,79.116,74.956,78.029,73.086,74.162,80.998,82.353,86.744,93.556,89.791,86.328,88.605,81.795,81.638,82.265,87.233,77.667,74.289,78.381,83.59,74.231,84.025,97.109,100,96.42,104.395,102.966,89.641
"37","30","    Clothing and footwear","DCLORG3",66.038,68.494,70.93,72.217,74.614,80.15,83.744,86.43,90.119,91.822,93.619,97.052,100.257,101.726,103.118,103.653,105.877,105.441,108.479,111.969,113.607,117.311,119.543,120.433,119.79,117.774,115.023,113.638,113.673,111.604,110.127,108.816,106.659,103.851,101.27,100.926,100,99.573,98.574,97.754,98.588
"38","31","      Garments","DGARRG3",69.475,71.842,74.438,75.627,78.004,84.046,87.868,90.57,94.392,95.915,96.769,99.544,102.464,103.81,105.491,106.002,108.592,108.194,111.455,114.801,116.057,120.062,122.305,122.846,122.005,119.755,116.589,115.044,115.244,113.012,111.834,110.557,108.034,104.85,102.029,101.646,100,99.352,98.394,97.11,97.648
"39","32","        Women's and girls' clothing (10)","DWGCRG3",79.506,81.93,85.331,86.81,89.262,95.349,99.015,101.621,105.288,106.886,107.252,109.021,110.505,110.568,111.715,111.656,114.307,112.907,117.111,120.375,120.592,125.421,127.155,127.579,126.639,123.959,119.384,116.458,116.319,113.29,111.275,109.707,107.652,104.528,102.049,101.949,100,99.937,99.523,96.994,97.551
"40","33","        Men's and boys' clothing (11)","DMBCRG3",60.647,63.124,64.918,65.763,68.152,73.489,76.69,79.409,83.089,84.359,85.724,89.289,93.494,96.316,98.316,99.525,101.779,102.218,104.513,107.941,110.654,113.184,116.213,116.941,116.519,114.768,113.317,113.38,114.304,113.284,112.893,111.733,108.277,104.875,101.628,101.171,100,98.337,96.683,97.255,97.747
"41","34","        Children's and infants' clothing (12)","DCICRG3",35.204,35.874,36.65,37.698,38.952,49.183,59.088,62.277,68.295,70.928,72.343,78.262,85.087,88.18,92.569,93.945,98.106,102.369,102.367,106.08,108.206,113.931,115.972,116.426,113.504,112.224,111.423,112.857,111.013,108.155,110.49,111.747,110.613,108.291,104.587,101.537,100,99.851,97.657,97.502,98.127
"42","35","      Other clothing materials and footwear (13 and 17)","DOCCRG3",52.714,55.35,57.186,58.75,61.132,64.82,67.546,70.122,73.269,75.579,80.711,86.483,90.689,92.608,92.858,93.483,94.212,93.621,95.738,99.789,102.972,105.436,107.612,109.956,110.155,109.141,108.163,107.463,106.799,105.424,102.702,101.251,100.628,99.407,97.863,97.687,100,100.585,99.401,100.741,102.973
"43","36","    Gasoline and other energy goods","DGOERG3",13.008,13.19,13.406,13.565,14.98,20.832,22.295,23.362,25.03,26.182,35.267,49.04,55.313,52.744,50.706,50.181,50.289,39.481,40.94,41.245,44.901,51.419,50.557,50.173,49.68,49.802,50.47,53.908,53.906,46.996,50.883,65.768,63.48,59.378,69.37,81.537,100,112.926,123.883,145.87,106.387
"44","37","      Motor vehicle fuels, lubricants, and fluids (59)","DMFLRG3",14.354,14.482,14.588,14.777,16.19,21.871,23.339,24.331,25.74,26.858,35.993,49.955,55.584,52.772,51.047,50.283,50.689,39.81,41.34,41.691,45.539,51.843,51.162,50.963,50.446,50.685,51.491,54.645,54.634,47.555,51.788,66.17,63.776,59.915,69.782,82.086,100,112.842,123.921,144.451,105.862
"45","38","      Fuel oil and other fuels (29)","DFULRG3",7.547,7.838,8.336,8.388,9.614,15.278,16.578,17.782,20.121,21.275,29.331,41.187,50.389,49.415,45.558,46.572,44.756,35.044,35.954,35.938,38.077,45.856,43.658,41.881,41.592,40.836,40.455,45.851,45.926,40.699,41.395,60.692,59.506,53.051,64.182,74.736,100,114.09,123.294,167.246,114.671
"46","39","    Other nondurable goods","DONGRG3",22.845,23.911,24.827,25.445,26.139,28.711,32.008,33.664,35.615,37.552,40.007,43.661,47.362,51.028,54.542,56.564,58.752,61.092,63.552,66.397,70.065,73.61,77.532,80.45,81.807,82.38,83.839,85.425,86.318,87.942,91.377,93.38,95.548,97.125,97.307,98.479,100,102.161,103.537,106.032,110.691
"47","40","      Pharmaceutical and other medical products (40 and 41)","DPHMRG3",17.741,18.104,18.335,18.349,18.369,18.94,20.405,21.603,22.965,24.61,26.286,28.609,31.749,35.089,38.183,41.027,43.942,46.712,49.44,52.331,55.866,60.139,64.768,68.466,70.499,72.153,72.691,74.395,75.594,77.485,80.83,83.871,87.838,91.689,94.305,97.049,100,104.027,105.499,107.946,111.442
"48","41","      Recreational items (parts of 80, 92, and 93)","DREIRG3",50.644,52.533,54.56,55.939,56.935,59.792,63.71,65.813,67.535,70.274,74.664,82.188,89.041,93.33,94.908,96.137,97.622,98.815,101.642,105.334,109.256,112.014,114.459,115.883,115.737,116.611,117.1,118.255,117.62,115.326,111.486,109.573,108.72,106.342,103.197,102.695,100,99.365,98.617,100.183,100.129
"49","42","      Household supplies (parts of 32 and 36)","DHOURG3",28.862,29.983,31.101,31.624,32.378,37.882,45.503,48.722,52.496,55.5,59.398,64.956,70.244,74.78,77.583,79.254,81.566,82.947,85.135,87.198,90.509,92.804,94.741,95.004,94.936,95.061,96.772,97.823,97.828,98.278,99.166,101.556,103.566,103.269,99.991,99.21,100,101.127,100.408,102.72,105.329
"50","43","      Personal care products (part of 118)","DOPCRG3",30.076,30.829,31.832,32.674,33.535,37.234,41.925,44.334,46.822,49.151,52.321,56.657,61.818,66.688,70.364,72.563,74.664,76.897,78.387,80.846,83.883,86.939,89.8,91.839,93.21,94.53,95.234,95.526,95.74,97.18,98.577,99.878,100.847,100.664,99.681,99.798,100,100.876,102.363,103.01,104.854
"51","44","      Tobacco (127)","DTOBRG3",9.926,10.756,11.211,11.824,12.151,12.743,13.651,14.23,14.915,15.739,16.651,17.92,19.326,21.45,25.6,27.239,28.801,30.73,32.856,35.78,40.299,44.39,49.499,53.681,55.606,53.37,54.689,56.353,58.85,63.968,79.644,85.268,88.387,92.202,93.282,95.065,100,103.414,110.235,117.115,144.846
"52","45","      Magazines, newspapers, and stationery (part of 90)","DNEWRG3",21.345,22.682,24.111,24.549,25.399,29.55,33.074,34.537,36.489,37.93,40.249,44.122,48.115,51.625,54.508,56.248,58.167,59.769,61.447,63.451,65.917,68.219,72.517,76.286,78.614,81.156,85.593,89.412,91.348,93.405,94.447,94.87,96.041,97.208,97.668,98.261,100,101.472,102.822,105.034,109.559
"53","46","      Net expenditures abroad by U.S. residents (131)","ZZZZZZ3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","47","Services","DSERRG3",17.326,18.287,19.285,20.103,21.078,22.868,24.836,26.558,28.56,30.779,33.353,36.805,40.558,43.712,46.433,48.85,51.053,53.378,55.413,58.127,60.844,63.812,66.586,69.24,71.299,73.205,75.37,77.479,79.817,81.695,83.515,85.824,88.428,90.807,93.692,96.687,100,103.411,106.973,110.566,112.233
"55","48","  Household consumption expenditures (for services)","DHCERG3",16.604,17.533,18.489,19.275,20.199,21.873,23.751,25.411,27.332,29.467,31.916,35.229,38.882,42.086,44.908,47.392,49.635,52.025,54.106,56.862,59.738,62.93,65.93,68.869,71.116,73.087,75.323,77.457,79.765,81.529,83.306,85.523,88.064,90.505,93.572,96.707,100,103.463,107.112,110.832,112.718
"56","49","    Housing and utilities","DHUTRG3",18.184,18.975,19.947,20.703,21.632,22.829,24.624,26.406,28.746,30.775,33.263,36.746,40.8,44.563,47.446,49.86,52.486,54.983,56.96,59.215,61.601,64.277,66.41,68.263,70.236,72.049,73.998,76.187,78.263,80.108,82.014,84.783,88.718,91.297,94.164,96.66,100,104.282,107.958,111.871,113.24
"57","50","      Housing","DHSGRG3",19.162,19.981,20.909,21.663,22.584,23.43,24.947,26.579,28.819,30.796,33.173,36.22,39.909,43.193,45.79,48.175,51.051,54.074,56.532,59.069,61.522,64.414,66.449,68.268,70.129,72.101,74.328,76.58,78.728,81.221,83.472,86.06,89.456,93.043,95.383,97.607,100,103.599,107.267,110.314,112.345
"58","51","        Rental of tenant-occupied nonfarm housing (20)","DTENRG3",18.882,19.675,20.571,21.29,22.225,23.047,24.589,26.232,28.46,30.408,32.773,35.816,39.53,42.815,45.475,48.052,51.218,54.415,56.863,59.18,61.539,64.216,66.589,68.388,70.065,71.745,73.453,75.352,77.479,79.835,82.171,85.065,88.746,92.125,94.689,97.085,100,103.562,107.955,111.847,114.342
"59","52","        Imputed rental of owner-occupied nonfarm housing (21)","DOWNRG3",19.039,19.832,20.746,21.474,22.401,23.246,24.792,26.442,28.697,30.671,33.058,36.129,39.855,43.243,45.862,48.216,51.051,54.085,56.586,59.175,61.638,64.595,66.474,68.264,70.09,72.063,74.448,76.811,79.049,81.61,83.834,86.328,89.639,93.285,95.563,97.74,100,103.473,106.976,109.669,111.484
"60","53","        Rental value of farm dwellings (22)","DFARRG3",27.409,29.339,31.124,33.116,33.728,34.885,35.018,35.871,37.681,40.083,42.187,44.134,45.743,44.312,44.723,45.157,44.586,43.549,43.964,47.95,51.618,55.163,58.912,62.766,70.504,78.489,81.732,84.399,80.904,81.601,83.846,86.338,89.621,93.281,95.572,97.756,100,111.192,113.34,124.146,131.807
"61","54","        Group housing (23)","DGRHRG3",18.924,19.655,20.509,21.194,22.061,23.179,24.722,26.289,28.408,30.466,32.828,35.87,39.166,42.324,44.959,47.514,50.615,53.795,56.25,58.542,60.898,63.511,65.865,67.631,69.304,70.955,72.714,74.634,76.808,79.245,81.66,84.625,88.365,91.861,94.563,97.083,100,103.584,107.999,111.947,114.494
"62","55","      Household utilities","DUTLRG3",14.407,15.091,16.223,16.986,17.944,20.518,23.419,25.796,28.528,30.765,33.695,38.931,44.485,50.239,54.31,56.842,58.398,58.614,58.48,59.51,61.593,63.311,65.867,67.865,70.337,71.425,72.075,73.961,75.687,74.445,74.675,78.323,84.949,82.423,87.918,91.779,100,107.94,111.651,120.325,117.979
"63","56","        Water supply and sanitation (25)","DWRSRG3",11.032,11.907,13.173,13.661,14.396,15.271,16.753,18.629,20.646,23.044,24.128,25.789,28.905,32.38,35.114,37.48,39.788,42.097,44.589,47.232,50.267,53.815,57.963,62.096,65.524,68.748,70.966,73.504,75.318,77.756,79.478,81.429,83.779,86.48,89.661,95.006,100,104.934,110.285,116.775,124.003
"64","57","        Electricity and gas","DELGRG3",15.573,16.214,17.326,18.177,19.214,22.327,25.685,28.242,31.221,33.465,36.948,43.267,49.597,56.087,60.601,63.216,64.557,64.102,63.092,63.588,65.359,66.461,68.489,69.8,71.97,72.364,72.49,74.156,75.852,73.323,73.028,77.275,85.413,81.032,87.34,90.689,100,108.977,112.108,121.552,115.839
"65","58","          Electricity (27)","DELCRG3",20.449,21.111,22.507,23.607,25.071,29.619,33.431,35.63,37.995,40.372,43.449,50.33,57.864,63.6,65.682,69.878,72.383,73.326,73.108,74.108,76.186,77.958,80.865,82.435,84.051,84.083,85.979,87.405,87.872,84.474,83.813,85.169,91.206,90.321,92.456,94.171,100,112.053,116.674,124.074,127.931
"66","59","          Natural gas (28)","DGHERG3",8.646,9.132,9.796,10.282,10.774,12.101,14.495,16.978,20.158,21.983,25.5,30.488,34.748,41.49,48.605,48.924,48.61,46.257,44.163,43.888,45.091,45.131,45.697,46.54,49.392,50.316,47.665,49.604,53.051,52.06,52.435,61.879,73.711,62.845,77.129,83.633,100,102.459,102.411,116.23,90.808
"67","60","    Health care","DHLCRG3",10.914,11.738,12.343,12.867,13.475,14.755,16.414,17.996,19.496,21.142,23.202,26.012,29.188,32.474,35.444,38.097,40.408,42.81,45.564,49.116,53.435,57.995,62.476,66.868,70.442,73.304,75.978,77.766,79.324,80.82,82.594,84.919,87.769,90.065,93.481,96.932,100,103.039,106.842,109.73,112.693
"68","61","      Outpatient services","DOUTRG3",13.589,14.539,15.503,16.024,16.546,18.011,20.145,22.22,24.187,26.083,28.33,31.439,34.697,37.659,40.395,43.072,45.724,48.713,51.76,55.251,58.926,62.801,66.475,70.215,73.535,76.93,79.565,80.819,82.96,85.015,86.969,89.065,91.855,93.179,95.134,97.562,100,101.862,105.627,108.007,110.466
"69","62","        Physician services (44)","DPHYRG3",13.122,14.08,15.027,15.507,15.994,17.483,19.61,21.839,23.855,25.81,28.205,31.189,34.599,37.849,40.812,43.648,46.184,49.541,53.189,56.997,61.177,65.578,69.442,73.804,77.913,81.817,85.035,85.631,86.782,88.641,90.609,92.181,94.804,94.797,96.273,98.238,100,100.954,105.09,106.2,108.773
"70","63","        Dental services (45)","DDENRG3",11.551,12.196,12.982,13.508,13.95,14.987,16.552,17.637,18.94,20.255,21.956,24.571,26.915,28.999,30.942,33.453,35.568,37.541,40.089,42.778,45.399,48.361,51.927,55.369,58.222,60.953,63.89,66.839,69.935,72.911,76.319,79.798,83.032,86.737,90.289,94.737,100,105.208,110.662,116.345,119.819
"71","64","        Paramedical services (46)","DPMSRG3",15.957,17.184,18.305,18.872,19.564,21.338,24.009,26.706,29.189,31.439,33.582,37.368,40.877,43.602,46.256,48.331,51.698,54.492,56.189,59.407,62.581,65.871,69.199,71.939,74.162,77.083,78.68,80.048,83.139,85.026,86.25,88.449,91.266,93.495,95.455,97.711,100,101.904,104.431,107.456,109.372
"72","65","      Hospital and nursing home services","DHPNRG3",9.158,9.897,10.284,10.794,11.431,12.575,13.932,15.205,16.415,17.872,19.759,22.31,25.329,28.665,31.661,34.224,36.276,38.271,40.787,44.323,49.022,54.025,59.068,63.932,67.687,70.119,72.812,75.027,76.107,77.149,78.771,81.278,84.17,87.282,91.967,96.348,100,104.15,107.989,111.361,114.802
"73","66","        Hospitals (51)","DHSPRG3",8.607,9.298,9.652,10.138,10.746,11.796,13.095,14.348,15.535,16.91,18.728,21.252,24.277,27.717,30.841,33.511,35.651,37.775,40.411,44.174,49.245,54.613,60.149,65.627,69.776,72.308,74.867,76.674,77.31,77.879,79.227,81.327,83.737,86.806,91.854,96.338,100,104.377,108.021,111.234,114.612
"74","67","        Nursing homes (52)","DNRSRG3",13.081,14.159,14.783,15.467,16.313,18.118,19.884,21.298,22.66,24.7,27.073,29.794,32.741,35.236,37.282,39.145,40.676,41.923,43.768,46.048,48.821,52.075,54.84,56.913,58.921,60.93,64.209,68.127,71.051,74.071,76.868,81.172,86.276,89.598,92.519,96.395,100,102.988,107.847,112.055,115.842
